ss_d,ss_rgnsm,src_d,tss_d,dc_d,b_frmt,src_ss_d,dscrptn,ss_sbclllr_frctn,ss_tp,ss_strn,rltnshp_tp,cnfdnc_scr,crtd_b,chmbl_d,cll_d,vrnt_d
11971,Rattus norvegicus,1,2048.0,10911,BAO_0000218,,Biodistribution studied in the lungs of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627265,,
11972,Rattus norvegicus,1,2048.0,10911,BAO_0000218,,Biodistribution studied in the lungs of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627266,,
11973,Rattus norvegicus,1,2048.0,10911,BAO_0000218,,Biodistribution studied in the lungs of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627267,,
11974,Rattus norvegicus,1,2048.0,10911,BAO_0000218,,Biodistribution studied in the lungs of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627268,,
11975,Rattus norvegicus,1,2385.0,10911,BAO_0000218,,Biodistribution studied in the muscle of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627269,,
11976,Rattus norvegicus,1,2385.0,10911,BAO_0000218,,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627270,,
11977,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",,A,,N,1,Intermediate,CHEMBL627271,,
11978,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",,A,,N,1,Intermediate,CHEMBL627946,,
11979,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",,A,,N,1,Intermediate,CHEMBL875472,,
11980,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",,A,,N,1,Intermediate,CHEMBL627947,,
11981,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",,A,,N,1,Intermediate,CHEMBL627948,,
11982,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",,A,,N,1,Intermediate,CHEMBL628113,,
11983,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",,A,,N,1,Intermediate,CHEMBL628114,,
11984,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",,A,,N,1,Intermediate,CHEMBL628115,,
11985,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",,A,,N,1,Intermediate,CHEMBL628116,,
11986,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",,A,,N,1,Intermediate,CHEMBL628117,,
11987,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",,A,,N,1,Intermediate,CHEMBL628118,,
11988,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",,A,,N,1,Intermediate,CHEMBL628119,,
11989,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",,A,,N,1,Intermediate,CHEMBL628120,,
11990,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",,A,,N,1,Intermediate,CHEMBL628121,,
11991,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",,A,,N,1,Intermediate,CHEMBL628122,,
11992,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",,A,,N,1,Intermediate,CHEMBL627297,,
11993,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",,A,,N,1,Intermediate,CHEMBL627298,,
11994,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",,A,,N,1,Intermediate,CHEMBL627299,,
11995,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",,A,,N,1,Intermediate,CHEMBL627300,,
11996,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",,A,,N,1,Intermediate,CHEMBL627301,,
11997,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",,A,,N,1,Intermediate,CHEMBL627302,,
11998,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",,A,,N,1,Intermediate,CHEMBL627303,,
11999,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",,A,,N,1,Intermediate,CHEMBL627304,,
12000,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",,A,,N,1,Intermediate,CHEMBL627305,,
12001,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",,A,,N,1,Intermediate,CHEMBL627306,,
12002,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",,A,,N,1,Intermediate,CHEMBL623982,,
12003,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",,A,,N,1,Intermediate,CHEMBL623983,,
12004,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",,A,,N,1,Intermediate,CHEMBL623984,,
12005,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",,A,,N,1,Intermediate,CHEMBL623985,,
12006,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",,A,,N,1,Intermediate,CHEMBL623986,,
12007,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",,A,,N,1,Intermediate,CHEMBL623987,,
12008,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",,A,,N,1,Intermediate,CHEMBL623988,,
12009,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",,A,,N,1,Intermediate,CHEMBL623989,,
12010,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",,A,,N,1,Intermediate,CHEMBL622215,,
12011,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",,A,,N,1,Intermediate,CHEMBL622216,,
12012,Rattus norvegicus,1,,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",,A,,N,1,Intermediate,CHEMBL877481,,
12013,,1,,16359,BAO_0000218,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),,A,,U,0,Autocuration,CHEMBL622217,,
12014,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL622218,,
12015,Rattus norvegicus,1,,14554,BAO_0000218,,Pharmacokinetic profile AUC was evaluated in rats,,A,,N,1,Intermediate,CHEMBL622219,,
12016,,1,,6241,BAO_0000019,,Pharmacokinetic property (Area under curve),,A,,U,0,Autocuration,CHEMBL622220,,
12017,Canis lupus familiaris,1,,11537,BAO_0000218,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in dog (25 mg/kg).",,A,,N,1,Intermediate,CHEMBL622221,,
12018,Mus musculus,1,,11537,BAO_0000218,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in mice (50 mg/kg).",,A,,N,1,Intermediate,CHEMBL622222,,
12019,Canis lupus familiaris,1,,11537,BAO_0000218,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to dog (25 mg/kg).",,A,,N,1,Intermediate,CHEMBL622223,,
12020,Mus musculus,1,,11537,BAO_0000218,,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to mice (50 mg/kg).",,A,,N,1,Intermediate,CHEMBL622224,,
12021,,1,,13118,BAO_0000019,,Plasma concentration (AUC) was determined,,A,,U,0,Autocuration,CHEMBL622225,,
12022,,1,,13118,BAO_0000019,,Plasma concentration (AUC) was determined; Not detectable,,A,,U,0,Autocuration,CHEMBL622226,,
12023,Cavia porcellus,1,,9562,BAO_0000218,,Prolongation of time to collapse in guinea pig treated with aerosolized histamine was measured in vivo as area under curve (AUC),,A,,N,1,Intermediate,CHEMBL624154,,
12024,Rattus norvegicus,1,,10363,BAO_0000218,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg,,A,,N,1,Intermediate,CHEMBL624155,,
12025,Rattus norvegicus,1,,10363,BAO_0000218,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,,A,,N,1,Intermediate,CHEMBL624156,,
12026,Rattus norvegicus,1,,10363,BAO_0000218,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 60 mg/kg,,A,,N,1,Intermediate,CHEMBL624157,,
12027,Rattus norvegicus,1,,10363,BAO_0000218,,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 7.5 mg/kg,,A,,N,1,Intermediate,CHEMBL624158,,
12028,Rattus norvegicus,1,,12504,BAO_0000218,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 1,,A,,N,1,Intermediate,CHEMBL624159,,
12029,Rattus norvegicus,1,,12504,BAO_0000218,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 2,,A,,N,1,Intermediate,CHEMBL624160,,
12030,Rattus norvegicus,1,,12504,BAO_0000218,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 3,,A,,N,1,Intermediate,CHEMBL624161,,
12031,Rattus norvegicus,1,,12504,BAO_0000218,,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 4,,A,,N,1,Intermediate,CHEMBL624162,,
12032,Canis lupus familiaris,1,,13317,BAO_0000218,,Tested for pharmacokinetic parameter in fasted Beagle dogs (Area Under Curve value) iv administration.,,A,,N,1,Intermediate,CHEMBL624163,,
12033,Rattus norvegicus,1,,15078,BAO_0000218,,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",,A,,N,1,Intermediate,CHEMBL624164,,
12034,Rattus norvegicus,1,,14941,BAO_0000218,,The AUC(0-infinity) values in female wistar rats.,,A,,N,1,Intermediate,CHEMBL624165,,
12035,Rattus norvegicus,1,,15078,BAO_0000218,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",,A,,N,1,Intermediate,CHEMBL624166,,
12036,Rattus norvegicus,1,,15078,BAO_0000218,,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose in mice",,A,,N,1,Intermediate,CHEMBL624167,,
12037,Rattus norvegicus,1,,14941,BAO_0000218,,The AUC(0-t)values in female wistar rats.,,A,,N,1,Intermediate,CHEMBL624168,,
12038,Rattus norvegicus,1,,14067,BAO_0000218,,The Area under the concentration time curve of compound was measured on rats,,A,,N,1,Intermediate,CHEMBL624169,,
12039,Homo sapiens,1,,14215,BAO_0000218,,The area under curve (100 mg/kg) administered orally in humans,,A,,N,1,Intermediate,CHEMBL624170,,
12040,Callithrix,1,,14215,BAO_0000218,,The area under curve (12.5 mg/kg) administered intravenously in marmoset,,A,,U,0,Autocuration,CHEMBL624171,,
12041,Simiiformes,1,,14215,BAO_0000218,,The area under curve (12.5 mg/kg) administered intravenously in monkey,,A,,U,0,Autocuration,CHEMBL624172,,
12042,Canis lupus familiaris,1,,14215,BAO_0000218,,The area under curve (15 mg/kg) administered intravenously in dog,,A,,N,1,Intermediate,CHEMBL624173,,
12043,Homo sapiens,1,,14215,BAO_0000218,,The area under curve (200 mg/kg) administered orally in humans,,A,,N,1,Intermediate,CHEMBL877488,,
12044,Rattus norvegicus,1,,14215,BAO_0000218,,The area under curve (25 mg/kg) administered intravenously in rat,,A,,N,1,Intermediate,CHEMBL624174,,
12045,Callithrix,1,,14215,BAO_0000218,,The area under curve (25 mg/kg) administered orally in marmoset,,A,,U,0,Autocuration,CHEMBL624175,,
12046,Simiiformes,1,,14215,BAO_0000218,,The area under curve (25 mg/kg) administered orally in monkey,,A,,U,0,Autocuration,CHEMBL624176,,
12047,Canis lupus familiaris,1,,14215,BAO_0000218,,The area under curve (30 mg/kg) administered orally in dog,,A,,N,1,Intermediate,CHEMBL624177,,
12048,Homo sapiens,1,,14215,BAO_0000218,,The area under curve (400 mg/kg) administered orally in humans,,A,,N,1,Intermediate,CHEMBL624178,,
12049,Rattus norvegicus,1,,14215,BAO_0000218,,The area under curve (50 mg/kg) administered orally in fasted rat,,A,,N,1,Intermediate,CHEMBL624179,,
12050,Rattus norvegicus,1,,14215,BAO_0000218,,The area under curve (50 mg/kg) administered orally in rat,,A,,N,1,Intermediate,CHEMBL627689,,
12051,Homo sapiens,1,,14215,BAO_0000218,,The area under curve (800 mg/kg) administered orally in humans,,A,,N,1,Intermediate,CHEMBL627690,,
12052,,1,,11324,BAO_0000019,,The compound was evaluated for area under the curve,,A,,U,0,Autocuration,CHEMBL627691,,
12053,Callithrix,1,,11324,BAO_0000019,,The compound was evaluated for area under the curve in marmosets,,A,,U,0,Autocuration,CHEMBL627692,,
12054,Callithrix,1,,11324,BAO_0000019,,The compound was evaluated for area under the curve in marmosets,,A,,U,0,Autocuration,CHEMBL627693,,
12055,Rattus norvegicus,1,,13875,BAO_0000218,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,,A,,N,1,Intermediate,CHEMBL627694,,
12056,Rattus norvegicus,1,,13875,BAO_0000218,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po) in conscious spontaneously hypertensive rat,,A,,N,1,Intermediate,CHEMBL627695,,
12057,,1,,13875,BAO_0000218,,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po),,A,,U,0,Autocuration,CHEMBL627696,,
12058,Rattus norvegicus,1,,13875,BAO_0000218,,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,,A,,N,1,Intermediate,CHEMBL627697,,
