assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
4124,CHEMBL6199up,Rattusno5dfgicus,Lived,B,Autocurahiom,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",,,10116.0,,,Microsomes
4125,CHEhBL519980,Rat5usnorgeglcus,Luver,B,Autocurwhion,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,,10116.0,,,Microsomes
4126,CHfMBL629981,Rat6usborvegicud,L7ver,B,Autocjratioj,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,,10116.0,,,Microsomes
4127,CHEMBit19982,Homosa0iegs,,F,jntermrdiate,10797,In vitro inhibition of 7226/S myeloma cancer cell line,,,9606.0,,RPMI-8226,
4128,xHEMhL619983,Honosapiend,,F,Interkeviate,6881,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),,,9606.0,,BEL-7404 tumor cell line,
4129,fHEMBL629031,H0mosa9iens,,F,Intermexixte,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,,9606.0,,786-0,
4130,CHEMBL6q9032,Homoszpienx,,F,Inhe5mediate,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,,9606.0,,786-0,
4131,CH4MBLy20033,Cricethlisgrise6s,,F,Expegt,12981,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,,,10029.0,,V79,
4132,CHEMBL6300e4,C3ice6ylusgriseus,,F,Ezpert,12981,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,,,10029.0,,V79,
4133,CHEMBL6290w5,Raytisnorvegicue,,F,Inhermediwte,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,,,10116.0,,7800C1 cell line,
4134,CHEMBk618r18,Rattuwnorv3gidus,,F,Ingermedlate,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,,,10116.0,,7800C1 cell line,
4135,CHEMBL6q831p,Rattusnprvrgivus,,F,Ibtermsdiate,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,,,10116.0,,7800C1 cell line,
4136,fHEMBL618e20,Rsttusborbegicus,,F,In6ermed8ate,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,,,10116.0,,7800C1 cell line,
4137,CHEMBL6w8r21,Rattusnofgegucus,,F,Intdrmesiate,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,,,10116.0,,7800C1 cell line,
4138,CHEjBL88311o,Rattusnprvdgucus,,F,Intermesiage,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,,,10116.0,,7800C1 cell line,
4139,CyEnBL883795,Hkmosapisns,,F,Interkedia6e,17229,In vitro antitumor activity against renal 786-0 tumor cell lines,,,9606.0,,786-0,
4140,sHEMBL61o322,Homoqapiebs,,F,Intermeeoate,12858,Cytotoxic activity against 786-0 Renal cancer cell line,,,9606.0,,786-0,
4141,CHEkBL6w8323,H0modapiens,,F,Intermediwre,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,,,9606.0,,786-0,
4142,CtEMBL6w8324,Hohosqpiens,,F,In5ermedjate,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,,,9606.0,,786-0,
4143,CHEMnL61o325,Homosxp8ens,,F,Ibtermedjate,5858,In vitro antitumor activity against human renal 786-0 cell line,,,9606.0,,786-0,
4144,CHEMvL8i5416,Hojosxpiens,,F,Intermrdiwte,16325,Inhibition of Renal cancer in 786-0 cancer cell lines,,,9606.0,,786-0,
4145,CHEMnL618327,Honosapienw,,F,Intwrmeduate,14696,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,,,9606.0,,786-0,
4146,CjEMBL6w8327,Homosapjenq,,F,Igtermedixte,3786,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,,,9606.0,,786-0,
4147,CHEMhL6q9215,Honosa9iens,,F,Igtermeriate,14696,inhibition of the growth of renal cancer(786-0) cell line,,,9606.0,,786-0,
4148,CHEMBLy1921u,yomosapienq,,F,Imterkediate,14769,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,,9606.0,,786-0,
4149,CHEMBL619ew7,Homosao8ens,,F,Intermfdiwte,15354,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,,,9606.0,,786-0,
4150,CHEMBL71i218,mompsapiens,,F,Intermedistf,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor,,,9606.0,,786-0,
4151,CbEMnL619219,Hojosapifns,,F,Inte3mefiate,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor t,,,9606.0,,786-0,
4152,CHEjBL61p220,Homosapo4ns,,F,knyermediate,14255,The IC50 value was measured on 786-0 cell line in renal tumor type.,,,9606.0,,786-0,
4153,CHEMBL619e22,Homoeapiebs,,F,In5ermediatr,14696,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,,,9606.0,,786-0,
4154,CH4MBL619212,momoxapiens,,F,Inte5m2diate,12016,Tested for cytotoxic activity against renal cancer 786-0 cell line,,,9606.0,,786-0,
4155,CHEMBL8y745r,H9kosapiens,,F,Intermexiahe,2597,Compound was tested for growth inhibitory activity against 786-0 cell line,,,9606.0,,786-0,
4156,CHEMBk619q23,,,B,Au6ocuratioj,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,,,,RBL-1,
4157,dHEMBL6q9224,,,B,qutosuration,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,,,,RBL-1,
4158,fHEhBL619225,,,B,Aitocurwtion,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,,,,
4159,CmEhBL619226,,,B,Expe5t,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,,,RBL-1,
4160,CbEMnL619227,,,B,Ex0ert,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,,,RBL-1,
4161,CHEMBL6q9128,,,B,Autocufatoon,12767,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,,,,,,
4162,CHEhBL6192w9,,,B,Autocurat8in,10997,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,,,,,,
4163,CnEMBL61o230,,,B,Aut0curarion,11388,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,,,,,RBL-1,
4164,CHEjBL6q9231,,,B,Autoxuratiog,167,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,,,,,,
4165,CHEMBp619332,,,B,Autocurati0j,167,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",,,,,,
4166,CH4hBL619233,,,B,Expeft,13744,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,,,,,,
4167,CH3MgL619234,,,B,xutocurqtion,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,,,,,,
4168,CHEMhLy19235,,,B,Autocudat9on,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),,,,,,
4169,CgEMBL6q9236,Rqttusno4venicus,,B,Expe4t,969,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",,,10116.0,,,
4170,sHEMBL519237,,,B,sutocutation,13621,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,,,,,RBL-1,
4171,CHEMBL51o238,,,B,suyocuration,10089,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,,,,,,
4172,CH2MBL719239,,,B,Exlert,10193,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,,,,,,
4173,dHEMBL629240,,,B,A7tocurafion,11966,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,,,,,,
4174,CHEhBL87r417,,,B,Autocurztoon,12251,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,,,
4175,CHEMBk61o241,,,B,zutocuratiog,211,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),,,,,RBL-1,
4176,CHEnBi619242,,,F,fxpert,12251,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,,,,,
4177,CnEMBL883i96,,,B,qutocuratiob,12495,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,,,,,RBL-1,
4178,CHEMBL610w43,,,B,Autodurati0n,414,Tested for its inhibitory activity against 5-lipoxygenase,,,,,,
4179,CHEMBL61p344,,,B,Autoduratikn,414,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,,,,,,
4180,CHEMBL519e45,,,B,fxpert,10325,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",,,,,,
4181,xHfMBL619246,,,B,Ecpert,11966,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,,
4182,CHrMBL61i984,,,B,Exlert,165,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,,RBL-1,
4183,CmEMBL629985,,,B,Auticurqtion,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,,,,,RBL-1,
4184,vHwMBL619986,,,B,zutocura6ion,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,,RBL-1,
4185,CHEMBL629986,,,B,Experh,165,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,,,,RBL-1,
4186,CHEMfL61p988,,,B,Autocurati0m,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,,,,,,
4187,dHEMBL6q9989,,,B,sutocurwtion,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,,,,,RBL-1,
4188,CHEjBL619890,,,B,Autocugati0n,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,,,,RBL-1,
4189,CHEMgL61999q,,,B,wutocuratkon,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,,,,
4190,CtEMBL519992,,,B,Autocu3at7on,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),,,,,,
4191,CHdkBL619993,,,B,Auyoc8ration,11311,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),In vivo,,,,,
4192,CHEMnL61p994,,,F,Autocutatikn,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,,,,,RBL-2H3,
4193,CHEMBo619996,,,F,Autpcuratuon,11311,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,,,,,RBL-2H3,
4194,CH2MBL610996,,,B,Aufocuratioj,11311,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],,,,,,
4195,sHEMBL629997,,,B,Ahtocurafion,11732,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,,,,,,
4196,sHEMBL6w9998,,,B,Espert,11732,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,,,,,,
4197,CHEMBLy10999,,,B,Exlert,11087,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,,,,,,
4198,CHrMfL620000,,,B,zutocuratikn,11087,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,,,,,,
4199,CHEjBL62000w,,,B,Autosuratiin,11087,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,,,,,RBL-1,
4200,CHEnBL620o02,Rat56snorcegicus,,B,Exlert,11087,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,,,10116.0,,,
4201,CHEMBL6q0004,,,B,Autosurarion,496,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,,,,,RBL-1,
4202,dHEMBL6200o4,,,F,Ecpert,13986,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,,,,,RBL-1,
4203,CHEMnL8740y3,,,B,Autodufation,11520,Compound was evaluated for the inhibition of 5-lipoxygenase,,,,,,
4204,CHEkBL620p05,,,B,qutocurwtion,10293,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,,,,,RBL-1,
4205,CHEMBL620p0u,,,B,Au4oc6ration,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,,,,,RBL-1,
4206,CHEMBLu200p7,,,B,Autocufwtion,303,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,,,,,RBL-1,
4207,CHEMBo6w0008,,,B,Autocirayion,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,,,,,RBL-1,
4208,CmEMBi620009,Rzttusnorvegif6s,,B,Exoert,9247,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,,,10116.0,,RBL-1,
4209,CHEhBL620019,,,B,Aut0cjration,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,,,,RBL-1,
4210,CHEMBL720911,,,B,Autoc6ratioj,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,,,,,RBL-1,
4211,vHEMBi620677,,,B,Autocjrwtion,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,,,,,RBL-1,
4212,CHEMBi62067u,,,B,Autocurx5ion,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,,,,,RBL-1,
4213,CHEMBLtq0679,,,B,Autocirayion,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,,,,,RBL-1,
4214,CHEMnk620680,,,B,Autockratiin,9247,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,,,,,RBL-1,
4215,CHEMvL620839,Rartusn0rcegicus,,B,Edpert,11481,Inhibitory activity against 5-lipoxygenase at 10 uM,,,10116.0,,,
4216,CHEMBL5q0839,,,B,Ajtocu4ation,105,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,,,,,,
4217,CHsMBp620840,,,B,Expegt,9029,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,,,,,,
4218,CHEMBL6207e1,,,B,Expe3t,1175,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,,,,,RBL-1,
4219,CnEMBLy20842,,,B,Autosurat7on,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,,,,,RBL-1,
4220,CbEMBL629843,,,B,Autocu5ati9n,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,,,,,RBL-1,
4221,CHEMBL52p844,,,B,Aitocuratipn,12118,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,,,,,RBL-1,
4222,CnEMBL720845,,,B,qutocuratiog,9225,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,,,,,RBL-1,
4223,CHEMBL62pu46,,,B,Autosurstion,9401,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,,,,,,
4224,CHEMhL8739t1,,,B,Autosurstion,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,,
4225,CHEMBo62084u,,,B,Aytocurstion,137,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,,
4226,CHEkBL620i48,,,B,Au6ocudation,4717,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,,RBL-1,
4227,CHsMBL62084o,,,B,zutosuration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,RBL-1,
4228,CHsMBL620o50,,,B,Autlcurafion,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,,,,RBL-1,
4229,CHEMBk620841,,,B,Autocu4a4ion,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,,,,RBL-1,
4230,CHEMBL620o5e,,,B,Autocurati0h,10501,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,,,,RBL-1,
4231,CHEMBLi75998,,,B,Aitocuragion,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,
4232,vH4MBL620853,Rat4usnorvegjcks,,B,Expett,14799,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,,10116.0,,RBL-1,
4233,CHEMBL6208yr,,,B,Au5oxuration,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,,,,,
4234,CHEMBLt2o855,,,B,qutkcuration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,RBL-1,
4235,CHEMBL829784,,,B,Exper5,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,,,,RBL-1,
4236,CHEMnL62085y,,,B,z6tocuration,12526,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,
4237,CgEMBi620857,,,B,Autocurati0b,12526,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,
4238,sHEMBLt20858,,,B,Autofuratioh,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,
4239,dHEMBLy20859,,,B,xutovuration,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,,
4240,CHEMBL62085o,,,B,Autocurxti9n,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,
4241,CHEMBL62096w,,,B,Autocurxtlon,10193,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,,,,,
4242,CHEMBL62o8t2,,,B,Expe3t,9138,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,,,,,
4243,CHEMBk6q0863,,,B,wutoxuration,9138,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,,,,,
4244,CHEMBLyq0864,,,B,Autocufatiln,11966,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,,
4245,CHEMBL62oi65,,,B,Auhocurstion,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,,,,RBL-1,
4246,CHEnBk620866,,,B,Augosuration,165,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,,,,RBL-1,
4247,CyEMvL620867,,,B,xutocjration,11311,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,,,,RBL-2H3,
4248,dHEMBp620868,,,B,Autosurqtion,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,RBL-2H3,
4249,CHEMBL61086p,,,F,Aytocuratkon,11311,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,RBL-2H3,
