ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
9503,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625373,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",,A,1,N,1,,BAO_0000218
9504,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625374,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",,A,1,N,1,,BAO_0000218
9505,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL877593,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",,A,1,N,1,,BAO_0000218
9506,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625375,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",,A,1,N,1,,BAO_0000218
9507,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625376,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",,A,1,N,1,,BAO_0000218
9508,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL621973,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",,A,1,N,1,,BAO_0000218
9509,,2107.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL621974,50597,,,Liver,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",,A,1,N,1,,BAO_0000218
9510,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL621975,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",,A,1,N,1,,BAO_0000218
9511,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622166,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",,A,1,N,1,,BAO_0000218
9512,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622167,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",,A,1,N,1,,BAO_0000218
9513,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622168,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",,A,1,N,1,,BAO_0000218
9514,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622169,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",,A,1,N,1,,BAO_0000218
9515,,2048.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622170,50597,,,Lung,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",,A,1,N,1,,BAO_0000218
9516,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622171,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",,A,1,N,1,,BAO_0000218
9517,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622172,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",,A,1,N,1,,BAO_0000218
9518,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622173,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",,A,1,N,1,,BAO_0000218
9519,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622174,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",,A,1,N,1,,BAO_0000218
9520,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622175,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",,A,1,N,1,,BAO_0000218
9521,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622176,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",,A,1,N,1,,BAO_0000218
9522,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622177,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.41-0.83 % dose/g",,A,1,N,1,,BAO_0000218
9523,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622178,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.05-0.38 % dose/g",,A,1,N,1,,BAO_0000218
9524,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622179,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.16-0.20 % dose/g",,A,1,N,1,,BAO_0000218
9525,,2046.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL622180,50597,,,Thyroid gland,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.17 % dose/g",,A,1,N,1,,BAO_0000218
9526,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622181,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,A,1,N,1,,BAO_0000218
9527,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622182,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,A,1,N,1,,BAO_0000218
9528,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622183,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,A,1,N,1,,BAO_0000218
9529,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622184,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,A,1,N,1,,BAO_0000218
9530,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622185,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,A,1,N,1,,BAO_0000218
9531,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622186,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,A,1,N,1,,BAO_0000218
9532,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622187,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,A,1,N,1,,BAO_0000218
9533,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL625002,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,A,1,N,1,,BAO_0000218
9534,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622090,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min,,A,1,N,1,,BAO_0000218
9535,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622091,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9536,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622092,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9537,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622093,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9538,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622094,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9539,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622095,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9540,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622264,50597,,,,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9541,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622265,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9542,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622266,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,A,1,N,1,,BAO_0000218
9543,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622267,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,A,1,N,1,,BAO_0000218
9544,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622268,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,A,1,N,1,,BAO_0000218
9545,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622269,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9546,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL625071,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,A,1,N,1,,BAO_0000218
9547,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL621621,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,A,1,N,1,,BAO_0000218
9548,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL621622,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,A,1,N,1,,BAO_0000218
9549,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621623,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,A,1,N,1,,BAO_0000218
9550,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621624,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,A,1,N,1,,BAO_0000218
9551,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621625,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,A,1,N,1,,BAO_0000218
9552,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621626,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,A,1,N,1,,BAO_0000218
9553,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621627,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,A,1,N,1,,BAO_0000218
9554,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621628,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,A,1,N,1,,BAO_0000218
9555,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL875328,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,A,1,N,1,,BAO_0000218
9556,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621629,50597,,,Spleen,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,A,1,N,1,,BAO_0000218
9557,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL621630,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,A,1,N,1,,BAO_0000218
9558,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL621631,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,A,1,N,1,,BAO_0000218
9559,,2106.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL621632,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,A,1,N,1,,BAO_0000218
9560,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621633,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9561,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621634,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9562,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621635,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9563,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621636,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9564,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621637,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9565,,2106.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL621638,50597,,,Spleen,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9566,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL618883,50597,,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9567,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL618884,50597,,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,A,1,N,1,,BAO_0000218
9568,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL628627,50597,,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,A,1,N,1,,BAO_0000218
9569,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL628628,50597,,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,A,1,N,1,,BAO_0000218
9570,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL628629,50597,,,,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9571,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL628630,50597,,,,Half life after administering orally a dose of 3 mg/kg,,A,1,N,1,,BAO_0000218
9572,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL628631,50597,,,,Half life after administering orally a dose of 3 mg/kg to a fasting rat,,A,1,N,1,,BAO_0000218
9573,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL628632,50597,,,,Half life after administering intravenously a dose of 1 mg/kg,,A,1,N,1,,BAO_0000218
9574,,,10116.0,Intermediate,Rattus norvegicus,526,CHEMBL628633,50597,,,,Half life after oral dosing in rats,,A,1,N,1,,BAO_0000218
9575,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL628634,50597,,,,Half life after the administered orally a dose of 1 mg/kg to a fasting rat,,A,1,N,1,,BAO_0000218
9576,,,10116.0,Intermediate,Rattus norvegicus,4368,CHEMBL627789,50597,,,,Half life by intravenous administration of 3.4 mg/kg in rat,,A,1,N,1,,BAO_0000218
9577,,,10116.0,Intermediate,Rattus norvegicus,3371,CHEMBL627790,50597,,,,Half life in rat,,A,1,N,1,,BAO_0000218
9578,,,10116.0,Intermediate,Rattus norvegicus,6448,CHEMBL627791,50597,,,,Half life in rat,,A,1,N,1,,BAO_0000218
9579,,,10116.0,Intermediate,Rattus norvegicus,6453,CHEMBL627792,50597,,,,Half life in rat,,A,1,N,1,,BAO_0000218
