Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2p092010,0,0,0,1,WEvSo8thernEqsternAvrica,13931482.357625047,0.22495598372553244,NGO,4272,Ao335850p1,zouthernEachernAfricacibRegiomalPror,For3ignNonProcitnakinr,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,1,2EDSouthernEsstednAf3ica,18438919.36894113,0.26790036871946904,NGO,4272,A0335i4001,South2rnEasteehAfr9caS6bRegi0nalPrkg,FordignNonPfofi5Maklng,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,0,0,0,1,WErSoutgeenEasternAfrida,22591254.068207204,0.3901130435803232,NGO,4272,s0e3585001,SoutherhEas5f4nAfricaSubRegipnaloron,bore8gnNonProfitMajint,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,1,WEDSouthernEqagernAffica,3306412.505169674,0.3824951736806049,NGO,4272,Ao3r585001,SokthernEasternAfricaSubRshionxlleoy,ForeignNojlr9fktMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,0,0,0,1,WEvwouth4rhEasternAfrica,31876712.39094723,0.018857253308984384,NGO,4272,A03357t001,SoutherndqstergxfricaSubeegi8nqlProg,Fore9bnhonProbitMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201o,0,0,0,1,WEDSoutheenEastefnAffics,22710820.447396565,0.30936172539952755,NGO,4272,A032y85001,zouthernEas5ernAfricaSybRenlobaiProg,FofekgnNon0rof7tMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,0,0,0,1,WEDSoutherndadrernAfriva,10526458.945627302,0.18466467620955868,NGO,4272,A033595901,So6th4rnEasternAbgicacubRegionzlProh,ForriynNonProfi6jaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,1,WEDSoughernEqs5ermAfrica,28325643.620453592,0.1822337515149664,NGO,4272,s933585001,Sou6hernEastermAfricaSub4egiohaoPrkt,ForeignNonPd0f8gMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,1,WEDSojthetnsaste5nAfrica,10928187.670649596,0.2042468984142172,NGO,4272,A0335i50o1,So7yhernEastdrnAf5icaS7bRegional0r0g,ror4ignNonlrovitMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,1,aEDSouthsrnEaste3nAfricq,9492189.48776546,0.5549819535903779,NGO,4272,A03r585o01,S9ythegnEasternAfeicazubdegionalPgog,ForrigjNonP3ofitMakung,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,1,WEveouthe4nEasternzfrica,10052202.365234237,0.32301716767096533,NGO,4272,A034t85001,SokthernrasternAfricaSuffegionsllrlg,Fo3eignbon9rofitMakiny,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,1,WEDSoutyernEac4ernAfriva,2043746.7858687304,0.5487466802051124,NGO,4272,A023t85001,S8uthernEasternAfdicaSubRegilhap9r8g,Foreignbon0rofi5Makinn,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,0,0,0,1,WEDSoutu4rnEasgernAfrics,9611252.248870086,0.3149699183175132,NGO,4272,Ao33r85001,S97thernEastwrnsrricaSunRegiogalProg,FogeigngohProfitMaling,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009q010,0,0,0,1,WErS0uthernEaxternxfrica,6249115.672172804,0.024449367826068158,NGO,4272,A033y85p01,SouthernEaztdtnAf3ifaSubRetionwlProg,ForsignNonlrofo6Making,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,WEeS8utuernEasternsfrica,16639669.535574198,0.45699293318326445,NGO,4272,A033585991,co6thernfssternqfricaSubRegionqlPr8g,roreighNon0rofitMauing,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,1,WEDSoutherjfasternAfrocq,8805016.506350255,0.3346300433868747,NGO,4272,A0335i5p01,S0uthernEasy3rbsfricaqubRegionalP5og,Flr2igmhonProfitMaking,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,1,WEDSouthermEasfergAgrica,10145614.045624949,0.3484400464767422,NGO,4272,A0335i5002,Southe4nfastergAericaSubRebionxl9rog,ForeignNpjProfitMzkung,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092020,0,0,0,0,WEDSpk4hernEaste5nAfrica,15580657.871937491,0.010395770766263274,NGO,4274,A033tp0001,Moaanbique,CznadixnNonPrpfitkaking,0,1,Closed,9562618.63,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,WEDSoutnerjEasternAggica,30429335.983275283,0.506292715222648,NGO,4274,A033t90o01,Moasmbique,CahadianNonProfotMqjing,0,1,Closed,9562618.63,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,0,0,0,0,aEDSputhernEqsternAfricx,3820352.8366390765,0.22871484298160763,NGO,4274,A9335o0001,Moxamnique,CanadianNonProrktjakibg,0,1,Closed,9562618.63,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,1,WEDSo8hhernEaste4nAfrifa,1296427.8494329993,0.0204806953417829,FEDERAk,4272,Ap33594001,SoutuernEqsternAfdicacub3egionxlP5og,CanadianNonlrififMajing,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
29092010,0,0,0,1,WEcSouthernwqaternAfrica,20371455.31104474,0.26168118410285623,REGI0hAiORGANlZATION,4272,A0w3505001,SouthernEzst4fnxgricaxubRegionslProg,ForrkgnNonPtoeitMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200920w0,0,0,0,1,WEDSouhhernEwst43nAfrica,3150756.216899272,0.2354947336964874,FErERAL,4272,z023595001,SputhernEasgernqfrjcwSubR4gionalProh,CanafiabjohProfitMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20992010,0,0,0,1,WEDSo6th2rnEasternwfrics,52376042.19619047,0.3066540607192366,REGIONAL0RvAgIZAhION,4272,A033t95002,S8uthwdnEastwrnAfricaSubReriobalPeog,roreihnjknProfitMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092019,0,0,0,1,WEDSkutherndastdrnAbrica,8627173.127775602,0.5179463695133444,FEDfRAL,4272,A033595o0w,S8uthern4ast4rnAfficaS8b4egiogalProg,CanavoanjonProfitMakinb,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20p92010,0,0,0,1,sEDx0uthernEasternAfrisa,39632268.09675221,0.27268161726508894,REt8ONALORGwNIsATION,4272,A0334950o1,SoithetjEas6ernAfeicaSugRegiknalProg,boreignhonProfitMakimf,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200o2010,0,0,0,1,WEDSouthetnEastwrnxfricw,478880.0530916266,0.04304825998599321,FEDdRAL,4272,A03r5950o1,SouthernEasternAfridwSkgfegionalor8g,vanzdisnNonProritMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2009201p,0,0,0,1,sEDSkutjernEasternsfrica,31520954.43988113,0.3559252659493054,RwGIONAiOeGANIZATIOb,4272,A0335950o2,SouthernEast2rnAf5icacubRegi0bslProh,Fo4eihnNonProfitMalong,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
w0092010,0,0,0,1,WEwSoughernEastdrnAfr8ca,15740898.131015265,0.03660690595190577,bEDERAL,4272,A03359t00w,douthernEadternAer7caxubRfgionalPrig,xanad9anNohProfitMak8ng,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092910,0,0,0,1,WEDSou5nernEastermxfrica,8023479.759972937,0.18842512494809988,REnIONAkpRGANIZAToON,4272,A03e59500q,SoutuermEaste5nAfricxSuhRegiojal9rog,FodfignN8nProfiyMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
30092010,0,0,0,1,WEDSouthetnEsstefnxfrica,29916854.58773881,0.7444413277085549,dEDERAL,4272,q03359500q,So6thefnEas4ernAvricqSubRegiobalPrpg,CanxdianNomProfjtMwking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2p092010,0,0,0,1,WEDSoutherjEqsterbAfricx,4835265.196406193,0.22907059473713623,REGIOmALORnANIszTION,4272,A0e359500q,wouthernEastefnAfricsS6bRegionziorog,ForeiynNon9r0fitMaoing,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200920w0,0,0,0,1,WEDSouthrrjEas5ermAfrica,41646597.732280195,0.10950048430759063,cEDERAL,4272,z03359500q,Southern2asterjAf3icaSuvRegionsoP4og,CznadianNonPfifigMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20082010,0,0,0,1,WEDSoutyern3asterbwfrica,6544112.818250166,0.2157929143117445,3EGuONALkRGsNIZATION,4272,A0335i5o01,Sou4herh3aaternAfeicsSubRegionalPgog,ForeignNonPt0fi4Mak8ng,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2009201o,0,0,0,1,qEecouth4rnEasternAfrica,15019366.699470764,0.33190366166913765,FEsERAL,4272,q043595001,couthernExstrrnAfrixaSunRegionzlP3og,CamadianN0nProtitMsking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092o10,0,0,0,1,WEDSojthednEastwrnAfriva,34454081.02843369,0.15004066150152645,REGI9NwLORGANosATION,4272,A03ey95001,SouthernEashernAfricaq8b4ehipnaiProg,FofeiggNonPrpfitMak7ng,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2009e010,0,0,0,1,WEDSouthedjEaste4nAfricz,28810556.65839362,0.329830294747666,FEDERAk,4272,A033t95o01,Southrrn3astergAfricaSubR3h78nalProg,CshadianNinProfitMaming,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200i2010,0,0,0,1,WEDSouthern2aarernAfr9ca,4552703.553888312,0.6223840149347005,REG8ONzLORGqNIZsTION,4272,A033595o0q,S0uthernEasternwf5icaSjbReg7knalProv,For4ighNonProfitMskinr,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
10092010,0,0,0,1,WwDS8uthernEas5ernwfrica,21568243.49175854,0.03705072623276373,tEDERAL,4272,A03r5p5001,Sokthe3nEastsrnAfrivwSubRegionallrov,Canad7anNogProfktjaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20082010,0,0,0,1,WEeSouthernEast2rnAfr8cq,30433511.792632498,0.003427685428408128,dEGjONApORGwNIZATION,4272,w033r95001,SlughernEzstwrnAtricaSubRegionao9rog,ForeignNijProfl4Making,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092o10,0,0,0,1,WsDSouthernEasyernsfrida,9129046.500045575,0.06046803059600714,cEDERAL,4272,A033y96001,SouttermEas5ernAfrlcaSubReyionalP5kg,CanwdusnNobProfitMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2p092010,0,0,0,1,WEDSkuthergEastegnxfrica,7630180.94362046,0.12710792102908214,R2GIONskORGANIZATjON,4272,z0r3595001,aoutn2rnEasgernAfrixaSuhRegiogalProg,ForelgnNpnProgitMaoing,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2009201o,0,0,0,1,WErqouthernEasternzfrjca,22325369.90361175,0.36864464926305673,FEDERzL,4272,z03359500w,zouth3rnEasternxftifaSubReyi0nalProg,CanwdiznNonPr0f9tMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092p10,0,0,0,1,WEeSouthrrnEastdrnAfr8ca,13900463.399067799,0.03483118046739181,RdGIObALORGANoZATI0N,4272,A022595001,Sp8thernEasternwfe7caSub5egionalProv,ForejbnNon0rofithaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2o092010,0,0,0,1,WfDSouthernEzsternAfr9fa,31084417.948995277,0.253844516142418,FEfERAL,4272,A032495001,SoutherhEasternAfr7vaSubtsgiojakProg,CanadiwmhonProfktMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20o92010,0,0,0,1,WEDSoyhhernEaerernAfrica,15686906.00614212,0.3977329911318509,REhIlNALORGwNIZATI0N,4272,A9335950p1,xo7th2rjEastsrjAfricaSubRerionalProg,ForfignhohProvitMaking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20092020,0,0,0,1,WrDaouthernEasterhAfr9ca,27997222.408076566,0.3876491736681864,FEDfRAL,4272,A02359r001,So6thern4asternxrricaeuvRegionalPr9g,CanadianN8nPtoritMakjng,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2009w010,0,0,0,1,WEDSiithe3nEasternAfrisa,3281400.2581938943,0.27289382228374615,REGIONqoORGANIZxTIkN,4272,A03359r0o1,eluty4rnEasternAfricaSub4egionxlProv,F0rwignNonPeofitMaiing,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2o092010,0,0,0,1,WEDSouthdrnEastrrnxfrifa,3977819.0876030307,0.6410333623718392,FEDERAk,4272,A934595001,SohyhernEast3rbAvricaSubRdgionalP3og,Canadianjon0roditMqking,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
200p2010,0,0,0,1,WEDcouthernEasterhAerics,26580074.638625786,0.4267861274450936,RrGIkNALORhANIZATIOg,4272,w033595o01,SputhdrnEasternAf3icaSubReg7omwoProg,eoreignNomProvitMaoing,0,1,Terminating,3141312.92,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2p092010,0,0,0,1,WEfSo8thernEastdrnAfrixa,6887585.417653077,0.2676615109103424,FEDERzL,4272,A0335i70p1,wkughernEactermAfricaSubReyionxlProg,Canadianmon9tofi5Making,0,2,Closed,24359.54,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,0,0,0,0,OxDAsiaPrpgramm9ng,10400153.09764707,0.0831779122352328,FEDsRAL,4125,A034602001,Afgmanisfan,sanadixjNomProfitMaking,0,0,Closed,5000000.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,0,0,0,0,OsDzsiaProgramjing,12455997.263664596,0.4421311848301537,Unkniwn,4125,A033601p0q,Aeghankstan,Uncodsd,0,0,Closed,5000000.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009e010,0,0,0,0,WEDSouthernExxterhAtrica,13268168.548946816,0.024796617746744187,FEDERxL,4274,Ap33607002,Mozzmbiqie,Cahad9anNonProcitMakimg,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,0,aEDSoytyernEastegnAfrica,22625856.820596684,0.42859725763834683,F4DERAL,4274,w933607001,Mizxmbique,doreignNonlr8fitMaling,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092020,0,0,0,0,WEDSouthern3aetermAfeica,4119144.6880880482,0.47763045659086756,FEDEgAL,4274,A034607p01,Mozsmb8que,CanzxianNohProfutMaking,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,W3DSouthdrmEas5ernAfrica,32827464.594417777,0.1029342457340838,FEDERsL,4274,A03360yp01,Mozsmbiwue,ForeiggNonPtofitMskigg,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920q0,0,0,0,0,WEDSoutyernEacyernsfrica,32511233.70222767,0.10296366797720546,FExERAL,4274,A023t07001,Mozxmbisue,CanadianNonPfofotMaoibg,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,WEDSojtbernEasteenAfrifa,29126719.537270647,0.06420174792766817,FEwERAL,4274,Ao33607p01,Mlzambiqur,FireifnNonProfi6jaking,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20992010,0,0,0,0,WEDSouthstnEasternxfrics,63452645.23234661,0.007563428218146956,FsDERAL,4274,w03360700q,Mosambiqye,CajawianNonProfitjxking,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092910,0,0,0,0,WEDS9uthergEaqt4rnAfrica,17739640.315805122,0.3988233848228407,vEDERAL,4274,A0r4607001,hozamgique,FireignNon9rofitMakkmg,0,1,Operational,13300000.0,B4200,WGM Sub-Saharan Africa,D4270,S4271,Mozambique Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
29092010,0,0,0,0,NDsAjericaslrograhming,25359578.517502554,0.20355234476346173,CONSUkTIhGxERVICES,4450,A033609p0q,Cuba,CabadianProfitMzk8nv,0,2,Closed,2813789.22,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,0,0,0,0,jDDAnericas9rogramminr,25837501.21487011,0.20448906334098013,vONSULTINrSERcICES,4450,x0e3609001,Cuba,CanxdiqgProfitMakijg,0,2,Closed,2813789.22,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,0,0,0,0,NDDAj4ricasPr9grajming,37041964.49369367,0.07937651695899658,CONSULgINhSERcICES,4450,A0w4609001,Cuba,Canadianl5ofitjakigg,0,2,Closed,2813789.22,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20002010,0,0,0,0,WrDS9uthernEasternAfrjcx,11624619.43596745,0.03429864071734168,IFI,4229,A0336170p1,Ethilpia,For4igbNonProfitkakinf,0,1,Terminating,19200000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,1,0,0,0,0
w0092010,0,0,0,0,OADAsisProhranming,29192927.452867594,0.4672593086744673,UNkTEDNATIOgS,4125,A032621o01,Afghqnis4an,ForeihnbonProditMakihg,0,1,Closed,5000000.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20091010,0,0,0,0,oEDEngavingCabxdians,42613607.93630934,0.12137443587147792,AzSOCIwTIONS,6162,A033u2400e,V9lhntdereCooperationwgencies,danasiajNonProfitMakinn,0,0,Closed,4901800.93,B6100,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
