assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
4810,,,80019,9606.0,Intermediate,1,,F,797.0,Antiproliferative activity measured against A427 human lung carcinoma,,,BAO_0000219,N,,14777,Homo sapiens,A-427
4811,,,80019,9606.0,Intermediate,1,,F,797.0,Cytotoxicity against lung carcinoma A427 tumor cell lines,,,BAO_0000219,N,,17672,Homo sapiens,A-427
4812,,,80019,9606.0,Intermediate,1,,F,797.0,Inhibition of large cell lung carcinoma (A427),,,BAO_0000219,N,,14368,Homo sapiens,A-427
4813,,,80019,9606.0,Intermediate,1,,F,797.0,Inhibition of large cell lung carcinoma (A427) after 48-h treatment,,,BAO_0000219,N,,14368,Homo sapiens,A-427
4814,,,80019,9606.0,Intermediate,1,,F,797.0,Inhibitory activity against A427 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr,,,BAO_0000219,N,,13866,Homo sapiens,A-427
4815,,,80019,9606.0,Intermediate,1,,F,797.0,Inhibitory concentration in human lung carcinoma A427 cell line,,,BAO_0000219,N,,2545,Homo sapiens,A-427
4816,,,80019,9606.0,Intermediate,1,,F,797.0,Inhibitory concentration in human lung carcinoma A427/VCR cell line,,,BAO_0000219,N,,2545,Homo sapiens,A-427
4817,In vivo,,22224,9527.0,Autocuration,1,,A,,Terminal phase volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,,BAO_0000218,U,,6062,Cercopithecidae,
4818,In vivo,,22224,9527.0,Autocuration,1,,A,,Tested for volume of distribution upon iv administration to african green monkey,,,BAO_0000218,U,,4578,Cercopithecidae,
4819,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution in monkey,,,BAO_0000218,U,,17592,Cercopithecidae,
4820,In vivo,,22224,9544.0,Autocuration,1,,A,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,BAO_0000218,U,,5005,Macaca mulatta,
4821,In vivo,,22224,9544.0,Autocuration,1,,A,,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,,BAO_0000218,U,,5005,Macaca mulatta,
4822,In vivo,,22224,9527.0,Autocuration,1,,A,,Pharmacokinetic property(Vdss) in cynomolgus monkey,,,BAO_0000218,U,,5922,Cercopithecidae,
4823,In vivo,,22224,9527.0,Autocuration,1,,A,,The distribution volume after intravenous administration in cynomolgus monkeys,,,BAO_0000218,U,,5355,Cercopithecidae,
4824,In vivo,,22224,9527.0,Autocuration,1,,A,,The distribution volume after oral administration in cynomolgus monkeys; NA means Not applicable,,,BAO_0000218,U,,5355,Cercopithecidae,
4825,In vivo,,22224,9527.0,Autocuration,1,,A,,The distribution volume after oral administration in cynomolgus monkeys; NA means not applicable,,,BAO_0000218,U,,5355,Cercopithecidae,
4826,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume displacement was calculated in rhesus monkey,,,BAO_0000218,U,,6057,Cercopithecidae,
4827,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution in steady state was determined in rhesus monkey,,,BAO_0000218,U,,5145,Cercopithecidae,
4828,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution of compound was determined in monkey,,,BAO_0000218,U,,6821,Cercopithecidae,
4829,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,,BAO_0000218,U,,5334,Cercopithecidae,
4830,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,,BAO_0000218,U,,5334,Cercopithecidae,
4831,In vivo,,22224,9527.0,Autocuration,1,,A,,Volumes of distribution in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,,BAO_0000218,U,,6641,Cercopithecidae,
4832,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,,BAO_0000218,U,,2661,Cercopithecidae,
4833,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume distribution in monkey after administration of 1 mg/kg iv,,,BAO_0000218,U,,6535,Cercopithecidae,
4834,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume distribution was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,,BAO_0000218,U,,4809,Cercopithecidae,
4835,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution was measured in monkey after an iv dose of 1 mg/kg,,,BAO_0000218,U,,6062,Cercopithecidae,
4836,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
4837,In vivo,,22224,9527.0,Autocuration,1,,A,,Oral systemic bioavailability upon iv administration to african green monkey,,,BAO_0000218,U,,4578,Cercopithecidae,
4838,In vivo,,22224,9527.0,Autocuration,1,,A,,Plasma clearance was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,,BAO_0000218,U,,4809,Cercopithecidae,
4839,,,22224,9527.0,Autocuration,1,,A,,Baboon plasma free fraction. ,,,BAO_0000019,U,,11271,Cercopithecidae,
4840,,,22224,9527.0,Autocuration,1,,A,,Area under the curve was calculated in rhesus monkey after iv administration,,,BAO_0000218,U,,6057,Cercopithecidae,
4841,,,22224,9527.0,Autocuration,1,,A,,Area under the curve was calculated in rhesus monkey after peroral administration,,,BAO_0000019,U,,6057,Cercopithecidae,
4842,,,22224,9527.0,Autocuration,1,,A,,Dose-normalized area under curve in monkey (p.o.) at 2.0 mpk,,,BAO_0000019,U,,17853,Cercopithecidae,
4843,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period in monkey after 5 mg/kg dose,,,BAO_0000218,U,,5302,Cercopithecidae,
4844,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life was determined in monkey after 3 mg/kg of i.v. dose,,,BAO_0000218,U,,4257,Cercopithecidae,
4845,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life was determined in monkey after 3 mg/kg of i.v. dose; Not determined,,,BAO_0000218,U,,4257,Cercopithecidae,
4846,In vivo,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,,,BAO_0000218,U,,13501,Cercopithecidae,
4847,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for half life after administration into monkey at 3 mg/kg,,,BAO_0000218,U,,5394,Cercopithecidae,
4848,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for half-life after treatment with iv dose of 1 mgkg to female cynomolgus monkey,,,BAO_0000218,U,,2661,Cercopithecidae,
4849,,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for terminal half life in monkey,,,BAO_0000019,U,,3341,Cercopithecidae,
4850,In vivo,,22224,9527.0,Autocuration,1,,A,,Compound was evaluated for the half life period after iv administration in cynomolgus monkey,,,BAO_0000218,U,,3045,Cercopithecidae,
4851,In vivo,1969.0,22224,9544.0,Autocuration,1,Plasma,A,,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,,BAO_0000218,U,,5005,Macaca mulatta,
4852,,,22224,9527.0,Autocuration,1,,A,,Half life of compound was determined in squirrel monkey,,,BAO_0000019,U,,4847,Cercopithecidae,
4853,In vivo,,22224,9541.0,Autocuration,1,,A,,Half life after iv administration in cynomolgus monkey,,,BAO_0000218,U,,4256,Macaca fascicularis,
4854,In vivo,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,Half life in monkey plasma after administration of 1 mg/kg iv,,,BAO_0000218,U,,6535,Cercopithecidae,
4855,,,22224,9527.0,Autocuration,1,,A,,Half life was calculated in rhesus monkey,,,BAO_0000019,U,,6057,Cercopithecidae,
4856,,,22224,9527.0,Autocuration,1,,A,,Half life in monkey,,,BAO_0000019,U,,17592,Cercopithecidae,
4857,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),,,BAO_0000218,U,,6641,Cercopithecidae,
4858,,,22224,9527.0,Autocuration,1,,A,,Half life was evaluated in rhesus,,,BAO_0000019,U,,5472,Cercopithecidae,
4859,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period after oral administration (2.5 mg/kg) in monkey was determined,,,BAO_0000218,U,,6221,Cercopithecidae,
4860,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period was determine after peroral administration at 10 mpk in Rhesus,,,BAO_0000218,U,,5668,Cercopithecidae,
4861,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period was determined in monkey after (iv) administration of a dose of 13 (uM/kg),,,BAO_0000218,U,,4809,Cercopithecidae,
4862,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,,BAO_0000218,U,,5546,Cercopithecidae,
4863,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period was determined in squirrel monkey after iv administration at a dose of 5 mg/kg,,,BAO_0000218,U,,5553,Cercopithecidae,
4864,,,22224,9527.0,Autocuration,1,,A,,Half-life was calculated in monkey,,,BAO_0000019,U,,6078,Cercopithecidae,
4865,,,22224,9527.0,Autocuration,1,,A,,Half-life in Squirrel monkey,,,BAO_0000019,U,,5147,Cercopithecidae,
4866,,,22224,9527.0,Autocuration,1,,A,,Half-life in rhesus monkey,,,BAO_0000019,U,,5145,Cercopithecidae,
4867,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life was measured in monkey after an iv dose of 1 mg/kg,,,BAO_0000218,U,,6062,Cercopithecidae,
4868,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life period after intravenous administration in cynomolgus monkeys,,,BAO_0000218,U,,5355,Cercopithecidae,
4869,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life period after oral administration in cynomolgus monkeys,,,BAO_0000218,U,,5355,Cercopithecidae,
4870,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,,,BAO_0000218,U,,5355,Cercopithecidae,
4871,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4872,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4873,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4874,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4875,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,,BAO_0000019,U,,7766,Homo sapiens,
4876,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,,BAO_0000019,U,,7766,Homo sapiens,
4877,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,,,BAO_0000019,U,,7766,Homo sapiens,
4878,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,,,BAO_0000019,U,,7766,Homo sapiens,
4879,In vivo,,22224,9606.0,Autocuration,1,,A,,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,,,BAO_0000218,U,,1916,Homo sapiens,
4880,In vivo,,22224,9606.0,Autocuration,1,,A,,Oral bioavailability in human,,,BAO_0000218,U,,16643,Homo sapiens,
4881,,,22224,9606.0,Autocuration,1,,A,,Compound was tested for human plasma protein binding,,,BAO_0000019,U,,17248,Homo sapiens,
4882,,,22224,9606.0,Autocuration,1,,A,,Compound was tested for human plasma protein binding; Not determined,,,BAO_0000019,U,,17248,Homo sapiens,
4883,,,22224,9606.0,Autocuration,1,,A,,Protein binding activity of compound in human plasma; % Free,,,BAO_0000019,U,,6241,Homo sapiens,
4884,,,22224,9606.0,Autocuration,1,,A,,Unbound fraction (plasma),,,BAO_0000019,U,,17716,Homo sapiens,
4885,,1969.0,22224,9606.0,Autocuration,1,Plasma,A,,Half life for the hydrolysis of compound in human blood serum,,,BAO_0000366,U,,17605,Homo sapiens,
4886,,1969.0,22224,9606.0,Autocuration,1,Plasma,A,,Half life period in human plasma using phosphate buffer (0.08 M),,,BAO_0000366,U,,17625,Homo sapiens,
4887,,1969.0,22224,9606.0,Autocuration,1,Plasma,A,,Half life period in human plasma using phosphate buffer (0.1 M),,,BAO_0000366,U,,17625,Homo sapiens,
4888,,1969.0,22224,9606.0,Autocuration,1,Plasma,A,,Half-life in human plasma was determined,,,BAO_0000366,U,,17747,Homo sapiens,
4889,,,22224,9606.0,Autocuration,1,,A,,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,,,BAO_0000019,U,,15613,Homo sapiens,
4890,,,22224,9606.0,Autocuration,1,,A,,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),,,BAO_0000019,U,,354,Homo sapiens,
4891,,,22224,9606.0,Autocuration,1,,A,,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",,,BAO_0000019,U,,3741,Homo sapiens,
4892,,,22224,9606.0,Autocuration,1,,A,,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",,,BAO_0000019,U,,3741,Homo sapiens,
4893,,,22224,9606.0,Autocuration,1,,A,,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",,,BAO_0000019,U,,3741,Homo sapiens,
4894,,,22224,9606.0,Autocuration,1,,A,,Partition coefficient (logP),,,BAO_0000019,U,,17599,Homo sapiens,
4895,,,22224,9606.0,Autocuration,1,,A,,In vitro metabolic stability in human was measured as pmol/min/mg/protein,,,BAO_0000019,U,,5486,Homo sapiens,
4896,,,22224,9606.0,Autocuration,1,,A,,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,Microsomes,,BAO_0000251,U,,5600,Homo sapiens,
4897,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),,,BAO_0000019,U,,14294,Homo sapiens,
4898,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),,,BAO_0000019,U,,14294,Homo sapiens,
4899,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),,,BAO_0000019,U,,14294,Homo sapiens,
4900,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),Microsomes,,BAO_0000251,U,,14294,Homo sapiens,
4901,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),Microsomes,,BAO_0000251,U,,14294,Homo sapiens,
4902,,,22224,9606.0,Autocuration,1,,A,,Metabolism of compound in human microsomes; Trace,Microsomes,,BAO_0000251,U,,14294,Homo sapiens,
4903,,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,Microsomes,,BAO_0000251,U,,6260,Homo sapiens,
4904,,,22224,9606.0,Autocuration,1,,A,,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,Microsomes,,BAO_0000251,U,,6187,Homo sapiens,
4905,,2107.0,22224,9606.0,Autocuration,1,Liver,A,,In vitro metabolic potential in human liver microsomes,Microsomes,,BAO_0000251,U,,6251,Homo sapiens,
4906,,,22224,9606.0,Autocuration,1,,A,,Metabolism by recombinant human NAD(P)H:quinone oxidoreductase (NQO1) was evaluated,,,BAO_0000019,U,,3246,Homo sapiens,
4907,,,22224,9606.0,Autocuration,1,,A,,Tested for human plasma protein binding of the compound; Not tested,,,BAO_0000019,U,,17313,Homo sapiens,
4908,,,22224,9606.0,Autocuration,1,,A,,Compound was tested for percent protein binding (PB) in human,,,BAO_0000019,U,,6227,Homo sapiens,
4909,,1969.0,22224,9606.0,Autocuration,1,Plasma,A,,Protein binding in human plasma,,,BAO_0000019,U,,5530,Homo sapiens,
4910,,,22224,9606.0,Autocuration,1,,A,,Permeability coefficient (B to A) in Caco-2 cell,,,BAO_0000019,U,,6108,Homo sapiens,
4911,,,22224,9606.0,Autocuration,1,,A,,Permeability directional ratio (PB-A/PA-B) in Caco-2 cell,,,BAO_0000019,U,,6108,Homo sapiens,
4912,,,22224,9606.0,Autocuration,1,,A,,Apparent permeability coefficient (Papp) was determined in human Caco-2 cell monolayer (n = 3),,,BAO_0000019,U,,2774,Homo sapiens,
4913,,,22224,9606.0,Autocuration,1,,A,,In vitro rate of absorption observed as Caco-2 permeability in humans,,,BAO_0000019,U,,16643,Homo sapiens,
4914,,,22224,9606.0,Autocuration,1,,A,495.0,Cellular permeability of compound was determined in Caco-2 cells; High,,,BAO_0000219,U,,17582,Homo sapiens,Caco-2
4915,,,22224,9606.0,Autocuration,1,,A,495.0,Permeability in Caco-2 cells of compound,,,BAO_0000219,U,,6838,Homo sapiens,Caco-2
4916,,,22224,9606.0,Autocuration,1,,A,,Permeability coefficient (A to B) in Caco-2 cell,,,BAO_0000019,U,,6108,Homo sapiens,
4917,,,22224,9606.0,Autocuration,1,,A,,Permeability coefficient (B to A) in Caco-2 cell,,,BAO_0000019,U,,6108,Homo sapiens,
4918,,,22224,9606.0,Autocuration,1,,A,,Permeability coefficient (Papp) (Caco-2 cell monolayer),,,BAO_0000019,U,,6108,Homo sapiens,
4919,,,22224,9606.0,Autocuration,1,,A,,Compound was measured for binding rate for human serum at a carbapenem concentration of 10 ug/mL,,,BAO_0000019,U,,2146,Homo sapiens,
4920,,,22224,9606.0,Autocuration,1,,A,,Compound was tested for protein binding in human plasma,,,BAO_0000019,U,,4514,Homo sapiens,
4921,,,22224,9606.0,Autocuration,1,,A,,Transcellular permeability of the [(PA-B+PB-A)/2)] compound was determined in Caco-2 cell,,,BAO_0000019,U,,6108,Homo sapiens,
4922,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Quantity of the metabolite found in the urine of the embryonal rhabdomyosarcoma patients treated with ifosfamide from 1200 mL of urine tested on day 3,,,BAO_0000019,U,,7766,Homo sapiens,
4923,In vivo,,50594,10090.0,Intermediate,1,,A,,In vivo Tmax was determined in murine septicemia at dose of 50 mg/kg,,,BAO_0000218,N,,5969,Mus musculus,
4924,In vivo,,50594,10090.0,Intermediate,1,,A,,Maximum time was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,,BAO_0000218,N,,3277,Mus musculus,
