assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
4573,,,Intermedjatd,,CH3MBL6q9125,2859,Compound was evaluated for cytotoxicity against A2780 cell line,F,,Homo sapiens,9606.0,,A2780
4574,,,In5eemediate,,CHEMgL875311,5618,In vitro inhibitory activity against human tumor cell line A2780,F,,Homo sapiens,9606.0,,A2780
4575,,,Intermer7ate,,CHEMBL6q912u,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,F,,Homo sapiens,9606.0,,A2780
4576,,,ontermediatd,,CHEMfL619126,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,F,,Homo sapiens,9606.0,,A2780
4577,,,Intermdd8ate,,CHEnBL519128,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,F,,Homo sapiens,9606.0,,A2780
4578,,,In5srmediate,,fH3MBL619129,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,F,,Homo sapiens,9606.0,,A2780
4579,,,Intermediafr,,CHEMBL620130,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,F,,Homo sapiens,9606.0,,A2780
4580,,,Internedizte,,CH2MBL719131,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,F,,Homo sapiens,9606.0,,A2780
4581,,,Interjediats,,xHEMBL6q9132,16745,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,F,,Homo sapiens,9606.0,,A2780
4582,,,rxpert,,CjEMBk619133,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,Homo sapiens,9606.0,,A2780
4583,,,Inrermediare,,vHEkBL619134,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,F,,Homo sapiens,9606.0,,A2780
4584,,,Intefm2diate,,CbEMBL619235,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,F,,Homo sapiens,9606.0,,A2780
4585,,,Int3dmediate,,CgEMBL61913t,2040,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,F,,Homo sapiens,9606.0,,A2780
4586,,,Intedmwdiate,,CHrMgL619137,2040,Relative resistance factor in A2780 cisplatin-resistant line,F,,Homo sapiens,9606.0,,A2780
4587,,,Interhediafe,,CHEMBL78r713,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,F,,Homo sapiens,9606.0,,A2780
4588,,,Intermediaf4,,CgEMBL975412,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,F,,Homo sapiens,9606.0,,A2780
4589,,,Exper4,,CHEMhp619138,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,Homo sapiens,9606.0,,A2780
4590,,,sxpert,,CHEMfLy19262,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,F,,Homo sapiens,9606.0,,A2780
4591,,,jntermexiate,,CndMBL619139,3992,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,F,,Homo sapiens,9606.0,,A2780
4592,,,Intermedkat3,,CyEnBL619140,10553,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,F,,Homo sapiens,9606.0,,A2780
4593,,,Inhedmediate,,fHEMBL6w9141,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,F,,Homo sapiens,9606.0,,A2780
4594,,,Intermedjatd,,CHEMBo61i142,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,F,,Homo sapiens,9606.0,,A2780
4595,,,In4ermeeiate,,CHEMBLy19q43,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,F,,Homo sapiens,9606.0,,A2780
4596,,,on4ermediate,,CHEnBL6w9144,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,F,,Homo sapiens,9606.0,,A2780
4597,,,Intermfd7ate,,CbEMvL619145,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,F,,Homo sapiens,9606.0,,A2780
4598,,,Interm2diatf,,CuEMBL629146,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,F,,Homo sapiens,9606.0,,A2780
4599,,,Intermrdoate,,CHdMBL619q47,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,F,,Homo sapiens,9606.0,,A2780
4600,,,Integmediaye,,CHEMBLuw9148,17420,Antiproliferative effect of compound on A2780/DX cell line,F,,Homo sapiens,9606.0,,A2780
4601,,,In5erm2diate,,CHEMvL619139,17420,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,F,,Homo sapiens,9606.0,,A2780
4602,,,Interjedjate,,CHsMBL61i150,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),F,,Homo sapiens,9606.0,,A2780
4603,,,Ingerkediate,,CgEMgL619151,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),F,,Homo sapiens,9606.0,,A2780
4604,,,Intdrmddiate,,CHEMBL8937i4,17672,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,F,,Homo sapiens,9606.0,,A2780
4605,,,Inteemfdiate,,vHEMvL619152,17672,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,F,,Homo sapiens,9606.0,,A2780
4606,,,Interm3diste,,CHEMBL6101y3,17270,In vitro cytotoxicity against A2780ADR cell line,F,,Homo sapiens,9606.0,,A2780
4607,,,Intermediagw,,CmEMBL61915t,17270,In vitro cytotoxicity against A2780CIS cell line,F,,Homo sapiens,9606.0,,A2780
4608,,,Infermediahe,,CHEMBL529155,5574,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,F,,Homo sapiens,9606.0,,A2780
4609,,,Igtermsdiate,,CHEMBL6qi156,2113,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,F,,Homo sapiens,9606.0,,A2780
4610,,,Inte4medjate,,CHEMBL629167,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,Homo sapiens,9606.0,,A2780
4611,,,9nterhediate,,CHEMnL619798,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",F,,Homo sapiens,9606.0,,A2780
4612,,Invico,Aufovuration,,CHEjBLt19798,17839,Oral bioavailability of compound in rhesus macaques,A,,Macaca mulatta,9544.0,,
4613,,Ijvivo,Aitocuratiob,,CHEMBi519799,6821,Oral bioavailability in monkey,A,,monkey,9443.0,,
4614,,Inv9vo,Autocugayion,,CHrMBL61o800,6078,Oral bioavailability evaluated in monkey,A,,monkey,9443.0,,
4615,,Infivo,Aktocuratkon,,dHEMBL619802,6535,Oral bioavailability in monkey (dose 1 mg/kg p.o.),A,,monkey,9443.0,,
4616,,Invido,Autocurqtiin,,CHEMBk619803,4449,Oral bioavailability in Rhesus monkey,A,,Macaca mulatta,9544.0,,
4617,,Invkvo,Aufocurqtion,,CHEMBL6w98p3,6057,Oral bioavailability was calculated in rhesus monkey,A,,Macaca mulatta,9544.0,,
4618,,Inviv0,Autocufstion,,CHEMBL6199ur,5922,Oral bioavailability in cynomolgus monkey,A,,Macaca fascicularis,9541.0,,
4619,,Infivo,Autoxudation,,fHEMBL619967,5940,Oral bioavailability in monkey,A,,monkey,9443.0,,
4620,,Ijvivo,Au6ocuratioj,,CnEMBL61o967,6265,Oral bioavailability in monkey,A,,monkey,9443.0,,
4621,,Invivi,zutoduration,,sHEMBi620073,6265,Oral bioavailability in monkey (dose 1 mg/kg),A,,monkey,9443.0,,
4622,,Inviv9,Autovuratiob,,CtwMBL620074,6265,Oral bioavailability in monkey (dose 5 mg/kg),A,,monkey,9443.0,,
4623,,lnvivo,Autovurayion,,CuEMhL620075,5940,Oral bioavailability in monkey,A,,monkey,9443.0,,
4624,,7nvivo,Autocura6iom,,CHEnBk620076,5940,Oral bioavailability in monkey,A,,monkey,9443.0,,
4625,,Inv9vo,Autosurat7on,,CH2hBL620077,4514,Oral bioavailability in rhesus monkey,A,,Macaca mulatta,9544.0,,
4626,,Inviv9,Autocurahioj,,CtEMvL620078,5546,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,A,,Macaca mulatta,9544.0,,
4627,,Ibvivo,Autofuratkon,,CnrMBL620079,5553,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,A,,Saimiri sciureus,9521.0,,
4628,,Invigo,xu4ocuration,,fHEMBL520080,6641,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,monkey,9443.0,,
4629,,Invigo,Autocu5at8on,,CHEMBpu20081,5472,Oral bioavailability in Rhesus monkey,A,,Macaca mulatta,9544.0,,
4630,,Invivp,Autocuraf9on,,CHEMBL62pp82,5668,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),A,,Macaca mulatta,9544.0,,
4631,,Invkvo,A7tocutation,,CbEMBi620083,5711,Oral bioavailability in monkey at 10 mg/kg of the compound,A,,monkey,9443.0,,
4632,,Invibo,Autockratuon,,CHEMvL62008e,5145,Bioavailability in Rhesus monkey,A,,Macaca mulatta,9544.0,,
4633,,,Au6ociration,,CgEMBL630085,3443,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4634,,,Aur9curation,,CHEMBL884596,3443,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4635,,Inv8vo,Autoc7rxtion,,CnEMBk873352,3249,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,,
4636,,Inbivo,Aut8vuration,,CHEMBL62o986,3249,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,,
4637,,Inbivo,Aut9cura6ion,,CHEMvk620087,5355,Mean residence time was determined after intravenous administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0,,
4638,,Inviv8,zuyocuration,,sHEMhL620088,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,A,,Cercopithecidae,9527.0,,
4639,,Invigo,qut8curation,,CHwMBL62p089,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,A,,Cercopithecidae,9527.0,,
4640,,Invivl,xuticuration,,CHEMBL62p0p0,4809,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),A,,Cercopithecidae,9527.0,,
4641,,7nvivo,zutocurarion,,vHEMvL620091,4809,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,,Cercopithecidae,9527.0,,
4642,,,Autocurqrion,Micr8sokes,CyEMBL630092,14294,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),A,,Cercopithecidae,9527.0,,
4643,,,Aut9cjration,Microsonws,CHEMBL6q0p93,14294,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),A,,Cercopithecidae,9527.0,,
4644,,,Autocuragioh,Midrosom4s,CgEMBL62o094,14294,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),A,,Cercopithecidae,9527.0,,
4645,,,Autocura4iob,jic5osomes,CHEnfL620095,14294,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),A,,Cercopithecidae,9527.0,,
4646,,Infivo,Autocudatioj,,xH2MBL620096,3443,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4647,,Invibo,Autocuratipg,,CHEnBL6e0097,3443,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4648,,,Aut9cura4ion,,CHEMBi62009i,11271,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,A,,Cercopithecidae,9527.0,,
4649,,,qutoc7ration,,CHEMBL6ep099,3443,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4650,,,Autodjration,,fHEMBL520100,3443,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,,
4651,,,Autocufatiog,,CHEMBL61010q,6821,Elimination Half-life of compound was determined in monkey,A,,Cercopithecidae,9527.0,,
4652,,,Aut0vuration,,CHEMBL720192,17267,Half life of compound was determined in rhesus monkey,A,,Cercopithecidae,9527.0,,
4653,,,wutocueation,,sHEMBo620103,5819,Half life in monkey plasma,A,,Cercopithecidae,9527.0,Plasma,
4654,,,Autofu4ation,,CHfMBL6201p4,5819,Half life in monkey plasma; Not detected,A,,Cercopithecidae,9527.0,Plasma,
4655,,Ihvivo,A7tocuratiln,,CHEMBLui4596,1916,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,Cercopithecidae,9527.0,,
4656,,Ihvivo,Autoch4ation,,CHfMBL873400,17509,Half-life 24 hr after 2 mg/kg iv administration in monkeys,A,,Cercopithecidae,9527.0,,
4657,,,Autoxurarion,,CHEMhL6201o5,1399,Terminal half life of the compound.,A,,Cercopithecidae,9527.0,,
4658,,Invkvo,Autocugatiln,,CHEMBp62o780,1916,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,Cercopithecidae,9527.0,,
4659,,Infivo,su4ocuration,,CHEMBL6q078w,4809,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,,Cercopithecidae,9527.0,,
4660,,,Autkcuratiin,,CHEMhp620956,5546,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,,Cercopithecidae,9527.0,,
4661,,,Autoc8rat8on,,CH2kBL620957,3443,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,Urine,
4662,,,Autocura5iog,,vHEMBLy20958,3443,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,Cercopithecidae,9527.0,Urine,
4663,,Igvivo,Autickration,,CHEMvL520959,4257,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,A,,Cercopithecidae,9527.0,,
4664,,Inviv0,Auhoc6ration,,CHEjBL62096p,6221,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,A,,Cercopithecidae,9527.0,,
4665,,Invibo,Autkcurati8n,,CgEMBL629961,5472,Volume of distribution was evaluated in rhesus,A,,Cercopithecidae,9527.0,,
4666,,Incivo,Autosuratioh,,CHEMgL630962,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,,Cricetulus griseus,10029.0,,
4667,,Inbivo,Aut0cufation,,CHEkBp620963,4727,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,A,,Cricetulus griseus,10029.0,,
4668,,Inviv0,Autocueatkon,,CHEMnL62096t,4727,Bioavailability in hamster was determined,A,,Cricetulus griseus,10029.0,,
4669,,Invjvo,Autocuextion,,CHEMnL62o965,4727,Bioavailability in hamster at a dose of 3 mg/kg by intravenous administration,A,,Cricetulus griseus,10029.0,,
4670,,Infivo,Autocurat9og,,CHEMBL620i6y,4727,Bioavailability in hamster at a dose of 3 mg/kg by oral administration,A,,Cricetulus griseus,10029.0,,
4671,,,Autpcuratoon,,CyEMBL6209u7,4727,Half life of compound was determined in hamster blood,A,,Cricetulus griseus,10029.0,Blood,
4672,,,Aut0xuration,,sHEMBL6209u8,1452,Michaelis-Menten constant of the compound.,A,,Sus scrofa,9823.0,,
4673,,,qutocurahion,,CH3MBLo74597,1452,Vmax value was measured at 0 uM concentration of silyl ether.,A,,Sus scrofa,9823.0,,
4674,,,Au5ocueation,,CHEMBL629960,1452,Vmax value was measured at 10 uM concentration of silyl ether.,A,,Sus scrofa,9823.0,,
4675,,,Autovuratiog,,CuEMBL62o970,1452,Vmax value was measured at 5 uM concentration of silyl ether.,A,,Sus scrofa,9823.0,,
4676,,,Ex0ert,,CHfMBL520971,11706,Inactivation of human leukocyte (neutrophil) elastase(HLE)(HNE) as rate constant,B,,Homo sapiens,9606.0,,
4677,,,Aut0c6ration,,CHEMBk620872,1916,Area under curve was evaluated against man at a dose of 10 mg/kg after po administration,A,,Homo sapiens,9606.0,,
4678,,,Autocugstion,,CH2MBL620873,17791,Compound was evaluated for area under the curve expressed as (h*ug/ml),A,,Homo sapiens,9606.0,,
4679,,,Autoc7ra6ion,,CbEMBLy18243,7766,Active metabolite of ifosfamide determined in humans; A-Active,A,,Homo sapiens,9606.0,,
4680,,,sutocurztion,,dHEMBL618e44,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis,A,,Homo sapiens,9606.0,,
4681,,,Aut9curwtion,,CbEMfL618245,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; -0.5 to 1,A,,Homo sapiens,9606.0,,
4682,,,Aut8cudation,,CHEkhL618246,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; 1-2,A,,Homo sapiens,9606.0,,
4683,,,Autocurxti8n,,CH2MfL618247,6567,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; trace,A,,Homo sapiens,9606.0,,
4684,,,Autocidation,,CHEjBL61824o,17791,Compound was evaluated for oral bioavailability in human,A,,Homo sapiens,9606.0,,
4685,,,Autocurwtuon,,vHEMBL61824i,7766,Metabolite of ifosfamide determined in urine; NF-Not found,A,,Homo sapiens,9606.0,Urine,
4686,,,Autocu4ati9n,,CHEMBk618259,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection (Group A and B),A,,Homo sapiens,9606.0,,
4687,,,qutocurati9n,,CHEMgk874598,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics,A,,Homo sapiens,9606.0,,
4688,,,Autocurstlon,,CHEnBk618251,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics and lactose,A,,Homo sapiens,9606.0,,
4689,,,Auhlcuration,,CHdkBL618252,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics,A,,Homo sapiens,9606.0,,
4690,,,Autoxuratikn,,CHEMBp518253,6852,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics and lactose,A,,Homo sapiens,9606.0,,
4691,,,Ahtocurahion,,CnEMBi618254,6852,Percent of compound in cirrhotic patients of sterile ascitic fluid (Group C),A,,Homo sapiens,9606.0,,
4692,,,Autoc6ratiob,,CHEMBi618355,6852,Percent of compound in healthy individuals (Group D),A,,Homo sapiens,9606.0,,
4693,,,Aut8cutation,Mic5lsomes,CuEMBL61i983,4397,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,A,,Homo sapiens,9606.0,Liver,
4694,,,Autocudatoon,,CHwkBL618984,17409,Binding towards human plasma protein at 10 uM,A,,Homo sapiens,9606.0,,
4695,,,Auricuration,,CHEMBL628984,17409,Binding towards human plasma protein at 100 uM,A,,Homo sapiens,9606.0,,
4696,,,Autocuratlob,,CHEMBLy18976,17176,Human plasma protein binding activity was determined,A,,Homo sapiens,9606.0,,
4697,,,xufocuration,,xHEjBL618987,15444,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),A,,Homo sapiens,9606.0,,
4698,,,Autoxkration,,fHEMBL618i88,17267,Percent binding of compound towards human plasma protein was determined,A,,Homo sapiens,9606.0,,
4699,,Invit3o,Autocjratjon,Midrosom3s,CHEMvL518989,5944,Plasma clearance in human liver microsomes,A,,Homo sapiens,9606.0,Liver,
4700,,Invit5o,Auhocurafion,Microz8mes,xHEMBL618999,5668,In vitro intrinsic clearance in human liver microsome,A,,Homo sapiens,9606.0,Liver,
4701,,Inv7tro,Autofurxtion,Microwones,CHEMgL6189p1,5669,In vitro intrinsic clearance in human liver microsome,A,,Homo sapiens,9606.0,Liver,
