ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
12482,A,,10116.0,,50597,Intermediate,Concentration 6e detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL625571,,1,1,,BAO_0000218,178.0,
12483,A,,10116.0,,50597,Intermediate,Concentration 6f detected in blood of rat 1 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL625572,,1,1,,BAO_0000218,178.0,
12484,A,,10116.0,,50597,Intermediate,Concentration 6f detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL625573,,1,1,,BAO_0000218,178.0,
12485,A,,10116.0,,50597,Intermediate,Concentration detected in blood of rat 1 hr after an oral dose of 200 mg/kg,,CHEMBL625574,,1,1,,BAO_0000218,178.0,
12486,A,,10116.0,,50597,Intermediate,Concentration detected in blood of rat 3 hr after an oral dose of 200 mg/kg; ND is Not Detected,,CHEMBL626245,,1,1,,BAO_0000218,178.0,
12487,A,,10116.0,,50597,Intermediate,Concentration detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,,CHEMBL626246,,1,1,,BAO_0000218,178.0,
12488,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,,CHEMBL626247,,0,1,,BAO_0000218,,
12489,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,,CHEMBL626248,,0,1,,BAO_0000218,,
12490,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.5 hr,,CHEMBL626249,,0,1,,BAO_0000218,,
12491,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,,CHEMBL626420,,0,1,,BAO_0000218,,
12492,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,,CHEMBL626421,,0,1,,BAO_0000218,,
12493,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,,CHEMBL626422,,0,1,,BAO_0000218,,
12494,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,,CHEMBL626423,,0,1,,BAO_0000218,,
12495,A,,,,22224,Autocuration,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,,CHEMBL626424,,0,1,,BAO_0000218,,
12496,A,,9615.0,,50588,Intermediate,Volume of distribution in Beagles dog at a dose of 1 mg/kg given intravenously,,CHEMBL626425,,1,1,,BAO_0000218,,
12497,A,,10116.0,,50597,Intermediate,Volume of distribution in CD rat at a dose of 5 mg/kg given intravenously,,CHEMBL875476,,1,1,,BAO_0000218,,
12498,A,,9541.0,,100710,Intermediate,Volume of distribution in Cynomolgus monkey at a dose of 5 mg/kg given intravenously,,CHEMBL626426,,1,1,,BAO_0000218,,
12499,P,,,,22224,Autocuration,Distribution coefficient and iron(III) complex was measured at an aqueous phase buffered at pH 7.4 and octanol,,CHEMBL626427,,0,1,,BAO_0000100,,
12500,P,,,,22224,Autocuration,Distribution coefficient was measured at an aqueous phase buffered at pH 7.4 and octanol,,CHEMBL626428,,0,1,,BAO_0000100,,
12501,A,,,,22224,Autocuration,Iron clearance was stimulated by the compound was expressed as % distribution of excreted Fe in bile by subcutaneous dose of 150 umol/kg,,CHEMBL626429,,0,1,,BAO_0000019,,
12502,A,,,,22224,Autocuration,Iron clearance was stimulated by the compound was expressed as % distribution of excreted Fe in urine by subcutaneous dose of 150 umol/kg,,CHEMBL625025,,0,1,,BAO_0000019,1088.0,
12503,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,,CHEMBL625026,,1,1,,BAO_0000218,178.0,
12504,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,,CHEMBL625027,,1,1,,BAO_0000218,178.0,
12505,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,,CHEMBL874410,,1,1,,BAO_0000218,178.0,
12506,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,,CHEMBL625028,,1,1,,BAO_0000218,178.0,
12507,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,,CHEMBL625029,,1,1,,BAO_0000218,178.0,
12508,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,CHEMBL625030,,1,1,,BAO_0000218,178.0,
12509,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,CHEMBL625031,,1,1,,BAO_0000218,178.0,
12510,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,,CHEMBL625032,,1,1,,BAO_0000218,178.0,
12511,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,,CHEMBL625033,,1,1,,BAO_0000218,178.0,
12512,A,,10116.0,,50597,Intermediate,Concentration was measured in blood tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,,CHEMBL625034,,1,1,,BAO_0000218,178.0,
12513,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,,CHEMBL624872,,1,1,,BAO_0000218,948.0,
12514,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minutes (radiolabeled with [125I]-,,CHEMBL624873,,1,1,,BAO_0000218,948.0,
12515,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,,CHEMBL624874,,1,1,,BAO_0000218,948.0,
12516,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,,CHEMBL624875,,1,1,,BAO_0000218,948.0,
12517,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,,CHEMBL624876,,1,1,,BAO_0000218,948.0,
12518,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,,CHEMBL624877,,1,1,,BAO_0000218,948.0,
12519,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,,CHEMBL624878,,1,1,,BAO_0000218,948.0,
12520,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,CHEMBL624879,,1,1,,BAO_0000218,948.0,
12521,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,CHEMBL624880,,1,1,,BAO_0000218,948.0,
12522,A,,10116.0,,50597,Intermediate,Concentration was measured in heart tissue of unfasted Fischer 344 rats administered intravenously after 10 min (radiolabeled with [125I]-,,CHEMBL624881,,1,1,,BAO_0000218,948.0,
12523,A,,10116.0,,50597,Intermediate,"Concentration was measured in heart tissue of unfasted Fischer 344 rats, administered intravenous, after 5 minute (radiolabeled with [125I]-",,CHEMBL624882,,1,1,,BAO_0000218,948.0,
12524,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,,CHEMBL624883,,1,1,,BAO_0000218,2113.0,
12525,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,,CHEMBL624884,,1,1,,BAO_0000218,2113.0,
12526,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,,CHEMBL624885,,1,1,,BAO_0000218,2113.0,
12527,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [123I]-,,CHEMBL624886,,1,1,,BAO_0000218,2113.0,
12528,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,,CHEMBL624887,,1,1,,BAO_0000218,2113.0,
12529,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,,CHEMBL624888,,1,1,,BAO_0000218,2113.0,
12530,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,,CHEMBL624889,,1,1,,BAO_0000218,2113.0,
12531,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,,CHEMBL624890,,1,1,,BAO_0000218,2113.0,
12532,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,,CHEMBL621964,,1,1,,BAO_0000218,2113.0,
12533,A,,10116.0,,50597,Intermediate,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,,CHEMBL621965,,1,1,,BAO_0000218,2113.0,
12534,A,,10116.0,,50597,Intermediate,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,,CHEMBL621966,,1,1,,BAO_0000218,2107.0,
12535,A,,10116.0,,50597,Intermediate,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,,CHEMBL621967,,1,1,,BAO_0000218,2107.0,
12536,A,,10116.0,,50597,Intermediate,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,,CHEMBL622164,,1,1,,BAO_0000218,2107.0,
12537,A,,,,22224,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid insoluble (nucleic acids),,CHEMBL623097,,0,1,,BAO_0000019,,
12538,A,,,,22224,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid insoluble (protein),,CHEMBL623098,,0,1,,BAO_0000019,,
12539,A,,,,22224,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid soluble,,CHEMBL623099,,0,1,,BAO_0000019,,
12540,A,,,,22224,Autocuration,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; total uptake,,CHEMBL623100,,0,1,,BAO_0000019,,
12541,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated Number of new tumors observed",,CHEMBL628673,,1,1,,BAO_0000218,,
12542,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated complete percent remission indicates tumor not palpable.",,CHEMBL628674,,1,1,,BAO_0000218,,
12543,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated number of tumors at the beginning of the test.",,CHEMBL628675,,1,1,,BAO_0000218,,
12544,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated of percent static tumors indicates size of tumor 51-150% of the initial size",,CHEMBL627644,,1,1,,BAO_0000218,,
12545,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated partial percent remission indicates reduction of initial tumor size <=50%.",,CHEMBL627645,,1,1,,BAO_0000218,,
12546,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent progress in tumor size indicates >150% of the initial size",,CHEMBL627646,,1,1,,BAO_0000218,,
12547,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent static tumors indicates size of tumor 51-150% of the initial size",,CHEMBL627647,,1,1,,BAO_0000218,,
12548,A,,10116.0,,50597,Intermediate,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent tumor area measured as the average on the 28th day of therapy.",,CHEMBL627648,,1,1,,BAO_0000218,,
12549,A,,10116.0,,50597,Intermediate,Free level in rat plasma,,CHEMBL627649,,1,1,,BAO_0000218,,
12550,A,,,,22224,Autocuration,Level reaching in blood plasma of rat or human was determined,,CHEMBL628313,,0,1,,BAO_0000019,,
12551,A,,10116.0,,50597,Intermediate,Log (Cbrain/Cblood) in rats,,CHEMBL628314,,1,1,,BAO_0000218,,
12552,A,,,,22224,Autocuration,Mean percentage of compound transport through P-glycoprotein; expressed as p-glycoprotein affinity,,CHEMBL628315,,0,1,,BAO_0000019,,
12553,A,,,,22224,Autocuration,Mean percentage of compound transport through membrane; expressed as membrane transport,,CHEMBL628316,,0,1,,BAO_0000019,,
12554,A,,,,22224,Autocuration,Metabolic breakdown to the o-sulfate of p-chloroaniline (2-amino-5-chlorophenyl sulfate) by giving 100 mg/kg oral doses of the compound,,CHEMBL628317,,0,1,,BAO_0000218,,
12555,A,,,,22224,Autocuration,Michaelis-Menten constant was measured in the inactivation of HPK; Km x 10 e5,,CHEMBL628473,,0,1,,BAO_0000019,,
12556,A,,,,22224,Autocuration,"Michaelis-Menten constant was measured in the inactivation of HPK; Km x 10 e5, ND=Not determined",,CHEMBL628474,,0,1,,BAO_0000019,,
12557,A,,,,22224,Autocuration,Michaelis-Menten constant was measured in the inactivation of trypsin; Km x 10 e5,,CHEMBL628475,,0,1,,BAO_0000019,,
12558,A,,,,22224,Autocuration,Net water uptake by a carrier mediated transport (%cm) mechanism,,CHEMBL628476,,0,1,,BAO_0000019,,
12559,A,,314293.0,,22224,Autocuration,Peak concentration was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,,CHEMBL628477,,0,1,,BAO_0000218,,
12560,A,,9669.0,,50506,Intermediate,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,,CHEMBL628478,,1,1,,BAO_0000218,,
12561,A,,9669.0,,50506,Intermediate,"Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret, determined by renin inhibition assay",,CHEMBL628479,,1,1,,BAO_0000218,,
12562,A,,314293.0,,22224,Autocuration,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey,,CHEMBL628480,,0,1,,BAO_0000218,,
12563,A,,314293.0,,22224,Autocuration,"Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey, determined by renin inhibition assay",,CHEMBL628481,,0,1,,BAO_0000218,,
12564,A,,10116.0,,50597,Intermediate,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat,,CHEMBL628482,,1,1,,BAO_0000218,,
