ss_d,ss_rgnsm,b_frmt,tss_d,vrnt_d,cnfdnc_scr,ss_tss,chmbl_d,ss_ctgr,crtd_b,ss_tst_tp,dc_d,src_ss_d,rltnshp_tp,td,src_d,ss_strn,ss_cll_tp,ss_sbclllr_frctn,cll_d
12353,Rattus norvegicus,BAO_0000218,995.0,,1,Uterus,CHEMBL622286,,Intermediate,,8085,,N,50597,1,,,,
12354,,BAO_0000100,,,0,,CHEMBL622287,,Autocuration,,7657,,U,22224,1,,,,
12355,Mus musculus,BAO_0000218,,,1,,CHEMBL622288,,Intermediate,,8935,,N,50594,1,,,,
12356,Mus musculus,BAO_0000218,,,1,,CHEMBL622289,,Intermediate,,13792,,N,50594,1,,,,
12357,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL622290,,Intermediate,,13792,,N,50594,1,,,,
12358,Mus musculus,BAO_0000218,,,1,,CHEMBL622291,,Intermediate,,13792,,N,50594,1,,,,
12359,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL622292,,Intermediate,,13792,,N,50594,1,,,,
12360,Mus musculus,BAO_0000218,,,1,,CHEMBL622293,,Intermediate,,13792,,N,50594,1,,,,
12361,Mus musculus,BAO_0000218,955.0,,1,Brain,CHEMBL622294,,Intermediate,,13792,,N,50594,1,,,,
12362,Mus musculus,BAO_0000218,,,1,,CHEMBL622295,,Intermediate,,13792,,N,50594,1,,,,
12363,Rattus norvegicus,BAO_0000218,955.0,,1,Brain,CHEMBL622296,,Intermediate,,13792,,N,50597,1,,,,
12364,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL874409,,Intermediate,,14103,,N,50597,1,,,,
12365,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622297,,Intermediate,,14103,,N,50597,1,,,,
12366,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622298,,Intermediate,,14103,,N,50597,1,,,,
12367,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622299,,Intermediate,,14103,,N,50597,1,,,,
12368,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622300,,Intermediate,,14103,,N,50597,1,,,,
12369,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622301,,Intermediate,,14103,,N,50597,1,,,,
12370,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622302,,Intermediate,,14103,,N,50597,1,,,,
12371,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622303,,Intermediate,,14103,,N,50597,1,,,,
12372,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622304,,Intermediate,,14103,,N,50597,1,,,,
12373,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622305,,Intermediate,,14103,,N,50597,1,,,,
12374,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622306,,Intermediate,,14103,,N,50597,1,,,,
12375,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626864,,Intermediate,,14103,,N,50597,1,,,,
12376,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626865,,Intermediate,,14103,,N,50597,1,,,,
12377,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626866,,Intermediate,,14103,,N,50597,1,,,,
12378,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626867,,Intermediate,,14103,,N,50597,1,,,,
12379,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626868,,Intermediate,,14103,,N,50597,1,,,,
12380,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626869,,Intermediate,,14103,,N,50597,1,,,,
12381,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626870,,Intermediate,,14103,,N,50597,1,,,,
12382,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626871,,Intermediate,,14103,,N,50597,1,,,,
12383,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626872,,Intermediate,,14103,,N,50597,1,,,,
12384,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL632185,,Intermediate,,14103,,N,50597,1,,,,
12385,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL632186,,Intermediate,,14103,,N,50597,1,,,,
12386,,BAO_0000019,,,0,,CHEMBL629310,,Autocuration,,12904,,U,22224,1,,,,
12387,,BAO_0000019,,,0,,CHEMBL629311,,Autocuration,,12904,,U,22224,1,,,,
12388,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL629312,,Intermediate,,9663,,N,50597,1,,,,
12389,,BAO_0000221,,,0,,CHEMBL629313,,Autocuration,,7652,,U,22224,1,,,,
12390,,BAO_0000221,,,0,,CHEMBL629314,,Autocuration,,7652,,U,22224,1,,,,
12391,,BAO_0000221,,,0,,CHEMBL629315,,Autocuration,,7652,,U,22224,1,,,,
12392,,BAO_0000219,,,0,,CHEMBL629316,,Autocuration,,7652,,U,22224,1,,,,
12393,,BAO_0000221,,,0,,CHEMBL629317,,Autocuration,,7652,,U,22224,1,,,,
12394,,BAO_0000019,,,0,,CHEMBL629318,,Autocuration,,7652,,U,22224,1,,,,
12395,,BAO_0000019,,,0,,CHEMBL877497,,Autocuration,,7652,,U,22224,1,,,,
12396,,BAO_0000019,,,0,,CHEMBL629319,,Autocuration,,7652,,U,22224,1,,,,
12397,,BAO_0000019,,,0,,CHEMBL629320,,Autocuration,,7652,,U,22224,1,,,,
12398,,BAO_0000019,,,0,,CHEMBL629496,,Autocuration,,7652,,U,22224,1,,,,
12399,,BAO_0000019,,,0,,CHEMBL629497,,Autocuration,,7652,,U,22224,1,,,,
12400,,BAO_0000019,,,0,,CHEMBL629498,,Autocuration,,7652,,U,22224,1,,,,
12401,,BAO_0000019,,,0,,CHEMBL629499,,Autocuration,,7652,,U,22224,1,,,,
12402,,BAO_0000019,,,0,,CHEMBL629500,,Autocuration,,7652,,U,22224,1,,,,
12403,,BAO_0000019,,,0,,CHEMBL629501,,Autocuration,,7652,,U,22224,1,,,,
12404,,BAO_0000019,,,0,,CHEMBL629502,,Autocuration,,7652,,U,22224,1,,,,
12405,,BAO_0000218,,,0,,CHEMBL629503,,Autocuration,In vivo,8267,,U,22224,1,,,,
12406,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL629504,,Intermediate,,8267,,N,50588,1,,,,
12407,,BAO_0000019,,,0,,CHEMBL629505,,Autocuration,,14479,,U,22224,1,,,,
12408,,BAO_0000019,,,0,,CHEMBL629506,,Autocuration,,17515,,U,22224,1,,,,
12409,,BAO_0000019,,,0,,CHEMBL629507,,Autocuration,,17515,,U,22224,1,,,,
12410,,BAO_0000019,,,0,,CHEMBL877498,,Autocuration,,8142,,U,22224,1,,,,
12411,,BAO_0000019,,,0,,CHEMBL629508,,Autocuration,,14849,,U,22224,1,,,,
12412,,BAO_0000019,,,0,,CHEMBL629509,,Autocuration,,7653,,U,22224,1,,,,
12413,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629510,,Intermediate,,8631,,N,50597,1,,,,
12414,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629511,,Intermediate,,8631,,N,50597,1,,,,
12415,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629512,,Intermediate,,8631,,N,50597,1,,,,
12416,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629513,,Intermediate,,8631,,N,50597,1,,,,
12417,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL629514,,Intermediate,,8631,,N,50597,1,,,,
12418,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL628447,,Intermediate,,8631,,N,50597,1,,,,
12419,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL628448,,Intermediate,,8631,,N,50597,1,,,,
12420,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL628449,,Intermediate,,8631,,N,50597,1,,,,
12421,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631119,,Intermediate,,8631,,N,50597,1,,,,
12422,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631120,,Intermediate,,8631,,N,50597,1,,,,
12423,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631121,,Intermediate,,8631,,N,50597,1,,,,
12424,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL874458,,Intermediate,,8631,,N,50597,1,,,,
12425,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631122,,Intermediate,,8631,,N,50597,1,,,,
12426,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631123,,Intermediate,,8631,,N,50597,1,,,,
12427,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631124,,Intermediate,,8631,,N,50597,1,,,,
12428,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631125,,Intermediate,,8631,,N,50597,1,,,,
12429,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631290,,Intermediate,,8631,,N,50597,1,,,,
12430,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631291,,Intermediate,,8631,,N,50597,1,,,,
12431,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631292,,Intermediate,,8631,,N,50597,1,,,,
12432,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631293,,Intermediate,,8631,,N,50597,1,,,,
12433,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631294,,Intermediate,,8631,,N,50597,1,,,,
12434,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631295,,Intermediate,,8631,,N,50597,1,,,,
12435,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631296,,Intermediate,,8631,,N,50597,1,,,,
12436,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL631297,,Intermediate,,8631,,N,50597,1,,,,
12437,,BAO_0000218,,,0,,CHEMBL631298,,Autocuration,,10263,,U,22224,1,,,,
12438,Mus musculus,BAO_0000218,,,1,,CHEMBL631299,,Intermediate,,12364,,N,50594,1,,,,
12439,Mus musculus,BAO_0000218,,,1,,CHEMBL631300,,Intermediate,,12364,,N,50594,1,,,,
12440,Mus musculus,BAO_0000218,,,1,,CHEMBL631301,,Intermediate,,12364,,N,50594,1,,,,
12441,Mus musculus,BAO_0000218,,,1,,CHEMBL630291,,Intermediate,,12364,,N,50594,1,,,,
12442,,BAO_0000218,,,0,,CHEMBL630292,,Autocuration,,14793,,U,22224,1,,,,
12443,,BAO_0000218,,,0,,CHEMBL630293,,Autocuration,,14793,,U,22224,1,,,,
12444,,BAO_0000218,,,0,,CHEMBL630294,,Autocuration,,14793,,U,22224,1,,,,
12445,,BAO_0000218,,,0,,CHEMBL630295,,Autocuration,,14793,,U,22224,1,,,,
12446,,BAO_0000218,,,0,,CHEMBL630296,,Autocuration,,14793,,U,22224,1,,,,
12447,,BAO_0000218,,,0,,CHEMBL626782,,Autocuration,,14793,,U,22224,1,,,,
12448,,BAO_0000218,,,0,,CHEMBL626783,,Autocuration,,14793,,U,22224,1,,,,
12449,,BAO_0000218,,,0,,CHEMBL626784,,Autocuration,,14793,,U,22224,1,,,,
12450,,BAO_0000218,,,0,,CHEMBL626785,,Autocuration,,14793,,U,22224,1,,,,
12451,,BAO_0000218,,,0,,CHEMBL626786,,Autocuration,,14793,,U,22224,1,,,,
12452,,BAO_0000218,,,0,,CHEMBL626787,,Autocuration,,9196,,U,22224,1,,,,
12453,,BAO_0000218,,,0,,CHEMBL626788,,Autocuration,,9196,,U,22224,1,,,,
12454,,BAO_0000218,,,0,,CHEMBL625927,,Autocuration,,9196,,U,22224,1,,,,
12455,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625928,,Intermediate,,8374,,N,50597,1,,,,
12456,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625929,,Intermediate,,8374,,N,50597,1,,,,
12457,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625930,,Intermediate,,8374,,N,50597,1,,,,
12458,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625931,,Intermediate,,8374,,N,50597,1,,,,
12459,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627230,,Intermediate,,8374,,N,50597,1,,,,
12460,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627231,,Intermediate,,8374,,N,50597,1,,,,
12461,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627232,,Intermediate,,8374,,N,50597,1,,,,
12462,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627233,,Intermediate,,8374,,N,50597,1,,,,
12463,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL875470,,Intermediate,,8374,,N,50597,1,,,,
12464,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627234,,Intermediate,,8374,,N,50597,1,,,,
12465,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627235,,Intermediate,,8374,,N,50597,1,,,,
12466,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627236,,Intermediate,,8374,,N,50597,1,,,,
12467,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627237,,Intermediate,,8374,,N,50597,1,,,,
12468,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627238,,Intermediate,,8374,,N,50597,1,,,,
12469,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627239,,Intermediate,,8374,,N,50597,1,,,,
12470,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627240,,Intermediate,,8374,,N,50597,1,,,,
12471,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627241,,Intermediate,,8374,,N,50597,1,,,,
12472,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627242,,Intermediate,,8374,,N,50597,1,,,,
12473,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627243,,Intermediate,,8374,,N,50597,1,,,,
12474,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627244,,Intermediate,,8374,,N,50597,1,,,,
12475,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627245,,Intermediate,,8374,,N,50597,1,,,,
12476,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627246,,Intermediate,,8374,,N,50597,1,,,,
12477,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627247,,Intermediate,,8374,,N,50597,1,,,,
12478,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627248,,Intermediate,,8374,,N,50597,1,,,,
12479,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL627249,,Intermediate,,8374,,N,50597,1,,,,
12480,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625569,,Intermediate,,8374,,N,50597,1,,,,
12481,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625570,,Intermediate,,8374,,N,50597,1,,,,
12482,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625571,,Intermediate,,8374,,N,50597,1,,,,
12483,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625572,,Intermediate,,8374,,N,50597,1,,,,
12484,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625573,,Intermediate,,8374,,N,50597,1,,,,
12485,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625574,,Intermediate,,8374,,N,50597,1,,,,
12486,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL626245,,Intermediate,,8374,,N,50597,1,,,,
12487,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL626246,,Intermediate,,8374,,N,50597,1,,,,
12488,,BAO_0000218,,,0,,CHEMBL626247,,Autocuration,,9196,,U,22224,1,,,,
12489,,BAO_0000218,,,0,,CHEMBL626248,,Autocuration,,9196,,U,22224,1,,,,
12490,,BAO_0000218,,,0,,CHEMBL626249,,Autocuration,,9196,,U,22224,1,,,,
12491,,BAO_0000218,,,0,,CHEMBL626420,,Autocuration,,9196,,U,22224,1,,,,
12492,,BAO_0000218,,,0,,CHEMBL626421,,Autocuration,,9196,,U,22224,1,,,,
12493,,BAO_0000218,,,0,,CHEMBL626422,,Autocuration,,9196,,U,22224,1,,,,
12494,,BAO_0000218,,,0,,CHEMBL626423,,Autocuration,,9196,,U,22224,1,,,,
12495,,BAO_0000218,,,0,,CHEMBL626424,,Autocuration,,9196,,U,22224,1,,,,
12496,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL626425,,Intermediate,,12023,,N,50588,1,,,,
12497,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL875476,,Intermediate,,12023,,N,50597,1,,,,
12498,Macaca fascicularis,BAO_0000218,,,1,,CHEMBL626426,,Intermediate,,12023,,N,100710,1,,,,
12499,,BAO_0000100,,,0,,CHEMBL626427,,Autocuration,,10580,,U,22224,1,,,,
12500,,BAO_0000100,,,0,,CHEMBL626428,,Autocuration,,10580,,U,22224,1,,,,
12501,,BAO_0000019,,,0,,CHEMBL626429,,Autocuration,,16032,,U,22224,1,,,,
12502,,BAO_0000019,1088.0,,0,Urine,CHEMBL625025,,Autocuration,,16032,,U,22224,1,,,,
12503,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625026,,Intermediate,,8594,,N,50597,1,,,,
12504,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625027,,Intermediate,,8594,,N,50597,1,,,,
12505,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL874410,,Intermediate,,8594,,N,50597,1,,,,
12506,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625028,,Intermediate,,8594,,N,50597,1,,,,
12507,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625029,,Intermediate,,8594,,N,50597,1,,,,
12508,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625030,,Intermediate,,8594,,N,50597,1,,,,
12509,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625031,,Intermediate,,8594,,N,50597,1,,,,
12510,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625032,,Intermediate,,8594,,N,50597,1,,,,
12511,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625033,,Intermediate,,8594,,N,50597,1,,,,
12512,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL625034,,Intermediate,,8594,,N,50597,1,,,,
12513,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624872,,Intermediate,,8594,,N,50597,1,,,,
12514,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624873,,Intermediate,,8594,,N,50597,1,,,,
12515,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624874,,Intermediate,,8594,,N,50597,1,,,,
12516,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624875,,Intermediate,,8594,,N,50597,1,,,,
12517,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624876,,Intermediate,,8594,,N,50597,1,,,,
12518,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624877,,Intermediate,,8594,,N,50597,1,,,,
12519,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624878,,Intermediate,,8594,,N,50597,1,,,,
12520,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624879,,Intermediate,,8594,,N,50597,1,,,,
12521,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624880,,Intermediate,,8594,,N,50597,1,,,,
12522,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624881,,Intermediate,,8594,,N,50597,1,,,,
12523,Rattus norvegicus,BAO_0000218,948.0,,1,Heart,CHEMBL624882,,Intermediate,,8594,,N,50597,1,,,,
12524,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624883,,Intermediate,,8594,,N,50597,1,,,,
12525,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624884,,Intermediate,,8594,,N,50597,1,,,,
12526,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624885,,Intermediate,,8594,,N,50597,1,,,,
12527,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624886,,Intermediate,,8594,,N,50597,1,,,,
12528,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624887,,Intermediate,,8594,,N,50597,1,,,,
12529,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624888,,Intermediate,,8594,,N,50597,1,,,,
12530,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624889,,Intermediate,,8594,,N,50597,1,,,,
12531,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL624890,,Intermediate,,8594,,N,50597,1,,,,
12532,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621964,,Intermediate,,8594,,N,50597,1,,,,
12533,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621965,,Intermediate,,8594,,N,50597,1,,,,
12534,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL621966,,Intermediate,,8594,,N,50597,1,,,,
12535,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL621967,,Intermediate,,8594,,N,50597,1,,,,
12536,Rattus norvegicus,BAO_0000218,2107.0,,1,Liver,CHEMBL622164,,Intermediate,,8594,,N,50597,1,,,,
12537,,BAO_0000019,,,0,,CHEMBL623097,,Autocuration,,7653,,U,22224,1,,,,
12538,,BAO_0000019,,,0,,CHEMBL623098,,Autocuration,,7653,,U,22224,1,,,,
12539,,BAO_0000019,,,0,,CHEMBL623099,,Autocuration,,7653,,U,22224,1,,,,
12540,,BAO_0000019,,,0,,CHEMBL623100,,Autocuration,,7653,,U,22224,1,,,,
12541,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628673,,Intermediate,,9104,,N,50597,1,,,,
12542,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628674,,Intermediate,,9104,,N,50597,1,,,,
12543,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628675,,Intermediate,,9104,,N,50597,1,,,,
12544,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627644,,Intermediate,,9104,,N,50597,1,,,,
12545,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627645,,Intermediate,,9104,,N,50597,1,,,,
12546,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627646,,Intermediate,,9104,,N,50597,1,,,,
12547,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627647,,Intermediate,,9104,,N,50597,1,,,,
12548,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627648,,Intermediate,,9104,,N,50597,1,,,,
12549,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627649,,Intermediate,,12902,,N,50597,1,,,,
12550,,BAO_0000019,,,0,,CHEMBL628313,,Autocuration,,6614,,U,22224,1,,,,
12551,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628314,,Intermediate,,9663,,N,50597,1,,,,
12552,,BAO_0000019,,,0,,CHEMBL628315,,Autocuration,,17658,,U,22224,1,,,,
12553,,BAO_0000019,,,0,,CHEMBL628316,,Autocuration,,17658,,U,22224,1,,,,
12554,,BAO_0000218,,,0,,CHEMBL628317,,Autocuration,,14314,,U,22224,1,,,,
12555,,BAO_0000019,,,0,,CHEMBL628473,,Autocuration,,7385,,U,22224,1,,,,
12556,,BAO_0000019,,,0,,CHEMBL628474,,Autocuration,,7385,,U,22224,1,,,,
12557,,BAO_0000019,,,0,,CHEMBL628475,,Autocuration,,7385,,U,22224,1,,,,
12558,,BAO_0000019,,,0,,CHEMBL628476,,Autocuration,,1329,,U,22224,1,,,,
12559,Simiiformes,BAO_0000218,,,0,,CHEMBL628477,,Autocuration,,12187,,U,22224,1,,,,
12560,Mustela putorius furo,BAO_0000218,,,1,,CHEMBL628478,,Intermediate,,12187,,N,50506,1,,,,
12561,Mustela putorius furo,BAO_0000218,,,1,,CHEMBL628479,,Intermediate,,12187,,N,50506,1,,,,
12562,Simiiformes,BAO_0000218,,,0,,CHEMBL628480,,Autocuration,,12187,,U,22224,1,,,,
12563,Simiiformes,BAO_0000218,,,0,,CHEMBL628481,,Autocuration,,12187,,U,22224,1,,,,
12564,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628482,,Intermediate,,12187,,N,50597,1,,,,
12565,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL628483,,Intermediate,,12187,,N,50597,1,,,,
12566,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628484,,Intermediate,,9278,,N,50597,1,,,,
12567,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628485,,Intermediate,,9278,,N,50597,1,,,,
12568,Macaca fascicularis,BAO_0000218,1969.0,,1,Plasma,CHEMBL628486,,Intermediate,,9278,,N,100710,1,,,,
12569,Homo sapiens,BAO_0000218,1969.0,,1,Plasma,CHEMBL628487,,Intermediate,,9278,,N,50587,1,,,,
12570,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628488,,Intermediate,,9278,,N,50597,1,,,,
12571,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628489,,Intermediate,,9278,,N,50597,1,,,,
12572,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL628490,,Intermediate,,9278,,N,50597,1,,,,
12573,Macaca fascicularis,BAO_0000218,,,1,,CHEMBL628491,,Intermediate,,12186,,N,100710,1,,,,
12574,Macaca fascicularis,BAO_0000218,,,1,,CHEMBL877507,,Intermediate,,12186,,N,100710,1,,,,
12575,,BAO_0000218,,,0,,CHEMBL628492,,Autocuration,,12186,,U,22224,1,,,,
12576,Simiiformes,BAO_0000019,,,0,,CHEMBL628493,,Autocuration,,12041,,U,22224,1,,,,
12577,Simiiformes,BAO_0000019,,,0,,CHEMBL628494,,Autocuration,,12041,,U,22224,1,,,,
12578,Simiiformes,BAO_0000019,,,0,,CHEMBL628495,,Autocuration,,12041,,U,22224,1,,,,
12579,Homo sapiens,BAO_0000218,,,1,,CHEMBL628496,,Intermediate,,6737,,N,50587,1,,,,
12580,,BAO_0000218,955.0,,0,Brain,CHEMBL628497,,Autocuration,,13758,,U,22224,1,,,,
12581,,BAO_0000218,955.0,,0,Brain,CHEMBL628498,,Autocuration,,13758,,U,22224,1,,,,
12582,,BAO_0000019,,,0,,CHEMBL628499,,Autocuration,,5676,,U,22224,1,,,,
12583,,BAO_0000218,,,0,,CHEMBL627656,,Autocuration,,14793,,U,22224,1,,,,
12584,,BAO_0000218,,,0,,CHEMBL627657,,Autocuration,,14793,,U,22224,1,,,,
12585,,BAO_0000218,,,0,,CHEMBL626808,,Autocuration,,14793,,U,22224,1,,,,
12586,,BAO_0000218,,,0,,CHEMBL626809,,Autocuration,,14793,,U,22224,1,,,,
12587,,BAO_0000218,,,0,,CHEMBL626810,,Autocuration,,14793,,U,22224,1,,,,
12588,,BAO_0000218,,,0,,CHEMBL626811,,Autocuration,,14793,,U,22224,1,,,,
