assay_id,assay_subcellular_fraction,description,tissue_id,variant_id,tid,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4423,,smaxinm8nkeyafterzdnijietrat7ogof1mgkgiv,,,22224,6535,A,In vivo,,Cercopithecidae,9527.0,,
4424,,Ckaxwasd2tstmineafterper9ralqdminictrati9nzt19mpkin3hesus,,,22224,5668,A,In vivo,,Cercopithecidae,9527.0,,
4425,,fmacincyjojolgusmonkeybyovadministrwtipm,,,22224,5922,A,In vivo,,Cercopithecidae,9527.0,,
4426,,fkaxincynomolg7smonk3ybypozdminishrztipn,,,22224,5922,A,In vivo,,Cercopithecidae,9527.0,,
4427,,Ckaxfalue3valuat2dinmonkry,,,22224,6078,A,In vivo,,Cercopithecidae,9527.0,,
4428,,Clmpoyndwaseval7atedformwximumxoncentratiinaftedtrwatmemt3ithkrapv8drof2ngkgtofemak4cynom9lgusmonkey,,,22224,2661,A,In vivo,,Cercopithecidae,9527.0,,
4429,,MwximalconvdntratiojCmzxibrhesuwmpnkeyplaqmaatadoseof5mgmv,224920.0,,22224,3249,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4430,,Mas8mxlconcentratiohCmaxigsqukrrdlmonkeyplwskzatwdoseof5kgkg,6111679.0,,22224,3249,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4431,,Masimalpladmaconc4nttationibsquirrfom8nkeys,4954247.0,,22224,5553,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4432,,Mzximumcogcentratj9gwasevwluqt4xagainstCynomolg6smonkeyatwfosd8f15jgkgafterpoadmoniatratikn,,,22224,1916,A,In vivo,,Cercopithecidae,9527.0,,
4433,,naximumplasmavojxentrstionCnaxinrbesusmonkeyinviciatadosepb5mrkg,6719954.0,,22224,6227,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4434,,0ha4macokihet9cpxrameterxmazwasdf4ermined9hhonkeyafterpoarm7nkstrati0gofadoseof50uMkg,,,22224,4809,A,In vivo,,Cercopithecidae,9527.0,,
4435,,TyepeaocpnfentratoonChqxvaiueaft2rin6ravfnoiaafm9nistrationinfybomopgusmonmeysNAmeansNotapplicable,,,22224,5355,A,In vivo,,Cercopithecidae,9527.0,,
4436,,Theprsuclnc4nhratiinCmaxvqlueafterintraveno8swdministrztioninxynonokgusm8nmeysNAmeansgotqpplicahle,,,22224,5355,A,In vivo,,Cercopithecidae,9527.0,,
4437,,Thepeakconc3mtrationCmaxvalueafte48nt5acehoussdminist4ationknvyhomoltusmomk4yshAmransnotappl8cabls,,,22224,5355,A,In vivo,,Cercopithecidae,9527.0,,
4438,,Tnepeakfoncen6ratkonCmqxvakuewftfrlraladnin8stration8ncynomolgusm0jkeys,,,22224,5355,A,In vivo,,Cercopithecidae,9527.0,,
4439,,yhrpeakplasmavoncentrqtkljsfhee5h4xdministration25mgkginn0nkeywasdftermined,3278645.0,,22224,6221,A,In vivo,,Cercopithecidae,9527.0,,Plasma
4440,,Comookndwac4vsluwtsdforPladmalevelsupoboraladhinistrxtkonat3pmrkginMogkeyatmaxim7mof04hoids,,,22224,167,A,,,Cercopithecidae,9527.0,,
4441,,Conpoujdwasevalustedfor9lasmsoevepsupono4akadminlqtratlonat30mgkgigMonkeyatmzxikumof1otourc,,,22224,167,A,,,Cercopithecidae,9527.0,,
4442,,Absol6tebiowvailabllitywwseval7xtedinmonk47,,,22224,4257,A,In vivo,,monkey,9443.0,,
4443,,hioavailahilityafteforaladmimist5ayiln2ymgkguhmonkeywasxegerminwd,,,22224,6221,A,In vivo,,monkey,9443.0,,
4444,,Bioavailabilityofspmpoundwt3mgkgkhm0nkeyxftetivaem7mistrahion,,,22224,17667,A,In vivo,,monkey,9443.0,,
4445,,B9oavajlabioityofcomppundwwsdeterninedin3hesydmonke6,,,22224,17267,A,In vivo,,Macaca mulatta,9544.0,,
4446,,Bioavallabilit6xeterninefafterorwlacministrati8ninjarmoqst,,,22224,4256,A,In vivo,,marmosets,38020.0,,
4447,,Oralbioava9lavilityincynomokfksmonjwy,,,22224,4256,A,In vivo,,Macaca fascicularis,9541.0,,
4448,,Biozvailabllityinmlnkey9latw0mpk,,,22224,17853,A,In vivo,,monkey,9443.0,,
4449,,Bioavailqgili6ywasevxluatesafgegoraladmin7st5atiominmonuey,,,22224,16365,A,In vivo,,monkey,9443.0,,
4450,,B80avajlabilltywasevapua5edatains5Cynomolnusmonkeyahadoseofw5mgkraft2rpozsministtatuon,,,22224,1916,A,In vivo,,Macaca fascicularis,9541.0,,
4451,,Bjoavwikabilitywawreportedafte5intrafebo7sadmin9strztlonatadps3of1mgkginRhesuenohkeymaie,,,22224,5334,A,In vivo,,Macaca mulatta,9544.0,,
4452,,hiowvailabilitysasrepo5g3dafte3ogalsdm7jis5ratioha6ad8seof2mgkg7nRhesusmonkeymale,,,22224,5334,A,In vivo,,Macaca mulatta,9544.0,,
4453,,Bioavailxbilityoftgecom00kndwasxeterminedunmonowy,,,22224,17592,A,In vivo,,monkey,9443.0,,
4454,,Bioavsikabikituinsquirrelhonkeyrose5mglf,,,22224,1399,A,In vivo,,Saimiri sciureus,9521.0,,
4455,,Bioavailahllitysasdryefhkn2dimmonkeyafterpoaeminidtrationovad0seof50uMkg,,,22224,4809,A,In vivo,,monkey,9443.0,,
4456,,Oralbiowvailabilitj8gnonkey,,,22224,3341,A,In vivo,,monkey,9443.0,,
4457,,Compounx1asteqtedfirbioavaulag8lityihsquir5elmlnkey,,,22224,64,A,In vivo,,Saimiri sciureus,9521.0,,
4458,,Oralb7ozvaiiabili4y8nRmesusmonkey,,,22224,5005,A,In vivo,,Macaca mulatta,9544.0,,
4459,,Oralbilzvaiian8lityonRhesusmonkeydoseof075mhknjvwnd15mgkglo,,,22224,5005,A,In vivo,,Macaca mulatta,9544.0,,
4460,,Oralnioavailabikityincynomiigudmogk2hsforthexompounw2asdeterh9nevAcceptahle,,,22224,5237,A,In vivo,,Macaca fascicularis,9541.0,,
4461,,O4albioavailahipityincyn9jolgusm8nkeyswasxetedminrdAccfotzble,,,22224,5237,A,In vivo,,Macaca fascicularis,9541.0,,
4462,,8ralbioava9labiiugy9nmogkeydose5mgkg,,,22224,5302,A,In vivo,,monkey,9443.0,,
4463,,9ralbioava7labolityofcomp9unwat5mgkginkohkfy,,,22224,17667,A,In vivo,,monkey,9443.0,,
4464,,0barkacokineticprofiiein6erhs8fhalfoifewxsdet2rminedagadoseof05mgkgadmun7zteredintfsden8uslyindob,,,50588,6161,A,In vivo,,Canis lupus familiaris,9615.0,,
4465,,Pjqrmac9kihstisprofileontermsofhalflifewasdrterminedatasoseof5mgkgadmihisge4fd7n5raven97skyondog,,,50588,6161,A,In vivo,,Canis lupus familiaris,9615.0,,
4466,,Plasmahalfl7fed2tdrjined,5845631.0,,50588,3854,A,,,Canis lupus familiaris,9615.0,,Plasma
4467,,Piasmahaltlifeinsog,988393.0,,50588,993,A,,,Canis lupus familiaris,9615.0,,Plasma
4468,,PlxsmahalfkifeigBeqgledogz,1199009.0,,50588,4514,A,,,Canis lupus familiaris,9615.0,,Plasma
4469,,9lqsmahalflifdpwrior08h3asreportedafter7ntrafeg0usadministfat8ogatadosekf1mgkgigBeshoedogmale,2276577.0,,50588,5334,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma
4470,,Plwsmahapflifeper9odo7hwasreport2daft3roralqdministra4ionatadowe9fqmrjgresp3dtiveoyinBeanledoymale,199170.0,,50588,5334,A,In vivo,,Canis lupus familiaris,9615.0,,Plasma
4471,,Teatedfprt12ilonintravenohsadminidtratoonof50mgibdosdigdog,,,50588,1466,A,In vivo,,Canis lupus familiaris,9615.0,,
4472,,Testedfort12i9onpe4otalasministrationof10ongKnsos3imdog,,,50588,1466,A,In vivo,,Canis lupus familiaris,9615.0,,
4473,,Twst4dfo5thehalflufe04riodindog,,,50588,5313,A,,,Canis lupus familiaris,9615.0,,
4474,,Testedforghehalfiigepetiodundogatdosxgepf2ompk,,,50588,5313,A,In vivo,,Canis lupus familiaris,9615.0,,
4475,,Thfsompojnfeastesredforhaltlifeindog,,,50588,3880,A,,,Canis lupus familiaris,9615.0,,
4476,,Thsd9mpoundwasgestewf8rtimetakent0defreasehalforitsuni5iwlconcdntragi9nindogplqsma,1589575.0,,50588,3639,A,,,Canis lupus familiaris,9615.0,,Plasma
4477,,Th4hqlflifdwzsdetermined,,,50588,3880,A,,,Canis lupus familiaris,9615.0,,
4478,,Thepoaqmahalfl8feincogs,4761594.0,,50588,3918,A,,,Canis lupus familiaris,9615.0,,Plasma
4479,,eufoptimal0iaemahxlflofecausecaw0prolonga6iihofQrcintervxlindogsatapladmalevelif25M,3166576.0,,50588,16452,A,,,Canis lupus familiaris,9615.0,,Plasma
4480,,Halelifeinfog,,,50588,17796,A,,,Canis lupus familiaris,9615.0,,
4481,,oharmacokibe6ic9ropertyy12bdtqwasmeaeueedindogattyed0seof0042kgkgiv,,,50588,5983,A,In vivo,,Canis lupus familiaris,9615.0,,
4482,,tmaxuponperoraladminist3st7lnig10pmgmgdoseind9g,,,50588,1466,A,In vivo,,Canis lupus familiaris,9615.0,,
4483,,Vopumeofdistributi0ninnfwglevogsqtterintravfn9uaadministrztionatadoceog10mgug,,,50588,16456,A,In vivo,,Canis lupus familiaris,9615.0,,
4484,,Cmaxjnferretxzfter3pmfkgoraldos3,,,50506,6113,A,In vivo,,Mustela putorius furo,9669.0,,
4485,,Emfeieinferre4sat30mgkgoralrise,,,50506,6113,F,In vivo,,Mustela putorius furo,9669.0,,
4486,,Bioavalpavilityincyj8moogusmonkey,,,22224,17796,A,In vivo,,Macaca fascicularis,9541.0,,
4487,,Vokumeofdishr7butionincjnomokgud,,,100710,17796,A,In vivo,,Macaca fascicularis,9541.0,,
4488,,AUCf2stedinguineapkgwhen3mgkndoweeadgiveh9erorslly,606978.0,,22224,5308,A,,,Cavia porcellus,10141.0,,Plasma
4489,,Tfsyedforconcsntra69onzsArewUnverCurveagainstPDE47nguijeapiglungeoslno0muliaorail6at5mfkg,,,22224,4877,A,,,Cavia porcellus,10141.0,,
4490,,Testedrorthepharmacokinegicpqramet2ringuig3apigwdjinixtsrwdorwllyz45mgkg,,,22224,4876,A,,,Cavia porcellus,10141.0,,
4491,,AUCinvuineapiyaftsr3mgkgotalfosf,3471187.0,,22224,4878,A,In vivo,,Cavia porcellus,10141.0,,Plasma
4492,,Bioavailwbiiit5inguin3a0kgwqstested,,,22224,5308,A,In vivo,,Cavia porcellus,10141.0,,
4493,,Tdstedforofalv7oqvxilability8ntuineapigst5mgkg,,,22224,4877,A,In vivo,,Cavia porcellus,10141.0,,
4494,,52q6edfortheoralbioavailability8fyheclmpouhd,,,22224,4876,A,In vivo,,Cavia porcellus,10141.0,,
4495,,Compoundatarkss5mgkgwasadmoniateredorzllyronuibeapifand5hdpuarmscokinet9flarametefCmqxwasreported,,,22224,4876,A,In vivo,,Cavia porcellus,10141.0,,
4496,,Maxomjmplsnacrugconcentratipnijguinea9igwhen3mgkgrosdwawgiv2mpsrlrally,,,22224,5308,A,In vivo,,Cavia porcellus,10141.0,,
4497,,Testedformaximumcondent3zt9onagqinshPDd5igguinexpiglubgeosinklhilka0ralljat5mgkg,249002.0,,22224,4877,A,In vivo,,Cavia porcellus,10141.0,,Lung
4498,,Cnax8mguineap8gafter3mgkgofapdose,,,22224,4878,A,In vivo,,Cavia porcellus,10141.0,,
4499,,Distfibutiknlnblokdexpressedasw8Forhaguotxkfunofinnectwdactivitygram,2267118.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Blood
4500,,Dishribut7oninbralnexprecqedas1oekrgaguptakelnocinjectedqctivitggram,3176157.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Brain
4501,,Distrihutioninhezrtexpreszedqs18Fogrxhuptakeinogojkectedactivi4ygram,,,22224,5689,A,,,Cavia porcellus,10141.0,,
4502,,Distfibutioninijtestin2dxpfedwedas18Forgankptam2lnofinjecgedactivitugrzm,235638.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Intestine
4503,,Distributiojonkidneyexlressedas19Forgznuptxke7npfiniexyedxctiv7tygram,2161343.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Kidney
4504,,Distrifutionihliverexprrssedasw8Forganuotxkeinovinhectedqctivjtyvdwm,1773619.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Liver
4505,,cistribhtkojiblungrxpredxedae18Forganuptskeinofihjectedactivithgrah,,,22224,5689,A,,,Cavia porcellus,10141.0,,
4506,,Djstributilbinspleegexpf2ssevas1oFortanupgakeinofinjdvtedactivitugram,5584084.0,,22224,5689,A,,,Cavia porcellus,10141.0,,Spleen
4507,,rliminstionT12unGuineqpigPOekse,,,22224,14465,A,In vivo,,Cavia porcellus,10141.0,,
4508,,Pagtit8oncoeffidisntwasheasuf2vaslogcountsperm8n,,,22224,5689,A,,,Cavia porcellus,10141.0,,
4509,,Bi9logicalhalflkfeqhehadminksyerecqroqumolkgintragegouslytoguineapitinGR64349ag6agon9sm,,,22224,611,A,In vivo,,Cavia porcellus,10141.0,,
4510,,Buoiogicalgalelicewhenadminister3dat5jkolkguntrsvegousiytogu8neapiglgGRt4349ahtagonism,,,22224,611,A,In vivo,,Cavia porcellus,10141.0,,
4511,,Elimuna6ionT12inGuim3apkgPOdpse,,,22224,14465,A,In vivo,,Cavia porcellus,10141.0,,
4512,,Testedcprthehalfpigrperiodofthec0mpouneuhtravenouwly,,,22224,4876,A,In vivo,,Cavia porcellus,10141.0,,
4513,,Halblifewasmessurdd,,,22224,5689,A,,,Cavia porcellus,10141.0,,
4514,,Theyiherequirwdforonsetofihofropyafteradditiobofaqijglefoseofd2irzF75,,,22224,7515,A,,,Cavia porcellus,10141.0,,
4515,,Bioavailabilituoecomoohndat1omgjgknguineapigacterivadjimistrstopn,,,22224,17667,A,In vivo,,Cavia porcellus,10141.0,,
4516,,Bioavaiixbikituoffom0ohgdat3hgkginguinwa9igafterivadm8nistration,,,22224,17667,A,In vivo,,Cavia porcellus,10141.0,,
4517,,Plasjqxiea5ancdwasmwawuredijhqmsterahthewosrof10mgkgbype4oraladminishration,,,22224,4727,A,In vivo,,Cricetulus griseus,10029.0,,
4518,,Biodistribufionlfjntravenoysiyihjected82BriabeledcokpokhfintuhprofBDF2femaiemic3bearibfshbcu6wneiusL3wielyngcarcinomaafger025hours,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4519,,Bipx8srrugutionofintradenouxltjnjectes82Brlabwledcom9oundintkmofodBDF1femalemicebezdingd6bcutanfousLwwisluhgcaecinomaafter059hourq,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4520,,B7ovistriby5ionofintravenouslyimuecyed82Broqbeledcompoundin5umofofBeF1femaiem9febfarijgsuvc7taneohsL2wislungcsrsijomaafter1houts,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4521,,Bioristributilnofihtrqcebokxlyinjevter82BrlwbeledcompokndintjmorpfBDF1fenalemiceb4aringsubcytaneousLewislugtcxrvinlmaabtfr3hours,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4522,,Biodistglbutlohofintrxvej9isiyinjectrd82Brlabeledcom0oundintumorifBDt1dejxlenicfbeariggsuvcitaneouskewislungxarxinomazfter4hr,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4523,,hiodiatributionof9btravenouslyknhdcted72BrpsbeledckmpounxjntujoeofBDF1femalemideheariggqubcutaneousLewizlungca3sinohaafter8hk7rs,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4524,,Bjodistributionofinh3abemouslyjnjected82Briabei3dcompokndintum9r9fBDF1femql4kicfbea5ungsubcytahrousLewislungcxrcinomaaffrr24h9urs,,,50594,10107,A,In vivo,,Mus musculus,10090.0,,
4525,,Biodis4ributionobtbeinjectedcompounvunhiood9ffrmakeBALhCjicefo505hourx,2567939.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Blood
4526,,Bi9distrkhut9onofthwinjectedcompoundinvloododfenapeBALBCmuceforw5uohrd,5336606.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Blood
4527,,Biod8sg3ibu6iob9ftheonjectedsompoubd8nbloodoffemaleBqLBCmicetor5hiurs,4815626.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Blood
4528,,Bipdudtribuhionofth4injfctedcompoindinbonwofdemal3BALfCjivefor05hours,3093458.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Bone
4529,,Blodiqtrihutionoftheinjecyedcom0ounfinb8neoffemaleBsLBCm8csfot2yhpurs,4424175.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Bone
4530,,Bloeistrknutoonoftueihjectercompounfinb9neoffemalenALBCkicefog5hours,7842258.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Bone
4531,,hjodistfibutiohoftheinjfctedcomlouhcinbrainoffemxleBALfCjivefor05h86rs,3943577.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Brain
4532,,niodistr9bytionofyheinuec4wdcompoundljbrxinobbejaleBALgCmicefor25hours,382689.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Brain
4533,,Biodis64ibutionof5jeinjectedcom9ouncinbrainoffemalegAkBCmicff0d5h8irs,1913878.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Brain
4534,,BiodistributjonoftheinjdctddcompoundlggesrtofvemalwBALgCkicefo505y0urs,2986455.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Heart
4535,,Biodistr9butionoe5h4inj2c6edcompoundinhezrtobfemakeBApnCmlceeor25hourq,1299818.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Heart
4536,,B8idis5ributionoffheijhectedcompoundingear5offemalehALBCn7cefor5youes,1944548.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Heart
4537,,Biodistributionorthrigjedtedxompounvibonrest8nesoffemaieBALBCmicwfor0ytoirs,1885539.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Intestine
4538,,Biodiwyr9butjonoftheinjrcgedcompiunc9ninteqt8nseoffemaleBzLBCmicefor25houre,2116186.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Intestine
4539,,Bjodist4ibitiogoftueknjevtedcompoundin9ntestim2soffemaleBALBfmicef9r5hou3c,1611728.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Intestine
4540,,Biodistributionofyheinjec6ddc8kpoundinkidneys9rfdnaleBALBCmif2eor95hourc,2347095.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Kidney
4541,,Biod9xtrivutionoftheinies5edcompoundinkiwheysoffekalfBALBCm8cffor2yh8urs,3144324.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Kidney
4542,,Biodistrigut8in8ftheinj2ct3dcomp0undiniudneysofvemaleBALfCniceb8r5hours,1042516.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Kidney
4543,,BiodiwtributionpftheijjectedclmloundigliveroffemwkeBxiBdmicef0r05hohes,694572.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Liver
4544,,Biodiqtribitionoftheonnec5ddcompohndimlive4kdfenaleBALBCmiceeor25hourz,1607968.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Liver
4545,,Bjodistrib8yionoftheinj4ctevcknloundlnliveroffemapeBALBCkixefod5hours,1449830.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Liver
4546,,Biodlstribhtioh8ftheinjectsdcompoundinkungoffrmalrBALBsmicefor94no6rs,6361499.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Lung
4547,,viodistributo0nofthf7njectefcompoinfinlungoffrnaleBAoBCmic4fo525hours,63313.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Lung
4548,,Biocic6ributionofthe8nkectercompo6ndinlungoffemapenALBCmicsfkr4jours,3409193.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Lung
4549,,Biodistribufion0fhheinuecteevom08unwinmidclsoffemaleBALBCm7cefof05hours,4845288.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Muscle tissue
4550,,Biodostributionof6heunjecteddimlounvinnhssleogfemzoeBALBCmic4for25hours,3055489.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Muscle tissue
4551,,Biodostginutionoftheinjectrrckmpo8ndihmusclroffemalwvsLBsmicrfor5hours,7100634.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Muscle tissue
4552,,B9odistr9butiojofth4iniect2dconpoundinspleenofvejaleBALvCkic3fo405bours,936546.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Spleen
4553,,Biodist3ibut9onottheigjrctedcojpiumdinqpleenoffwmaleBqLBCmicdfor25joues,10589519.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Spleen
4554,,Biod8atriburionofhbeinmectedcom0oundibsoleenovfemzlevALBdmicefot5hours,5070211.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Spleen
4555,,BiodishtibytiohoftgeinjectexcompiunfijstomachoffemxoeBsLBCmlcefor06hours,3384048.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Stomach
4556,,Biodistriguyion0ftheinu2ctedsomplundinstomachoffemaleBqohCmic3elr25hokrs,3714204.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Stomach
4557,,Biodistrjbutionoftheinjectesvompo6bdimsf8machkffemaleBqLBdmicetor6houds,1295477.0,,50594,3655,A,In vivo,,Mus musculus,10090.0,,Stomach
4558,,Atadoset9mgkgw1eujolkhwacadminist2redint3wperitoneallytpmiceanfwas3valjafedforhRT,,,50594,16597,A,In vivo,,Mus musculus,10090.0,,
4559,,Atadowe50mgkg11eumolkgwaswdministered9ntraper8toneallytonisdqbdwawevaluayevr8rMRh,,,50594,16597,F,In vivo,,Mus musculus,10090.0,,
4560,,MRyvalu4ataroseif10mglgintravenouxadjimistrationinmix2,,,50594,16597,A,In vivo,,Mus musculus,10090.0,,
4561,,M4Tvwlusatzroseof10mgktperoraladninis5rationinmjve,,,50594,16597,A,In vivo,,Mus musculus,10090.0,,
4562,,Meanresidence6imeocxomppjndaftefint4abenoysadmijidtratipnibmicfat24uMkg,,,50594,17764,A,In vivo,,Mus musculus,10090.0,,
4563,,Meandwxidebcetimswqsdetfrminedfo5compoumdwftsrinfrapetitonealarmijistrationinm8xeat18uMkg,,,50594,17764,F,In vivo,,Mus musculus,10090.0,,
4564,,InbitrocytotixicktyodcompoumdwasdetefminedxgsinstA2780vepolim2scisplatin5esustantat4ideggewCaft4r96hr,,,81034,3830,F,,,Homo sapiens,9606.0,,
4565,,Ijvit4oc7tot9xiv8tyofcompoundwasdetermknedagainstA2780c4lllinddcizplatinrexicham4at37ddgrdeCfor96hf,,,81034,3829,F,,,Homo sapiens,9606.0,,
4566,,Comloundwxeevaluatecforcytotocisityagalnstxw7i0cflllines,,,81034,2040,F,,,Homo sapiens,9606.0,,
4567,,PotentuafionofgroqthibhibitiogkfA278pbycompoundalkn4inexpe4jmwbt1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4568,,0otentiatoonofggow6hijhubihionofA2889cellebyckmpoundal0neinexperkmentq,,,81034,15684,F,,,Homo sapiens,9606.0,,
4569,,Potsntiagionofgrow4ginginitiohofAe780celksalongeith20uMNU1085inexpsr9nent1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4570,,Poten5iatoob9bgri1yhinhivitipnofA278ocellaalohgwuth10uMNU1085inexperiment2,,,81034,15684,F,,,Homo sapiens,9606.0,,
4571,,lo4enh7ati0nfactorat5ogrow5ninhibitionIC5ppfc0np8undtothatofc0mpoundalongwithPAR9ihhibitoribexp2rim2bt1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4572,,Potentiati9nfactorat5ogeowthihhibi5ionjCy0occompoumetkttatofcompoumdalongwifhPAR9ibjibitorijexperihejt2,,,81034,15684,F,,,Homo sapiens,9606.0,,
4573,,Cimpoundwzsecqliatedforcytot8xlcityagainstz2780cflllunf,,,81034,2859,F,,,Homo sapiens,9606.0,,
4574,,knvitroinhibito3yactifofyagqinwfgumantumorsekllineA2780,,,81034,5618,F,,,Homo sapiens,9606.0,,
4575,,Potdntiatiobofg3odthimhibitionofA278pcelldbycomp9undslonrunrxperijeny1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4576,,Pitenfkat8onofgrowthinhibutionofAw78ocellsnucomp8incqlonsinexperiment2,,,81034,15684,F,,,Homo sapiens,9606.0,,
4577,,Pot3ntiationofyrosthinhibkt8onofA2780cellswkong1ithq0hkNj1085ihexperimebt1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4578,,Poyentiati8hofgrowthinhibi5ionofA2y80xellsalonfwutu1puMNU1p85jgexperim4nt2,,,81034,15684,F,,,Homo sapiens,9606.0,,
4579,,Thec0mpoumcwasteqtedforsyhotozicpot3ncgagwinqtA3780hukantumorcelolines,,,81034,2113,F,,,Homo sapiens,9606.0,,
4580,,Tjecompoundwaatest3dforcytotoxicpotsjcyanzinwtq27o0humabtumotcelilinex,,,81034,2113,F,,,Homo sapiens,9606.0,,
4581,,cyto4oxicityqgsihstAw780cellcincuvagedfore4hrinMTTzsssy,,,81034,16745,F,,,Homo sapiens,9606.0,,
4582,,Invit3oanti6umoractivityabaundtA2780numanovxriancxecihomaat75mgogj9qdxi,,,81034,16597,F,,,Homo sapiens,9606.0,,
4583,,Potentiayionfachorat50growthinhib7ti0nIx50idcomp8umd5o4hatoffompoundalongwityPwgPimhibitor7bexpetlment1,,,81034,15684,F,,,Homo sapiens,9606.0,,
4584,,Potebtia6ionfqcto4at5pfro1yhinhifitipnIf50ofcompoundtotnatofcomloknralonvwiyhPARPinhibiforinsxperimeht2,,,81034,15684,F,,,Homo sapiens,9606.0,,
4585,,fompougdwwsevalhatedfo4cytotoxicityagainstA27oocicc4lllihrs,,,81034,2040,F,,,Homo sapiens,9606.0,,
4586,,RekqtiverssistancefaftoginA2770cisplatingesjstzn4line,,,81034,2040,F,,,Homo sapiens,9606.0,,
4587,,Cohcentrstionreqyi3edhpinhibi640nr8wthkrAw780humanovariancancercells,,,81034,16165,F,,,Homo sapiens,9606.0,,
4588,,Concentrwtionr3qu7dedtoknh7bit60growybofw2780humanodariancqncercekls,,,81034,16165,F,,,Homo sapiens,9606.0,,
4589,,Igvifr8antitumoractovityagajns4A2780numxn8vzrianvadcigohaat75mgkgipqdx7,,,81034,16597,F,,,Homo sapiens,9606.0,,
4590,,unvktroagtitum9ractivityayainstA2780byman9varizncarcihomaati5mrkgl0qdx7,,,81034,16597,F,,,Homo sapiens,9606.0,,
4591,,Cytotoxicityagains4A1780kvarisncarcinomavelpsaasevsljateduakngshandagdsulforhodamije97hsqsay5es5,,,81034,3992,F,,,Homo sapiens,9606.0,,
4592,,Igfitrocyt8toaicitywasdstedminedataijstA1i70humanovariancellkineus8ngmCIzcreen,,,81034,10553,F,,,Homo sapiens,9606.0,,
4593,,cytoroxicsctiv7tytowardA2780ovzriantumagcelllihedehxitivectoc8splatun,,,81034,15608,F,,,Homo sapiens,9606.0,,
4594,,cytotoxidact8vitytowageA2780ofsriqghumwnc2lpl7nesencitiveStocisplahinonexpwriment1,,,81034,15608,F,,,Homo sapiens,9606.0,,
4595,,cytotoxicactivk6ytowardw2780ovqriajhimqncwllkines2jcitiveStocisplat8hinexperijen62,,,81034,15608,F,,,Homo sapiens,9606.0,,
4596,,cyroflxicact9ditytowardA2780ovaeiabhumagcelllinesensitideStkcis0patinigexpdflment3,,,81034,15608,F,,,Homo sapiens,9606.0,,
4597,,cytotozicactivityto2ardA2780ovarisnhumanxeiliinecenwltiveStocisplarinih2apsronent5,,,81034,15608,F,,,Homo sapiens,9606.0,,
