Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,3800.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.2,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,7600.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.4,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,1900.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.1,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,UNDP/UNOPS Southeast Asia HIV and Development Programme,OAD Asia Programming,950.0,0,Uncoded: Pre-APP,D4100,VN,1,Not PBA,95000.0,1,0.95,1,0.05,0,OGM Asia Pacific,UNITED NATIONS,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Closed,A032909002,95000.0,B4100,4105,SEA Regional,0.0,0,1,0,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,1449.39,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,1393.65,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,120.7825,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,116.1375,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,120.7825,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,116.1375,0,Uncoded: Pre-APP,D4100,TH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,1449.39,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,1393.65,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,120.7825,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,116.1375,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,120.7825,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,116.1375,0,Uncoded: Pre-APP,D4100,TL,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,2898.78,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,2787.3,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,241.565,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,232.275,0,Uncoded: Pre-APP,D4100,LA,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,5797.56,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,5574.6,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,ID,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,5797.56,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,5574.6,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.6,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,483.13,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,464.55,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.05,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Estey Centre for Law and Economics in International Trade,OAD Asia Programming,966.26,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,SPECIALIZED INSTITUTE,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Canadian Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
2009/2010,Oxfam GB,OAD Asia Programming,929.1,0,Uncoded: Pre-APP,D4100,KH,1,Not PBA,232207.51,2,0.9499999809999999,1,0.1,0,OGM Asia Pacific,INTERNATIONAL NGO,South-Eastern Asia,OAI Indonesia and SEA Regional,Responsive,3,S4126,Foreign Non-Profit Making,Terminating,A032909003,232207.51,B4100,4105,SEA Regional,0.0,0,1,2,0,0,0,0
