Fiscal year,CIDA business delivery model (old),CountryRegion ID,Biodiversity (marker),Organisation name,Division ID,Programming process (new),Division name,Continent ID,Section ID,Project number,Trade development (marker),Branch name,Continent name,CountryRegion percent,Status,Maximum CIDA contribution (project-level),Branch ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,80,0,Information not available,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033662001,0,WGM Sub-Saharan Africa,Africa,0.0625,Closed,417370.81,B4200,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,200000.0,1.0,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Responsive,SN,0,Natural Resources Canada,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4233,A033675001,0,WGM Sub-Saharan Africa,Africa,1.0,Operational,6146925.0,B4200,Senegal Program,0,4238,Senegal,6146925.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,SN,0,Natural Resources Canada,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4233,A033675001,0,WGM Sub-Saharan Africa,Africa,1.0,Operational,6146925.0,B4200,Senegal Program,0,4238,Senegal,6146925.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,SN,0,Natural Resources Canada,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4233,A033675001,0,WGM Sub-Saharan Africa,Africa,1.0,Operational,6146925.0,B4200,Senegal Program,0,4238,Senegal,6146925.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,SN,0,Natural Resources Canada,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4233,A033675001,0,WGM Sub-Saharan Africa,Africa,1.0,Operational,6146925.0,B4200,Senegal Program,0,4238,Senegal,6146925.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,SN,0,Natural Resources Canada,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4233,A033675001,0,WGM Sub-Saharan Africa,Africa,1.0,Operational,6146925.0,B4200,Senegal Program,0,4238,Senegal,6146925.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,HN,0,UNICEF - United Nations Children's Fund,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033692001,0,NGM Americas,America,1.0,Operational,14931544.0,B4400,Central Americas Section,0,4408,Honduras,14931544.0,0.0,0.0,0,1,Not PBA,0,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Department of Foreign Affairs and International Trade,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,BJ,0,Groupe-conseil Interalia S.E.N.C.,D4207,Uncoded: Pre-APP,WWD West & Central Africa,2,S4249,A033696001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,170101.58,B4200,Gulf of Guinea Program,0,4251,Benin,170101.58,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Directive,HN,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Department of Foreign Affairs and International Trade,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Directive,HN,0,Information not available,D4400,Uncoded: Pre-APP,NDD Americas Programming,1,S4403,A033728001,0,NGM Americas,America,1.0,Operational,210000.0,B4400,Central Americas Section,0,4408,Honduras,210000.0,0.15,0.0,0,1,Not PBA,0,0,0,0,0
2009/2010,Core Funding,TZ,0,Department of Foreign Affairs and International Trade,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Government of Tanzania - Ministry of Justice and Constitutional,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Information not available,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Department of Foreign Affairs and International Trade,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Government of Tanzania - Ministry of Justice and Constitutional,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Information not available,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Department of Foreign Affairs and International Trade,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Government of Tanzania - Ministry of Justice and Constitutional,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Information not available,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033729001,0,WGM Sub-Saharan Africa,Africa,1.0,Terminating,19998373.08,B4200,Tanzania Program,0,4224,Tanzania,19998373.08,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Department of Foreign Affairs and International Trade,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,All Continent Transport Ltd.,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Government of Tanzania -PO-PSM President's Office - Public Service,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Information not available,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Department of Foreign Affairs and International Trade,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,All Continent Transport Ltd.,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Government of Tanzania -PO-PSM President's Office - Public Service,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Core Funding,TZ,0,Information not available,D4270,Uncoded: Pre-APP,WED Southern & Eastern Africa,2,S4219,A033730001,0,WGM Sub-Saharan Africa,Africa,1.0,Closed,19734184.41,B4200,Tanzania Program,0,4224,Tanzania,19734184.41,0.0,0.0,0,1,Pooled funding,0,0,0,0,1
2009/2010,Responsive,BF,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.055,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BF,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.055,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BF,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.055,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BF,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.055,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BF,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.055,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BO,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.04,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BO,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.04,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BO,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.04,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BO,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.04,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BO,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.04,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BW,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BW,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BW,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BW,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,BW,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,CU,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,CU,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,CU,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,CU,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,CU,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,1,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,America,0.005,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
2009/2010,Responsive,GH,0,Federation of Canadian Municipalities,D6214,Uncoded: Pre-APP,KGD Sustainable Economic Growth Partner.,2,S6219,A033735PRG,0,KFM Partnership for Develop. Innovation,Africa,0.075,Closed,10500000.0,B6100,Public Institutions & Elections,0,6219,Public Institutions & Elections,10500000.0,1.0,0.0,0,1,Not PBA,1,0,0,0,1
