assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
3411,,,BAO90o0249,,1,Aufockration,,104698,,,11952,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,B,,,
3412,,,BAO0000o29,,1,Au4ocura4ion,,12020,,,14145,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,F,,Rattus norvegicus,10116.0
3413,,,BAi9000357,,1,Espert,,144,,,17066,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3414,,,BAOp900223,,1,Ajtocurat9on,,104714,,,6398,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,B,,,
3415,,,BzO00000w9,,1,Autocidation,,22226,,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,
3416,,,BAl0000018,,1,Autoxu4ation,,104714,,,511,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,F,,,
3417,,,BqO0009223,,1,Autofuratoon,,104714,,,4639,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3418,,,BAl000022e,,1,Autockra6ion,,104714,,,4639,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3419,,,vAO0000018,,1,A8tocuratoon,,104714,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,F,,Cavia porcellus,10141.0
3420,,,BAO0900010,,1,Autosuratjon,,104714,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,Cavia porcellus,10141.0
3421,,,BAO000091p,,1,qitocuration,,104714,,,4639,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,F,,Cavia porcellus,10141.0
3422,,,BAO00p022e,,1,Aut0cyration,,104714,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3423,,,BzO00000w9,,1,Au6ocuratioj,,104714,,,268,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,F,,,
3424,,,BzO00002q3,,1,wjtocuration,,104714,,,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,B,,,
3425,,,BAO0909019,,1,Autlsuration,,104714,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,F,,,
3426,,,BA89000019,,1,Aut8curat8on,,104714,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,F,,,
3427,,,BwO000001o,,1,sutocurwtion,,104714,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,F,,,
3428,,,fAk0000223,,1,Aktocyration,,104714,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,B,,,
3429,,,BAO00009q9,,1,Autocu4at8on,,104714,,,5067,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,F,,,
3430,,,BwO0009019,,1,Autoc75ation,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,F,,,
3431,,,BqO000p019,,1,Autocutayion,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,F,,,
3432,,,BAO0oo0223,,1,Autocurat7kn,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,B,,,
3433,,,vAO0000e23,,1,wutocurwtion,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,B,,,
3434,,,BA80000029,,1,Autocudstion,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,F,,,
3435,,,hAO00002q3,,1,Auglcuration,,104714,,,5067,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,B,,,
3436,,,BAO00001q3,,1,Autoc7rat9on,,104714,,,5067,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3437,,,BAOo00021p,,1,Autocygation,,104714,,,14331,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,B,,,
3438,,,BA8000o223,,1,Autocu3at8on,,104714,,,5067,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,B,,,
3439,,,vA90000219,mG10815,1,Auyocyration,,104714,834.0,,6179,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,B,,,
3440,,,BAO00p9019,,1,Autoc7rqtion,,104714,,,4265,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,B,,,
3441,,,BAO0900q19,Ny10815,1,qutocurat9on,,104714,783.0,,4265,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,B,,,
3442,,,nA90000223,,1,w8tocuration,,104714,,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,
3443,,,gAl0000223,,1,Ahtocurat9on,,104714,,,17358,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,B,,,
3444,Invit5o,,BwO0p00219,,1,Aytoc6ration,,104714,,,13628,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,B,,,
3445,,,BAO90p0223,,1,A6toc7ration,,104714,,,4612,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,
3446,,,BAO0p00010,,1,qutocurat7on,,104714,,,17358,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,F,,,
3447,,,BAOo000029,,1,Autoxurwtion,,104714,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,F,,Cavia porcellus,10141.0
3448,,,BAk0000p19,,1,A8tocuratlon,,104714,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,F,,Cavia porcellus,10141.0
3449,,,BAO00o0919,,1,Autoc6rati8n,,104714,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,F,,Cavia porcellus,10141.0
3450,,,BAO000091p,,1,Autocurxtikn,,104714,,,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,F,,Cavia porcellus,10141.0
3451,,,BAO9o00223,,1,Autoduratikn,,104714,,,511,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,B,,,
3452,,,BAp0p00223,,1,Autocuea6ion,,104714,,,1479,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3453,,,BAO0000e13,,1,Autocura6ioh,,104714,,,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,B,,,
3454,,,BAOp00o223,,1,Autoc6ratlon,,104714,,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,B,,,
3455,,,BwO0090223,,1,zutocurati9n,,104714,,,12146,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,B,,,
3456,,,BA90o00223,,1,sutocuratioh,,104714,,,13969,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,B,,,
3457,,,BAOpp00357,,1,Exp4rt,,108,,,13392,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,
3458,,,BAO000922w,,1,Autodhration,,104698,,,13392,Binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3459,,,BAOp900357,,1,Ajtocu4ation,,144,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,B,,,
3460,,,BAO00p0r57,,1,Autocu3atikn,,144,,,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3461,,,BAOp0003t7,,1,Autocu3atikn,,144,,,16655,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,,,
3462,,,BwO0000224,,1,Aktocurahion,,104714,,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,
3463,,,BAOp0o0223,,1,Ajtocurstion,,104714,,,13021,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,B,,,
3464,,,vAO9000223,,1,Autocjratlon,,104714,,,13020,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,B,,,
3465,,,BzO00000q9,,1,Autpcurati0n,,144,,,10321,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,B,,,
3466,,,gAOp000357,,1,Autocurwtipn,,144,,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3467,,,BAO9090357,,1,z8tocuration,,144,,,15818,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,B,,,
3468,,,gAO000o357,,1,Autocirafion,,144,,,17358,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,B,,,
3469,,,BxO0900357,,1,Auroc6ration,,144,,,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,,,
3470,,,nAO00p0019,,1,Autoc6ratiob,,144,,,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,
3471,,,BAip000357,,1,Autoduratioj,,144,,,16117,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,B,,,
3472,,,BAO000pr57,,1,Auticuratikn,,144,,,17200,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,B,,,
3473,,,BAO0o00029,,1,wutocugation,,144,,,17358,Tested for 5-hydroxytryptamine 3 receptor agonist activity,F,,,
3474,,,BAO009p357,,1,sutofuration,,144,,,16700,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,B,,,
3475,,,BAO9000018,,1,Autocurqtiom,,144,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,B,,,
3476,,,BAO0pp0019,,1,Autlcu4ation,,144,,,1980,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,B,,,
3477,,,BqO000o223,,1,Autockrat9on,,104714,,,12409,Binding affinity against the 5-hydroxytryptamine 3 receptor,B,,,
3478,,,BAOp0o0357,,1,Autocuratlob,,144,,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,
3479,,,BsO0000018,,1,Ajtocuratipn,,144,,,4365,Percent efficacy against 5-hydroxytryptamine 3A receptor,F,,,
3480,,,BAOpo00357,,1,Autocurqt9on,,144,,,4365,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,
3481,,,BAO00092q9,Oocy5es,1,Ecpert,,12020,,,6769,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,F,,Rattus norvegicus,10116.0
3482,,,BAO0000wq9,iocytes,1,Edpert,,12020,,,6769,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,F,,Rattus norvegicus,10116.0
3483,,,BA99000219,Oocyres,1,Exprrt,,12020,,,6769,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,F,,Rattus norvegicus,10116.0
3484,,,vAO0000211,,1,In6ermediaye,,20033,,,809,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,F,,Cavia porcellus,10141.0
3485,,,BzO00002q1,,1,Intetmediste,,20033,,,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,F,,Cavia porcellus,10141.0
3486,,,BqO00000w9,,1,Inte4mexiate,,20033,,,14290,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,F,,Cavia porcellus,10141.0
3487,,,BzO0009221,,1,Ijtermediwte,,20033,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,B,,Cavia porcellus,10141.0
3488,,,BxO0o00357,,1,Intetmed7ate,,20033,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,B,,Cavia porcellus,10141.0
3489,,,BAOp00022w,,1,Interhed7ate,,20033,,,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,B,,Cavia porcellus,10141.0
3490,,,BAO00902e1,,1,qutocurxtion,,10209,,,17386,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,B,,,
3491,,,BAOo000e57,,1,Auhocura6ion,,10209,,,3269,Affinity against 5-hydroxytryptamine 7 receptor,B,,,
3492,,,BsO9000224,,1,A6toc7ration,,104841,,,7721,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,Cavia porcellus,10141.0
3493,,,gAO0090224,,1,sutocura4ion,,104841,,,7721,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,Cavia porcellus,10141.0
3494,,,BAO0o002q1,,1,Autkcura4ion,,104841,,,9117,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,B,,Cavia porcellus,10141.0
3495,,,BAO0990224,,1,A7tocuratioj,,104841,,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,Cavia porcellus,10141.0
3496,,,BAO09o0224,,1,Aitoc6ration,,104841,,,7721,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,Cavia porcellus,10141.0
3497,,,hAO00o0019,,1,Autocurxt9on,,104841,,,15796,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,Cavia porcellus,10141.0
3498,,,hA80000019,,1,Au5ociration,,104841,,,15796,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,Cavia porcellus,10141.0
3499,,,BzO0p00219,,1,dxpert,,168,,,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,B,,Homo sapiens,9606.0
3500,,,BwO9000219,,1,Exp4rt,,168,,,15650,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,B,,Homo sapiens,9606.0
3501,,,BxO00000w9,,1,Autockrayion,,104841,,,6866,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",F,,Homo sapiens,9606.0
3502,,,BAO000o21o,,1,Edpert,,168,,,15650,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",F,,Homo sapiens,9606.0
3503,,,BAO00000w8,,1,Aitocu5ation,,22226,,,10063,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,B,,Mus musculus,10090.0
3504,,,BAO00090w9,,1,Aufockration,,22226,,,12665,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,B,,Mus musculus,10090.0
3505,,,BxO000p019,,1,Autosura5ion,,104705,,,7504,5-hydroxytryptamine receptor binding affinity was determined in rats,B,,,
3506,,,BAO0p00234,,1,Aurovuration,,104705,,,7504,Binding affinity at rat 5-hydroxytryptamine receptor.,B,,,
3507,,,BAO000091i,,1,Autoc8ratikn,,104705,,,7038,Affinity against 5-hydroxytryptamine receptors in rat fundus model,B,,,
3508,,,BA8000o224,,1,Autocura49on,,104705,,,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,B,,,
3509,,,vAOo000224,,1,Ajtocurarion,,104705,,,7626,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,B,,,
3510,,,BwO00000w9,,1,Autocurayiob,,104705,,,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,F,,,
3511,,,BA8000001i,,1,qutocurqtion,,104705,,,7185,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,F,,,
3512,,,BAOo000010,,1,Autocu5ahion,,104705,,,7185,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,
3513,,,BAk0000q24,,1,Autockratiob,,104705,,,6960,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,B,,,
3514,,,BqOp000224,,1,sutkcuration,,104705,,,6960,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",B,,,
3515,,,BA9000p221,,1,Autocurw4ion,,10576,,,12416,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,,
3516,,,BAO0090e57,,1,Expeet,,12198,,,15753,Binding affinity for rat 5-hydroxytryptamine transporter.,B,,,
3517,,,BAk0009019,,1,Autocueati9n,,104705,,,8062,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,B,,,
3518,,,BzO0000o19,,1,sutocuratikn,,104705,,,9036,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,B,,Rattus norvegicus,10116.0
3519,,,gAO0p00224,,1,Autlcurztion,,104705,,,15067,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,B,,Rattus norvegicus,10116.0
3520,,,BzO00000w9,,1,3xpert,,12198,,,15753,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,F,,Rattus norvegicus,10116.0
3521,,,vAO0009221,,1,Experh,,12198,,,15753,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,F,,Rattus norvegicus,10116.0
3522,,,hAOp000019,,1,Autoc6rxtion,,104705,,,15295,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,B,,Rattus norvegicus,10116.0
3523,,,BAk000022t,,1,Autocudagion,,104705,,,6347,Percent binding affinity against 5-hydroxytryptamine receptor,B,,Rattus norvegicus,10116.0
