Fiscal year,Section ID,CountryRegion name,Organisation name,Knowledge for development (marker),Trade development (marker),Organisation class,CountryRegion percent,Youth issues (marker),Continent ID,Bilateral aid (international marker),CFLI (marker),Branch name,Regional program (marker),Urban issues (marker),PBA type,Desertification (marker),Maximum CIDA contribution (project-level),Children issues (marker),Division ID,Continent name,Status,Project number,CIDA business delivery model (old),Division name,Project Browser country ID,Branch ID,Sector percent,Participatory development and good governance,Organisation type,Disability issues (marker),Gender equality (marker),Section name,Biodiversity (marker),Programming process (new),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,JM,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,JM,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,JM,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,KN,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,KN,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,KN,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,LC,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,LC,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,LC,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,MS,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,MS,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,MS,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TC,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TC,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TC,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TT,B4400,0.8,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TT,B4400,0.15,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4429,Caribbean,Colleges and Institutes Canada,0,1,Civil Society,0.0667,1,1,1,0,NGM Americas,1,0,Not PBA,0,428434.0,0,D4400,America,Closed,A033983PRE,Responsive,NDD Americas Programming,TT,B4400,0.05,0,Canadian Non-Profit Making,0,2,Caricom - Adm,0,Uncoded: Pre-APP,4434,Caribbean Region,428434.0,0.95,0.0,1,0,0
2009/2010,S4232,Sudan,Plan International Canada Inc. (Plan Canada),0,1,Civil Society,0.52,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4055810.56,1,D4270,Africa,Closed,A033984001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.6,1,Canadian Non-Profit Making,0,1,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,4055810.56,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,Plan International Canada Inc. (Plan Canada),0,1,Civil Society,0.52,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4055810.56,1,D4270,Africa,Closed,A033984001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.4,1,Canadian Non-Profit Making,0,1,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,4055810.56,1.0,0.0,0,0,0
2009/2010,S4232,South Sudan,Plan International Canada Inc. (Plan Canada),0,1,Civil Society,0.48,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4055810.56,1,D4270,Africa,Closed,A033984001,Responsive,WED Southern & Eastern Africa,SS,B4200,0.6,1,Canadian Non-Profit Making,0,1,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,4055810.56,1.0,0.0,0,0,0
2009/2010,S4232,South Sudan,Plan International Canada Inc. (Plan Canada),0,1,Civil Society,0.48,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4055810.56,1,D4270,Africa,Closed,A033984001,Responsive,WED Southern & Eastern Africa,SS,B4200,0.4,1,Canadian Non-Profit Making,0,1,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,4055810.56,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.1,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.3,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.3,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.3,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.3,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.05,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.05,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.05,0,Canadian Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Ministry of Finance (Tanzania) Government of Tanzania,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Sectoral budget support,0,165539827.0,1,D4270,Africa,Operational,A033985001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.05,0,Foreign Non-Profit Making,0,1,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,165539827.0,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",World Bank,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,General budget support,0,20000000.0,1,D4270,Africa,Closed,A033986001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.33,0,Foreign Non-Profit Making,0,0,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,20000000.0,0.33,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",World Bank,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,General budget support,0,20000000.0,1,D4270,Africa,Closed,A033986001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.15,0,Foreign Non-Profit Making,0,0,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,20000000.0,0.33,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",World Bank,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,General budget support,0,20000000.0,1,D4270,Africa,Closed,A033986001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.066,0,Foreign Non-Profit Making,0,0,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,20000000.0,0.33,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",World Bank,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,General budget support,0,20000000.0,1,D4270,Africa,Closed,A033986001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.106,0,Foreign Non-Profit Making,0,0,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,20000000.0,0.33,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",World Bank,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,General budget support,0,20000000.0,1,D4270,Africa,Closed,A033986001,Responsive,WED Southern & Eastern Africa,TZ,B4200,0.348,0,Foreign Non-Profit Making,0,0,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,20000000.0,0.33,0.0,0,0,0
2009/2010,S4232,Sudan,Int'l Organization for Migration,0,0,Multilateral,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,3000000.0,0,D4270,Africa,Closed,A033987001,Responsive,WED Southern & Eastern Africa,SD,B4200,1.0,0,Foreign Non-Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,3000000.0,0.0,0.0,0,0,0
2009/2010,S4232,Sudan,UNDP - United Nations Development Programme,0,0,Multilateral,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4500000.0,0,D4270,Africa,Terminating,A033992001,Responsive,WED Southern & Eastern Africa,SD,B4200,1.0,2,Foreign Non-Profit Making,0,2,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,4500000.0,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,International Foundation for Electoral Systems,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,136919.72,0,D4270,Africa,Closed,A033992PRE,Directive,WED Southern & Eastern Africa,SD,B4200,1.0,0,Foreign Non-Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,0.0,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,136919.72,0,D4270,Africa,Closed,A033992PRE,Directive,WED Southern & Eastern Africa,SD,B4200,1.0,0,Foreign Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,0.0,1.0,0.0,0,0,0
2009/2010,S4141,Afghanistan,Turquoise Mountain Trust,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,1,Not PBA,0,7702881.97,0,D4100,Asia,Closed,A033997001,Responsive,OAD Asia Programming,AF,B4100,0.65,0,Foreign Profit Making,0,0,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4125,Afghanistan,7702881.97,1.0,0.0,0,0,0
2009/2010,S4141,Afghanistan,Turquoise Mountain Trust,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,1,Not PBA,0,7702881.97,0,D4100,Asia,Closed,A033997001,Responsive,OAD Asia Programming,AF,B4100,0.35,0,Foreign Profit Making,0,0,"OAA Afghanistan, Pakistan and Sri Lanka",0,Uncoded: Pre-APP,4125,Afghanistan,7702881.97,1.0,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.15,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.3,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.35,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.05,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.05,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4219,"Tanzania,Un Rep",Policy Forum,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Other PBA,0,825000.0,0,D4270,Africa,Terminating,A034001001,Directive,WED Southern & Eastern Africa,TZ,B4200,0.1,1,Foreign Non-Profit Making,0,2,Tanzania Program,0,Uncoded: Pre-APP,4224,Tanzania,825000.0,0.8,0.0,0,0,0
2009/2010,S4126,Indonesia,World Bank,0,0,Multilateral,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,5950000.0,0,D4100,Asia,Terminating,A034002001,Responsive,OAD Asia Programming,ID,B4100,1.0,2,Foreign Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4127,Indonesia,5950000.0,1.0,0.0,1,0,0
2009/2010,S4249,Niger,UNFPA - United Nations Population Fund,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1200000.0,1,D4207,Africa,Terminating,A034003001,Responsive,WWD West & Central Africa,NE,B4200,0.8,0,Foreign Non-Profit Making,0,2,Gulf of Guinea Program,0,Uncoded: Pre-APP,4213,Niger,1200000.0,1.0,0.0,0,0,0
2009/2010,S4249,Niger,UNFPA - United Nations Population Fund,0,0,Multilateral,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1200000.0,1,D4207,Africa,Terminating,A034003001,Responsive,WWD West & Central Africa,NE,B4200,0.2,0,Foreign Non-Profit Making,0,2,Gulf of Guinea Program,0,Uncoded: Pre-APP,4213,Niger,1200000.0,1.0,0.0,0,0,0
2009/2010,S4449,Haiti,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,1,1,0,NGM Americas,0,0,Not PBA,0,493521.93,0,D4400,America,Closed,A034007001,Directive,NDD Americas Programming,HT,B4400,1.0,1,Canadian Non-Profit Making,0,2,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,493521.93,1.0,0.0,0,0,0
2009/2010,S4449,Haiti,Information not available,0,0,Individual,1.0,1,1,1,0,NGM Americas,0,0,Not PBA,0,493521.93,0,D4400,America,Closed,A034007001,Directive,NDD Americas Programming,HT,B4400,1.0,1,Canadian Profit Making,0,2,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,493521.93,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Canadian Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Foreign Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Canadian Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.4,1,Foreign Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.2,1,Canadian Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S4413,Bolivia,Ingenieros y Arquitectos Asociados La Paz Ltd.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,437113.15,0,D4400,America,Operational,A034014PRE,Directive,NDD Americas Programming,BO,B4400,0.2,1,Foreign Non-Profit Making,0,3,South America,0,Uncoded: Pre-APP,4416,Bolivia,437113.15,1.0,0.0,0,0,0
2009/2010,S6219,Ethiopia,Justice Education Society of British Columbia,0,0,Civil Society,0.34,0,2,1,0,KFM Partnership for Develop. Innovation,0,0,Not PBA,0,4669980.0,0,D6214,Africa,Closed,A034016001,Responsive,KGD Sustainable Economic Growth Partner.,ET,B6100,1.0,2,Canadian Non-Profit Making,0,0,Public Institutions & Elections,0,Uncoded: Pre-APP,6219,Public Institutions & Elections,4669980.0,1.0,0.0,0,0,0
2009/2010,S6219,Guatemala,Justice Education Society of British Columbia,0,0,Civil Society,0.22,0,1,1,0,KFM Partnership for Develop. Innovation,0,0,Not PBA,0,4669980.0,0,D6214,America,Closed,A034016001,Responsive,KGD Sustainable Economic Growth Partner.,GT,B6100,1.0,2,Canadian Non-Profit Making,0,0,Public Institutions & Elections,0,Uncoded: Pre-APP,6219,Public Institutions & Elections,4669980.0,1.0,0.0,0,0,0
