description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,Intermediate,,478.0,9606.0,,,6930,CHEMBL877598,,1,1,,BAO_0000219,,Homo sapiens,16112,81034,F,N,A2780,,
Cytotoxic activity against A2780 human ovarian carcinoma cell line,Expert,,478.0,9606.0,,,6931,CHEMBL621781,,1,1,,BAO_0000219,,Homo sapiens,16597,81034,F,N,A2780,,
Cytotoxicity against human cancer cell lines A2780 (ovarian),Intermediate,,478.0,9606.0,,,6932,CHEMBL621782,,1,1,,BAO_0000219,,Homo sapiens,16378,81034,F,N,A2780,,
Growth and colony formation inhibition of A2780 ovarian cancer cell lines,Expert,,478.0,9606.0,,,6933,CHEMBL621783,,1,1,,BAO_0000219,,Homo sapiens,16085,81034,F,N,A2780,,
Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,Intermediate,,478.0,9606.0,,,6934,CHEMBL621784,,1,1,,BAO_0000219,,Homo sapiens,16317,81034,F,N,A2780,,
The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),Intermediate,,478.0,9606.0,,,6935,CHEMBL621785,,1,1,,BAO_0000219,,Homo sapiens,15748,81034,F,N,A2780,,
Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,Expert,,478.0,9606.0,,,6936,CHEMBL621968,,1,1,,BAO_0000219,,Homo sapiens,16597,81034,F,N,A2780,,
Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,Expert,,478.0,9606.0,,,6937,CHEMBL621969,,1,1,,BAO_0000219,,Homo sapiens,16597,81034,F,N,A2780,,
Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,Expert,,478.0,9606.0,,,6938,CHEMBL621970,,1,1,,BAO_0000219,,Homo sapiens,16597,81034,F,N,A2780,,
cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,Intermediate,,478.0,9606.0,,,6939,CHEMBL621971,,1,1,,BAO_0000219,,Homo sapiens,15608,81034,F,N,A2780,,
cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,Intermediate,,478.0,9606.0,,,6940,CHEMBL621972,,1,1,,BAO_0000219,,Homo sapiens,15608,81034,F,N,A2780,,
cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,Intermediate,,478.0,9606.0,,,6941,CHEMBL884108,,1,1,,BAO_0000219,,Homo sapiens,15608,81034,F,N,A2780,,
Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,Autocuration,,,10029.0,,,6942,CHEMBL623826,,0,1,,BAO_0000019,,Cricetulus griseus,15296,22224,F,U,,,
Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,Autocuration,,185.0,10029.0,,,6943,CHEMBL623827,,0,1,,BAO_0000219,,Cricetulus griseus,10251,22224,A,U,CHO-AA8,,
Evaluated for growth inhibition of AA8 cells under aerobic conditions,Autocuration,,185.0,10029.0,,,6944,CHEMBL623828,,0,1,,BAO_0000219,,Cricetulus griseus,10251,22224,F,U,CHO-AA8,,
Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,Autocuration,,185.0,10029.0,,,6945,CHEMBL623829,,0,1,,BAO_0000219,,Cricetulus griseus,10251,22224,F,U,CHO-AA8,,
Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),Autocuration,,185.0,10029.0,,,6946,CHEMBL623830,,0,1,,BAO_0000219,,Cricetulus griseus,10251,22224,F,U,CHO-AA8,,
Growth inhibition against CHO-derived cell line AA8,Autocuration,,,10029.0,,,6947,CHEMBL623831,,0,1,,BAO_0000019,,Cricetulus griseus,11858,22224,F,U,,,
Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],Autocuration,,185.0,10029.0,,,6948,CHEMBL623832,,0,1,,BAO_0000219,,Cricetulus griseus,11858,22224,F,U,CHO-AA8,,
Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,Expert,,185.0,36483.0,,,6949,CHEMBL623833,,1,1,,BAO_0000219,,hampster,11616,80089,F,N,CHO-AA8,,
Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,Expert,,185.0,10029.0,,,6950,CHEMBL623834,,1,1,,BAO_0000219,,Cricetulus griseus,11616,80089,F,N,CHO-AA8,,
Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,Autocuration,,185.0,10029.0,,,6951,CHEMBL623835,,0,1,,BAO_0000219,,Cricetulus griseus,10518,22224,F,U,CHO-AA8,,
Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,Autocuration,,185.0,10029.0,,,6952,CHEMBL623836,,0,1,,BAO_0000219,,Cricetulus griseus,11396,22224,F,U,CHO-AA8,,
IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,Autocuration,,185.0,10029.0,,,6953,CHEMBL623837,,0,1,,BAO_0000219,,Cricetulus griseus,10518,22224,F,U,CHO-AA8,,
In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,Expert,,185.0,10029.0,,,6954,CHEMBL623838,,1,1,,BAO_0000219,,Cricetulus griseus,11616,80089,F,N,CHO-AA8,,
compound was evaluated for association constant (Ka) of isolated serum protein AAG,Autocuration,,,,,,6955,CHEMBL623839,,8,1,,BAO_0000019,,,14837,12675,F,H,,,
Number of binding sites (n) of isolated serum protein AAG,Autocuration,,,,,,6956,CHEMBL623840,,8,1,,BAO_0000019,,,14837,12675,F,H,,,
Association constant for binding to AATT duplex,Intermediate,,,,,,6957,CHEMBL623841,,3,1,,BAO_0000225,,,16037,22222,B,M,,,
Inhibition of ABAE human fibroblast cell proliferation,Expert,,416.0,9606.0,,,6958,CHEMBL623842,,1,1,,BAO_0000219,,Homo sapiens,16597,100090,F,N,ABAE,,
"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",Intermediate,,1064.0,10090.0,,,6959,CHEMBL623843,,1,1,,BAO_0000218,,Mus musculus,8831,80668,F,N,AC755,,
Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,Expert,,,9986.0,,,6960,CHEMBL618669,,9,1,,BAO_0000218,,Oryctolagus cuniculus,13419,102444,F,D,,,
Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,Expert,,,9986.0,,,6961,CHEMBL618670,,9,1,,BAO_0000218,In vivo,Oryctolagus cuniculus,13419,102444,F,D,,,
Inhibitory activity against angiotensin-converting enzyme (ACE).,Autocuration,,,,,,6962,CHEMBL618671,,8,1,,BAO_0000357,,,15778,69,B,H,,,
oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,Autocuration,,,,,,6963,CHEMBL618672,,8,1,,BAO_0000357,,,15778,69,B,H,,,
Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,Intermediate,,978.0,9606.0,,,6964,CHEMBL618673,,1,1,,BAO_0000219,,Homo sapiens,12988,80669,F,N,ACH-2 cell line,,
Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),Intermediate,,978.0,9606.0,,,6965,CHEMBL618674,,1,1,,BAO_0000219,,Homo sapiens,12988,80669,F,N,ACH-2 cell line,,
Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,Autocuration,,998.0,11676.0,,,6966,CHEMBL618675,,0,1,,BAO_0000219,,Human immunodeficiency virus 1,12988,22224,F,U,T cell line,,
Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),Autocuration,,998.0,11676.0,,,6967,CHEMBL618676,,0,1,,BAO_0000219,,Human immunodeficiency virus 1,12988,22224,F,U,T cell line,,
Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),Autocuration,,998.0,11676.0,,,6968,CHEMBL618677,,0,1,,BAO_0000219,,Human immunodeficiency virus 1,12988,22224,F,U,T cell line,,
Inhibition of growth of renal cancer ACHN cell line,Intermediate,,626.0,9606.0,,,6969,CHEMBL618678,,1,1,,BAO_0000219,,Homo sapiens,11843,80025,F,N,ACHN,,
Inhibition of growth of ACHN renal cancer cell line,Intermediate,,626.0,9606.0,,,6970,CHEMBL618679,,1,1,,BAO_0000219,,Homo sapiens,16939,80025,F,N,ACHN,,
Inhibitory concentration required against ACHN renal cancer cell line,Intermediate,,626.0,9606.0,,,6971,CHEMBL618680,,1,1,,BAO_0000219,,Homo sapiens,4782,80025,F,N,ACHN,,
Concentration required to inhibit growth of human renal (ACHN) cell line,Expert,,626.0,9606.0,,,6972,CHEMBL618681,,1,1,,BAO_0000219,,Homo sapiens,6310,80025,F,N,ACHN,,
Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,Intermediate,,626.0,9606.0,,,6973,CHEMBL618682,,1,1,,BAO_0000219,,Homo sapiens,6310,80025,F,N,ACHN,,
Cytotoxic activity against ACHN Renal cancer cell line,Intermediate,,626.0,9606.0,,,6974,CHEMBL618683,,1,1,,BAO_0000219,,Homo sapiens,12858,80025,F,N,ACHN,,
Cytotoxicity evaluation against ACHN renal cancer cells,Intermediate,,626.0,9606.0,,,6975,CHEMBL618684,,1,1,,BAO_0000219,,Homo sapiens,17380,80025,F,N,ACHN,,
In vitro antitumor activity against human renal ACHN cell line,Intermediate,,626.0,9606.0,,,6976,CHEMBL618685,,1,1,,BAO_0000219,,Homo sapiens,5858,80025,F,N,ACHN,,
In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,Intermediate,,626.0,9606.0,,,6977,CHEMBL876499,,1,1,,BAO_0000219,,Homo sapiens,3838,80025,F,N,ACHN,,
In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,Intermediate,,626.0,9606.0,,,6978,CHEMBL618686,,1,1,,BAO_0000219,,Homo sapiens,3838,80025,F,N,ACHN,,
"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",Intermediate,,626.0,9606.0,,,6979,CHEMBL618687,,1,1,,BAO_0000219,,Homo sapiens,5406,80025,F,N,ACHN,,
The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,Intermediate,,626.0,9606.0,,,6980,CHEMBL618688,,1,1,,BAO_0000219,,Homo sapiens,4071,80025,F,N,ACHN,,
Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,Expert,,626.0,9606.0,,,6981,CHEMBL618689,,1,1,,BAO_0000219,,Homo sapiens,4071,80025,F,N,ACHN,,
The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,Intermediate,,626.0,9606.0,,,6982,CHEMBL618690,,1,1,,BAO_0000219,,Homo sapiens,4071,80025,F,N,ACHN,,
Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,Intermediate,,626.0,9606.0,,,6983,CHEMBL618691,,1,1,,BAO_0000219,,Homo sapiens,15002,80025,F,N,ACHN,,
Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),Intermediate,,626.0,9606.0,,,6984,CHEMBL619373,,1,1,,BAO_0000219,,Homo sapiens,14769,80025,F,N,ACHN,,
"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",Intermediate,,626.0,9606.0,,,6985,CHEMBL884008,,1,1,,BAO_0000219,,Homo sapiens,13958,80025,F,N,ACHN,,
Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,Intermediate,,626.0,9606.0,,,6986,CHEMBL619374,,1,1,,BAO_0000219,,Homo sapiens,1665,80025,F,N,ACHN,,
Compound was tested for the growth inhibition of ACHN renal tumor cell line,Intermediate,,626.0,9606.0,,,6987,CHEMBL619375,,1,1,,BAO_0000219,,Homo sapiens,15354,80025,F,N,ACHN,,
Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,Intermediate,,626.0,9606.0,,,6988,CHEMBL619376,,1,1,,BAO_0000219,,Homo sapiens,15354,80025,F,N,ACHN,,
In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,Intermediate,,626.0,9606.0,,,6989,CHEMBL619377,,1,1,,BAO_0000219,,Homo sapiens,13978,80025,F,N,ACHN,,
In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,Intermediate,,626.0,9606.0,,,6990,CHEMBL619378,,1,1,,BAO_0000219,,Homo sapiens,6798,80025,F,N,ACHN,,
Tmax value after administration of 4 mg/Kg oral dose in dog,Intermediate,,,9615.0,,,6991,CHEMBL872527,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,2959,50588,A,N,,,
"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",Intermediate,,,9615.0,,,6992,CHEMBL876500,,1,1,,BAO_0000218,,Canis lupus familiaris,9932,50588,A,N,,,
Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,Intermediate,,,9615.0,,,6993,CHEMBL619379,,1,1,,BAO_0000218,,Canis lupus familiaris,5546,50588,A,N,,,
Volume distribution after 15 mg/kg iv dose in Dogs,Intermediate,,,9615.0,,,6994,CHEMBL619538,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Volume distribution after 30 mg/kg po dose in Dogs,Intermediate,,,9615.0,,,6995,CHEMBL619539,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16907,50588,A,N,,,
Volume of distribution was determined in dog after a 3 mg/kg of iv dose,Intermediate,,,9615.0,,,6996,CHEMBL619540,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4257,50588,A,N,,,
Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,Intermediate,,,9615.0,,,6997,CHEMBL619541,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4305,50588,A,N,,,
Volume of distribution was evaluated in dog,Intermediate,,,9615.0,,,6998,CHEMBL619542,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5472,50588,A,N,,,
Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,Intermediate,,,9615.0,,,6999,CHEMBL619543,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6062,50588,A,N,,,
Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,Expert,,,9615.0,,,7000,CHEMBL619544,,1,1,,BAO_0000218,,Canis lupus familiaris,3598,50588,A,N,,,
The compound was tested for volume of distribution in dog,Intermediate,,,9615.0,,,7001,CHEMBL619545,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,12500,50588,A,N,,,
The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,Intermediate,,,9615.0,,,7002,CHEMBL619546,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,12500,50588,A,N,,,
Vd (1 mg/kg) was determined in dog (in vivo),Intermediate,,,9615.0,,,7003,CHEMBL619547,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6227,50588,A,N,,,
Vd in dog,Intermediate,,,9615.0,,,7004,CHEMBL619548,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6227,50588,A,N,,,
Volume distribution was determined,Intermediate,,,9615.0,,,7005,CHEMBL619549,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4219,50588,A,N,,,
Volume of distribution in dog,Intermediate,,,9615.0,,,7006,CHEMBL619550,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,1696,50588,A,N,,,
Volume of distribution by as 4 fold increase by iv administration in dogs,Intermediate,,,9615.0,,,7007,CHEMBL876501,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5542,50588,A,N,,,
Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,Intermediate,,,9615.0,,,7008,CHEMBL619551,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5199,50588,A,N,,,
Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Intermediate,,,9615.0,,,7009,CHEMBL619552,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6348,50588,A,N,,,
Volume distribution at the dose of 2 mg/kg in dog,Intermediate,,,9615.0,,,7010,CHEMBL619553,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4727,50588,A,N,,,
Steady state volume of distribution was determined,Intermediate,,,9615.0,,,7011,CHEMBL618722,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16367,50588,A,N,,,
Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,Intermediate,,,9615.0,,,7012,CHEMBL618723,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,2652,50588,A,N,,,
Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,Intermediate,,,9615.0,,,7013,CHEMBL618724,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16452,50588,A,N,,,
Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,Intermediate,,,9615.0,,,7014,CHEMBL618725,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16452,50588,A,N,,,
Bioavailability in dog (dose 1 mg/kg i.v.),Intermediate,,,9615.0,,,7015,CHEMBL618726,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,16452,50588,A,N,,,
Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),Intermediate,,,9615.0,,,7016,CHEMBL618727,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5334,50588,A,N,,,
Pharmacokinetic property (vdss) was measured in dog,Intermediate,,,9615.0,,,7017,CHEMBL624233,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4239,50588,A,N,,,
Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,Intermediate,,,9615.0,,,7018,CHEMBL624234,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4709,50588,A,N,,,
Vdss was determined after iv 0.1 mg/kg administration in dog,Intermediate,,,9615.0,,,7019,CHEMBL624235,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5600,50588,A,N,,,
Volume displacement was calculated in dog,Intermediate,,,9615.0,,,7020,CHEMBL624236,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6057,50588,A,N,,,
Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,Intermediate,,,9615.0,,,7021,CHEMBL624237,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5654,50588,A,N,,,
Volume distribution constant was determined,Intermediate,,,9615.0,,,7022,CHEMBL624238,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5505,50588,A,N,,,
Volume distribution at a dose of 1 uM/kg in dog was determined,Intermediate,,,9615.0,,,7023,CHEMBL624239,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4527,50588,A,N,,,
Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,Intermediate,,,9615.0,,,7024,CHEMBL875829,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4521,50588,A,N,,,
Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,Intermediate,,,9615.0,,,7025,CHEMBL624240,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4521,50588,A,N,,,
Volume distribution (Vdss) was measured in dog,Intermediate,,,9615.0,,,7026,CHEMBL624241,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,15660,50588,A,N,,,
Volume distribution (Vdss) was measured in dog,Intermediate,,,9615.0,,,7027,CHEMBL624242,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,15660,50588,A,N,,,
Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,Intermediate,,,9615.0,,,7028,CHEMBL624243,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6679,50588,A,N,,,
Volume of distribution in steady state was determined in dog,Intermediate,,,9615.0,,,7029,CHEMBL624244,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5145,50588,A,N,,,
Volume of distribution of compound was determined in dog,Intermediate,,,9615.0,,,7030,CHEMBL624245,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6821,50588,A,N,,,
Volume of distribution after intravenous administration of 1 mg/kg/h in dog,Intermediate,,,9615.0,,,7031,CHEMBL624246,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,4137,50588,A,N,,,
Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),Intermediate,,,9615.0,,,7032,CHEMBL624247,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,5334,50588,A,N,,,
Volume of distribution (Vdss) was measured in dog,Intermediate,,,9615.0,,,7033,CHEMBL624248,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,15660,50588,A,N,,,
Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),Intermediate,,,9615.0,,,7034,CHEMBL624249,,1,1,,BAO_0000218,In vivo,Canis lupus familiaris,6642,50588,A,N,,,
