assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
3713,,16429,,BAO_0000219,,,,Expert,1,,,8,,H,,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand,B,
3714,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.,B,
3715,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,
3716,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,
3717,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.,B,
3718,,15779,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.,B,
3719,,17451,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand,B,
3720,,4199,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3),B,
3721,,4199,,BAO_0000219,,,722.0,Expert,1,,,9,,D,,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells,B,
3722,,4199,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6),B,
3723,,3680,,BAO_0000219,,,722.0,Intermediate,1,,,9,,D,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells,B,
3724,,3680,,BAO_0000357,,,,Intermediate,1,,,9,,D,,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand,B,
3725,,15316,,BAO_0000219,,,643.0,Autocuration,1,,,8,,H,,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.,B,
3726,,15146,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT,B,
3727,,5213,,BAO_0000219,,,722.0,Expert,1,,,8,,H,,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand,B,
3728,,5213,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand ),B,
3729,,14818,9606.0,BAO_0000219,,,722.0,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT,B,
3730,,14818,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. ,B,
3731,,14818,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.,B,
3732,,4829,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand",B,
3733,,17200,9606.0,BAO_0000357,,,,Autocuration,1,Homo sapiens,,9,,D,,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined,B,
3734,,17066,10090.0,BAO_0000357,,,,Expert,1,Mus musculus,,9,,D,,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,
3735,,14025,9986.0,BAO_0000019,,,,Autocuration,1,Oryctolagus cuniculus,,8,,H,,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.,B,
3736,,15250,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells,B,
3737,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM,B,
3738,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM,B,
3739,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM,B,
3740,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.,B,
3741,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.,B,
3742,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT,B,
3743,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM,B,
3744,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM,B,
3745,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM,B,
3746,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.,B,
3747,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.,B,
3748,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.,B,
3749,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor,B,
3750,,17066,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand,B,
3751,,17386,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity to the rat 5-hydroxytryptamine 7 receptor,B,
3752,,14423,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.,B,
3753,,15874,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT,B,
3754,,15874,10116.0,BAO_0000357,,,,Expert,1,Rattus norvegicus,,9,,D,,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor,B,
3755,,16372,10116.0,BAO_0000219,,,449.0,Expert,1,Rattus norvegicus,,9,,D,,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells,B,
3756,,4622,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand,B,
3757,,15086,,BAO_0000357,,,,Autocuration,1,,,8,,H,,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor,B,
3758,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested",B,
3759,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested",B,
3760,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested,B,
3761,,16372,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested,B,
3762,2116.0,17386,,BAO_0000221,,,,Autocuration,1,,,8,,H,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,F,Ileum
3763,2116.0,17386,,BAO_0000221,,,,Autocuration,1,,,8,,H,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,F,Ileum
3764,2116.0,17386,,BAO_0000221,,,,Autocuration,1,,,8,,H,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,F,Ileum
3765,,5831,10116.0,BAO_0000249,,,,Expert,1,Rattus norvegicus,,9,Membranes,D,,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,B,
3766,,4342,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,B,
3767,,17319,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,B,
3768,1898.0,17342,,BAO_0000019,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,B,Hypothalamus
3769,,17342,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,B,
3770,1898.0,3680,,BAO_0000249,,,,Expert,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,B,Hypothalamus
3771,,3680,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,
3772,,17319,10116.0,BAO_0000219,,,722.0,Expert,1,Rattus norvegicus,,9,,D,,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,F,
3773,,17319,10116.0,BAO_0000219,,,722.0,Expert,1,Rattus norvegicus,,9,,D,,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,F,
3774,,17319,10116.0,BAO_0000219,,,722.0,Autocuration,1,Rattus norvegicus,,9,,D,,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,F,
3775,,4820,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 7 receptor,B,
3776,,4639,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,B,
3777,,6011,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,B,
3778,,17066,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity towards human 5-hydroxytryptamine 7 receptor,B,
3779,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,B,
3780,,17515,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,B,
3781,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,
3782,,17066,,BAO_0000019,,,,Expert,1,,,8,,H,,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,F,
3783,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,B,
3784,,4373,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,B,
3785,,4687,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,B,
3786,,17342,,BAO_0000357,,,,Expert,1,,,8,,H,,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,B,
3787,,16946,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,B,
3788,,16946,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,B,
3789,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities against 5-hydroxytryptamine 7 receptor,B,
3790,,16633,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinities towards 5-hydroxytryptamine 7 receptor,B,
3791,,17066,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,B,
3792,,16700,,BAO_0000357,,,,Autocuration,1,,,8,,H,,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,B,
3793,2116.0,17386,,BAO_0000221,,,,Autocuration,1,,,8,,H,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,B,Ileum
3794,,14080,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,F,
3795,,14080,9606.0,BAO_0000019,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,F,
3796,,409,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,B,
3797,,409,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibition of human recombinant lipoxygenase enzyme,B,
3798,,409,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,B,
3799,178.0,11090,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibition of 5-lipoxygenase in human whole blood.,B,Blood
3800,178.0,11090,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibition of 5-lipoxygenase in human whole blood.,B,Blood
3801,,948,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,B,
3802,,948,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),B,
3803,,13622,,BAO_0000219,,,,Expert,1,,,8,,H,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,F,
3804,178.0,13622,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,F,Blood
3805,,9637,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibition of 5-lipoxygenase from human polymorphs,B,
3806,,11320,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase),B,
3807,,11320,,BAO_0000357,,,,Expert,1,,,8,,H,,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-lipoxygenase,B,
3808,,6838,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against 5-lipoxygenase in a human whole blood assay,B,
3809,178.0,17667,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of 5-Lipoxygenase (5-LO) of human whole blood (HWB),B,Blood
3810,,12703,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro potency against human 5-Lipoxygenase,B,
3811,,14312,9606.0,BAO_0000019,,,,Expert,1,Homo sapiens,,9,,D,,Inhibitory activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay,F,
3812,178.0,14312,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibition activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay; No data,F,Blood
3813,,5364,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibition of 5-lipoxygenase activity of compound evaluated as determined by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,F,
3814,,951,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,B,
3815,,951,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,B,
3816,,951,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,B,
3817,,951,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,B,
3818,,12365,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibition of human 5-lipoxygenase in human cells,B,
3819,,10603,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibition of human neutrophil 5-lipoxygenase,B,
3820,,10501,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,B,
3821,178.0,12281,,BAO_0000357,,,,Expert,1,,,8,,H,,Inhibition of 5-lipoxygenase from human whole blood,B,Blood
3822,,2567,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,B,
3823,,2567,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,B,
3824,,10193,,BAO_0000357,,,,Expert,1,,,8,,H,,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,B,
3825,,10193,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,B,
3826,,13623,,BAO_0000357,,,,Expert,1,,,8,,H,,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,B,
3827,,12780,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested against 5-lipoxygenase,B,
3828,,12780,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for activity against 5-Lipoxygenase (5-LO),B,
3829,,12780,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for activity against 5-lipoxygenase,B,
3830,,11966,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for inhibition of 5-HPETE production by human 5-LO,B,
3831,,5364,,BAO_0000019,,,,Autocuration,1,,,8,,H,,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,F,
