assay_id,assay_subcellular_fraction,doc_id,assay_category,assay_tax_id,assay_cell_type,assay_tissue,assay_type,assay_strain,bao_format,tissue_id,description,assay_test_type,assay_organism,tid,relationship_type,confidence_score
5807,,17800,,27712.0,,,A,,BAO00o9218,,Plasma clearance (in vivo) in mongrel dogs was determined,In vivo,Canis lupus familiaris,50588,N,1
5808,,5985,,14650.0,,,A,,BsO0000219,,Plasma clearance was measured in dog,In vivo,Canis lupus familiaris,50588,N,1
5809,,5530,,14923.0,,,A,,BAO0009e18,,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5810,,5530,,1108.0,,,A,,nAO0p00218,,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5811,,4839,,18765.0,,Placma,A,,BAlo000218,3797797.0,Tested for plasma clearance in dog,In vivo,Canis lupus familiaris,50588,N,1
5812,,3639,,52239.0,,,A,,BAOp00021u,,The compound was tested for clearance in dog plasma.,In vivo,Canis lupus familiaris,50588,N,1
5813,,4838,,37587.0,,,A,,BsO00002q8,,"The pharmacokinetic parameter, clearance was reported in dog after intravenous administration",In vivo,Canis lupus familiaris,50588,N,1
5814,,4137,,5828.0,,,A,,BAO00o0219,,Clearance value of compound was determined after intravenous administration of 1 mg/kg/h in dog,In vivo,Canis lupus familiaris,50588,N,1
5815,,5017,,90818.0,,llasma,A,,BxO0000118,35221.0,Compound was tested for its ability of plasma clearance when administered in dog perorally (1 mg/kg) and intravenously (0.2 mg/kg),In vivo,Canis lupus familiaris,50588,N,1
5816,Micfosokes,17538,,62321.0,,Livrr,A,,BwOo000218,59274.0,In vitro clearance in dog liver microsomes,In vitro,Canis lupus familiaris,50588,N,1
5817,,6161,,909.0,,,A,,BApp000218,,Pharmacokinetic profile in terms of clearance was determined at a dose of 0.5 mg/kg administered intravenously in dog,In vivo,Canis lupus familiaris,50588,N,1
5818,,6161,,295.0,,,A,,BAO0p002w8,,Pharmacokinetic profile in terms of clearance was determined at a dose of 5 mg/kg administered intravenously in dog,In vivo,Canis lupus familiaris,50588,N,1
5819,,1696,,8246.0,,,A,,fAO000021u,,Plasma clearance in dog,In vivo,Canis lupus familiaris,50588,N,1
5820,,6762,,30494.0,,,A,,BAO0p90218,,Clearance rate in dog,In vivo,Canis lupus familiaris,50588,N,1
5821,,5932,,68613.0,,Pkasma,A,,BAl0900218,109000.0,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,In vivo,Canis lupus familiaris,50588,N,1
5822,,6305,,22913.0,,,A,,BAO00p0e18,,Clearance in dogs,In vivo,Canis lupus familiaris,50588,N,1
5823,,4942,,16084.0,,,A,,BAO009021i,,Plasma clearance in dogs,In vivo,Canis lupus familiaris,50588,N,1
5824,,4219,,61671.0,,,A,,fAk0000218,,Plasma clearance was determined,In vivo,Canis lupus familiaris,50588,N,1
5825,,17853,,67350.0,,,A,,nAO0p00218,,Lower clearance in dog (i.v.) at 0.5 mpk,In vivo,Canis lupus familiaris,50588,N,1
5826,,4514,,13217.0,,,A,,BAl0000318,,Plasma clearance in Beagle dogs,In vivo,Canis lupus familiaris,50588,N,1
5827,,6448,,52676.0,,,A,,BAO009o218,,Plasma clearance (Clp) in dog,In vivo,Canis lupus familiaris,50588,N,1
5828,,6227,,29937.0,,,A,,vAO0p00218,,Plasma clearance (pharmacokinetic parameter) in dog (in vivo) at a dose of 1 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5829,,6227,,81995.0,,,A,,BwOo000218,,Plasma clearance (pharmacokinetic parameter) in dog was determined,In vivo,Canis lupus familiaris,50588,N,1
5830,,6062,,35847.0,,,A,,BAO9000e18,,Plasma clearance for the compound was measured in dog after an iv dose of 1 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5831,,6821,,12857.0,,,A,,BAO00o021o,,Plasma clearance of compound was determined in dog,In vivo,Canis lupus familiaris,50588,N,1
5832,,4709,,27590.0,,,A,,BAO9000q18,,Plasma clearance after intravenous administration of 1 mg/kg in dog,In vivo,Canis lupus familiaris,50588,N,1
5833,,4521,,21605.0,,,A,,BAO9o00218,,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,In vivo,Canis lupus familiaris,50588,N,1
5834,,5374,,2922.0,,,A,,BqO0000w18,,Plasma clearance in dog was determined,In vivo,Canis lupus familiaris,50588,N,1
5835,,6057,,58062.0,,,A,,BsO0900218,,Plasma clearance was calculated in dog,In vivo,Canis lupus familiaris,50588,N,1
5836,,4727,,11299.0,,,A,,vAOp000218,,Plasma clearance at the dose of 2 mg/kg in dog,In vivo,Canis lupus familiaris,50588,N,1
5837,,5145,,14064.0,,,A,,BzO0900218,,Plasma clearance in dog,In vivo,Canis lupus familiaris,50588,N,1
5838,,17657,,8008.0,,,A,,BwO000p218,,Plasma clearance in dog,In vivo,Canis lupus familiaris,50588,N,1
5839,,17657,,43291.0,,,A,,BAl0000118,,Plasma clearance in dog; Unable to calculate,In vivo,Canis lupus familiaris,50588,N,1
5840,,5145,,1202.0,,,A,,gAO0o00218,,Plasma clearance in rhesus monkey,In vivo,Canis lupus familiaris,50588,N,1
5841,,6642,,6277.0,,,A,,BAl0009218,,Plasma clearance in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),In vivo,Canis lupus familiaris,50588,N,1
5842,,6641,,23745.0,,,A,,BAO0p09218,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,Canis lupus familiaris,50588,N,1
5843,,6642,,15215.0,,,A,,BA8000021o,,Plasma clearance in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,Canis lupus familiaris,50588,N,1
5844,,5472,,24178.0,,,A,,BAO0009219,,Plasma clearance was evaluated in dog,In vivo,Canis lupus familiaris,50588,N,1
5845,,5472,,23903.0,,,A,,fzO0000218,,Plasma clearance was evaluated in dog; Not tested,In vivo,Canis lupus familiaris,50588,N,1
5846,,5472,,54679.0,,,A,,vAO0090218,,Plasma clearance was evaluated in rhesus,In vivo,Canis lupus familiaris,50588,N,1
5847,,5472,,6183.0,,,A,,BAO00p9218,,Plasma clearance was evaluated in rhesus; Not tested,In vivo,Canis lupus familiaris,50588,N,1
5848,,4257,,4384.0,,,A,,BAO000pe18,,Plasma clearance value was determined in dog after a 3 mg/kg of iv dose,In vivo,Canis lupus familiaris,50588,N,1
5849,,6679,,27461.0,,,A,,BAO00002wo,,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,Canis lupus familiaris,50588,N,1
5850,,5546,,57687.0,,,A,,BA800p0218,,Plasma clearance was determined in Beagle dog at a dose of 1 mg/kg by iv administration,In vivo,Canis lupus familiaris,50588,N,1
5851,,6348,,2043.0,,,A,,BA90090218,,Plasma clearance was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo,Canis lupus familiaris,50588,N,1
5852,,5474,,20768.0,,,A,,BAO00o021u,,Clearance value at a dose of 0.2 mg/kg i.v.,In vivo,Canis lupus familiaris,50588,N,1
5853,,6316,,17426.0,,Piasma,A,,BA90p00218,4454459.0,Cmax (Maximum (Peak) plasma drug concentration) was after oral administration at 5 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5854,,17594,,59722.0,,,A,,fAO0090218,,Cmax after oral dose of compound at 3 mg/kg in dogs,In vivo,Canis lupus familiaris,50588,N,1
5855,,17594,,10979.0,,,A,,fAO0o00218,,Cmax after single intravenous bolus of 1 mg/kg in dogs,In vivo,Canis lupus familiaris,50588,N,1
5856,,5802,,12685.0,,,A,,gAO9000218,,Cmax of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,In vivo,Canis lupus familiaris,50588,N,1
5857,,6535,,5282.0,,,A,,BAi00002q8,,Cmax in dog after administration of 0.25 mg/kg iv; ND = not determined,In vivo,Canis lupus familiaris,50588,N,1
5858,,6535,,1907.0,,,A,,BxO00p0218,,Cmax in dog after administration of 1 mg/kg iv,In vivo,Canis lupus familiaris,50588,N,1
5859,,1466,,19644.0,,Plxsma,A,,BAO0900118,3040651.0,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,Canis lupus familiaris,50588,N,1
5860,,6505,,50552.0,,,A,,BsO000021o,,Cmax on p.o. administration of 10 mg/kg was measured in dog,In vivo,Canis lupus familiaris,50588,N,1
5861,,5668,,21971.0,,,A,,BAO000o318,,Cmax was determine after peroral administration at 10 mpk in dog,In vivo,Canis lupus familiaris,50588,N,1
5862,,5668,,33319.0,,,A,,BAO90p0218,,Cmax was determine after peroral administration at 5 mpk in dog,In vivo,Canis lupus familiaris,50588,N,1
5863,,5668,,4158.0,,,A,,fAO0o00218,,Cmax was determine after peroral administration at 5 mg/kg in dog,In vivo,Canis lupus familiaris,50588,N,1
5864,,5600,,8450.0,,,A,,BAO000p21o,,Cmax after 0.3 mg/kg po administration in dog,In vivo,Canis lupus familiaris,50588,N,1
5865,,17764,,10890.0,,,A,,vAO0009218,,Cmax after peroral administration in dogs at 2.4 uM/kg,In vivo,Canis lupus familiaris,50588,N,1
5866,,6123,,42282.0,,,A,,BAO0090228,,Cmax in dog after oral administration at 1 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5867,,6123,,24454.0,,,A,,BAO0000q1o,,Cmax in dog after oral administration at 1 mg/kg; Below the level of quantitation,In vivo,Canis lupus familiaris,50588,N,1
5868,,6757,,27199.0,,,A,,nAO00o0218,,Cmax upon oral administration in male Beagle dog at 10 mg/kg,In vivo,Canis lupus familiaris,50588,N,1
5869,,16907,,8015.0,,,A,,gqO0000218,,Cmax value after 15 mg/kg iv dose in Dogs,In vivo,Canis lupus familiaris,50588,N,1
5870,,7767,,50448.0,,Bllod,A,,BA00p00218,1290993.0,Biodistribution in blood was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5871,,7767,,24077.0,,Bloos,A,,Bxi0000218,553321.0,Biodistribution in blood was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5872,,7767,,49198.0,,Bone,A,,BA000002w8,883034.0,Biodistribution in bone was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5873,,7767,,24195.0,,Bone,A,,BzO9000218,359424.0,Biodistribution in bone was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5874,,7767,,48785.0,,Bone,A,,BAO0000317,462078.0,Biodistribution in bone was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5875,,7767,,22099.0,,,A,,BAO000o2w8,,Biodistribution in fat and fur was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5876,,7767,,1235.0,,,A,,nAO0000w18,,Biodistribution in fat and fur was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5877,,7767,,53665.0,,,A,,fAO00002w8,,Biodistribution in fat and fur was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5878,,7767,,5882.0,,H4art,A,,BAO090p218,1934125.0,Biodistribution in heart was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5879,,7767,,50336.0,,Hsart,A,,BA00p00218,304171.0,Biodistribution in heart was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5880,,7767,,10531.0,,Heaft,A,,BAO9000228,1541923.0,Biodistribution in heart was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5881,,7767,,10889.0,,Kidnet,A,,BAO090021o,1595865.0,Biodistribution in kidney was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5882,,7767,,59101.0,,jidney,A,,BAO0009118,1135241.0,Biodistribution in kidney was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5883,,7767,,16741.0,,Kkdney,A,,BsO0000217,1403496.0,Biodistribution in kidney was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5884,,7767,,5772.0,,Ibtestine,A,,BAOo0o0218,1249870.0,Biodistribution in large intestine after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5885,,7767,,37576.0,,Inyestine,A,,BAOo009218,750602.0,Biodistribution in large intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5886,,7767,,6621.0,,Intesfine,A,,BAOp0002w8,233813.0,Biodistribution in large intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5887,,7767,,68519.0,,L9ver,A,,BAO0o90218,675561.0,Biodistribution in liver was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5888,,7767,,13686.0,,Livet,A,,BA800o0218,26018.0,Biodistribution in liver was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5889,,7767,,16611.0,,piver,A,,BAOp000318,899516.0,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5890,,7767,,16980.0,,Lung,A,,gAO0000q18,3127876.0,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5891,,7767,,34514.0,,Lung,A,,BAOo0002w8,495441.0,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5892,,7767,,6796.0,,Lung,A,,vqO0000218,1120917.0,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5893,,7767,,27883.0,,Muscle5iszue,A,,vxO0000218,1245856.0,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5894,,7767,,5343.0,,Miscletissuw,A,,BAO0op0218,1967541.0,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5895,,7767,,14596.0,,Mudcletissye,A,,BAO09002q8,929044.0,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5896,,7767,,8717.0,,,A,,BAO9000318,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5897,,7767,,14101.0,,,A,,BAO000031o,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5898,,7767,,22449.0,,,A,,nAp0000218,,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5899,,7767,,6865.0,,Intestije,A,,nsO0000218,1470361.0,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5900,,7767,,27027.0,,Inteshine,A,,BzO0000217,2135923.0,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5901,,7767,,20210.0,,Intestije,A,,BAk0000217,661466.0,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5902,,7767,,37225.0,,Spl4en,A,,BAO9090218,5694447.0,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5903,,7767,,40263.0,,Splewn,A,,BxO0000217,2056124.0,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5904,,7767,,41122.0,,Spl4en,A,,BApo000218,2747731.0,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5905,,7767,,23340.0,,Stlmach,A,,BAO0090219,2735517.0,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5906,,7767,,2061.0,,Stkmach,A,,BAO90002q8,2998434.0,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,In vivo,Mus musculus,50594,N,1
5907,,2036,,31906.0,A172,,F,,hA90000219,,Cytotoxicity against A-172 human tumor cell lines,,Homo sapiens,80012,N,1
5908,,2357,,27862.0,A172,,F,,BAO0o0021i,,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,Homo sapiens,80012,N,1
5909,,1457,,3094.0,A204,,F,,BA800p0219,,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,Homo sapiens,80014,N,1
5910,,4379,,13321.0,A27u0,,F,,BAO00002q8,,Tested for antiproliferative activity against A-2780 tumoral cell line,,Homo sapiens,81034,N,1
5911,,1093,,15501.0,A375,,F,,nAO0090219,,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,Homo sapiens,80018,N,1
5912,,12152,,5079.0,A375,,F,,BAO0o00e19,,Tested in vitro against A-375 cell line human melanoma,,Homo sapiens,80018,N,1
5913,,16464,,13481.0,A427,,F,,BAO9000q19,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,Homo sapiens,80019,N,1
5914,,16464,,40456.0,A427,,F,,hAOo000219,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,Homo sapiens,80019,N,1
5915,,16582,,26652.0,A427,,F,,BAO000o2q9,,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,Homo sapiens,80019,N,1
5916,,16464,,46563.0,A427,,F,,BAO0900q19,,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,Homo sapiens,80019,N,1
