assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
7721,N,,,,Biodistribution in rat bone in the presence of 0.01 M/0.08 M GdDTPA-AEP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7722,N,,,,Biodistribution in rat bone in the presence of 0.05 M Gd/0.15 M lig,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7723,N,,,,Biodistribution in rat bone in the presence of 0.05 M GdDTPA-BDP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7724,N,,,,Biodistribution in rat bone in the presence of 0.05 M/0.05 M GdDTPA-AEP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7725,N,,,,Biodistribution in rat bone in the presence of 0.05 M/0.08 M GdDTPA-HPDP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7726,N,,,,Biodistribution in rat bone in the presence of 0.10 M GdDTPA-BDP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7727,N,,,,Biodistribution in rat bone in the presence of 0.10 M/0.11 M GdDTPA-AEP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7728,N,,,,Biodistribution in rat bone in the presence of GdDTPA at 15 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7729,N,,,,Biodistribution in rat bone in the presence of GdDTPA at 1 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7730,N,,,,Biodistribution in rat bone in the presence of GdDTPA at 30 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7731,N,,,,Biodistribution in rat bone in the presence of GdDTPA at 4 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7732,N,,,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 15 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7733,N,,,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7734,N,,,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7735,N,,,,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7736,N,,,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7737,N,,,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7738,N,,,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7739,N,,,,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7740,N,,,,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7741,N,,,,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7742,N,,,,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,Intermediate,,,,10000001.0,50597,BAO_0000218,A,,9866,In vivo,Rattus norvegicus,10116.0
7743,N,,,,Half-life from rat plasma at a single oral dose of 25 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17752,In vivo,Rattus norvegicus,10116.0
7744,N,,,,Half-life in male rat,Intermediate,,,,,50597,BAO_0000218,A,,5610,,Rattus norvegicus,10116.0
7745,N,,,,Half-life in rat after peroral administration at 10 mg/kg concentration,Intermediate,,,,,50597,BAO_0000218,A,,5939,In vivo,Rattus norvegicus,10116.0
7746,N,,,,Half-life in rat after peroral administration at 5 mg/kg concentration,Intermediate,,,,,50597,BAO_0000218,A,,5939,In vivo,Rattus norvegicus,10116.0
7747,N,,,,Half-life in rat at a dose of 3 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17771,In vivo,Rattus norvegicus,10116.0
7748,N,,,,Half-life was evaluated in rats,Intermediate,,,,,50597,BAO_0000218,A,,1974,,Rattus norvegicus,10116.0
7749,N,,,,Half-life was measured in rat,Intermediate,,,,,50597,BAO_0000218,A,,4239,,Rattus norvegicus,10116.0
7750,N,,,,Half-life period for the compound was determined in rats at 50 mg/kg dose,Intermediate,,,,,50597,BAO_0000218,A,,6681,In vivo,Rattus norvegicus,10116.0
7751,N,,,,Half-life period in rats after intravenous administration at 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17752,In vivo,Rattus norvegicus,10116.0
7752,N,,,,Half-life period in rat at 10 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,6046,In vivo,Rattus norvegicus,10116.0
7753,N,,,,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",Intermediate,,,,,50597,BAO_0000218,A,,6685,In vivo,Rattus norvegicus,10116.0
7754,N,,,,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",Intermediate,,,,,50597,BAO_0000218,A,,6685,In vivo,Rattus norvegicus,10116.0
7755,N,,,,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",Intermediate,,,,,50597,BAO_0000218,A,,6685,In vivo,Rattus norvegicus,10116.0
7756,N,,,,Half-life time in rat the dose of 2 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4727,In vivo,Rattus norvegicus,10116.0
7757,N,,,,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,Intermediate,,,,,50597,BAO_0000218,A,,1088,In vivo,Rattus norvegicus,10116.0
7758,N,,,,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5610,In vivo,Rattus norvegicus,10116.0
7759,N,,,,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",Intermediate,,,,1969.0,50597,BAO_0000218,A,,3032,In vivo,Rattus norvegicus,10116.0
7760,N,,,,Oral half life was determined,Intermediate,,,,,50597,BAO_0000218,A,,5199,In vivo,Rattus norvegicus,10116.0
7761,N,,,,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",Intermediate,,,,,50597,BAO_0000218,A,,14941,In vivo,Rattus norvegicus,10116.0
7762,N,,,,Pharmacokinetic property (t1/2) in rat,Intermediate,,,,,50597,BAO_0000218,A,,4408,In vivo,Rattus norvegicus,10116.0
7763,N,,,,Plasma elimination half-life was determined,Intermediate,,,,1969.0,50597,BAO_0000218,A,,2552,,Rattus norvegicus,10116.0
7764,N,,,,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5199,In vivo,Rattus norvegicus,10116.0
7765,N,,,,Plasma half life was observed after intravenous administration in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,15662,In vivo,Rattus norvegicus,10116.0
7766,N,,,,Plasma half-life was determined,Intermediate,,,,1969.0,50597,BAO_0000218,A,,1465,,Rattus norvegicus,10116.0
7767,N,,,,Plasma half-life following oral administration in Fisher rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,1446,In vivo,Rattus norvegicus,10116.0
7768,N,,,,Plasma half-life in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,6824,,Rattus norvegicus,10116.0
7769,N,,,,Plasmatic Half-life after intravenous administration to rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17533,In vivo,Rattus norvegicus,10116.0
7770,N,,,,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,Intermediate,,,,,50597,BAO_0000218,A,,5979,In vivo,Rattus norvegicus,10116.0
7771,N,,,,Terminal half life after intravenous administration (1 mg/kg) in rat,Intermediate,,,,,50597,BAO_0000218,A,,4689,In vivo,Rattus norvegicus,10116.0
7772,N,,,,Terminal half life in Rat at a oral dose of 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4689,In vivo,Rattus norvegicus,10116.0
7773,N,,,,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,Intermediate,,,,,50597,BAO_0000218,A,,2463,In vivo,Rattus norvegicus,10116.0
7774,N,,,,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,4883,In vivo,Rattus norvegicus,10116.0
7775,N,,,,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,4883,In vivo,Rattus norvegicus,10116.0
7776,N,,,,plasma half life was observed after intravenous administration in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,15662,In vivo,Rattus norvegicus,10116.0
7777,N,,,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,Expert,,,,,50597,BAO_0000218,A,,3598,In vivo,Rattus norvegicus,10116.0
7778,N,,,,Half life of compound determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,4576,,Rattus norvegicus,10116.0
7779,N,,,,Mean residence time determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,4576,,Rattus norvegicus,10116.0
7780,N,,,,Plasma half life determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,4576,,Rattus norvegicus,10116.0
7781,N,,,,Compound was evaluated for Tmax in brain after intravenous administration in male rats,Intermediate,,,,955.0,50597,BAO_0000218,A,,4910,In vivo,Rattus norvegicus,10116.0
7782,N,,,,Compound was evaluated for pharmacokinetic parameter maximum time period,Intermediate,,,,,50597,BAO_0000218,A,,4891,In vivo,Rattus norvegicus,10116.0
7783,N,,,,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,429,In vivo,Rattus norvegicus,10116.0
7784,N,,,,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,Intermediate,,,,,50597,BAO_0000218,A,,5974,In vivo,Rattus norvegicus,10116.0
7785,N,,,,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,Intermediate,,,,,50597,BAO_0000218,A,,5974,In vivo,Rattus norvegicus,10116.0
7786,N,,,,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,Intermediate,,,,,50597,BAO_0000218,A,,5974,In vivo,Rattus norvegicus,10116.0
7787,N,,,,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,Intermediate,,,,,50597,BAO_0000218,A,,5974,In vivo,Rattus norvegicus,10116.0
7788,N,,,,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,Intermediate,,,,,50597,BAO_0000218,A,,17582,In vivo,Rattus norvegicus,10116.0
7789,N,,,,Maximum time (Tmax) required to reach Cmax in rats,Intermediate,,,,,50597,BAO_0000218,A,,4026,,Rattus norvegicus,10116.0
7790,N,,,,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,Intermediate,,,,,50597,BAO_0000218,A,,4890,In vivo,Rattus norvegicus,10116.0
7791,N,,,,Maximum time of clearance of compound in rats after peroral administration,Intermediate,,,,,50597,BAO_0000218,A,,6571,In vivo,Rattus norvegicus,10116.0
7792,N,,,,Maximum time at the dose of 2 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,4727,,Rattus norvegicus,10116.0
7793,N,,,,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17651,In vivo,Rattus norvegicus,10116.0
7794,N,,,,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17651,In vivo,Rattus norvegicus,10116.0
7795,N,,,,Tmax in Guinea pig (PO dose),Intermediate,,,,,50597,BAO_0000218,A,,14465,In vivo,Rattus norvegicus,10116.0
7796,N,,,,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",Intermediate,,,,,50597,BAO_0000218,A,,14941,In vivo,Rattus norvegicus,10116.0
7797,N,,,,Pharmacokinetic parameter (Tmax) in rat,Intermediate,,,,,50597,BAO_0000218,A,,5960,In vivo,Rattus norvegicus,10116.0
7798,N,,,,Pharmacokinetic parameter (Tmax) was estimated,Intermediate,,,,,50597,BAO_0000218,A,,5022,In vivo,Rattus norvegicus,10116.0
7799,N,,,,Pharmacokinetic property (Tmax) in rat,Intermediate,,,,,50597,BAO_0000218,A,,4408,In vivo,Rattus norvegicus,10116.0
7800,N,,,,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,Intermediate,,,,,50597,BAO_0000218,A,,5983,In vivo,Rattus norvegicus,10116.0
7801,N,,,,T max in Rat at a oral dose of 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4689,In vivo,Rattus norvegicus,10116.0
7802,N,,,,T max was determined at 10 mg/kg po dose in rats,Intermediate,,,,,50597,BAO_0000218,A,,2792,In vivo,Rattus norvegicus,10116.0
7803,N,,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),Intermediate,,,,,50594,BAO_0000218,A,,15011,,Mus musculus,10090.0
7804,N,,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,Intermediate,,,,,50588,BAO_0000218,A,,14180,,Canis lupus familiaris,9615.0
7805,N,,,,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,Intermediate,,,,,50597,BAO_0000218,A,,14180,,Rattus norvegicus,10116.0
7806,N,,,,Area under curve was measured after i.v. administration into Beagle dog.,Intermediate,,,,,50588,BAO_0000218,A,,14599,,Canis lupus familiaris,9615.0
7807,N,,,,Area under curve was measured after iv administration into Beagle dog,Intermediate,,,,,50588,BAO_0000218,A,,14599,,Canis lupus familiaris,9615.0
7808,N,,,,Area under curve was measured after po administration into Beagle dog,Intermediate,,,,,50588,BAO_0000218,A,,14599,,Canis lupus familiaris,9615.0
7809,N,,,,Area under curve was measured after po administration into Beagle dog.,Intermediate,,,,,50588,BAO_0000218,A,,14599,,Canis lupus familiaris,9615.0
7810,U,,,,Area under curve was measured at peroral dose of 3 mg/kg,Autocuration,,,,,22224,BAO_0000218,A,,15675,,,
7811,U,,,,Area under curve was measured by using concentration Vs time,Autocuration,,,,,22224,BAO_0000019,A,,12706,,,
7812,U,,,,Area under curve was measured by using concentration Vs time; not tested,Autocuration,,,,,22224,BAO_0000019,A,,12706,,,
7813,N,,,,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),Intermediate,,,,,50594,BAO_0000218,A,,9750,,Mus musculus,10090.0
7814,N,,,,Area under curve(AUC) was measured in mice after oral administration.,Intermediate,,,,,50594,BAO_0000218,A,,9750,,Mus musculus,10090.0
7815,U,,,,Area under curve(AUC) value of the compound,Autocuration,,,,,22224,BAO_0000019,A,,14691,,,
7816,U,,,,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,Autocuration,,,,,22224,BAO_0000218,A,,14691,,,
7817,N,,,,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,Intermediate,,,,,50588,BAO_0000218,A,,14691,,Canis lupus familiaris,9615.0
7818,U,,,,Area under curve(carotid artery) was determined by the availability in blood,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7819,U,,,,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7820,U,,,,Area under curve(carotid artery) was determined by the availability in blood; No data,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7821,U,,,,Area under curve(portal vein) was determined by the availability in blood,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7822,U,,,,Area under curve(portal vein) was determined by the availability in blood; ND means no data,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7823,U,,,,Area under curve(portal vein) was determined by the availability in blood; No data,Autocuration,,,,178.0,22224,BAO_0000019,A,,2939,,,
7824,N,,,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",Intermediate,,,,1969.0,50797,BAO_0000218,A,,9552,,Macaca mulatta,9544.0
7825,N,,,,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",Intermediate,,,,1969.0,50797,BAO_0000218,A,,9552,,Macaca mulatta,9544.0
7826,N,,,,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,Intermediate,,,,1969.0,50797,BAO_0000218,A,,9552,,Macaca mulatta,9544.0
7827,N,,,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",Intermediate,,,,1969.0,50588,BAO_0000218,A,,9552,,Canis lupus familiaris,9615.0
7828,N,,,,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",Intermediate,,,,1969.0,50588,BAO_0000218,A,,9552,,Canis lupus familiaris,9615.0
7829,U,,,,Area under plasma concentration vs time curve observed in rats for 0-3 h,Autocuration,,,,1969.0,22224,BAO_0000019,A,,9552,,,
7830,N,,,,Area under plasma time curve determined in male rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,11911,,Rattus norvegicus,10116.0
7831,U,,,,Area under the MAP curve measured over 5 min.,Autocuration,,,,,22224,BAO_0000019,A,,16618,,,
7832,N,,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,Intermediate,,,,,50594,BAO_0000218,A,,14387,,Mus musculus,10090.0
7833,N,,,,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,Intermediate,,,,,50594,BAO_0000218,A,,14387,,Mus musculus,10090.0
