assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
3841,,10319,,1,B,,,,Expert,,In vitro inhibitory activity against 5-lipoxygenase in human polymorphonuclear (PMN) cells,,,,,
3842,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,
3843,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM,,,,,
3844,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM; NA means Inactive,,,,,
3845,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM,,,,,
3846,,951,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM; NA means Inactive,,,,,
3847,,9859,,1,B,,,,Expert,,Inhibitory activity against 5-lipoxygenase at 10 uM concentration,,,,,
3848,,9859,,1,B,,,,Expert,,Inhibitory activity against 5-lipoxygenase at 1 uM concentration,,,,,
3849,,9859,,1,B,,,,Autocuration,,Inhibitory activity against lipoxygenase (LO) at 10 uM concentration,,,,,
3850,,2567,,1,B,,,,Autocuration,,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,
3851,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 1 uM,,,,,
3852,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,
3853,,949,,1,B,,,,Autocuration,,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; IA= Inactive,,,,,
3854,,949,,1,B,,,,Autocuration,,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; value ranges from 70-90,,,,,
3855,,10603,,1,B,,,,Expert,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 0.1 uM,,,,,
3856,,10603,,1,B,,,,Expert,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,
3857,,10603,,1,F,,,,Autocuration,,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,
3858,,10603,,1,B,,,,Expert,,Inhibition of lipoxygenase at the concentration of 0.1 uM,,,,,
3859,,10603,,1,B,,,,Expert,,Inhibition of lipoxygenase at the concentration of 1 uM,,,,,
3860,,10193,,1,B,,,,Autocuration,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell,,,,,
3861,Homo sapiens,14580,,1,B,,,,Expert,,Inhibition of 5-Lipoxygenase (5-LOX),,,9606.0,,
3862,,11090,,1,B,,,,Expert,,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,
3863,,11090,,1,B,,,,Expert,,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,
3864,,6339,,1,B,,,,Autocuration,,Inhibitory activity against lipoxygenase-2 in mice,,,,,
3865,,6339,,1,B,,,,Expert,,Inhibitory activity against murine lipoxygenase-2.,,,,,
3866,Mus musculus,12281,,1,B,,,,Expert,,Inhibition of 5-lipoxygenase from mouse macrophage,,,10090.0,,
3867,,11311,,1,B,,,,Autocuration,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse macrophages,,,,,
3868,Sus scrofa,11089,,1,B,,,,Autocuration,,The compound was tested for the inhibition of Arachidonate 5-lipoxygenase purified from porcine leukocytes.,,,9823.0,,
3869,Sus scrofa,10091,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase reaction catalyzed by purified enzyme from porcine leukocytes,,,9823.0,,
3870,Oryctolagus cuniculus,14352,,1,B,,,,Autocuration,,Inhibitory concentration against 5-lipoxygenase from isolated rabbit granulocytes,,,9986.0,,
3871,Rattus norvegicus,13329,,1,B,,,,Expert,,5-lipoxygenase Inhibitory activity against rat polymorphonuclear leucocytes using 5-HETE,,,10116.0,,
3872,,13329,,1,B,,,,Autocuration,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE. ",,,,,
3873,,13329,,1,B,,,,Autocuration,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,,,
3874,,13329,,1,B,,,,Autocuration,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4.",,,,,
3875,,13329,,1,B,,,,Expert,,Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay (inhibition of 5-HETE formation),,,,,
3876,,13329,,1,B,,,,Expert,,"Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay, by ability to inhibit formation of LTB4 AT 10 uM",,,,,
3877,,13329,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase pathway was evaluated in rat polymorphonuclear assay by compound (50 uM) ability to inhibit formation of 5-HETE,,,,,
3878,,11311,,1,B,,,,Autocuration,,The effective dose for inhibition of 5-lipoxygenase in rat blood leukocyte (ex vivo),,,,,
3879,,11311,,1,B,,,,Autocuration,,The effective dose for inhibition of 5-lipoxygenase in rat passive Arthus model after oral administration,,,,,
3880,,105,RBL-1,1,B,,,,Autocuration,702.0,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,,,,
3881,,105,RBL-1,1,B,,,,Autocuration,702.0,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,,,,
3882,,9138,,1,B,,,,Autocuration,,Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),,,,,
3883,,9138,,1,B,,,,Autocuration,,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),",,,,,
3884,,9138,,1,B,,,,Autocuration,,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO), (at a concentration of 0.2 nM ),",,,,,
3885,,14427,,1,B,,,,Autocuration,,5-LO inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,,,
3886,,13329,,1,B,,,,Autocuration,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,,,
3887,,13329,,1,B,,,,Autocuration,,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4. ",,,,,
3888,Rattus norvegicus,14427,RBL-2H3,1,B,,,,Expert,663.0,Inhibition of 5-lipoxygenase mediated conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cells,,,10116.0,,
3889,,14427,,1,B,,,,Autocuration,,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,,,
3890,,14427,,1,B,,,,Autocuration,,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography.,,,,,
3891,,10293,RBL-1,1,B,,,,Expert,702.0,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line,,,,,
3892,Rattus norvegicus,338,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-Lipoxygenase of rat basophilic leukemia cells,,,10116.0,,
3893,,303,,1,B,,,,Autocuration,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase),,,,,
3894,,303,RBL-1,1,B,,,,Autocuration,702.0,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) in intact RBL-1 cell line assay,,,,,
3895,,9247,RBL-1,1,B,,,,Expert,702.0,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-lipoxygenase,,,,,
3896,,9247,RBL-1,1,B,,,,Autocuration,702.0,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,,,,
3897,,137,RBL-1,1,B,,,,Autocuration,702.0,Compound was evaluated in an intact RBL-1 cell line for inhibition of 5-lipoxygenase,,,,,
3898,,11481,,1,B,,,,Expert,,Evaluated in vitro for its inhibitory activity against 5-lipoxygenase,,,,,
3899,,11481,,1,B,,,,Expert,,"Evaluated in vitro for its inhibitory activity against 5-lipoxygenase; N=Inactive, <50% inhibition at 10 uM concentration",,,,,
3900,,9029,,1,B,,,,Expert,,Inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase in vitro,,,,,
3901,,1701,,1,B,,,,Autocuration,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells,,,,,
3902,,1701,,1,B,,,,Autocuration,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 32 uM; Not active,,,,,
3903,,1701,,1,B,,,,Autocuration,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 50 uM; Not active,,,,,
3904,,1701,,1,B,,,,Autocuration,,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells; No data,,,,,
3905,,13358,RBL-1,1,F,,,,Expert,702.0,Inhibition of 5-lipoxygenase by measuring 5-HETE levels in RBL-1 cell-free supernatant,,,,,
3906,,1175,RBL-1,1,B,,,,Expert,702.0,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells,,,,,
3907,,8797,RBL-1,1,B,,,,Expert,702.0,Ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells.,,,,,
3908,,8797,,1,B,,,,Autocuration,,Compound was tested for its ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells; No data,,,,,
3909,Rattus norvegicus,577,,1,B,,,,Expert,,Inhibition of rat basophilic leukemia cell 5-lipoxygenase,,,10116.0,,
3910,,9295,RBL-1,1,B,,,,Expert,702.0,In vitro inhibitory activity against RBL-1 5-LO,,,,,
3911,,9295,RBL-1,1,B,,,,Autocuration,702.0,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (insoluble above 45 uM),,,,,
3912,,9295,RBL-1,1,B,,,,Autocuration,702.0,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (time dependent),,,,,
3913,,9295,,1,B,,,,Autocuration,,Compound was tested for its inhibition activity against 5-LO of the whole cell in vitro in rat.,,,,,
3914,,9295,,1,B,,,,Autocuration,,Compound was tested for its inhibition activity against the 5-LO in isolated enzyme,,,,,
3915,,216,,1,B,,,,Autocuration,,Compound was tested for its inhibitory activity against 5-lipoxygenase in rat.,,,,,
3916,,11090,RBL-1,1,B,,,,Autocuration,702.0,Compound was tested for the inhibition of 5-lipoxygenase (5-LPO) in rat basophilic leukemia (RBL) cells.,,,,,
3917,,11090,,1,B,,Blood,178.0,Autocuration,,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in rat whole blood.,,,,,
3918,,10091,,1,B,,,,Expert,,Concentration required for 50 % inhibition of arachidonic acid oxidation by rat 5-lipoxygenase,,,,,
3919,,10274,,1,F,,,,Autocuration,,Concentration that produces 50% inhibition of A-23187-stimulated radiolabeled 5-HETE and TXB2 synthesis by PMN 5-lipoxygenase.,,,,,
3920,,13622,,1,F,,,,Autocuration,,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,,,,,
3921,,12118,RBL-1,1,B,,,,Expert,702.0,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,,,,,
3922,,12576,,1,B,,,,Expert,,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,,,,,
3923,,9546,RBL-1,1,B,,,,Expert,702.0,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,,,,,
3924,,9521,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,,,,,
3925,,10626,RBL-1,1,B,,,,Expert,702.0,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,,,,,
3926,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase,,,,,
3927,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,,,,,
3928,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,,,,,
3929,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,,,,,
3930,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,,,,,
3931,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,,,,,
3932,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,,,,,
3933,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,,,,,
3934,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,,,,,
3935,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,,,,,
3936,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,,,,,
3937,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,,,,,
3938,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,,,,,
3939,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,,,,,
3940,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,,,,,
3941,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,,,,,
3942,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,,,,,
3943,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,,,,,
3944,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,,,,,
3945,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,,,,,
3946,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,,,,,
3947,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,,,,,
3948,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,,,,,
3949,,9225,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,,,,,
3950,,9401,,1,B,,,,Expert,,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,,,,,
3951,,10325,,1,B,,,,Autocuration,,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,,,,,
3952,,1556,RBL-2H3,1,F,,,,Expert,663.0,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,,,,,
3953,,1556,RBL-2H3,1,F,,,,Expert,663.0,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,,,,,
3954,Rattus norvegicus,961,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,,,10116.0,,
3955,,6838,,1,B,,,,Autocuration,,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,,,,,
3956,,10325,,1,B,,,,Expert,,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),,,,,
3957,Rattus norvegicus,9209,RBL-1,1,B,,,,Expert,702.0,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,,10116.0,,
3958,,11520,RBL-1,1,B,,,,Expert,702.0,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,,,,,
3959,,137,,1,B,,,,Autocuration,,In vitro inhibitory activity against 5-lipoxygenase was determined,,,,,
3960,,4717,RBL-1,1,B,,,,Autocuration,702.0,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,,,,,
3961,,10636,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,,,,,
3962,Rattus norvegicus,14312,,1,F,,,,Expert,,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,,,10116.0,,
3963,,1203,RBL-1,1,B,,,,Autocuration,702.0,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,,,,,
3964,,1203,,1,B,,,,Autocuration,,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,,,,,
3965,,13622,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,,,,,
3966,,9793,,1,B,,,,Autocuration,,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,,,,,
3967,Rattus norvegicus,1143,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,,,10116.0,,
3968,Rattus norvegicus,11854,RBL-1,1,B,,,,Expert,702.0,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,,,10116.0,,
3969,,3595,RBL-1,1,B,,,,Autocuration,702.0,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,,,,
3970,,3595,RBL-1,1,B,,,,Autocuration,702.0,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,,,,
3971,Rattus norvegicus,10501,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase in rat RBL-1 cells,,,10116.0,,
3972,,12526,RBL-1,1,B,,,,Expert,702.0,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,
3973,,10034,,1,F,,Limbic system,349.0,Autocuration,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,,,,,
3974,,10034,,1,F,,Limbic system,349.0,Autocuration,,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,,,,
3975,,10034,,1,F,,,,Autocuration,,Approximate dose levels for a half maximal reduction of 5-HTP levels,,,,,
3976,,10046,,1,B,,Hippocampus,10000000.0,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,,,,
