ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
8958,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624013,BAO_0000218,
8959,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624736,BAO_0000218,
8960,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624737,BAO_0000218,
8961,16434,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624738,BAO_0000218,
8962,16434,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624739,BAO_0000218,
8963,16434,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624740,BAO_0000218,
8964,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624896,BAO_0000218,
8965,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624897,BAO_0000218,
8966,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624108,BAO_0000218,
8967,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624109,BAO_0000218,
8968,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624110,BAO_0000218,
8969,16435,A,,948.0,50597,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624111,BAO_0000218,
8970,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624112,BAO_0000218,
8971,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL624113,BAO_0000218,
8972,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619709,BAO_0000218,
8973,16435,A,,948.0,50597,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Heart,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619710,BAO_0000218,
8974,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619711,BAO_0000218,
8975,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619712,BAO_0000218,
8976,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619713,BAO_0000218,
8977,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619714,BAO_0000218,
8978,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619715,BAO_0000218,
8979,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619716,BAO_0000218,
8980,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619717,BAO_0000218,
8981,16434,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619718,BAO_0000218,
8982,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619719,BAO_0000218,
8983,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL875329,BAO_0000218,
8984,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619720,BAO_0000218,
8985,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619721,BAO_0000218,
8986,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619722,BAO_0000218,
8987,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619723,BAO_0000218,
8988,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619724,BAO_0000218,
8989,16435,A,,2113.0,50597,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619725,BAO_0000218,
8990,16434,A,,2113.0,50597,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619726,BAO_0000218,
8991,16434,A,,2113.0,50597,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619727,BAO_0000218,
8992,16434,A,,2113.0,50597,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619728,BAO_0000218,
8993,16435,A,,2113.0,50597,Radioactivity distribution in kidney of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Kidney,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619729,BAO_0000218,
8994,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619730,BAO_0000218,
8995,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619731,BAO_0000218,
8996,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619732,BAO_0000218,
8997,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619733,BAO_0000218,
8998,11977,A,,2385.0,50597,Biodistribution of radioligand [125I]FIDA1 in muscle of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Muscle tissue,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619734,BAO_0000218,
8999,11977,A,,14.0,50597,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Zone of skin,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL619735,BAO_0000218,
9000,11977,A,,14.0,50597,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Zone of skin,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL875330,BAO_0000218,
9001,11977,A,,14.0,50597,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Zone of skin,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628465,BAO_0000218,
9002,11977,A,,14.0,50597,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Zone of skin,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628466,BAO_0000218,
9003,11977,A,,14.0,50597,Biodistribution of radioligand [125I]FIDA1 in skin of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Zone of skin,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628467,BAO_0000218,
9004,11977,A,,2106.0,50597,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Spleen,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628468,BAO_0000218,
9005,11977,A,,2106.0,50597,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Spleen,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628469,BAO_0000218,
9006,11977,A,,2106.0,50597,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Spleen,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628470,BAO_0000218,
9007,11977,A,,2106.0,50597,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Spleen,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628471,BAO_0000218,
9008,11977,A,,2106.0,50597,Biodistribution of radioligand [125I]FIDA1 in spleen of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Spleen,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL628472,BAO_0000218,
9009,11977,A,,2046.0,50597,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 120 minutes after an intravenous injection is given (average of 3 rats),Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625191,BAO_0000218,
9010,11977,A,,2046.0,50597,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL625192,BAO_0000218,
9011,11977,A,,2046.0,50597,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 2 rats),Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL875337,BAO_0000218,
9012,11977,A,,2046.0,50597,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 30 minutes after an intravenous injection is given (average of 3 rats),Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626341,BAO_0000218,
9013,11977,A,,2046.0,50597,Biodistribution of radioligand [125I]FIDA1 in thyroid of rat after 60 minutes after an intravenous injection is given (average of 3 rats),Thyroid gland,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626342,BAO_0000218,
9014,11977,A,,2107.0,50597,Biodistribution of radioligand [125I]-FIDA1 in liver of rat after 2 minutes after an intravenous injection is given (average of 3 rats),Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621943,BAO_0000218,
9015,3748,A,,,50597,Half life in rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621944,BAO_0000218,
9016,15765,A,,,50597,Mean percent inhibition of joint damage reduction in fasted rats at 35 mg/kg administered orally twice daily,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621945,BAO_0000218,
9017,4871,A,,,50597,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver),,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621946,BAO_0000218,
9018,4871,A,,,50597,Compound was evaluated for rate of clearance by using IPRL (Isolated Perfused Rat Liver); ND=Not determined,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621947,BAO_0000218,
9019,4872,A,,,50597,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver),,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621948,BAO_0000218,
9020,4872,A,,,50597,Compound was evaluated for rate of clearance in IPRL (Isolated Perfused Rat Liver); ND=Not determined,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621949,BAO_0000218,
9021,5413,A,,,50597,Rate constant (k) of clearance from isolated perfused rat liver (IPRL),,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621950,BAO_0000218,
9022,5413,A,,,50597,Tested for rate of clearance from isolated perfused rat liver (IPRL) and expressed in terms of rate constant (k); not determined,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621951,BAO_0000218,
9023,15272,A,,178.0,50597,Maximal blood concentration after oral administration of a 30 uM/kg dose of compound,Blood,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621952,BAO_0000218,
9024,4689,A,,2107.0,50597,Stability (%) in rat liver microsomes,Liver,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621953,BAO_0000218,
9025,6057,A,,,50597,Area under curve was calculated after intravenous administration,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621954,BAO_0000218,
9026,6057,A,,,50597,Area under the curve was calculated after iv administration in rat,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621955,BAO_0000218,
9027,6057,A,,,50597,Area under the curve was calculated in rat after peroral administration,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621956,BAO_0000218,
9028,6211,A,,,50597,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621957,BAO_0000218,
9029,5710,A,,,50597,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral dose of 2 mg/Kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621958,BAO_0000218,
9030,5710,A,,,50597,Dose-normalized AUC measured in fasted male Sprague dawely rats when the compound was administered at a peroral of 2 mg/Kg,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621959,BAO_0000218,
9031,17853,A,,,50597,Dose-normalized area under curve in rat (i.v.) at 0.5 mpk,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621960,BAO_0000218,
9032,17853,A,,,50597,Dose-normalized area under curve in rat (p.o.) at 2.0 mpk,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621961,BAO_0000218,
9033,15765,A,,,50597,p value of the compound,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621962,BAO_0000218,
9034,15765,F,,,50597,p value of the compound,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL876787,BAO_0000218,
9035,15765,A,,,50597,p value of the compound,,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL621963,BAO_0000218,
9036,6175,A,,945.0,50597,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Stomach,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622637,BAO_0000218,
9037,6175,A,,945.0,50597,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (20 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Stomach,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL622638,BAO_0000218,
9038,6175,A,,945.0,50597,pH of the gastric juice (Control value = 1.42+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Stomach,1,,Rattus norvegicus,1,10116.0,N,Intermediate,,,CHEMBL626561,BAO_0000218,
9039,7991,F,,,22224,Negative log of minimum effective dose (moles per kilogram) in rabbits (hypnotic),,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626562,BAO_0000019,
9040,429,A,,,22224,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg ( 0-4 hr ),,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626563,BAO_0000218,
9041,429,A,,,22224,Evaluated for pharmacokinetic parameter area under curve in rabbit at the dose 20 mg/kg (0-4 hr ),,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626564,BAO_0000218,
9042,6253,A,,,22224,Clearance was measured at the concentration of 1.11 mg/kg in rabbit blood sample,,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626565,BAO_0000218,
9043,6253,A,,,22224,Clearance was measured at the concentration of 2.0 mg/kg in rabbit blood sample,,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626566,BAO_0000218,
9044,3615,A,,,22224,Clearance rate in rabbits,,0,,Oryctolagus cuniculus,1,9986.0,U,Autocuration,,,CHEMBL626567,BAO_0000218,
