Fiscal year,Participatory development and good governance,Branch ID,Branch name,CountryRegion ID,Continent name,Organisation sub-class,Section ID,Fund centre name,Regional program (marker),Organisation class,PBA type,Bilateral aid (international marker),Sector name,Climate change adaptation (marker),Project number,Status,Maximum CIDA contribution (project-level),Division ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Public sector policy and administrative management,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Democratic participation and civil society,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Agricultural water resources,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Fishing policy and administrative management,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Environmental policy and administrative management,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,110,Africa,IFI,S4227,PanAfrica,1,Multilateral,Not PBA,1,Flood prevention/control,0,A033535001,Terminating,10000000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,10000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,FEDERAL,S4227,PanAfrica,1,Governmental,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,FEDERAL,S4227,PanAfrica,1,Governmental,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,FEDERAL,S4227,PanAfrica,1,Governmental,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,CONSULTING SERVICES,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,PanAfrica,1,Civil Society,Not PBA,1,Business support services and institutions,0,A033537001,Terminating,4428150.98,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,4428150.98,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,IFI,S4249,Central & West Africa Regional Program,1,Multilateral,Not PBA,1,Health policy and administrative management,0,A033538001,Closed,15000000.0,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,15000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,IFI,S4249,Central & West Africa Regional Program,1,Multilateral,Not PBA,1,Infectious disease control,0,A033538001,Closed,15000000.0,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,15000000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Trade policy and administrative management,0,A033539001,Terminating,14700000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,14700000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Regional trade agreements (RTAs),0,A033539001,Terminating,14700000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,14700000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Multilateral trade negotiations,0,A033539001,Terminating,14700000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,14700000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Business support services and institutions,0,A033540001,Operational,19800000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,19800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Trade facilitation,0,A033540001,Operational,19800000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,19800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,X1,Africa,UNITED NATIONS,S4227,PanAfrica,1,Multilateral,Not PBA,1,Regional trade agreements (RTAs),0,A033540001,Operational,19800000.0,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4246,19800000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Education policy and administrative management,0,A033545001,Operational,11584870.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,11584870.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Primary education,0,A033545001,Operational,11584870.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,11584870.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Basic drinking water supply,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Basic sanitation,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Social/welfare services,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Informal/semi-formal financial intermediaries,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Material relief assistance and services,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Disaster prevention and preparedness,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Sectors not specified,0,A033546001,Closed,2497644.85,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2497644.85,0.47,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Multi-sector aid for basic social services,0,A033548001,Closed,2497495.79,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2496248.44,0.500000002,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Informal/semi-formal financial intermediaries,0,A033548001,Closed,2497495.79,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2496248.44,0.500000002,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Agricultural policy and administrative management,0,A033548001,Closed,2497495.79,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2496248.44,0.500000002,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Reconstruction relief and rehabilitation,0,A033548001,Closed,2497495.79,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2496248.44,0.500000002,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Disaster prevention and preparedness,0,A033548001,Closed,2497495.79,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2496248.44,0.500000002,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,INTERNATIONAL NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Education policy and administrative management,0,A033549001,Closed,2475004.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2475004.0,0.4,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,INTERNATIONAL NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Primary education,0,A033549001,Closed,2475004.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2475004.0,0.4,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,INTERNATIONAL NGO,S4141,Pakistan,0,Civil Society,Not PBA,1,Reconstruction relief and rehabilitation,0,A033549001,Closed,2475004.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,2475004.0,0.4,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,ML,Africa,FEDERAL,S4215,Mali,0,Governmental,Pooled funding,1,Elections,0,A033557001,Closed,3156951.17,D4207,WWD West & Central Africa,Mali Program Section,4216,3156951.17,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4200,WGM Sub-Saharan Africa,ML,Africa,Unknown,S4215,Mali,0,Unknown,Pooled funding,1,Elections,0,A033557001,Closed,3156951.17,D4207,WWD West & Central Africa,Mali Program Section,4216,3156951.17,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,FEDERAL,S4233,Senegal,0,Governmental,Not PBA,1,Agricultural policy and administrative management,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,SUPPLIER OF GOODS/SERVICES,S4233,Senegal,0,Civil Society,Not PBA,1,Agricultural policy and administrative management,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,COOPERANT,S4233,Senegal,0,Individual,Not PBA,1,Agricultural policy and administrative management,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,FEDERAL,S4233,Senegal,0,Governmental,Not PBA,1,Agricultural development,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,SUPPLIER OF GOODS/SERVICES,S4233,Senegal,0,Civil Society,Not PBA,1,Agricultural development,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,COOPERANT,S4233,Senegal,0,Individual,Not PBA,1,Agricultural development,0,A033565001,Terminating,533706.96,D4207,WWD West & Central Africa,Senegal Program,4238,533706.96,1.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,B4100,OGM Asia Pacific,AF,Asia,NGO,S4141,Afghanistan,0,Civil Society,Not PBA,1,Legal and judicial development,0,A033569001,Closed,3104706.61,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,3104706.61,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B6100,KFM Partnership for Develop. Innovation,BR,America,SPECIALIZED INSTITUTE,S6218,Governance & Human Rights,0,Civil Society,Not PBA,1,Legal and judicial development,0,A033571001,Operational,2853219.0,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,2853219.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B6100,KFM Partnership for Develop. Innovation,BR,America,SPECIALIZED INSTITUTE,S6218,Governance & Human Rights,0,Civil Society,Not PBA,1,Human rights,0,A033571001,Operational,2853219.0,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,2853219.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B6100,KFM Partnership for Develop. Innovation,TH,Asia,SPECIALIZED INSTITUTE,S6218,Governance & Human Rights,0,Civil Society,Not PBA,1,Legal and judicial development,0,A033571001,Operational,2853219.0,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,2853219.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B6100,KFM Partnership for Develop. Innovation,TH,Asia,SPECIALIZED INSTITUTE,S6218,Governance & Human Rights,0,Civil Society,Not PBA,1,Human rights,0,A033571001,Operational,2853219.0,D6214,KGD Sustainable Economic Growth Partner.,Governance & Human Rights,6218,2853219.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,RW,Africa,FEDERAL,S4287,Rwanda,0,Governmental,Sectoral budget support,1,Education policy and administrative management,0,A033575001,Closed,4500000.0,D4207,WWD West & Central Africa,Central Africa & Great Lakes Program,4302,4500000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
2009/2010,2,B4100,OGM Asia Pacific,LK,Asia,NGO,S4141,Sri Lanka,0,Civil Society,Not PBA,1,Democratic participation and civil society,0,A033576001,Closed,4776342.91,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,4776342.91,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B4100,OGM Asia Pacific,LK,Asia,NGO,S4141,Sri Lanka,0,Civil Society,Not PBA,1,Agricultural development,0,A033576001,Closed,4776342.91,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,4776342.91,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B4100,OGM Asia Pacific,LK,Asia,NGO,S4141,Sri Lanka,0,Civil Society,Not PBA,1,Small and medium-sized enterprises (SME) development,0,A033576001,Closed,4776342.91,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4118,4776342.91,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Education facilities and training,0,A033577PRE,Closed,481459.7,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,481459.7,0.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTANT,S4141,Pakistan,0,Individual,Not PBA,1,Education facilities and training,0,A033577PRE,Closed,481459.7,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,481459.7,0.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTING SERVICES,S4141,Pakistan,0,Civil Society,Not PBA,1,Reconstruction relief and rehabilitation,0,A033577PRE,Closed,481459.7,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,481459.7,0.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4100,OGM Asia Pacific,PK,Asia,CONSULTANT,S4141,Pakistan,0,Individual,Not PBA,1,Reconstruction relief and rehabilitation,0,A033577PRE,Closed,481459.7,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,481459.7,0.4,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,2,B4100,OGM Asia Pacific,PK,Asia,FEDERAL,S4141,Pakistan,0,Governmental,Not PBA,1,Democratic participation and civil society,0,A033578001,Terminating,4950000.0,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,4950000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,STD control including HIV/AIDS,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,Public sector policy and administrative management,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,STD control including HIV/AIDS,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,Public sector policy and administrative management,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,STD control including HIV/AIDS,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,Public sector policy and administrative management,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,STD control including HIV/AIDS,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,110,Africa,NGO,S4227,Southern&Eastern Africa SubRegional Prog,1,Civil Society,Not PBA,1,Public sector policy and administrative management,0,A033585001,Closed,7294221.36,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,7294221.36,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
