Fiscal year,Fund centre name,Biodiversity (marker),CountryRegion ID,Organisation type,Organisation name,Desertification (marker),Sector name,CountryRegion percent,CountryRegion name,Fund centre ID,CFLI (marker),Youth issues (marker),Organisation class,Urban issues (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Social/welfare services,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Multi-sector aid for basic social services,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Road transport,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Energy policy and administrative management,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural development,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Food crop production,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural extension,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Environmental policy and administrative management,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Multisector aid,1.0,Ghana,4254,0,1,Governmental,1,A033419001,Closed,99724217.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,99724217.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,General budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Basic nutrition,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural policy and administrative management,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural development,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural land resources,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural water resources,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural inputs,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Food crop production,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Industrial crops/export crops,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Livestock,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural extension,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural education/training,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural research,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural services,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,1,GH,Foreign Non-Profit Making,Government of Ghana,1,Plant and post-harvest protection and pest control,1.0,Ghana,4254,0,1,Governmental,1,A033419002,Terminating,109545796.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,109545796.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,2
2009/2010,Ghana,0,GH,Foreign Non-Profit Making,Government of Ghana,1,Water sector policy and administrative management,1.0,Ghana,4254,0,1,Governmental,0,A033419003,Operational,80000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,2
2009/2010,Ghana,0,GH,Foreign Non-Profit Making,Government of Ghana,1,Public sector policy and administrative management,1.0,Ghana,4254,0,1,Governmental,0,A033419003,Operational,80000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,2
2009/2010,Ghana,0,GH,Foreign Non-Profit Making,Government of Ghana,1,Democratic participation and civil society,1.0,Ghana,4254,0,1,Governmental,0,A033419003,Operational,80000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,2
2009/2010,Ghana,0,GH,Foreign Non-Profit Making,Government of Ghana,1,Financial policy and administrative management,1.0,Ghana,4254,0,1,Governmental,0,A033419003,Operational,80000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,2
2009/2010,Ghana,0,GH,Foreign Non-Profit Making,Government of Ghana,1,Agricultural development,1.0,Ghana,4254,0,1,Governmental,0,A033419003,Operational,80000000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,80000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Other PBA,2
2009/2010,Cameroon,0,CM,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Environmental policy and administrative management,1.0,Cameroon,4289,0,0,Governmental,0,A033435001,Closed,498775.65,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,498775.65,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Basic drinking water supply,1.0,Haiti,4452,0,0,Governmental,0,A033455001,Closed,5689035.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Basic sanitation,1.0,Haiti,4452,0,0,Governmental,0,A033455001,Closed,5689035.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,1.0,Haiti,4452,0,0,Governmental,0,A033455001,Closed,5689035.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Agricultural development,1.0,Haiti,4452,0,0,Governmental,0,A033455001,Closed,5689035.26,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,5689035.26,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Profit Making,Information not available,0,Basic drinking water supply,1.0,Haiti,4452,0,0,Individual,0,A033457001,Terminating,19721298.01,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,19721298.01,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Profit Making,Information not available,0,Basic sanitation,1.0,Haiti,4452,0,0,Individual,0,A033457001,Terminating,19721298.01,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,19721298.01,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Haiti,0,HT,Canadian Profit Making,Information not available,0,Road transport,1.0,Haiti,4452,0,0,Individual,0,A033457001,Terminating,19721298.01,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,19721298.01,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Journalism and Development Initiative,0,CA,Canadian Non-Profit Making,Concordia University Financial Services,0,Promotion of development awareness,1.0,Canada,2240,0,0,Civil Society,0,A033459001,Closed,14866.77,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,0.0,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,African Health Systems Initiative,0,X1,Canadian Non-Profit Making,International Development Research Centre,0,Health policy and administrative management,1.0,Africa MC,4333,0,0,Para-Governmental,0,A033463001,Closed,4932896.09,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,4932896.09,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,African Health Systems Initiative,0,X1,Canadian Non-Profit Making,International Development Research Centre,0,Medical research,1.0,Africa MC,4333,0,0,Para-Governmental,0,A033463001,Closed,4932896.09,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,4932896.09,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,African Health Systems Initiative,0,X1,Canadian Non-Profit Making,International Development Research Centre,0,Health personnel development,1.0,Africa MC,4333,0,0,Para-Governmental,0,A033463001,Closed,4932896.09,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,4932896.09,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Caribbean Region,0,X2,Foreign Non-Profit Making,UNDP - United Nations Development Programme,0,Public sector policy and administrative management,1.0,Americas MC,4434,0,0,Multilateral,0,A033468001,Closed,25000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,25000000.0,0.85,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Caribbean Region,0,X2,Foreign Non-Profit Making,UNDP - United Nations Development Programme,0,Public finance management,1.0,Americas MC,4434,0,0,Multilateral,0,A033468001,Closed,25000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,25000000.0,0.85,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Caribbean Region,0,X2,Foreign Non-Profit Making,CDB - Caribbean Development Bank,0,Reconstruction relief and rehabilitation,1.0,Americas MC,4434,0,0,Multilateral,0,A033475001,Closed,25000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,25000000.0,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0
2009/2010,Public Institutions & Elections,0,X1,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Democratic participation and civil society,0.25,Africa MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X1,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Elections,0.25,Africa MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X2,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Democratic participation and civil society,0.25,Americas MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X2,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Elections,0.25,Americas MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X3,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Democratic participation and civil society,0.25,Asia MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X3,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Elections,0.25,Asia MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X4,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Democratic participation and civil society,0.25,Europe MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Public Institutions & Elections,0,X4,Canadian Non-Profit Making,Cdn Ass'n of Former Parliamentarian and The Educational Foundation,0,Elections,0.25,Europe MC,6219,0,0,Civil Society,0,A033488001,Closed,530011.46,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,530011.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Pakistan,0,PK,Foreign Non-Profit Making,The Asia Foundation,0,Elections,1.0,Pakistan,4124,0,1,Civil Society,0,A033491001,Closed,1472173.93,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,1472173.93,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Indonesia,0,ID,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Decentralisation and support to subnational government,1.0,Indonesia,4127,0,0,Governmental,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Indonesia,0,ID,Canadian Profit Making,Cowater International Inc.,0,Decentralisation and support to subnational government,1.0,Indonesia,4127,0,0,Civil Society,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Indonesia,0,ID,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Anti-corruption organisations and institutions,1.0,Indonesia,4127,0,0,Governmental,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Indonesia,0,ID,Canadian Profit Making,Cowater International Inc.,0,Anti-corruption organisations and institutions,1.0,Indonesia,4127,0,0,Civil Society,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Indonesia,0,ID,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,1.0,Indonesia,4127,0,0,Governmental,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Indonesia,0,ID,Canadian Profit Making,Cowater International Inc.,0,Democratic participation and civil society,1.0,Indonesia,4127,0,0,Civil Society,0,A033493001,Operational,11000000.0,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,11000000.0,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Mali,0,ML,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,1.0,Mali,4216,1,0,Governmental,0,A033497001,Closed,497898.53,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,497898.53,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0
