ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
6544,,Intermediate,,50535,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 12.5 mg/kg/day(5 days) dose,CHEMBL623663,N,1,,,,,1,,BAO_0000218,
6545,,Intermediate,,50535,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 200 mg/kg/day(5 days) dose,CHEMBL623664,N,1,,,,,1,,BAO_0000218,
6546,,Intermediate,,50535,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 25 mg/kg/day(5 days) dose,CHEMBL623665,N,1,,,,,1,,BAO_0000218,
6547,,Intermediate,,80023,Evaluated for the inhibitory concentration required to cause growth inhibition of A673Mer+ sarcoma cell line using the MTT Cytotoxicity Assay,CHEMBL621856,N,1,165.0,A673,,,1,,BAO_0000219,
6548,,Intermediate,,80661,Evaluated for the inhibitory concentration required to cause growth inhibition of A704Rem- renal cell line using the MTT Cytotoxicity Assay,CHEMBL620432,N,1,645.0,A704,,,1,,BAO_0000219,
6549,,Autocuration,,22226,Tested for inhibition of ET-1 induced phosphoinositide (PI) turnover in A7r5 smooth muscle cells,CHEMBL620433,U,0,,,,,1,,BAO_0000219,
6550,,Intermediate,,80024,Inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,CHEMBL620434,N,1,625.0,A9,,,1,,BAO_0000219,
6551,,Intermediate,,80024,Percent inhibition of Forskolin-Induced cAMP production in A9 L cells expressing m2 receptors,CHEMBL620435,N,1,625.0,A9,,,1,,BAO_0000219,
6552,,Intermediate,,80024,Cytotoxicity against Beta- tubulin mutant expressing A9-PTX10 cell line of humans was tested,CHEMBL620436,N,1,625.0,A9,,,1,,BAO_0000219,
6553,,Intermediate,,80024,Percentage inhibition at higher concentration (100 nM) against Beta- tubulin mutant expressing A9-PTX10 cell line,CHEMBL876597,N,1,625.0,A9,,,1,,BAO_0000219,
6554,,Expert,,81037,Inhibition of human ovarian carcinoma (A90) FGF-R overexpressing cell proliferation,CHEMBL620437,N,1,874.0,Human ovarian carcinoma cell line,,,1,,BAO_0000219,
6555,,Expert,,80024,"Tested for stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells, activity expressed as EC50 mM.",CHEMBL620438,N,1,625.0,A9,,,1,,BAO_0000219,
6556,,Expert,,80024,Stimulating PI (phosphoinositol) hydrolysis in A9L-m1 cells.,CHEMBL620439,N,1,625.0,A9,,,1,,BAO_0000219,
6557,,Expert,,80024,Increase in phosphoinositide (PI) metabolism in A9L-m1 cells at 100 uM.,CHEMBL619657,N,1,625.0,A9,,,1,,BAO_0000219,
6558,,Intermediate,,80024,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; - = Not determined,CHEMBL619658,N,1,625.0,A9,,,1,,BAO_0000219,
6559,,Intermediate,,80024,The increase in phosphoinositide (PI) metabolism in A9L-m1 cells was measured at 100 uM; i = inactive,CHEMBL619659,N,1,625.0,A9,,,1,,BAO_0000219,
6560,,Expert,,10649,"Increase in phosphoinositide (PI) metabolism in A9L-cholinergic receptor, muscarinic 3 expressing cells was measured at 100 uMolar",CHEMBL619660,H,8,,,,,1,,BAO_0000019,
6561,,Intermediate,,80024,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; - = Not determined,CHEMBL619661,N,1,625.0,A9,,,1,,BAO_0000219,
6562,,Intermediate,,80024,The increase in phosphoinositide (PI) metabolism in A9L-m3 cells was measured at 100 uM; i = inactive,CHEMBL619662,N,1,625.0,A9,,,1,,BAO_0000219,
6563,,Intermediate,,80663,Ability to inhibit growth of AA-6 cells (a mutant cell line resistant to 8-azaadenine and lacks adenine phosphoryltransferase) was determined,CHEMBL619663,N,1,975.0,AA6,,,1,,BAO_0000219,
6564,,Autocuration,,22226,Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied after 5 hrs of Incubation.,CHEMBL619664,U,0,,,,,1,,BAO_0000219,
6565,,Autocuration,,22226,"Intracellular phosphorylation (100 uM) in uninfected AA2 cells was studied, after 5 hrs of Incubation.",CHEMBL619665,U,0,,,,,1,,BAO_0000219,
6566,,Intermediate,,80662,Anti -HIV activity was measured against AA5/HIV-1(IIIB),CHEMBL883244,N,1,974.0,AA5,,,1,,BAO_0000219,
6567,,Intermediate,,80662,Cytotoxicity was measured against AA5/HIV-1(IIIB),CHEMBL884011,N,1,974.0,AA5,,,1,,BAO_0000219,
6568,,Intermediate,,80662,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in AA5 EBV-infected B-cell,CHEMBL619666,N,1,974.0,AA5,,,1,,BAO_0000219,
6569,,Intermediate,,80566,Compound was evaluated for the anti-HIV activity against HIV strain IIIB in U937 monocytic cell,CHEMBL619667,N,1,379.0,U-937,,,1,,BAO_0000219,
6570,,Intermediate,,80578,Hypersensitivity factor obtained from in vitro cytotoxicities against Chinese hamster ovary derived AA8 / UV4 cell lines,CHEMBL619668,N,1,274.0,UV4,,,1,,BAO_0000219,
6571,,Expert,,80089,"Inhibition of cell growth in culture against Chinese hamster ovary derived cell line, AA8",CHEMBL619669,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6572,,Intermediate,,80089,Average intracellular compound concentration when the hypoxic SER=1.6,CHEMBL876608,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6573,,Intermediate,,80089,Average intracellular compound concentration when the hypoxic SER=1.6.,CHEMBL619670,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6574,,Intermediate,,80089,Average intracellular compound concentration where the hypoxia sensitizer enhancement ratio (SER)=1.6,CHEMBL619671,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6575,,Intermediate,,80089,Average intracellular compound concentration where the sensitizer enhancement ratio (SER)=1.6 under hypoxia,CHEMBL619672,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6576,,Intermediate,,80089,Compound concentration at which sensitizer enhancement ratio =1.6 under hypoxia.,CHEMBL619673,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6577,,Intermediate,,80089,"Compound was tested for the concentration required to reduce cell survival under hypoxic conditions, using the cell line AA8 in the clonogenic assay.",CHEMBL619674,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6578,,Intermediate,,80089,"Concentration needed to reduce cell survival to 10% of control values, using 1 hour exposure of plateau phase AA8 cells at 10e6 cells/ml",CHEMBL619675,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6579,,Intermediate,,80089,Activity to reduce the surviving fraction to 10% (CT10) was used as an inverse measure of cytotoxic potency in aerobic conditions,CHEMBL619676,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6580,,Intermediate,,80089,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,CHEMBL619677,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6581,,Intermediate,,80089,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition,CHEMBL619678,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6582,,Intermediate,,80089,Compound concentration required to reduce cell survival to 10% of control values under hypoxic condition.,CHEMBL619679,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6583,,Expert,,80089,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay,CHEMBL619680,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6584,,Intermediate,,80089,Concentration x time (uM h) to reduce cell survival to 10% of control values under hypoxic conditions by clonogenic assay. Inactive at the solubility limit,CHEMBL621457,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6585,,Expert,,80089,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% controls in clonogenic assay,CHEMBL876609,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6586,,Intermediate,,80089,Cytotoxicity under aerobic conditions determined to reduce the AA8 cell survival to 10% of controls in clonogenic assay,CHEMBL621458,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6587,,Expert,,80089,Aerobic cytotoxicity was assessed in a growth inhibition assay using log phase cultures of the chinese hamster ovary fibroblast line AA8,CHEMBL621459,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6588,,Expert,,80089,Aerobic growth inhibition in Chinese hamster cell line AA8,CHEMBL621460,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6589,,Expert,,80089,Cytotoxicity against AA8 cell and IC50 values were determined as drug concentration required to inhibit cell protein to 50%.,CHEMBL621461,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6590,,Expert,,80089,Inhibition of growth under aerobic conditions in AA8 cells,CHEMBL621462,N,1,185.0,CHO-AA8,,,1,,BAO_0000219,
6591,,Intermediate,,50588,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL621463,N,1,,,,,1,,BAO_0000218,
6592,,Intermediate,,50588,Oral bioavailability in dog at 10 mg/kg of the compound,CHEMBL621464,N,1,,,,,1,,BAO_0000218,
6593,,Intermediate,,50588,Oral bioavailability in dog (dose 5 uM/kg),CHEMBL621465,N,1,,,,,1,,BAO_0000218,
6594,,Intermediate,,50588,Oral bioavailability in dog (dose 5 uM/kg),CHEMBL621466,N,1,,,,,1,,BAO_0000218,
6595,,Intermediate,,50588,Oral bioavailability in dog (mongrel),CHEMBL621467,N,1,,,,,1,,BAO_0000218,
6596,,Intermediate,,50588,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL621468,N,1,,,,,1,,BAO_0000218,
6597,,Intermediate,,50588,Oral bioavailability in dog (dose 10 mg/kg),CHEMBL876734,N,1,,,,,1,,BAO_0000218,
6598,,Intermediate,,50588,Bioavailability in dog,CHEMBL618476,N,1,,,,,1,,BAO_0000218,
6599,,Intermediate,,50588,Bioavailability in dog (dose 1 mg/kg i.v.),CHEMBL618477,N,1,,,,,1,,BAO_0000218,
6600,,Intermediate,,50588,Pharmacokinetic data for dose given to dogs intravenously (oral PK study in parentheses),CHEMBL618478,N,1,,,,,1,,BAO_0000218,
6601,,Intermediate,,50588,Pharmacokinetic property (F) was measured in dog at the dose of 0.032 mg/kg,CHEMBL618479,N,1,,,,,1,,BAO_0000218,
6602,,Intermediate,,50588,Bioavailability in dog,CHEMBL618480,N,1,,,,,1,,BAO_0000218,
6603,,Intermediate,,50588,Bioavailability in dog (dose 3-10 mg/kg),CHEMBL618481,N,1,,,,,1,,BAO_0000218,
6604,1969.0,Intermediate,Plasma,50588,The compound was tested for bioavailability of compound in plasma of dog; Complete,CHEMBL618482,N,1,,,,,1,,BAO_0000218,
6605,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL618483,N,1,,,,,1,,BAO_0000218,
6606,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL618484,N,1,,,,,1,,BAO_0000218,
6607,,Intermediate,,50588,Bioavailability in dog,CHEMBL618485,N,1,,,,,1,,BAO_0000218,
6608,,Intermediate,,50588,oral bioavailability was measured in dogs,CHEMBL618486,N,1,,,,,1,,BAO_0000218,
6609,,Intermediate,,50588,Compound was tested for plasma protein binding in dog; Not determined,CHEMBL618487,N,1,,,,,1,,BAO_0000218,
6610,,Intermediate,,50588,Compound was tested for plasma protein binding of dog,CHEMBL618488,N,1,,,,,1,,BAO_0000218,
6611,,Intermediate,,50588,Compound was tested for plasma protein binding of dog; Not determined,CHEMBL876735,N,1,,,,,1,,BAO_0000218,
6612,,Intermediate,,50588,Concentration in dogs after oral administration at dose of 1 mg/kg after 180 min.,CHEMBL618489,N,1,,,,,1,,BAO_0000218,
6613,,Intermediate,,50588,Apparent terminal elimination half-life in dog after administration of 20 mg/kg dose through peroral route,CHEMBL618490,N,1,,,,,1,,BAO_0000218,
6614,,Intermediate,,50588,Half life was determined,CHEMBL618491,N,1,,,,,1,,BAO_0000218,
6615,,Intermediate,,50588,Half life by ''Cr'' assay in dog at a dose of 5 mg/kg,CHEMBL618492,N,1,,,,,1,,BAO_0000218,
6616,,Intermediate,,50588,Half life was evaluated in dog,CHEMBL873354,N,1,,,,,1,,BAO_0000218,
6617,,Intermediate,,50588,Half life was determined,CHEMBL618493,N,1,,,,,1,,BAO_0000218,
6618,,Intermediate,,50588,Biodistribution of compound was measured in bile at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618494,N,1,,,,,1,,BAO_0000218,
6619,948.0,Intermediate,Heart,50588,Biodistribution of compound was measured in heart at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618495,N,1,,,,,1,,BAO_0000218,
6620,2113.0,Intermediate,Kidney,50588,Biodistribution of compound was measured in kidney at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618496,N,1,,,,,1,,BAO_0000218,
6621,2107.0,Intermediate,Liver,50588,Biodistribution of compound was measured in liver at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618497,N,1,,,,,1,,BAO_0000218,
6622,2048.0,Intermediate,Lung,50588,Biodistribution of compound was measured in lung at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618498,N,1,,,,,1,,BAO_0000218,
6623,2106.0,Intermediate,Spleen,50588,Biodistribution of compound was measured in spleen at 2 hr post-injection in canine deep vein thrombosis model (DVT),CHEMBL618499,N,1,,,,,1,,BAO_0000218,
6624,,Intermediate,,50588,LogP in dog,CHEMBL876736,N,1,,,,,1,,BAO_0000218,
6625,,Intermediate,,50588,Partition coefficient (logP),CHEMBL618500,N,1,,,,,1,,BAO_0000218,
6626,,Intermediate,,50588,Partition coefficient in dog,CHEMBL857831,N,1,,,,,1,,BAO_0000218,
6627,,Intermediate,,50588,Mean-residence time of compound after intravenous administration in dogs at 1.2 uM/kg,CHEMBL618501,N,1,,,,,1,,BAO_0000218,
6628,,Intermediate,,50588,Pharmacokinetic parameter MRT was determined in Beagle dogs after (po) administration of a dose of 28 (uM/kg),CHEMBL618502,N,1,,,,,1,,BAO_0000218,
6629,,Intermediate,,50588,In vitro metabolic stability determined after 30 min of incubation in dog hepatic microsomes,CHEMBL618503,N,1,,,,,1,,BAO_0000218,
6630,,Intermediate,,50588,Metabolism of compound in dog S9 microsomes ('++''indicates 20-50% largest observed peak),CHEMBL618504,N,1,,,,,1,,BAO_0000218,
6631,,Intermediate,,50588,Metabolism of compound in dog S9 microsomes ('++++' indicates largest observed peak),CHEMBL618505,N,1,,,,,1,,BAO_0000218,
6632,,Intermediate,,50588,Metabolism of compound in dog S9 microsomes; Trace,CHEMBL618506,N,1,,,,,1,,BAO_0000218,
6633,2107.0,Intermediate,Liver,50588,In vitro metabolic potential in dog liver microsomes,CHEMBL618507,N,1,,,,,1,,BAO_0000218,
6634,,Intermediate,,50588,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,CHEMBL876737,N,1,,,,,1,,BAO_0000218,
6635,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL618508,N,1,,,,,1,,BAO_0000218,
6636,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL618509,N,1,,,,,1,,BAO_0000218,
6637,,Intermediate,,50588,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,CHEMBL618510,N,1,,,,,1,,BAO_0000218,
6638,,Intermediate,,50588,The compound was tested for bioavailability in dogs,CHEMBL618511,N,1,,,,,1,,BAO_0000218,
6639,,Intermediate,,50588,The compound was tested for oral bioavailability in dogs,CHEMBL618512,N,1,,,,,1,,BAO_0000218,
6640,,Intermediate,,50588,Oral bioavailability in dog,CHEMBL618513,N,1,,,,,1,,BAO_0000218,
6641,,Intermediate,,50588,Compound was tested for percent protein binding (PB) in dog,CHEMBL618514,N,1,,,,,1,,BAO_0000218,
6642,,Intermediate,,50588,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,CHEMBL620052,N,1,,,,,1,,BAO_0000218,
6643,1969.0,Intermediate,Plasma,50588,Compound was evaluated for plasma clearance.,CHEMBL620053,N,1,,,,,1,,BAO_0000218,
6644,1969.0,Intermediate,Plasma,50588,The compound was tested for plasma clearance in dog,CHEMBL620054,N,1,,,,,1,,BAO_0000218,
6645,1969.0,Intermediate,Plasma,50588,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,CHEMBL620055,N,1,,,,,1,,BAO_0000218,
6646,,Intermediate,,50588,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,CHEMBL620056,N,1,,,,,1,,BAO_0000218,
6647,2107.0,Intermediate,Liver,50588,In vitro relative rate of metabolism was determined in dog liver microsomes,CHEMBL620057,N,1,,,,,1,,BAO_0000218,
6648,,Intermediate,,50588,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,CHEMBL618939,N,1,,,,,1,,BAO_0000218,
6649,,Intermediate,,50588,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,CHEMBL618940,N,1,,,,,1,,BAO_0000218,
6650,,Intermediate,,50588,Half life after intravenous administration in dogs at 1.2 uM/kg,CHEMBL618941,N,1,,,,,1,,BAO_0000218,
6651,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,CHEMBL624473,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6652,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,CHEMBL624474,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6653,2048.0,Intermediate,Lung,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,CHEMBL624475,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6654,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,CHEMBL624476,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6655,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,CHEMBL623478,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6656,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,CHEMBL623479,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6657,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,CHEMBL623480,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6658,,Intermediate,,50594,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,CHEMBL623481,N,1,42.0,CCRF S-180,,,1,,BAO_0000218,
6659,955.0,Intermediate,Brain,50594,C2 in brain of mice at the oral dose of 50 mg/kg,CHEMBL623482,N,1,,,,,1,,BAO_0000218,
6660,2113.0,Intermediate,Kidney,50594,C2 in kidney of mice at the oral dose of 50 mg/kg,CHEMBL623483,N,1,,,,,1,,BAO_0000218,
6661,2107.0,Intermediate,Liver,50594,C2 in liver of mice at the oral dose of 50 mg/kg,CHEMBL623484,N,1,,,,,1,,BAO_0000218,
6662,2048.0,Intermediate,Lung,50594,C2 in lungs of mice at the oral dose of 50 mg/kg,CHEMBL623485,N,1,,,,,1,,BAO_0000218,
6663,2106.0,Intermediate,Spleen,50594,C2 in spleen of mice at the oral dose of 50 mg/kg,CHEMBL623486,N,1,,,,,1,,BAO_0000218,
6664,,Intermediate,,50594,Plasma clearance in mouse,CHEMBL623487,N,1,,,,,1,,BAO_0000218,
6665,,Intermediate,,50594,Clearance of compound after intravenous administration in mice at 24 uM/kg,CHEMBL623488,N,1,,,,,1,,BAO_0000218,
6666,,Intermediate,,50594,Clearance from mouse blood following i.v. administration of 10 mg/kg,CHEMBL623489,N,1,,,,,1,,BAO_0000218,
6667,,Intermediate,,50594,Clearance was evaluated in mice after intravenous administration,CHEMBL875157,N,1,,,,,1,,BAO_0000218,
6668,,Intermediate,,50594,Clearance was evaluated in mice after oral administration,CHEMBL623490,N,1,,,,,1,,BAO_0000218,
6669,,Intermediate,,50594,Pharmacokinetic property (Plasma clearance) was measured in mouse,CHEMBL623491,N,1,,,,,1,,BAO_0000218,
6670,,Intermediate,,50594,Plasma clearance of compound was determined at 40 mg/Kg,CHEMBL623492,N,1,,,,,1,,BAO_0000218,
6671,,Intermediate,,50594,Plasma clearance of at 24 mg/Kg,CHEMBL623493,N,1,,,,,1,,BAO_0000218,
6672,,Intermediate,,50594,Plasma clearance at 24 mg/Kg,CHEMBL623494,N,1,,,,,1,,BAO_0000218,
6673,,Intermediate,,50594,Plasma clearance at 5 mg/Kg,CHEMBL623495,N,1,,,,,1,,BAO_0000218,
6674,,Intermediate,,50594,Plasma clearance in mice,CHEMBL623496,N,1,,,,,1,,BAO_0000218,
6675,,Intermediate,,50594,Plasma clearance value upon iv administration in mouse,CHEMBL623497,N,1,,,,,1,,BAO_0000218,
6676,1969.0,Intermediate,Plasma,50594,Total plasma clearance in mice,CHEMBL623498,N,1,,,,,1,,BAO_0000218,
6677,,Intermediate,,50594,Clearance in mouse,CHEMBL623499,N,1,,,,,1,,BAO_0000218,
6678,,Intermediate,,50594,Clearance value was determined,CHEMBL623500,N,1,,,,,1,,BAO_0000218,
6679,,Intermediate,,50594,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,CHEMBL623501,N,1,,,,,1,,BAO_0000218,
6680,,Intermediate,,22229,Calculated partition coefficient (clogP),CHEMBL875158,U,0,,,,,1,,BAO_0000100,
6681,,Intermediate,,50594,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,CHEMBL623502,N,1,,,,,1,,BAO_0000218,
6682,,Intermediate,,50594,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,CHEMBL623503,N,1,,,,,1,,BAO_0000218,
