Fiscal year,ICT as a tool for development (marker),Fund centre ID,Biodiversity (marker),Organisation sub-class,CountryRegion percent,Branch ID,Organisation name,Division name,Maximum CIDA contribution (project-level),Status,Section name,Climate change mitigation (marker),Organisation ID,Continent ID,CIDA business delivery model (old),Enviromental sustainability (marker),CFLI (marker),CountryRegion ID,Trade development (marker),CountryRegion name,Desertification (marker),Regional program (marker),Project number,Untied amount(Project-level budget),Branch name,Division ID,Section ID,Fund centre name,FSTC percent,IRTC percent,Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Participatory development and good governance,Urban issues (marker),Children issues (marker)
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1667,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1667,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1667,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,4434,0,CREDIT FINANCIAL INSTITUTION,0.1667,B4400,Eastern Caribbean Central Bank,NDD Americas Programming,7500000.0,Operational,Caricom - Adm,0,1011472,1,Responsive,0,0,40,0,Caribbean,0,1,A034167001,7500000.0,NGM Americas,D4400,S4429,Caribbean Region,0.53,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Verge Magazine Inc.,KED Engaging Canadians,40000.0,Closed,Education and Knowledge,0,1011233,1,Responsive,1,0,CA,0,Canada,0,0,A034168001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Transcontinental Media - Homemaker's Madame Magazine,KED Engaging Canadians,18931.08,Closed,Education and Knowledge,0,1012251,1,Responsive,0,0,CA,0,Canada,0,0,A034169001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,La Gazette Populaire de la Mauricie,KED Engaging Canadians,99000.0,Closed,Education and Knowledge,0,1006098,1,Responsive,0,0,CA,0,Canada,0,0,A034171001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Publications BLD Inc.,KED Engaging Canadians,41377.0,Closed,Education and Knowledge,0,1000433,1,Responsive,1,0,CA,0,Canada,0,0,A034172001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2217,0,CONSULTANT,1.0,B6100,Information not available,KED Engaging Canadians,6490.0,Closed,Education and Knowledge,0,Information not available,1,Responsive,0,0,CA,0,Canada,0,0,A034173001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Films du Rapide Blanc,KED Engaging Canadians,131500.0,Closed,Education and Knowledge,0,1014427,1,Responsive,0,0,CA,0,Canada,0,0,A034180001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4125,0,UNITED NATIONS,1.0,B4100,WFP - World Food Programme,OAD Asia Programming,28000000.0,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1001721,3,Responsive,1,0,AF,0,Afghanistan,1,0,A034192002,28000000.0,OGM Asia Pacific,D4100,S4141,Afghanistan,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,1,1
2009/2010,0,2217,0,NGO,1.0,B6100,Diasol,KED Engaging Canadians,32900.0,Closed,Education and Knowledge,0,1014436,1,Responsive,0,0,CA,0,Canada,0,0,A034200001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,1
2009/2010,0,4255,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,10050,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,SUPPLIER OF GOODS/SERVICES,1.0,B4200,D�M�NAGEMENT OUTAOUAIS INC.,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,1000948,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,COOPERANT,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,Unknown,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,10050,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,SUPPLIER OF GOODS/SERVICES,1.0,B4200,D�M�NAGEMENT OUTAOUAIS INC.,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,1000948,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,COOPERANT,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,Unknown,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,10050,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,SUPPLIER OF GOODS/SERVICES,1.0,B4200,D�M�NAGEMENT OUTAOUAIS INC.,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,1000948,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,COOPERANT,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4255,0,Unknown,1.0,B4200,Information not available,WWD West & Central Africa,650000.0,Closed,Central Africa & Great Lakes Program,0,Information not available,2,Directive,0,0,NG,0,Nigeria,0,0,A034202001,650000.0,WGM Sub-Saharan Africa,D4207,S4287,Nigeria,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,2217,0,SUPPLIER OF GOODS/SERVICES,1.0,B6100,Cach� Film & Television,KED Engaging Canadians,30000.0,Closed,Education and Knowledge,0,1014458,1,Responsive,0,0,CA,0,Canada,0,0,A034208001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Mass Media Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4238,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,4850399.23,Terminating,Senegal Program,0,10050,2,Directive,1,0,SN,0,Senegal,0,0,A034215001,4850399.23,WGM Sub-Saharan Africa,D4207,S4233,Senegal,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4238,0,CONSULTING SERVICES,1.0,B4200,AON REED STENHOUSE INC.,WWD West & Central Africa,4850399.23,Terminating,Senegal Program,0,1008085,2,Directive,1,0,SN,0,Senegal,0,0,A034215001,4850399.23,WGM Sub-Saharan Africa,D4207,S4233,Senegal,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4238,0,FEDERAL,1.0,B4200,PAYE DFAIT,WWD West & Central Africa,4850399.23,Terminating,Senegal Program,0,1008469,2,Directive,1,0,SN,0,Senegal,0,0,A034215001,4850399.23,WGM Sub-Saharan Africa,D4207,S4233,Senegal,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4238,0,SUPPLIER OF GOODS/SERVICES,1.0,B4200,AMJ Campbell International,WWD West & Central Africa,4850399.23,Terminating,Senegal Program,0,1012454,2,Directive,1,0,SN,0,Senegal,0,0,A034215001,4850399.23,WGM Sub-Saharan Africa,D4207,S4233,Senegal,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4238,0,COOPERANT,1.0,B4200,Information not available,WWD West & Central Africa,4850399.23,Terminating,Senegal Program,0,Information not available,2,Directive,1,0,SN,0,Senegal,0,0,A034215001,4850399.23,WGM Sub-Saharan Africa,D4207,S4233,Senegal,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4125,0,FEDERAL,1.0,B4100,Department of Foreign Affairs and International Trade,OAD Asia Programming,357702.77,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,10050,3,Responsive,0,0,AF,0,Afghanistan,0,0,A034217001,357702.77,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4125,0,FEDERAL,1.0,B4100,Department of Foreign Affairs and International Trade,OAD Asia Programming,357702.77,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,10050,3,Responsive,0,0,AF,0,Afghanistan,0,0,A034217001,357702.77,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4424,0,FEDERAL,1.0,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,28366.64,Closed,South America,0,10050,1,Directive,0,0,PE,0,Peru,0,0,A034224PRE,0.0,NGM Americas,D4400,S4413,Peru,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,2,0,1
2009/2010,1,4452,0,FEDERAL,1.0,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,10050,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,COOPERATIVE,1.0,B4400,�ducation International-Coop�rative de Services de D�veloppement et,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1008859,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,SUPPLIER OF GOODS/SERVICES,1.0,B4400,Groupement Consortium international de d�veloppement en �ducation,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1015266,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,Unknown,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,FEDERAL,1.0,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,10050,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,COOPERATIVE,1.0,B4400,�ducation International-Coop�rative de Services de D�veloppement et,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1008859,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,SUPPLIER OF GOODS/SERVICES,1.0,B4400,Groupement Consortium international de d�veloppement en �ducation,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1015266,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,Unknown,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,FEDERAL,1.0,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,10050,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,COOPERATIVE,1.0,B4400,�ducation International-Coop�rative de Services de D�veloppement et,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1008859,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,SUPPLIER OF GOODS/SERVICES,1.0,B4400,Groupement Consortium international de d�veloppement en �ducation,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,1015266,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,CONSULTANT,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4452,0,Unknown,1.0,B4400,Information not available,NDD Americas Programming,13300000.0,Operational,Ha�ti & Dominican Republic Section,0,Information not available,1,Directive,0,0,HT,0,Haiti,0,0,A034228001,13300000.0,NGM Americas,D4400,S4449,Haiti,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,2240,0,UNIVERSITY,1.0,B6100,University of Ottawa - Technology Transfer and Business Enterprise,KED Engaging Canadians,8000.0,Closed,Education and Knowledge,0,1004120,1,Responsive,0,0,CA,0,Canada,0,0,A034229001,0.0,KFM Partnership for Develop. Innovation,D6220,S6222,Journalism and Development Initiative,0.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4125,0,NGO,1.0,B4100,War Child Canada,OAD Asia Programming,4953932.79,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1009341,3,Directive,1,0,AF,0,Afghanistan,0,0,A034231001,4953932.79,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4125,0,NGO,1.0,B4100,War Child Canada,OAD Asia Programming,4953932.79,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1009341,3,Directive,1,0,AF,0,Afghanistan,0,0,A034231001,4953932.79,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4125,0,NGO,1.0,B4100,War Child Canada,OAD Asia Programming,4953932.79,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1009341,3,Directive,1,0,AF,0,Afghanistan,0,0,A034231001,4953932.79,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4125,0,NGO,1.0,B4100,War Child Canada,OAD Asia Programming,4953932.79,Closed,"OAA Afghanistan, Pakistan and Sri Lanka",0,1009341,3,Directive,1,0,AF,0,Afghanistan,0,0,A034231001,4953932.79,OGM Asia Pacific,D4100,S4141,Afghanistan,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Gouvernement du Burkina Faso Minist�re de l'�conomie et des,WWD West & Central Africa,50000000.0,Operational,Gulf of Guinea Program,0,1012587,2,Core Funding,0,0,BF,0,Burkina-Faso,0,0,A034233001,50000000.0,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,0.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,0,0,2
2009/2010,0,4214,0,FEDERAL,1.0,B4200,Department of Foreign Affairs and International Trade,WWD West & Central Africa,2883166.89,Terminating,Gulf of Guinea Program,0,10050,2,Directive,0,0,BF,1,Burkina-Faso,0,0,A034234001,2883166.89,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,FEDERAL,1.0,B4200,PAYE DFAIT,WWD West & Central Africa,2883166.89,Terminating,Gulf of Guinea Program,0,1008469,2,Directive,0,0,BF,1,Burkina-Faso,0,0,A034234001,2883166.89,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4214,0,SUPPLIER OF GOODS/SERVICES,1.0,B4200,A-1 Mini Entreposage (3316921 Canada Inc.),WWD West & Central Africa,2883166.89,Terminating,Gulf of Guinea Program,0,1014924,2,Directive,0,0,BF,1,Burkina-Faso,0,0,A034234001,2883166.89,WGM Sub-Saharan Africa,D4207,S4249,Burkina Faso,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
