fsclr,rgnlprgrm(mrkr),prjctbrwsrcntrd,cntrrgnd,cdbsnssdlvrmdl(ld),fndcntrd,mntspnt,sctnd,dsrtfctn(mrkr),prjctnmbr,nvrmntlsstnblt(mrkr),prtcptrdvlpmntndgdgvrnnc,dsbltsss(mrkr),rgnstnnm,cntnntd,bdvrst(mrkr),rbnsss(mrkr),chldrnsss(mrkr),thsss(mrkr),ndgnssss(mrkr),ctstlfrdvlpmnt(mrkr),knwldgfrdvlpmnt(mrkr),gndrqlt(mrkr),rgnstnd,rgnstntp,rgnstnclss,rgnstnsb-clss,cntnntnm,cntrrgnnm,cntrrgnprcnt,sctrd,sctrnm,sctrprcnt
2009/2010,0,ML,ML,Responsive,6160,1267.789181,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,12262,Malaria control,0.0098
2009/2010,0,ML,ML,Responsive,6160,2664.944606,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,12281,Health personnel development,0.0206
2009/2010,0,ML,ML,Responsive,6160,1461.8385460000002,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,13020,Reproductive health care,0.0113
2009/2010,0,ML,ML,Responsive,6160,672.7044635999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,ML,ML,Responsive,6160,142.30286730000003,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,14031,Basic drinking water supply,0.0011
2009/2010,0,ML,ML,Responsive,6160,142.30286730000003,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,14032,Basic sanitation,0.0011
2009/2010,0,ML,ML,Responsive,6160,349.28885610000003,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,15111,Public finance management,0.0027
2009/2010,0,ML,ML,Responsive,6160,1060.803193,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,15150,Democratic participation and civil society,0.0082
2009/2010,0,ML,ML,Responsive,6160,5536.8752,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,15160,Human rights,0.0428
2009/2010,0,ML,ML,Responsive,6160,3454.078688,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,ML,ML,Responsive,6160,40012.97896,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,ML,ML,Responsive,6160,7697.291459,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,24081,Education/training in banking and financial services,0.0595
2009/2010,0,ML,ML,Responsive,6160,1837.000651,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,ML,ML,Responsive,6160,10349.29944,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31120,Agricultural development,0.08
2009/2010,0,ML,ML,Responsive,6160,2988.360213,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31130,Agricultural land resources,0.0231
2009/2010,0,ML,ML,Responsive,6160,3622.2548039999997,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,ML,ML,Responsive,6160,11177.2434,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31161,Food crop production,0.0864
2009/2010,0,ML,ML,Responsive,6160,1837.000651,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31163,Livestock,0.0142
2009/2010,0,ML,ML,Responsive,6160,672.7044635999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31166,Agricultural extension,0.0052
2009/2010,0,ML,ML,Responsive,6160,6106.086670000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,31191,Agricultural services,0.0472
2009/2010,0,ML,ML,Responsive,6160,1241.915933,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,41010,Environmental policy and administrative management,0.0096
2009/2010,0,ML,ML,Responsive,6160,2716.691103,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Mali,0.051,99820,Promotion of development awareness,0.021
2009/2010,0,MW,MW,Responsive,6160,1540.2192699999998,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,11110,Education policy and administrative management,0.0184
2009/2010,0,MW,MW,Responsive,6160,770.1096348,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,11130,Teacher training,0.0092
2009/2010,0,MW,MW,Responsive,6160,1322.57959,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,11220,Primary education,0.0158
2009/2010,0,MW,MW,Responsive,6160,1766.2297059999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,MW,MW,Responsive,6160,996.1200711000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,11330,Vocational training,0.0119
2009/2010,0,MW,MW,Responsive,6160,326.4595191,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,12110,Health policy and administrative management,0.0039
2009/2010,0,MW,MW,Responsive,6160,7742.950132999999,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,12261,Health education,0.0925
2009/2010,0,MW,MW,Responsive,6160,820.3341762,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,12262,Malaria control,0.0098
2009/2010,0,MW,MW,Responsive,6160,1724.375921,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,12281,Health personnel development,0.0206
2009/2010,0,MW,MW,Responsive,6160,945.8955297,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,13020,Reproductive health care,0.0113
2009/2010,0,MW,MW,Responsive,6160,435.27935880000007,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,MW,MW,Responsive,6160,92.07832590000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,14031,Basic drinking water supply,0.0011
2009/2010,0,MW,MW,Responsive,6160,92.07832590000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,14032,Basic sanitation,0.0011
2009/2010,0,MW,MW,Responsive,6160,226.01043629999998,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,15111,Public finance management,0.0027
2009/2010,0,MW,MW,Responsive,6160,686.4020658,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,15150,Democratic participation and civil society,0.0082
2009/2010,0,MW,MW,Responsive,6160,3582.683953,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,15160,Human rights,0.0428
2009/2010,0,MW,MW,Responsive,6160,2234.992092,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,MW,MW,Responsive,6160,25890.75109,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,MW,MW,Responsive,6160,4980.600356,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,24081,Education/training in banking and financial services,0.0595
2009/2010,0,MW,MW,Responsive,6160,1188.64748,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,MW,MW,Responsive,6160,6696.60552,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31120,Agricultural development,0.08
2009/2010,0,MW,MW,Responsive,6160,1933.6448440000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31130,Agricultural land resources,0.0231
2009/2010,0,MW,MW,Responsive,6160,2343.811932,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,MW,MW,Responsive,6160,7232.333962000001,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31161,Food crop production,0.0864
2009/2010,0,MW,MW,Responsive,6160,1188.64748,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31163,Livestock,0.0142
2009/2010,0,MW,MW,Responsive,6160,435.27935880000007,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31166,Agricultural extension,0.0052
2009/2010,0,MW,MW,Responsive,6160,3950.997257,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,31191,Agricultural services,0.0472
2009/2010,0,MW,MW,Responsive,6160,803.5926624,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,41010,Environmental policy and administrative management,0.0096
2009/2010,0,MW,MW,Responsive,6160,1757.858949,S6215,0,S063755PRG,1,1,0,CARE Canada,2,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Africa,Malawi,0.033,99820,Promotion of development awareness,0.021
2009/2010,0,NP,NP,Responsive,6160,1306.852714,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,11110,Education policy and administrative management,0.0184
2009/2010,0,NP,NP,Responsive,6160,653.4263568,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,11130,Teacher training,0.0092
2009/2010,0,NP,NP,Responsive,6160,1122.188743,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,11220,Primary education,0.0158
2009/2010,0,NP,NP,Responsive,6160,1498.619144,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,NP,NP,Responsive,6160,845.1927876,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,11330,Vocational training,0.0119
2009/2010,0,NP,NP,Responsive,6160,276.99595560000006,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,12110,Health policy and administrative management,0.0039
2009/2010,0,NP,NP,Responsive,6160,6569.77587,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,12261,Health education,0.0925
2009/2010,0,NP,NP,Responsive,6160,696.0411192,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,12262,Malaria control,0.0098
2009/2010,0,NP,NP,Responsive,6160,1463.106842,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,12281,Health personnel development,0.0206
2009/2010,0,NP,NP,Responsive,6160,802.5780252000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,13020,Reproductive health care,0.0113
2009/2010,0,NP,NP,Responsive,6160,369.3279408,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,NP,NP,Responsive,6160,78.12706440000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,14031,Basic drinking water supply,0.0011
2009/2010,0,NP,NP,Responsive,6160,78.12706440000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,14032,Basic sanitation,0.0011
2009/2010,0,NP,NP,Responsive,6160,191.76643080000002,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,15111,Public finance management,0.0027
2009/2010,0,NP,NP,Responsive,6160,582.4017527999999,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,15150,Democratic participation and civil society,0.0082
2009/2010,0,NP,NP,Responsive,6160,3039.853051,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,15160,Human rights,0.0428
2009/2010,0,NP,NP,Responsive,6160,1896.356927,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,NP,NP,Responsive,6160,21967.91002,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,NP,NP,Responsive,6160,4225.963938,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,24081,Education/training in banking and financial services,0.0595
2009/2010,0,NP,NP,Responsive,6160,1008.5493769999999,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31110,Agricultural policy and administrative management,0.0142
2009/2010,0,NP,NP,Responsive,6160,5681.96832,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31120,Agricultural development,0.08
2009/2010,0,NP,NP,Responsive,6160,1640.668352,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31130,Agricultural land resources,0.0231
2009/2010,0,NP,NP,Responsive,6160,1988.688912,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31150,Agricultural inputs,0.027999999999999997
2009/2010,0,NP,NP,Responsive,6160,6136.525786,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31161,Food crop production,0.0864
2009/2010,0,NP,NP,Responsive,6160,1008.5493769999999,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31163,Livestock,0.0142
2009/2010,0,NP,NP,Responsive,6160,369.3279408,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31166,Agricultural extension,0.0052
2009/2010,0,NP,NP,Responsive,6160,3352.361309,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,31191,Agricultural services,0.0472
2009/2010,0,NP,NP,Responsive,6160,681.8361984000001,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,41010,Environmental policy and administrative management,0.0096
2009/2010,0,NP,NP,Responsive,6160,1491.516684,S6215,0,S063755PRG,1,1,0,CARE Canada,3,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,Asia,Nepal,0.027999999999999997,99820,Promotion of development awareness,0.021
2009/2010,0,PE,PE,Responsive,6160,933.466224,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,11110,Education policy and administrative management,0.0184
2009/2010,0,PE,PE,Responsive,6160,466.733112,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,11130,Teacher training,0.0092
2009/2010,0,PE,PE,Responsive,6160,801.563388,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,11220,Primary education,0.0158
2009/2010,0,PE,PE,Responsive,6160,1070.442246,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,11230,Basic life skills for youth and adults,0.0211
2009/2010,0,PE,PE,Responsive,6160,603.709134,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,11330,Vocational training,0.0119
2009/2010,0,PE,PE,Responsive,6160,197.854254,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,12110,Health policy and administrative management,0.0039
2009/2010,0,PE,PE,Responsive,6160,4692.69705,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,12261,Health education,0.0925
2009/2010,0,PE,PE,Responsive,6160,497.172228,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,12262,Malaria control,0.0098
2009/2010,0,PE,PE,Responsive,6160,1045.076316,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,12281,Health personnel development,0.0206
2009/2010,0,PE,PE,Responsive,6160,573.2700179999999,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,13020,Reproductive health care,0.0113
2009/2010,0,PE,PE,Responsive,6160,263.805672,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,13040,STD control including HIV/AIDS,0.0052
2009/2010,0,PE,PE,Responsive,6160,55.805046,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,14031,Basic drinking water supply,0.0011
2009/2010,0,PE,PE,Responsive,6160,55.805046,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,14032,Basic sanitation,0.0011
2009/2010,0,PE,PE,Responsive,6160,136.976022,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,15111,Public finance management,0.0027
2009/2010,0,PE,PE,Responsive,6160,416.001252,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,15150,Democratic participation and civil society,0.0082
2009/2010,0,PE,PE,Responsive,6160,2171.3236079999997,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,15160,Human rights,0.0428
2009/2010,0,PE,PE,Responsive,6160,1354.5406619999999,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,15220,"Civilian peace-building, conflict prevention and resolution",0.0267
2009/2010,0,PE,PE,Responsive,6160,15691.3643,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,24040,Informal/semi-formal financial intermediaries,0.3093
2009/2010,0,PE,PE,Responsive,6160,3018.54567,S6215,0,S063755PRG,1,1,0,CARE Canada,1,0,0,0,0,0,0,1,2,1000517,Canadian Non-Profit Making,Civil Society,NGO,America,Peru,0.02,24081,Education/training in banking and financial services,0.0595
