Fiscal year,Organisation ID,Urban issues (marker),Trade development (marker),IRTC percent,Status,Children issues (marker),Project number,Organisation sub-class,Fund centre ID,Desertification (marker),Gender equality (marker),Section name,Amount spent,Biodiversity (marker),Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,1014551,0,0,0.18,Closed,0,A033962001,REGIONAL ORGANIZATION,4452,0,0,Ha�ti & Dominican Republic Section,55750.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.18,Closed,0,A033962001,CONSULTANT,4452,0,0,Ha�ti & Dominican Republic Section,569.07,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.18,Closed,0,A033962001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,550.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014551,0,0,0.18,Closed,0,A033962001,REGIONAL ORGANIZATION,4452,0,0,Ha�ti & Dominican Republic Section,278750.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.18,Closed,0,A033962001,CONSULTANT,4452,0,0,Ha�ti & Dominican Republic Section,2845.35,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.18,Closed,0,A033962001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,550.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014551,0,0,0.18,Closed,0,A033962001,REGIONAL ORGANIZATION,4452,0,0,Ha�ti & Dominican Republic Section,278750.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.18,Closed,0,A033962001,CONSULTANT,4452,0,0,Ha�ti & Dominican Republic Section,2845.35,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,10050,0,0,0.18,Closed,0,A033962001,FEDERAL,4452,0,0,Ha�ti & Dominican Republic Section,660.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014551,0,0,0.18,Closed,0,A033962001,REGIONAL ORGANIZATION,4452,0,0,Ha�ti & Dominican Republic Section,334500.0,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,Information not available,0,0,0.18,Closed,0,A033962001,CONSULTANT,4452,0,0,Ha�ti & Dominican Republic Section,3414.42,0,4514427.11,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,4514427.11,0.82,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014481,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,160342.02,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014497,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,5387.924,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014481,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,481026.06,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014497,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,16163.771999999999,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014481,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,160342.02,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1014497,0,0,0.0,Operational,1,A033963001,CONSULTING SERVICES,4452,0,1,Ha�ti & Dominican Republic Section,5387.924,0,6930000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,0,Haiti,6930000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,400000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,100000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,100000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,200000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,100000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001302,0,0,0.0,Closed,1,A033966001,UNITED NATIONS,4408,0,1,Central Americas Section,100000.0,0,4000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Honduras,4000000.0,0.7,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001304,0,0,0.0,Closed,0,A033969001,UNITED NATIONS,4407,0,0,Central Americas Section,1049844.0,0,6500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,0,Guatemala,6500000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0
2009/2010,1000301,1,0,0.0,Closed,0,A033970001,UNIVERSITY,2240,0,0,Education and Knowledge,8000.0,0,15210.92,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,0,Journalism and Development Initiative,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",25800.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",25800.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
2009/2010,1001306,0,0,0.0,Terminating,0,A033975001,IFI,4246,0,2,"Ethiopia, PanAfrica, SubRegional",28350.0,0,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,10000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0
