assays_ASI,assays_ASCA,assays_ASTIS,assays_VAI,assays_ASSOR,assays_CHI,assays_DI,assays_ASSTR,assays_Ti,assays_CURAB,assays_ASSTAI,assays_CONFISCO,assays_SRI,assays_SRASI,assays_CEI,assays_BAFOR,assays_TII
9237,,,,Rattus norvegicus,CHEMBL626904,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9238,,,,Rattus norvegicus,CHEMBL626905,6305,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9239,,Plasma,,Rattus norvegicus,CHEMBL873830,13501,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9240,,,,Rattus norvegicus,CHEMBL626906,17594,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9241,,Plasma,,Rattus norvegicus,CHEMBL631076,4186,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9242,,Plasma,,Rattus norvegicus,CHEMBL631077,2932,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9243,,,,Rattus norvegicus,CHEMBL631078,17065,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9244,,,,Rattus norvegicus,CHEMBL631079,15765,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9245,,,,Rattus norvegicus,CHEMBL631080,2713,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9246,,,,Rattus norvegicus,CHEMBL631081,2661,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9247,,,,Rattus norvegicus,CHEMBL631239,2661,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9248,,Plasma,,Rattus norvegicus,CHEMBL631240,740,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9249,,Plasma,,Rattus norvegicus,CHEMBL631241,6597,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9250,,Plasma,,Rattus norvegicus,CHEMBL631242,2959,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9251,,Plasma,,Rattus norvegicus,CHEMBL631243,17594,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9252,,Plasma,,Rattus norvegicus,CHEMBL874444,17596,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9253,,Plasma,,Rattus norvegicus,CHEMBL631244,17594,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9254,,,,Rattus norvegicus,CHEMBL631245,3293,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9255,,,,Rattus norvegicus,CHEMBL627162,6757,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9256,,,,Rattus norvegicus,CHEMBL627163,6757,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9257,,,,Rattus norvegicus,CHEMBL627164,6757,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9258,,Kidney,,Rattus norvegicus,CHEMBL627165,5979,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9259,,,,Rattus norvegicus,CHEMBL627166,5979,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9260,,,,Rattus norvegicus,CHEMBL627167,5979,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9261,,,,Rattus norvegicus,CHEMBL627822,4026,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9262,,,,Rattus norvegicus,CHEMBL627823,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9263,,,,Rattus norvegicus,CHEMBL627824,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9264,,,,Rattus norvegicus,CHEMBL627825,5355,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9265,,,,Rattus norvegicus,CHEMBL627826,5633,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9266,,,,Rattus norvegicus,CHEMBL627827,1716,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9267,,,,Rattus norvegicus,CHEMBL627828,1716,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9268,,,,Rattus norvegicus,CHEMBL627829,4689,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9269,,,,Rattus norvegicus,CHEMBL627830,4527,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9270,,,,Rattus norvegicus,CHEMBL627831,4527,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9271,,,,Rattus norvegicus,CHEMBL627832,15662,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9272,,,,Rattus norvegicus,CHEMBL627833,4413,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9273,,,,Rattus norvegicus,CHEMBL627834,3598,,50597,Expert,10116.0,1,1,,,BAO_0000218,
9274,,,,Rattus norvegicus,CHEMBL628004,3598,,50597,Expert,10116.0,1,1,,,BAO_0000218,
9275,,,,Rattus norvegicus,CHEMBL628005,5964,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9276,,,,Rattus norvegicus,CHEMBL628006,4689,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9277,,,,Rattus norvegicus,CHEMBL628007,4186,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9278,,,,Rattus norvegicus,CHEMBL625676,5510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9279,,,,Rattus norvegicus,CHEMBL631309,17858,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9280,,,,Rattus norvegicus,CHEMBL631310,17804,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9281,,,,Rattus norvegicus,CHEMBL631311,6106,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9282,,,,Rattus norvegicus,CHEMBL631312,5964,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9283,,,,Rattus norvegicus,CHEMBL631313,4026,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9284,,,,Rattus norvegicus,CHEMBL631314,4756,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9285,,,,Rattus norvegicus,CHEMBL631315,4756,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9286,,,,Rattus norvegicus,CHEMBL631316,5862,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9287,,,,Rattus norvegicus,CHEMBL631317,5862,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9288,,,,Rattus norvegicus,CHEMBL874471,6644,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9289,,,,Rattus norvegicus,CHEMBL631318,5871,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9290,,Plasma,,Rattus norvegicus,CHEMBL631319,5919,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9291,,,,Rattus norvegicus,CHEMBL631320,5939,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9292,,,,Rattus norvegicus,CHEMBL631321,5939,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9293,,,,Rattus norvegicus,CHEMBL631322,10,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9294,,,,Rattus norvegicus,CHEMBL631323,11149,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9295,,,,Rattus norvegicus,CHEMBL631324,5302,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9296,,,,Rattus norvegicus,CHEMBL631325,17796,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9297,,,,Rattus norvegicus,CHEMBL631326,4890,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9298,,,,Rattus norvegicus,CHEMBL631327,6011,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9299,,,,Rattus norvegicus,CHEMBL631328,5375,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9300,,,,Rattus norvegicus,CHEMBL631329,17764,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9301,,,,Rattus norvegicus,CHEMBL627217,4368,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9302,,,,Rattus norvegicus,CHEMBL626352,5610,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9303,,,,Rattus norvegicus,CHEMBL626353,5833,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9304,,,,Rattus norvegicus,CHEMBL626354,4257,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9305,,,,Rattus norvegicus,CHEMBL626355,5937,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9306,,,,Rattus norvegicus,CHEMBL626356,5932,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9307,,,,Rattus norvegicus,CHEMBL626357,5932,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9308,,,,Rattus norvegicus,CHEMBL626358,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9309,,,,Rattus norvegicus,CHEMBL626359,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9310,,Plasma,,Rattus norvegicus,CHEMBL626360,17771,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9311,,,,Rattus norvegicus,CHEMBL626361,1628,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9312,,,,Rattus norvegicus,CHEMBL626362,1628,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9313,,,,Rattus norvegicus,CHEMBL626363,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9314,,,,Rattus norvegicus,CHEMBL626970,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9315,,,,Rattus norvegicus,CHEMBL626971,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9316,,Plasma,,Rattus norvegicus,CHEMBL626972,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9317,,Plasma,,Rattus norvegicus,CHEMBL626973,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9318,,Plasma,,Rattus norvegicus,CHEMBL626974,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9319,,Plasma,,Rattus norvegicus,CHEMBL874592,4910,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9320,,,,Rattus norvegicus,CHEMBL626975,5510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9321,,,,Rattus norvegicus,CHEMBL626976,5510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9322,,,,Rattus norvegicus,CHEMBL626977,5510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9323,,,,Rattus norvegicus,CHEMBL626978,5510,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9324,,,,Rattus norvegicus,CHEMBL626979,16427,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9325,,Plasma,,Rattus norvegicus,CHEMBL626980,4689,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9326,,Blood,,Rattus norvegicus,CHEMBL626981,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9327,,Blood,,Rattus norvegicus,CHEMBL626982,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9328,,Blood,,Rattus norvegicus,CHEMBL626983,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9329,,Blood,,Rattus norvegicus,CHEMBL622522,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9330,,Blood,,Rattus norvegicus,CHEMBL622523,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9331,,Blood,,Rattus norvegicus,CHEMBL622524,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,178.0
9332,,Brain,,Rattus norvegicus,CHEMBL622525,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9333,,Brain,,Rattus norvegicus,CHEMBL622526,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9334,,Brain,,Rattus norvegicus,CHEMBL619849,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9335,,Brain,,Rattus norvegicus,CHEMBL619850,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9336,,Brain,,Rattus norvegicus,CHEMBL623864,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9337,,Brain,,Rattus norvegicus,CHEMBL623865,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9338,,Heart,,Rattus norvegicus,CHEMBL623866,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9339,,Heart,,Rattus norvegicus,CHEMBL623867,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9340,,Heart,,Rattus norvegicus,CHEMBL877615,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9341,,Heart,,Rattus norvegicus,CHEMBL623868,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9342,,Heart,,Rattus norvegicus,CHEMBL623869,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9343,,Heart,,Rattus norvegicus,CHEMBL623870,11450,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,948.0
9344,,Lung,,Rattus norvegicus,CHEMBL623871,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9345,,Lung,,Rattus norvegicus,CHEMBL623872,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9346,,Lung,,Rattus norvegicus,CHEMBL622129,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9347,,Lung,,Rattus norvegicus,CHEMBL622130,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9348,,Lung,,Rattus norvegicus,CHEMBL622131,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9349,,Lung,,Rattus norvegicus,CHEMBL622132,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9350,,Lung,,Rattus norvegicus,CHEMBL622133,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9351,,Lung,,Rattus norvegicus,CHEMBL622134,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9352,,Lung,,Rattus norvegicus,CHEMBL622135,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9353,,Lung,,Rattus norvegicus,CHEMBL622136,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9354,,Muscle tissue,,Rattus norvegicus,CHEMBL622137,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9355,,Muscle tissue,,Rattus norvegicus,CHEMBL622138,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9356,,Muscle tissue,,Rattus norvegicus,CHEMBL623017,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9357,,Muscle tissue,,Rattus norvegicus,CHEMBL623018,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9358,,Muscle tissue,,Rattus norvegicus,CHEMBL623019,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9359,,Muscle tissue,,Rattus norvegicus,CHEMBL623020,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9360,,Muscle tissue,,Rattus norvegicus,CHEMBL623021,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9361,,Muscle tissue,,Rattus norvegicus,CHEMBL623022,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9362,,Muscle tissue,,Rattus norvegicus,CHEMBL623023,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9363,,Muscle tissue,,Rattus norvegicus,CHEMBL623024,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9364,,Muscle tissue,,Rattus norvegicus,CHEMBL623025,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9365,,Muscle tissue,,Rattus norvegicus,CHEMBL620545,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9366,,Muscle tissue,,Rattus norvegicus,CHEMBL620546,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9367,,Muscle tissue,,Rattus norvegicus,CHEMBL620547,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9368,,Muscle tissue,,Rattus norvegicus,CHEMBL620548,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9369,,Muscle tissue,,Rattus norvegicus,CHEMBL620549,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9370,,Muscle tissue,,Rattus norvegicus,CHEMBL620550,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9371,,Muscle tissue,,Rattus norvegicus,CHEMBL620551,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9372,,Muscle tissue,,Rattus norvegicus,CHEMBL620552,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9373,,Muscle tissue,,Rattus norvegicus,CHEMBL620553,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9374,,Muscle tissue,,Rattus norvegicus,CHEMBL620554,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9375,,Muscle tissue,,Rattus norvegicus,CHEMBL875845,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9376,,Muscle tissue,,Rattus norvegicus,CHEMBL620555,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9377,,Muscle tissue,,Rattus norvegicus,CHEMBL620556,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9378,,Muscle tissue,,Rattus norvegicus,CHEMBL620557,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2385.0
9379,,,,Rattus norvegicus,CHEMBL620558,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9380,,,,Rattus norvegicus,CHEMBL620559,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9381,,,,Rattus norvegicus,CHEMBL622939,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9382,,,,Rattus norvegicus,CHEMBL622940,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9383,,,,Rattus norvegicus,CHEMBL622941,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9384,,,,Rattus norvegicus,CHEMBL622942,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9385,,,,Rattus norvegicus,CHEMBL622943,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9386,,,,Rattus norvegicus,CHEMBL622944,16434,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9387,,,,Rattus norvegicus,CHEMBL622945,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9388,,,,Rattus norvegicus,CHEMBL622946,16435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9389,,,,Rattus norvegicus,CHEMBL622947,3341,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9390,,Plasma,,Rattus norvegicus,CHEMBL622948,3634,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9391,,Plasma,,Rattus norvegicus,CHEMBL622949,3634,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9392,,,,Rattus norvegicus,CHEMBL622950,4839,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9393,,Plasma,,Macaca mulatta,CHEMBL622951,5005,,22224,Intermediate,9544.0,0,1,,,BAO_0000218,1969.0
9394,,Plasma,,Rattus norvegicus,CHEMBL622952,5005,,22224,Intermediate,10116.0,0,1,,,BAO_0000366,1969.0
9395,,Plasma,,Rattus norvegicus,CHEMBL622953,5005,,22224,Intermediate,10116.0,0,1,,,BAO_0000366,1969.0
9396,,Plasma,,Rattus norvegicus,CHEMBL873818,1094,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9397,,,,Rattus norvegicus,CHEMBL622954,5031,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9398,,,,Rattus norvegicus,CHEMBL622955,6518,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9399,,,,Rattus norvegicus,CHEMBL875229,6518,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9400,,,,Rattus norvegicus,CHEMBL622956,6518,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9401,,,,Rattus norvegicus,CHEMBL622957,6518,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9402,,Brain,,Rattus norvegicus,CHEMBL622958,5408,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9403,,Plasma,,Rattus norvegicus,CHEMBL622959,5408,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9404,,Brain,,Rattus norvegicus,CHEMBL622960,5408,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,955.0
9405,,Plasma,,Rattus norvegicus,CHEMBL622961,5408,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9406,,,,Rattus norvegicus,CHEMBL622962,4687,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9407,,,,Rattus norvegicus,CHEMBL622963,6640,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9408,,,,Rattus norvegicus,CHEMBL622964,6640,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9409,,,,Rattus norvegicus,CHEMBL622965,6641,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9410,,,,Rattus norvegicus,CHEMBL622966,6640,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9411,,,,Rattus norvegicus,CHEMBL622967,6641,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9412,,Kidney,,Rattus norvegicus,CHEMBL622968,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2113.0
9413,,Liver,,Rattus norvegicus,CHEMBL622969,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2107.0
9414,,Lung,,Rattus norvegicus,CHEMBL875327,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,2048.0
9415,,,,Rattus norvegicus,CHEMBL628638,6570,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9416,,,,Rattus norvegicus,CHEMBL628639,6570,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9417,,,,Rattus norvegicus,CHEMBL625840,17411,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9418,,,,Rattus norvegicus,CHEMBL625841,4722,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9419,,,,Rattus norvegicus,CHEMBL625842,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9420,,,,Rattus norvegicus,CHEMBL625843,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9421,,,,Rattus norvegicus,CHEMBL625844,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9422,,,,Rattus norvegicus,CHEMBL873822,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9423,,,,Rattus norvegicus,CHEMBL625845,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9424,,,,Rattus norvegicus,CHEMBL627059,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9425,,,,Rattus norvegicus,CHEMBL627060,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9426,,,,Rattus norvegicus,CHEMBL627061,5978,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9427,,,,Rattus norvegicus,CHEMBL627709,4762,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9428,,,,Rattus norvegicus,CHEMBL627710,5327,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9429,,,,Rattus norvegicus,CHEMBL627711,4847,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9430,,Plasma,,Rattus norvegicus,CHEMBL627712,17720,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9431,,,,Rattus norvegicus,CHEMBL627713,4723,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9432,,,,Rattus norvegicus,CHEMBL627714,4723,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9433,,,,Macaca fascicularis,CHEMBL627889,4256,,22224,Intermediate,9541.0,0,1,,,BAO_0000218,
9434,,,,Rattus norvegicus,CHEMBL627890,4256,,22224,Intermediate,10116.0,0,1,,,BAO_0000218,
9435,,,,Rattus norvegicus,CHEMBL627891,4722,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9436,,Plasma,,Rattus norvegicus,CHEMBL627892,6535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9437,,Plasma,,Rattus norvegicus,CHEMBL627893,6535,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9438,,Plasma,,Rattus norvegicus,CHEMBL627894,1435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9439,,Plasma,,Rattus norvegicus,CHEMBL627895,1435,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9440,,,,Rattus norvegicus,CHEMBL627896,5206,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9441,,Plasma,,Rattus norvegicus,CHEMBL627897,6080,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,1969.0
9442,,,,Rattus norvegicus,CHEMBL627898,4449,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9443,,,,Rattus norvegicus,CHEMBL627899,6057,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9444,,,,Rattus norvegicus,CHEMBL873823,6057,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9445,,,,Rattus norvegicus,CHEMBL627900,3747,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9446,,,,Rattus norvegicus,CHEMBL627901,17858,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9447,,,,Rattus norvegicus,CHEMBL627902,16365,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9448,,,,Rattus norvegicus,CHEMBL627903,16365,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9449,,,,Rattus norvegicus,CHEMBL627904,5031,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9450,,,,Rattus norvegicus,CHEMBL627905,4722,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9451,,,,Rattus norvegicus,CHEMBL627906,6078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9452,,,,Rattus norvegicus,CHEMBL627907,6078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9453,,,,Rattus norvegicus,CHEMBL876783,6078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9454,,,,Rattus norvegicus,CHEMBL627908,6078,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9455,,,,Rattus norvegicus,CHEMBL627909,17065,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9456,,,,Rattus norvegicus,CHEMBL627910,1353,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9457,,,,Rattus norvegicus,CHEMBL627911,1353,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9458,,,,Rattus norvegicus,CHEMBL627912,1353,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9459,,,,Rattus norvegicus,CHEMBL627913,1353,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9460,,,,Rattus norvegicus,CHEMBL627914,1353,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9461,,,,Rattus norvegicus,CHEMBL627915,16423,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
9462,,,,Rattus norvegicus,CHEMBL627916,16423,,50597,Intermediate,10116.0,1,1,,,BAO_0000218,
