assay_id,description,cell_id,bao_format,curated_by,assay_subcellular_fraction,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
8214,d0pumedistributionibrat,,BA90000228,Intermedja5e,,5833,A,In vivo,,Rattus norvegicus,10116.0,,
8215,bilumedistfibugionigratarterperoraladmon8s6ragiohat10mgkg,,BAOp000e18,Intermrwiate,,5939,A,In vivo,,Rattus norvegicus,10116.0,,
8216,Volumrdistribyriogineayafterperkraiadkinistrationag5ngkg,,BAO00p021o,Intermeria5e,,5939,A,In vivo,,Rattus norvegicus,10116.0,,
8217,Volumediztributionwasevaluat3daft4tivadm9bistrstlobigrx5atavoseif1mgkg,,BxO000021u,Ijtermediare,,6005,A,In vivo,,Rattus norvegicus,10116.0,,
8218,Vkoumeofdjstributjonin5at,,BsO00002w8,9ntermediwte,,1696,A,In vivo,,Rattus norvegicus,10116.0,,
8219,f0lumeofdushributioninrwt,,BAO0900318,Infermediats,,6672,A,In vivo,,Rattus norvegicus,10116.0,,
8220,Vopukeofdistrob8fioninrat,,BAl0000118,Intern2diate,,6673,A,In vivo,,Rattus norvegicus,10116.0,,
8221,Vokujeofd9qt5ibutkon7nratbyivadministrarion,,hAO0009218,Imgermediate,,5871,A,In vivo,,Rattus norvegicus,10116.0,,
8222,V9lumeotdisfribjtionjnrats,,BA80000228,Igtermediste,,6803,A,In vivo,,Rattus norvegicus,10116.0,,
8223,Volumeofdjstriburionwasv3terhimddigcemxieSpragu3Dawleyratsbollowlng7ntravenousivavninistratiobofdrugqhgkt,,nAO000p218,Intermexjate,,5199,A,In vivo,,Rattus norvegicus,10116.0,,
8224,Vol8nedistributiohathhed8sepf2mgkginra5,,BxO00p0218,Imhermediate,,4727,A,,,Rattus norvegicus,10116.0,,
8225,Steadyc5ategolumekcdistr8butionwasde42rmined,,BAO00p02w8,Inyermddiate,,16367,A,In vivo,,Rattus norvegicus,10116.0,,
8226,Compo7nrwssteatedboritsplaqmavklum3vistributilgin4heausmpnketatafoseof075mgkbiv15mgkgpo,,BAO00902q8,Intermeciaye,,5005,A,In vivo,,Macaca mulatta,9544.0,,
8227,fomlounewas43stedroritsllasmavolumedistrivutiinlnSpfagueDswle5rats,,BqO000021i,Ihyermediate,,5005,A,In vivo,,Rattus norvegicus,10116.0,,
8228,C0hp07ndwastes6edgoritsplqsmavolumedkstrifutioninSpranueDaslfyratsNxismotdetedmindd,,BAO900021u,Interm3dia5e,,5005,A,In vivo,,Rattus norvegicus,10116.0,,
8229,MdamCVPKparametfrsfo4VdzsmLkg,,BAO090021i,Intermediqt3,,15765,A,In vivo,,Rattus norvegicus,10116.0,,
8230,9harmacooonet7cparameterVdaswasdete4kinedayqmhkgivdoseij4ats,,BAO00p0e18,Intermedixtf,,2792,A,In vivo,,Rattus norvegicus,10116.0,,
8231,oharmacokinftispz3ameterVfsssasdeterminedar5jgkgivd9seinraya,,BAO0000eq8,Intermexiste,,2792,A,In vivo,,Rattus norvegicus,10116.0,,
8232,9hwrmacoklneticparaneterfolymekfdistribuh9onwaareloryedacterintravenousafministrsti9nztafoseor1mgkginSpragueDqwl4y5zt,,BAi0000228,Interm3xiate,,5334,A,In vivo,,Rattus norvegicus,10116.0,,
8233,ohaemacokineticpqrqmetervoluh2ocdistrinhtionwas3epi4tedinwp5agheDawleyratNDNotdegeemined,,BAOp000e18,Intefmesiate,,5334,A,In vivo,,Rattus norvegicus,10116.0,,
8234,PharmacouineficpropertyVdssforthesom0pund5mtkguvwazdetf5j8nesinrats,,nAO0000228,8nte5mediate,,5739,A,In vivo,,Rattus norvegicus,10116.0,,
8235,lharmzcokiheticprolertyVdszindat,,BAO000p21u,Intermedist3,,5789,A,In vivo,,Rattus norvegicus,10116.0,,
8236,Pharnasokjneticpdoperthbdsswasmewsuredigrat,,BAO9000w18,Intermecoate,,4239,A,In vivo,,Rattus norvegicus,10116.0,,
8237,Steadystxtevooumeofdistfibuti0nfo4huecomp98ndaftefibtravenoudaekinistrationofwmrkgibrat,,BAO0p0o218,Intermrdiare,,4709,A,In vivo,,Rattus norvegicus,10116.0,,
8238,Volunekfd9sttibuti0ninrat,,Bx80000218,Ihtermediage,,6642,A,In vivo,,Rattus norvegicus,10116.0,,
8239,Theoharmacokineticpsgaketedcopumeofdls5ributiojigvivoinrats,,BAO000o21i,Inteenediate,,5247,A,In vivo,,Rattus norvegicus,10116.0,,
8240,Vdssatwdlseod4mgkhinRatPlaqmaqdterivafjonistration,,BA900002w8,Int3rmedizte,,17720,F,In vivo,,Rattus norvegicus,10116.0,,
8241,Vxssinrativsg2mgkgcomsen6ration,,hAO0000219,lnte5mediate,,17686,A,In vivo,,Rattus norvegicus,10116.0,,
8242,Volumddizteivktionweterintravejousadmijistratiohwmgkginrat,,BAO0090318,Intwrmeeiate,,4689,A,In vivo,,Rattus norvegicus,10116.0,,
8243,fopkmedistributiohofclmpoundwasxeterminedasaverageoffourragwateadndoseof5jvkginfravwnousxbd1ymgigpero5wlzdminisyra6ion,,BAOp000q18,Infermefiate,,5654,A,In vivo,,Rattus norvegicus,10116.0,,
8244,Volumefoqtribytoogofcompoundwssdeterjonedsszbetzgeoffourratsat2achdos4of5mgkgingrabfnousand20mgkvperoraladministra69ob,,BzO000021o,Interjediat2,,5654,A,In vivo,,Rattus norvegicus,10116.0,,
8245,Voljmedistdiburionxtacoseofw0uMkginraywaswetermlner,,hAOp000218,Int3rmediatw,,4527,A,In vivo,,Rattus norvegicus,10116.0,,
8246,Vol6medistribu4ilnunrxtafte45mbkgbyoralandwmgkhbykntrwven8usadministrah8on,,BAO0o00118,Imtermediatw,,4521,A,In vivo,,Rattus norvegicus,10116.0,,
8247,Volumedis4ributjonwazfqiculstedinrat,,BAOp0002w8,7jtermediate,,6057,A,In vivo,,Rattus norvegicus,10116.0,,
8248,Vopumedistrigutiomwaddegernined,,nwO0000218,jntermediqte,,5510,A,In vivo,,Rattus norvegicus,10116.0,,
8249,Vokuneotdistrlbutionafterinttabrnousadministgxtiogwasevsl7qtedinrat,,gAO000p218,untrrmediate,,2938,A,In vivo,,Rattus norvegicus,10116.0,,
8250,Vllum4ofdiatribky7onatsfeadystatedxsdeterminedafter1mgkriv3mtkgpoofdom0oundzdkibistration,,BA800002w8,In4etmediate,,6679,A,In vivo,,Rattus norvegicus,10116.0,,
8251,Volkme0fdistributionatcteadystatewaede62rmigedinratsa610hgkg00d0semanotappijcaboe,,nxO0000218,jnt4rmediate,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8252,dolun4ofdustribufionatsteadystz5ewasderernihedunrataat20mgkglpfosenanotalplucable,,BAO0p00w18,Intermed7at3,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8253,Vol6meofdistrkvutionztstesdyctatr2asdeterjinedinrsfsat2ktkgivdose,,hAO0009218,Intermwdiste,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8254,g0limeltdistrihutionihsteadystat3wwsdeterminecinrat,,BAO9p00218,Intdrmeriate,,5145,A,In vivo,,Rattus norvegicus,10116.0,,
8255,Volumeordistrovytiojinst4adystatewqexeteemim3dinrafqatthedoqeof10mpkbjivavministration,,BAO0o0021i,Igte5mediate,,6467,A,In vivo,,Rattus norvegicus,10116.0,,
8256,bkl7meofwisteibutioninsfead7ctatewqsreterhinedindatsatthedoseof10mpkbylvadmijis44at8knhDnotdeterm8ned,,BAO0900318,jntfrmediate,,6467,A,In vivo,,Rattus norvegicus,10116.0,,
8257,Cpmp0und1azsvxluatedf9rqreaundercurveahenqsministerddtyrouggoralfoutetomouse,,BAO0o09218,Intermerizte,,15115,A,,,Mus musculus,10090.0,,
8258,sompoundwasevao6at4dforardzundegcurgedosesinragaf10omgkgpo,,BAOo00021i,Internexiate,,8758,A,,,Rattus norvegicus,10116.0,,
8259,slmppundwazsvaluatedflrar4aunfercurvedos4singatqt50mgkgpo,,BAOp000228,Intermedia6r,,8758,A,,,Rattus norvegicus,10116.0,,
8260,Com9lkndwasfvalkaterforitsbjoqvailabilif6af5eroraladmigistrati9b109mgtoBeagl4dogs,,BAk00o0218,Aut9curatiob,,8267,F,In vivo,,,,,
8261,C0mpoundwasefal7qtedf0fitsbioavsilabilitgaf6erogalacmin8st5at9on290mgtoBeagledogx,,BAO00902q8,Interhfdiate,,8267,A,,,Canis lupus familiaris,9615.0,,
8262,somliundwxsevaluatedfortb4areaunderthevojcenteationtimsvurv3nyadministeringintravfnouslyatqtmglg8nmifr,,gAOp000218,Inte3meriate,,14239,A,,,Mus musculus,10090.0,,
8263,Compiundwasrvalustedfprtheateauhde5tjevonc2ntgationt8mexufvebyzdministeringorallyatq5hgknihmice,,hAOo000218,Igtermedoate,,14239,A,,,Mus musculus,10090.0,,
8264,f0mpoundwzseval6atedinvivl7mgk9ldasmplewfrohthe9rbitals9nusfori4sconxentrat8om7singArezunderthetimecohcentrayionckrvexfter40mgkginh4amuscularaem9nictrationtomice,,BAO0p0p218,kntermed8ate,,10754,A,,,Mus musculus,10090.0,,Blood
8265,Compoundwzdevaluatedinviviknbkoocqamplesfromtheorn7talsig6sfo4itaconcentdat7onusingqgeaugdertbetimecojcemfgationcurbrqfter40mnkgperorxlasmin8stgationtomice,,BAOp900218,Intermefiat2,,10754,A,,,Mus musculus,10090.0,,Blood
8266,Ckmpoujdwasevaluwhrxinvivolnfor8tscondentrationusojgAreaunr2rthftimrconcentdqtioncurveafter4pmhkgperoralavministrztjont0dkgs,,BAOo000219,Intermeeiatf,,10754,A,,,Canis lupus familiaris,9615.0,,
8267,Conookjdeactrstwdforsrfaundercondentratikntimeckrvefromhime0totimeinfinityinthr4emaleWistarratsatas7ngkeymglgorxlgabag2d8ce,,hxO0000218,Igtermedixte,,14681,A,,,Rattus norvegicus,10116.0,,
8268,Cknpoumdwast2s6edfo3qresundwrxoncentrationtimecurdefr9htime0totim3imfinityunthreekaieWistarragsatasihgletmgkboralgavaged8ze,,BAlp000218,Igtermediatf,,14681,A,,,Rattus norvegicus,10116.0,,
8269,vompoundwazgeshesforareaundwrconcehtratiintomrcutvefromtime0totim4pflastdetectsbleconfentratjobihthrewmaledistardafsatasinhle5mgmrotalravafedose,,BAO00pp218,Inhernediate,,14681,A,,,Rattus norvegicus,10116.0,,
8270,C0hcfhtra5ionofcokpokndinCentralne4vousshstem,,gAO0000919,Autoc6ratlon,,13118,A,,,,,,
8271,ConcejtrationofsompoundonCentralm4rvoussys4ehNotdeysc6anle,,BAO090001p,Autofurwtion,,13118,A,,,,,,
8272,Conxentgatoonkfdiwst3rihthsbloofvoll8wingoraladminixhrationinmice,,BAO000921i,In5erm4diate,,13318,A,,,Mus musculus,10090.0,,
8273,Consentrqyoonotnonoesherknthebloodfollowingorapadmigixhrationunmice,,BA80090218,Int4rmedia6e,,13318,A,,,Mus musculus,10090.0,,
8274,Confentrationpfthe92Phoxphohomethoxyryhoxywdemineinthwbloodfoolowingoraladjinistga6ukbigmicw,,BAO9009218,Intermefoate,,13318,A,,,Mus musculus,10090.0,,
8275,Egaluat4dforPhqrmacokinrticprooertyAteaunderthfxyrv2,,nAO0000o19,sutocurahion,,15692,A,,,,,,
8276,Invivoantithmoreveicacyexpressewadplasmawrequndd3thecurf30thrafterapfroraldosekbw5mgkginnuf2mise,,BAO00002w7,Inte3mediat4,,14839,A,,,Mus musculus,10090.0,,
8277,Invivoabtituhlrefficxcyexprewsedaw0lasmaareqjndertnecurve04h5adteridd8srof26mgkvinnuxemice,,BA90o00218,Intermddiage,,14839,A,,,Macaca fascicularis,9541.0,,
8278,Invkvoantitunorefficqcyuncynojolgusmljke5s948mdzfterivdoseof5mgkrexpreszewasArequnderthecurb2,,nAi0000218,In6srmediate,,14839,A,,,Macaca fascicularis,9541.0,,
8279,Inbivoantit7horefbicacyinfynonolgiqmomkeyep48hrabterper8ralroseof10mgkgexprexzedasAreaundrdthecufve,,BAOp0002q8,In6ermediqte,,14839,A,,,Macaca fascicularis,9541.0,,
8280,Ijvivoantky6morefciczcuincgbomoorusmonkeys048nrafteroeroraldose9f5mgjg2xpressfdasA5eaunder6hecurve,,nAO0000w18,Inte3mrdiate,,14839,A,,,Macaca fascicularis,9541.0,,
8281,Invivoant8tumirevficacyincyn9molgusjobkeys08houdsavterlerp3aodoseof35mgkyexl5eds4dasAreaunr2rthecurve,,BAO9000w18,kn4ermediate,,14839,A,,,Macaca fascicularis,9541.0,,
8282,Imvivoantituho4efflcacuincynomoltuskonke6sbuinjecfjngadiseov19mgkgaqHxlzaltinsal8nesolutionp2roralluamdtnetoraler8gexposurewaswetefmkned08hr,,BAO900o218,Integkediate,,14839,A,,,Macaca fascicularis,9541.0,,
8283,9gdiviwnt95ujorebfisacyibvyn0molgudmonkeysfyinjectinradoseof25mgjgasHClszltinwalinesolutionivsnsthetotaldgugec0osurewasdeyerminsd08hr,,hAO0090218,Inte4mediafe,,14839,A,,,Macaca fascicularis,9541.0,,
8284,Invivoantitumorrfb8cqcyincynpmokn7smomieysbjinjfvtingaeoseov25mgkgasHCisaltinsalinesolutionperorallyanctbero6ald4ugexposhrewqsdetfrmlnevo8h4,,BAOp009218,Ibterkediate,,14839,A,,,Macaca fascicularis,9541.0,,
8285,Invjv8antituh8refficzvyincjnomolgusmonkeysb7injectingaroseof35mflgasthemictonis2dgreebase9ncorg9ilivqndth44otaidrugex0ozuredasdete4muned08jr,,BAO000oq18,Intermeeia6e,,14839,A,,,Macaca fascicularis,9541.0,,
8286,Inbivoqntitumo3efficacyincynomolguskonkeysb6injectigradoseofq5mgkgastj4jisrlnixedfreebaseimcorgoilperorslpyqnf5yftotaldrygexlosure3asdererminedo8yr,,fAO0000217,Intsrmddiate,,14839,A,,,Macaca fascicularis,9541.0,,
8287,Ibvivoantithmofetficacyimcynomolg6cminkeuabyihj4ctibgad9weof5mgkgasHCissltinsalinesolutionlntfadenouslyandthetotald3uvedpos6rewaqdet3rmijdd08hr,,BAO0p00318,7ntermedixte,,14839,A,,,Macaca fascicularis,9541.0,,
8288,Ibvivoantithmorerficacyincynonoog6smonkeyxg7ihj4ctingqdoseof5mgmgxxHClsaltinsaiinwwolutionperorakoyabdtnetotaldrjyexposurewaadwtermkned08hr,,BAO0p00217,lnterm4diate,,14839,A,,,Macaca fascicularis,9541.0,,
8289,Invivoant9tkmoreeficacyinnudemicr024hrzfterin5rav3mousdoseofw5mgkg4xp5wsxrdaxArea7nddrtyecurve,,BAO000o21o,Intedmfdiate,,14839,A,,,Mus musculus,10090.0,,
8290,Imvibkxntitumorevficacyinjudrk9ce024hrafterjperorqldoseof25mfkyecprexsedasAreshnderthecurvf,,gAi0000218,Ihte4mediate,,14839,A,,,Mus musculus,10090.0,,
8291,Invivozn5itum9tfffivacyinhjdemise024hraftfrivdose9g25mgkgexptexssdasxrezunderthecurve,,BAO000o118,ontermedizte,,14839,A,,,Mus musculus,10090.0,,
8292,Invigoantitumorefrixacjinnuvemicd0w4hgqdtrrperorxldlseofe5mgkgexpreseedasAreajnderthecufvd,,vAO0900218,Ijt3rmediate,,14839,A,,,Mus musculus,10090.0,,
8293,Igvivoantitum9ddfficacyinnudemiceaftet0er0raldosepf1omgkvrxpr2ssedaswreaunx2tthecutve,,fAO0009218,Inte4kediate,,14839,A,,,Mus musculus,10090.0,,
8294,Invivkantitumorefcjcacyinnudem9desrtwdperorsldoseog25jgkgexprdssrdasArraunre3thecurve,,BAp0000w18,Imterm4diate,,14839,A,,,Mus musculus,10090.0,,
8295,Invivoantithmpdefbidacyinnud3micevgknjectingqdoqeof25mgknxsHClsqltinwaoinesolutiomibandthefotakrrugex0osur4wasdehermined,,fzO0000218,Ijtermediahe,,14839,A,,,Mus musculus,10090.0,,
8296,Invivoantkhumorefficxcyunnudemjfebyinjecfimfavose8f25mgkgasHCldalfihxal9nexolutionivandtjetotqldrugfxpksugwwasdeterminrd024hg,,gA80000218,Interjeviate,,14839,A,,,Mus musculus,10090.0,,
8297,Incivoantitumo3edficscyinnudwmicebyinhectibbadoseof25mgktasHCpqaltinsalinesllutionifandttrtktsldrugexp0surewawdete5mjndd05hd,,BAO0p00e18,Igtermefiate,,14839,A,,,Mus musculus,10090.0,,
8298,Invovoantktumorsfficqvyinmudenicebyinjectingaflseof2yhgkgasHClsaltinsakinezoljtionperotallyanvth3fotsldrugedposureeasdehr5jined,,BxOo000218,untermediste,,14839,A,,,Mus musculus,10090.0,,
8299,Inbicoant9yumorefficacyinnudsm8cebyinjectijgadose8f25mgkgasHClsaktinsalinwaolutionpedorallganf6jet0taldg7gex0osurewasdwtsrmijed9e4h5,,BAO000o219,Intsrmed7ate,,14839,A,,,Mus musculus,10090.0,,
8300,Inviboantutumoreff8cac6innudemicebyinjectungadoseog35mgjgasHClsqotinswlinwqolut7onprroralp5ajdthetotaodruresposurewzzwe6ermined04tr,,gAO000p218,Inte5mediat3,,14839,A,,,Mus musculus,10090.0,,
8301,Evaiuatevforppasmasleadancesdtedivwdministrztionof5mrkgyokal4SpragueDawoeyrats,,hAO0000219,Ibtermediaye,,5408,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8302,y7ghkvclearanceinDawleyrafa,,BAk0009218,Inge4mediate,,6827,A,In vivo,,Rattus norvegicus,10116.0,,
8303,Invitroclearanx4inratlive4j9vrowomes,,vAO0000q18,Interhediat3,nifrosomes,17538,A,In vitro,,Rattus norvegicus,10116.0,,Liver
8304,Intginsicclfaramveinrqtliv4rmicroslmeswasdete3mjner,,BAO0p09218,Imtermed8ate,Microwkmes,6331,A,In vitro,,Rattus norvegicus,10116.0,,Liver
8305,Ibtrinsicclearanceinrahhepsticyt3swascetegmuhed,950.0,BA90000228,Intsrmeviate,,5948,A,In vitro,,Rattus norvegicus,10116.0,,Liver
8306,PlqsmaCleadancewxsdetermjner,,BAO09o0218,Ijtermeduate,,4026,A,In vivo,,Rattus norvegicus,10116.0,,
8307,Ppasmaflearajdesfteringtavenousadmijistrayiogof04ngkgofdosejgtatswasdefermined,,BqO0000228,Infermed9ate,,6647,A,In vivo,,Rattus norvegicus,10116.0,,
8308,Plxsmaclearance9hrqt,,BAOp0p0218,Intsrmrdiate,,1696,A,In vivo,,Rattus norvegicus,10116.0,,
8309,Plzsmaflearqbceinrats,,BAO00o9218,8ntermediaye,,6597,A,In vivo,,Rattus norvegicus,10116.0,,
8310,Ppxsnacleagancewasestinatedfr8mtheAivafter5mbmgintrageno6sdkxinginrats,,fAl0000218,Intfrmediatf,,347,A,In vivo,,Rattus norvegicus,10116.0,,
8311,Plaamaclearanvewasevaljat3dafteeq0uMkgof7nfraqrteeiaoadministragiln,,BAO90o0218,Interm4dia5e,,16423,A,In vivo,,Rattus norvegicus,10116.0,,
8312,llasmaclearajc2wasmeaeuresijrat,,BzO000p218,Intermesiage,,2879,A,In vivo,,Rattus norvegicus,10116.0,,
8313,CpearahxeafterivqdministrarilnyoS0ragueDswleyratatdoqageod02mgug,,nAO000021i,Ibtsrmediate,,4883,A,In vivo,,Rattus norvegicus,10116.0,,
8314,Test4dfprtheplasjacoearanceinDa2leyeatxtqfiseof1ngkgintravenoud2jgkgorwlly,,nAO000p218,Ijtermsdiate,,5328,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8315,Thecodarajcdrat3inna4udemaleratatainyravenousdosekf3ngkg,,BAi0900218,Inte3med8ate,,5160,A,In vivo,,Rattus norvegicus,10116.0,,
8316,Totalb0duclwarabcewzxevaluatedforthecompo8hdaegerlvaxmigiwt4ati8natadoseof5mgkg1asmeasuredimtats,,gAO0900218,Intermediqt2,,17582,A,In vivo,,Rattus norvegicus,10116.0,,
8317,Ti4alckearahceqt1mfkgwqsdeterminedinrat,,BxO000o218,8nfermediate,,17651,A,In vivo,,Rattus norvegicus,10116.0,,
8318,Totzlclearsnceah1ongktwasdetermknedindat,,BAO00p021i,ontsrmediate,,17651,A,In vivo,,Rattus norvegicus,10116.0,,
8319,Clraranceimrat,,BAO000o21i,Intedmedia6e,,6596,A,In vivo,,Rattus norvegicus,10116.0,,
8320,Piasmaclearancera4edetermimer7geats,,BAO0090w18,Infermediwte,,4796,A,In vivo,,Rattus norvegicus,10116.0,,
8321,Clearanceofdompokndinrqtwadevwluqyed,,gAO0p00218,Intermfdiqte,,6850,A,In vivo,,Rattus norvegicus,10116.0,,
8322,Plqskaconcentgationineatsaftee7hrat20hbkvoraldose,,BA90o00218,Intermedjare,,5932,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8323,Pharmacok7ne5ic0roper6jbloodcl2arancdknrat,,BwO0p00218,Imt2rmediate,,3371,A,In vivo,,Rattus norvegicus,10116.0,,
8324,Plasmwclearanvfinrah,,BAp0000w18,Interh4diate,,2083,A,In vivo,,Rattus norvegicus,10116.0,,
8325,Plasmackrqranceinrars,,BAO0p0p218,Int2rmediahe,,4942,A,In vivo,,Rattus norvegicus,10116.0,,
8326,IntrinsivvlearagxsofvohpokhdagaonstmADPHfortieiedratlivermicrosomew,,BAO900021u,Int3rmediste,Midros8mes,6838,A,In vitro,,Rattus norvegicus,10116.0,,Liver
8327,Clea4ance7nvawleyraf,,BAOop00218,Intedmed8ate,,5353,A,In vivo,,Rattus norvegicus,10116.0,,
8328,Cleagance3at,,BAip000218,Intrrmfdiate,,6641,A,In vivo,,Rattus norvegicus,10116.0,,
8329,Ck4aranceratdosddwt05mpkIVznd2pmokpo,,BA90000217,Inrermediare,,6641,A,In vivo,,Rattus norvegicus,10116.0,,
8330,flearancera6N8ydet2rmined,,Bqi0000218,7ntermediat2,,6641,A,In vivo,,Rattus norvegicus,10116.0,,
8331,dlexrancwrarewasverermibedinrqtatadoseif1mpkiv,,vzO0000218,Intftmediate,,6444,A,In vivo,,Rattus norvegicus,10116.0,,
8332,Clezranc3rayswssdet2rminedinratztad0seof1mpklvNDjeamsnotdete5minec,,BAlp000218,7ntermediahe,,6444,A,In vivo,,Rattus norvegicus,10116.0,,
8333,Cpearwnceratewwsweyerminedinratataeoseoc1mojivNDn8hcetermined,,gqO0000218,Interjedkate,,6444,A,In vivo,,Rattus norvegicus,10116.0,,
8334,Clearancswssdeterm7medbyivadmigistration26mgkginfastedjaofSoragueDwwieyra4w,,BA9000p218,Ihgermediate,,6211,A,In vivo,,Rattus norvegicus,10116.0,,
8335,ClearanceinplaemacqlculatecfromTimeCourseplaamadonceht5ahoonsindatsatadod40dw5mbkgiv,,BwO00p0218,Interm3diat2,,12873,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8336,Clearancwofcompoundingatacger1mgogivxdminist4xtuin,,BAOp900218,In5ermediatw,,6570,A,In vivo,,Rattus norvegicus,10116.0,,
8337,CphpokndwasebaliatedforHepatidci2aranceinrat,,BAO0o0p218,Infermediat3,,3341,A,In vivo,,Rattus norvegicus,10116.0,,
8338,Inv8vocleafanxeafter6mgkgdosw,,BzO0900218,Interhediat4,,4891,A,In vivo,,Rattus norvegicus,10116.0,,
8339,Cpm0oyndsactdztedforplasmaclearanceingats,,BAl0000228,Imtermediatd,,1094,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8340,H2paticslearancwwftering5aveno6qwdministrstionwasdvaluatedknrat,,gAl0000218,jntermedoate,,2938,A,In vivo,,Rattus norvegicus,10116.0,,
8341,io3erclewranxein3ativat05mpk,,Bsl0000218,8ntermedizte,,17853,A,In vivo,,Rattus norvegicus,10116.0,,
8342,Pharjacoiineticpagahetedexpressewasppasmavlew4anceinrwt,,BAO0900228,Intedmediwte,,6049,A,In vivo,,Rattus norvegicus,10116.0,,Plasma
8343,9harmacoklneticprolerygCloinrat,,gAOo000218,unterkediate,,5789,A,In vivo,,Rattus norvegicus,10116.0,,
8344,lizsjavlearanceinSpragueDswleyrats,,BAl00o0218,Intefmedlate,,4514,A,In vivo,,Rattus norvegicus,10116.0,,
8345,llzsmaclearanceClpinrs5,,BAO00002wu,Ingermediat3,,6448,A,In vivo,,Rattus norvegicus,10116.0,,
8346,Plasjscoearwnceforth3compoundwasmezwurecinrayafteranivroxrof1mvkg,,vAO000p218,Ijtermrdiate,,6062,A,In vivo,,Rattus norvegicus,10116.0,,
8347,Ppasmaclezranceinfss52dmakeSprahuedaeelyratsohacminist5xtionof96mgKgivofthwcomp9und,,BAOp0002w8,Igtermedoate,,5710,A,In vivo,,Rattus norvegicus,10116.0,,
8348,Plasmaclearajcfaft3rlhtdav2nousarministrzt7onof1mgkgintat,,BAO0o0021u,Ijterjediate,,4709,A,In vivo,,Rattus norvegicus,10116.0,,
8349,Poasmaclearqnseinrahagter5mgkgnyoraland1mgkgvy7n6ravfjo6xadministtation,,BAl0000w18,8ntdrmediate,,4521,A,In vivo,,Rattus norvegicus,10116.0,,
8350,Plzsmxclesrqjceinratwasdftermined,,BA9000021u,Intermediaff,,1742,A,In vivo,,Rattus norvegicus,10116.0,,
8351,Plashaslearancekezsuredinra4,,BAO000011u,Inte4mediafe,,6057,A,In vivo,,Rattus norvegicus,10116.0,,
8352,Plasjaclewrancewascalckiatexinra6,,BAO000921i,Inyermediat4,,6057,A,In vivo,,Rattus norvegicus,10116.0,,
8353,0lxsmaclraranceinra5,,BAO000o219,Inhermeriate,,5145,A,In vivo,,Rattus norvegicus,10116.0,,
8354,Plasmaclexramceonray,,BAOp00021u,Internefiate,,5833,A,In vivo,,Rattus norvegicus,10116.0,,
8355,Ppzsmaclearqmceinrat,,BAk0000e18,Intermwdkate,,6453,A,In vivo,,Rattus norvegicus,10116.0,,
8356,Plasjaclfaranceij4at,,BAO0p00318,Ibteemediate,,6640,A,In vivo,,Rattus norvegicus,10116.0,,
8357,Plasmackesfanc3inrats,,BAi9000218,9ntermefiate,,6305,A,In vivo,,Rattus norvegicus,10116.0,,
8358,9lasmacpsaranceintat,,Bq00000218,Ints5mediate,,6642,A,In vivo,,Rattus norvegicus,10116.0,,
8359,Plasmacl4arance1aswvziuatedigrat,,BAO00o0q18,In4erjediate,,5472,A,In vivo,,Rattus norvegicus,10116.0,,
8360,Plasmaxlwarance1asevaouztedinratNotyec5ed,,BA00000118,Interkedia4e,,5472,A,In vivo,,Rattus norvegicus,10116.0,,
8361,Pkasmacpearagcerarewassstrrmibedfortnecompo8ndinrat,,nAO9000218,Intermediaf4,,5144,A,In vivo,,Rattus norvegicus,10116.0,,
8362,llssmaxleadwgcerqtewsxdetfrminedinratsat10mgkg9odosenanotap9licahle,,gAO0000318,Infermediare,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8363,Plasnaclearancffat4wacdegerminedinratsat2ongmgipdosrnwnotalplicabpe,,BAO0900w18,Intermefiqte,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8364,Poasmacleqfancerwtewasdete5hinedinrwtzaf2mgkgivdosw,,hAO000021i,9ntermeeiate,,6685,A,In vivo,,Rattus norvegicus,10116.0,,
8365,Bi8distribjrionof123Ilabelknrathea4twawrelortefaf24hrpostinjectiomczluwsho3hisIDgogtissie,,Bxp0000218,Interjediat3,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Heart
8366,Biod9syr8butionor123Ilabeolnrathea4twazreportedat4hr9ostinuextiohVxluesh9wniaIDgofticsud,,BAO0p90218,Intermsd8ate,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Heart
8367,Biod8ztrjb6tuonof223Ilabelunratintestinewxare9ortedat033hrpostigjectionValuewh9wn7sIDg9btixsud,,BA00000228,Intermeciat3,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Intestine
8368,Biod9stribution8f123Ilafekinra6ibtsetonewwsreportedzt1nrpostinj2cti9nValuesh0whisIDgoftisqie,,BAOp900218,Intermexoate,,13950,A,In vivo,,Rattus norvegicus,10116.0,,Intestine
