ss_tst_tp,vrnt_d,ss_tp,src_ss_d,crtd_b,cnfdnc_scr,ss_ctgr,td,chmbl_d,tss_d,ss_d,ss_rgnsm,ss_cll_tp,ss_tx_d,rltnshp_tp,ss_tss,src_d,cll_d,dscrptn,ss_sbclllr_frctn,b_frmt,dc_d,ss_strn
,,A,,Intermediate,1,,50597,CHEMBL627962,2048.0,11059,Rattus norvegicus,,10116.0,N,Lung,1,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.5-0.65,,BAO_0000218,8418,
,,A,,Intermediate,1,,50597,CHEMBL627963,,11060,Rattus norvegicus,,10116.0,N,,1,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624759,,11061,Rattus norvegicus,,10116.0,N,,1,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624760,,11062,Rattus norvegicus,,10116.0,N,,1,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624761,,11063,Rattus norvegicus,,10116.0,N,,1,,Distribution of radiolabeled compound in intestinal contents of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL877607,,11064,Rattus norvegicus,,10116.0,N,,1,,Distribution of radiolabeled compound in intestinal contents of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624762,2107.0,11065,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624763,2107.0,11066,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624764,2107.0,11067,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radiolabeled compound in liver of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624765,2107.0,11068,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radiolabeled compound in liver of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50597,CHEMBL624766,2107.0,11069,Rattus norvegicus,,10116.0,N,Liver,1,,Distribution of radiolabeled compound in liver of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,,BAO_0000218,9796,
,,A,,Intermediate,1,,50588,CHEMBL624767,,11070,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624768,,11071,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624769,,11072,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624770,,11073,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624771,,11074,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624772,,11075,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624773,,11076,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624774,,11077,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624775,,11078,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624776,,11079,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624777,,11080,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624778,,11081,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624779,,11082,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624780,,11083,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624781,,11084,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL877608,,11085,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624782,,11086,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624783,,11087,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624784,,11088,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624785,,11089,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624786,,11090,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL624787,,11091,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL628676,,11092,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL621842,,11093,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL621843,,11094,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL623873,,11095,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL623874,,11096,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL623875,,11097,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50597,CHEMBL623876,,11098,Rattus norvegicus,,10116.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623877,,11099,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.312 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623878,,11100,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623879,,11101,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.625 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623880,,11102,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623881,,11103,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623957,,11104,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623958,,11105,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623959,,11106,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623960,,11107,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623961,,11108,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL623962,,11109,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624676,,11110,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624677,,11111,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624678,,11112,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624679,,11113,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),,BAO_0000218,6996,
,,A,,Intermediate,1,,50588,CHEMBL624680,,11114,Canis lupus familiaris,,9615.0,N,,1,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,BAO_0000218,6996,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624849,,11115,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624850,,11116,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL874399,,11117,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624851,,11118,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624852,,11119,,,,U,,1,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,,BAO_0000218,11732,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624853,,11120,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat (dose 10 mg/kg),,BAO_0000218,13359,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624854,,11121,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat (Sprague-Dawley),,BAO_0000218,16618,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624855,,11122,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat,,BAO_0000218,13960,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624856,,11123,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rats was determined in vivo,,BAO_0000218,13917,
In vivo,,A,,Autocuration,0,,22224,CHEMBL882957,,11124,Canis lupus familiaris,,9615.0,U,,1,,Oral bioavailability in dog,,BAO_0000218,14266,
In vivo,,A,,Autocuration,0,,22224,CHEMBL624857,,11125,Simiiformes,,314293.0,U,,1,,Oral bioavailability of compound in monkey,,BAO_0000218,12359,
In vivo,,A,,Intermediate,1,,50597,CHEMBL622202,,11126,Rattus norvegicus,,10116.0,N,,1,,Oral bioavailability of compound in rat,,BAO_0000218,12359,
In vivo,,A,,Autocuration,0,,22224,CHEMBL622203,,11127,Rattus norvegicus,,10116.0,U,,1,,Bioavailability in rat of PMEA prodrug,,BAO_0000218,12359,
In vivo,,A,,Intermediate,1,,50597,CHEMBL625522,,11128,Rattus norvegicus,,10116.0,N,,1,,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,,BAO_0000218,12359,
In vivo,,A,,Autocuration,0,,22224,CHEMBL622868,,11129,Macaca mulatta,,9544.0,U,,1,,Serum conc at 3 hours following 25 mg/kg dose,,BAO_0000218,10791,
In vivo,,A,,Autocuration,0,,22224,CHEMBL622869,1088.0,11130,Macaca mulatta,,9544.0,U,Urine,1,,Urine conc 0-5 hours following 25 mg/kg dose,,BAO_0000218,10791,
In vivo,,A,,Autocuration,0,,22224,CHEMBL622870,1088.0,11131,Macaca mulatta,,9544.0,U,Urine,1,,Urine conc 0-24 hours following 25 mg/kg dose,,BAO_0000218,10791,
In vivo,,A,,Autocuration,0,,22224,CHEMBL622871,,11132,Chlorocebus aethiops,,9534.0,U,,1,,Oral bioavailability in African green monkeys; 20-25,,BAO_0000218,138,
In vivo,,A,,Intermediate,1,,100710,CHEMBL620560,,11133,Macaca fascicularis,,9541.0,N,,1,,Oral bioavailability in cynomolgus monkey.,,BAO_0000218,14521,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620561,,11134,Canis lupus familiaris,,9615.0,U,,1,,Oral bioavailability in dog,,BAO_0000218,13953,
In vivo,,A,,Intermediate,1,,50588,CHEMBL620562,,11135,Canis lupus familiaris,,9615.0,N,,1,,Oral bioavailability in dog at 10 mg/kg oral dose,,BAO_0000218,12836,
In vivo,,A,,Intermediate,1,,100712,CHEMBL620563,,11136,Cricetinae,,10026.0,N,,1,,Oral bioavailability in hamster at 10 mg/kg oral dose,,BAO_0000218,12836,
In vivo,,A,,Intermediate,1,,50597,CHEMBL620564,,11137,Rattus norvegicus,,10116.0,N,,1,,Oral bioavailability in rat at 10 mg/kg oral dose,,BAO_0000218,12836,
In vivo,,A,,Autocuration,0,,22224,CHEMBL872265,,11138,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat,,BAO_0000218,14521,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620565,,11139,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat,,BAO_0000218,13953,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620566,,11140,Eutheria,,9347.0,U,,1,,Oral bioavailability,,BAO_0000218,6799,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620567,,11141,,,,U,,1,,Oral bioavailability was determined; range 49-102%,,BAO_0000218,11311,
In vivo,,A,,Intermediate,1,,50588,CHEMBL620568,,11142,Canis lupus familiaris,,9615.0,N,,1,,Oral bioavailability was determined in dogs,,BAO_0000218,4013,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620569,,11143,Rattus norvegicus,,10116.0,U,,1,,Oral bioavailability in rat,,BAO_0000218,4013,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620570,,11144,Eutheria,,9347.0,U,,1,,Oral bioavailability,,BAO_0000218,17591,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620571,,11145,,,,U,,1,,Oral bioavailability was determined; Not orally available,,BAO_0000218,17591,
In vivo,,A,,Intermediate,1,,50594,CHEMBL620572,,11146,Mus musculus,,10090.0,N,,1,,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),,BAO_0000218,15011,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620573,,11147,Mus musculus,,10090.0,U,,1,,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),,BAO_0000218,15011,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620574,,11148,Mus musculus,,10090.0,U,,1,,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,,BAO_0000218,15011,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620575,,11149,Macaca mulatta,,9544.0,U,,1,,Oral bioavailability in Rhesus monkey,,BAO_0000218,9552,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620576,,11150,Canis lupus familiaris,,9615.0,U,,1,,Oral bioavailability in dog (female mongrel),,BAO_0000218,9552,
In vivo,,A,,Autocuration,0,,22224,CHEMBL875846,,11151,,,,U,,1,,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,,BAO_0000218,3639,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620577,,11152,Canis lupus familiaris,,9615.0,U,,1,,Oral bioavailability in dog,,BAO_0000218,13397,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620578,,11153,,,,U,,1,,Percentage Bioavailability was evaluated.,,BAO_0000218,3031,
In vivo,,A,,Autocuration,0,,22224,CHEMBL620579,,11154,Rattus norvegicus,,10116.0,U,,1,,Bioavailability in rat administered i.d.,,BAO_0000218,12818,
In vivo,,A,,Autocuration,0,,22224,CHEMBL621248,,11155,Eutheria,,9347.0,U,,1,,Bioavailability,,BAO_0000218,4847,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625390,,11156,Canis lupus familiaris,,9615.0,U,,1,,Bioavailability in dog (male Beagle) i.v. administration,,BAO_0000218,12421,
In vivo,,A,,Autocuration,0,,22224,CHEMBL625391,,11157,Rattus norvegicus,,10116.0,U,,1,,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",,BAO_0000218,11966,
In vivo,,A,,Autocuration,0,,22224,CHEMBL872266,,11158,Primates,,9443.0,U,,1,,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),,BAO_0000218,11218,
