assay_id,variant_id,src_id,assay_subcellular_fraction,assay_organism,cell_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue
8097,,1,,Rattus norvegicus,,6296,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,A,,,10116.0,,
8098,,1,,Rattus norvegicus,,17686,Cl in rat i.v. at 2 mg/kg concentration,A,In vivo,,10116.0,,
8099,,1,,Rattus norvegicus,,17764,Clearance of compound after intravenous administration in rats at 24 uM/kg,A,In vivo,,10116.0,,
8100,,1,,Rattus norvegicus,,5503,Clearance was determined,A,In vivo,,10116.0,,
8101,,1,,Rattus norvegicus,,4368,Clearance by intravenous administration of 3.4 mg/kg in rat,A,In vivo,,10116.0,,
8102,,1,,Rattus norvegicus,,6005,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,A,In vivo,,10116.0,,
8103,,1,,Rattus norvegicus,,5031,Clearance rate after i.v. administration in rats,A,In vivo,,10116.0,,
8104,,1,,Rattus norvegicus,,4890,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,A,In vivo,,10116.0,,
8105,,1,,Rattus norvegicus,,5182,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,A,In vivo,,10116.0,,
8106,,1,,Rattus norvegicus,,5979,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,A,In vivo,,10116.0,,
8107,,1,,Rattus norvegicus,,5656,Clearance (Cl) after oral administration in rat,A,In vivo,,10116.0,,
8108,,1,,Rattus norvegicus,,17804,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,A,In vivo,,10116.0,,
8109,,1,,Rattus norvegicus,,4839,Compound was tested for plasma clearance in rat,A,In vivo,,10116.0,,Plasma
8110,,1,Microsomes,Rattus norvegicus,,5041,In vitro microsome metabolism clearance in rat was determined,A,In vitro,,10116.0,,
8111,,1,Microsomes,Rattus norvegicus,,5041,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,A,In vitro,,10116.0,,
8112,,1,,Rattus norvegicus,,5974,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,A,In vivo,,10116.0,,
8113,,1,,Rattus norvegicus,,5496,In vivo plasma clearance was determined,A,In vivo,,10116.0,,Plasma
8114,,1,,Rattus norvegicus,,5739,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,A,In vivo,,10116.0,,
8115,,1,,Rattus norvegicus,401.0,5676,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,A,In vivo,,10116.0,,Liver
8116,,1,,Rattus norvegicus,,4239,Pharmacokinetic property (Plasma clearance) was measured in rat,A,In vivo,,10116.0,,
8117,,1,,Rattus norvegicus,,5676,Pharmacokinetic property (clearance) in rat i.v.,A,In vivo,,10116.0,,
8118,,1,,Rattus norvegicus,,1918,"Plasma Clearance was evaluated in rats, iv",A,In vivo,,10116.0,,
8119,,1,,Rattus norvegicus,,17800,Plasma clearance (in vivo) in rats was determined,A,In vivo,,10116.0,,
8120,,1,,Rattus norvegicus,,6056,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,A,In vivo,,10116.0,,
8121,,1,,Rattus norvegicus,,5496,Plasma clearance was determined,A,In vivo,,10116.0,,
8122,,1,,Rattus norvegicus,,5939,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,A,In vivo,,10116.0,,
8123,,1,,Rattus norvegicus,,5939,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,A,In vivo,,10116.0,,
8124,,1,,Rattus norvegicus,,17752,Plasma clearance in rats,A,In vivo,,10116.0,,
8125,,1,,Rattus norvegicus,,4576,Plasma clearance rate determined in rat,A,In vivo,,10116.0,,
8126,,1,,Rattus norvegicus,,6011,Plasma clearance was determined in rat,A,In vivo,,10116.0,,
8127,,1,,Rattus norvegicus,,5510,Plasma clearance was determined,A,In vivo,,10116.0,,
8128,,1,,Rattus norvegicus,,5948,Plasma clearance value in rat,A,In vivo,,10116.0,,
8129,,1,,Rattus norvegicus,,6125,Clearance rate constant using isolated perfused rat liver (IPRL) assay,A,Ex vivo,,10116.0,,Liver
8130,,1,,Rattus norvegicus,,4839,Clearance in rat,A,In vivo,,10116.0,,
8131,,1,,Rattus norvegicus,,17686,Total body clearance in rat i.v. at 2 mg/kg concentration,A,In vivo,,10116.0,,
8132,,1,,Rattus norvegicus,,6571,Clearance of compound in rats after intravenous administration,A,In vivo,,10116.0,,
8133,,1,,Rattus norvegicus,,3364,Clearance after iv administration to rats,A,In vivo,,10116.0,,
8134,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,A,In vivo,,10116.0,,
8135,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,A,In vivo,,10116.0,,
8136,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,A,In vivo,,10116.0,,
8137,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,A,In vivo,,10116.0,,
8138,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,A,In vivo,,10116.0,,
8139,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,A,In vivo,,10116.0,,
8140,,1,,Rattus norvegicus,,13569,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,A,In vivo,,10116.0,,
8141,,1,,Rattus norvegicus,,17670,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",A,In vivo,,10116.0,,
8142,,1,,Rattus norvegicus,,5970,Clearance in rat,A,In vivo,,10116.0,,
8143,,1,,Rattus norvegicus,,6495,Clearance in rat after oral administration at 10 mg/kg,A,In vivo,,10116.0,,
8144,,1,,Rattus norvegicus,,4590,Clearance in rat.,A,In vivo,,10116.0,,
8145,,1,,Rattus norvegicus,,6193,Clearance rate following an oral dose of 20 mg/kg in rats,A,In vivo,,10116.0,,
8146,,1,,Rattus norvegicus,,2832,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,A,In vivo,,10116.0,,
8147,,1,,Rattus norvegicus,,1052,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,A,In vivo,,10116.0,,Plasma
8148,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,A,In vivo,,10116.0,,Liver
8149,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,A,In vivo,,10116.0,,Liver
8150,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,A,In vivo,,10116.0,,Liver
8151,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,A,In vivo,,10116.0,,Liver
8152,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,A,In vivo,,10116.0,,Liver
8153,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,A,In vivo,,10116.0,,Liver
8154,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,A,In vivo,,10116.0,,Liver
8155,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,A,In vivo,,10116.0,,Liver
8156,,1,,Rattus norvegicus,,9866,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,A,In vivo,,10116.0,,Liver
8157,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,A,In vivo,,10116.0,,Muscle tissue
8158,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,A,In vivo,,10116.0,,Muscle tissue
8159,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,A,In vivo,,10116.0,,Muscle tissue
8160,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,A,In vivo,,10116.0,,Muscle tissue
8161,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,A,In vivo,,10116.0,,Muscle tissue
8162,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,A,In vivo,,10116.0,,Muscle tissue
8163,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,A,In vivo,,10116.0,,Muscle tissue
8164,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,A,In vivo,,10116.0,,Muscle tissue
8165,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,A,In vivo,,10116.0,,Muscle tissue
8166,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,A,In vivo,,10116.0,,Muscle tissue
8167,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,A,In vivo,,10116.0,,Muscle tissue
8168,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,A,In vivo,,10116.0,,Muscle tissue
8169,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,A,In vivo,,10116.0,,Muscle tissue
8170,,1,,Rattus norvegicus,,9866,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,A,In vivo,,10116.0,,Muscle tissue
8171,,1,,Rattus norvegicus,,9866,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,A,In vivo,,10116.0,,Intestine
8172,,1,,Rattus norvegicus,,9866,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,A,In vivo,,10116.0,,Intestine
8173,,1,,Rattus norvegicus,,9866,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),A,In vivo,,10116.0,,Intestine
8174,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,A,In vivo,,10116.0,,Spleen
8175,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,A,In vivo,,10116.0,,Spleen
8176,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,A,In vivo,,10116.0,,Spleen
8177,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,A,In vivo,,10116.0,,Spleen
8178,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,A,In vivo,,10116.0,,Spleen
8179,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,A,In vivo,,10116.0,,Spleen
8180,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,A,In vivo,,10116.0,,Spleen
8181,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,A,In vivo,,10116.0,,Spleen
8182,,1,,Rattus norvegicus,,9866,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,A,In vivo,,10116.0,,Spleen
8183,,1,,Rattus norvegicus,,9866,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,A,In vivo,,10116.0,,Stomach
8184,,1,,Rattus norvegicus,,9866,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,A,In vivo,,10116.0,,Stomach
8185,,1,,Rattus norvegicus,,9866,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,A,In vivo,,10116.0,,Stomach
8186,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Blood
8187,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Blood
8188,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Blood
8189,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Blood
8190,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Blood
8191,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Brain
8192,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Brain
8193,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Brain
8194,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Brain
8195,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Brain
8196,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Heart
8197,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Heart
8198,,1,,Rattus norvegicus,,13950,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,10116.0,,Heart
8199,,1,,Rattus norvegicus,,6062,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,A,In vivo,,10116.0,,
8200,,1,,Rattus norvegicus,,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,A,,,10116.0,,
8201,,1,,Rattus norvegicus,,1908,Vc value after IV dose at a dose of 5 mg/kg in rats.,A,In vivo,,10116.0,,
8202,,1,,Rattus norvegicus,,17596,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,A,In vivo,,10116.0,,
8203,,1,,Rattus norvegicus,,4891,Compound was evaluated for pharmacokinetic parameter volume of distribution,A,In vivo,,10116.0,,
8204,,1,,Rattus norvegicus,,740,Compound was evaluated for volume of distribution in rat,A,In vivo,,10116.0,,
8205,,1,,Rattus norvegicus,,16366,Steady state volume distribution was determined; steady state(ss),A,In vivo,,10116.0,,
8206,,1,,Rattus norvegicus,,3364,Steady state volume of distribution after iv administration to rats,A,In vivo,,10116.0,,
8207,,1,,Rattus norvegicus,,2552,Steady state volume of distribution dosing at 3 mg/kg iv,A,In vivo,,10116.0,,
8208,,1,,Rattus norvegicus,,406,The compound was evaluated for volume of distribution in rat,A,In vivo,,10116.0,,
8209,,1,,Rattus norvegicus,,12500,The compound was tested for volume of distribution in rat,A,In vivo,,10116.0,,
8210,,1,,Rattus norvegicus,,12500,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,A,In vivo,,10116.0,,
8211,,1,,Rattus norvegicus,,5656,Volume distribution (VD) after oral administration in rat,A,In vivo,,10116.0,,
8212,,1,,Rattus norvegicus,,17671,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,A,In vivo,,10116.0,,
8213,,1,,Rattus norvegicus,,1094,Volume distribution in rat,A,In vivo,,10116.0,,
8214,,1,,Rattus norvegicus,,5833,Volume distribution in rat,A,In vivo,,10116.0,,
8215,,1,,Rattus norvegicus,,5939,Volume distribution in rat after peroral administration at 10 mg/kg,A,In vivo,,10116.0,,
8216,,1,,Rattus norvegicus,,5939,Volume distribution in rat after peroral administration at 5 mg/kg,A,In vivo,,10116.0,,
8217,,1,,Rattus norvegicus,,6005,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,A,In vivo,,10116.0,,
8218,,1,,Rattus norvegicus,,1696,Volume of distribution in rat.,A,In vivo,,10116.0,,
8219,,1,,Rattus norvegicus,,6672,Volume of distribution in rat,A,In vivo,,10116.0,,
8220,,1,,Rattus norvegicus,,6673,Volume of distribution in rat,A,In vivo,,10116.0,,
8221,,1,,Rattus norvegicus,,5871,Volume of distribution in rat by iv administration,A,In vivo,,10116.0,,
8222,,1,,Rattus norvegicus,,6803,Volume of distribution in rats,A,In vivo,,10116.0,,
8223,,1,,Rattus norvegicus,,5199,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,A,In vivo,,10116.0,,
8224,,1,,Rattus norvegicus,,4727,Volume distribution at the dose of 2 mg/kg in rat,A,,,10116.0,,
8225,,1,,Rattus norvegicus,,16367,Steady state volume of distribution was determined,A,In vivo,,10116.0,,
8226,,1,,Macaca mulatta,,5005,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,A,In vivo,,9544.0,,
8227,,1,,Rattus norvegicus,,5005,Compound was tested for its plasma volume distribution in Sprague Dawley rats,A,In vivo,,10116.0,,
8228,,1,,Rattus norvegicus,,5005,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,A,In vivo,,10116.0,,
8229,,1,,Rattus norvegicus,,15765,Mean (%CV) PK parameters for Vdss(mL/kg).,A,In vivo,,10116.0,,
8230,,1,,Rattus norvegicus,,2792,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,A,In vivo,,10116.0,,
8231,,1,,Rattus norvegicus,,2792,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,A,In vivo,,10116.0,,
8232,,1,,Rattus norvegicus,,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,A,In vivo,,10116.0,,
8233,,1,,Rattus norvegicus,,5334,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,A,In vivo,,10116.0,,
8234,,1,,Rattus norvegicus,,5739,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,A,In vivo,,10116.0,,
8235,,1,,Rattus norvegicus,,5789,Pharmacokinetic property (Vdss) in rat,A,In vivo,,10116.0,,
8236,,1,,Rattus norvegicus,,4239,Pharmacokinetic property (vdss) was measured in rat,A,In vivo,,10116.0,,
8237,,1,,Rattus norvegicus,,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,A,In vivo,,10116.0,,
8238,,1,,Rattus norvegicus,,6642,Volume of distribution in rat,A,In vivo,,10116.0,,
8239,,1,,Rattus norvegicus,,5247,The pharmacokinetic parameter volume of distribution in vivo in rats,A,In vivo,,10116.0,,
8240,,1,,Rattus norvegicus,,17720,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,F,In vivo,,10116.0,,
8241,,1,,Rattus norvegicus,,17686,Vdss in rat i.v. at 2 mg/kg concentration,A,In vivo,,10116.0,,
