assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
4903,,Aktocuratkon,0,,BAl00002t1,6260,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,A,,Homo sapiens,9606.0,,Liver
4904,,Autovuragion,0,,BAO00p0351,6187,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,A,,Homo sapiens,9606.0,,
4905,,Autoc8ratiob,0,,BAl0000w51,6251,In vitro metabolic potential in human liver microsomes,A,,Homo sapiens,9606.0,,Liver
4906,,xutocuratioj,0,,BAOp000p19,3246,Metabolism by recombinant human NAD(P)H:quinone oxidoreductase (NQO1) was evaluated,A,,Homo sapiens,9606.0,,
4907,,Autofurat9on,0,,BAi0009019,17313,Tested for human plasma protein binding of the compound; Not tested,A,,Homo sapiens,9606.0,,
4908,,A74ocuration,0,,BAO0009p19,6227,Compound was tested for percent protein binding (PB) in human,A,,Homo sapiens,9606.0,,
4909,,Autocufatoon,0,,BAi0o00019,5530,Protein binding in human plasma,A,,Homo sapiens,9606.0,,Plasma
4910,,Aut0curatiin,0,,vAO0000p19,6108,Permeability coefficient (B to A) in Caco-2 cell,A,,Homo sapiens,9606.0,,
4911,,xutockration,0,,BA00000018,6108,Permeability directional ratio (PB-A/PA-B) in Caco-2 cell,A,,Homo sapiens,9606.0,,
4912,,Aut0curati8n,0,,BqO000001p,2774,Apparent permeability coefficient (Papp) was determined in human Caco-2 cell monolayer (n = 3),A,,Homo sapiens,9606.0,,
4913,,Auticurahion,0,,BAOo0p0019,16643,In vitro rate of absorption observed as Caco-2 permeability in humans,A,,Homo sapiens,9606.0,,
4914,,Auyoc6ration,0,181.0,BAO0090229,17582,Cellular permeability of compound was determined in Caco-2 cells; High,A,,Homo sapiens,9606.0,,
4915,,Autocudatipn,0,495.0,BAp00p0219,6838,Permeability in Caco-2 cells of compound,A,,Homo sapiens,9606.0,,
4916,,Autichration,0,,BAO000p029,6108,Permeability coefficient (A to B) in Caco-2 cell,A,,Homo sapiens,9606.0,,
4917,,Autovurati9n,0,,BqOo000019,6108,Permeability coefficient (B to A) in Caco-2 cell,A,,Homo sapiens,9606.0,,
4918,,Autoc8ratiob,0,,BzO0000o19,6108,Permeability coefficient (Papp) (Caco-2 cell monolayer),A,,Homo sapiens,9606.0,,
4919,,Autocu4atiob,0,,BAOpp00019,2146,Compound was measured for binding rate for human serum at a carbapenem concentration of 10 ug/mL,A,,Homo sapiens,9606.0,,
4920,,Ajtosuration,0,,vAOo000019,4514,Compound was tested for protein binding in human plasma,A,,Homo sapiens,9606.0,,
4921,,A8tkcuration,0,,BAO000pp19,6108,Transcellular permeability of the [(PA-B+PB-A)/2)] compound was determined in Caco-2 cell,A,,Homo sapiens,9606.0,,
4922,,Autocurahiog,0,,BAOp000o19,7766,Quantity of the metabolite found in the urine of the embryonal rhabdomyosarcoma patients treated with ifosfamide from 1200 mL of urine tested on day 3,A,,Homo sapiens,9606.0,,Urine
4923,Invido,Intrrmedjate,1,,BAOp900218,5969,In vivo Tmax was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
4924,onvivo,lntermedlate,1,,BxOo000218,3277,Maximum time was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,,
4925,Imvivo,Ijtermedoate,1,,fAO000021i,3802,Tested for Tmax value at the dose of 10 mg/kg when administered perorally in mouse,A,,Mus musculus,10090.0,,
4926,Inviv0,Inte3mediatf,1,,hAO00002w8,2862,Time taken to reach maximum concentration in plasma upon oral administration in mouse,A,,Mus musculus,10090.0,,Plasma
4927,Incivo,Intwrmesiate,1,,BAO00p9218,6348,Time to reach maximum plasma concentration was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,Plasma
4928,Invifo,Ihterjediate,1,,BqO9000218,17764,Tmax after intraperitoneal administration in mice at 23 uM/kg,F,,Mus musculus,10090.0,,
4929,Invibo,Igtermewiate,1,,BqO00p0218,5781,Tmax after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,
4930,7nvivo,Intermed7ste,1,,BAO0o002w8,17764,Tmax after peroral administration in mice at 2.4 uM/kg,A,,Mus musculus,10090.0,,
4931,Invivi,Int3rmesiate,1,,BA0000021u,4066,Tmax at a single subcutaneous administration of 40 mg/kg in mice,A,,Mus musculus,10090.0,,
4932,Invivl,Intermediz6e,1,,BAO09002w8,17641,Tmax in brain of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Brain
4933,Inviv0,Inte5mediatw,1,,BAO9p00218,17641,Tmax in kidney of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Kidney
4934,Invovo,In6ermedia5e,1,,nAO00p0218,17641,Tmax in liver of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Liver
4935,Invibo,Intermddixte,1,,BA80000q18,17641,Tmax in lungs of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Lung
4936,Invuvo,Inteemwdiate,1,,BAO0o0o218,17764,Tmax in mice at 18 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
4937,Igvivo,Inte4medizte,1,,hA00000218,17764,Tmax in mice at 23 uM/kg i.v. administration,F,,Mus musculus,10090.0,,
4938,Imvivo,Intsrm4diate,1,,BAO000p318,17764,Tmax in mice at 25 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
4939,Invivl,Intermed7ste,1,,hAOo000218,17764,Tmax in mice at 26 uM/kg i.p. administration,F,,Mus musculus,10090.0,,
4940,knvivo,8ntermediats,1,,BAO9p00218,17641,Tmax in spleen of mice at the oral dose of 50 mg/kg,A,,Mus musculus,10090.0,,Spleen
4941,Inv7vo,Intermedowte,1,,BAO9900218,16597,Tmax value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
4942,9nvivo,Intedmediatr,1,,BAOp00021i,16597,Tmax value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,
4943,,Inrermediwte,1,,BwO000021i,5951,Tmax value in IRC mice,A,,Mus musculus,10090.0,,
4944,Inviv0,Interhediwte,1,,BAO09p0218,5506,Tmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
4945,Infivo,Intermedozte,1,,BAO090p218,5506,Tmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,,Mus musculus,10090.0,,
4946,,Interhediat4,1,,BqO0900218,429,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg ( 0-24 hr ),A,,Mus musculus,10090.0,,Urine
4947,,jntermediatw,1,,BAO00o02q8,429,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg (0-24 hr),A,,Mus musculus,10090.0,,Urine
4948,,In6ermediwte,1,,BwOo000218,4066,Urinary recovery by disk method using Streptococcus pyogenes (0-24 h),A,,Mus musculus,10090.0,,Urine
4949,,Inte5mediaye,1,,BAO0o00219,17734,The first compartment constitutes the majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
4950,,Intermeviste,1,,BAO000011i,17734,The second majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
4951,9nvivo,Inrwrmediate,1,,nAO0000228,6062,Terminal phase volume of distribution was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,
4952,Ijvivo,Intermex9ate,1,,BAO0000q1o,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 100 mg/kg,A,,Mus musculus,10090.0,,
4953,knvivo,Intermediqfe,1,,BAOp00p218,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg,A,,Mus musculus,10090.0,,
4954,Invido,knt3rmediate,1,,BAO0009318,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,,Mus musculus,10090.0,,
4955,Invibo,Interhediafe,1,,BAOo0002w8,5980,Vd in mice,A,,Mus musculus,10090.0,,
4956,Ijvivo,Ijtermddiate,1,,BAO0090e18,17592,Volume of distribution in mouse,A,,Mus musculus,10090.0,,
4957,Ibvivo,untermeviate,1,,gAO000o218,6348,Volume of distribution was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,,Mus musculus,10090.0,,
4958,Ijvivo,Interhediwte,1,,BsO0900218,17753,Volume of distribution of compound in plasma was determined at 24 mg/Kg,A,,Mus musculus,10090.0,,
4959,Invivp,kntermedjate,1,,BAO0000w28,17753,Volume of distribution of compound in plasma was determined at 40 mg/Kg,A,,Mus musculus,10090.0,,
4960,7nvivo,9ntermexiate,1,,fAO0p00218,17753,Volume of distribution of compound in plasma was determined at 5 mg/Kg,A,,Mus musculus,10090.0,,
4961,knvivo,Intermediw6e,1,,BAO0000w17,4239,Pharmacokinetic property (vdss) was measured in mouse,A,,Mus musculus,10090.0,,
4962,Ihvivo,Intermeclate,1,,BqO0900218,2862,Value distribution upon iv administration in mouse,A,,Mus musculus,10090.0,,
4963,Invifo,Inywrmediate,1,,BAO00001w8,17734,Volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
4964,Invlvo,Intermedlatr,1,,BzO0p00218,2675,Volume of distribution was evaluated in mice after intravenous administration,A,,Mus musculus,10090.0,,
4965,8nvivo,Intrrhediate,1,,BsO00002q8,2675,Volume of distribution was evaluated in mice after oral administration,A,,Mus musculus,10090.0,,
4966,Ibvivo,Intermeriafe,1,,BAOoo00218,17837,Steady state volume of distribution of compound in mouse blood following i.v. administration of 10 mg/kg,A,,Mus musculus,10090.0,,
4967,Invivl,Integmedia4e,1,,BA000002w8,5727,Steady state volume of distribution was determined in mice,A,,Mus musculus,10090.0,,
4968,Invigo,Interm3dixte,1,,vAO9000218,17852,Volume distribution (steady state) of compound was determined in mouse,A,,Mus musculus,10090.0,,
4969,Invovo,Intermsdizte,1,,BAO0p0021o,17764,Volume of solubility in solution after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
4970,Invivl,Intermexiqte,1,,BA9000021o,16597,Vss value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
4971,Invovo,9ntfrmediate,1,,BAOpp00218,6062,Volume of distribution was measured in mouse after an iv dose of 1 mg/kg,A,,Mus musculus,10090.0,,
4972,Invjvo,Intermedoa5e,1,,BAO000oq18,16438,Biodistribution of compound (oxidized form) in in kidney tissue,A,,Mus musculus,10090.0,,Kidney
4973,Invovo,Inrfrmediate,1,,nAO0000q18,16438,Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip administration in DMSO solution,A,,Mus musculus,10090.0,,Blood
4974,Invico,Int2rmeduate,1,,BAOp0p0218,16438,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip dosing, in DMSO solution",A,,Mus musculus,10090.0,,Blood
4975,Invivi,Interhediatf,1,,BA00o00218,16438,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",A,,Mus musculus,10090.0,,Blood
4976,,Intfrm3diate,1,332.0,BA80090219,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A427Mer- cell line of lung using the MTT Cytotoxicity Assay,F,,Homo sapiens,9606.0,,
4977,,Expe5t,1,360.0,BqO000021p,16597,Inhibition of A431 human squamous cell carcinoma cell proliferation,F,,Homo sapiens,9606.0,,
4978,,Ex0ert,1,338.0,BA9000o219,16062,Inhibition of cell growth of human epidermoid carcinoma xenograft (A431) model using cell based assay,F,,Homo sapiens,9606.0,,
4979,,wxpert,1,326.0,BAO09002q9,16062,Inhibition of human epidermoid carcinoma xenograft (A431) tumor growth,F,,Homo sapiens,9606.0,,
4980,,Experr,1,186.0,BsO0o00219,16958,Concentration required to inhibit growth of human carcinoma epidermoid (A431) cell line,F,,Homo sapiens,9606.0,,
4981,,Exp2rt,1,343.0,BzO000p219,6700,Inhibition of A431 human carcinoma cell proliferation,F,,Homo sapiens,9606.0,,
4982,,sxpert,1,500.0,BAOoo00219,17226,In vitro inhibition of A431 (human carcinoma) cell basal growth.,F,,Homo sapiens,9606.0,,
4983,,Intermedixts,1,396.0,BqO0000w19,6828,Inhibitory concentration of compound against growth of human A431 cell line; Resistant,F,,Homo sapiens,9606.0,,
4984,,Intermwdiqte,1,347.0,BAOp000229,12314,In vitro cytotoxicity against epidermoid carcinoma cell line,F,,Homo sapiens,9606.0,,
4985,,2xpert,9,391.0,BwO000o218,13412,"In vivo efficacy following oral administration in nude mouse tumor model, xenograft A431 cells expressing EGF-R",F,,Homo sapiens,9606.0,,
4986,,9ntermediafe,1,223.0,BAO09002q9,13299,Antiproliferative activity of compound was measured on human tumor cell line A431.,F,,Homo sapiens,9606.0,,
4987,,Intermwdoate,1,382.0,vAO0900219,17420,Antiproliferative effect of compound on A431 cell line expressing mutant p53,F,,Homo sapiens,9606.0,,
4988,,In5ermediatd,1,368.0,BAO000o119,13678,Compound was evaluated for cell growth inhibition against A 431 cell line by irradiation in the presence of examined compound,F,,Homo sapiens,9606.0,,
4989,,Ecpert,8,552.0,gAO9000219,14171,Inhibition of EGF-stimulated tyrosine phosphorylation in A431 cells.,F,,,,,
4990,,Espert,1,133.0,BAOo0o0219,6333,Tested for antiproliferative activity against human A431 cells,F,,Homo sapiens,9606.0,,
4991,,Expdrt,9,447.0,BAO0o002q9,2356,Inhibition of epidermal growth factor receptor (EGF-R) autophosphorylation in A431 cells,F,,Homo sapiens,9606.0,,
4992,,Exper4,1,158.0,BAO00002qp,15578,Concentration needed to inhibit 50% growth of the human A431 (epidermoid carcinoma) cell lines,F,,Homo sapiens,9606.0,,
4993,,Expfrt,1,411.0,BAO000031p,5126,Inhibition of A431 cell proliferation,F,,Homo sapiens,9606.0,,
4994,,Exp3rt,1,282.0,nAO00p0219,6844,Cytotoxic effect on A431 human epidermoid carcinoma cells,F,,Homo sapiens,9606.0,,
4995,,rxpert,1,423.0,BAO0900319,6844,Cytotoxic effect on A431 human epidermoid carcinoma cells (No response to 1 mM),F,,Homo sapiens,9606.0,,
4996,,Interm2xiate,1,512.0,BsO0900219,4925,Cytotoxicity expressed as inhibitory concentration required to reduce the cell growth of A431 human epidermal carcinoma cell line,F,,Homo sapiens,9606.0,,
4997,,Ibtermewiate,1,164.0,BAO00o0w19,4925,Cytotoxicity expressed as inhibitory concentration required to reduce the cell growth of A431 human epidermal carcinoma cell line; NT=Not tested,F,,Homo sapiens,9606.0,,
4998,,Interjewiate,1,340.0,BAO00003q9,13978,In vitro Growth Inhibitory activity against A431 Human vulva cancer cell line,F,,Homo sapiens,9606.0,,
4999,,Intermrdiare,1,355.0,BAko000219,16786,In vitro cytotoxicity of compound against human A431 (epidermoid) cancer cell line after 72 hr of drug exposure,F,,Homo sapiens,9606.0,,
5000,,Expe4t,8,207.0,BAk9000219,13412,Inhibition of EGF-stimulated tyrosine phosphorylation in A431 cells expressing EGF-R,F,,,,,
5001,,In5ermewiate,1,271.0,BAO90002w8,17824,In vivo antiproliferative activity against A431 cell line,F,,Homo sapiens,9606.0,,
5002,,Expe5t,9,333.0,BwO0000e19,12751,Inhibition of EGF-dependent autophosphorylation of EGF-R in human A431 cells,F,,Homo sapiens,9606.0,,
5003,,fxpert,1,103.0,BxO0000e19,12380,Inhibition of A431 human epidermoid carcinoma cell proliferation,F,,Homo sapiens,9606.0,,
5004,,Eapert,9,446.0,BA80000229,4959,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,F,,Homo sapiens,9606.0,,
5005,,Igtefmediate,1,275.0,hAO00p0219,6333,Inhibitory effect on nonphospho-Src after EGF (100 uM) stimulation of A431 cells (control=178),F,,Homo sapiens,9606.0,,
5006,,7nyermediate,1,332.0,BAO0po0219,6333,Inhibitory effect on phospho-Src (Tyr416) after EGF (100 uM) stimulation of A431 cells (38),F,,Homo sapiens,9606.0,,
5007,,Ihtwrmediate,1,291.0,BAOo00o219,6333,Inhibitory effect on phospho-Src/nonphospho after EGF (100 uM) stimulation of A431 cells (21),F,,Homo sapiens,9606.0,,
5008,,dxpert,9,,nAO0009019,5296,Inhibition of EGFR overexpressing A431 cell proliferation,F,,Homo sapiens,9606.0,,
5009,,Espert,1,364.0,BAOo0002w9,12624,Inhibition of A431 cell proliferation,F,,Homo sapiens,9606.0,,
5010,,Experf,9,386.0,BA0000o219,14926,No inhibition of EGFR phosphorylation in A431 cells 8 hour after washing cells free of the inhibitor,F,,Homo sapiens,9606.0,,
5011,,Ecpert,9,356.0,BqO00002w9,14926,"Partial inhibition of EGFR phosphorylation in A431 cells, 8 hour after washing cells free of the inhibitor",F,,Homo sapiens,9606.0,,
5012,,Expdrt,8,247.0,nAO0090219,14926,Irreversible inhibition of ATP binding site of EGFR (lack of phosphorylated EGFR) in A431 cells 8 hour after washing cells free of the inhibitor),F,,,,,
5013,,lntermeriate,1,595.0,BA9000o219,15144,The compound was tested in vitro for antiproliferative activity against A431 tumor cell lines,F,,Homo sapiens,9606.0,,
5014,,Imtermediat3,1,399.0,BAO0p0p219,15144,The compound was tested in vitro for antiproliferative activity against A431 tumor cell lines,F,,Homo sapiens,9606.0,,
5015,,Intermef7ate,1,298.0,gzO0000219,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration at 2 uM after 48 h; Did not affect the viability,F,,Homo sapiens,9606.0,,
5016,,Intermediwge,1,239.0,BsO00p0219,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration in the range of 1-10 uM after 48 h; Did not affect the viability,F,,Homo sapiens,9606.0,,
5017,,Ibtermediqte,1,243.0,BAO000o2w9,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration up to 10 uM after 48 h; Did not affect the viability,F,,Homo sapiens,9606.0,,
5018,,Interneriate,1,463.0,BAO000pq19,5245,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration 0.01 uM after 48 h; Cell death,F,,Homo sapiens,9606.0,,
5019,,Intermeriatd,1,549.0,vAO000021i,5245,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration 2 uM after 48 h; Cell death,F,,Homo sapiens,9606.0,,
5020,,Autocuratiig,0,,BAO0000ow9,5922,Half-life period in cynomolgus monkey,A,,Cercopithecidae,9527.0,,
5021,Inv7tro,Autocuratkoj,0,,BAk0o00366,1116,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in monkey plasma",A,,Cercopithecidae,9527.0,,Plasma
5022,Ingivo,qutocurarion,0,,BAOp000118,17853,Longer half-life in monkey (i.v.) at 0.5 mpk,A,,Cercopithecidae,9527.0,,
5023,,wutosuration,0,,BA000003y6,993,Plasma half life in monkey,A,,Cercopithecidae,9527.0,,Plasma
5024,,Autofuratikn,0,,gAO000036u,4514,Plasma half-life in rhesus monkey,A,,Cercopithecidae,9527.0,,Plasma
5025,Ingivo,Autocura4ioh,0,,BAO0p00q18,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,Plasma
5026,Invico,Autockrat9on,0,,BxO000o218,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,Plasma
5027,Invjvo,wutocuratiin,0,,gAOo000218,4578,Tested for half life upon iv administration to african green monkey,A,,Cercopithecidae,9527.0,,
5028,Incivo,Autockratioj,0,,nAO0000228,2661,Compound was evaluated for maximum time to reach Cmax after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0,,
