assays_ASSI,assays_CEI,assays_ASORG,assays_BFO,assays_ASCT,assays_SI,assays_AST,assays_CURAB,assays_ASTET,assays_CONSCO,assays_Des,assays_T,assays_RELTY,assays_SASSI,assays_CHEI,assays_TISI,assays_VARI
7733,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 1 hr,50597,N,,CHEMBL618735,10000001.0,
7734,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 30 min,50597,N,,CHEMBL876602,10000001.0,
7735,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-BDP at 4 hr,50597,N,,CHEMBL618736,10000001.0,
7736,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 15 min,50597,N,,CHEMBL618737,10000001.0,
7737,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 1 hr,50597,N,,CHEMBL618738,10000001.0,
7738,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 30 min,50597,N,,CHEMBL618739,10000001.0,
7739,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of GdDTPA-HPDP at 4 hr,50597,N,,CHEMBL618740,10000001.0,
7740,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of NAC Gd/0.01 M GdDTPA-HPDP,50597,N,,CHEMBL618741,10000001.0,
7741,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of NCA Gd/0.01 M lip,50597,N,,CHEMBL618742,10000001.0,
7742,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Biodistribution in rat bone in the presence of NCAGd/0.01 M lig,50597,N,,CHEMBL618743,10000001.0,
7743,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life from rat plasma at a single oral dose of 25 mg/kg,50597,N,,CHEMBL618744,1969.0,
7744,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life in male rat,50597,N,,CHEMBL618745,,
7745,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life in rat after peroral administration at 10 mg/kg concentration,50597,N,,CHEMBL620479,,
7746,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life in rat after peroral administration at 5 mg/kg concentration,50597,N,,CHEMBL620480,,
7747,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life in rat at a dose of 3 mg/kg,50597,N,,CHEMBL620481,,
7748,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life was evaluated in rats,50597,N,,CHEMBL620482,,
7749,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half-life was measured in rat,50597,N,,CHEMBL876603,,
7750,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life period for the compound was determined in rats at 50 mg/kg dose,50597,N,,CHEMBL620483,,
7751,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life period in rats after intravenous administration at 5 mg/kg,50597,N,,CHEMBL620484,,
7752,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life period in rat at 10 mg/kg,50597,N,,CHEMBL620485,,
7753,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Half-life period was determined in rats at 10 mg/kg, p.o. dose",50597,N,,CHEMBL620486,,
7754,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Half-life period was determined in rats at 20 mg/kg, i.p. dose",50597,N,,CHEMBL620487,,
7755,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Half-life period was determined in rats at 2 mg/kg, i.v. dose",50597,N,,CHEMBL620488,,
7756,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life time in rat the dose of 2 mg/kg,50597,N,,CHEMBL620489,,
7757,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Half-life was estimated from the elimination phase of the oral [C] vs time curves in 4 rats,50597,N,,CHEMBL620490,,
7758,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo activity against Staphylococcus aureus when administered orally for 1 hr in rat at a dose of 15 mg/kg,50597,N,,CHEMBL620491,,
7759,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"In vivo half life of compound in rat plasma after a oral dose of 10 mg/kg (in water, N=4)",50597,N,,CHEMBL876604,1969.0,
7760,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Oral half life was determined,50597,N,,CHEMBL620492,,
7761,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Pharmacokinetic Parameter, half life period measured in Female Wistar Rats at 100 mg/kg by po administration",50597,N,,CHEMBL620493,,
7762,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Pharmacokinetic property (t1/2) in rat,50597,N,,CHEMBL620494,,
7763,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Plasma elimination half-life was determined,50597,N,,CHEMBL620495,1969.0,
7764,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Plasma elimination half-life was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,50597,N,,CHEMBL620496,1969.0,
7765,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Plasma half life was observed after intravenous administration in rat,50597,N,,CHEMBL620497,1969.0,
7766,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Plasma half-life was determined,50597,N,,CHEMBL620498,1969.0,
7767,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Plasma half-life following oral administration in Fisher rats,50597,N,,CHEMBL620499,1969.0,
7768,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Plasma half-life in rat,50597,N,,CHEMBL620500,1969.0,
7769,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Plasmatic Half-life after intravenous administration to rat,50597,N,,CHEMBL873809,1969.0,
7770,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,T1/2 (half life) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,50597,N,,CHEMBL620501,,
7771,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Terminal half life after intravenous administration (1 mg/kg) in rat,50597,N,,CHEMBL620502,,
7772,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Terminal half life in Rat at a oral dose of 5 mg/kg,50597,N,,CHEMBL620503,,
7773,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Terminal phase half-life was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,50597,N,,CHEMBL620504,,
7774,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tested for half life value after intravenous administration at dose of 0.2 mg/kg in rat,50597,N,,CHEMBL876605,,
7775,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tested for half life value after oral administration at dosage of 4 mg/kg in rat,50597,N,,CHEMBL620505,,
7776,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,plasma half life was observed after intravenous administration in rat,50597,N,,CHEMBL873811,1969.0,
7777,,Rattus norvegicus,BAO_0000218,,1,A,Expert,In vivo,1,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,50597,N,,CHEMBL624016,,
7778,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Half life of compound determined in rat,50597,N,,CHEMBL624017,,
7779,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Mean residence time determined in rat,50597,N,,CHEMBL624018,,
7780,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Plasma half life determined in rat,50597,N,,CHEMBL624019,,
7781,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for Tmax in brain after intravenous administration in male rats,50597,N,,CHEMBL624020,955.0,
7782,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Compound was evaluated for pharmacokinetic parameter maximum time period,50597,N,,CHEMBL624201,,
7783,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Evaluated for pharmacokinetic parameter tmax in rat at the dose 50 mg/kg,50597,N,,CHEMBL872528,,
7784,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo Tmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,50597,N,,CHEMBL624202,,
7785,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo Tmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,50597,N,,CHEMBL624203,,
7786,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo Tmax was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,50597,N,,CHEMBL624350,,
7787,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo Tmax was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,50597,N,,CHEMBL621320,,
7788,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,In vivo maximum time required for clearance of compound after oral (po) administration at a dose of 10 mg/kg was measured in rats,50597,N,,CHEMBL621321,,
7789,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Maximum time (Tmax) required to reach Cmax in rats,50597,N,,CHEMBL621322,,
7790,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum time constant was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,50597,N,,CHEMBL621323,,
7791,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum time of clearance of compound in rats after peroral administration,50597,N,,CHEMBL621324,,
7792,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Maximum time at the dose of 2 mg/kg in rat,50597,N,,CHEMBL621325,,
7793,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum time to achieve peak plasma concentration was determined in rat at 1 mg/kg,50597,N,,CHEMBL875837,1969.0,
7794,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Maximum time to achieve peak plasma concentration was determined in rat at 10 mg/kg,50597,N,,CHEMBL621326,1969.0,
7795,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Tmax in Guinea pig (PO dose),50597,N,,CHEMBL621327,,
7796,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,"Pharmacokinetic Parameter, Tmax is the time at which maximum concentration (Cmax) is reached in Female Wistar Rats at 100 mg/kg by po administration",50597,N,,CHEMBL621328,,
7797,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Pharmacokinetic parameter (Tmax) in rat,50597,N,,CHEMBL621329,,
7798,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Pharmacokinetic parameter (Tmax) was estimated,50597,N,,CHEMBL621330,,
7799,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Pharmacokinetic property (Tmax) in rat,50597,N,,CHEMBL621331,,
7800,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,Pharmacokinetic property (Tmax) was measured in rat at the dose of 0.32 mg/kg p.o.,50597,N,,CHEMBL621332,,
7801,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,T max in Rat at a oral dose of 5 mg/kg,50597,N,,CHEMBL621333,,
7802,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,In vivo,1,T max was determined at 10 mg/kg po dose in rats,50597,N,,CHEMBL621334,,
7803,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (run time 7 hr),50594,N,,CHEMBL621335,,
7804,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in dogs,50588,N,,CHEMBL621336,,
7805,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under curve was evaluated after intravenous injection of 1 mg/kg of compound in rats,50597,N,,CHEMBL621337,,
7806,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was measured after i.v. administration into Beagle dog.,50588,N,,CHEMBL621338,,
7807,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was measured after iv administration into Beagle dog,50588,N,,CHEMBL875838,,
7808,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was measured after po administration into Beagle dog,50588,N,,CHEMBL621339,,
7809,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve was measured after po administration into Beagle dog.,50588,N,,CHEMBL621340,,
7810,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve was measured at peroral dose of 3 mg/kg,22224,U,,CHEMBL621341,,
7811,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve was measured by using concentration Vs time,22224,U,,CHEMBL621342,,
7812,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve was measured by using concentration Vs time; not tested,22224,U,,CHEMBL621343,,
7813,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve(AUC) was measured in mice after oral administration (50 mg/kg),50594,N,,CHEMBL621344,,
7814,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under curve(AUC) was measured in mice after oral administration.,50594,N,,CHEMBL621345,,
7815,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(AUC) value of the compound,22224,U,,CHEMBL621346,,
7816,,,BAO_0000218,,1,A,Autocuration,,0,Area under curve(AUC) value of the compound in dogs at 0.5 mg/kg dose upon oral administration,22224,U,,CHEMBL621347,,
7817,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under curve(AUC) value of the compound in dogs at 1 mg/kg dose upon oral administration,50588,N,,CHEMBL621348,,
7818,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(carotid artery) was determined by the availability in blood,22224,U,,CHEMBL621349,178.0,
7819,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(carotid artery) was determined by the availability in blood; ND means no data,22224,U,,CHEMBL621350,178.0,
7820,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(carotid artery) was determined by the availability in blood; No data,22224,U,,CHEMBL875839,178.0,
7821,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(portal vein) was determined by the availability in blood,22224,U,,CHEMBL620211,178.0,
7822,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(portal vein) was determined by the availability in blood; ND means no data,22224,U,,CHEMBL620212,178.0,
7823,,,BAO_0000019,,1,A,Autocuration,,0,Area under curve(portal vein) was determined by the availability in blood; No data,22224,U,,CHEMBL620213,178.0,
7824,,Macaca mulatta,BAO_0000218,,1,A,Intermediate,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",50797,N,,CHEMBL620214,1969.0,
7825,,Macaca mulatta,BAO_0000218,,1,A,Intermediate,,1,"Area under plasma concentration vs time curve observed in Rhesus monkeys after, iv administration of single 30 mg/kg dose",50797,N,,CHEMBL620215,1969.0,
7826,,Macaca mulatta,BAO_0000218,,1,A,Intermediate,,1,Area under plasma concentration vs time curve observed in Rhesus monkeys after oral administration of single 30 mg/kg dose,50797,N,,CHEMBL620216,1969.0,
7827,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, iv administration of single 15 mg/kg dose",50588,N,,CHEMBL620888,1969.0,
7828,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,"Area under plasma concentration vs time curve observed in female mongrel dogs after, oral administration of single 15 mg/kg dose",50588,N,,CHEMBL620889,1969.0,
7829,,,BAO_0000019,,1,A,Autocuration,,0,Area under plasma concentration vs time curve observed in rats for 0-3 h,22224,U,,CHEMBL620890,1969.0,
7830,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under plasma time curve determined in male rat,50597,N,,CHEMBL620891,1969.0,
7831,,,BAO_0000019,,1,A,Autocuration,,0,Area under the MAP curve measured over 5 min.,22224,U,,CHEMBL620892,,
7832,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through iv route in mice,50594,N,,CHEMBL621079,,
7833,,Mus musculus,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration time curve (AUC) taken for 0-24 hr was measured when administered through oral route in mice,50594,N,,CHEMBL621080,,
7834,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration vs time curve in dog at 10 mg/kg oral dose,50588,N,,CHEMBL621081,,
7835,,Cricetinae,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration vs time curve in hamster at 10 mg/kg oral dose,100712,N,,CHEMBL621082,,
7836,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration vs time curve in rat at 10 mg/kg oral dose,50597,N,,CHEMBL621083,,
7837,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration-time curve from time zero to infinity after intravenous administration of 2.5 mg/kg in dogs,50588,N,,CHEMBL621084,,
7838,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fasted dogs,50588,N,,CHEMBL621085,,
7839,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration-time curve from time zero to infinity in oral (5 mg/kg) fed dogs,50588,N,,CHEMBL621086,,
7840,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration/ time determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),50588,N,,CHEMBL621087,,
7841,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Area under the concentration/ time in plasma after oral administration in dog (25 mg/kg),50588,N,,CHEMBL622607,,
7842,,Canis lupus familiaris,BAO_0000218,,1,A,Intermediate,,1,Serum AUC in marmosets (IV dose),50588,N,,CHEMBL622608,,
7843,,,BAO_0000019,,1,A,Autocuration,,0,Area under the curve after intravenous administration at a dose of 10 umol/kg,22224,U,,CHEMBL624481,,
7844,,,BAO_0000019,,1,A,Autocuration,,0,Area under the curve after intravenous administration at a dose of 2 umol/kg,22224,U,,CHEMBL624482,,
7845,,,BAO_0000019,,1,A,Autocuration,,0,Area under the curve after intravenous administration at a dose of 4 umol/kg,22224,U,,CHEMBL624483,,
7846,,,BAO_0000019,,1,A,Autocuration,,0,Area under the curve after intravenous administration at a dose of 40 umol/kg,22224,U,,CHEMBL624484,,
7847,,,BAO_0000019,,1,A,Autocuration,,0,Area under the curve after intravenous administration at a dose of 5 umol/kg,22224,U,,CHEMBL624485,,
7848,,Rattus norvegicus,BAO_0000218,,1,A,Intermediate,,1,Area under the curve for fumarate salt was evaluated in F344 Rats.,50597,N,,CHEMBL624486,,
