miller2_fsclr,miller2_brnchd,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_sctrprcnt,miller2_sctrnm,miller2_stts,miller2_prjctnmbr,miller2_clmtchngmtgtn(mrkr),miller2_gndrqlt(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_rgnlprgrm(mrkr),miller2_sctnd,miller2_ntdmnt(prjct-lvlbdgt),miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstntp,miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,B6100,UNION,2,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.24,15160,86990.112
2009/2010,B6100,UNION,2,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.24,16020,108737.64
2009/2010,B6100,UNION,2,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,X1,X1,Africa MC,0.24,99820,43495.056
2009/2010,B6100,UNION,1,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,X2,X2,Americas MC,0.1,15150,81553.23
2009/2010,B6100,UNION,1,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,X2,X2,Americas MC,0.1,15160,36245.88
2009/2010,B6100,UNION,1,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,X2,X2,Americas MC,0.1,16020,45307.35
2009/2010,B6100,UNION,1,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,America,X2,X2,Americas MC,0.1,99820,18122.94
2009/2010,B6100,UNION,2,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.07,15150,57087.261
2009/2010,B6100,UNION,2,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.07,15160,25372.116
2009/2010,B6100,UNION,2,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.07,16020,31715.145
2009/2010,B6100,UNION,2,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZA,ZA,South Africa,0.07,99820,12686.058
2009/2010,B6100,UNION,2,0.45,Democratic participation and civil society,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.02,15150,16310.646
2009/2010,B6100,UNION,2,0.2,Human rights,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.02,15160,7249.1759999999995
2009/2010,B6100,UNION,2,0.25,Employment policy and administrative management,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.02,16020,9061.47
2009/2010,B6100,UNION,2,0.1,Promotion of development awareness,Closed,S063410PRG,0,2,1,9051025.0,0,S6219,9051025.0,0,0,0,0,0,0,0,1000273,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,Africa,ZW,ZW,Zimbabwe,0.02,99820,3624.5879999999997
2009/2010,B6100,NGO,3,0.6,Medical services,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,CN,CN,China,0.2,12191,22481.76
2009/2010,B6100,NGO,3,0.4,Health education,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,CN,CN,China,0.2,12261,14987.84
2009/2010,B6100,NGO,3,0.6,Medical services,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.1,12191,11240.88
2009/2010,B6100,NGO,3,0.4,Health education,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.1,12261,7493.92
2009/2010,B6100,NGO,3,0.6,Medical services,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.2,12191,22481.76
2009/2010,B6100,NGO,3,0.4,Health education,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Asia,NP,NP,Nepal,0.2,12261,14987.84
2009/2010,B6100,NGO,2,0.6,Medical services,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.5,12191,56204.4
2009/2010,B6100,NGO,2,0.4,Health education,Closed,S063412PRG,0,2,0,562050.0,0,S6212,562050.0,0,0,0,0,0,0,0,1002175,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.5,12261,37469.6
2009/2010,B6100,NGO,1,0.1,Primary education,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.18,11220,4505.13
2009/2010,B6100,NGO,1,0.1,Basic health care,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.18,12220,4505.13
2009/2010,B6100,NGO,1,0.2,Basic drinking water supply,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.18,14031,9010.26
2009/2010,B6100,NGO,1,0.2,Basic sanitation,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.18,14032,9010.26
2009/2010,B6100,NGO,1,0.4,Food crop production,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,America,BO,BO,Bolivia,0.18,31161,18020.52
2009/2010,B6100,NGO,3,0.1,Primary education,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.33,11220,8259.405
2009/2010,B6100,NGO,3,0.1,Basic health care,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.33,12220,8259.405
2009/2010,B6100,NGO,3,0.2,Basic drinking water supply,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.33,14031,16518.81
2009/2010,B6100,NGO,3,0.2,Basic sanitation,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.33,14032,16518.81
2009/2010,B6100,NGO,3,0.4,Food crop production,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Asia,IN,IN,India,0.33,31161,33037.62
2009/2010,B6100,NGO,2,0.1,Primary education,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.33,11220,8259.405
2009/2010,B6100,NGO,2,0.1,Basic health care,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.33,12220,8259.405
2009/2010,B6100,NGO,2,0.2,Basic drinking water supply,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.33,14031,16518.81
2009/2010,B6100,NGO,2,0.2,Basic sanitation,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.33,14032,16518.81
2009/2010,B6100,NGO,2,0.4,Food crop production,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.33,31161,33037.62
2009/2010,B6100,NGO,2,0.1,Primary education,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.16,11220,4004.56
2009/2010,B6100,NGO,2,0.1,Basic health care,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.16,12220,4004.56
2009/2010,B6100,NGO,2,0.2,Basic drinking water supply,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.16,14031,8009.12
2009/2010,B6100,NGO,2,0.2,Basic sanitation,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.16,14032,8009.12
2009/2010,B6100,NGO,2,0.4,Food crop production,Closed,S063413PRG,0,2,0,1732926.0,0,S6215,1732926.0,0,0,0,0,0,0,0,1001893,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,Africa,RW,RW,Rwanda,0.16,31161,16018.24
2009/2010,B6100,NGO,3,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.17,15150,69723.42599999999
2009/2010,B6100,NGO,3,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.17,16050,69723.42599999999
2009/2010,B6100,NGO,3,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.17,25010,11620.571000000002
2009/2010,B6100,NGO,3,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.17,31120,69723.42599999999
2009/2010,B6100,NGO,3,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.17,41010,11620.571000000002
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.11,15150,45115.157999999996
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.11,16050,45115.157999999996
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.11,25010,7519.193
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.11,31120,45115.157999999996
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,KE,KE,Kenya,0.11,41010,7519.193
2009/2010,B6100,NGO,3,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.15,15150,61520.67
2009/2010,B6100,NGO,3,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.15,16050,61520.67
2009/2010,B6100,NGO,3,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.15,25010,10253.445
2009/2010,B6100,NGO,3,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.15,31120,61520.67
2009/2010,B6100,NGO,3,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Asia,KH,KH,Cambodia,0.15,41010,10253.445
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.06,15150,24608.267999999996
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.06,16050,24608.267999999996
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.06,25010,4101.378
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.06,31120,24608.267999999996
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MW,MW,Malawi,0.06,41010,4101.378
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,15150,8202.756
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,16050,8202.756
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,25010,1367.126
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,31120,8202.756
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,MZ,MZ,Mozambique,0.02,41010,1367.126
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.14,15150,57419.292
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.14,16050,57419.292
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.14,25010,9569.882
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.14,31120,57419.292
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,TZ,TZ,"Tanzania,Un Rep",0.14,41010,9569.882
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.19,15150,77926.182
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.19,16050,77926.182
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.19,25010,12987.697
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.19,31120,77926.182
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,UG,UG,Uganda,0.19,41010,12987.697
2009/2010,B6100,NGO,2,0.3,Democratic participation and civil society,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,0.16,15150,65622.048
2009/2010,B6100,NGO,2,0.3,Multi-sector aid for basic social services,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,0.16,16050,65622.048
2009/2010,B6100,NGO,2,0.05,Business support services and institutions,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,0.16,25010,10937.008
2009/2010,B6100,NGO,2,0.3,Agricultural development,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,0.16,31120,65622.048
2009/2010,B6100,NGO,2,0.05,Environmental policy and administrative management,Closed,S063414PRG,0,2,1,3372000.0,0,S6215,0.0,0,0,0,0,0,0,0,1001911,World Renew,Canadian Non-Profit Making,Civil Society,Africa,ZM,ZM,Zambia,0.16,41010,10937.008
2009/2010,B6100,NGO,3,0.99,Informal/semi-formal financial intermediaries,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.26,24040,128699.7426
2009/2010,B6100,NGO,3,0.01,Promotion of development awareness,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,Asia,BD,BD,Bangladesh,0.26,99820,1299.9974
2009/2010,B6100,NGO,2,0.99,Informal/semi-formal financial intermediaries,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,Africa,BI,BI,Burundi,0.18,24040,89099.8218
2009/2010,B6100,NGO,2,0.01,Promotion of development awareness,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,Africa,BI,BI,Burundi,0.18,99820,899.9982
2009/2010,B6100,NGO,1,0.99,Informal/semi-formal financial intermediaries,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.02,24040,9899.9802
2009/2010,B6100,NGO,1,0.01,Promotion of development awareness,Closed,S063415PRG,0,2,0,1500001.0,0,S6215,0.0,0,0,0,0,0,0,1,1002249,World Relief Canada,Canadian Non-Profit Making,Civil Society,America,CA,CA,Canada,0.02,99820,99.9998
