variant_id,relationship_type,bao_format,assay_category,description,assay_id,curated_by,tissue_id,confidence_score,assay_subcellular_fraction,assay_test_type,cell_id,src_assay_id,assay_tax_id,src_id,assay_cell_type,tid,assay_type,assay_organism,assay_strain,chembl_id,doc_id,assay_tissue
,N,BAO_0000218,,Bioavailability in mouse (BALB/C) (dose 20 mg/kg i.v.),7078,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622758,17728,
,N,BAO_0000218,,Tested for bioavailability of the compound,7079,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622759,3802,
,N,BAO_0000218,,Tested for half life at the dose of 10 mg/kg when administered intravenously,7080,Intermediate,,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622760,3802,
,N,BAO_0000218,,The plasma half life of compound was determined on EDTA prepared by mouse plasma. ,7081,Intermediate,1969.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622761,14029,Plasma
,N,BAO_0000218,,The plasma half life of compound was determined on heparin prepared by human plasma. ,7082,Intermediate,1969.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622762,14029,Plasma
,N,BAO_0000218,,The plasma half life of compound was determined on heparin prepared by human plasma; Not degraded,7083,Intermediate,1969.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622763,14029,Plasma
,N,BAO_0000218,,The plasma half life of compound was determined on heparin prepared by mouse plasma. ,7084,Intermediate,1969.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622764,14029,Plasma
,N,BAO_0000218,,The plasma half life of compound was determined on heparin prepared by mouse plasma; Not degraded,7085,Intermediate,1969.0,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622765,14029,Plasma
,N,BAO_0000218,,Inhibitory concentration of compound was determined after intravenous administration in mice after 6 hours of exposure at 40 mg/Kg,7086,Intermediate,,1,,,,,10090.0,1,,50594,F,Mus musculus,,CHEMBL622766,17753,
,N,BAO_0000218,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 24 mg/Kg,7087,Intermediate,,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622767,17753,
,N,BAO_0000218,,Inhibitory concentration of compound was determined after intravenous administration in mice after 8 hours of exposure at 5 mg/Kg,7088,Intermediate,,1,,,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622768,17753,
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,7089,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL875948,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,7090,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622769,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,7091,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622770,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,7092,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622771,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,7093,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622772,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,7094,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622773,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in blood of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,7095,Intermediate,178.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL622774,10107,Blood
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,7096,Intermediate,10000001.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL621725,10107,Bone
,N,BAO_0000218,,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,7097,Intermediate,10000001.0,1,,In vivo,,,10090.0,1,,50594,A,Mus musculus,,CHEMBL621726,10107,Bone
,N,BAO_0000219,,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 8,7098,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL621727,15608,
,N,BAO_0000219,,In vitro cytotoxicity against human ovarian carcinoma cell line A2780 using sulforhodamine B (SRB) assay,7099,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622413,3290,
,N,BAO_0000219,,Compound was evaluated for cytotoxicity against A2780 cell line,7100,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622414,2859,
,N,BAO_0000219,,Inhibition of A2780 cell clonogenic assay,7101,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622415,15688,
,N,BAO_0000219,,Cytotoxic effect on ovarian cancer cell line (A2780),7102,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL884001,5642,
,N,BAO_0000219,,Concentration required to inhibit A2780 cell growth when compared with control after incubation for 96 hr at 37 C,7103,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622416,6633,
,N,BAO_0000219,,"MDR-reversing activity was measured by vincristine accumulation in the multidrug resistant 2780AD, a subline of A2780 ovarian carcinoma cells at 10 mg/mL",7104,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622417,3906,
,N,BAO_0000219,,50% growth inhibition of A2780 (Human ovarian carcinoma) cell line compared with untreated control cells,7105,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622590,6788,
,N,BAO_0000219,,Antiproliferative activity against human A2780 cells,7106,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622591,17582,
,N,BAO_0000219,,Inhibition of human A2780 cell proliferation,7107,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622592,17764,
,N,BAO_0000219,,Antiproliferative effect against human A2780 cell line was determined in a whole cell 72 hr cytotoxicity assay,7108,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622593,17764,
,N,BAO_0000219,,Inhibition of human A2780 cell proliferation (No data),7109,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622594,17764,
,N,BAO_0000219,,Cell cytotoxicity was determined against human ovarian cancer (A2780) cell line,7110,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622595,2815,
,N,BAO_0000219,,Compound was evaluated against human Ovarian carcinoma cell line A2780,7111,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622596,16930,
,N,BAO_0000219,,Growth inhibition against A2780 wild-type ovarian cell lines,7112,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622597,17777,
,N,BAO_0000219,,Compound was evaluated for growth inhibition against A2780 wild-type ovarian cell lines; No data,7113,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622598,17777,
,D,BAO_0000019,,Inhibition of tubulin polymerization in human ovarian cancer cell lines,7114,Autocuration,,5,,,,,9606.0,1,,104766,F,Homo sapiens,,CHEMBL622599,16936,
,N,BAO_0000219,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,7115,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622600,13759,
,N,BAO_0000219,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,7116,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622601,13759,
,N,BAO_0000219,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780,7117,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622602,13759,
,N,BAO_0000219,,Compound was tested for in vitro growth inhibition of Ovarian carcinoma cell line panel A2780-R,7118,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622603,13759,
,N,BAO_0000219,,Compound was tested for inhibitory activity against A2780 human ovarian carcinoma cell line; activity expressed in Mean IC50 values,7119,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622604,15292,
,N,BAO_0000219,,Compound was tested for inhibitory activity against A2780cisR human ovarian carcinoma cell line; activity expressed in Mean IC50 values,7120,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622605,15292,
,N,BAO_0000219,,In vitro inhibition of human ovarian cell line A2780,7121,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622606,15069,
,N,BAO_0000219,,"In vitro inhibition of human ovarian cell line, resistant to cisplatin (A2780cisR).",7122,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619463,15069,
,N,BAO_0000219,,Concentration of compound to inhibit the growth of human A2780 ovarian carcinoma cells(in vitro),7123,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619464,14073,
,N,BAO_0000219,,Concentration required to inhibit A2780-cell growth by 50%,7124,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619465,14553,
,N,BAO_0000219,,Concentration required to inhibit the cell growth by 50 % after 96 hr A2780 leukemic cells.,7125,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619466,13040,
,N,BAO_0000219,,Cytotoxic effect on human ovarian (A2780) cancer cell line,7126,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619467,6891,
,N,BAO_0000219,,Cytotoxic activity in a panel of Human ovarian tumor A2780 cell line after 96h of drug exposure,7127,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619468,15569,
,N,BAO_0000219,,Cytotoxic potency required to inhibit A2780 cell growth by 50% after cell drug contact for 96 hrs,7128,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619469,14190,
,N,BAO_0000219,,Cytotoxicity measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,7129,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619470,15014,
,N,BAO_0000219,,Cytotoxicity activity of the compound was measured in human ovarian cell line A2780 using sulforhodamine B (SRB) assay,7130,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619471,15014,
,N,BAO_0000219,,Cytotoxicity against human ovarian carcinoma A2780 cell line,7131,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619472,17496,
,N,BAO_0000219,,"Cytotoxicity against A2780-C25, oxaliplatin-resistant Ovarian carcinoma cell line",7132,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL619473,13617,
,N,BAO_0000219,,"Cytotoxicity against A2780-CP3, cisplatin-resistant Ovarian carcinoma cell line",7133,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL874368,13617,
,N,BAO_0000219,,"Cytotoxicity against A2780-DX5, Doxorubicin-resistant Ovarian carcinoma cell line",7134,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL884003,13617,
,N,BAO_0000219,,"Cytotoxicity against A2780-WT, human ovarian carcinoma cell line",7135,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622690,13617,
,N,BAO_0000219,,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,7136,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622691,17672,
,N,BAO_0000219,,Dose of required to inhibit growth of cisplatin resistant human ovarian carcinoma (A2780 cisR) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,7137,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL622692,4544,
,N,BAO_0000219,,Dose of required to inhibit growth of human ovarian carcinoma (A2780) cell line with compound free controls as measured by the sulforhodamine B growth delay assay,7138,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623406,4544,
,N,BAO_0000219,,"Growth inhibition in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant) using the 96 hour exposure sulforhodamine B (SRB) growth delay assay",7139,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL884004,16317,
,N,BAO_0000219,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780,7140,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623407,15099,
,N,BAO_0000219,,In vitro Growth Inhibitory activity against A2780 Human ovarian cancer cell line,7141,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623408,13978,
,N,BAO_0000219,,In vitro antitumor activity against A2780 cell line.,7142,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623409,12989,
,N,BAO_0000219,,In vitro cytotoxic activity against human tumor cell line A2780 after incubation for 96 hours,7143,Intermediate,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623410,5574,
,N,BAO_0000219,,In vitro cytotoxicity against A2780 human ovarian cancer cell line,7144,Expert,,1,,,478.0,,9606.0,1,A2780,81034,F,Homo sapiens,,CHEMBL623576,13528,
,N,BAO_0000219,,Inhibitory activity against kidney A-CHN tumor cell growth in culture,7145,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623577,12782,
,N,BAO_0000219,,The IC50 value was measured on ACHN cell line in renal tumor type.,7146,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623578,14255,
,N,BAO_0000219,,Concentration required for killing 50% of cells of renal ACHN cell lines was determined in vitro,7147,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623579,16364,
,N,BAO_0000219,,In vitro lethal concentration against most sensitive ACHN cell line,7148,Expert,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623580,17376,
,N,BAO_0000219,,Tested for cytotoxic activity against renal cancer ACHN cell line,7149,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623581,12016,
,N,BAO_0000219,,Compound tested for growth inhibition of renal cancer cell line ACHN,7150,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL857456,6058,
,N,BAO_0000219,,Compound was tested for 50% growth inhibition against human renal cancer ACHN cell line,7151,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623582,17708,
,N,BAO_0000219,,Growth inhibition of the ACHN Renal cancer cell line for 2-day in vitro assay.,7152,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623583,15176,
,N,BAO_0000219,,In vitro anticancer activity against ACHN renal cancer cell line,7153,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623584,2806,
,N,BAO_0000219,,In vitro antitumor activity against Renal cancer ACHN cell lines by 6-day assay,7154,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623585,15300,
,N,BAO_0000219,,Percent selectivity was evaluated in renal ACHN cell lines,7155,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623586,16364,
,N,BAO_0000219,,In vitro inhibitory activity against renal ACHN cancer cell line,7156,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623587,13859,
,N,BAO_0000219,,Tested for cytotoxicity against ACHN cell lines in renal cancer,7157,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL875279,11970,
,N,BAO_0000219,,Tested for the in vitro cytotoxicity against ACHN renal cancer cell line,7158,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623588,2450,
,N,BAO_0000219,,In vitro anti tumor activity against human tumor Renal cancer cell lines was determined,7159,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623589,12696,
,N,BAO_0000219,,Tested in vitro for cytotoxicity in ACHN cell line of Renal cancer,7160,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623590,12400,
,N,BAO_0000219,,Cytotoxic effect on renal cancer line ACHN,7161,Expert,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623591,12888,
,N,BAO_0000219,,In vitro anti-cancer activity against ACHN(Renal) human tumor cell line,7162,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623592,3156,
,N,BAO_0000219,,In vitro inhibition of Renal Cancer ACHN cell lines,7163,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623593,3381,
,N,BAO_0000219,,Antitumor activity against human renal adenocarcinoma ACHN cells,7164,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL623594,16747,
,N,BAO_0000219,,Antitumor activity against human renal adenocarcinoma ACHN cells.,7165,Expert,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621833,16748,
,N,BAO_0000219,,Inhibitory concentration required to decrease cell viability in cell growth culture against kidney cells ACHN,7166,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621834,12062,
,N,BAO_0000219,,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),7167,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621835,14769,
,N,BAO_0000219,,"Cytotoxicity against NCI tumor panel, ACHN renal cancer cell line",7168,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621836,15895,
,N,BAO_0000219,,Concentration of compound that cause 50% cytotoxicity of ACHN renal cancer cell line,7169,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621837,17376,
,N,BAO_0000219,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration that inhibits 50% net cell growth).,7170,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL875280,14882,
,N,BAO_0000219,,Compound was tested for antitumor activity against ACHN renal cancer cell line(molar concentration leading to 50% net cell death).,7171,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621838,14882,
,N,BAO_0000219,,Cytotoxicity was tested against renal cancer ACHN tumor cell lines.,7172,Intermediate,,1,,,626.0,,9606.0,1,ACHN,80025,F,Homo sapiens,,CHEMBL621839,15661,
,U,BAO_0000019,,Keff is the effective biomolecular rate constant on paraxon for reactivation at pH 7.8 at 25 degree Centigrade,7173,Autocuration,,0,,,,,,1,,22224,A,,,CHEMBL621840,9680,
,H,BAO_0000019,,Compound tested for relative response using 1 uM ACh as agonist against AChM1 receptor.,7174,Autocuration,,8,,,,,,1,,10647,F,,,CHEMBL621841,14579,
,N,BAO_0000218,,Antiviral activity against AD169 strain of cytomegalovirus (CMV) in HEL (human erythroleukemia) cells.,7175,Expert,,1,,,468.0,,10358.0,1,HEL,50529,F,Cytomegalovirus,,CHEMBL622979,17290,
,N,BAO_0000218,,Antiviral activity against AD169 strain of cytomegalovirus (CMV); ND=No data,7176,Intermediate,,1,,,,,10358.0,1,,50529,F,Cytomegalovirus,,CHEMBL876595,17290,
,H,BAO_0000357,,Compound was evaluated for its inhibitory activity against calf intestinal Adenosine deaminase (ADA),7177,Autocuration,,8,,,,,,1,,12159,B,,,CHEMBL620221,15891,
,H,BAO_0000357,,Evaluated for the inhibition of calf intestinal Adenosine deaminase (ADA),7178,Autocuration,,8,,,,,,1,,12159,B,,,CHEMBL620222,15890,
,N,BAO_0000219,,Inhibitory activity against ovarian tumor cell line ADDP after 72 hr continuous exposure to compound,7179,Intermediate,,1,,,979.0,,9913.0,1,ADDP cell line,80670,F,Bos taurus,,CHEMBL620506,3801,
,N,BAO_0000219,,Tumor growth inhibition activity after subcutaneous transplanted tumor in ADJ-PC6 plasmacytoma cells,7180,Intermediate,,1,,,980.0,,10090.0,1,ADJ/PC6,80671,F,Mus musculus,,CHEMBL620507,9222,
