assays_assay_id,assays_src_id,assays_description,assays_assay_tissue,assays_bao_format,assays_src_assay_id,assays_assay_organism,assays_assay_category,assays_curated_by,assays_doc_id,assays_assay_test_type,assays_relationship_type,assays_confidence_score,assays_chembl_id,assays_cell_id,assays_tissue_id,assays_variant_id
5889,1,Biodistribution in liver was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Liver,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621901,,2107.0,
5890,1,Biodistribution in lung was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Lung,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621902,,2048.0,
5891,1,Biodistribution in lung was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Lung,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL621903,,2048.0,
5892,1,Biodistribution in lung was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Lung,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL622587,,2048.0,
5893,1,Biodistribution in muscle was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620285,,2385.0,
5894,1,Biodistribution in muscle was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL875285,,2385.0,
5895,1,Biodistribution in muscle was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Muscle tissue,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620286,,2385.0,
5896,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620287,,,
5897,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620288,,,
5898,1,Biodistribution in pancreatic tissue was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620289,,,
5899,1,Biodistribution in small intestine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620290,,160.0,
5900,1,Biodistribution in small intestine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620291,,160.0,
5901,1,Biodistribution in small intestine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Intestine,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620292,,160.0,
5902,1,Biodistribution in spleen was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Spleen,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620293,,2106.0,
5903,1,Biodistribution in spleen was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Spleen,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL620294,,2106.0,
5904,1,Biodistribution in spleen was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Spleen,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL618614,,2106.0,
5905,1,Biodistribution in stomach was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Stomach,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL618615,,945.0,
5906,1,Biodistribution in stomach was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram,Stomach,BAO_0000218,,Mus musculus,,Intermediate,7767,In vivo,N,1,CHEMBL618616,,945.0,
5907,1,Cytotoxicity against A-172 human tumor cell lines,,BAO_0000219,,Homo sapiens,,Expert,2036,,N,1,CHEMBL618617,622.0,,
5908,1,Compound was evaluated for the in vitro cytotoxicity against A-172 human glioblastoma cell line,,BAO_0000219,,Homo sapiens,,Intermediate,2357,,N,1,CHEMBL618618,622.0,,
5909,1,Antiproliferative activity of compound was tested against rhabdomyosarcoma (A-204) human tumor cells,,BAO_0000219,,Homo sapiens,,Intermediate,1457,,N,1,CHEMBL618619,623.0,,
5910,1,Tested for antiproliferative activity against A-2780 tumoral cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4379,,N,1,CHEMBL618620,478.0,,
5911,1,Inhibitory concentration against melanoma A-375 cell line for cytotoxicity was determined,,BAO_0000219,,Homo sapiens,,Intermediate,1093,,N,1,CHEMBL618621,455.0,,
5912,1,Tested in vitro against A-375 cell line human melanoma,,BAO_0000219,,Homo sapiens,,Intermediate,12152,,N,1,CHEMBL618622,455.0,,
5913,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay,,BAO_0000219,,Homo sapiens,,Expert,16464,,N,1,CHEMBL618623,797.0,,
5914,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,,Homo sapiens,,Intermediate,16464,,N,1,CHEMBL618624,797.0,,
5915,1,In vitro cytotoxicity against human non small-cell-lung cell line A-427.,,BAO_0000219,,Homo sapiens,,Expert,16582,,N,1,CHEMBL618625,797.0,,
5916,1,Cytotoxicity against A-427 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,BAO_0000219,,Homo sapiens,,Intermediate,16464,,N,1,CHEMBL618626,797.0,,
5917,1,Antitumor activity on A-427 lung carcinoma cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,10413,,N,1,CHEMBL618627,797.0,,
5918,1,Cytotoxic activity against human A-427 lung tumor cell line,,BAO_0000219,,Homo sapiens,,Intermediate,6418,,N,1,CHEMBL618628,797.0,,
5919,1,In vitro antitumor effects against human A-427 cell lines.,,BAO_0000219,,Homo sapiens,,Expert,17134,,N,1,CHEMBL618629,797.0,,
5920,1,In vitro inhibition of A-427 (human lung cancer) cell growth.,,BAO_0000219,,Homo sapiens,,Expert,16132,,N,1,CHEMBL618630,797.0,,
5921,1,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,BAO_0000219,,Homo sapiens,,Intermediate,16132,,N,1,CHEMBL618631,797.0,,
5922,1,Cytotoxic activity of compound against A-427 lung human tumor cell line,,BAO_0000219,,Homo sapiens,,Intermediate,16780,,N,1,CHEMBL618632,797.0,,
5923,1,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,BAO_0000219,,Homo sapiens,,Expert,4085,,N,1,CHEMBL618633,500.0,,
5924,1,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,BAO_0000219,,Homo sapiens,,Intermediate,1276,,N,1,CHEMBL619315,624.0,,
5925,1,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,BAO_0000219,,Homo sapiens,,Expert,3498,,N,1,CHEMBL619316,624.0,,
5926,1,Cytotoxicity against human kidney carcinoma A-498cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,1169,,N,1,CHEMBL619317,624.0,,
5927,1,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4450,,N,1,CHEMBL619318,624.0,,
5928,1,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,BAO_0000219,,Homo sapiens,,Intermediate,3311,,N,1,CHEMBL619319,624.0,,
5929,1,Antitumor cytotoxic activity against A-498 cell line was determined,,BAO_0000219,,Homo sapiens,,Intermediate,4461,,N,1,CHEMBL619739,624.0,,
5930,1,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,BAO_0000219,,Homo sapiens,,Intermediate,3311,,N,1,CHEMBL619740,624.0,,
5931,1,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,BAO_0000219,,Homo sapiens,,Intermediate,3311,,N,1,CHEMBL883158,624.0,,
5932,1,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,BAO_0000219,,Homo sapiens,,Intermediate,1457,,N,1,CHEMBL884012,624.0,,
5933,1,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,BAO_0000219,,Homo sapiens,,Intermediate,3664,,N,1,CHEMBL619741,624.0,,
5934,1,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,BAO_0000219,,Homo sapiens,,Intermediate,15895,,N,1,CHEMBL619742,624.0,,
5935,1,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,11843,,N,1,CHEMBL876610,646.0,,
5936,1,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,11843,,N,1,CHEMBL619743,646.0,,
5937,1,In vitro antiproliferative activity against human A-549 NSCL cell line,,BAO_0000219,,Homo sapiens,,Intermediate,17705,,N,1,CHEMBL619744,646.0,,
5938,1,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,BAO_0000219,,Homo sapiens,,Intermediate,17705,,N,1,CHEMBL619745,646.0,,
5939,1,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL619746,646.0,,
5940,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL619747,646.0,,
5941,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL619748,646.0,,
5942,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL619749,646.0,,
5943,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL619750,646.0,,
5944,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL624014,646.0,,
5945,1,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,BAO_0000219,,Homo sapiens,,Intermediate,4369,,N,1,CHEMBL624015,646.0,,
5946,1,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,BAO_0000219,,Homo sapiens,,Expert,4787,,N,1,CHEMBL885344,646.0,,
5947,1,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,BAO_0000219,,Homo sapiens,,Intermediate,4787,,N,1,CHEMBL623224,646.0,,
5948,1,Cytotoxic activity against A-549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,6513,,N,1,CHEMBL623225,646.0,,
5949,1,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,BAO_0000219,,Homo sapiens,,Intermediate,6690,,N,1,CHEMBL622698,646.0,,
5950,1,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,BAO_0000219,,Homo sapiens,,Intermediate,6690,,N,1,CHEMBL622699,646.0,,
5951,1,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,BAO_0000219,,Homo sapiens,,Expert,12263,,N,1,CHEMBL622700,646.0,,
5952,1,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,BAO_0000219,,Homo sapiens,,Intermediate,1054,,N,1,CHEMBL622701,646.0,,
5953,1,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,BAO_0000219,,Homo sapiens,,Intermediate,1359,,N,1,CHEMBL622702,646.0,,
5954,1,Cytotoxic activity against human lung carcinoma (A-549) cell line,,BAO_0000219,,Homo sapiens,,Intermediate,3547,,N,1,CHEMBL622703,646.0,,
5955,1,Cytotoxic activity towards A-549 cells,,BAO_0000219,,Homo sapiens,,Expert,5771,,N,1,CHEMBL622704,646.0,,
5956,1,"In vitro percent inhibition of A549, lung carcinoma.",,BAO_0000219,,Homo sapiens,,Intermediate,14425,,N,1,CHEMBL622705,646.0,,
5957,1,"In vitro percent inhibition of A549, lung carcinoma",,BAO_0000219,,Homo sapiens,,Intermediate,14425,,N,1,CHEMBL622706,646.0,,
5958,1,"In vitro percent inhibition of A549, lung carcinoma.",,BAO_0000219,,Homo sapiens,,Intermediate,14425,,N,1,CHEMBL622707,646.0,,
5959,1,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,BAO_0000219,,Homo sapiens,,Intermediate,14425,,N,1,CHEMBL622708,646.0,,
5960,1,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,BAO_0000219,,Homo sapiens,,Intermediate,5280,,N,1,CHEMBL622709,646.0,,
5961,1,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,BAO_0000219,,Homo sapiens,,Intermediate,15176,,N,1,CHEMBL622710,646.0,,
5962,1,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,BAO_0000219,,Homo sapiens,,Intermediate,15300,,N,1,CHEMBL622711,646.0,,
5963,1,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622712,646.0,,
5964,1,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622713,646.0,,
5965,1,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622714,646.0,,
5966,1,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622715,646.0,,
5967,1,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,BAO_0000218,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622716,646.0,,
5968,1,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,BAO_0000219,,Homo sapiens,,Intermediate,17824,,N,1,CHEMBL622717,646.0,,
5969,1,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,BAO_0000218,,Homo sapiens,,Intermediate,17528,,N,1,CHEMBL622718,646.0,,
5970,1,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,BAO_0000219,,Homo sapiens,,Expert,6870,,N,1,CHEMBL622719,646.0,,
5971,1,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,BAO_0000219,,Homo sapiens,,Intermediate,6870,,N,1,CHEMBL622720,646.0,,
5972,1,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,BAO_0000219,,Homo sapiens,,Intermediate,6870,,N,1,CHEMBL622721,646.0,,
5973,1,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,BAO_0000219,,Homo sapiens,,Intermediate,6870,,N,1,CHEMBL622722,646.0,,
5974,1,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,BAO_0000219,,Homo sapiens,,Intermediate,16726,,N,1,CHEMBL876030,646.0,,
5975,1,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,BAO_0000219,,Homo sapiens,,Intermediate,6170,,N,1,CHEMBL620206,646.0,,
5976,1,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,BAO_0000219,,Homo sapiens,,Expert,6583,,N,1,CHEMBL620207,646.0,,
5977,1,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,BAO_0000219,,Homo sapiens,,Expert,6583,,N,1,CHEMBL620208,646.0,,
5978,1,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,BAO_0000219,,Homo sapiens,,Expert,6583,,N,1,CHEMBL620209,646.0,,
5979,1,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,BAO_0000219,,Homo sapiens,,Expert,6583,,N,1,CHEMBL620210,646.0,,
5980,1,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,BAO_0000219,,Homo sapiens,,Expert,6583,,N,1,CHEMBL621639,646.0,,
5981,1,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,17321,,N,1,CHEMBL621640,646.0,,
5982,1,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,BAO_0000219,,Homo sapiens,,Expert,17528,,N,1,CHEMBL621641,646.0,,
5983,1,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,BAO_0000219,,Homo sapiens,,Expert,12888,,N,1,CHEMBL621642,646.0,,
5984,1,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4312,,N,1,CHEMBL621643,646.0,,
5985,1,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,BAO_0000219,,Homo sapiens,,Intermediate,4312,,N,1,CHEMBL621644,646.0,,
5986,1,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,BAO_0000219,,Homo sapiens,,Intermediate,4312,,N,1,CHEMBL621645,646.0,,
5987,1,In vitro antiproliferative activity against A549 cell line,,BAO_0000219,,Mus musculus,,Intermediate,17737,,N,1,CHEMBL621646,646.0,,
5988,1,Synergism with indomethacin in A549 cells,,BAO_0000219,,,,Intermediate,6630,,N,1,CHEMBL621647,646.0,,
5989,1,Synergism with tolmetin in A549 cells,,BAO_0000219,,,,Intermediate,6630,,N,1,CHEMBL621648,646.0,,
5990,1,Synergism with sulindac in A549 cells,,BAO_0000219,,,,Intermediate,6630,,N,1,CHEMBL621649,646.0,,
5991,1,Antagonism of indomethacin in A549 cells,,BAO_0000219,,,,Intermediate,6630,,N,1,CHEMBL621650,646.0,,
5992,1,Antagonism of sulindac in A549 cells,,BAO_0000219,,,,Intermediate,6630,,N,1,CHEMBL621651,646.0,,
