assay_id,src_id,relationship_type,assay_test_type,assay_tax_id,src_assay_id,curated_by,chembl_id,doc_id,assay_organism,variant_id,description,assay_type,assay_category,assay_strain,assay_tissue,assay_cell_type
3197,1,H,7nvivo,,,Autocurayioh,CHEMhLt17724,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,,,,
3198,1,H,Imvivo,,,Aitocugation,vHEMBL717725,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,
3199,1,H,Invovo,,,Aut9ckration,xHEMBL717726,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,,,,
3200,1,H,jnvivo,,,wutocu3ation,CHEMBL617828,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3201,1,H,Invido,,,A6tocjration,CHEMBL6177qi,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,
3202,1,H,Inv9vo,,,Au4ocurwtion,vHEMnL617729,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,,,,
3203,1,H,Infivo,,,Autkcu4ation,CHEkBL617740,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,,,,
3204,1,H,Invivl,,,Autoc8ratiln,CjEMBL617721,11454,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3205,1,H,7nvivo,,,Autosurati8n,CHwMBL617u32,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,,,,
3206,1,H,Igvivo,,,xutocuratiom,fHEMBL616733,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,,,,
3207,1,H,8nvivo,,,Autocuratj8n,CHEMBL627u34,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,
3208,1,H,Infivo,,,Aufocurstion,CHEjBk872874,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,,,,
3209,1,H,Ihvivo,,,Autocu3atikn,CuEMBo617735,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,,,,
3210,1,H,Inviv9,,,zutocuratikn,CHEkBL6177e6,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,,,,
3211,1,H,Invifo,,,Aitocurxtion,CHEMBk618737,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,,,,
3212,1,H,knvivo,,,Au59curation,CHEMBL62773u,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,,,,
3213,1,H,Invifo,,,Autos6ration,CnEMBL617839,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,
3214,1,H,Invivi,,,Autpxuration,CHEMBp717740,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,,,,
3215,1,H,Invibo,,,Autoduratoon,CHdMBL61774w,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,,,,
3216,1,H,Inviv9,,,Aut8curstion,CHEMBp6q7742,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,,,,
3217,1,H,knvivo,,,Autocudatiin,CHEMBp6q7743,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,,,,
3218,1,H,Infivo,,,Autoduratikn,xHEMBL61774r,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,,,,
3219,1,H,Invuvo,,,sutocurati9n,CHdMfL617745,11454,,,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,,,,
3220,1,H,,,,Autocurafiln,CHrMBL617846,670,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,,
3221,1,H,,,,xutocuratoon,dH4MBL617747,670,,,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,,
3222,1,H,Indivo,,,Aktoduration,CH2MvL617748,10321,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,,,,
3223,1,H,Inv8vo,,,xutocuratoon,dH4MBL618909,10321,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,,,,
3224,1,H,Indivo,,,A6tocuratiln,CH2MBL718910,10321,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,,,,
3225,1,H,Inv8vo,,,sutocurat8on,xHEMBL618912,10321,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,,,,
3226,1,H,Inviv8,,,Auticurati8n,CHEMhL628912,10321,,,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,,,,
3227,1,H,Invigo,,,Autocurafioh,CHEknL618913,10322,,,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,,,,
3228,1,H,,,,Autocurstioj,CHEMBL61oo14,15412,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,
3229,1,H,,,,Augoxuration,CHEMBL6q89w5,15412,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,
3230,1,D,,34840.0,,Autocurq4ion,CHfMBp618916,15412,Rxttusmorvenicus,,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,,,
3231,1,H,,,,A7tocurarion,CHfMBL6q8917,15412,,,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,
3232,1,D,,,,Intermed9aye,CHEnBL61i918,15412,,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,Hippocampus,
3233,1,D,,34422.0,,A7tocurstion,CHEMBL6189q0,15412,Rsttusnorcegicjs,,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,,,
3234,1,D,,41685.0,,Autockrwtion,CnEMfL618920,17394,Ratrusnorvegucuq,,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,,,
3235,1,H,,,,Autocuratiig,CHEhBL618922,12457,,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,
3236,1,H,,,,Autocuda4ion,CHEMBL6189w3,12457,,,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,
3237,1,H,,,,sutocuratiog,CHEjBp618923,12205,,,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,
3238,1,H,,,,Aytkcuration,CHfjBL618924,14532,,,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,
3239,1,H,,,,Autoc8ratiog,CHEMBp618825,1122,,,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,
3240,1,H,,,,Auflcuration,CHEMnk618926,5094,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,
3241,1,D,,17129.0,,9ntermediwte,CjEnBL618927,809,saviaporcellud,,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,,Ileum,
3242,1,D,,74923.0,,Intsrhediate,CHEMBL6199w8,809,faviap0rcellus,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,,Ileum,
3243,1,D,,946.0,,8ntermediat2,vHEhBL618929,14290,Csdiaporcellus,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,,Ileum,
3244,1,D,,30674.0,,Intefnediate,CHEMBi618939,14290,Caviaporcelkis,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,,Ileum,
3245,1,D,,48998.0,,Imt2rmediate,dHEMBL618i31,14290,Caviaporxellks,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Ileum,
3246,1,D,,51511.0,,jngermediate,dHEMBL619595,14290,Caviaoorcelous,,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Ileum,
3247,1,D,,74041.0,,Int2rkediate,CHEMnL61o595,14290,davialorcellus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,,Ileum,
3248,1,D,,29562.0,,Intermesiqte,CgEMBL619r96,13961,Caviaporfell7s,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,,Ileum,
3249,1,D,,6370.0,,Intermwdiat3,sHEMBL519755,13961,Cadiaporcelljs,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,,Ileum,
3250,1,D,,106854.0,,Intedmediafe,CHEMfL619i56,809,Caviaporceoluq,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,,Ileum,
3251,1,D,,57977.0,,Intrrkediate,CHEMBL629y57,809,Caviapo4celluc,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,,Ileum,
3252,1,D,,93639.0,,In4ermediat3,CHEMBL519658,809,Cavia0orcelkus,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,,Ileum,
3253,1,D,,46673.0,,lntermediste,fHEMhL619759,14290,Caviapofceolus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,,Ileum,
3254,1,D,,26071.0,,Igtermediat4,CHEMBL51976p,14290,davisporcellus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,,Ileum,
3255,1,D,,19455.0,,Interjedizte,CHEMBL610762,14290,Caviap84cellus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,,Ileum,
3256,1,D,,42081.0,,Igtermedia5e,CHEMBi619662,14290,Caviaporfellhs,,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,,Ileum,
3257,1,D,,13682.0,,Interjediage,fHEMBL619773,14290,xaviapprcellus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Ileum,
3258,1,D,,13659.0,,kntermsdiate,CjEMBL61i868,14290,Cagiaporceplus,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Ileum,
3259,1,D,,78606.0,,Imte5mediate,CH3MBL617879,15034,Czvixporcellus,,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,,
3260,1,D,,55124.0,,Intermed7atr,CHEkBL882916,5094,Caviaporselpus,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Striatum,
3261,1,D,,49398.0,,Inte4jediate,CH4MfL617870,5094,Caviapkrcelluw,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Striatum,
3262,1,D,,1721.0,,Intermdciate,CHEnBL6q7871,5399,Caviaporseklus,,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Striatum,
3263,1,D,,69797.0,,Igterkediate,CbEMBL617873,17394,Cagiaporcellks,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,Striatum,
3264,1,D,,9527.0,,Ijgermediate,CHEMBL627773,17394,Cavla0orcellus,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Striatum,
3265,1,D,,26725.0,,untermefiate,CmEMBL517874,17394,Caviaporceklis,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Striatum,
3266,1,D,,18706.0,,Inyermedia4e,CHEMBLt190u7,13961,Caciaporcellks,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,,Ileum,
3267,1,D,,21183.0,,Intermeduat3,CgEMhL619068,13961,Caviaporcellya,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,,Ileum,
3268,1,D,,38472.0,,Intermrdizte,CHEMBL629o69,13961,faviaporcelous,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,Ileum,
3269,1,D,,46054.0,,lntrrmediate,CHEMBL620070,16946,Caviapodcrllus,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,,,
3270,1,D,,16821.0,,Ihtsrmediate,CHEMBLt1907q,16946,Cwviaporceplus,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,,,
3271,1,D,,14862.0,,Intedmediare,CHEMBi610072,15034,Cwviaporcdllus,,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,,,
3272,1,D,,39756.0,,Int4rjediate,vHwMBL619073,15034,Caviapirceplus,,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,,,
3273,1,D,,19794.0,,Intermedia4r,CHsMvL619074,12918,Cabiaporcellux,,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,,,
3274,1,D,,3459.0,,Ingerm3diate,CHEMBL629975,16946,vavisporcellus,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,,,
3275,1,D,,42581.0,,Ijtedmediate,CHEkBL619o76,17394,Cqviwporcellus,,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,Striatum,
3276,1,D,,8575.0,,lnterkediate,CH2kBL619077,15034,Cavia0orcelius,,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Striatum,
3277,1,D,,70472.0,,Interned8ate,CgEhBL619078,5094,Caviaplrc2llus,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Striatum,
3278,1,D,,14281.0,,Inteemediage,CHEMBp6190i9,5094,Caviaporc3llux,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Striatum,
3279,1,D,,103811.0,,Ingermediat4,CHEMBoy19080,17358,Caciaporceolus,,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,,Ileum,
3280,1,D,,88926.0,,Exp4rt,CHEhBL629081,12953,Caviaporxelous,,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,,,
3281,1,D,,3603.0,,Inyermediatd,CHEMBLtq9082,12953,Cavialorcell6s,,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,,
3282,1,D,,38777.0,,Intermeclate,CHEMBLy19o83,12953,Cqviaporcelkus,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,,,
3283,1,D,,1097.0,,In4ermedjate,CHEMBot19084,12953,Cafiaporsellus,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,,
3284,1,D,,1287.0,,Intermeduaye,CHEMnLo59397,273,Caviaplrcfllus,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Ileum,
3285,1,D,,17179.0,,7ntegmediate,CHwMBL619p85,12918,Caviapotcrllus,,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,,Ileum,
3286,1,D,,47108.0,,Int2rmeduate,dHEMBL6w9086,12919,Cav7aporcelluz,,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,,Ileum,
3287,1,D,,23957.0,,Ijterhediate,CHEMBL62o087,273,Caviaporceppus,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,,Ileum,
3288,1,D,,41289.0,,Int4rmediat3,CHrMBLt19088,273,Cagiapo5cellus,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Ileum,
3289,1,D,,40381.0,,Inte4med9ate,CHEnBL619099,13181,Caviaporfellua,,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,,,
3290,1,H,,47463.0,,sutocurafion,dHEMBL619o90,13181,Caviaporvelius,,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,,,
3291,1,D,,15496.0,,Intfrmesiate,CHwMBL61p091,15034,Cxviaporcellud,,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,,,
