Fiscal year,Children issues (marker),Organisation ID,IRTC percent,Sector percent,Organisation name,Enviromental sustainability (marker),Continent ID,FSTC percent,Project number,Urban issues (marker),PBA type,CountryRegion ID,Continent name,Branch ID,Maximum CIDA contribution (project-level),Climate change adaptation (marker),Project Browser country ID,Sector name,Trade development (marker),Fund centre ID,Programming process (new),Disability issues (marker),Gender equality (marker),Climate change mitigation (marker),Status,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Desertification (marker)
2009/2010,0,1000788,0.0,0.3,Federation of Canadian Municipalities,1,3,1.0,A033735PRG,1,Not PBA,X3,Asia,B6100,10500000.0,0,X3,Public sector policy and administrative management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.1,Federation of Canadian Municipalities,1,3,1.0,A033735PRG,1,Not PBA,X3,Asia,B6100,10500000.0,0,X3,Business support services and institutions,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.2,Federation of Canadian Municipalities,1,3,1.0,A033735PRG,1,Not PBA,X3,Asia,B6100,10500000.0,0,X3,Environmental policy and administrative management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.35,Federation of Canadian Municipalities,1,3,1.0,A033735PRG,1,Not PBA,X3,Asia,B6100,10500000.0,0,X3,Urban development and management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.05,Federation of Canadian Municipalities,1,5,1.0,A033735PRG,1,Not PBA,X4,Europe,B6100,10500000.0,0,X4,Health policy and administrative management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.3,Federation of Canadian Municipalities,1,5,1.0,A033735PRG,1,Not PBA,X4,Europe,B6100,10500000.0,0,X4,Public sector policy and administrative management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.1,Federation of Canadian Municipalities,1,5,1.0,A033735PRG,1,Not PBA,X4,Europe,B6100,10500000.0,0,X4,Business support services and institutions,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.2,Federation of Canadian Municipalities,1,5,1.0,A033735PRG,1,Not PBA,X4,Europe,B6100,10500000.0,0,X4,Environmental policy and administrative management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,1000788,0.0,0.35,Federation of Canadian Municipalities,1,5,1.0,A033735PRG,1,Not PBA,X4,Europe,B6100,10500000.0,0,X4,Urban development and management,0,6219,Uncoded: Pre-APP,0,0,0,Closed,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,10500000.0,0,Responsive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Primary education,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Vocational training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Medical education/training,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Basic health care,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.2,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Agricultural development,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,Information not available,0.0,0.1,Information not available,0,3,1.0,A033737001,0,Not PBA,AF,Asia,B4100,16842200.27,0,AF,Disaster prevention and preparedness,0,4125,Uncoded: Pre-APP,0,0,0,Closed,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,16842200.27,0,Directive,1,0
2009/2010,0,1002035,0.0,0.05,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ER,Africa,B4200,465000.0,0,ER,Media and free flow of information,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.5,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ER,Africa,B4200,465000.0,0,ER,Security system management and reform,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.45,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ER,Africa,B4200,465000.0,0,ER,"Civilian peace-building, conflict prevention and resolution",0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.05,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ET,Africa,B4200,465000.0,0,ET,Media and free flow of information,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.5,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ET,Africa,B4200,465000.0,0,ET,Security system management and reform,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.45,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,ET,Africa,B4200,465000.0,0,ET,"Civilian peace-building, conflict prevention and resolution",0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.05,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,SD,Africa,B4200,465000.0,0,SD,Media and free flow of information,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.5,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,SD,Africa,B4200,465000.0,0,SD,Security system management and reform,0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
2009/2010,0,1002035,0.0,0.45,International Crisis Group,0,2,1.0,A033741001,0,Not PBA,SD,Africa,B4200,465000.0,0,SD,"Civilian peace-building, conflict prevention and resolution",0,4232,Uncoded: Pre-APP,0,2,0,Closed,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,South Sudan,465000.0,0,Responsive,1,0
