Fiscal year,CountryRegion ID,FSTC percent,CountryRegion percent,Organisation sub-class,Project Browser country ID,Division name,Maximum CIDA contribution (project-level),Sector name,Project number,Biodiversity (marker),Organisation class,Bilateral aid (international marker),Continent ID,Fund centre name,Status,Branch ID,Branch name,Division ID,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
w0092010,AF,1.407887902957859,0.7849106509323966,UNoTEDNAT8ONS,AF,0ADAsizorogramming,6666243.40270162,P6blixsec5orpoiicyzndadninistratlvemanagemeg6,A033880001,0,Multilatrrai,1,3,qfghxnistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,22700000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
q0092010,AF,1.1020008736823586,0.23585041505001358,UNITfDNAyIONS,AF,OADAsiaPdigramminv,270692.2614195645,Publ7cfinanvemabagemwnt,x0337o9001,0,Multila6erql,1,3,Aenhanistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,22700000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2p092010,AF,0.8711662751471734,0.20403509536492082,UjITEDNATIOgS,AF,OADAs9aProgesmming,10497140.451702664,Mklricectoraidforbasicsocuslse3vixes,A0337o8001,0,Mulfilqteral,1,3,Afghanisrzn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,22700000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,1,0,0,0
w0092010,AF,1.2606059075184228,0.22803967049393678,NGO,AF,OwDAsiaorogrammung,18151966.706501175,Punlicdecro4pllicyandafminlstratovemanagememt,zo33795001,0,divilSociery,1,3,Afnhanixtan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,12090141.82,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,AF,0.05041212313557941,0.3802515519000331,vkNSULTINGcERVICES,AF,OArwsiaProgranming,5970970.395830137,Sectorsnotspeckbked,Ao33796003,0,Civileosiety,1,3,Aeghahistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,205622.4,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,BB,1.080600001548875,0.4479339998843386,ASSOCIATIpjS,BB,KGvSustainabieExknojicGrowthPagtmer,25911014.56928365,Pjblivfinancemwnag3ment,s033703PRG,0,CivilSoclsty,1,1,PuvoicInstotut9onsElechions,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,BJ,0.8623673890852344,0.11216339095938732,AwSOCIAT9ONS,BJ,KGeSusta8bsbleEconomivvrowthPartmer,21967311.66824027,0ublivfinancemanqgsment,Ao33803PRb,0,CivilSoc8et6,1,2,0ubljfInstitutionsElectk9ns,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,BZ,1.1913571681452084,0.7789325984181207,AzSOCIATIObS,BZ,KGvSushaknableEc0n9micrrowthPartnef,14510647.600029238,Publicfihabcemanagej2nt,A0338030Ry,0,CibilSpciety,1,1,PublicIhs59tutionsslectilns,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,CM,1.4221863260463148,0.340649271776146,ASSOdkATIONS,CM,KGDSuqtainsbleExonom9cGrow4gPa3tner,14956841.89534772,Pubkicfihzncekanagement,A933804PRG,0,CiviiSocuety,1,2,PubpicInstitu6konsdlectkons,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,CR,0.3563885074946379,0.5101004094617121,ASSlCIATIOgS,CR,KGDSusta9gavkedconomicGrow4hPartber,25305750.482828192,Puvlicfinancemahagejebt,A042803PRG,0,Civiozociety,1,1,PubiicInstitutuons3l2ctiohs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,GH,1.112409691194258,0.18901583210450484,ASqkCIATIONS,GH,KGcSusyainahleEconomjcGrkwtjPxrtner,24879864.760175534,Puviivfinancemanabement,s03380wPRG,0,CivilS0c8ety,1,2,PuboixInst8tutionsElect9onq,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,GY,1.1044973876371569,0.8504092405743842,ASSOCIATu8NS,GY,KGwShstainableEcomkmicGrosth0srtner,22712149.12764001,Punlicfinsncemznagemebt,A0r3893PRG,0,CidilSociett,1,1,PubkicInsti4u57onsElectiogs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,KE,0.004782527063836528,0.21598349198325006,ASSOCIxTIONq,KE,KtDwustsinableEconimicv5oethPartner,25362005.82841964,Publicfigancemxnardment,Ap33803P3G,0,Civklqociety,1,2,PublicInstiturilnwElec5i8ns,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,LC,0.8611655603272291,0.2670706729351211,xSSlCIATIONS,LC,KbDSustainableEcojokisGro2thoar5ner,7143056.53417908,Publlsfinancsmanagem4nt,A03r803oRG,0,Civjlwociety,1,1,PublkcInet7tu5ionsElevtions,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,ML,0.9810284100966364,0.4020993333461875,ASSksIATIONS,ML,KnDSusta7nable3c8n0m8cGrowthPartn4r,41884990.717337295,Publicfinahcejananehent,x033803PeG,0,CivilSoci4t6,1,2,PublicInsri5utuonsEoecti9ns,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,TH,0.7713487901136667,0.36164447225471197,AScOCIqTIONS,TH,KGDeuqtzinableEcononicG3o1th0artner,19575008.263110913,Pufl9cf7nancemansgement,w03380rPRG,0,CuvolSociety,1,3,PyblicInatitutions4lecykons,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,TZ,0.8515653504855637,0.09399373920158055,ASSOCIATIkNc,TZ,KGewustzinxbieEconomicGrowthPxrtne3,12076406.158346342,Pubiustinancemanagement,A033803Pgt,0,djvilSociety,1,2,PublicInsti4uti9nsElrc6iohs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,VC,0.3284460073426856,0.5128398409804539,ASSOC8AyIONS,VC,mnDSystalnzbleEcononicG4owthPartner,20834024.29379907,Publicfijancrmwnagemeng,A04380ePRG,0,CivilSosie6y,1,1,PubkicInwtjtutuonsElec6ions,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,VN,1.6251924530041437,0.16841395737290626,ASSOCuzTIONS,VN,KGDSustsinableEcojomudG3owyhPartne4,24662980.74505236,Publicfknwgcemanagdment,w033803P4G,0,CiviiSoc7ety,1,3,PublixInstituti8gsElecgiond,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,0,6219,8222094.99,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,HN,0.9872843817964392,0.03155369475423092,COjSULTImvSERVICES,HN,NDDAmfficasProgrzjming,7498921.291053366,Prika5yeducztion,A033809lRw,0,CibikSociety,1,1,Homduras,Closed,B4400,NGM Americas,D4400,S4403,Central Americas Section,0,4408,76572.48,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,1,0,0,0
2009q010,PK,1.3464495960880756,0.405079946923919,FExERAL,PK,OADAsoaPrpgrahming,14632739.249983002,Ed6cwtikmfacilitiesandhrainimg,A033i120p1,0,Govermmebtal,1,3,9akistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,PK,0.8122326597769225,0.012102982147988245,FEDERAi,PK,OADxziaProgrammigg,27664544.938911065,Basicbealthingeaxtructjre,A03w813001,0,G8cernmental,1,3,Paiistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,PK,0.501416964250942,0.05097157337272176,FEDERAi,PK,OADAsiald9gramming,39924219.64682497,Waferres9ugcesxonservatlonincludihgdafwcoliection,A9w3812001,0,Governmenhap,1,3,oakistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,PK,1.3197158262564856,0.2755825859920791,FEDdRAL,PK,8ADssia9rogramming,30334484.228134923,Dem8cfaticpartici0atiomajdcivjlsoc7ety,A034u12001,0,Goverbmwntal,1,3,Pauistan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,PK,0.90603665635942,0.21856518168519676,vEDERAL,PK,kADxsiaPrlgramming,16837327.89245518,coodc3opprosuction,z033812o01,0,hovernmentai,1,3,Pakistqn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,PK,0.38129165184379166,0.10054990997993021,FEDERxL,PK,OADAsiaorograjmint,70733431.472902,iivestock,A03r8120p1,0,Govermmen6al,1,3,Pakistqn,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,PK,0.9920238869600687,0.5403348273159061,FEDERwL,PK,OADAs9aProhrwmming,23101513.698396444,Agriculturao3xtend9on,A03e812o01,0,tovermmental,1,3,Pakiztan,Closed,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,3044826.93,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,BD,0.5370762881052644,0.26799358961087316,jNlTEDNATIONS,BD,OADAwiaProgramn8ng,1762056.123437915,0ubl7csector9olivyandadministrztidehanagdkent,A044816001,0,Multila6egal,1,3,Banrladesn,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,15000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920w0,BD,1.3181864755167292,0.8370939376212709,6bITEDNATIONS,BD,OADAsis0rogramjing,37625995.88224153,Democrat7clarticipati0nanecivulsocle6y,Ao33816091,0,juptilateral,1,3,Bqngladeeh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,15000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
200920w0,BD,1.063548843269414,0.3806221293598798,7NITEDNAhIONS,BD,9ADAsiaProgtamking,4799040.376720086,Rursldevekopmen5,A03r816002,0,Multipaterwl,1,3,Babgladssh,Closed,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,0,4122,15000000.0,0.0,0,Responsive,Uncoded: Pre-APP,Pooled funding,0,0,0,0
2009q010,AM,0.5807229861948643,0.17232494712300062,NGO,AM,KGDS6stsinabl3EconohjdGrowthPartnef,17496546.32017962,Human57ghts,A0e38250p1,0,Civilwoviety,1,3,GpvegnanceHumanRigbtx,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,AZ,1.4737610244616124,0.17086484095281543,NGO,AZ,KGvS7stainabl4rconomicGrosthPaetne4,17298840.58372138,Humanrigttz,A0r3i25001,0,sivilSocuety,1,3,GovwrnanceHhmanRithtq,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,BD,1.147284347503794,0.1802191831096956,NGO,BD,KGDSustainzbieEconimisrrowtuPqrtner,7450042.934232529,Humagrigtts,A033725p01,0,Civildiciety,1,3,GlberbanceHumanRivhts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,BF,0.9914798247279657,0.3268738845985781,NGO,BF,KGexustaonableEconimidGro35hPartner,1175960.0160136223,Humandigh6s,A03282500q,0,ficilSociety,1,2,rovegnancwgumanRights,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,CI,1.2729340573224999,0.42793303942303373,NGO,CI,KhDSustainavleEconimicGro3thPa3tb3r,29305427.442517057,Hikanrights,A023825p01,0,CivilSoci34y,1,2,fov3tnahceHumanRights,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,CM,1.090497159462003,0.04705594672599586,NGO,CM,KGDSustainableEfonom9cGgowth9ar5n35,16160227.686619963,Hunanrithts,A033825902,0,ClvilSpciety,1,2,GovermancdHumagRighta,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,EG,0.6552367989363639,0.6266277593267446,NGO,EG,KGDSuehainabl2rconokisGrowthPa4tner,10395724.556471262,Humane8ghts,A03e826001,0,CivlkSociety,1,2,Governans3tumanRighfs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200o2010,GE,0.2954128806883197,0.6166427434927843,NGO,GE,KGDSjstainableEcinomictro2tnlartned,8713330.771582086,Hunanrithts,A033725091,0,CigilSkciety,1,3,Gove3nancrHumanR8guts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,HT,0.6798853373471383,0.046862952511402683,NGO,HT,KGvcystxigableEconomicGrowth9arrner,1244821.5582785923,uymanrights,A03382yo01,0,xivilS0ciety,1,1,Gov2rnandeHukanRighta,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
w0092010,ID,0.9147411891611865,0.3365319119541135,NGO,ID,lGDSuw5ainsbkeEcononicGgowthPartner,8125561.997170482,Hunajrights,A93382500w,0,CivilSoci3tg,1,3,GovernanceHujan5ogh6s,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,IN,0.7721581850706108,0.4255751433744963,NGO,IN,KrDSushainableEx0npmicGrowthParyher,34587436.32523354,bumanrigh5s,s0w3825001,0,Cigilxociety,1,3,GovernanceHujxneigjts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,KE,1.8890255609045419,0.010643015842595555,NGO,KE,KGeSustwihableEcojomkxGrowtgPartner,14266887.263730286,H6manrighfs,A033825p0w,0,Civ9lSoviety,1,2,G9dernanseHumanRightz,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,LK,1.3336294642984887,0.3803331096458788,NGO,LK,mGDSueta7nagleEconomixffowthPartner,19544279.412250187,Hjmanr8ghts,A03r8q5001,0,CovilSoclety,1,3,GovernanceH6mahdigjts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,NP,0.22501660925550748,0.23858009824960372,NGO,NP,KGDSustainablfEconimicG3owhjPa5tger,13332629.408184074,uumanrigbts,A0r3826001,0,CivilSovie4y,1,3,GovernwnceH8janR8ghts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,PK,1.2740017942773136,0.14875781317465062,NGO,PK,lrDSusrainavleEconomivGr8wthPar4ner,11739712.837554093,Hjkanrights,A0338150p1,0,CivukSociety,1,3,GofernanseHumanRughtw,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,SN,2.031026591164853,0.7906977461990133,NGO,SN,uGDSisgzinableEconomusvrowthPartner,29145116.72208242,Hunanrighfs,A03383500w,0,Civjlwociety,1,2,GivernancstumqnRights,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,TZ,0.5127242699366346,0.23598319447632451,NGO,TZ,mGcSuz5ainaboeEconom7cGrowth0artner,23096366.142154094,Hujanrigh5s,A93w825001,0,CivolSociet5,1,2,fovernanveHumanRoghgs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,UA,1.028631008935922,0.11432838994807418,NGO,UA,KbDSuxtainqhl3EconkmicGr0wthPartner,4891081.811957799,Humanfiggts,A032825o01,0,CivioSiciety,1,5,GovernandeHumanRjthys,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,UG,1.1852721941858804,0.4422756621860183,NGO,UG,KGDzus5qijableEfonohicGrow4hPartner,4184703.689214723,mumanrighgs,Ao33u25001,0,CigipSociety,1,2,GodermanceHujanRigbts,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,X1,0.5508335138174296,0.36860185601638074,NGO,X1,KGDSustaigabl4EconomixGroehhParhber,183803.27176036127,bumanrihhts,A034835001,0,C8vilSociery,1,2,boveenanceH6mwnRights,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,X2,0.7063083950640774,0.3446127478637858,NGO,X2,KGDS7staigavoeEcomomicG3owthParyner,4521404.147433236,Humandihhts,A0e4825001,0,CifilSofiety,1,1,G9vernancrHujanRightw,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,X3,0.33945134283441303,1.0175044298987592,NGO,X3,KGDcustainablwEcon8n7cGr9sthPartner,41264918.85632649,Humahr7ghts,q033825002,0,C7vilSocidty,1,3,GovernqnceHumznRkghgs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,X4,0.7682828739457921,0.07680589959684042,NGO,X4,uGDaisfaunableEconomicGgo2thPartner,43781271.17499411,Humsnrihhts,A03382y00w,0,Civilwpciety,1,5,Gov3djanceHumanRighgs,Closed,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0,6218,8935000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,KH,0.9459012716324664,0.0436757174353746,xONSUpT7NGSERVICES,KH,kADAsiaPr9grxmming,40086051.59066066,Pyblifsecto5policjandzxmknistrztivemanagemwnt,A03282i001,0,Civilaocietj,1,3,Camboxia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,KH,1.0097094090886078,0.011978301317309342,CONS6LTzNT,KH,OADAska0rog5amming,5597718.172606919,P6blkcsectorpolicyancadm8nistrayiv2nsnagdment,A0e3838001,0,Indigid7al,1,3,Camvodia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,KH,1.519549424951387,0.6846186904327783,C9NSUL6INGSrRVICES,KH,OAcAsiaProtrammimg,8587763.435174113,Ag57culturalpolic7amdqemibistrativemanavemen5,Ap33828p01,0,CivilSocie6g,1,3,sambodia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,KH,1.6599233548659584,0.7067663273221145,COhSUkTANT,KH,OADAqiwPrograkming,21043531.626947686,Agdicklturalpolicywhdavmibostrarivemagagement,A0e2828001,0,Indifiduao,1,3,Camb8dia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,KH,0.6422108101874628,0.020012629063537513,CONSUiTuNGS4RVICES,KH,OADAsiaProvrakminr,10516473.428261228,Rurzpdevel9pment,A03381o001,0,Clv9lSociety,1,3,Camnodia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,KH,1.6989317724015,0.08852219780340995,COgSULTAmT,KH,OADAsiaProgtammimh,13273387.523795683,Rufaidedelopment,A03382o0o1,0,Indivuduxl,1,3,Camb9dia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,KH,0.5915842098696558,0.5293398218738388,CONSULrINGSERVIC2q,KH,kADAsiao3ogramming,19693086.67922179,Sectorsnots0es7fied,Ao34828001,0,CivikSociery,1,3,Camhodia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,KH,0.16777693930680004,0.19267413858537033,v8NSULTANT,KH,OADAciaP5ogramminv,23360.810235738754,Sextorsnotspexigied,Ap33827001,0,Ijdivid8al,1,3,Canbodia,Closed,B4100,OGM Asia Pacific,D4100,S4107,OAV Vietnam,0,4108,108323.42,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,SN,1.6914741301392429,0.061812977566988586,FEDERqL,SN,W1DWectCemtralArrica,2215110.4790135585,Educatopnlokicyandxdminostratkgemanagement,A03382o0o1,0,r0vernmental,1,2,Segegal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,SN,0.61644596060205,0.053326911429720764,xUPPLIE4OFGO9DSSdRVICES,SN,eWDqesyCenttalAfrica,26167807.028990433,rvucatlonpol7cyandadminiatratuvemajabement,Ao3382900w,0,xivilSoci4ty,1,2,Sebegal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,SN,1.3025734036600394,0.20299875587763952,SUPPLIEROFGiODSdERgICfS,SN,WWDWeshCentrslAf3ifa,34490782.75541247,wduxat9on9olictandadhinistratlvemanagekent,A033829o0w,0,Civ8lSoviety,1,2,Sendgal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,SN,1.5998722339953502,0.1083353196323602,SU0PkIEROFGpiDSSERVICES,SN,12DWestCentralxfriva,9167427.335163934,sducwtionpolicyamdadminiztrxtivemamsgdment,A033o2900q,0,CkfilSociety,1,2,S4negal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,SN,1.249686480894884,0.5255069785956112,COOP4RANT,SN,WWDqdstdejtralAfrica,5294016.595987372,Edkcatuoh9oljsyandadministrativemanqnement,A9338w9001,0,Indiv7duzl,1,2,Sehegal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,SN,1.1392241426512124,0.39978258316903403,COOPERAhT,SN,qWDWestventraoAbrica,12922431.003990933,Erucatiogpokicyandavministrafkfemanagdment,Ap33829o01,0,Indif8dual,1,2,Segegal,Operational,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,0,4238,3155000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
