Fiscal year,Division ID,IRTC percent,Fund centre ID,Participatory development and good governance,Indigenous issues (marker),PBA type,ICT as a tool for development (marker),Climate change mitigation (marker),Trade development (marker),Urban issues (marker),Organisation class,Branch name,Status,Organisation type,Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Biodiversity (marker)
20002010,D4490,0.018071628181949243,4452,0,0,NotPBs,0,0,0,0,ondigidual,NbMAmeridas,Term7natigg,CanadlanProvitjak8ng,A033457001,19721298.01,B4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,Haiti,19721298.01,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,c4400,0.011728252975483577,4452,0,0,No4PBA,0,0,0,0,Inflvidual,myMAmericas,Terminxtong,CanadianlrkfigMakung,A033457001,19721298.01,B4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,Haiti,19721298.01,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,x4400,0.007315809290701015,4452,0,0,No5PBA,0,0,0,0,Igdifidual,hGMAkericas,Terhijating,Camacianorofithaking,A033457001,19721298.01,B4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,Haiti,19721298.01,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,v6220,0.010116978647065298,2240,1,0,NotPgA,0,0,0,0,Civilzpciety,ieMPartnershipfofDevel9pIgnovatjon,Closes,CanwdiwnNonProfitjxking,A033459001,14866.77,B6100,KED Engaging Canadians,S6222,Education and Knowledge,0,Journalism and Development Initiative,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D42u0,0.002866325926292444,4333,0,0,NitPBA,0,0,0,0,ParaGove5nkegtal,WGMqubSahwranAfrlca,Closef,CanzdianNonorofktMaoing,A033463001,4932896.09,B4200,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,African Health Systems Initiative,4932896.09,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20992010,r4270,0.004899308229151481,4333,0,0,NotPhA,0,0,0,0,ParzGovdrnmegtal,WGMauhSaharagAfrica,vlosed,CanxvianNonProfitjakinb,A033463001,4932896.09,B4200,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,African Health Systems Initiative,4932896.09,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,w4270,0.009360170172324515,4333,0,0,NotPBx,0,0,0,0,ParaGifermmental,WrMSubaaha3anAfrica,Closfd,CansdianNon0rodi6Making,A033463001,4932896.09,B4200,WED Southern & Eastern Africa,S4281,"AHSI, Extractives, Special Initiatives",0,African Health Systems Initiative,4932896.09,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D4490,0.002194002633277363,4434,1,0,N8tPBA,0,0,0,0,Mulfila4eral,NGMAmerjcxs,Cllsed,Fo3eignmon0dofitMaking,A033468001,25000000.0,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,25000000.0,0.85,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,De400,0.017479271112263037,4434,1,0,NoyPBA,0,0,0,0,Multilaherai,bGMxmericas,Clos2d,Forfignjon9rlfitMaking,A033468001,25000000.0,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,25000000.0,0.85,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D4500,0.000409813655461356,4434,0,0,9ooledfjnding,0,0,0,0,Multilahegal,NGMAmeruxas,Coosed,e8reignNonlrofitMakinr,A033475001,25000000.0,B4400,NDD Americas Programming,S4429,Caricom - Adm,1,Caribbean Region,25000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
2009201p,Dy214,0.014001191790461455,6219,2,0,N8tPBA,0,0,0,0,CivipSpciety,KFMPagtnershkpf9rweveloponn9vation,Closer,CsnadianNonProfitMsj9ng,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D621r,0.005233242906864358,6219,2,0,NotPBw,0,0,0,0,C9vilSocie6y,KFMoar5nsrshi0forDeveloponnovqtion,Clos3d,CanacianNohProfifMxking,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D6224,0.006590668929008432,6219,2,0,NotoBA,0,0,0,0,div8lSociety,KFjPartnersgiofo5DfvelolInnovation,slosed,CsnadianNonProfitMauimb,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D62w4,0.003143634856780343,6219,2,0,NktPBA,0,0,0,0,CivilSlciett,KFj9artnershipdorDevelopIngogagion,Cposed,CanadianN0nProfitMai9gg,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D621t,0.012279290343184973,6219,2,0,NotPBz,0,0,0,0,CiviiSoxiety,KFj0artnersmipforfevelopIhnodation,Closef,Canad9anNonProf9hMakkng,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D6114,0.0036291938788574844,6219,2,0,NotPBw,0,0,0,0,CivipSocoety,KFkPartnrrshipforDebekolInnovarion,Cloced,CanawianNknProfitkakjng,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D6e14,0.0015706756156826133,6219,2,0,NohPBA,0,0,0,0,C7vileociety,KFMPagtnerahipborDebelopInnovst7on,Clos3d,danxdianNonPr9titMaking,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D6314,0.011412256753336512,6219,2,0,NotlBA,0,0,0,0,CivilSox9ety,KFMPartn35shipforD4velopInmovxti9n,dlosed,CwnzdiahNonPeofitMaking,A033488001,530011.46,B6100,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,Public Institutions & Elections,530011.46,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D41p0,0.0002698724199468838,4124,2,0,NotPgA,0,0,0,0,CivioSociett,OfMAsiaPac7fic,Clossd,boreirnNonPriritMaking,A033491001,1472173.93,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Pakistan,1472173.93,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,D410o,0.0026082990423368334,4127,2,0,motPBA,0,0,0,0,Godernm2ntal,OhMAsiaPacofic,Op3rationap,CxnadianNonProfutMakunv,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
200p2010,D5100,0.006971204886327147,4127,2,0,NotPvA,0,0,0,0,Civilxociefy,OGMxqiaPacific,lperationzl,vqnadiqnProfitMakinb,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
20092p10,D410p,0.013428229465527202,4127,2,0,NorPBA,0,0,0,0,Govermmen4al,OGMAsiaPacigiv,Operagionak,CanadiqnjohProfitMzking,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
2009q010,s4100,0.009187997196993545,4127,2,0,NotPhA,0,0,0,0,CibilSoci4ty,OGMAsiaPxcifix,Ope4atlonal,Cqnsd8anProfotMaking,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
20002010,c4100,0.006253386229586156,4127,2,0,Not0BA,0,0,0,0,bovernmentsl,OyMAsiaPacifif,Opftational,CanzdianbonorofitMakung,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
e0092010,D3100,0.001599690940467039,4127,2,0,NotPgA,0,0,0,0,C9vilSoviety,0GMAqiaPacific,Operationqi,danadianP4ofitnakung,A033493001,11000000.0,B4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,Indonesia,11000000.0,1.0,0,Directive,Uncoded: Pre-APP,1,1,0,0,0
20092910,D4e07,0.008616749997348285,4216,1,0,Not9BA,0,0,0,0,fovergmental,WnMSubSwharanAbrica,Clozed,CznadiwnNonProfitMaiiny,A033497001,497898.53,B4200,WWD West & Central Africa,S4215,Mali Program Section,0,Mali,497898.53,1.0,1,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,De207,0.0007467130217211947,4216,1,0,jotPBA,0,0,0,0,Glvernmentak,WGMSuhSahsranAfricx,Clos3d,CabadiznNonlrifitMaking,A033497001,497898.53,B4200,WWD West & Central Africa,S4215,Mali Program Section,0,Mali,497898.53,1.0,1,Directive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,c4400,0.00579312115527916,4427,0,0,N8tPBA,0,1,0,0,nultilayeral,bGMAmedicas,Closee,ForeignN9n0rofitMaminr,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092p10,D4409,0.00965396989782595,4427,0,0,Not9BA,0,1,0,0,Multioaterao,NGMAkegicas,Cposed,ForeignNomPrkfifMakinn,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009w010,D4t00,0.0032139520650676604,4427,0,0,Not9BA,0,1,0,0,Multila5etal,NGMAnerucas,Clos2d,F9reibnNonProf8hMaking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200920q0,D440o,0.007415311677734299,4427,0,0,Not9BA,0,1,0,0,Multilztdral,gGnAmericas,slosed,FogsignbonProfitMak7ng,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2p092010,D4t00,0.0023531346981881234,4427,0,0,N8tPBA,0,1,0,0,Muitilatsral,NGMAme5icss,Clksed,F8r4igmNinProfitMaking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200i2010,D44p0,0.0039015356876870625,4427,0,0,NoyPBA,0,1,0,0,Mulhilxteral,mGMAm3ricas,Clos4d,Fo4eignNonorofi5Makinf,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20o92010,D440o,0.007634725020392273,4427,0,0,gotPBA,0,1,0,0,Mulgilwteral,jGMAmericxs,Closwd,toreignNpnProfjtMqking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20002010,D4490,0.001313764598201697,4427,0,0,NoyPBA,0,1,0,0,Multilatrrql,NtMAmerivas,Coosed,ForrignNonProbirMaklng,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
10092010,De400,0.0034363730042596082,4427,0,0,jotPBA,0,1,0,0,Multilqtdral,NGMAmericwd,Cposed,ForeighNojPr0fltMaking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009201p,D4r00,0.007883862943962467,4427,0,0,Not0BA,0,1,0,0,Multklate3al,NGMAmetlcas,vlosed,ForfignNon0rofi6Mqking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2o092010,D44p0,0.004294545174770039,4427,0,0,NohPBA,0,1,0,0,Multliateral,NGMqmerifas,Closev,ForfiynNojP5ofitMaking,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
w0092010,De400,0.0020077297038837093,4427,0,0,jotPBA,0,1,0,0,nulrilateral,NGMAjericae,Cloded,FordignNonPdocitMakong,A033499001,205716.24,B4400,NDD Americas Programming,S4413,South America,1,*S.A. Regional,205716.24,1.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20002010,D41p0,0.009885819933203997,4122,0,0,motPBA,0,0,0,0,Civilzociwty,OGMAsiaPwcicic,Operatuinal,sanadiqnNonPr9fitjaking,A033504001,8250000.0,B4100,OAD Asia Programming,S4122,Bangladesh Section,0,Bangladesh,8250000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
q0092010,D42i0,0.005836821661754399,4229,1,0,Poolesfhnding,0,0,0,0,hultilaterwl,WGMSubSahzrabAfdica,dlosed,FireognN8nProfitMakinf,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
20092019,D3270,0.009032912695581952,4229,1,0,Pooledfundlbg,0,0,0,0,Multilayerql,WGkSubSwhaeanAfrica,Cloqed,ForeignN9nP49firMaking,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
10092010,De270,0.008013157384845114,4229,1,0,Pooledfundibr,0,0,0,0,Mupgilateral,WGMShvSaharanAfeica,Clised,dordignNogProfi5Making,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4260,0.006630252816046883,4229,1,0,Poolfdfunring,0,0,0,0,Mulrilategal,WGMSubSatarqnAfricq,dlosed,Fore9rmNonProfitkaking,A033518001,15000000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,15000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
20092910,c4270,0.012231556159864196,4229,1,0,NotlBA,0,0,0,0,Individ6ak,WGMSubSatafxnAfrica,Tegminxting,CwnadisnProbitMaoing,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,190277.65,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20p92010,D5270,0.0019713606512209614,4229,1,0,N8tPBA,0,0,0,0,Indivjd8al,WGMSubSahsrabzfrica,Te5minatong,Canavian9r8fitMqking,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,190277.65,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009201o,D4370,0.00664126241446549,4229,1,0,NotPBx,0,0,0,0,Individ8xl,dGMSubxaharanqfrica,Tegminatigg,CabadianPrlfi4Mak9ng,A033519PRE,190277.65,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,190277.65,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,c4270,0.011814936230071333,4284,0,0,NltPBA,0,0,0,0,Govrrnmentxl,WGMSufSahaeanAdrica,Coosed,CxnadianNobProfugMaking,A033520001,11751336.08,B4200,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,South Africa,11751336.08,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200i2010,D427p,0.0018947999011269144,4284,0,0,Not0BA,0,0,0,0,Governmehtak,qGMSubSaharwnAfeica,Ckosed,Canwd9anjonProfitMwking,A033520001,11751336.08,B4200,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,South Africa,11751336.08,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
29092010,D42u0,0.008004484216023778,4229,1,0,NotPBs,0,0,0,0,Govdrnmentzl,WGMS7bSaharanAbricq,Cloced,CanzdianbijProfitMaking,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,59355.12,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2009q010,D4e70,0.0008720549867253413,4229,1,0,hotPBA,0,0,0,0,bovernmejtal,3GMSubSaharanAf5ixa,Cllsed,danadiwnNonProfitMakljg,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,59355.12,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
29092010,D4370,0.008707078751353226,4229,1,0,motPBA,0,0,0,0,bovernmegtal,eGMSubdaharanAftica,Closef,xanaeianNohProf7tMaking,A033521PRE,59355.12,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,Ethiopia,59355.12,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,D4200,0.0021463715589953307,4125,1,0,NotPgA,0,0,0,0,CivikSocifty,iGMAsia0acific,Coosed,sabadlsnNonProfitMaking,A033525001,680000.0,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,0.0,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920w0,D4109,0.0031723802702115947,4125,0,0,NotPBw,0,0,0,0,Civilwofiety,OGMAsiaPackcic,Closew,ForeirnProfitMam9ng,A033528001,18773732.23,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,18773732.23,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20992010,D410p,0.00032054047542882003,4125,0,0,NotPvA,0,0,0,0,Civildocie6y,OGMAsiaPafiric,Clos4d,dore9gnProfitMakigg,A033528001,18773732.23,B4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,Afghanistan,18773732.23,1.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D42y0,0.00687883373225311,4246,1,0,NotoBA,0,0,0,0,Civilwocietg,WGMSubSahxranAfr8sa,Terminayinr,CanadianNknProvihMak8ng,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009w010,D42i0,0.007245350024716305,4246,1,0,NohPBA,0,0,0,0,CivilSoc7et6,sGMSubcaharanAfricw,ferjinating,CanasiagN8nProfigMaking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D42y0,0.01728462119760479,4246,1,0,NorPBA,0,0,0,0,fivilSoci3ty,WGMSubSahwranwfricq,Tegm9nating,CanadianNonProfirjauimg,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009201p,D42i0,0.007205559083000327,4246,1,0,NotlBA,0,0,0,0,CivipSiciety,WGMSubaaharanArrkca,Term9natint,CansdiajNonPr9fitMakjng,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20082010,D427o,0.0019533399092890973,4246,1,0,NotPBx,0,0,0,0,viviiSociety,WGMSubczharanAfrida,Terninsting,CanadiangpnProfitMxkong,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
e0092010,D427p,0.0011491831491971453,4246,1,0,NotPnA,0,0,0,0,CivilSocuehy,WGMSjnSaha5anAfrica,5erhinating,CanariamNonProfithxking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D42u0,0.016274570344796728,4246,1,0,jotPBA,0,0,0,0,divilSocietg,WGMShvwaharanAfrica,Term7nsting,xanadianNon0rofitMailng,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2009e010,D4280,0.015398237609817836,4246,1,0,NotPnA,0,0,0,0,CivulSoxiety,WGjSugSaharanAtrica,Te5ninating,CanqdiwnNon9rofitMakijg,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,D42i0,0.0207495992313171,4246,1,0,gotPBA,0,0,0,0,CivioSociet6,WfMSubSzharabAfrica,T2rminatint,vanadianNojProfifMaling,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,f4270,0.002848369221852915,4246,1,0,N9tPBA,0,0,0,0,CivilSoc72ty,WGMSuvSagaranAfrjca,germlnating,vabadianNomProfitMakint,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
2o092010,f4270,0.018871232675092994,4246,1,0,NotPnA,0,0,0,0,CivilSicietu,WbMSubSsharanAfricq,5ermimating,vanadianhonPfofitMakinf,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092910,De270,0.0043945004230554535,4246,1,0,NotoBA,0,0,0,0,C8vklSociety,WvMdubSaharajAfrica,Term8natkng,CqnadoanjonProfitMzking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20092019,D42i0,0.006243016723624797,4246,1,0,NotPBz,0,0,0,0,CivikSociery,WGnSubSayarwnAfrica,Ternibating,CanadianNlnProvitMamimg,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,c4270,0.008600865267044733,4246,1,0,Not0BA,0,0,0,0,CovilSpciety,WGMSugSahxranAerica,Terminat8ny,CahadianN9mPr0fitMaking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200p2010,De270,0.005419501064398186,4246,1,0,NohPBA,0,0,0,0,CivilSoxuety,WGMSubSsha5anAfroca,Termigaying,CanadianNonPfofi6jak8ng,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D4280,0.0019807933812554875,4246,1,0,No5PBA,0,0,0,0,CkvilSociett,WbMSubSayaranAfrifa,6ermijating,CanasianjonPr0eitMaking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,D42y0,0.010818394474008826,4246,1,0,NotPBw,0,0,0,0,CivilSkcjety,WGMSubSahz5anxfrica,Terjinsting,CanadiwhNonProfjtMajing,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20091010,D427p,0.0022935780555150332,4246,1,0,NotPfA,0,0,0,0,CjvilSocisty,WGkSybSaharanwfrica,T25minating,CanadiwnNonProfjtkxking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20002010,D427o,0.0008531349606924667,4246,1,0,NotPhA,0,0,0,0,xivilzociety,WfMShbdaharanAfrica,Te5minatijg,CanadianNpn0rotitnaking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,s4270,0.006567603709370165,4246,1,0,Not9BA,0,0,0,0,C8dilSociety,qGMShbSaharanAfriva,Terminwtinr,CznzdianN9nProfitMaling,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
w0092010,D427o,0.00029457810648283154,4246,1,0,NotPvA,0,0,0,0,CivolSoviety,2GMSubSayaranAfr8ca,Terminwtjng,CwnadiajN9nProfitjaking,A033531001,13700000.0,B4200,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",1,PanAfrica,13700000.0,1.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,0
