ss_d,ss_sbclllr_frctn,cnfdnc_scr,tss_d,vrnt_d,rltnshp_tp,ss_tss,ss_cll_tp,td,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,b_frmt
6520,,1,,,N,,,50532,Intermediate,1,,CHEMBL623640,,BAO_0000218
6521,,1,,,N,,,50532,Intermediate,1,,CHEMBL623641,,BAO_0000218
6522,,1,,,N,,,50532,Intermediate,1,,CHEMBL623642,,BAO_0000218
6523,,1,,,N,,,50532,Intermediate,1,,CHEMBL623643,,BAO_0000218
6524,,1,,,N,,,50532,Intermediate,1,,CHEMBL623644,,BAO_0000218
6525,,1,,,N,,,50532,Intermediate,1,,CHEMBL623645,,BAO_0000218
6526,,1,,,N,,,50532,Intermediate,1,,CHEMBL623646,,BAO_0000218
6527,,1,,,N,,,50532,Intermediate,1,,CHEMBL623647,,BAO_0000218
6528,,1,,,N,,,50532,Intermediate,1,,CHEMBL623648,,BAO_0000218
6529,,1,,,N,,,50366,Intermediate,1,,CHEMBL623649,,BAO_0000218
6530,,1,,,N,,,50366,Intermediate,1,,CHEMBL623650,,BAO_0000218
6531,,1,,,N,,,50366,Intermediate,1,,CHEMBL623651,,BAO_0000218
6532,,1,,,N,,,50366,Expert,1,,CHEMBL623652,,BAO_0000218
6533,,1,,,N,,,50366,Intermediate,1,,CHEMBL623653,,BAO_0000218
6534,,1,,,N,,,50366,Intermediate,1,,CHEMBL623654,,BAO_0000218
6535,,1,,,N,,,50366,Intermediate,1,,CHEMBL623655,,BAO_0000218
6536,,1,,,N,,,50366,Intermediate,1,,CHEMBL623656,,BAO_0000218
6537,,1,,,N,,,50366,Expert,1,,CHEMBL623657,,BAO_0000218
6538,,1,,,N,,,50366,Intermediate,1,,CHEMBL623658,,BAO_0000218
6539,,1,,,N,,,50366,Intermediate,1,,CHEMBL623659,,BAO_0000218
6540,,1,,,N,,,50366,Intermediate,1,,CHEMBL623660,,BAO_0000218
6541,,1,,,N,,,50366,Intermediate,1,,CHEMBL623661,,BAO_0000218
6542,,1,,,N,,,50535,Intermediate,1,,CHEMBL875281,,BAO_0000218
6543,,1,,,N,,,50535,Intermediate,1,,CHEMBL623662,,BAO_0000218
6544,,1,,,N,,,50535,Intermediate,1,,CHEMBL623663,,BAO_0000218
6545,,1,,,N,,,50535,Intermediate,1,,CHEMBL623664,,BAO_0000218
6546,,1,,,N,,,50535,Intermediate,1,,CHEMBL623665,,BAO_0000218
6547,,1,,,N,,A673,80023,Intermediate,1,,CHEMBL621856,165.0,BAO_0000219
6548,,1,,,N,,A704,80661,Intermediate,1,,CHEMBL620432,645.0,BAO_0000219
6549,,0,,,U,,,22226,Autocuration,1,,CHEMBL620433,,BAO_0000219
6550,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL620434,625.0,BAO_0000219
6551,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL620435,625.0,BAO_0000219
6552,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL620436,625.0,BAO_0000219
6553,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL876597,625.0,BAO_0000219
6554,,1,,,N,,Human ovarian carcinoma cell line,81037,Expert,1,,CHEMBL620437,874.0,BAO_0000219
6555,,1,,,N,,A9,80024,Expert,1,,CHEMBL620438,625.0,BAO_0000219
6556,,1,,,N,,A9,80024,Expert,1,,CHEMBL620439,625.0,BAO_0000219
6557,,1,,,N,,A9,80024,Expert,1,,CHEMBL619657,625.0,BAO_0000219
6558,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL619658,625.0,BAO_0000219
6559,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL619659,625.0,BAO_0000219
6560,,8,,,H,,,10649,Expert,1,,CHEMBL619660,,BAO_0000019
6561,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL619661,625.0,BAO_0000219
6562,,1,,,N,,A9,80024,Intermediate,1,,CHEMBL619662,625.0,BAO_0000219
6563,,1,,,N,,AA6,80663,Intermediate,1,,CHEMBL619663,975.0,BAO_0000219
6564,,0,,,U,,,22226,Autocuration,1,,CHEMBL619664,,BAO_0000219
6565,,0,,,U,,,22226,Autocuration,1,,CHEMBL619665,,BAO_0000219
6566,,1,,,N,,AA5,80662,Intermediate,1,,CHEMBL883244,974.0,BAO_0000219
6567,,1,,,N,,AA5,80662,Intermediate,1,,CHEMBL884011,974.0,BAO_0000219
6568,,1,,,N,,AA5,80662,Intermediate,1,,CHEMBL619666,974.0,BAO_0000219
6569,,1,,,N,,U-937,80566,Intermediate,1,,CHEMBL619667,379.0,BAO_0000219
6570,,1,,,N,,UV4,80578,Intermediate,1,,CHEMBL619668,274.0,BAO_0000219
6571,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL619669,185.0,BAO_0000219
6572,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL876608,185.0,BAO_0000219
6573,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619670,185.0,BAO_0000219
6574,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619671,185.0,BAO_0000219
6575,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619672,185.0,BAO_0000219
6576,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619673,185.0,BAO_0000219
6577,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619674,185.0,BAO_0000219
6578,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619675,185.0,BAO_0000219
6579,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619676,185.0,BAO_0000219
6580,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619677,185.0,BAO_0000219
6581,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619678,185.0,BAO_0000219
6582,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL619679,185.0,BAO_0000219
6583,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL619680,185.0,BAO_0000219
6584,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL621457,185.0,BAO_0000219
6585,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL876609,185.0,BAO_0000219
6586,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL621458,185.0,BAO_0000219
6587,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL621459,185.0,BAO_0000219
6588,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL621460,185.0,BAO_0000219
6589,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL621461,185.0,BAO_0000219
6590,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL621462,185.0,BAO_0000219
6591,,1,,,N,,,50588,Intermediate,1,,CHEMBL621463,,BAO_0000218
6592,,1,,,N,,,50588,Intermediate,1,,CHEMBL621464,,BAO_0000218
6593,,1,,,N,,,50588,Intermediate,1,,CHEMBL621465,,BAO_0000218
6594,,1,,,N,,,50588,Intermediate,1,,CHEMBL621466,,BAO_0000218
6595,,1,,,N,,,50588,Intermediate,1,,CHEMBL621467,,BAO_0000218
6596,,1,,,N,,,50588,Intermediate,1,,CHEMBL621468,,BAO_0000218
6597,,1,,,N,,,50588,Intermediate,1,,CHEMBL876734,,BAO_0000218
6598,,1,,,N,,,50588,Intermediate,1,,CHEMBL618476,,BAO_0000218
6599,,1,,,N,,,50588,Intermediate,1,,CHEMBL618477,,BAO_0000218
6600,,1,,,N,,,50588,Intermediate,1,,CHEMBL618478,,BAO_0000218
6601,,1,,,N,,,50588,Intermediate,1,,CHEMBL618479,,BAO_0000218
6602,,1,,,N,,,50588,Intermediate,1,,CHEMBL618480,,BAO_0000218
6603,,1,,,N,,,50588,Intermediate,1,,CHEMBL618481,,BAO_0000218
6604,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL618482,,BAO_0000218
6605,,1,,,N,,,50588,Intermediate,1,,CHEMBL618483,,BAO_0000218
6606,,1,,,N,,,50588,Intermediate,1,,CHEMBL618484,,BAO_0000218
6607,,1,,,N,,,50588,Intermediate,1,,CHEMBL618485,,BAO_0000218
6608,,1,,,N,,,50588,Intermediate,1,,CHEMBL618486,,BAO_0000218
6609,,1,,,N,,,50588,Intermediate,1,,CHEMBL618487,,BAO_0000218
6610,,1,,,N,,,50588,Intermediate,1,,CHEMBL618488,,BAO_0000218
6611,,1,,,N,,,50588,Intermediate,1,,CHEMBL876735,,BAO_0000218
6612,,1,,,N,,,50588,Intermediate,1,,CHEMBL618489,,BAO_0000218
6613,,1,,,N,,,50588,Intermediate,1,,CHEMBL618490,,BAO_0000218
6614,,1,,,N,,,50588,Intermediate,1,,CHEMBL618491,,BAO_0000218
6615,,1,,,N,,,50588,Intermediate,1,,CHEMBL618492,,BAO_0000218
6616,,1,,,N,,,50588,Intermediate,1,,CHEMBL873354,,BAO_0000218
6617,,1,,,N,,,50588,Intermediate,1,,CHEMBL618493,,BAO_0000218
6618,,1,,,N,,,50588,Intermediate,1,,CHEMBL618494,,BAO_0000218
6619,,1,948.0,,N,Heart,,50588,Intermediate,1,,CHEMBL618495,,BAO_0000218
6620,,1,2113.0,,N,Kidney,,50588,Intermediate,1,,CHEMBL618496,,BAO_0000218
6621,,1,2107.0,,N,Liver,,50588,Intermediate,1,,CHEMBL618497,,BAO_0000218
6622,,1,2048.0,,N,Lung,,50588,Intermediate,1,,CHEMBL618498,,BAO_0000218
6623,,1,2106.0,,N,Spleen,,50588,Intermediate,1,,CHEMBL618499,,BAO_0000218
6624,,1,,,N,,,50588,Intermediate,1,,CHEMBL876736,,BAO_0000218
6625,,1,,,N,,,50588,Intermediate,1,,CHEMBL618500,,BAO_0000218
6626,,1,,,N,,,50588,Intermediate,1,,CHEMBL857831,,BAO_0000218
6627,,1,,,N,,,50588,Intermediate,1,,CHEMBL618501,,BAO_0000218
6628,,1,,,N,,,50588,Intermediate,1,,CHEMBL618502,,BAO_0000218
6629,,1,,,N,,,50588,Intermediate,1,,CHEMBL618503,,BAO_0000218
6630,,1,,,N,,,50588,Intermediate,1,,CHEMBL618504,,BAO_0000218
6631,,1,,,N,,,50588,Intermediate,1,,CHEMBL618505,,BAO_0000218
6632,,1,,,N,,,50588,Intermediate,1,,CHEMBL618506,,BAO_0000218
6633,,1,2107.0,,N,Liver,,50588,Intermediate,1,,CHEMBL618507,,BAO_0000218
6634,,1,,,N,,,50588,Intermediate,1,,CHEMBL876737,,BAO_0000218
6635,,1,,,N,,,50588,Intermediate,1,,CHEMBL618508,,BAO_0000218
6636,,1,,,N,,,50588,Intermediate,1,,CHEMBL618509,,BAO_0000218
6637,,1,,,N,,,50588,Intermediate,1,,CHEMBL618510,,BAO_0000218
6638,,1,,,N,,,50588,Intermediate,1,,CHEMBL618511,,BAO_0000218
6639,,1,,,N,,,50588,Intermediate,1,,CHEMBL618512,,BAO_0000218
6640,,1,,,N,,,50588,Intermediate,1,,CHEMBL618513,,BAO_0000218
6641,,1,,,N,,,50588,Intermediate,1,,CHEMBL618514,,BAO_0000218
6642,,1,,,N,,,50588,Intermediate,1,,CHEMBL620052,,BAO_0000218
6643,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL620053,,BAO_0000218
6644,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL620054,,BAO_0000218
6645,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL620055,,BAO_0000218
6646,,1,,,N,,,50588,Intermediate,1,,CHEMBL620056,,BAO_0000218
6647,,1,2107.0,,N,Liver,,50588,Intermediate,1,,CHEMBL620057,,BAO_0000218
6648,,1,,,N,,,50588,Intermediate,1,,CHEMBL618939,,BAO_0000218
6649,,1,,,N,,,50588,Intermediate,1,,CHEMBL618940,,BAO_0000218
6650,,1,,,N,,,50588,Intermediate,1,,CHEMBL618941,,BAO_0000218
6651,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL624473,42.0,BAO_0000218
6652,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL624474,42.0,BAO_0000218
6653,,1,2048.0,,N,Lung,CCRF S-180,50594,Intermediate,1,,CHEMBL624475,42.0,BAO_0000218
6654,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL624476,42.0,BAO_0000218
6655,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL623478,42.0,BAO_0000218
6656,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL623479,42.0,BAO_0000218
6657,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL623480,42.0,BAO_0000218
6658,,1,,,N,,CCRF S-180,50594,Intermediate,1,,CHEMBL623481,42.0,BAO_0000218
6659,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL623482,,BAO_0000218
6660,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623483,,BAO_0000218
6661,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623484,,BAO_0000218
6662,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL623485,,BAO_0000218
6663,,1,2106.0,,N,Spleen,,50594,Intermediate,1,,CHEMBL623486,,BAO_0000218
6664,,1,,,N,,,50594,Intermediate,1,,CHEMBL623487,,BAO_0000218
6665,,1,,,N,,,50594,Intermediate,1,,CHEMBL623488,,BAO_0000218
6666,,1,,,N,,,50594,Intermediate,1,,CHEMBL623489,,BAO_0000218
6667,,1,,,N,,,50594,Intermediate,1,,CHEMBL875157,,BAO_0000218
6668,,1,,,N,,,50594,Intermediate,1,,CHEMBL623490,,BAO_0000218
6669,,1,,,N,,,50594,Intermediate,1,,CHEMBL623491,,BAO_0000218
6670,,1,,,N,,,50594,Intermediate,1,,CHEMBL623492,,BAO_0000218
6671,,1,,,N,,,50594,Intermediate,1,,CHEMBL623493,,BAO_0000218
6672,,1,,,N,,,50594,Intermediate,1,,CHEMBL623494,,BAO_0000218
6673,,1,,,N,,,50594,Intermediate,1,,CHEMBL623495,,BAO_0000218
6674,,1,,,N,,,50594,Intermediate,1,,CHEMBL623496,,BAO_0000218
6675,,1,,,N,,,50594,Intermediate,1,,CHEMBL623497,,BAO_0000218
6676,,1,1969.0,,N,Plasma,,50594,Intermediate,1,,CHEMBL623498,,BAO_0000218
6677,,1,,,N,,,50594,Intermediate,1,,CHEMBL623499,,BAO_0000218
6678,,1,,,N,,,50594,Intermediate,1,,CHEMBL623500,,BAO_0000218
6679,,1,,,N,,,50594,Intermediate,1,,CHEMBL623501,,BAO_0000218
6680,,0,,,U,,,22229,Intermediate,1,,CHEMBL875158,,BAO_0000100
6681,,1,,,N,,,50594,Intermediate,1,,CHEMBL623502,,BAO_0000218
6682,,1,,,N,,,50594,Intermediate,1,,CHEMBL623503,,BAO_0000218
6683,,1,,,N,,,50594,Intermediate,1,,CHEMBL623504,,BAO_0000218
6684,,1,,,N,,,50594,Intermediate,1,,CHEMBL623505,,BAO_0000218
6685,,1,,,N,,,50594,Intermediate,1,,CHEMBL623506,,BAO_0000218
6686,,1,,,N,,,50594,Intermediate,1,,CHEMBL623507,,BAO_0000218
6687,,1,,,N,,,50594,Intermediate,1,,CHEMBL623508,,BAO_0000218
6688,,1,,,N,,,50594,Intermediate,1,,CHEMBL623509,,BAO_0000218
6689,,1,,,N,,,50594,Intermediate,1,,CHEMBL875159,,BAO_0000218
6690,,1,955.0,,N,Brain,,50594,Intermediate,1,,CHEMBL623510,,BAO_0000218
6691,,1,2113.0,,N,Kidney,,50594,Intermediate,1,,CHEMBL623511,,BAO_0000218
6692,,1,2107.0,,N,Liver,,50594,Intermediate,1,,CHEMBL623512,,BAO_0000218
6693,,1,2048.0,,N,Lung,,50594,Intermediate,1,,CHEMBL623513,,BAO_0000218
6694,,1,,,N,,,50594,Intermediate,1,,CHEMBL623514,,BAO_0000218
6695,,1,,,N,,,50594,Intermediate,1,,CHEMBL622609,,BAO_0000218
6696,,1,,,N,,,50594,Intermediate,1,,CHEMBL622610,,BAO_0000218
6697,,1,,,N,,,50594,Intermediate,1,,CHEMBL621823,,BAO_0000218
6698,,1,,,N,,,50594,Intermediate,1,,CHEMBL621824,,BAO_0000218
6699,,1,2106.0,,N,Spleen,,50594,Intermediate,1,,CHEMBL621825,,BAO_0000218
6700,,1,,,N,,,50594,Intermediate,1,,CHEMBL621826,,BAO_0000218
6701,,1,,,N,,,50594,Intermediate,1,,CHEMBL621827,,BAO_0000218
6702,,1,,,N,,,50594,Intermediate,1,,CHEMBL621828,,BAO_0000218
6703,,1,,,N,,,50594,Intermediate,1,,CHEMBL621829,,BAO_0000218
6704,,1,,,N,,,50594,Intermediate,1,,CHEMBL621830,,BAO_0000218
6705,,1,,,N,,,50594,Intermediate,1,,CHEMBL621831,,BAO_0000218
6706,,1,1969.0,,N,Plasma,,50594,Intermediate,1,,CHEMBL621832,,BAO_0000218
6707,,1,1969.0,,N,Plasma,,50594,Intermediate,1,,CHEMBL624579,,BAO_0000218
6708,,1,,,N,,,50594,Intermediate,1,,CHEMBL624580,,BAO_0000218
6709,,1,,,N,,,50535,Intermediate,1,,CHEMBL624581,,BAO_0000218
6710,,1,,,N,,,50535,Intermediate,1,,CHEMBL624582,,BAO_0000218
6711,,1,,,N,,,50535,Intermediate,1,,CHEMBL624583,,BAO_0000218
6712,,1,,,N,,A-375,80018,Intermediate,1,,CHEMBL624584,455.0,BAO_0000219
6713,Brain membranes,9,,,D,,,12512,Expert,1,,CHEMBL624585,,BAO_0000249
6714,,9,,,D,,,114,Expert,1,,CHEMBL875165,,BAO_0000019
6715,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619490,449.0,BAO_0000219
6716,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619491,449.0,BAO_0000219
6717,,8,,,H,,CHO,114,Expert,1,,CHEMBL619492,449.0,BAO_0000219
6718,,8,,,H,,CHO,114,Expert,1,,CHEMBL619493,449.0,BAO_0000219
6719,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619494,449.0,BAO_0000219
6720,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619495,449.0,BAO_0000219
6721,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619496,449.0,BAO_0000219
6722,,9,,,D,,CHO,114,Expert,1,,CHEMBL619497,449.0,BAO_0000219
6723,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619498,449.0,BAO_0000219
6724,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619499,449.0,BAO_0000219
6725,,8,,,H,,CHO,114,Expert,1,,CHEMBL619500,449.0,BAO_0000219
6726,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619501,449.0,BAO_0000219
6727,,8,,,H,,CHO,114,Expert,1,,CHEMBL619502,449.0,BAO_0000219
6728,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619503,449.0,BAO_0000219
6729,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL619504,449.0,BAO_0000219
6730,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL621298,449.0,BAO_0000219
6731,,8,,,H,,CHO,114,Expert,1,,CHEMBL621299,449.0,BAO_0000219
6732,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL621300,449.0,BAO_0000219
6733,,8,,,H,,CHO,114,Autocuration,1,,CHEMBL621301,449.0,BAO_0000219
6734,,8,,,H,,CHO,114,Expert,1,,CHEMBL621302,449.0,BAO_0000219
6735,,1,,,N,,A10,80013,Intermediate,1,,CHEMBL621303,164.0,BAO_0000219
6736,,0,,,U,,A10,22226,Autocuration,1,,CHEMBL621304,164.0,BAO_0000219
6737,,0,,,U,,A10,22226,Autocuration,1,,CHEMBL621305,164.0,BAO_0000219
6738,,1,,,N,,A10,80013,Intermediate,1,,CHEMBL621306,164.0,BAO_0000219
6739,,1,,,N,,A10,80013,Intermediate,1,,CHEMBL618444,164.0,BAO_0000219
6740,,1,,,N,,A10,80013,Intermediate,1,,CHEMBL618445,164.0,BAO_0000219
6741,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618446,185.0,BAO_0000219
6742,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618447,185.0,BAO_0000219
6743,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618448,185.0,BAO_0000219
6744,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618449,185.0,BAO_0000219
6745,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618637,185.0,BAO_0000219
6746,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618638,185.0,BAO_0000219
6747,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618639,185.0,BAO_0000219
6748,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL618640,185.0,BAO_0000219
6749,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL618641,185.0,BAO_0000219
6750,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618642,185.0,BAO_0000219
6751,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL618643,185.0,BAO_0000219
6752,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL884013,185.0,BAO_0000219
6753,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL622723,185.0,BAO_0000219
6754,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622724,185.0,BAO_0000219
6755,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL622725,185.0,BAO_0000219
6756,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL622726,185.0,BAO_0000219
6757,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622727,185.0,BAO_0000219
6758,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622728,185.0,BAO_0000219
6759,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622729,185.0,BAO_0000219
6760,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622730,185.0,BAO_0000219
6761,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622731,185.0,BAO_0000219
6762,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622732,185.0,BAO_0000219
6763,,1,,,N,,CHO-AA8,80089,Intermediate,1,,CHEMBL622733,185.0,BAO_0000219
6764,,0,,,U,,,22224,Autocuration,1,,CHEMBL622734,,BAO_0000218
6765,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL622735,185.0,BAO_0000219
6766,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618746,185.0,BAO_0000219
6767,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618747,185.0,BAO_0000219
6768,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL620540,185.0,BAO_0000219
6769,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL620541,185.0,BAO_0000219
6770,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL620542,185.0,BAO_0000219
6771,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL620543,185.0,BAO_0000219
6772,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618832,185.0,BAO_0000219
6773,,1,,,N,,CHO-AA8,80089,Expert,1,,CHEMBL618833,185.0,BAO_0000219
6774,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618834,185.0,BAO_0000219
6775,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618835,185.0,BAO_0000219
6776,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618836,185.0,BAO_0000219
6777,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618837,185.0,BAO_0000219
6778,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618838,185.0,BAO_0000219
6779,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618839,185.0,BAO_0000219
6780,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618840,185.0,BAO_0000219
6781,,0,,,U,,,22224,Autocuration,1,,CHEMBL618841,,BAO_0000019
6782,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618842,185.0,BAO_0000219
6783,,0,,,U,,CHO-AA8,22224,Autocuration,1,,CHEMBL618843,185.0,BAO_0000219
6784,,1,,,N,,,50588,Intermediate,1,,CHEMBL618844,,BAO_0000218
6785,,1,,,N,,,50588,Intermediate,1,,CHEMBL618845,,BAO_0000218
6786,,1,,,N,,,50588,Intermediate,1,,CHEMBL618846,,BAO_0000218
6787,,1,,,N,,,50588,Intermediate,1,,CHEMBL618847,,BAO_0000218
6788,,1,,,N,,,50588,Intermediate,1,,CHEMBL618848,,BAO_0000218
6789,,1,,,N,,,50588,Intermediate,1,,CHEMBL618849,,BAO_0000218
6790,,1,,,N,,,50588,Intermediate,1,,CHEMBL618850,,BAO_0000218
6791,,1,,,N,,,50588,Intermediate,1,,CHEMBL618851,,BAO_0000218
6792,,1,,,N,,,50588,Intermediate,1,,CHEMBL873815,,BAO_0000218
6793,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL618852,,BAO_0000218
6794,,1,,,N,,,50588,Intermediate,1,,CHEMBL618853,,BAO_0000218
6795,,1,,,N,,,50588,Intermediate,1,,CHEMBL618854,,BAO_0000218
6796,,1,,,N,,,50588,Intermediate,1,,CHEMBL618855,,BAO_0000218
6797,,1,178.0,,N,Blood,,50588,Intermediate,1,,CHEMBL618856,,BAO_0000218
6798,,1,,,N,,,50588,Intermediate,1,,CHEMBL875827,,BAO_0000218
6799,,1,,,N,,,50588,Intermediate,1,,CHEMBL618857,,BAO_0000218
6800,,1,,,N,,,50588,Intermediate,1,,CHEMBL618858,,BAO_0000218
6801,,1,,,N,,,50588,Intermediate,1,,CHEMBL618859,,BAO_0000218
6802,,1,,,N,,,50588,Intermediate,1,,CHEMBL618860,,BAO_0000218
6803,,1,,,N,,,50588,Intermediate,1,,CHEMBL618861,,BAO_0000218
6804,,1,,,N,,,50588,Intermediate,1,,CHEMBL622539,,BAO_0000218
6805,,1,,,N,,,50588,Intermediate,1,,CHEMBL622540,,BAO_0000218
6806,,1,,,N,,,50588,Intermediate,1,,CHEMBL873803,,BAO_0000218
6807,,1,,,N,,,50588,Intermediate,1,,CHEMBL873804,,BAO_0000218
6808,,1,,,N,,,50588,Intermediate,1,,CHEMBL624311,,BAO_0000218
6809,,1,,,N,,,50588,Intermediate,1,,CHEMBL624312,,BAO_0000218
6810,,1,,,N,,,50588,Intermediate,1,,CHEMBL624313,,BAO_0000218
6811,,1,,,N,,,50588,Intermediate,1,,CHEMBL624314,,BAO_0000218
6812,,1,,,N,,,50588,Intermediate,1,,CHEMBL624315,,BAO_0000218
6813,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL624316,,BAO_0000218
6814,,1,,,N,,,50588,Intermediate,1,,CHEMBL624317,,BAO_0000218
6815,,1,,,N,,,50588,Intermediate,1,,CHEMBL624318,,BAO_0000218
6816,,1,,,N,,,50588,Intermediate,1,,CHEMBL624319,,BAO_0000218
6817,,1,,,N,,,50588,Intermediate,1,,CHEMBL624496,,BAO_0000218
6818,,1,,,N,,,50588,Intermediate,1,,CHEMBL624497,,BAO_0000218
6819,,1,,,N,,,50588,Intermediate,1,,CHEMBL624498,,BAO_0000218
6820,,1,,,N,,,50588,Intermediate,1,,CHEMBL624499,,BAO_0000218
6821,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL624500,,BAO_0000218
6822,,1,1969.0,,N,Plasma,,50588,Intermediate,1,,CHEMBL624501,,BAO_0000218
