assay_id,assay_strain,variant_id,assay_tissue,tid,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type
3531,,,,121,,15796,Inhibition of 5-hydroxytryptamine reuptake,B,,,,,
3532,,,,18065,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",F,,,,,
3533,,,,18065,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",F,,,,,
3534,,,,18065,,15413,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",F,,,,,
3535,,,,18065,,12409,Tested for 5-hydroxytryptamine receptor uptake,F,,,,,
3536,,,,51,,16909,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,B,,,Homo sapiens,9606.0,CHO
3537,,,,51,,16909,Antagonistic affinity tested against isolated human cloned alpha-1d adrenoceptor subtype,F,,,Homo sapiens,9606.0,
3538,,,,10576,,15629,In vitro binding affinity towards 5-hydroxytryptamine receptor 1A receptor by using [3H]8-OH-DPAT in rat hippocampal membranes.,B,,,Homo sapiens,9606.0,
3539,,,,10576,,15629,Tested in vitro for % inhibition against 5-hydroxytryptamine receptor 1A,B,,,,,
3540,,,,10576,,15629,In vitro binding affinity at 5-hydroxytryptamine receptor 1A receptor in rat hippocampal membranes by [3H]8-OH-DPAT displacement.,B,,,,,
3541,,,Str9atum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 0.10 umol/kg,F,,,,,
3542,,,Striqtum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 10 umol/kg,F,,,,,
3543,,,Striwtum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 0.32 umol/kg,F,,,,,
3544,,,etriatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,
3545,,,Stroatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,
3546,,,Strixtum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 0.032 umol/kg,F,,,,,
3547,,,Shriatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 1.0 umol/kg,F,,,,,
3548,,,Strlatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 10 umol/kg,F,,,,,
3549,,,Stfiatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 100 umol/kg,F,,,,,
3550,,,St5iatum,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,
3551,,,Striatuj,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,
3552,,,Lkmbicsysteh,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,F,,,,,
3553,,,Limficsysteh,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,F,,,,,
3554,,,Limficsys6em,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.32 umol/kg,F,,,,,
3555,,,Llmbicsystek,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 1.0 umol/kg,F,,,,,
3556,,,Limbicqustem,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 10 umol/kg,F,,,,,
3557,,,oimb9csystem,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 100 umol/kg,F,,,,,
3558,,,Likbicsywtem,10825,,10034,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 3.2 umol/kg,F,,,,,
3559,,,,168,,1274,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3560,,,,168,,17358,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,
3561,,,,168,,14532,Inhibitory activity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand at 10e-5 M concentration,B,,,,,
3562,,,,168,,16989,Binding affinity towards Serotonin 5-hydroxytryptamine 4 receptor,B,,,,,
3563,,,,168,,17200,Inhibitory constant against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 radioligand,B,,,,,
3564,,,,168,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,
3565,,,,168,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,
3566,,,,168,,15779,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,
3567,,,,168,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,B,,,,,COS-7
3568,,,,168,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,B,,,,,COS-7
3569,,,,168,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,B,,,,,COS-7
3570,,,,168,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,B,,,,,COS-7
3571,,,,168,,17046,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,C6
3572,,,,168,,17046,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,C6
3573,,,,168,,15650,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,B,,,,,C6
3574,,,,168,,17046,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,B,,,,,C6
3575,,,,10624,,17066,Binding affinity towards 5-hydroxytryptamine 5 receptor,B,,,,,
3576,,,,105,,17200,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,B,,,,,
3577,,,,10624,,16146,Binding affinity against 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3578,,,,10624,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,B,,,,,CHO
3579,,,,10624,,6491,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,B,,,Homo sapiens,9606.0,
3580,,,,10624,,17066,Binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3581,,,,10624,,17066,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,B,,,Homo sapiens,9606.0,
3582,,,,10624,,4234,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3583,,,,10624,,6013,Binding affinity towards 5-HT5A receptor,B,,,,,
3584,,,,10624,,17175,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,
3585,,,,10624,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,,,
3586,,,,10624,,6166,Binding affinity towards cloned human 5-HT5A receptor was determined,B,,,,,
3587,,,,10624,,15779,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,HEK293
3588,,,,10624,,15779,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,HEK293
3589,,,,10624,,5213,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),B,,,,,HEK293
3590,,,,10625,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,
3591,,,,10625,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Mus musculus,10090.0,
3592,,,,10625,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,B,,,Mus musculus,10090.0,
3593,,,,10625,,17066,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,B,,,Mus musculus,10090.0,
3594,,,,10625,,17066,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,
3595,,,,10625,,17175,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,
3596,,,,10576,,16190,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,HEK293
3597,,,,10626,,16190,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,HEK293
3598,,,,10624,,4820,Binding affinity towards 5-HT5a receptor,B,,,,,
3599,,,,10624,,17066,Binding affinity towards 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,
3600,,,,10624,,17066,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,B,,,,,
3601,,,,10624,,17175,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,B,,,,,
3602,,,,10624,,16633,Binding affinities against 5-hydroxytryptamine 5A receptor,B,,,,,
3603,,,,10624,,16633,Binding affinities towards 5-hydroxytryptamine 5A receptor,B,,,,,
3604,,,,10624,,16700,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,B,,,,,
3605,,,,104714,,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,F,,,Cavia porcellus,10141.0,
3606,,,,104714,,5486,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,B,,,,,
3607,,,,10627,,16146,Inhibition of human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3608,,,,10627,,17273,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,
3609,,,,10627,,17687,Inhibition against human 5-hydroxytryptamine 6 receptor,B,,,,,
3610,,,,10627,,6491,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,B,,,Homo sapiens,9606.0,
3611,,,,10627,,16190,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,,,,,HeLa
3612,,,,10627,,17066,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3613,,,,10627,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3614,,,,10627,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Homo sapiens,9606.0,
3615,,,,10627,,17066,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,B,,,Homo sapiens,9606.0,
3616,,,,10627,,3555,Binding affinity against 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3617,,,,10627,,5808,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3618,,,,10627,,6013,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3619,,,,10627,,15818,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",B,,,,,HEK293
3620,,,,10627,,16209,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,B,,,,,
3621,,,,10627,,3935,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,B,,,,,HEK293
3622,,,,10627,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3623,,,,10627,,3805,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,HEK293
3624,,,,10627,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,B,,,,,
3625,,,,10627,,16441,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,,,,,
3626,,,,10627,,6786,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,B,,,,,COS-7
3627,,,,10627,,4234,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,
3628,,,,10627,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,B,,,,,
3629,,,,10627,,17200,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,B,,,,,
3630,,,,10627,,17451,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,,,HEK293
3631,,,,10627,,3935,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,F,,,,,
3632,,,,10627,,5033,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,B,,,,,
3633,,,,10627,,4540,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,
3634,,,,10627,,4540,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,HeLa
3635,,,,10627,,4540,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,HeLa
3636,,,,10627,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,B,,,,,HeLa
3637,,,,10627,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,HeLa
3638,,,,10627,,17296,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,HeLa
3639,,,,10627,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,CHO
3640,,,,10627,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,HEK293
3641,,,,10627,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,B,,,,,HEK293
3642,,,,10627,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,HEK293
3643,,,,10627,,15779,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,B,,,,,HeLa
3644,,,,10627,,6166,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,
3645,,,,10627,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,B,,,,,HeLa
3646,,,,10627,,15316,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,B,,,,,
3647,,,,10627,,4199,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,
3648,,,,10627,,15146,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,B,,,,,HeLa
3649,,,,10627,,5213,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),B,,,,,
3650,,,,10627,,16429,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,B,,,,,
3651,,,,10627,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,B,,,,,HeLa
3652,,,,10627,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",B,,,,,HeLa
3653,,,,10627,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",B,,,,,HeLa
