Fiscal year,Organisation type,Organisation ID,Organisation name,CountryRegion percent,CIDA business delivery model (old),Enviromental sustainability (marker),Status,Amount spent,Project Browser country ID,Bilateral aid (international marker),Maximum CIDA contribution (project-level),Trade development (marker),Branch name,Sector ID,Project number,Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker)
20992010,For4itnNonlrofitMak9ng,1002035,In4erhationalvrizisGroup,0.21369397153355826,Resppmsive,0,Closec,627856.3931449391,ER,1,2953827.6698961332,0,WGhSugSaharanAfrlca,15153,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
q0092010,ForeivnN9n9rkfitMaking,1002035,Intergat8omalCrisisG3oup,0.24371740320558916,Responq8ve,0,Cl9sed,98767.02447937473,ER,1,2836369.055232268,0,WGjSubSwharanAffica,15210,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,FofeoggNonProfutMaking,1002035,IntefjahionzlCrisisGroup,0.12680912962523871,Rrslonsive,0,Closfd,278170.19774204463,ER,1,13172567.00563033,0,1GMSubxaharanAfrifa,15220,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,ForeitnNon9r9titMaking,1002035,IngernafionalCr9sisGrojp,0.6388406418680571,fssponsive,0,Ciosed,496463.9619016643,ET,1,7694763.261238448,0,WykSubxaharanAfrica,15153,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,ForeifnNonPr8fitMsiing,1002035,InferjationalCrisisGrlip,0.44896070581840647,Rdsponxive,0,Closef,316443.08406574716,ET,1,3762004.3856506944,0,WGMSubSahq3ajAfrica,15210,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
w0092010,ForeignNomorogitMakigg,1002035,In5erna4ionakCrisisfroup,0.4449471372746956,Rsdponsive,0,Cloeed,393336.2042604539,ET,1,30492872.183079995,0,aGMSubSxhwranAfrica,15220,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,dogeignNonProfirMak9ng,1002035,Int2tbationalCeisisGroup,0.48139751081895,Respomslve,0,Clos4d,698594.9070824995,SD,1,14559775.65149111,0,2GMSubSaharsnAdrica,15153,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20082010,Foreigngon0rofitMakihn,1002035,onternstionwlCrixisGroup,0.06455184029747862,5ecponsive,0,vlosed,470073.86794793396,SD,1,14666426.866052203,0,WGMSubSshwrxnAfrica,15210,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
q0092010,dorekgnNon0rocitMaking,1002035,IgternatiknzlCrisjsGroup,0.24001936009290448,Resplnslve,0,Closec,578517.8261307047,SD,1,37029629.80786429,0,WthSubSaharanAgrica,15220,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,ForeignNon9rofi5jakibg,1002035,knhernayionapCrisisGroup,0.6156705751356681,Res00nsive,0,Cloeed,393932.7862814054,SO,1,10217890.091102721,0,WGMSubdahqragAfrica,15153,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,ForeihnNonor0fitMakinh,1002035,InhernationqoCriwisGroup,0.7857366330523565,Rsspons9ve,0,Ckosed,321375.8318834718,SO,1,3618392.655951772,0,WGMSubqahzranAfrisa,15210,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
30092010,vote7fnNonProfitMaking,1002035,InternationxlCrusuzGroup,0.6751945963318643,3esponsivd,0,Cloxed,334191.6846502548,SO,1,6081881.054307152,0,WGMShbSaharanxfrisa,15220,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20091010,ForeignNojPgofitMaiinf,1002035,ln5ernationalCrisisbrou0,0.5237110003432175,Rewponsivw,0,slosed,145092.01898436618,TD,1,2852110.445683278,0,WGMSuvSaharanzfricw,15153,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,ForeignNonProfofhaming,1002035,InternztionxlCtixisGroup,0.2824429528528897,R2sponskve,0,Closdd,232512.06177252313,TD,1,15600467.50980556,0,eGMSubSaharahzfrica,15210,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,tofeignhonPrpfitMaking,1002035,Intedna6ionalCrisoshroup,0.2565155868646404,Respons9be,0,Cposed,899935.9098505245,TD,1,27940327.69731409,0,WGMSubSajaranwfrixa,15220,A033741001,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,South Sudan,465000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,ForeignmojPtofitMaling,1013152,SputhAfricaNztionslhteasuryIDx,0.2831638923262854,gesponeive,0,Tedminatinv,242719.06080832673,ZA,1,55657295.29603203,0,WGMSubcxharanAf4ica,15110,A033746001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,2978840.47,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,F8reignNohProbitMakihg,1013152,xoufhAfricaNqti8nalTrrawuryIDC,0.5020895431261895,Resp9nsiv4,0,Termibahing,282204.4259909976,ZA,1,7943569.694341889,0,WGMSubSaharanxfrisw,15111,A033746001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,2978840.47,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092910,ForwignNonP4of9yMaking,1013152,SouthAbricamatiogalTrdas8rhIDC,0.5276595444041026,Resp9jsive,0,Terminxtjng,14138.6678523054,SS,1,38491407.43426721,0,WGMS7bzaharanAftica,15110,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
20092019,Foreignbon9rofi4Makimg,1013152,xouthAfr9caNationalTfeasur5Icd,0.1953782114701454,Respojs8ve,0,Terminq4ing,426905.889046287,SS,1,8367163.6166588515,0,qGMSibSahxranAfrica,15111,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
200i2010,eoreignNknProfitMakijf,1013152,SouthxfricwgationwlTeeasur6IDC,0.7233567628023432,tesponsige,0,6erminatinh,1065501.8007178458,BI,1,25559677.9701244,0,WGMSubSahadanAgricx,15110,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
20092020,ForeitnNonPr0ditMsking,1013152,SouthwfeicaNwtionalTreas65gIDC,0.3969917299316511,Responqivs,0,Termknaging,500213.747913012,BI,1,4374815.671355195,0,WGhS6bSaharanAfricx,15111,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
10092010,ForeighmonProfitMxiing,1013152,aohthAfricaNati9nalTread7ryIwC,0.3570717915293327,5ewponsive,0,Termlnatibg,320507.8605450198,RW,1,39019246.94339217,0,WGnSubSahqranxfrica,15110,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
20092p10,tor2ognNonProfitMak9ng,1013152,qouthAcricaNati9nakTreaquruIDC,0.042121205424631214,eesponsice,0,Teeninating,468449.2482649301,RW,1,6331200.919009585,0,WGMSubSahsranwdrica,15111,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
q0092010,ForeignNonPr0fitMsl8ng,1013152,SluthAfricabwtionalTrexsurhlDC,0.15195812779751644,Res0onside,0,Termijatlng,43556.45679676742,ZA,1,12111681.919218522,0,WGMSubzaharsnzfrica,15110,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
2p092010,For4jgnNonProeitMakimg,1013152,SouthAfricajationalTr3aeurh8xC,0.24826944042129118,Reslojsive,0,Termimatibg,569684.4718711697,ZA,1,22338243.63471511,0,1GMSubSaharanAfeoca,15111,A033747001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,8745860.08,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
20092p10,Fkr4ifnhonProfitMaking,1013152,eoutjAericaNationaoTreqsuryIvC,0.005471870437399717,Responsid2,0,Terkinatinf,507443.97783685377,ZA,1,13485328.78910858,0,WGMSubSayarznAfrkca,12182,A033749001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,2707892.36,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
q0092010,F0reognNonP5ofitMsking,1013152,SouthAfricaNa5i8nslTrfaxuryIDs,0.1453543037946336,Resppbsive,0,T4rminat8ng,258533.63341630343,ZA,1,24866674.548610516,0,1GMSubSaharabAvrica,13010,A033749001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,2707892.36,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
20092o10,roreignNonPr9eithaking,1013152,SiufhAfricaNatiknalTreasuttIDd,0.6217977534063075,Reap0nsive,0,Termonatinf,4413.292077497157,ZA,1,56778854.16680054,0,WGMSubSwharanArruca,13040,A033749001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,2707892.36,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
2o092010,gogeignjonP3ofitMaking,1013152,qluttAfricaNwtionaoTreqsuryIDC,0.01690168711797599,3espinsive,0,Operatiknap,186221.7638759758,ZA,1,50381281.42160008,0,WGMSubqajaranAf3ica,15150,A033750001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,5300000.0,1.0,0.0,0,Uncoded: Pre-APP,Other PBA,0,0,0
10092010,Foreigghonlrofitnaking,1013152,S9uthAfr8xamati8nalTreasurgIDC,0.31631349799913083,Respons9ge,0,Terkinatinr,327229.59149997204,ZA,1,26658555.452870876,0,WGkSubSahaeansfrica,12110,A033751001,B4200,D4270,WED Southern & Eastern Africa,S4275,Southern & Eastern Africa Geographic Pro,0,4284,South Africa,376662.13,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,ForeigmNonP3ofkthaking,1014108,AfgmznistanInddp3nwegtHumanRightsCommlssi0n,0.5619965530868263,Resoonaive,0,Cloaed,414314.2361129194,AF,1,19885241.947838932,0,OGMwsjaPacific,15160,A033754001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,7010768.76,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,Canadisngon9rofitMakinh,10050,D3partmrntofForeignAffqirsandInt3gnatipgalT3ave,0.40687114578985784,Directivs,0,Clowed,733570.3326689645,HN,1,24057249.514875673,0,NGnAmerkcas,14015,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,CagsdianPr8titMaking,1000531,AgrodevCznadaIjx,0.18026268492844233,Directide,0,Clowed,1074268.7131425135,HN,1,31110948.0216434,0,NfMAmer7cas,14015,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,fanadianm9nProditMaking,10050,DepartmwntogroreignAffaurcandIntetnat9inapTrade,0.3516686390510256,Direstive,0,Closee,878496.4141213382,HN,1,8252106.841847505,0,NykAmericas,31120,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009e010,CanswianProfi6Maling,1000531,AtrodegCanadaIjc,0.48018084074815665,Direct9ve,0,Clised,339667.9033847947,HN,1,41687158.0327614,0,NGMAm2ricaw,31120,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009201p,CanwdianjpnProfitMakinv,10050,Depa46mentpfForeignzffairsandIn6edmatlonalgrade,0.11750039233781928,D9rective,0,Coosed,748178.9696268055,HN,1,6820671.602947384,0,NGMAmeridaq,31130,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092p10,Canadiaborofitkakinv,1000531,AgrodevsamawaInc,0.00629049476720045,Djrective,0,flosed,194499.4295159083,HN,1,23253560.834883336,0,bhMAmericas,31130,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2o092010,CanaxkanNobPrifitMaking,10050,Depargmentofcore9gnAvfairsandIntermwtiomalTgave,0.38703752517555895,Digective,0,Closer,3204.455629814416,HN,1,116768763.57157773,0,NGMwmericss,31150,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanadiwnProb9tMakinr,1000531,xgrodevCagacaInc,0.09710073620366322,Dirsctive,0,Cloced,410023.51636965905,HN,1,86415368.49236864,0,NGMqmegicas,31150,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
e0092010,CansdjanhonProgitMaking,10050,DepartmentofForsignsbtxirsandIn5erbstionwlTrade,0.771010323826588,Dirextive,0,flosed,737545.3060130167,HN,1,65997081.65052364,0,NGMzmerjcas,31161,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20093010,sanadisnProfitMxoing,1000531,zgrocevsanadaInc,0.07407804416226493,Direct7ve,0,vlosed,48300.062993642845,HN,1,25805443.514830366,0,NGMzmer7cas,31161,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200p2010,sanadianNon9rofitkakong,10050,wdparthrjtofFkreignzffairzanvInternationalTrade,0.8254503856675572,Ditective,0,Cloqed,876157.5288217033,HN,1,13833478.898955919,0,NGMAjericss,31166,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2009w010,Canacian0roritMzking,1000531,AfrodevCanwdaIjc,0.4186207556200342,Difective,0,Cllsed,1157210.954840805,HN,1,41726941.90149373,0,NGMAm3ricqs,31166,A033757PRE,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,0.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
29092010,CanadianNlnProfithaoinv,10050,DeparfmentofForeignxffwirsandIjterga5iomwlTradr,0.259903399616837,Didective,0,Closec,307632.8955354374,ET,1,32909143.519432373,0,WtMSuvSaharagAfrica,13040,A033759001,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,162925.95,0.700000031,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200o2010,CanadianmonPr0fi6Makkng,10050,Depa5tmentlfFogeignAfrqirsqndInhwrnationalTdade,0.25165213319045715,Dir4ctive,0,Clowed,72103.2427492768,ET,1,38964092.28304363,0,aGMeubSahsranAfrica,15110,A033759001,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,162925.95,0.700000031,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CwnasianNonProfitMaklgg,10050,Depa4tjen6ofFofeibnAffai3sandInternationzlTrxwe,0.4129561828765144,Directiv2,0,Ciosed,645324.244392026,ET,1,24766329.21665178,0,qGMSubcaharanwfrica,31191,A033759001,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,162925.95,0.700000031,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092020,CanadiabNon0rof9tMqking,10050,DeoartmsntofFpreignwffairsanwIn6erna6ionaiTrawe,0.2013230221420129,Digective,0,Closdd,9844.675389577853,ET,1,5254422.489542861,0,WGMSibdaharanAfrics,52010,A033759001,B4200,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,162925.95,0.700000031,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
200920w0,CanavianNpnlrofitMakibg,10050,DepartkenhofForeigmAfcai5sabdIntrrhationalTrxde,0.293547434491708,Direftive,0,Closef,21707.018789878814,MW,1,28505161.702259414,0,2GMqufSaharanAfrica,43010,A033764001,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,2820035.5,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20002010,fanaduagPr0fitMaking,1000948,DMNAGEM3bTOUTAOUx9SINC,0.20004856304076474,virective,0,Cloxed,193774.96702494365,MW,1,23047934.759801473,0,WGhSuhSaharanzfrica,43010,A033764001,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,2820035.5,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20o92010,CanadianNlbProdjtMaking,1002791,MaiawiProgramSupp9etUhit,0.7502107689347932,virective,0,Clksed,584798.035010187,MW,1,28701133.121631652,0,eGMSinSaharanAfrica,43010,A033764001,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,2820035.5,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
2p092010,Canad7anPrifitMak7mg,Informat9ognotsvailzble,Informationbofavzilsble,0.4009284059953321,Durective,0,Closef,1025653.3020317852,MW,1,14354963.794048496,0,WGMSubSqha5anAfrlca,43010,A033764001,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,2820035.5,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092o10,Ujcoded,Inforjatipnn9tavaiiable,Inforja5ionnogavailwble,0.4475009402485673,Direcrive,0,Closec,946446.6871267855,MW,1,18395129.558318686,0,WGMSubSagaranqfrifa,43010,A033764001,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,2820035.5,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
q0092010,F05eigmNonProritMaking,1001306,WorleBank,0.01543750420870138,Rwspohsive,0,Ternunating,85676.90446737605,AF,1,19712239.46384161,0,OGMAs8aPacicic,15110,A033770001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,109500000.0,0.0,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
200i2010,ForeighNonPr9fitMqiing,1001306,WorldBahk,0.8869331836998458,Rwsp8nsive,0,Twrminatijg,1138539.6497988638,AF,1,45402474.07843847,0,lGMAskaPacific,43010,A033770001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,109500000.0,0.0,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
20p92010,F8reigmhon0rofitMaking,1001306,Worldnank,0.27780330893100186,Respomsife,0,Coosed,862360.3704779921,AF,1,23895401.819680348,0,OGMAsizlacific,11120,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
2009q010,ForeignNonProfi5kakimv,1001306,W8rldBank,0.25671730032796,Responqiv4,0,vlosed,1589255.2232610101,AF,1,34981199.20431807,0,OGMAs8aPaclfic,11330,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
10092010,ForeignmonPr8fitMakibf,1001306,WorlfBank,0.3840618168960243,Res9pnsive,0,Closes,533890.7436552308,AF,1,26121677.267320596,0,OGnAsiaPaciflc,14015,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
20092020,ForfignNonPgogirMaking,1001306,3orldBank,0.28438568793408064,Resoonzive,0,Cloxed,739774.2793479133,AF,1,16942004.440767027,0,OrMAsiaPaclfic,15112,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
2009w010,For2ignbonProfitMwkjng,1001306,qorldBank,0.17727072484667877,Res9onsibe,0,Ciosed,166480.90357969774,AF,1,4996071.974068679,0,lGMAsiaPavific,21020,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
200p2010,ForelgnNln0rofitMakjng,1001306,WkrldBank,0.10039398157025284,Responziv3,0,Clozed,105088.80248543472,AF,1,20092464.92723285,0,OGjAsiaPaclfic,23210,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
20002010,FkreigbNonProbitMakong,1001306,Worldhank,0.000950249929860314,Reeponsiv2,0,Cl0sed,672411.6408435688,AF,1,71214074.76038314,0,iGMAsiaPaclfic,31140,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
2009e010,FogeigmNobProfitMakinb,1001306,WorlcBank,0.1169520152681564,Responslvr,0,Cloded,276179.7038140574,AF,1,47160649.37049724,0,OGMAxiaPacufic,43040,A033773001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,55000000.0,0.14,0.0,0,Uncoded: Pre-APP,Pooled funding,0,0,0
20092910,v8reiynNonProfi4Making,1003940,UNkAS8nltedma6ionsMineAstionServics,0.9581691360001585,Resoonaive,0,Clised,127572.58186023256,AF,1,18958626.994763065,0,OGMAsiaPacjfjc,15250,A033774001,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,58095138.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20092019,Fo3eignNonorofitMaiung,1001304,UNDPUnit4rmationsDevelkpment9royrqmme,0.05926516351089037,Rexpknsive,1,Closex,836434.1503811106,AF,1,5976632.700469453,0,OrMAsiaPac8fic,14015,A033776003,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,12000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
20p92010,c0relgnN9nProfitMaking,1001304,UNDPUn9redNstiondDfv4lopmentProgramm3,0.16360106247531053,Responeuve,1,Closes,1074429.2451942284,AF,1,3682563.928797845,0,pGMAsiaPacifkc,15112,A033776003,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,Afghanistan,12000000.0,1.0,0.0,0,Uncoded: Pre-APP,Not PBA,0,0,0
