assay_strain,src_assay_id,description,cell_id,tid,assay_organism,curated_by,tissue_id,assay_tax_id,assay_id,assay_test_type,assay_cell_type,variant_id,assay_category,assay_tissue,assay_type,src_id,bao_format,doc_id,confidence_score,chembl_id,assay_subcellular_fraction,relationship_type
,,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4476,,,,,Plasma,A,1,BAO_0000218,3639,1,CHEMBL621034,,N
,,The half life was determined,,50588,Canis lupus familiaris,Intermediate,,9615.0,4477,,,,,,A,1,BAO_0000218,3880,1,CHEMBL621035,,N
,,The plasma half-life in dogs,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4478,,,,,Plasma,A,1,BAO_0000218,3918,1,CHEMBL621036,,N
,,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,,50588,Canis lupus familiaris,Intermediate,1969.0,9615.0,4479,,,,,Plasma,A,1,BAO_0000218,16452,1,CHEMBL621037,,N
,,Half life in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4480,,,,,,A,1,BAO_0000218,17796,1,CHEMBL619812,,N
,,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,,50588,Canis lupus familiaris,Intermediate,,9615.0,4481,In vivo,,,,,A,1,BAO_0000218,5983,1,CHEMBL619813,,N
,,tmax upon peroral administration of 10.0 mg/Kg dose in dog,,50588,Canis lupus familiaris,Intermediate,,9615.0,4482,In vivo,,,,,A,1,BAO_0000218,1466,1,CHEMBL873335,,N
,,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,,50588,Canis lupus familiaris,Intermediate,,9615.0,4483,In vivo,,,,,A,1,BAO_0000218,16456,1,CHEMBL619814,,N
,,Cmax in ferrets after 30 mg/kg oral dose,,50506,Mustela putorius furo,Expert,,9669.0,4484,In vivo,,,,,A,1,BAO_0000218,6113,1,CHEMBL619815,,N
,,Emesis in ferrets at 30 mg/kg oral dose,,50506,Mustela putorius furo,Expert,,9669.0,4485,In vivo,,,,,F,1,BAO_0000218,6113,1,CHEMBL619816,,N
,,Bioavailability in cynomolgus monkey,,22224,Macaca fascicularis,Autocuration,,9541.0,4486,In vivo,,,,,A,1,BAO_0000218,17796,0,CHEMBL619817,,U
,,Volume of distribution in cynomolgus,,100710,Macaca fascicularis,Intermediate,,9541.0,4487,In vivo,,,,,A,1,BAO_0000218,17796,1,CHEMBL619818,,N
,,AUC tested in guinea pig when 3 mg/kg dose was given perorally,,22224,Cavia porcellus,Autocuration,1969.0,10141.0,4488,,,,,Plasma,A,1,BAO_0000218,5308,0,CHEMBL619819,,U
,,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,22224,Cavia porcellus,Autocuration,,10141.0,4489,,,,,,A,1,BAO_0000218,4877,0,CHEMBL619820,,U
,,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",,22224,Cavia porcellus,Autocuration,,10141.0,4490,,,,,,A,1,BAO_0000218,4876,0,CHEMBL875419,,U
,,AUC in guinea pig after 3mg/kg oral dose,,22224,Cavia porcellus,Autocuration,1969.0,10141.0,4491,In vivo,,,,Plasma,A,1,BAO_0000218,4878,0,CHEMBL619821,,U
,,Bioavailability in guinea pig was tested,,22224,Cavia porcellus,Autocuration,,10141.0,4492,In vivo,,,,,A,1,BAO_0000218,5308,0,CHEMBL619822,,U
,,Tested for oral bioavailability in guinea pig at 5 mg/kg,,22224,Cavia porcellus,Autocuration,,10141.0,4493,In vivo,,,,,A,1,BAO_0000218,4877,0,CHEMBL619823,,U
,,Tested for the oral bioavailability of the compound,,22224,Cavia porcellus,Autocuration,,10141.0,4494,In vivo,,,,,A,1,BAO_0000218,4876,0,CHEMBL619824,,U
,,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,,22224,Cavia porcellus,Autocuration,,10141.0,4495,In vivo,,,,,A,1,BAO_0000218,4876,0,CHEMBL619825,,U
,,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,,22224,Cavia porcellus,Autocuration,,10141.0,4496,In vivo,,,,,A,1,BAO_0000218,5308,0,CHEMBL619826,,U
,,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,22224,Cavia porcellus,Autocuration,2048.0,10141.0,4497,In vivo,,,,Lung,A,1,BAO_0000218,4877,0,CHEMBL619827,,U
,,Cmax in guinea pig after 3mg/kg oral dose,,22224,Cavia porcellus,Autocuration,,10141.0,4498,In vivo,,,,,A,1,BAO_0000218,4878,0,CHEMBL618167,,U
,,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,178.0,10141.0,4499,,,,,Blood,A,1,BAO_0000019,5689,0,CHEMBL618168,,U
,,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,955.0,10141.0,4500,,,,,Brain,A,1,BAO_0000019,5689,0,CHEMBL618169,,U
,,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,,10141.0,4501,,,,,,A,1,BAO_0000019,5689,0,CHEMBL618170,,U
,,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,160.0,10141.0,4502,,,,,Intestine,A,1,BAO_0000019,5689,0,CHEMBL618171,,U
,,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,2113.0,10141.0,4503,,,,,Kidney,A,1,BAO_0000019,5689,0,CHEMBL618172,,U
,,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,2107.0,10141.0,4504,,,,,Liver,A,1,BAO_0000019,5689,0,CHEMBL618173,,U
,,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,,10141.0,4505,,,,,,A,1,BAO_0000019,5689,0,CHEMBL618174,,U
,,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,,22224,Cavia porcellus,Autocuration,2106.0,10141.0,4506,,,,,Spleen,A,1,BAO_0000019,5689,0,CHEMBL875408,,U
,,Elimination T1/2 in Guinea pig (PO dose),,22224,Cavia porcellus,Autocuration,,10141.0,4507,In vivo,,,,,A,1,BAO_0000218,14465,0,CHEMBL839827,,U
,,Partition coefficient was measured as -log (counts per min ),,22224,Cavia porcellus,Autocuration,,10141.0,4508,,,,,,A,1,BAO_0000019,5689,0,CHEMBL618175,,U
,,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,,22224,Cavia porcellus,Autocuration,,10141.0,4509,In vivo,,,,,A,1,BAO_0000218,611,0,CHEMBL618176,,U
,,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,,22224,Cavia porcellus,Autocuration,,10141.0,4510,In vivo,,,,,A,1,BAO_0000218,611,0,CHEMBL618177,,U
,,Elimination T1/2 in Guinea pig (PO dose),,22224,Cavia porcellus,Autocuration,,10141.0,4511,In vivo,,,,,A,1,BAO_0000218,14465,0,CHEMBL618178,,U
,,"Tested for the half life period of the compound, intravenously",,22224,Cavia porcellus,Autocuration,,10141.0,4512,In vivo,,,,,A,1,BAO_0000218,4876,0,CHEMBL618179,,U
,,Half-life was measured,,22224,Cavia porcellus,Autocuration,,10141.0,4513,,,,,,A,1,BAO_0000019,5689,0,CHEMBL873489,,U
,,The time required for onset of inotropy after addition of a single dose of delta F75,,22224,Cavia porcellus,Autocuration,,10141.0,4514,,,,,,A,1,BAO_0000019,7515,0,CHEMBL618180,,U
,,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,,22224,Cavia porcellus,Autocuration,,10141.0,4515,In vivo,,,,,A,1,BAO_0000218,17667,0,CHEMBL618181,,U
,,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,,22224,Cavia porcellus,Autocuration,,10141.0,4516,In vivo,,,,,A,1,BAO_0000218,17667,0,CHEMBL618182,,U
,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,,22224,Cricetulus griseus,Autocuration,,10029.0,4517,In vivo,,,,,A,1,BAO_0000218,4727,0,CHEMBL618183,,U
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,50594,Mus musculus,Intermediate,,10090.0,4518,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618184,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,50594,Mus musculus,Intermediate,,10090.0,4519,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618185,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,50594,Mus musculus,Intermediate,,10090.0,4520,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618186,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,50594,Mus musculus,Intermediate,,10090.0,4521,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618187,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,,50594,Mus musculus,Intermediate,,10090.0,4522,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618188,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,50594,Mus musculus,Intermediate,,10090.0,4523,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL875409,,N
,,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,50594,Mus musculus,Intermediate,,10090.0,4524,In vivo,,,,,A,1,BAO_0000218,10107,1,CHEMBL618189,,N
,,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,178.0,10090.0,4525,In vivo,,,,Blood,A,1,BAO_0000218,3655,1,CHEMBL618190,,N
,,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,178.0,10090.0,4526,In vivo,,,,Blood,A,1,BAO_0000218,3655,1,CHEMBL618191,,N
,,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,178.0,10090.0,4527,In vivo,,,,Blood,A,1,BAO_0000218,3655,1,CHEMBL618192,,N
,,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,10000001.0,10090.0,4528,In vivo,,,,Bone,A,1,BAO_0000218,3655,1,CHEMBL618193,,N
,,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,10000001.0,10090.0,4529,In vivo,,,,Bone,A,1,BAO_0000218,3655,1,CHEMBL618194,,N
,,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,10000001.0,10090.0,4530,In vivo,,,,Bone,A,1,BAO_0000218,3655,1,CHEMBL618195,,N
,,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,955.0,10090.0,4531,In vivo,,,,Brain,A,1,BAO_0000218,3655,1,CHEMBL618196,,N
,,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,955.0,10090.0,4532,In vivo,,,,Brain,A,1,BAO_0000218,3655,1,CHEMBL618197,,N
,,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,955.0,10090.0,4533,In vivo,,,,Brain,A,1,BAO_0000218,3655,1,CHEMBL618198,,N
,,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,948.0,10090.0,4534,In vivo,,,,Heart,A,1,BAO_0000218,3655,1,CHEMBL618199,,N
,,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,948.0,10090.0,4535,In vivo,,,,Heart,A,1,BAO_0000218,3655,1,CHEMBL618200,,N
,,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,948.0,10090.0,4536,In vivo,,,,Heart,A,1,BAO_0000218,3655,1,CHEMBL618201,,N
,,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,160.0,10090.0,4537,In vivo,,,,Intestine,A,1,BAO_0000218,3655,1,CHEMBL618202,,N
,,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,160.0,10090.0,4538,In vivo,,,,Intestine,A,1,BAO_0000218,3655,1,CHEMBL618203,,N
,,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,160.0,10090.0,4539,In vivo,,,,Intestine,A,1,BAO_0000218,3655,1,CHEMBL618204,,N
,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,2113.0,10090.0,4540,In vivo,,,,Kidney,A,1,BAO_0000218,3655,1,CHEMBL618205,,N
,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,2113.0,10090.0,4541,In vivo,,,,Kidney,A,1,BAO_0000218,3655,1,CHEMBL618206,,N
,,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,2113.0,10090.0,4542,In vivo,,,,Kidney,A,1,BAO_0000218,3655,1,CHEMBL618207,,N
,,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,2107.0,10090.0,4543,In vivo,,,,Liver,A,1,BAO_0000218,3655,1,CHEMBL618208,,N
,,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,2107.0,10090.0,4544,In vivo,,,,Liver,A,1,BAO_0000218,3655,1,CHEMBL618932,,N
,,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,2107.0,10090.0,4545,In vivo,,,,Liver,A,1,BAO_0000218,3655,1,CHEMBL618933,,N
,,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,2048.0,10090.0,4546,In vivo,,,,Lung,A,1,BAO_0000218,3655,1,CHEMBL618934,,N
,,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,2048.0,10090.0,4547,In vivo,,,,Lung,A,1,BAO_0000218,3655,1,CHEMBL618935,,N
,,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,2048.0,10090.0,4548,In vivo,,,,Lung,A,1,BAO_0000218,3655,1,CHEMBL618936,,N
,,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,2385.0,10090.0,4549,In vivo,,,,Muscle tissue,A,1,BAO_0000218,3655,1,CHEMBL618937,,N
,,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,2385.0,10090.0,4550,In vivo,,,,Muscle tissue,A,1,BAO_0000218,3655,1,CHEMBL618938,,N
,,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,2385.0,10090.0,4551,In vivo,,,,Muscle tissue,A,1,BAO_0000218,3655,1,CHEMBL619104,,N
,,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,2106.0,10090.0,4552,In vivo,,,,Spleen,A,1,BAO_0000218,3655,1,CHEMBL619105,,N
,,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,2106.0,10090.0,4553,In vivo,,,,Spleen,A,1,BAO_0000218,3655,1,CHEMBL619106,,N
,,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,2106.0,10090.0,4554,In vivo,,,,Spleen,A,1,BAO_0000218,3655,1,CHEMBL619107,,N
,,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,,50594,Mus musculus,Intermediate,945.0,10090.0,4555,In vivo,,,,Stomach,A,1,BAO_0000218,3655,1,CHEMBL875410,,N
,,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,,50594,Mus musculus,Intermediate,945.0,10090.0,4556,In vivo,,,,Stomach,A,1,BAO_0000218,3655,1,CHEMBL619108,,N
,,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,,50594,Mus musculus,Intermediate,945.0,10090.0,4557,In vivo,,,,Stomach,A,1,BAO_0000218,3655,1,CHEMBL619109,,N
,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,50594,Mus musculus,Intermediate,,10090.0,4558,In vivo,,,,,A,1,BAO_0000218,16597,1,CHEMBL619110,,N
,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,50594,Mus musculus,Intermediate,,10090.0,4559,In vivo,,,,,F,1,BAO_0000218,16597,1,CHEMBL619111,,N
,,MRT value at a dose of 10 mg/kg intravenous administration in mice.,,50594,Mus musculus,Intermediate,,10090.0,4560,In vivo,,,,,A,1,BAO_0000218,16597,1,CHEMBL619112,,N
,,MRT value at a dose of 10 mg/kg peroral administration in mice.,,50594,Mus musculus,Intermediate,,10090.0,4561,In vivo,,,,,A,1,BAO_0000218,16597,1,CHEMBL619113,,N
,,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,,50594,Mus musculus,Intermediate,,10090.0,4562,In vivo,,,,,A,1,BAO_0000218,17764,1,CHEMBL619114,,N
,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,,50594,Mus musculus,Intermediate,,10090.0,4563,In vivo,,,,,F,1,BAO_0000218,17764,1,CHEMBL619115,,N
,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,478.0,81034,Homo sapiens,Intermediate,,9606.0,4564,,A2780,,,,F,1,BAO_0000219,3830,1,CHEMBL619116,,N
,,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,478.0,81034,Homo sapiens,Intermediate,,9606.0,4565,,A2780,,,,F,1,BAO_0000219,3829,1,CHEMBL619117,,N
,,Compound was evaluated for cytotoxicity against A2780 cell lines.,478.0,81034,Homo sapiens,Intermediate,,9606.0,4566,,A2780,,,,F,1,BAO_0000219,2040,1,CHEMBL619118,,N
,,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,478.0,81034,Homo sapiens,Intermediate,,9606.0,4567,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619119,,N
,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,478.0,81034,Homo sapiens,Intermediate,,9606.0,4568,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619120,,N
,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,478.0,81034,Homo sapiens,Intermediate,,9606.0,4569,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619121,,N
,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,478.0,81034,Homo sapiens,Intermediate,,9606.0,4570,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619122,,N
,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,478.0,81034,Homo sapiens,Intermediate,,9606.0,4571,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619123,,N
,,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,478.0,81034,Homo sapiens,Intermediate,,9606.0,4572,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619124,,N
,,Compound was evaluated for cytotoxicity against A2780 cell line,478.0,81034,Homo sapiens,Intermediate,,9606.0,4573,,A2780,,,,F,1,BAO_0000219,2859,1,CHEMBL619125,,N
,,In vitro inhibitory activity against human tumor cell line A2780,478.0,81034,Homo sapiens,Intermediate,,9606.0,4574,,A2780,,,,F,1,BAO_0000219,5618,1,CHEMBL875411,,N
,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,478.0,81034,Homo sapiens,Intermediate,,9606.0,4575,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619126,,N
,,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,478.0,81034,Homo sapiens,Intermediate,,9606.0,4576,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619127,,N
,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,478.0,81034,Homo sapiens,Intermediate,,9606.0,4577,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619128,,N
,,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,478.0,81034,Homo sapiens,Intermediate,,9606.0,4578,,A2780,,,,F,1,BAO_0000219,15684,1,CHEMBL619129,,N
,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,478.0,81034,Homo sapiens,Intermediate,,9606.0,4579,,A2780,,,,F,1,BAO_0000219,2113,1,CHEMBL619130,,N
,,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,478.0,81034,Homo sapiens,Intermediate,,9606.0,4580,,A2780,,,,F,1,BAO_0000219,2113,1,CHEMBL619131,,N
,,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,478.0,81034,Homo sapiens,Intermediate,,9606.0,4581,,A2780,,,,F,1,BAO_0000219,16745,1,CHEMBL619132,,N
