assay_id,assay_organism,tid,chembl_id,variant_id,src_id,bao_format,assay_type,assay_tax_id,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_strain,assay_tissue
4542,Mus musculus,50594,CHEMBL618207,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,In vivo,,,Kidney
4543,Mus musculus,50594,CHEMBL618208,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,In vivo,,,Liver
4544,Mus musculus,50594,CHEMBL618932,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,In vivo,,,Liver
4545,Mus musculus,50594,CHEMBL618933,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,In vivo,,,Liver
4546,Mus musculus,50594,CHEMBL618934,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,In vivo,,,Lung
4547,Mus musculus,50594,CHEMBL618935,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,In vivo,,,Lung
4548,Mus musculus,50594,CHEMBL618936,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,In vivo,,,Lung
4549,Mus musculus,50594,CHEMBL618937,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,In vivo,,,Muscle tissue
4550,Mus musculus,50594,CHEMBL618938,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,In vivo,,,Muscle tissue
4551,Mus musculus,50594,CHEMBL619104,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,In vivo,,,Muscle tissue
4552,Mus musculus,50594,CHEMBL619105,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,In vivo,,,Spleen
4553,Mus musculus,50594,CHEMBL619106,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,In vivo,,,Spleen
4554,Mus musculus,50594,CHEMBL619107,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,In vivo,,,Spleen
4555,Mus musculus,50594,CHEMBL875410,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,In vivo,,,Stomach
4556,Mus musculus,50594,CHEMBL619108,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,In vivo,,,Stomach
4557,Mus musculus,50594,CHEMBL619109,,1,BAO_0000218,A,10090.0,N,Intermediate,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,In vivo,,,Stomach
4558,Mus musculus,50594,CHEMBL619110,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,,,
4559,Mus musculus,50594,CHEMBL619111,,1,BAO_0000218,F,10090.0,N,Intermediate,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,,,
4560,Mus musculus,50594,CHEMBL619112,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,MRT value at a dose of 10 mg/kg intravenous administration in mice.,In vivo,,,
4561,Mus musculus,50594,CHEMBL619113,,1,BAO_0000218,A,10090.0,N,Intermediate,16597,MRT value at a dose of 10 mg/kg peroral administration in mice.,In vivo,,,
4562,Mus musculus,50594,CHEMBL619114,,1,BAO_0000218,A,10090.0,N,Intermediate,17764,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,In vivo,,,
4563,Mus musculus,50594,CHEMBL619115,,1,BAO_0000218,F,10090.0,N,Intermediate,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,In vivo,,,
4564,Homo sapiens,81034,CHEMBL619116,,1,BAO_0000219,F,9606.0,N,Intermediate,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,,,,
4565,Homo sapiens,81034,CHEMBL619117,,1,BAO_0000219,F,9606.0,N,Intermediate,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,,,,
4566,Homo sapiens,81034,CHEMBL619118,,1,BAO_0000219,F,9606.0,N,Intermediate,2040,Compound was evaluated for cytotoxicity against A2780 cell lines.,,,,
4567,Homo sapiens,81034,CHEMBL619119,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,,,,
4568,Homo sapiens,81034,CHEMBL619120,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,,,
4569,Homo sapiens,81034,CHEMBL619121,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,,,
4570,Homo sapiens,81034,CHEMBL619122,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,,,
4571,Homo sapiens,81034,CHEMBL619123,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,,,
4572,Homo sapiens,81034,CHEMBL619124,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,,,
4573,Homo sapiens,81034,CHEMBL619125,,1,BAO_0000219,F,9606.0,N,Intermediate,2859,Compound was evaluated for cytotoxicity against A2780 cell line,,,,
4574,Homo sapiens,81034,CHEMBL875411,,1,BAO_0000219,F,9606.0,N,Intermediate,5618,In vitro inhibitory activity against human tumor cell line A2780,,,,
4575,Homo sapiens,81034,CHEMBL619126,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,,,,
4576,Homo sapiens,81034,CHEMBL619127,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,,,
4577,Homo sapiens,81034,CHEMBL619128,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,,,
4578,Homo sapiens,81034,CHEMBL619129,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,,,
4579,Homo sapiens,81034,CHEMBL619130,,1,BAO_0000219,F,9606.0,N,Intermediate,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,,,,
4580,Homo sapiens,81034,CHEMBL619131,,1,BAO_0000219,F,9606.0,N,Intermediate,2113,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,,,,
4581,Homo sapiens,81034,CHEMBL619132,,1,BAO_0000219,F,9606.0,N,Intermediate,16745,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,,,,
4582,Homo sapiens,81034,CHEMBL619133,,1,BAO_0000218,F,9606.0,N,Expert,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,,,
4583,Homo sapiens,81034,CHEMBL619134,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,,,
4584,Homo sapiens,81034,CHEMBL619135,,1,BAO_0000219,F,9606.0,N,Intermediate,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,,,
4585,Homo sapiens,81034,CHEMBL619136,,1,BAO_0000219,F,9606.0,N,Intermediate,2040,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,,,,
4586,Homo sapiens,81034,CHEMBL619137,,1,BAO_0000219,F,9606.0,N,Intermediate,2040,Relative resistance factor in A2780 cisplatin-resistant line,,,,
4587,Homo sapiens,81034,CHEMBL883713,,1,BAO_0000219,F,9606.0,N,Intermediate,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,,,,
4588,Homo sapiens,81034,CHEMBL875412,,1,BAO_0000219,F,9606.0,N,Intermediate,16165,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,,,,
4589,Homo sapiens,81034,CHEMBL619138,,1,BAO_0000218,F,9606.0,N,Expert,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,,,
4590,Homo sapiens,81034,CHEMBL619262,,1,BAO_0000218,F,9606.0,N,Expert,16597,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,,,
4591,Homo sapiens,81034,CHEMBL619139,,1,BAO_0000219,F,9606.0,N,Intermediate,3992,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,,,,
4592,Homo sapiens,81034,CHEMBL619140,,1,BAO_0000219,F,9606.0,N,Intermediate,10553,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,,,,
4593,Homo sapiens,81034,CHEMBL619141,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,,,,
4594,Homo sapiens,81034,CHEMBL619142,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,,,,
4595,Homo sapiens,81034,CHEMBL619143,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,,,,
4596,Homo sapiens,81034,CHEMBL619144,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,,,,
4597,Homo sapiens,81034,CHEMBL619145,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,,,,
4598,Homo sapiens,81034,CHEMBL619146,,1,BAO_0000219,F,9606.0,N,Intermediate,15608,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,,,,
4599,Homo sapiens,81034,CHEMBL619147,,1,BAO_0000219,F,9606.0,N,Intermediate,15569,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,,,,
4600,Homo sapiens,81034,CHEMBL619148,,1,BAO_0000219,F,9606.0,N,Intermediate,17420,Antiproliferative effect of compound on A2780/DX cell line,,,,
4601,Homo sapiens,81034,CHEMBL619149,,1,BAO_0000219,F,9606.0,N,Intermediate,17420,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,,,,
4602,Homo sapiens,81034,CHEMBL619150,,1,BAO_0000219,F,9606.0,N,Intermediate,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),,,,
4603,Homo sapiens,81034,CHEMBL619151,,1,BAO_0000219,F,9606.0,N,Intermediate,15099,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),,,,
4604,Homo sapiens,81034,CHEMBL883794,,1,BAO_0000219,F,9606.0,N,Intermediate,17672,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,,,,
4605,Homo sapiens,81034,CHEMBL619152,,1,BAO_0000219,F,9606.0,N,Intermediate,17672,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,,,,
4606,Homo sapiens,81034,CHEMBL619153,,1,BAO_0000219,F,9606.0,N,Intermediate,17270,In vitro cytotoxicity against A2780ADR cell line,,,,
4607,Homo sapiens,81034,CHEMBL619154,,1,BAO_0000219,F,9606.0,N,Intermediate,17270,In vitro cytotoxicity against A2780CIS cell line,,,,
4608,Homo sapiens,81034,CHEMBL619155,,1,BAO_0000219,F,9606.0,N,Intermediate,5574,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,,,,
4609,Homo sapiens,81034,CHEMBL619156,,1,BAO_0000219,F,9606.0,N,Intermediate,2113,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,,,,
4610,Homo sapiens,81034,CHEMBL619157,,1,BAO_0000219,F,9606.0,N,Intermediate,16913,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",,,,
4611,Homo sapiens,81034,CHEMBL619797,,1,BAO_0000219,F,9606.0,N,Intermediate,16913,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",,,,
4612,Macaca mulatta,22224,CHEMBL619798,,1,BAO_0000218,A,9544.0,U,Autocuration,17839,Oral bioavailability of compound in rhesus macaques,In vivo,,,
4613,monkey,22224,CHEMBL619799,,1,BAO_0000218,A,9443.0,U,Autocuration,6821,Oral bioavailability in monkey,In vivo,,,
4614,monkey,22224,CHEMBL619800,,1,BAO_0000218,A,9443.0,U,Autocuration,6078,Oral bioavailability evaluated in monkey,In vivo,,,
4615,monkey,22224,CHEMBL619801,,1,BAO_0000218,A,9443.0,U,Autocuration,6535,Oral bioavailability in monkey (dose 1 mg/kg p.o.),In vivo,,,
4616,Macaca mulatta,22224,CHEMBL619802,,1,BAO_0000218,A,9544.0,U,Autocuration,4449,Oral bioavailability in Rhesus monkey,In vivo,,,
4617,Macaca mulatta,22224,CHEMBL619803,,1,BAO_0000218,A,9544.0,U,Autocuration,6057,Oral bioavailability was calculated in rhesus monkey,In vivo,,,
4618,Macaca fascicularis,22224,CHEMBL619965,,1,BAO_0000218,A,9541.0,U,Autocuration,5922,Oral bioavailability in cynomolgus monkey,In vivo,,,
4619,monkey,22224,CHEMBL619966,,1,BAO_0000218,A,9443.0,U,Autocuration,5940,Oral bioavailability in monkey,In vivo,,,
4620,monkey,22224,CHEMBL619967,,1,BAO_0000218,A,9443.0,U,Autocuration,6265,Oral bioavailability in monkey,In vivo,,,
4621,monkey,22224,CHEMBL620073,,1,BAO_0000218,A,9443.0,U,Autocuration,6265,Oral bioavailability in monkey (dose 1 mg/kg),In vivo,,,
4622,monkey,22224,CHEMBL620074,,1,BAO_0000218,A,9443.0,U,Autocuration,6265,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,,,
4623,monkey,22224,CHEMBL620075,,1,BAO_0000218,A,9443.0,U,Autocuration,5940,Oral bioavailability in monkey,In vivo,,,
4624,monkey,22224,CHEMBL620076,,1,BAO_0000218,A,9443.0,U,Autocuration,5940,Oral bioavailability in monkey,In vivo,,,
4625,Macaca mulatta,22224,CHEMBL620077,,1,BAO_0000218,A,9544.0,U,Autocuration,4514,Oral bioavailability in rhesus monkey,In vivo,,,
4626,Macaca mulatta,22224,CHEMBL620078,,1,BAO_0000218,A,9544.0,U,Autocuration,5546,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,In vivo,,,
4627,Saimiri sciureus,22224,CHEMBL620079,,1,BAO_0000218,A,9521.0,U,Autocuration,5553,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,In vivo,,,
4628,monkey,22224,CHEMBL620080,,1,BAO_0000218,A,9443.0,U,Autocuration,6641,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,,
4629,Macaca mulatta,22224,CHEMBL620081,,1,BAO_0000218,A,9544.0,U,Autocuration,5472,Oral bioavailability in Rhesus monkey,In vivo,,,
4630,Macaca mulatta,22224,CHEMBL620082,,1,BAO_0000218,A,9544.0,U,Autocuration,5668,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),In vivo,,,
4631,monkey,22224,CHEMBL620083,,1,BAO_0000218,A,9443.0,U,Autocuration,5711,Oral bioavailability in monkey at 10 mg/kg of the compound,In vivo,,,
4632,Macaca mulatta,22224,CHEMBL620084,,1,BAO_0000218,A,9544.0,U,Autocuration,5145,Bioavailability in Rhesus monkey,In vivo,,,
4633,Cercopithecidae,22224,CHEMBL620085,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,,
4634,Cercopithecidae,22224,CHEMBL874595,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,,
4635,Cercopithecidae,22224,CHEMBL873352,,1,BAO_0000218,A,9527.0,U,Autocuration,3249,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,In vivo,,,
4636,Cercopithecidae,22224,CHEMBL620086,,1,BAO_0000218,A,9527.0,U,Autocuration,3249,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,In vivo,,,
4637,Cercopithecidae,22224,CHEMBL620087,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,Mean residence time was determined after intravenous administration in cynomolgus monkeys,In vivo,,,
4638,Cercopithecidae,22224,CHEMBL620088,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,In vivo,,,
4639,Cercopithecidae,22224,CHEMBL620089,,1,BAO_0000218,A,9527.0,U,Autocuration,5355,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,In vivo,,,
4640,Cercopithecidae,22224,CHEMBL620090,,1,BAO_0000218,A,9527.0,U,Autocuration,4809,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),In vivo,,,
4641,Cercopithecidae,22224,CHEMBL620091,,1,BAO_0000218,A,9527.0,U,Autocuration,4809,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,,,
4642,Cercopithecidae,22224,CHEMBL620092,,1,BAO_0000251,A,9527.0,U,Autocuration,14294,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),,,,
4643,Cercopithecidae,22224,CHEMBL620093,,1,BAO_0000251,A,9527.0,U,Autocuration,14294,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),,,,
4644,Cercopithecidae,22224,CHEMBL620094,,1,BAO_0000251,A,9527.0,U,Autocuration,14294,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),,,,
4645,Cercopithecidae,22224,CHEMBL620095,,1,BAO_0000251,A,9527.0,U,Autocuration,14294,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),,,,
4646,Cercopithecidae,22224,CHEMBL620096,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,,,
4647,Cercopithecidae,22224,CHEMBL620097,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,In vivo,,,
4648,Cercopithecidae,22224,CHEMBL620098,,1,BAO_0000019,A,9527.0,U,Autocuration,11271,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,,,,
4649,Cercopithecidae,22224,CHEMBL620099,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,,
4650,Cercopithecidae,22224,CHEMBL620100,,1,BAO_0000218,A,9527.0,U,Autocuration,3443,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,,
4651,Cercopithecidae,22224,CHEMBL620101,,1,BAO_0000019,A,9527.0,U,Autocuration,6821,Elimination Half-life of compound was determined in monkey,,,,
4652,Cercopithecidae,22224,CHEMBL620102,,1,BAO_0000019,A,9527.0,U,Autocuration,17267,Half life of compound was determined in rhesus monkey,,,,
