assay_id,assay_organism,tid,tissue_id,assay_category,src_id,assay_test_type,src_assay_id,curated_by,doc_id,description,assay_subcellular_fraction,relationship_type,assay_cell_type,assay_type,assay_strain,assay_tax_id,assay_tissue,confidence_score
4925,Mus musculus,50594,,,1,In vivo,,Intermediate,3802,Tested for Tmax value at the dose of 10 mg/kg when administered perorally in mouse,,N,,A,,10090.0,,1
4926,Mus musculus,50594,1969.0,,1,In vivo,,Intermediate,2862,Time taken to reach maximum concentration in plasma upon oral administration in mouse,,N,,A,,10090.0,Plasma,1
4927,Mus musculus,50594,1969.0,,1,In vivo,,Intermediate,6348,Time to reach maximum plasma concentration was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,N,,A,,10090.0,Plasma,1
4928,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax after intraperitoneal administration in mice at 23 uM/kg,,N,,F,,10090.0,,1
4929,Mus musculus,50594,,,1,In vivo,,Intermediate,5781,Tmax after oral administration at 30 mg/kg in ICR mouse,,N,,A,,10090.0,,1
4930,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax after peroral administration in mice at 2.4 uM/kg,,N,,A,,10090.0,,1
4931,Mus musculus,50594,,,1,In vivo,,Intermediate,4066,Tmax at a single subcutaneous administration of 40 mg/kg in mice,,N,,A,,10090.0,,1
4932,Mus musculus,50594,955.0,,1,In vivo,,Intermediate,17641,Tmax in brain of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Brain,1
4933,Mus musculus,50594,2113.0,,1,In vivo,,Intermediate,17641,Tmax in kidney of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Kidney,1
4934,Mus musculus,50594,2107.0,,1,In vivo,,Intermediate,17641,Tmax in liver of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Liver,1
4935,Mus musculus,50594,2048.0,,1,In vivo,,Intermediate,17641,Tmax in lungs of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Lung,1
4936,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax in mice at 18 uM/kg i.p. administration,,N,,F,,10090.0,,1
4937,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax in mice at 23 uM/kg i.v. administration,,N,,F,,10090.0,,1
4938,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax in mice at 25 uM/kg i.p. administration,,N,,F,,10090.0,,1
4939,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Tmax in mice at 26 uM/kg i.p. administration,,N,,F,,10090.0,,1
4940,Mus musculus,50594,2106.0,,1,In vivo,,Intermediate,17641,Tmax in spleen of mice at the oral dose of 50 mg/kg,,N,,A,,10090.0,Spleen,1
4941,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,Tmax value at a dose of 10 mg/kg intravenous administration in mice.,,N,,A,,10090.0,,1
4942,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,Tmax value at a dose of 10 mg/kg peroral administration in mice.,,N,,A,,10090.0,,1
4943,Mus musculus,50594,,,1,,,Intermediate,5951,Tmax value in IRC mice,,N,,A,,10090.0,,1
4944,Mus musculus,50594,,,1,In vivo,,Intermediate,5506,Tmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,,N,,A,,10090.0,,1
4945,Mus musculus,50594,,,1,In vivo,,Intermediate,5506,Tmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,,N,,A,,10090.0,,1
4946,Mus musculus,50594,1088.0,,1,,,Intermediate,429,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg ( 0-24 hr ),,N,,A,,10090.0,Urine,1
4947,Mus musculus,50594,1088.0,,1,,,Intermediate,429,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg (0-24 hr),,N,,A,,10090.0,Urine,1
4948,Mus musculus,50594,1088.0,,1,,,Intermediate,4066,Urinary recovery by disk method using Streptococcus pyogenes (0-24 h),,N,,A,,10090.0,Urine,1
4949,Mus musculus,50594,,,1,,,Intermediate,17734,The first compartment constitutes the majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,,N,,A,,10090.0,,1
4950,Mus musculus,50594,,,1,,,Intermediate,17734,The second majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,,N,,A,,10090.0,,1
4951,Mus musculus,50594,,,1,In vivo,,Intermediate,6062,Terminal phase volume of distribution was measured in mouse after an iv dose of 1 mg/kg,,N,,A,,10090.0,,1
4952,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 100 mg/kg,,N,,A,,10090.0,,1
4953,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg,,N,,A,,10090.0,,1
4954,Mus musculus,50594,,,1,In vivo,,Intermediate,5969,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,,N,,A,,10090.0,,1
4955,Mus musculus,50594,,,1,In vivo,,Intermediate,5980,Vd in mice,,N,,A,,10090.0,,1
4956,Mus musculus,50594,,,1,In vivo,,Intermediate,17592,Volume of distribution in mouse,,N,,A,,10090.0,,1
4957,Mus musculus,50594,,,1,In vivo,,Intermediate,6348,Volume of distribution was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,N,,A,,10090.0,,1
4958,Mus musculus,50594,,,1,In vivo,,Intermediate,17753,Volume of distribution of compound in plasma was determined at 24 mg/Kg,,N,,A,,10090.0,,1
4959,Mus musculus,50594,,,1,In vivo,,Intermediate,17753,Volume of distribution of compound in plasma was determined at 40 mg/Kg,,N,,A,,10090.0,,1
4960,Mus musculus,50594,,,1,In vivo,,Intermediate,17753,Volume of distribution of compound in plasma was determined at 5 mg/Kg,,N,,A,,10090.0,,1
4961,Mus musculus,50594,,,1,In vivo,,Intermediate,4239,Pharmacokinetic property (vdss) was measured in mouse,,N,,A,,10090.0,,1
4962,Mus musculus,50594,,,1,In vivo,,Intermediate,2862,Value distribution upon iv administration in mouse,,N,,A,,10090.0,,1
4963,Mus musculus,50594,,,1,In vivo,,Intermediate,17734,Volume of distribution after intraperitoneal administration of 100 mg/kg in mice,,N,,A,,10090.0,,1
4964,Mus musculus,50594,,,1,In vivo,,Intermediate,2675,Volume of distribution was evaluated in mice after intravenous administration,,N,,A,,10090.0,,1
4965,Mus musculus,50594,,,1,In vivo,,Intermediate,2675,Volume of distribution was evaluated in mice after oral administration,,N,,A,,10090.0,,1
4966,Mus musculus,50594,,,1,In vivo,,Intermediate,17837,Steady state volume of distribution of compound in mouse blood following i.v. administration of 10 mg/kg,,N,,A,,10090.0,,1
4967,Mus musculus,50594,,,1,In vivo,,Intermediate,5727,Steady state volume of distribution was determined in mice,,N,,A,,10090.0,,1
4968,Mus musculus,50594,,,1,In vivo,,Intermediate,17852,Volume distribution (steady state) of compound was determined in mouse,,N,,A,,10090.0,,1
4969,Mus musculus,50594,,,1,In vivo,,Intermediate,17764,Volume of solubility in solution after intravenous administration in mice at 24 uM/kg,,N,,A,,10090.0,,1
4970,Mus musculus,50594,,,1,In vivo,,Intermediate,16597,Vss value at a dose of 10 mg/kg intravenous administration in mice.,,N,,A,,10090.0,,1
4971,Mus musculus,50594,,,1,In vivo,,Intermediate,6062,Volume of distribution was measured in mouse after an iv dose of 1 mg/kg,,N,,A,,10090.0,,1
4972,Mus musculus,50594,2113.0,,1,In vivo,,Intermediate,16438,Biodistribution of compound (oxidized form) in in kidney tissue,,N,,A,,10090.0,Kidney,1
4973,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,16438,Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip administration in DMSO solution,,N,,A,,10090.0,Blood,1
4974,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,16438,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip dosing, in DMSO solution",,N,,A,,10090.0,Blood,1
4975,Mus musculus,50594,178.0,,1,In vivo,,Intermediate,16438,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",,N,,A,,10090.0,Blood,1
4976,Homo sapiens,80019,,,1,,,Intermediate,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A427Mer- cell line of lung using the MTT Cytotoxicity Assay,,N,A-427,F,,9606.0,,1
4977,Homo sapiens,80852,,,1,,,Expert,16597,Inhibition of A431 human squamous cell carcinoma cell proliferation,,N,A-431,F,,9606.0,,1
4978,Homo sapiens,80852,,,1,,,Expert,16062,Inhibition of cell growth of human epidermoid carcinoma xenograft (A431) model using cell based assay,,N,A-431,F,,9606.0,,1
4979,Homo sapiens,80852,,,1,,,Expert,16062,Inhibition of human epidermoid carcinoma xenograft (A431) tumor growth,,N,A-431,F,,9606.0,,1
4980,Homo sapiens,80852,,,1,,,Expert,16958,Concentration required to inhibit growth of human carcinoma epidermoid (A431) cell line,,N,A-431,F,,9606.0,,1
4981,Homo sapiens,80852,,,1,,,Expert,6700,Inhibition of A431 human carcinoma cell proliferation,,N,A-431,F,,9606.0,,1
4982,Homo sapiens,80852,,,1,,,Expert,17226,In vitro inhibition of A431 (human carcinoma) cell basal growth.,,N,A-431,F,,9606.0,,1
4983,Homo sapiens,80852,,,1,,,Intermediate,6828,Inhibitory concentration of compound against growth of human A431 cell line; Resistant,,N,A-431,F,,9606.0,,1
4984,Homo sapiens,80852,,,1,,,Intermediate,12314,In vitro cytotoxicity against epidermoid carcinoma cell line,,N,A-431,F,,9606.0,,1
4985,Homo sapiens,9,,,1,,,Expert,13412,"In vivo efficacy following oral administration in nude mouse tumor model, xenograft A431 cells expressing EGF-R",,D,A-431,F,,9606.0,,9
4986,Homo sapiens,80852,,,1,,,Intermediate,13299,Antiproliferative activity of compound was measured on human tumor cell line A431.,,N,A-431,F,,9606.0,,1
4987,Homo sapiens,80852,,,1,,,Intermediate,17420,Antiproliferative effect of compound on A431 cell line expressing mutant p53,,N,A-431,F,,9606.0,,1
4988,Homo sapiens,80852,,,1,,,Intermediate,13678,Compound was evaluated for cell growth inhibition against A 431 cell line by irradiation in the presence of examined compound,,N,A-431,F,,9606.0,,1
4989,,9,,,1,,,Expert,14171,Inhibition of EGF-stimulated tyrosine phosphorylation in A431 cells.,,H,A-431,F,,,,8
4990,Homo sapiens,80852,,,1,,,Expert,6333,Tested for antiproliferative activity against human A431 cells,,N,A-431,F,,9606.0,,1
4991,Homo sapiens,9,,,1,,,Expert,2356,Inhibition of epidermal growth factor receptor (EGF-R) autophosphorylation in A431 cells,,D,A-431,F,,9606.0,,9
4992,Homo sapiens,80852,,,1,,,Expert,15578,Concentration needed to inhibit 50% growth of the human A431 (epidermoid carcinoma) cell lines,,N,A-431,F,,9606.0,,1
4993,Homo sapiens,80852,,,1,,,Expert,5126,Inhibition of A431 cell proliferation,,N,A-431,F,,9606.0,,1
4994,Homo sapiens,80852,,,1,,,Expert,6844,Cytotoxic effect on A431 human epidermoid carcinoma cells,,N,A-431,F,,9606.0,,1
4995,Homo sapiens,80852,,,1,,,Expert,6844,Cytotoxic effect on A431 human epidermoid carcinoma cells (No response to 1 mM),,N,A-431,F,,9606.0,,1
4996,Homo sapiens,80852,,,1,,,Intermediate,4925,Cytotoxicity expressed as inhibitory concentration required to reduce the cell growth of A431 human epidermal carcinoma cell line,,N,A-431,F,,9606.0,,1
4997,Homo sapiens,80852,,,1,,,Intermediate,4925,Cytotoxicity expressed as inhibitory concentration required to reduce the cell growth of A431 human epidermal carcinoma cell line; NT=Not tested,,N,A-431,F,,9606.0,,1
4998,Homo sapiens,80852,,,1,,,Intermediate,13978,In vitro Growth Inhibitory activity against A431 Human vulva cancer cell line,,N,A-431,F,,9606.0,,1
4999,Homo sapiens,80852,,,1,,,Intermediate,16786,In vitro cytotoxicity of compound against human A431 (epidermoid) cancer cell line after 72 hr of drug exposure,,N,A-431,F,,9606.0,,1
5000,,9,,,1,,,Expert,13412,Inhibition of EGF-stimulated tyrosine phosphorylation in A431 cells expressing EGF-R,,H,A-431,F,,,,8
5001,Homo sapiens,80852,,,1,,,Intermediate,17824,In vivo antiproliferative activity against A431 cell line,,N,A-431,F,,9606.0,,1
5002,Homo sapiens,9,,,1,,,Expert,12751,Inhibition of EGF-dependent autophosphorylation of EGF-R in human A431 cells,,D,A-431,F,,9606.0,,9
5003,Homo sapiens,80852,,,1,,,Expert,12380,Inhibition of A431 human epidermoid carcinoma cell proliferation,,N,A-431,F,,9606.0,,1
5004,Homo sapiens,9,,,1,,,Expert,4959,Inhibition of autophosphorylation of human epidermal growth factor-receptor (EGF-R) expressed in A431 cells,,D,A-431,F,,9606.0,,9
5005,Homo sapiens,80852,,,1,,,Intermediate,6333,Inhibitory effect on nonphospho-Src after EGF (100 uM) stimulation of A431 cells (control=178),,N,A-431,F,,9606.0,,1
5006,Homo sapiens,80852,,,1,,,Intermediate,6333,Inhibitory effect on phospho-Src (Tyr416) after EGF (100 uM) stimulation of A431 cells (38),,N,A-431,F,,9606.0,,1
5007,Homo sapiens,80852,,,1,,,Intermediate,6333,Inhibitory effect on phospho-Src/nonphospho after EGF (100 uM) stimulation of A431 cells (21),,N,A-431,F,,9606.0,,1
5008,Homo sapiens,9,,,1,,,Expert,5296,Inhibition of EGFR overexpressing A431 cell proliferation,,D,,F,,9606.0,,9
5009,Homo sapiens,80852,,,1,,,Expert,12624,Inhibition of A431 cell proliferation,,N,A-431,F,,9606.0,,1
5010,Homo sapiens,9,,,1,,,Expert,14926,No inhibition of EGFR phosphorylation in A431 cells 8 hour after washing cells free of the inhibitor,,D,A-431,F,,9606.0,,9
5011,Homo sapiens,9,,,1,,,Expert,14926,"Partial inhibition of EGFR phosphorylation in A431 cells, 8 hour after washing cells free of the inhibitor",,D,A-431,F,,9606.0,,9
5012,,9,,,1,,,Expert,14926,Irreversible inhibition of ATP binding site of EGFR (lack of phosphorylated EGFR) in A431 cells 8 hour after washing cells free of the inhibitor),,H,A-431,F,,,,8
5013,Homo sapiens,80852,,,1,,,Intermediate,15144,The compound was tested in vitro for antiproliferative activity against A431 tumor cell lines,,N,A-431,F,,9606.0,,1
5014,Homo sapiens,80852,,,1,,,Intermediate,15144,The compound was tested in vitro for antiproliferative activity against A431 tumor cell lines,,N,A-431,F,,9606.0,,1
5015,Homo sapiens,80852,,,1,,,Intermediate,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration at 2 uM after 48 h; Did not affect the viability,,N,A-431,F,,9606.0,,1
5016,Homo sapiens,80852,,,1,,,Intermediate,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration in the range of 1-10 uM after 48 h; Did not affect the viability,,N,A-431,F,,9606.0,,1
5017,Homo sapiens,80852,,,1,,,Intermediate,5245,Cell viability in A431 cells unstimulated with EGF was tested when incubated with concentration up to 10 uM after 48 h; Did not affect the viability,,N,A-431,F,,9606.0,,1
5018,Homo sapiens,80852,,,1,,,Intermediate,5245,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration 0.01 uM after 48 h; Cell death,,N,A-431,F,,9606.0,,1
5019,Homo sapiens,80852,,,1,,,Intermediate,5245,Cell viability in A431 cells when stimulated with EGF was tested when incubated with concentration 2 uM after 48 h; Cell death,,N,A-431,F,,9606.0,,1
5020,Cercopithecidae,22224,,,1,,,Autocuration,5922,Half-life period in cynomolgus monkey,,U,,A,,9527.0,,0
5021,Cercopithecidae,22224,1969.0,,1,In vitro,,Autocuration,1116,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in monkey plasma",,U,,A,,9527.0,Plasma,0
5022,Cercopithecidae,22224,,,1,In vivo,,Autocuration,17853,Longer half-life in monkey (i.v.) at 0.5 mpk,,U,,A,,9527.0,,0
5023,Cercopithecidae,22224,1969.0,,1,,,Autocuration,993,Plasma half life in monkey,,U,,A,,9527.0,Plasma,0
5024,Cercopithecidae,22224,1969.0,,1,,,Autocuration,4514,Plasma half-life in rhesus monkey,,U,,A,,9527.0,Plasma,0
5025,Cercopithecidae,22224,1969.0,,1,In vivo,,Autocuration,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),,U,,A,,9527.0,Plasma,0
5026,Cercopithecidae,22224,1969.0,,1,In vivo,,Autocuration,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),,U,,A,,9527.0,Plasma,0
5027,Cercopithecidae,22224,,,1,In vivo,,Autocuration,4578,Tested for half life upon iv administration to african green monkey,,U,,A,,9527.0,,0
5028,Cercopithecidae,22224,,,1,In vivo,,Autocuration,2661,Compound was evaluated for maximum time to reach Cmax after treatment with oral dose of 2 mgkg to female cynomolgus monkey,,U,,A,,9527.0,,0
5029,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The time for peak concentration value after intravenous administration in cynomolgus monkeys; NA means Not applicable,,U,,A,,9527.0,,0
5030,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The time for peak concentration value after intravenous administration in cynomolgus monkeys; NA means not applicable,,U,,A,,9527.0,,0
5031,Cercopithecidae,22224,,,1,In vivo,,Autocuration,5355,The time for peak concentration value after oral administration in cynomolgus monkeys,,U,,A,,9527.0,,0
5032,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (CO2) in baboon plasma at 10 min after injection of the compound,,U,,A,,9527.0,,0
5033,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (CO2) in baboon plasma at 1 min after injection of the compound,,U,,A,,9527.0,,0
5034,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (CO2) in baboon plasma at 30 min after injection of the compound,,U,,A,,9527.0,,0
5035,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (CO2) in baboon plasma at 5 min after injection of the compound,,U,,A,,9527.0,,0
5036,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite(EME) in baboon plasma at 10 min after injection of the compound,,U,,A,,9527.0,,0
5037,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite(EME) in baboon plasma at 1 min after injection of the compound,,U,,A,,9527.0,,0
5038,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite(EME) in baboon plasma at 30 min after injection of the compound,,U,,A,,9527.0,,0
5039,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite(EME) in baboon plasma at 5 min after injection of the compound,,U,,A,,9527.0,,0
5040,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (acid metabolites) in baboon plasma at 10 min after injection of the compound,,U,,A,,9527.0,,0
5041,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (acid metabolites) in baboon plasma at 1 min after injection of the compound,,U,,A,,9527.0,,0
5042,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (acid metabolites) in baboon plasma at 30 min after injection of the compound,,U,,A,,9527.0,,0
5043,Cercopithecidae,22224,,,1,,,Autocuration,11271,Percentage of tracer or metabolite (acid metabolites) in baboon plasma at 5 min after injection of the compound,,U,,A,,9527.0,,0
