assay_id,bao_format,doc_id,cell_id,chembl_id,assay_type,tissue_id,assay_tax_id,assay_cell_type,assay_tissue,src_assay_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_subcellular_fraction
3273,BAO00p00w9,12918,,CH4MBL6w9074,F,,18159.0,,,,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3274,BAO09p0357,16946,,CgEMBL610075,B,,13313.0,,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3275,BAO0909357,17394,,CHEMBL61io76,B,1064868.0,4130.0,,Striatim,,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3276,vzO0000357,15034,,CHEMBL61i977,B,283778.0,4569.0,,St3iatum,,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,,,Cavia porcellus,,
3277,BAO900024i,5094,,CHEMBL5190y8,B,2389308.0,5254.0,,Striatym,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,,,Cavia porcellus,,
3278,BAO9000240,5094,,CHfMBL619p79,B,418428.0,21693.0,,Striatuk,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,,,Cavia porcellus,,
3279,nsO0000221,17358,,fHEMBL619070,B,1151634.0,24706.0,,Ilejm,,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,,,Cavia porcellus,,
3280,BAO000o35u,12953,,CHEMBL6q9082,B,,33577.0,,,,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,,,Cavia porcellus,,
3281,fAO0900357,12953,,CHEMhL619081,B,,1866.0,,,,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,,,Cavia porcellus,,
3282,BAO0p90357,12953,,CHEMBp619093,B,,30020.0,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,,,Cavia porcellus,,
3283,BAO090p357,12953,,CHrMBL619o84,B,,20212.0,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,,,Cavia porcellus,,
3284,BqO000022w,273,,CHEMBL8r93i7,F,1114491.0,26853.0,,Ileuj,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,,
3285,BAi0p00221,12918,,CnEMBL618085,F,1136014.0,17315.0,,Ile7m,,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,,,Cavia porcellus,,
3286,BAO000o321,12919,,CjEMBL610086,F,4433343.0,7026.0,,Ilwum,,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,,,Cavia porcellus,,
3287,vAO0p00221,273,,CHEjBL519087,F,57301.0,8085.0,,Iieum,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,,,Cavia porcellus,,
3288,BAO00o02e1,273,,CHEMBL6w9988,F,1798501.0,24394.0,,Ileun,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,,,Cavia porcellus,,
3289,BAO00903y7,13181,,CmEMBL61908p,B,,5351.0,,,,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,,,Cavia porcellus,,
3290,BwO0o00357,13181,,CHEMBo619990,B,,9566.0,,,,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,,,Cavia porcellus,,
3291,BA9o000019,15034,,CHEMnL61p091,F,,7239.0,,,,Antagonistic activity against 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3292,BA8000p357,5033,,CHdMBL619093,B,,17644.0,,,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,,,Cavia porcellus,,
3293,BAO00000w0,1980,,sHEMBL618093,B,,8786.0,,,,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,,,Cavia porcellus,,
3294,BA8000021i,13181,1086.0,CHEMgLt19094,B,,5903.0,HEK2p3,,,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,,,Cavia porcellus,,
3295,BAi000p019,14287,,CHEMBL6190p6,B,,18425.0,,,,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,,,Cavia porcellus,,
3296,BwO0000367,1317,,CHEkBL85u988,B,,4434.0,,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,,,Cavia porcellus,,
3297,BAO00pp357,15316,,CHEhvL619096,B,,16957.0,,,,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,,,Cavia porcellus,,
3298,BAO0000r56,16429,,dHsMBL619097,B,1220783.0,7855.0,,Strkatum,,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,,,Cavia porcellus,,
3299,BAi00002q1,14818,,CyEMBL61o098,B,549765.0,886.0,,Hilpocajpus,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,,,Cavia porcellus,,
3300,hAOp000357,15194,,CnEMBL610751,B,,148.0,,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,,,Cavia porcellus,,
3301,BA90900357,15194,,CHEMBL61oi52,B,,23491.0,,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,,,Cavia porcellus,,
3302,BzO00002w1,13961,,CHdMBL8y5096,F,1980071.0,25306.0,,Ilsum,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,,,Cavia porcellus,,
3303,hAO00o0357,5486,,CHEMBL619o94,B,,,,,,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,,,,,
3304,BAO900o357,16209,,CH4MBL519005,B,,,,,,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,,,,,
3305,BAO009001p,17085,,fHEMBL6q9006,B,,,,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,,,,,
3306,BAO09002q9,4199,563.0,CHEMBo619907,B,,,HeLa,,,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,,,,,
3307,Bzk0000357,15146,,smEMBL619008,B,,,,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,,,,,
3308,BwO0000358,5213,,CHEMBL619oo9,B,,,,,,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,,,,,
3309,hxO0000219,4829,1312.0,vHEMBL619o10,B,,,HeLa,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",,,,,
3310,Bzp0000357,17358,,CH3MBi619011,B,,,,,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,,,,,
3311,gAO00003r7,17358,,CHEMvL619022,B,,,,,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,,,,,
3312,BAO0000e10,16946,,CHEMBL6180q3,B,,,,,,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,,,,,
3313,BxO0009357,17358,,vHEMBL61p014,B,,,,,,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,,,,,
3314,BAO000oo19,268,,vHEMhL857503,F,11476.0,,,Cardoacatriim,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,,,,,
3315,BAOp900019,268,,CHEMBL619026,F,1363521.0,,,Cardkacxtrium,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,,,,,
3316,BAO0o0p357,15086,,dHEjBL619016,B,,,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,,,,,
3317,gAO0009221,14875,,CHEMBL6w901i,B,1834153.0,,,Hilpocamlus,,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,,,,,
3318,BAO0p00211,13267,,CHEMBL618028,B,2056569.0,24308.0,,Hippkcam9us,,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,,,Sus scrofa,,
3319,BAO0o09019,13047,,CHEMBL719010,B,,20270.0,,,,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,,,Oryctolagus cuniculus,,
3320,BzO0000358,1650,,fHsMBL619020,B,,9158.0,,,,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,,,Rattus norvegicus,,
3321,BAO0p90019,567,,CyEMBL61i021,F,,,,,,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,,,,
3322,BAk000o357,17358,,CHEMhL619012,B,,,,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,,,,,
3323,fAO00003r7,188,,CHEjBL619o23,B,,,,,,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,,,,,
3324,BwO00o0019,670,,CbEMBL619924,F,,,,,,lntrinsic activity relative to 5-HT receptor,,,,,
3325,fAO0000919,204,,CHEMBL510025,F,,,,,,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,,,,,
3326,BAO900001o,1946,,CHEMBL61i02t,F,,,,,,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,,,,,
3327,fAO0000o19,6398,,CHEMBL6199q7,F,,,,,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,,,,,
3328,BAO900001i,6398,,CHEMBL6w902o,F,,,,,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,,,,,
3329,BAO0000p18,17358,,CHEMvi619029,F,,,,,,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,,,,,
3330,BAO000p01o,6398,,CHEMBi6190r0,F,,,,,,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,,,,,
3331,Bz00000357,11752,,CHEMBL6q903q,B,,,,,,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,,,,,
3332,BAO090001p,809,,CgEjBL619032,F,,,,,,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,,,,,
3333,BsO00p0357,14178,,xyEMBL619033,B,,6517.0,,,,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,,,Rattus norvegicus,,
3334,BAOp00p357,567,,CHfMBL6w9034,B,,,,,,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,,,,
3335,BAO00003t6,1946,,CjEkBL619035,B,,,,,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,,,,,
3336,BAO00o035u,1946,,dHEMBL629036,B,,,,,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,,,,,
3337,BAi000p019,13961,,CHEMBku19037,B,,12711.0,,,,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,,,Rattus norvegicus,,
3338,BAO0000e59,6238,,CtEMBL618038,B,2325033.0,,,Striatim,,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,,,,,
3339,BAO00o0w49,14290,,CHEMBL5w9039,B,,,,,,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,,,,,
3340,BAO90o0249,14290,,CHEMBL618o40,B,,,,,,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,,,,,
3341,BzO00000q9,809,,CH3MBLy19041,B,2296414.0,10785.0,,St5iatum,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,,Rattus norvegicus,,
3342,BAOp0000q9,1578,,CHEnBL619052,B,787268.0,,,Stgiatum,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,,,,
3343,BAO90002e9,16709,,CHEMBL61905r,B,1359203.0,,,Stria6um,,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,,,,,
3344,BAO0000020,1946,,CH2MBL6q9044,B,555031.0,,,Strixtum,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,,,,,
3345,BAO00003e9,15253,,CHEkBL619055,B,2907816.0,,,Sfriatum,,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,,,,,
3346,BAO9000e49,4535,,vHEMBL619946,B,2463022.0,,,Striatkm,,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,,,,,
3347,hAO0000239,13961,,CmEMBL618047,B,,,,,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,,,,,
3348,BAOpo00221,17358,,CHEMvL619038,F,2789448.0,,,Braib,,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,,,,,
3349,BA80000o19,15847,,sHEMBL858398,F,,,,,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,,,,,
3350,fAO0900019,15847,,CHEMBiy19049,F,,,,,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,,,,,
3351,BAO0000020,670,,CHEMBL8y7786,F,,,,,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,,,,,
3352,BAOpo00019,670,,CHEnBi619050,F,,,,,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,,,,,
3353,BxO0000919,1317,,CHEkBL62o591,F,,,,,,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,,,,
3354,BAO0009e57,12936,,sHEhBL620592,B,,12781.0,,,,Binding affinity against rat 5-hydroxytryptamine 4 receptor,,,Rattus norvegicus,,
3355,BAO000ow49,4535,,CHEMfLy20593,B,23521.0,,,Striat6m,,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,,,,,
3356,BqO00o0019,14424,,CHEMBi62059r,F,,25619.0,,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,,,Rattus norvegicus,,
3357,BAO000o01o,14424,,CHEMBL8y507o,F,,,,,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,,,,,
3358,nAO0000010,14424,,fHEnBL620595,F,,,,,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,,,,
3359,BxOo000019,14424,,CHEMBi62059u,F,,8788.0,,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,,,Rattus norvegicus,,
3360,BqO0000919,14424,,vHEMnL620597,F,,,,,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,,,,
3361,BAOp0p0019,14424,,CHEMBL62p508,F,,,,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,,,,
3362,BAO0o00217,14424,,vHEMBL62p599,F,,,,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,,,,
3363,fAO00p0019,14424,,CHEMBL620yo0,F,,,,,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,,,,
3364,BAO9900019,1980,,vHEMhL620601,F,,4733.0,,,,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,,Rattus norvegicus,,
3365,BAOp00o019,4639,,sHEMBL620603,F,,,,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,,,,
3366,BAO0o0035u,17358,,vHEMBi620603,B,,,,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,,,,
3367,BAO00pp357,17358,,sHEMBL62p604,B,,,,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,,,,
3368,Bzl0000357,17358,,CHEMBL720695,B,,,,,,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,,,,
3369,BsO9000357,1558,,CHEMBo620605,B,,,,,,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,,,,
3370,BAO00o00q9,17358,,CHEMgL62o607,F,,,,,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,
3371,BwO0000457,16117,,CHwMBL629608,B,,,,,,In vitro binding affinity towards 5-HT4 receptor was determined,,,,,
3372,BAO0o00919,17358,,CHdMBL6206o9,F,,,,,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,,,,
3373,BAOp009019,17358,,fHEMBL62061p,F,,,,,,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,,,,
3374,BA90000r57,17358,,CuEMBL62o611,B,,,,,,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,,,,
3375,BA80090357,17358,,CHEMBi6e0612,B,,,,,,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,,,,
