curated_by,assay_tissue,assay_id,assay_strain,src_assay_id,tid,doc_id,relationship_type,assay_category,description,assay_subcellular_fraction,bao_format,assay_type,assay_test_type,chembl_id,src_id,tissue_id,variant_id,assay_tax_id,assay_cell_type,confidence_score,cell_id,assay_organism
Autocuration,,3449.0,,,104714.0,4639.0,H,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,,BAO_0000019,F,,CHEMBL618134,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3450.0,,,104714.0,4639.0,H,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,BAO_0000019,F,,CHEMBL618135,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3451.0,,,104714.0,511.0,H,,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,,BAO_0000223,B,,CHEMBL618136,1.0,,,,,4.0,,
Autocuration,,3452.0,,,104714.0,1479.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL618137,1.0,,,,,4.0,,
Autocuration,,3453.0,,,104714.0,1317.0,H,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,,BAO_0000223,B,,CHEMBL618138,1.0,,,,,4.0,,
Autocuration,,3454.0,,,104714.0,12146.0,H,,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,,BAO_0000223,B,,CHEMBL618139,1.0,,,,,4.0,,
Autocuration,,3455.0,,,104714.0,12146.0,H,,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,,BAO_0000223,B,,CHEMBL618140,1.0,,,,,4.0,,
Autocuration,,3456.0,,,104714.0,13969.0,H,,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,,BAO_0000223,B,,CHEMBL618141,1.0,,,,,4.0,,
Expert,,3457.0,,,108.0,13392.0,H,,Binding affinity for 5-hydroxytryptamine 2C receptor,,BAO_0000357,B,,CHEMBL873478,1.0,,,,,8.0,,
Autocuration,,3458.0,,,104698.0,13392.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL618142,1.0,,,,,6.0,,
Autocuration,,3459.0,,,144.0,14159.0,H,,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL618143,1.0,,,,,8.0,,
Autocuration,,3460.0,,,144.0,1558.0,H,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL618144,1.0,,,,,8.0,,
Autocuration,,3461.0,,,144.0,16655.0,H,,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL618145,1.0,,,,,8.0,,
Autocuration,,3462.0,,,104714.0,13020.0,H,,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,BAO_0000223,B,,CHEMBL618146,1.0,,,,,4.0,,
Autocuration,,3463.0,,,104714.0,13021.0,H,,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,,BAO_0000223,B,,CHEMBL618147,1.0,,,,,4.0,,
Autocuration,,3464.0,,,104714.0,13020.0,H,,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,BAO_0000223,B,,CHEMBL618148,1.0,,,,,4.0,,
Autocuration,,3465.0,,,144.0,10321.0,H,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,BAO_0000019,B,,CHEMBL618149,1.0,,,,,8.0,,
Autocuration,,3466.0,,,144.0,15818.0,H,,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL872927,1.0,,,,,8.0,,
Autocuration,,3467.0,,,144.0,15818.0,H,,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL618150,1.0,,,,,8.0,,
Autocuration,,3468.0,,,144.0,17358.0,H,,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,BAO_0000357,B,,CHEMBL618151,1.0,,,,,8.0,,
Autocuration,,3469.0,,,144.0,2222.0,H,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,BAO_0000357,B,,CHEMBL875094,1.0,,,,,8.0,,
Autocuration,,3470.0,,,144.0,10322.0,H,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,BAO_0000019,B,,CHEMBL618152,1.0,,,,,8.0,,
Autocuration,,3471.0,,,144.0,16117.0,H,,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,BAO_0000357,B,,CHEMBL618153,1.0,,,,,8.0,,
Autocuration,,3472.0,,,144.0,17200.0,H,,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,,BAO_0000357,B,,CHEMBL618888,1.0,,,,,8.0,,
Autocuration,,3473.0,,,144.0,17358.0,H,,Tested for 5-hydroxytryptamine 3 receptor agonist activity,,BAO_0000019,F,,CHEMBL618889,1.0,,,,,8.0,,
Autocuration,,3474.0,,,144.0,16700.0,H,,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,,BAO_0000357,B,,CHEMBL618890,1.0,,,,,8.0,,
Autocuration,,3475.0,,,144.0,1980.0,H,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,,BAO_0000019,B,,CHEMBL618891,1.0,,,,,8.0,,
Autocuration,,3476.0,,,144.0,1980.0,H,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,,BAO_0000019,B,,CHEMBL619054,1.0,,,,,8.0,,
Autocuration,,3477.0,,,104714.0,12409.0,H,,Binding affinity against the 5-hydroxytryptamine 3 receptor,,BAO_0000223,B,,CHEMBL619055,1.0,,,,,4.0,,
Autocuration,,3478.0,,,144.0,4365.0,H,,Binding affinity against human 5-hydroxytryptamine 3A receptor,,BAO_0000357,B,,CHEMBL619056,1.0,,,,,8.0,,
Autocuration,,3479.0,,,144.0,4365.0,H,,Percent efficacy against 5-hydroxytryptamine 3A receptor,,BAO_0000019,F,,CHEMBL619057,1.0,,,,,8.0,,
Autocuration,,3480.0,,,144.0,4365.0,H,,Binding affinity against human 5-hydroxytryptamine 3A receptor,,BAO_0000357,B,,CHEMBL619058,1.0,,,,,8.0,,
Expert,,3481.0,,,12020.0,6769.0,D,,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,,BAO_0000219,F,,CHEMBL619059,1.0,,,10116.0,Oocytes,9.0,,Rattus norvegicus
Expert,,3482.0,,,12020.0,6769.0,D,,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,,BAO_0000219,F,,CHEMBL619060,1.0,,,10116.0,Oocytes,9.0,,Rattus norvegicus
Expert,,3483.0,,,12020.0,6769.0,D,,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,,BAO_0000219,F,,CHEMBL875095,1.0,,,10116.0,Oocytes,9.0,,Rattus norvegicus
Intermediate,Ileum,3484.0,,,20033.0,809.0,D,,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,,BAO_0000221,F,,CHEMBL619061,1.0,2116.0,,10141.0,,9.0,,Cavia porcellus
Intermediate,Ileum,3485.0,,,20033.0,809.0,D,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,,BAO_0000221,F,,CHEMBL619062,1.0,2116.0,,10141.0,,9.0,,Cavia porcellus
Intermediate,,3486.0,,,20033.0,14290.0,D,,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,,BAO_0000019,F,,CHEMBL619063,1.0,,,10141.0,,9.0,,Cavia porcellus
Intermediate,Ileum,3487.0,,,20033.0,17358.0,D,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,,BAO_0000221,B,,CHEMBL619064,1.0,2116.0,,10141.0,,9.0,,Cavia porcellus
Intermediate,,3488.0,,,20033.0,17358.0,D,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,,BAO_0000357,B,,CHEMBL619065,1.0,,,10141.0,,9.0,,Cavia porcellus
Intermediate,Ileum,3489.0,,,20033.0,17358.0,D,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,,BAO_0000221,B,,CHEMBL619066,1.0,2116.0,,10141.0,,9.0,,Cavia porcellus
Autocuration,Ileum,3490.0,,,10209.0,17386.0,H,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,,BAO_0000221,B,,CHEMBL619775,1.0,2116.0,,,,8.0,,
Autocuration,,3491.0,,,10209.0,3269.0,H,,Affinity against 5-hydroxytryptamine 7 receptor,,BAO_0000357,B,,CHEMBL619776,1.0,,,,,8.0,,
Autocuration,,3492.0,,,104841.0,7721.0,H,,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,BAO_0000224,B,,CHEMBL619777,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3493.0,,,104841.0,7721.0,H,,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,BAO_0000224,B,,CHEMBL619778,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,Ileum,3494.0,,,104841.0,9117.0,H,,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,,BAO_0000221,B,,CHEMBL619779,1.0,2116.0,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3495.0,,,104841.0,7721.0,H,,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",,BAO_0000224,B,,CHEMBL619780,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3496.0,,,104841.0,7721.0,H,,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",,BAO_0000224,B,,CHEMBL619166,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3497.0,,,104841.0,15796.0,H,,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,,BAO_0000019,F,,CHEMBL619167,1.0,,,10141.0,,4.0,,Cavia porcellus
Autocuration,,3498.0,,,104841.0,15796.0,H,,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,,BAO_0000019,F,,CHEMBL619168,1.0,,,10141.0,,4.0,,Cavia porcellus
Expert,Cardiac atrium,3499.0,,,168.0,15650.0,D,,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,,BAO_0000219,B,,CHEMBL619169,1.0,2081.0,,9606.0,,9.0,,Homo sapiens
Expert,Cardiac atrium,3500.0,,,168.0,15650.0,D,,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,,BAO_0000219,B,,CHEMBL619170,1.0,2081.0,,9606.0,,9.0,,Homo sapiens
Autocuration,,3501.0,,,104841.0,6866.0,D,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",,BAO_0000019,F,,CHEMBL619171,1.0,,,9606.0,,5.0,,Homo sapiens
Expert,Cardiac atrium,3502.0,,,168.0,15650.0,D,,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",,BAO_0000219,F,,CHEMBL619172,1.0,2081.0,,9606.0,,9.0,,Homo sapiens
Autocuration,,3503.0,,,22226.0,10063.0,U,,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,,BAO_0000019,B,,CHEMBL619173,1.0,,,10090.0,,0.0,,Mus musculus
Autocuration,,3504.0,,,22226.0,12665.0,U,,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,,BAO_0000019,B,,CHEMBL619174,1.0,,,10090.0,,0.0,,Mus musculus
Autocuration,,3505.0,,,104705.0,7504.0,H,,5-hydroxytryptamine receptor binding affinity was determined in rats,,BAO_0000019,B,,CHEMBL619175,1.0,,,,,4.0,,
Autocuration,,3506.0,,,104705.0,7504.0,H,,Binding affinity at rat 5-hydroxytryptamine receptor.,,BAO_0000224,B,,CHEMBL619176,1.0,,,,,4.0,,
Autocuration,,3507.0,,,104705.0,7038.0,H,,Affinity against 5-hydroxytryptamine receptors in rat fundus model,,BAO_0000019,B,,CHEMBL619177,1.0,,,,,4.0,,
Autocuration,,3508.0,,,104705.0,7626.0,H,,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,,BAO_0000224,B,,CHEMBL619178,1.0,,,,,4.0,,
Autocuration,,3509.0,,,104705.0,7626.0,H,,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,,BAO_0000224,B,,CHEMBL619179,1.0,,,,,4.0,,
Autocuration,Stomach,3510.0,,,104705.0,7185.0,H,,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,,BAO_0000019,F,,CHEMBL619180,1.0,945.0,,,,4.0,,
Autocuration,Stomach,3511.0,,,104705.0,7185.0,H,,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,,BAO_0000019,F,,CHEMBL619181,1.0,945.0,,,,4.0,,
Autocuration,,3512.0,,,104705.0,7185.0,H,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,BAO_0000019,F,,CHEMBL619182,1.0,,,,,4.0,,
Autocuration,,3513.0,,,104705.0,6960.0,H,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,,BAO_0000224,B,,CHEMBL619183,1.0,,,,,4.0,,
Autocuration,,3514.0,,,104705.0,6960.0,H,,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",,BAO_0000224,B,,CHEMBL619184,1.0,,,,,4.0,,
Autocuration,Hippocampus,3515.0,,,10576.0,12416.0,H,,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,BAO_0000221,B,,CHEMBL619185,1.0,10000000.0,,,,8.0,,
Expert,,3516.0,,,12198.0,15753.0,H,,Binding affinity for rat 5-hydroxytryptamine transporter.,,BAO_0000357,B,,CHEMBL619186,1.0,,,,,8.0,,
Autocuration,,3517.0,,,104705.0,8062.0,H,,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,,BAO_0000019,B,,CHEMBL619187,1.0,,,,,4.0,,
Autocuration,,3518.0,,,104705.0,9036.0,D,,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,,BAO_0000019,B,,CHEMBL619188,1.0,,,10116.0,,5.0,,Rattus norvegicus
Autocuration,,3519.0,,,104705.0,15067.0,D,,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,,BAO_0000224,B,,CHEMBL619189,1.0,,,10116.0,,5.0,,Rattus norvegicus
Expert,Brain,3520.0,,,12198.0,15753.0,D,,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,,BAO_0000019,F,,CHEMBL619190,1.0,955.0,,10116.0,,9.0,,Rattus norvegicus
Expert,Cerebellum,3521.0,,,12198.0,15753.0,D,,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,,BAO_0000221,F,,CHEMBL619191,1.0,2037.0,,10116.0,,9.0,,Rattus norvegicus
Autocuration,,3522.0,,,104705.0,15295.0,D,,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,,BAO_0000019,B,,CHEMBL619192,1.0,,,10116.0,,5.0,,Rattus norvegicus
Autocuration,,3523.0,,,104705.0,6347.0,D,,Percent binding affinity against 5-hydroxytryptamine receptor,,BAO_0000224,B,,CHEMBL619193,1.0,,,10116.0,,5.0,,Rattus norvegicus
Autocuration,,3524.0,,,22226.0,6763.0,U,,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,,BAO_0000019,B,,CHEMBL619194,1.0,,,,,0.0,,
Autocuration,,3525.0,,,104705.0,12092.0,D,,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,,BAO_0000224,B,,CHEMBL619195,1.0,,,10116.0,,5.0,,Rattus norvegicus
Autocuration,,3526.0,,,104705.0,1579.0,D,,Affinity against 5-hydroxytryptamine receptor was determined,,BAO_0000224,B,,CHEMBL619196,1.0,,,10116.0,,5.0,,Rattus norvegicus
Autocuration,Stomach,3527.0,,,104705.0,1579.0,D,,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,,BAO_0000019,B,,CHEMBL619197,1.0,945.0,,10116.0,,5.0,,Rattus norvegicus
Expert,,3528.0,,,121.0,5963.0,D,,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,,BAO_0000219,B,In vitro,CHEMBL619198,1.0,,,9606.0,,9.0,,Homo sapiens
Expert,,3529.0,,,121.0,5963.0,D,,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,,BAO_0000219,B,In vitro,CHEMBL875081,1.0,,,9606.0,,9.0,,Homo sapiens
Autocuration,,3530.0,,,18065.0,5030.0,H,,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,,BAO_0000357,B,,CHEMBL884712,1.0,,,,,8.0,,
Expert,,3531.0,,,121.0,15796.0,H,,Inhibition of 5-hydroxytryptamine reuptake,,BAO_0000357,B,,CHEMBL884710,1.0,,,,,8.0,,
Autocuration,,3532.0,,,18065.0,15413.0,H,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",,BAO_0000019,F,,CHEMBL619199,1.0,,,,,8.0,,
Autocuration,,3533.0,,,18065.0,15413.0,H,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",,BAO_0000019,F,,CHEMBL619200,1.0,,,,,8.0,,
Autocuration,,3534.0,,,18065.0,15413.0,H,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",,BAO_0000019,F,,CHEMBL619201,1.0,,,,,8.0,,
Autocuration,,3535.0,,,18065.0,12409.0,H,,Tested for 5-hydroxytryptamine receptor uptake,,BAO_0000019,F,,CHEMBL619202,1.0,,,,,8.0,,
Expert,,3536.0,,,51.0,16909.0,D,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,,BAO_0000219,B,,CHEMBL619203,1.0,,,9606.0,CHO,9.0,449.0,Homo sapiens
Expert,,3537.0,,,51.0,16909.0,D,,Antagonistic affinity tested against isolated human cloned alpha-1d adrenoceptor subtype,,BAO_0000019,F,,CHEMBL619204,1.0,,,9606.0,,9.0,,Homo sapiens
Autocuration,,3538.0,,,10576.0,15629.0,H,,In vitro binding affinity towards 5-hydroxytryptamine receptor 1A receptor by using [3H]8-OH-DPAT in rat hippocampal membranes.,,BAO_0000249,B,,CHEMBL619205,1.0,,,9606.0,,8.0,,Homo sapiens
Autocuration,,3539.0,,,10576.0,15629.0,H,,Tested in vitro for % inhibition against 5-hydroxytryptamine receptor 1A,,BAO_0000357,B,,CHEMBL619206,1.0,,,,,8.0,,
Expert,,3540.0,,,10576.0,15629.0,H,,In vitro binding affinity at 5-hydroxytryptamine receptor 1A receptor in rat hippocampal membranes by [3H]8-OH-DPAT displacement.,,BAO_0000249,B,,CHEMBL619207,1.0,,,,,8.0,,
Autocuration,Striatum,3541.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 0.10 umol/kg,,BAO_0000019,F,,CHEMBL619208,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3542.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 10 umol/kg,,BAO_0000019,F,,CHEMBL619209,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3543.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 0.32 umol/kg,,BAO_0000019,F,,CHEMBL619210,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3544.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 3.2 umol/kg,,BAO_0000019,F,,CHEMBL619211,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3545.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 32 umol/kg,,BAO_0000019,F,,CHEMBL619212,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3546.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 0.032 umol/kg,,BAO_0000019,F,,CHEMBL620681,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3547.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 1.0 umol/kg,,BAO_0000019,F,,CHEMBL620682,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3548.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 10 umol/kg,,BAO_0000019,F,,CHEMBL620683,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3549.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 100 umol/kg,,BAO_0000019,F,,CHEMBL620684,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3550.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,,BAO_0000019,F,,CHEMBL620685,1.0,2435.0,,,,8.0,,
Autocuration,Striatum,3551.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,,BAO_0000019,F,,CHEMBL620686,1.0,2435.0,,,,8.0,,
Autocuration,Limbic system,3552.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,,BAO_0000019,F,,CHEMBL620687,1.0,349.0,,,,8.0,,
Autocuration,Limbic system,3553.0,,,10825.0,10034.0,H,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,BAO_0000019,F,,CHEMBL620688,1.0,349.0,,,,8.0,,
