assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
8239,5247,The pharmacokinetic parameter volume of distribution in vivo in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8240,17720,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,F,In vivo,,Rattus norvegicus,10116.0,,,,
8241,17686,Vdss in rat i.v. at 2 mg/kg concentration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8242,4689,Volume distribution after intravenous administration (1 mg/kg) in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8243,5654,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8244,5654,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8245,4527,Volume distribution at a dose of 10 uM/kg in rat was determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8246,4521,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8247,6057,Volume distribution was calculated in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8248,5510,Volume distribution was determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8249,2938,Volume of distribution after intravenous administration was evaluated in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8250,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8251,6685,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",A,In vivo,,Rattus norvegicus,10116.0,,,,
8252,6685,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",A,In vivo,,Rattus norvegicus,10116.0,,,,
8253,6685,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",A,In vivo,,Rattus norvegicus,10116.0,,,,
8254,5145,Volume of distribution in steady state was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8255,6467,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8256,6467,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8257,15115,Compound was evaluated for area under curve when administered through oral route to mouse,A,,,Mus musculus,10090.0,,,,
8258,8758,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,A,,,Rattus norvegicus,10116.0,,,,
8259,8758,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,A,,,Rattus norvegicus,10116.0,,,,
8260,8267,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,F,In vivo,,,,,,,
8261,8267,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,A,,,Canis lupus familiaris,9615.0,,,,
8262,14239,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,A,,,Mus musculus,10090.0,,,,
8263,14239,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,A,,,Mus musculus,10090.0,,,,
8264,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,A,,,Mus musculus,10090.0,,Blood,,
8265,10754,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,A,,,Mus musculus,10090.0,,Blood,,
8266,10754,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,A,,,Canis lupus familiaris,9615.0,,,,
8267,14681,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,,,Rattus norvegicus,10116.0,,,,
8268,14681,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,A,,,Rattus norvegicus,10116.0,,,,
8269,14681,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,A,,,Rattus norvegicus,10116.0,,,,
8270,13118,Concentration of compound in Central nervous system,A,,,,,,,,
8271,13118,Concentration of compound in Central nervous system; Not detectable,A,,,,,,,,
8272,13318,"Concentration of diester in the blood, following oral administration in mice",A,,,Mus musculus,10090.0,,,,
8273,13318,"Concentration of monoester in the blood, following oral administration in mice",A,,,Mus musculus,10090.0,,,,
8274,13318,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,A,,,Mus musculus,10090.0,,,,
8275,15692,Evaluated for Pharmacokinetic property: Area under the curve,A,,,,,,,,
8276,14839,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after a peroral dose of 25 mg/kg in nude mice,A,,,Mus musculus,10090.0,,,,
8277,14839,In vivo antitumor efficacy expressed as plasma area under the curve 0.4 hr after iv dose of 25 mg/kg in nude mice,A,,,Macaca fascicularis,9541.0,,,,
8278,14839,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after iv dose of 5 mg/kg expressed as Area under the curve,A,,,Macaca fascicularis,9541.0,,,,
8279,14839,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 10 mg/kg expressed as Area under the curve,A,,,Macaca fascicularis,9541.0,,,,
8280,14839,In vivo antitumor efficacy in cynomolgus monkeys 0-48 hr after peroral dose of 5 mg/kg expressed as Area under the curve,A,,,Macaca fascicularis,9541.0,,,,
8281,14839,In vivo antitumor efficacy in cynomolgus monkeys 0-8 hours after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,Macaca fascicularis,9541.0,,,,
8282,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8283,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8284,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8285,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, iv and the total drug exposure was determined. (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8286,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as the micronised free base in corn oil, perorally and the total drug exposure was determined (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8287,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, intravenously and the total drug exposure was determined (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8288,14839,"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-8 hr)",A,,,Macaca fascicularis,9541.0,,,,
8289,14839,In vivo antitumor efficacy in nude mice 0-24 hr after intravenous dose of 25 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8290,14839,In vivo antitumor efficacy in nude mice 0-24 hr after iperoral dose of 25 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8291,14839,In vivo antitumor efficacy in nude mice 0-24 hr after iv dose of 25 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8292,14839,In vivo antitumor efficacy in nude mice 0-24 hr after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8293,14839,In vivo antitumor efficacy in nude mice after peroral dose of 10 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8294,14839,In vivo antitumor efficacy in nude mice after peroral dose of 25 mg/kg expressed as Area under the curve,A,,,Mus musculus,10090.0,,,,
8295,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined.",A,,,Mus musculus,10090.0,,,,
8296,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-24hr)",A,,,Mus musculus,10090.0,,,,
8297,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, iv and the total drug exposure was determined. (0-4 hr)",A,,,Mus musculus,10090.0,,,,
8298,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",A,,,Mus musculus,10090.0,,,,
8299,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",A,,,Mus musculus,10090.0,,,,
8300,14839,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",A,,,Mus musculus,10090.0,,,,
8301,5408,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8302,6827,High i.v. clearance in Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8303,17538,In vitro clearance in rat liver microsomes,A,In vitro,,Rattus norvegicus,10116.0,,Liver,,Microsomes
8304,6331,Intrinsic clearance in rat liver microsomes was determined,A,In vitro,,Rattus norvegicus,10116.0,,Liver,,Microsomes
8305,5948,Intrinsic clearance in rat hepatocytes was determined,A,In vitro,,Rattus norvegicus,10116.0,,Liver,Hepatocyte,
8306,4026,Plasma Clearance was determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8307,6647,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8308,1696,Plasma clearance in rat.,A,In vivo,,Rattus norvegicus,10116.0,,,,
8309,6597,Plasma clearance in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8310,347,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8311,16423,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8312,2879,Plasma clearance was measured in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8313,4883,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,
8314,5328,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8315,5160,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,
8316,17582,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8317,17651,Total clearance at 1 mg/kg was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8318,17651,Total clearance at 10 mg/kg was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8319,6596,Clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8320,4796,Plasma clearance rate determined in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8321,6850,Clearance of compound in rat was evaluated,A,In vivo,,Rattus norvegicus,10116.0,,,,
8322,5932,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8323,3371,Pharmacokinetic property (blood clearance) in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8324,2083,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8325,4942,Plasma clearance in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8326,6838,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,A,In vitro,,Rattus norvegicus,10116.0,,Liver,,Microsomes
8327,5353,Clearance in Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8328,6641,Clearance rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8329,6641,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),A,In vivo,,Rattus norvegicus,10116.0,,,,
8330,6641,Clearance rat; Not determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8331,6444,Clearance rate was determined in rat at a dose of 1 mpk i.v.,A,In vivo,,Rattus norvegicus,10116.0,,,,
8332,6444,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8333,6444,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8334,6211,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8335,12873,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8336,6570,Clearance of compound in rat after 1 mg/kg i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8337,3341,Compound was evaluated for Hepatic clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8338,4891,In vivo clearance after 5 mg/kg dose,A,In vivo,,Rattus norvegicus,10116.0,,,,
8339,1094,Compound was tested for plasma clearance in rats,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8340,2938,Hepatic clearance after intravenous administration was evaluated in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8341,17853,Lower clearance in rat (i.v.) at 0.5 mpk,A,In vivo,,Rattus norvegicus,10116.0,,,,
8342,6049,Pharmacokinetic parameter expressed as plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,Plasma,,
8343,5789,Pharmacokinetic property (Clp) in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8344,4514,Plasma clearance in Sprague-Dawley rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8345,6448,Plasma clearance (Clp) in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8346,6062,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,,,,
8347,5710,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,A,In vivo,,Rattus norvegicus,10116.0,,,,
8348,4709,Plasma clearance after intravenous administration of 1 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8349,4521,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,A,In vivo,,Rattus norvegicus,10116.0,,,,
8350,1742,Plasma clearance in rat was determined,A,In vivo,,Rattus norvegicus,10116.0,,,,
8351,6057,Plasma clearance measured in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8352,6057,Plasma clearance was calculated in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8353,5145,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8354,5833,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8355,6453,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8356,6640,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8357,6305,Plasma clearance in rats,A,In vivo,,Rattus norvegicus,10116.0,,,,
8358,6642,Plasma clearance in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8359,5472,Plasma clearance was evaluated in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8360,5472,Plasma clearance was evaluated in rat; Not tested,A,In vivo,,Rattus norvegicus,10116.0,,,,
8361,5144,Plasma clearance rate was determined for the compound in rat,A,In vivo,,Rattus norvegicus,10116.0,,,,
8362,6685,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",A,In vivo,,Rattus norvegicus,10116.0,,,,
8363,6685,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",A,In vivo,,Rattus norvegicus,10116.0,,,,
8364,6685,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",A,In vivo,,Rattus norvegicus,10116.0,,,,
8365,13950,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
8366,13950,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Heart,,
8367,13950,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Intestine,,
8368,13950,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Intestine,,
8369,13950,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,A,In vivo,,Rattus norvegicus,10116.0,,Intestine,,
