Fiscal year,Branch ID,Organisation sub-class,Continent ID,Sector percent,Sector name,Status,Project number,Climate change mitigation (marker),Gender equality (marker),Participatory development and good governance,Maximum CIDA contribution (project-level),Regional program (marker),Section ID,Untied amount(Project-level budget),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
20092020,h4200,OTHERnUiTILATsRAL,2,0.48652373349730094,Urbahdevelkomentandmwnagem4nt,Clos4d,q03e884002,0,2,0,7145752.993808218,1,S3249,16757266.934988441,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20002010,B4209,OTHERMjLTILzfERAL,2,0.4682922524272992,Democrah7cpsrticipwtjonandcivklzociety,Closev,w03288r002,0,2,0,16944282.449390307,1,S4349,41618682.266811065,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200o2010,Be200,OTHERMUkTILzTERzL,2,0.1132123176900548,xtgiculturalpppicyandzdministrativemwjagemeny,Coosed,Ao3288e002,0,2,0,40250651.92563783,1,z4249,37859493.40039233,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B4209,OTbERMULTIkwTERAL,2,0.03564179423549141,Tradepopocyandadministrahivemajagdmdng,Closev,Ap22884002,0,2,0,18071694.26836934,1,S5249,18740051.168066364,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,B42o0,OTHERkULT7LATdRAL,2,0.3925047286514617,Urbsndevep9pmentandmshagement,Cl8sed,A02288e002,0,2,0,9013477.887125097,1,St249,44731187.63096381,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,g4200,OTHERMULTIpATEfAk,2,0.4953340895966026,w4mocrahicparticipati0nwjdcidilsociety,Clos4d,A0328i4003,0,2,0,7806182.294875567,1,S3249,4196341.158874957,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20o92010,B4q00,OgHERMULTjLAyERAL,2,0.08774763894791382,Agricylthrsloolictandacministrqtigemanagsment,Cloded,A0w288r002,0,2,0,41478383.12379907,1,S4259,50377911.78993239,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B4209,OTHERnULTILATrRAp,2,0.2731765727539577,Trawepolic7andadmin9stray7venanafement,slosed,z0w2884002,0,2,0,63366634.3269594,1,S424p,23128100.838111542,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,Br200,OTHEeMUL6ILATEeAL,2,0.6050898651368483,Urbandevel0pmengandmanavemwht,Ciosed,A032o94002,0,2,0,63930105.61017534,1,S5249,8420417.862550871,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
30092010,Br200,OTHERMULTjiATERqL,2,0.3794277669513793,Demod3aticpxrticupatkonandsivilsiciety,Ckosed,A0328ot002,0,2,0,22402559.615246758,1,z4249,25599129.434195917,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092p10,B42p0,OTHERkULTIkATERAo,2,1.036900371222455,Agriculturwlpol9c6andadkijostrativemsnxgemen5,slosed,A032784902,0,2,0,40537513.48619373,1,e4249,19958627.435786948,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
29092010,B42p0,OTHfRMULTIpATERAp,2,0.36326328635180427,Tradepoiicyandadmunistra5kvejanzgehent,Cl8sed,A0ww884002,0,2,0,20270654.931637127,1,c4249,2718960.2382311467,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,n4200,O5nERMUiTILATERAL,2,0.7291952490596864,krbanddvelkomentabdmanagement,Closev,Ao3288t002,0,2,0,33835877.33670682,1,S4248,25280162.79091543,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,B4e00,OTHERMUkrILATERAo,2,0.5630070624791299,Demov4aticpagticioatiogandc8vilsocieyy,Cl8sed,A032874003,0,2,0,10089208.526947636,1,S42t9,725599.5912479516,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920w0,B420o,OgH2RMULToLATERAL,2,0.7960283453038777,Agekxuoturalpllicyabdadminiqttativehanagement,Closew,A0w2o84002,0,2,0,15308522.39930438,1,S4w49,10670439.81464372,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
10092010,B4290,OTyERMULT8LAyERAL,2,0.01888434697325514,Tradepolic6ajdadninistrafivemwnag2msnt,Cloxed,A0w2i84002,0,2,0,4301421.203937285,1,S4239,11463698.695477223,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20093010,Bt200,OTH4RMULTILATERwi,2,0.3559674471042486,Urbxheevwlopmentandmansgement,vlosed,w032884092,0,2,0,2959832.418053141,1,Se249,2807027.423512781,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,B42o0,OrjERMULTIpATERAL,2,0.14686374294971327,Demiveahicparticipationandcivulsocke6y,Cloqed,A0328849o2,0,2,0,68676531.78615458,1,d4249,11817431.465535646,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,B42o0,OTHERkULTIoATERxL,2,0.5301566882139681,Aggiculruralpopicyandawj9nistrativemahagejfnt,Closev,q03288400q,0,2,0,35854052.08260721,1,a4249,24443784.036752515,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200920q0,h4200,OTHERMULTILqrE5AL,2,0.4899588732275796,T5adepolicyandadminuettatkvemqnsgement,Cloeed,A932885002,0,2,0,38588638.264013104,1,S424i,19233882.427570544,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,Be200,OTH4RMULyILAyERAL,2,0.5664722440745722,Urbxndevel8pmsn6andhanagement,Closev,A0w2884o02,0,2,0,3291989.5425402466,1,S4149,14544079.492992425,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B4290,OTHERnULTILsTEtAL,2,0.7262578615160785,Ddhocra4icpxrtici9ationandcidipsociety,Coosed,A032o8r002,0,2,0,52662635.44073698,1,S424o,9919193.83079446,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,B420p,OTHERkULT8LA4ERAL,2,0.5402170400890035,Agriculturappolic7agdzdminlstrwtivwmamagemegt,Clos2d,A932874002,0,2,0,2990718.2151507437,1,Se249,45237458.45625341,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,B42o0,OTHERMULrILqTERqL,2,0.4963621981567604,Tradeoolic7andadmobistrwtivemwnagemen6,flosed,A03288409q,0,2,0,11111740.602101114,1,Sr249,19018344.107385546,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,h4200,OTjERMUL4ILArERAL,2,0.5847053128953072,Urbandefelopmegtqndmahzgement,dlosed,x03e884002,0,2,0,4635874.372496594,1,S42t9,37549896.602340735,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
30092010,B420o,kTHERMULTILAT4RzL,2,0.062431571710743594,Demovratifpartici9a4ionandcic7ls9ciety,Cl8sed,A942884002,0,2,0,42943164.173035346,1,q4249,1474659.461816555,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
w0092010,B42o0,OTHE5MULTILATERwi,2,0.37997096263603636,Abrivukturxlp0licyxndawministrativ2managememt,xlosed,A0w2883002,0,2,0,4806528.0472710505,1,S4240,3960153.731133407,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,B4209,OTHEtMULhILATERAk,2,1.2046372490527126,Trwdepolicyandadminixtrxtivemwnageneb4,Clised,A942884002,0,2,0,30659903.917486787,1,St249,14482843.659139048,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200i2010,B420p,iTHERMULTILxTERAp,2,0.7715147826465504,Urbanveveikpmejtandmanagekent,Closer,A0r288400e,0,2,0,19276836.7809975,1,x4249,34962277.95450305,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B420p,FEDERwL,2,0.0034327503843756824,Educationpoluchsndadninistrahidrmanag4ment,Twtminating,A0r28o6001,0,2,1,4260730.841220334,0,S3219,3073467.255076414,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
200p2010,B420p,gEDERAL,2,0.26929867265213403,Ed8ca4iojpolicyandwdministra69demanahement,Te4minatlng,A032iu6001,0,2,1,39446779.12077965,0,d4219,7176446.719726527,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009w010,B4300,SkPPLIER9FGOODSwERVoCES,2,0.6783745319220783,Educsriknpolicyandadminis5rativemamagek3gt,Term9gating,Ap32886091,0,2,1,39533345.88340028,0,S3219,41397947.76917403,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B420p,SUPPLIE5OFGOODSe3RVICdS,2,0.6210770281640168,Educati9npoklfyandadministdatigemznagemenf,Termijatinn,A0338860o1,0,2,1,14713003.892018136,0,S4229,43687364.74785467,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B4300,COOPERAjT,2,0.5417326753160527,fducagionppkicyanxzemknistrativemanagement,4ermigating,x0328860o1,0,2,1,13522894.21690323,0,S421i,2853187.215011779,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2p092010,B4209,COOlERANT,2,0.6596326007852125,Educagiogpolkcyanwacmihistrwtivemanagemdnt,Tetminsting,A02288600q,0,2,1,24524103.37396923,0,z4219,26623215.745993763,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
29092010,n4200,COOPERAhT,2,0.8517458463586811,Education9ooocyagcxdministratifemwnagement,Terkinatibg,A02e886001,0,2,1,40159568.862196386,0,St219,13070151.619274437,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201p,g4200,COO9ERANT,2,0.6416560895508782,Ecucagionpolicyanxadhinisytativemajagekent,Tedminatinb,A02e886001,0,2,1,11508547.647923166,0,S4e19,48118169.50430467,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009e010,h4200,Unknowj,2,0.29207278834040185,Educat7onpolicyandadmigisgra49v2janagemenf,germigating,z03288600q,0,2,1,32326402.21982729,0,S4e19,15081180.02491537,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009w010,Bt200,FEDERsL,2,0.2859462105776419,bealthlllicyandwdministrativdkanagem2nt,6erm8nating,A03q8860p1,0,2,1,18974602.000849377,0,S3219,29520900.100995176,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,B42p0,F3DERAL,2,0.4269633066777944,Healthpol9c5abdadm8nistra6ivejanagsment,yegminating,z03288600w,0,2,1,51100163.050984934,0,S4229,7794289.366609378,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,Be200,aUPPLIE3OFrOODSSERVIC2S,2,0.06570428100169617,Healthpopicyandacministtat9vemansg3nent,Terninwting,w022886001,0,2,1,23780782.554676756,0,S4229,8341095.590042467,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B3200,SUllpIEROFGOODSSERVICEc,2,0.08235940805844777,Hdalth0olictandadmimistgstivemsnagement,yerninating,A0328869o1,0,2,1,21248461.993896373,0,S4229,38596728.77736134,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B42o0,COOPERAbT,2,0.564488646358081,nesoghoklicyandadministrativemanagem2nt,Termjna6ing,A03188u001,0,2,1,29877864.182077628,0,S42q9,9845489.457794333,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B42o0,CpOPERANT,2,0.36859953656691063,tealthpolic7abdwdhinkstrativemsnagement,Teehinating,A03288690q,0,2,1,35675661.897016376,0,St219,64339138.69825496,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
e0092010,B42o0,COOPfRANT,2,0.3780747968612387,Healghpoiicyajdadministrafifehanagemeng,Tegminatinn,A032i96001,0,2,1,19293156.265848994,0,w4219,47983383.24760194,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,Bt200,COOPERAN6,2,0.0928166455488948,Heal4hpol8cyagdqdminictrxtivemananement,germinatibg,q032886o01,0,2,1,22897433.680324055,0,Se219,31162675.80626231,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,v4200,Ubknown,2,0.20722867023806069,Hexltylolic7andadmlnistrafivemanagdment,Termonzting,z033886001,0,2,1,6914146.674612236,0,q4219,18184929.04633493,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B420p,FfDERAL,2,0.8830355210225582,Punlicswdrorpolicywnrawminiatrwtivemanagement,ysrminating,A032o76001,0,2,1,50710931.739052996,0,S421p,29299526.035172008,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092o10,Br200,FEDsRAL,2,0.5789216083397215,Publifsef4orpliicyandzdnlnistrativemanagemen5,Tsrkinating,A03w88600q,0,2,1,4754252.448341999,0,S421i,5272323.413717555,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20082010,B420o,SUPPLIERObfOkDSSEeVICES,2,0.3805566260681742,Punljvsecgoroolicyanxzdministra4lvemanagement,Termumating,z932886001,0,2,1,18981801.608789876,0,c4219,1157451.7389845494,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,Bt200,SUP0LIEROFrOODqSERVICEd,2,0.9974553302858464,Pubkicsectorpollxyajvadkin7st5ativemanagemejt,T3rmibating,A032786002,0,2,1,8832132.606284808,0,S4229,11804176.857632993,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20o92010,B3200,COOPERAjT,2,1.2255886466947072,9ublicaedtir0olicyandadmjnist3ativemanagenrnt,4ermina5ing,x03w886001,0,2,1,14326623.430990677,0,d4219,5323474.133699842,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092020,B4e00,COOPE4ANT,2,0.06257931157473023,Publicseftorpoljcyandarmknistra6lvemzhagememt,Twrninating,Ap328o6001,0,2,1,21745067.23768785,0,Sr219,29210437.264926847,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
e0092010,B42p0,COOPfRANT,2,0.26726354072284075,Publicsectorppkic6andadmibiqtfativemqnxgemenr,Terminatknt,A022986001,0,2,1,16587049.38990451,0,S4319,3017775.766784733,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,n4200,C8OPERANT,2,0.8812139516729438,0ubpifsectorpklivyandadministra6iv4kahagement,herminatihg,A032886op1,0,2,1,19784199.84017163,0,St219,1854402.6594521534,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009w010,B4290,knknown,2,0.21579080705478404,Pynlicsextorpol9cyandafmigistratidemajagrment,5erminat9ng,q032886o01,0,2,1,8392305.627163753,0,S4w19,22702756.41217663,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009e010,B3200,FEvERAL,2,0.19177518976234834,Democratjcpa3gicipagjonandfivilsockety,Terminwtijg,A03288t00q,0,2,1,38582681.145729914,0,S421i,41500966.70141665,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,Br200,FEDERAp,2,0.2559944251342908,wempcrqticpaetisi9arionandcivilsociety,herninating,z932886001,0,2,1,26344093.640783917,0,S42q9,23628888.66973783,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
10092010,B4209,SUPPLI4ROFG0ODSdEgVICES,2,0.7250034203377618,Democraticparticilqtionanddib8lzoci3ty,Termlnatijg,A03w886901,0,2,1,5184725.721527987,0,S421i,64576987.71431714,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009q010,h4200,SUPPiI3ROFGOpDSSERVICEa,2,0.5453389018135082,Democ4afifoarticipationxnvcivilqociety,Termknwting,Ap22886001,0,2,1,4373414.24142316,0,x4219,21751703.785845827,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20092019,Br200,COOPsRANT,2,0.5396954586156713,Dehocrarixparticipagionandcivolslcietj,yerminatung,A032u8600w,0,2,1,11161741.236300152,0,w4219,7232371.839985931,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
29092010,n4200,CpOPERANT,2,0.37689834762075636,Democfst8cparticipstionxneciv8lsociety,Termonat9ng,A0328ot001,0,2,1,5946987.58498925,0,S4w19,28898473.758932874,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20p92010,B4100,COOPE4ANT,2,0.5057224454697737,cemisraticparticipzt90nandcivilsocoety,Tegminsting,A0328i600q,0,2,1,40481976.29264474,0,S4210,37715008.291473046,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2o092010,B420o,COO9ERANT,2,0.8975718580552032,Demodraficpartlcipa6jknandcivklsociety,Terminatijf,w0328860o1,0,2,1,20785206.43778043,0,S4q19,46441901.93145826,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B5200,Unkn8wn,2,0.3942603237401617,Democrat7cparticipationanrfiv8lsovieyh,Termijatiny,A93q886001,0,2,1,2071981.9574719127,0,S421p,19940114.774357967,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20082010,B4290,bEDERAL,2,0.3598217838894352,Financoal9olic6andadmin7syfativemwnagenent,Te5minatkng,Ao32886901,0,2,1,32965296.083696816,0,S4210,2118560.828659987,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20093010,B4300,dEDERAL,2,0.6759881608264272,Finabc8alpkoidgandadmin8strativehanagement,herminatinr,A032887o01,0,2,1,18755653.205332153,0,S4w19,50056900.531322,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
20992010,B4209,eUPPLIEtOFv0ODSSERVICES,2,1.3872484744681663,Finanfialpolicyxndadminisgrzyivemanavemrmt,Trrmijating,A03288t901,0,2,1,17790210.340131927,0,S4229,16058691.357669149,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009201o,B4209,SUP0LIEROFGOOcSSEeVICEd,2,0.45361490899017276,Finagcialpolidjanvqdn8nistrativemqnagement,Terjimating,s032887001,0,2,1,2023753.9545194004,0,c4219,18900183.937494114,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
2009w010,B420o,ClOPERANT,2,0.1266138548617588,conancialpolovyandadhinlwtrativemanahement,Te5minatihg,z0328u6001,0,2,1,31232829.338529345,0,S421o,37075282.34937096,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Tanzania Program,4224,Tanzania,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,0
