assay_id,curated_by,assay_subcellular_fraction,assay_tissue,tissue_id,description,tid,assay_organism,doc_id,bao_format,assay_strain,assay_type,assay_test_type,assay_category,assay_tax_id,assay_cell_type,relationship_type
4585,Intermediate,,,,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,81034,Homo sapiens,2040,BAO_0000219,,F,,,9606.0,A2780,N
4586,Intermediate,,,,Relative resistance factor in A2780 cisplatin-resistant line,81034,Homo sapiens,2040,BAO_0000219,,F,,,9606.0,A2780,N
4587,Intermediate,,,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,81034,Homo sapiens,16165,BAO_0000219,,F,,,9606.0,A2780,N
4588,Intermediate,,,,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,81034,Homo sapiens,16165,BAO_0000219,,F,,,9606.0,A2780,N
4589,Expert,,,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,81034,Homo sapiens,16597,BAO_0000218,,F,,,9606.0,A2780,N
4590,Expert,,,,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,81034,Homo sapiens,16597,BAO_0000218,,F,,,9606.0,A2780,N
4591,Intermediate,,,,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,81034,Homo sapiens,3992,BAO_0000219,,F,,,9606.0,A2780,N
4592,Intermediate,,,,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,81034,Homo sapiens,10553,BAO_0000219,,F,,,9606.0,A2780,N
4593,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4594,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4595,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4596,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4597,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4598,Intermediate,,,,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,81034,Homo sapiens,15608,BAO_0000219,,F,,,9606.0,A2780,N
4599,Intermediate,,,,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,81034,Homo sapiens,15569,BAO_0000219,,F,,,9606.0,A2780,N
4600,Intermediate,,,,Antiproliferative effect of compound on A2780/DX cell line,81034,Homo sapiens,17420,BAO_0000219,,F,,,9606.0,A2780,N
4601,Intermediate,,,,Antiproliferative effect of compound on A2780/DX cell line; n.d. indicates not determined,81034,Homo sapiens,17420,BAO_0000219,,F,,,9606.0,A2780,N
4602,Intermediate,,,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/DX(RI),81034,Homo sapiens,15099,BAO_0000219,,F,,,9606.0,A2780,N
4603,Intermediate,,,,In vitro Cytotoxic activity of compound in comparison with reference compounds in human cell line A2780/Dx(RI),81034,Homo sapiens,15099,BAO_0000219,,F,,,9606.0,A2780,N
4604,Intermediate,,,,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,81034,Homo sapiens,17672,BAO_0000219,,F,,,9606.0,A2780,N
4605,Intermediate,,,,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,81034,Homo sapiens,17672,BAO_0000219,,F,,,9606.0,A2780,N
4606,Intermediate,,,,In vitro cytotoxicity against A2780ADR cell line,81034,Homo sapiens,17270,BAO_0000219,,F,,,9606.0,A2780,N
4607,Intermediate,,,,In vitro cytotoxicity against A2780CIS cell line,81034,Homo sapiens,17270,BAO_0000219,,F,,,9606.0,A2780,N
4608,Intermediate,,,,In vitro cytotoxic activity against human tumor cell line A2780CisR after incubation for 96 hours,81034,Homo sapiens,5574,BAO_0000219,,F,,,9606.0,A2780,N
4609,Intermediate,,,,The compound was tested for cytotoxic potency against A2780R human tumor cell lines.,81034,Homo sapiens,2113,BAO_0000219,,F,,,9606.0,A2780,N
4610,Intermediate,,,,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-resistant A2780/R human tumor cell lines",81034,Homo sapiens,16913,BAO_0000219,,F,,,9606.0,A2780,N
4611,Intermediate,,,,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-resistant A2780/R human tumor cell lines",81034,Homo sapiens,16913,BAO_0000219,,F,,,9606.0,A2780,N
4612,Autocuration,,,,Oral bioavailability of compound in rhesus macaques,22224,Macaca mulatta,17839,BAO_0000218,,A,In vivo,,9544.0,,U
4613,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,6821,BAO_0000218,,A,In vivo,,9443.0,,U
4614,Autocuration,,,,Oral bioavailability evaluated in monkey,22224,monkey,6078,BAO_0000218,,A,In vivo,,9443.0,,U
4615,Autocuration,,,,Oral bioavailability in monkey (dose 1 mg/kg p.o.),22224,monkey,6535,BAO_0000218,,A,In vivo,,9443.0,,U
4616,Autocuration,,,,Oral bioavailability in Rhesus monkey,22224,Macaca mulatta,4449,BAO_0000218,,A,In vivo,,9544.0,,U
4617,Autocuration,,,,Oral bioavailability was calculated in rhesus monkey,22224,Macaca mulatta,6057,BAO_0000218,,A,In vivo,,9544.0,,U
4618,Autocuration,,,,Oral bioavailability in cynomolgus monkey,22224,Macaca fascicularis,5922,BAO_0000218,,A,In vivo,,9541.0,,U
4619,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,5940,BAO_0000218,,A,In vivo,,9443.0,,U
4620,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,6265,BAO_0000218,,A,In vivo,,9443.0,,U
4621,Autocuration,,,,Oral bioavailability in monkey (dose 1 mg/kg),22224,monkey,6265,BAO_0000218,,A,In vivo,,9443.0,,U
4622,Autocuration,,,,Oral bioavailability in monkey (dose 5 mg/kg),22224,monkey,6265,BAO_0000218,,A,In vivo,,9443.0,,U
4623,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,5940,BAO_0000218,,A,In vivo,,9443.0,,U
4624,Autocuration,,,,Oral bioavailability in monkey,22224,monkey,5940,BAO_0000218,,A,In vivo,,9443.0,,U
4625,Autocuration,,,,Oral bioavailability in rhesus monkey,22224,Macaca mulatta,4514,BAO_0000218,,A,In vivo,,9544.0,,U
4626,Autocuration,,,,Oral bioavailability in rhesus monkey at a dose of 2 mg/kg by po administration,22224,Macaca mulatta,5546,BAO_0000218,,A,In vivo,,9544.0,,U
4627,Autocuration,,,,Oral bioavailability in squirrel monkey at a dose of 10 mg/kg,22224,Saimiri sciureus,5553,BAO_0000218,,A,In vivo,,9521.0,,U
4628,Autocuration,,,,Oral bioavailability in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),22224,monkey,6641,BAO_0000218,,A,In vivo,,9443.0,,U
4629,Autocuration,,,,Oral bioavailability in Rhesus monkey,22224,Macaca mulatta,5472,BAO_0000218,,A,In vivo,,9544.0,,U
4630,Autocuration,,,,Oral bioavailability in Rhesus monkey (dose 10 mg/kg p.o.),22224,Macaca mulatta,5668,BAO_0000218,,A,In vivo,,9544.0,,U
4631,Autocuration,,,,Oral bioavailability in monkey at 10 mg/kg of the compound,22224,monkey,5711,BAO_0000218,,A,In vivo,,9443.0,,U
4632,Autocuration,,,,Bioavailability in Rhesus monkey,22224,Macaca mulatta,5145,BAO_0000218,,A,In vivo,,9544.0,,U
4633,Autocuration,,,,Glomerular Filtration Rate(GFR) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4634,Autocuration,,,,Glomerular Filtration Rate(GFR)of the compound compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4635,Autocuration,,,,Half life by ''Cr'' assay in rhesus monkey at a dose of 5 mg/kg,22224,Cercopithecidae,3249,BAO_0000218,,A,In vivo,,9527.0,,U
4636,Autocuration,,,,Half life the of compound was determined by ''Cr'' assay in squirrel monkey at a dose of 5 mg/kg,22224,Cercopithecidae,3249,BAO_0000218,,A,In vivo,,9527.0,,U
4637,Autocuration,,,,Mean residence time was determined after intravenous administration in cynomolgus monkeys,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4638,Autocuration,,,,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means Not applicable,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4639,Autocuration,,,,Mean residence time was determined after oral administration in cynomolgus monkeys; NA means not applicable,22224,Cercopithecidae,5355,BAO_0000218,,A,In vivo,,9527.0,,U
4640,Autocuration,,,,Pharmacokinetic parameter MRT was determined in monkey after (iv) administration of a dose of 13 (uM/kg),22224,Cercopithecidae,4809,BAO_0000218,,A,In vivo,,9527.0,,U
4641,Autocuration,,,,Pharmacokinetic parameter MRT was determined in monkey after (po) administration of a dose of 50 (uM/kg),22224,Cercopithecidae,4809,BAO_0000218,,A,In vivo,,9527.0,,U
4642,Autocuration,Microsomes,,,Metabolism of compound in monkey S9 microsomes ('+''indicates <20% largest observed peak),22224,Cercopithecidae,14294,BAO_0000251,,A,,,9527.0,,U
4643,Autocuration,Microsomes,,,Metabolism of compound in monkey S9 microsomes ('++''indicates 20-50% largest observed peak),22224,Cercopithecidae,14294,BAO_0000251,,A,,,9527.0,,U
4644,Autocuration,Microsomes,,,Metabolism of compound in monkey S9 microsomes ('+++'indicates 50-80% largest observed peak),22224,Cercopithecidae,14294,BAO_0000251,,A,,,9527.0,,U
4645,Autocuration,Microsomes,,,Metabolism of compound in monkey S9 microsomes ('++++' indicates largest observed peak),22224,Cercopithecidae,14294,BAO_0000251,,A,,,9527.0,,U
4646,Autocuration,,,,Plasma clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,In vivo,,9527.0,,U
4647,Autocuration,,,,Plasma clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,In vivo,,9527.0,,U
4648,Autocuration,,,,Clearance from plasma(with matabolite-corrected plasma radioactivity-time integral) at 30 min after administration.,22224,Cercopithecidae,11271,BAO_0000019,,A,,,9527.0,,U
4649,Autocuration,,,,Renal clearance evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4650,Autocuration,,,,Renal clearance compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4651,Autocuration,,,,Elimination Half-life of compound was determined in monkey,22224,Cercopithecidae,6821,BAO_0000019,,A,,,9527.0,,U
4652,Autocuration,,,,Half life of compound was determined in rhesus monkey,22224,Cercopithecidae,17267,BAO_0000019,,A,,,9527.0,,U
4653,Autocuration,,Plasma,1969.0,Half life in monkey plasma,22224,Cercopithecidae,5819,BAO_0000366,,A,,,9527.0,,U
4654,Autocuration,,Plasma,1969.0,Half life in monkey plasma; Not detected,22224,Cercopithecidae,5819,BAO_0000366,,A,,,9527.0,,U
4655,Autocuration,,,,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,22224,Cercopithecidae,1916,BAO_0000218,,A,In vivo,,9527.0,,U
4656,Autocuration,,,,Half-life 24 hr after 2 mg/kg iv administration in monkeys,22224,Cercopithecidae,17509,BAO_0000218,,A,In vivo,,9527.0,,U
4657,Autocuration,,,,Terminal half life of the compound.,22224,Cercopithecidae,1399,BAO_0000019,,A,,,9527.0,,U
4658,Autocuration,,,,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,22224,Cercopithecidae,1916,BAO_0000218,,A,In vivo,,9527.0,,U
4659,Autocuration,,,,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),22224,Cercopithecidae,4809,BAO_0000218,,A,In vivo,,9527.0,,U
4660,Autocuration,,,,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,22224,Cercopithecidae,5546,BAO_0000218,,A,,,9527.0,,U
4661,Autocuration,,Urine,1088.0,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4662,Autocuration,,Urine,1088.0,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,22224,Cercopithecidae,3443,BAO_0000218,,A,,,9527.0,,U
4663,Autocuration,,,,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,22224,Cercopithecidae,4257,BAO_0000218,,A,In vivo,,9527.0,,U
4664,Autocuration,,,,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,22224,Cercopithecidae,6221,BAO_0000218,,A,In vivo,,9527.0,,U
4665,Autocuration,,,,Volume of distribution was evaluated in rhesus,22224,Cercopithecidae,5472,BAO_0000218,,A,In vivo,,9527.0,,U
4666,Autocuration,,,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4667,Autocuration,,,,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4668,Autocuration,,,,Bioavailability in hamster was determined,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4669,Autocuration,,,,Bioavailability in hamster at a dose of 3 mg/kg by intravenous administration,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4670,Autocuration,,,,Bioavailability in hamster at a dose of 3 mg/kg by oral administration,22224,Cricetulus griseus,4727,BAO_0000218,,A,In vivo,,10029.0,,U
4671,Autocuration,,Blood,178.0,Half life of compound was determined in hamster blood,22224,Cricetulus griseus,4727,BAO_0000221,,A,,,10029.0,,U
4672,Autocuration,,,,Michaelis-Menten constant of the compound.,22224,Sus scrofa,1452,BAO_0000019,,A,,,9823.0,,U
4673,Autocuration,,,,Vmax value was measured at 0 uM concentration of silyl ether.,22224,Sus scrofa,1452,BAO_0000019,,A,,,9823.0,,U
4674,Autocuration,,,,Vmax value was measured at 10 uM concentration of silyl ether.,22224,Sus scrofa,1452,BAO_0000019,,A,,,9823.0,,U
4675,Autocuration,,,,Vmax value was measured at 5 uM concentration of silyl ether.,22224,Sus scrofa,1452,BAO_0000019,,A,,,9823.0,,U
4676,Expert,,,,Inactivation of human leukocyte (neutrophil) elastase(HLE)(HNE) as rate constant,235,Homo sapiens,11706,BAO_0000357,,B,,,9606.0,,D
4677,Autocuration,,,,Area under curve was evaluated against man at a dose of 10 mg/kg after po administration,22224,Homo sapiens,1916,BAO_0000218,,A,,,9606.0,,U
4678,Autocuration,,,,Compound was evaluated for area under the curve expressed as (h*ug/ml),22224,Homo sapiens,17791,BAO_0000019,,A,,,9606.0,,U
4679,Autocuration,,,,Active metabolite of ifosfamide determined in humans; A-Active,22224,Homo sapiens,7766,BAO_0000019,,A,,,9606.0,,U
4680,Autocuration,,,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis,22224,Homo sapiens,6567,BAO_0000019,,A,,,9606.0,,U
4681,Autocuration,,,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; -0.5 to 1,22224,Homo sapiens,6567,BAO_0000019,,A,,,9606.0,,U
4682,Autocuration,,,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; 1-2,22224,Homo sapiens,6567,BAO_0000019,,A,,,9606.0,,U
4683,Autocuration,,,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; trace,22224,Homo sapiens,6567,BAO_0000019,,A,,,9606.0,,U
4684,Autocuration,,,,Compound was evaluated for oral bioavailability in human,22224,Homo sapiens,17791,BAO_0000218,,A,,,9606.0,,U
4685,Autocuration,,Urine,1088.0,Metabolite of ifosfamide determined in urine; NF-Not found,22224,Homo sapiens,7766,BAO_0000019,,A,,,9606.0,,U
4686,Autocuration,,,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection (Group A and B),22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4687,Autocuration,,,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics,22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4688,Autocuration,,,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics and lactose,22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4689,Autocuration,,,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics,22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4690,Autocuration,,,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics and lactose,22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4691,Autocuration,,,,Percent of compound in cirrhotic patients of sterile ascitic fluid (Group C),22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4692,Autocuration,,,,Percent of compound in healthy individuals (Group D),22224,Homo sapiens,6852,BAO_0000019,,A,,,9606.0,,U
4693,Autocuration,Microsomes,Liver,2107.0,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,22224,Homo sapiens,4397,BAO_0000251,,A,,,9606.0,,U
4694,Autocuration,,,,Binding towards human plasma protein at 10 uM,22224,Homo sapiens,17409,BAO_0000019,,A,,,9606.0,,U
4695,Autocuration,,,,Binding towards human plasma protein at 100 uM,22224,Homo sapiens,17409,BAO_0000019,,A,,,9606.0,,U
4696,Autocuration,,,,Human plasma protein binding activity was determined,22224,Homo sapiens,17176,BAO_0000019,,A,,,9606.0,,U
4697,Autocuration,,,,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),22224,Homo sapiens,15444,BAO_0000019,,A,,,9606.0,,U
4698,Autocuration,,,,Percent binding of compound towards human plasma protein was determined,22224,Homo sapiens,17267,BAO_0000019,,A,,,9606.0,,U
4699,Autocuration,Microsomes,Liver,2107.0,Plasma clearance in human liver microsomes,22224,Homo sapiens,5944,BAO_0000251,,A,In vitro,,9606.0,,U
4700,Autocuration,Microsomes,Liver,2107.0,In vitro intrinsic clearance in human liver microsome,22224,Homo sapiens,5668,BAO_0000251,,A,In vitro,,9606.0,,U
4701,Autocuration,Microsomes,Liver,2107.0,In vitro intrinsic clearance in human liver microsome,22224,Homo sapiens,5669,BAO_0000251,,A,In vitro,,9606.0,,U
