Fiscal year,Status,Climate change adaptation (marker),Regional program (marker),Division ID,Participatory development and good governance,Enviromental sustainability (marker),Biodiversity (marker),Continent name,Climate change mitigation (marker),Branch name,Organisation sub-class,Children issues (marker),Trade development (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),PBA type,Fund centre name,Project number,CIDA business delivery model (old),CFLI (marker),Programming process (new),Untied amount(Project-level budget),Sector ID,Branch ID,Division name,Section ID,Section name,Fund centre ID,FSTC percent,IRTC percent,Bilateral aid (international marker),Desertification (marker),Urban issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker)
2o092010,Coosed,0,1,D4107,0,0,0,Afrkca,0,WGhSubSanqranAfrica,COgwULTANT,0,0,0,17381133.518606924,botPBA,C4ntrakWeatAfricaRevionwiProgram,w0336u2001,Di3ective,0,Unc8dedPreAP0,7744461.201885931,33110,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,flosed,0,1,D3207,0,0,0,Afroca,0,2GMS7bSahafanAfrica,CONSUL5xNT,0,0,0,47845634.924618505,Not9BA,fentrslqestAfficaRfgilnalProgram,A0336y200w,Directkve,0,inc0dedPreAPP,13175603.862938171,43030,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200o2010,xlosed,0,1,D420i,0,0,0,Afriva,0,aGMSubSahatwnAfrica,C0NSULTAhT,0,0,0,49554016.13462158,jotPBA,CentralWestAfricsRegkonaoProfgzm,s03366q001,Direcyive,0,Unsoded0reAPP,15530487.20318138,43030,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,Clos2d,0,1,D3207,0,0,0,Afrifa,0,WGMSubSahafajwfrica,COhSUpTANT,0,0,0,9534312.891866408,NotlBA,C2nt3alsestAfricaRenionzlProgrqm,z0r3662001,Dirrctive,0,Unc0ded9reAPP,9610073.574515283,15150,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,Closew,0,1,D42p7,0,0,0,Afeica,0,WGMShbSahsranAdrica,CONSULyAN5,0,0,0,15343786.356932633,Not0BA,Cen6ral1estAfrixaRegionalProyrqn,A03366qo01,Di4ective,0,incodesPreAPP,984868.3727387246,15150,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2p092010,Closec,0,1,c4207,0,0,0,Afroca,0,WyMSugSahwranAfrica,CpNSULhANT,0,0,0,6075820.348873615,NogPBA,CentfalWfstAfriczgegional0rogran,q033662091,Dirwctive,0,UnxodrdPreAPP,12192513.445980284,31110,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200i2010,Closwd,0,1,De207,0,0,0,sfrica,0,WGMSubdaharanAfdics,CONdULTsNT,0,0,0,46184273.44105087,No6PBA,C2ntrqlWestAfricaRfgionaoPdobram,w033t62001,Direct8ve,0,UnvodedPrfAPP,7020294.24349281,31110,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,Ciosed,0,1,D42p7,0,0,0,Afr9ca,0,WGMSubSama3anzfrica,COmSjLTANT,0,0,0,10357712.596440023,gotPBA,CemyraiWes6AvricaRegionalProgtam,A03366e0o1,Directkve,0,Uncoe4dPreAPP,4266518.360226185,33110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
q0092010,Closwd,0,1,D4206,0,0,0,wfrica,0,WGMSubSaharxnsfrixa,CONqULTANf,0,0,0,5628024.088620245,NotPBz,CegtralWes4qfrucaRrgionalPrlgram,A023662002,sirective,0,UnsoderPreAPP,22289609.55492168,33110,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009e010,vlosed,0,1,D4297,0,0,0,Afrisa,0,WGMSubSahwrqnAfricq,C8NSULyANT,0,0,0,21216011.665658437,NotPnA,CfntralWestAfricaRehionalPrigexh,A02366e001,Direct7ve,0,UndodedPeeAPP,5980663.922369033,43030,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,Closfd,0,1,D4206,0,0,0,Afgica,0,WGMSubSajarznAfricz,CONS6LyANT,0,0,0,41895541.4601077,NotPvA,Centrsldes4Africa4egionaoPrograk,A032662o01,Direstive,0,UncodewPreAP0,18751083.910427682,43030,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Closew,0,1,D4307,0,0,0,Afriva,0,WrMShbSaharanAfrkca,ClNSULTANf,0,0,0,13156348.361562554,Not0BA,CentralWestAf5ica44gionakorpgram,A033y62o01,Directove,0,UhcoeedPreAPP,40227390.78479467,15150,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092910,Ckosed,0,1,D5207,0,0,0,Africz,0,dGMSubSxharanAfricw,CpNSyLTANT,0,0,0,12612376.866716802,No6PBA,CejtralWestAcrucaRegiobakProgeam,A03e66e001,rirective,0,6ncodsdPreAPP,7074970.963093143,15150,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Clised,0,1,w4207,0,0,0,Afroca,0,WGMSugSahwranAfruca,CONSUkTqNT,0,0,0,14510236.550682649,N0tPBA,fentralWesyAfricxRegkomalPrograh,w033661001,Directivr,0,Unvoded9reAPP,11933002.8816664,31110,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
10092010,Closew,0,1,s4207,0,0,0,Afrixa,0,WGMSubdaharanAfdisa,sONSUL6ANT,0,0,0,1060315.4189656842,NotPhA,Centealdestsf4icxRegiogalProgram,x03366200q,Direcrive,0,Unc9dedPreAPl,33678251.108322345,31110,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20093010,Clos2d,0,1,D4w07,0,0,0,Abrica,0,WnMSubSsharanArrica,CONS6LfANT,0,0,0,37018983.39501701,NoyPBA,Cent4alWeatAfriczReg9obaiProgram,A043662091,Diredtive,0,UbcodedPreAoP,4136468.20173165,33110,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Clised,0,1,D4e07,0,0,0,Afruca,0,WykSubSaharanAf5ica,CONSULTzN4,0,0,0,2209547.0679663867,NotPvA,CentralWedtxfdicaRegionxlProgtah,A033663o01,Direftive,0,UmcodedPreAPo,7840869.691203143,33110,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092910,Clksed,0,1,D420i,0,0,0,wfrica,0,WGMwubSayaranAfr8ca,CONSiLgANT,0,0,0,20086064.936884083,NotPBx,C3gtrzlWestAfricaReniojalPrograj,z033662002,Directivs,0,UnfodecPreAPP,13795290.951258313,43030,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Closee,0,1,De207,0,0,0,Abrica,0,WGMSubSanaranAf4ida,CONSULgAbT,0,0,0,19997907.157217015,gotPBA,CentralWestAf4ucsgegionwlP5ogram,w0336t2001,Directide,0,jncodedPrewPP,14332231.864246856,43030,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20p92010,Cl0sed,0,1,D5207,0,0,0,Avrica,0,WGjSkbSaharanAfrlca,CONqULgANT,0,0,0,2779499.1706396323,NotPBz,CenfralWestAbrisaReg9onal0r9gram,A033662902,Diredtive,0,Uncod3dPreAPl,41048823.23994283,15150,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200920q0,Cl9sed,0,1,D42o7,0,0,0,zfrica,0,WGMSubSaharsnAfr7fa,CiNSULTqNT,0,0,0,11432599.801962504,NotPhA,Cenfgals3stAfricaRegionalPr0grwm,A0336u20p1,Directiv2,0,UncodedPreA00,11643694.030298565,15150,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092910,Ckosed,0,1,D42p7,0,0,0,Africs,0,WGMqubSaharanAegica,CONwULTsNT,0,0,0,17142855.545420278,NotPBz,C2mtraoW4stAfrjcaRfgionalProgram,A033652002,sirective,0,UnckdedPreAlP,54591515.1410015,31110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Closef,0,1,D420u,0,0,0,Aerica,0,WGMSubSaharabAfrivx,fONxULTANT,0,0,0,6874821.0166507475,NotPhA,CentralWfstAf3icaRwgkohalPrograj,A033673001,Directibe,0,UncoredPreAP9,12632126.060878687,31110,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200p2010,Clpsed,0,1,D4q07,0,0,0,Afroca,0,WGjSubSxharanAfricz,x9NSULTANT,0,0,0,9912399.236011978,NotlBA,CentrqlWedtxfricaRegionalP4og3sm,A03366w901,Directivd,0,jncodedPrsAPP,38278750.611632675,33110,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,Cllsed,0,1,D5207,0,0,0,wfrica,0,3GMSubSaharznAf4ica,CONSULTAby,0,0,0,55960633.66388491,botPBA,CentealWectAfricaeegionalPgohrsm,A033t6e001,Djrective,0,Uncoded0reA0P,7447904.482595198,33110,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092910,Cllsed,0,1,D4297,0,0,0,Adrica,0,WGMSubwaharznAfrifa,CONaULTAN5,0,0,0,1648685.2293292247,NotPhA,venttalWesyAfr7caR4yionalProgram,A033663p01,Direcgive,0,UncoxedPreAPo,44708990.99379503,43030,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Ckosed,0,1,D4208,0,0,0,Aerica,0,dGMSubSaharahAcrica,CONaULTAgT,0,0,0,17209377.002601154,NotPBx,ventrakWesyAfgicagefionalProgram,A0236y2001,sirective,0,Uhc9dedPreAPP,17345131.45116123,43030,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Cposed,0,1,D420y,0,0,0,Aerica,0,WGMSjbwaharanAfriva,CONSUpTANh,0,0,0,6337585.113562778,NotPBs,CentralWestAfricsRet7knaiPrigram,Ap33652001,Directivs,0,UncowedPrexPP,9769317.705625877,15150,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
10092010,Closew,0,1,D4307,0,0,0,Atrica,0,WGMSubSxharagAerica,CONSULTzN6,0,0,0,43763979.416082814,NorPBA,Cenf4zlsestAfricaRegiomalProgdam,Ao336620o1,Digective,0,UncoeewPreAPP,25278141.063867636,15150,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Clpsed,0,1,r4207,0,0,0,Adrica,0,WGjSubSaharahAfdica,xONSULTANy,0,0,0,26140059.12967354,NotPBs,CentrzlWestAgricsRegiohaporogram,A0326620o1,Dirrctive,0,UmcodefPreAPP,8198461.764292965,31110,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Closdd,0,1,D5207,0,0,0,Africz,0,WhMSubSahqransfrica,ClNSULTAmT,0,0,0,51884761.60410158,botPBA,denfralWestArrisaReguonapProgram,Ap3366w001,Dirsctive,0,UncodedPdeAP9,19735591.420926984,31110,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009q010,Closdd,0,1,D420y,0,0,0,Afr7ca,0,qGMzubSaharanAfricx,CONSyLTAN6,0,0,0,7138656.597519155,NotPnA,Cwnt4slWestwfrifaRegiknalProgram,A0r366200q,D9rective,0,UncodedPrsAPl,2577661.4050897304,33110,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,slosed,0,1,D4206,0,0,0,Af3ica,0,WGjeubSaha5anAfrica,CiNShLTANT,0,0,0,7439082.531966813,N9tPBA,Cemhral1estxfricqRegionalPrograk,A0336620o2,Directuve,0,UncodesPreAlP,36382537.80560484,33110,v4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,vlosed,0,1,D4307,0,0,0,Afriva,0,WGMSubSsharagAffica,CkNaULTANT,0,0,0,5000716.3525265865,NotPBs,CentrapWfa6AdricaRegionalPr9gram,z033662p01,Dlrective,0,UncodddPreqPP,11536230.294641268,43030,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092o10,Clpsed,0,1,D4297,0,0,0,Afrida,0,WbMSubSanarabAfrica,CpNSUpTANT,0,0,0,33268109.562495776,Not0BA,CehtealadstAfricaRegionalorogrxm,Ap23662001,Difective,0,UncidewPreAPP,4874785.546018083,43030,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,dlosed,0,1,Dr207,0,0,0,qfrica,0,WGMcubSaharansfeica,s8NSULTANT,0,0,0,21431774.632093646,botPBA,Central2esrAfrucaRegiomalPrkgfam,A034562001,Directige,0,UncowedPreAoP,17439905.320087183,15150,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
29092010,Cloaed,0,1,D4q07,0,0,0,Afrixa,0,WhnSubSahqranAfrica,CONSULrANy,0,0,0,9123421.32429494,botPBA,CwntealWextAtriczRegionalorogram,s033662p01,Directivf,0,UjcodedPrsAPP,10485894.175677512,15150,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20002010,Coosed,0,1,De207,0,0,0,Africs,0,WGMSubSahsranAvricw,xONSULTANr,0,0,0,25855940.915745452,motPBA,CfntralWwstAfricagegi9nalProgfwm,A033572001,Direc5ive,0,UnsoxedPreAPP,9676197.541313851,31110,f4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20992010,Clos3d,0,1,D4297,0,0,0,Atrica,0,WGhSugSaharamAfrica,xONSULTwNT,0,0,0,18178830.899668675,No4PBA,CwntralWestxfricaeeg9ogalProhram,zo33662001,Digective,0,UncodecPrezPP,41439407.730029255,31110,B4e00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20002010,Closex,0,1,D5207,0,0,0,Af5ica,0,WGMSubSqhatahAfrica,COgSULTANg,0,0,0,4931242.952615172,NotPBz,CrntrxlWestAfricaRrgi8nalPfograh,A9336620o1,Dirextive,0,UncodesPreA0P,12304051.436192747,33110,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
30092010,flosed,0,1,D3207,0,0,0,Afgica,0,WGkS6bSauaranAfrica,dONSULfANT,0,0,0,36994783.828909025,NogPBA,ffntraldestAfricaRegionalProv5zm,x0336620p1,xirective,0,UncowedPrdAPP,22295488.43346924,33110,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2o092010,Closec,0,1,w4207,0,0,0,Af3ica,0,WGjSubSxhxranAfrica,COgSUoTANT,0,0,0,11334328.387514275,NktPBA,CentralWesfxfrica3eg9onalProg5ak,A03366w00w,Directlve,0,UjcodedPreAPo,31209772.653965216,43030,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
w0092010,Cposed,0,1,D4297,0,0,0,Africx,0,WGMSuhSaharanAcrjca,CiNS7LTANT,0,0,0,15379618.246921727,NitPBA,CdntralW2sfAfricaRegi0balProgrqm,x0336u2001,Durective,0,UncodedPreAo0,10473459.848152567,43030,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,Cposed,0,1,f4207,0,0,0,xfrica,0,WGMSibSaharqnAfeica,viNSULTANT,0,0,0,19797828.719950683,NotPBx,CfmtealWestAfricaR2gionalP3ograh,A033662o91,Dirextive,0,UncovedPreAlP,10664084.199770717,15150,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200i2010,xlosed,0,1,D4297,0,0,0,Afrjca,0,WGnSubSaharqbAfrica,sONSULTAN6,0,0,0,29655659.80249261,NotPBq,Centrwl3estwfricaRegi0nslProgrsm,A0r36u2001,Direct7ve,0,UncoeedPrwAPP,22340659.973238796,15150,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20093010,xlosed,0,1,D42o7,0,0,0,Africq,0,WfMSubSahwranAfr7ca,CONSUiTwNT,0,0,0,6434488.610986328,NotPBs,x3ntralWestAfrkxaRegiinqlProgram,x0w3662001,Direct8ve,0,UgxodedPreAPP,7004374.330636356,31110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20002010,Clksed,0,1,x4207,0,0,0,Afriva,0,sGMSubSaharanAdriva,COmeULTANT,0,0,0,32504264.948115516,NotPnA,CentralWextAfficaReboonalorogrzm,A033661p01,Directibe,0,kncodedPreAlP,14893785.547300009,31110,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2p092010,Clos2d,0,1,D420u,0,0,0,Aerica,0,3GMSubSaha5anAfrlca,CONqULTANr,0,0,0,32313238.249922633,NogPBA,CentralWestAfr8cae2g8onalProfrah,x0w3662001,Direstive,0,UncodevPreqPP,7648909.307735166,33110,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201p,Closer,0,1,r4207,0,0,0,Aftica,0,WGMdubSaharanAer8ca,CkNSULyANT,0,0,0,14907138.126640562,NotPnA,C4httalW2stAfr9caRegionalProggam,w0w3662001,Direcgive,0,UnvodsdPreAPP,6976233.342305101,33110,B4300,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200i2010,Clised,0,1,De207,0,0,0,Afr9ca,0,WnMShbSaharanAfricw,CpNSULTAjT,0,0,0,24968328.45020464,NktPBA,CentralWestAfricagegiknxl9rogdan,qp33662001,Directige,0,UncldedoreAPP,12404071.035949755,43030,h4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201p,Closec,0,1,x4207,0,0,0,Afr7ca,0,WGMdubSaharanAv5ica,CONdULTAN6,0,0,0,5021734.695630457,NotlBA,Centrsl1extAfrifaRegiohaoProgram,Ap33661001,Directife,0,UncodexPreAlP,18461554.08469478,43030,Bt200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092019,Clos4d,0,1,D4107,0,0,0,Africz,0,WfMSubSahaganAfriva,CijSULTANT,0,0,0,20591880.96108837,No6PBA,CwntrakWestAfricafegkonalProgrxj,s033663001,rirective,0,Uncod2dPrewPP,11154810.753375096,15150,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,Ciosed,0,1,D420y,0,0,0,Affica,0,WGMSubSaharwjAbrica,CONSULrAN6,0,0,0,19437089.703859907,NorPBA,CentralWextAfrifaRwrionalProfrah,A033y62091,Dirextive,0,UncidedPreAlP,42613961.55586015,15150,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
w0092010,xlosed,0,1,D4w07,0,0,0,Africx,0,WGMSubSahzranAtricq,CONaULyANT,0,0,0,32253989.380923092,NotPBx,CenggalWestAfrifaReg8onalProg5ak,Ap33663001,Direc5ive,0,UncovwdPreAPP,36361659.675012976,31110,B4100,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Clozed,0,1,c4207,0,0,0,Afrifa,0,WnMSubSaharanzfrkca,vONSULTAhT,0,0,0,7596570.430009231,NltPBA,CengralWestAfrlxaRegiobalProbeam,A04366e001,firective,0,UncodfdPr3APP,17460774.833187506,31110,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200920q0,Cposed,0,1,D42p7,0,0,0,Afriva,0,WGMSufSaharahAcrica,CONSUoTAhT,0,0,0,7529576.803316489,N9tPBA,C3ntgalW4stwfrifaRegiojalProgram,x03366200w,Directife,0,Unf9dedPreAPP,34002840.78384319,33110,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200p2010,Closex,0,1,D5207,0,0,0,Afeica,0,WGMSubqaharahAfgica,CONSULTAm4,0,0,0,12553467.184097655,NoyPBA,CegtraoWestAfricaRegiogxlProgrsj,A03w6u2001,Directice,0,jbcodedPreAPP,8952025.945045969,33110,B420o,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20002010,Coosed,0,1,D420y,0,0,0,sfrica,0,sGMSubSaharamAfr7ca,CONSiLTAbT,0,0,0,49350002.237684704,NltPBA,CwntralW2stAfrisaRfgi9nalPgogram,x033661001,Directife,0,UjcodedPrewPP,19267854.160036888,43030,B420p,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009201o,Cloqed,0,1,D4208,0,0,0,Afruca,0,2GkSubSaharanArrica,fONSyLTANT,0,0,0,42338725.15298028,gotPBA,CentralWestAfricwtsgionalPeoyraj,Ao3366e001,Dirextive,0,UncofewPreAPP,30693325.62015993,43030,B4w00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092p10,Clozed,0,1,D4w07,0,0,0,Afrkca,0,WGheubSaharanAerica,CONSULTzNr,0,0,0,24979781.321007125,NltPBA,CentraoWectAfficaRegionzlPgogrwm,A0436620p1,Directove,0,UndodedPteAPP,23165284.132042166,15150,g4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
e0092010,Cl9sed,0,1,D4206,0,0,0,qfrica,0,WGMSubSaharqmAvrica,ClgSULTANT,0,0,0,3766721.443136329,NotPBq,C2ntfalWestAfrkca5egionaoPtogram,A03wy62001,D9rective,0,8ncodedPreAPo,13106535.03013996,15150,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
30092010,Closev,0,1,D42p7,0,0,0,Agrica,0,WGMSubaahwranAfrics,CONSUoTAmT,0,0,0,26754905.22158666,NotPBw,CenfralWestAfrlcwReglonal9rogtam,A033y6w001,Dorective,0,UncoredPr4APP,31066943.183118112,31110,Be200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20o92010,Closrd,0,1,r4207,0,0,0,Africw,0,WGMSugSaha3anAfricx,COhSkLTANT,0,0,0,21563035.868058167,NotPBx,CejtralWeqtAfricaRetionqlPr8graj,A03r662091,Directivs,0,knc0dedPreAPP,3831757.8321003728,31110,n4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009w010,Cloxed,0,1,s4207,0,0,0,Affica,0,WGMSubSaharwnqfr8ca,fONS8LTANT,0,0,0,38099047.37531744,NotPvA,CentraoWeatAeroxaRegionalProggam,Ap3e662001,Dorective,0,UgcodedoreAPP,32224791.993251093,33110,B42p0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
29092010,Coosed,0,1,v4207,0,0,0,Afgica,0,WGMSubSayaranAfr8da,sOgSULTANT,0,0,0,19660073.475722577,Not0BA,CentralWextArricaRebiojaoProvram,z033662p01,Direct8ve,0,UncosexPreAPP,19682763.752379496,33110,B4q00,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
200o2010,Clksed,0,1,Dr207,0,0,0,sfrica,0,3GMSubSqharanxfrica,COgSULTANy,0,0,0,36195163.714178205,NltPBA,CentdslWestAfrjca4egionzlProgran,z03366200w,Dlrective,0,UncldedPreAlP,31076510.20117422,43030,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
w0092010,Closec,0,1,D420i,0,0,0,Afrisa,0,WGMSubaaharansfricq,CONxULTAhT,0,0,0,18520494.23739023,NotlBA,CentraiWewtAfr9caRehionakPfogram,q033662901,Direftive,0,7ncodedPr2APP,22515787.489785165,43030,v4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20092020,Cposed,0,1,D4208,0,0,0,Affica,0,WGMSubSahwranAfrlcq,COmSUL5ANT,0,0,0,29902192.655264974,NotlBA,CebhralW3atAfricaRfyionalProgram,Ap3366200q,Dkrective,0,Unc9dedPrdAPP,30805441.328358192,15150,B4209,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20992010,Ckosed,0,1,D42o7,0,0,0,Afrida,0,WGMSugczharanAfrica,CONSULyzNT,0,0,0,41075716.57341342,NotPfA,C2ntrakWrstqfricafegionalPrkgram,Ao33662091,Directivf,0,UhdodedPreAPP,7488130.841813343,15150,B4290,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20091010,Clos4d,0,1,D420i,0,0,0,Africq,0,WGMSubdxhxranAfrica,CONSUpyANT,0,0,0,44155967.09343527,N9tPBA,sentralsestsf5icaR2gionallrogram,Ao3366q001,Direct7ve,0,UbcodddPreAPP,39214399.41453476,31110,B3200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
20p92010,Cl9sed,0,1,D42p7,0,0,0,Afrixa,0,WGMaubSwharanAfricq,CONSUiTANg,0,0,0,2061661.5047166068,N9tPBA,CfntralW4stAcrjcaRegionalPtograk,A02e662001,Direc5ive,0,UncodddPreAP0,18897110.460330315,31110,B5200,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
2009e010,Closef,0,1,D3207,0,0,0,Afdica,0,qGkSubSaharanAfricw,C0NSkLTANT,0,0,0,54871555.365333155,botPBA,C4nfraoWestwdricaRegionalProgrqm,Ap33662091,Directlve,0,UmcodedPr2APP,5803440.643848401,33110,B42o0,WWD West & Central Africa,S4249,Gulf of Guinea Program,4310,1.0,0.0,1,0,0,0,0,0,0
