assay_id,tissue_id,curated_by,assay_tissue,tid,description,chembl_id,relationship_type,confidence_score,cell_id,assay_cell_type,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
8403,2037.0,Intermediate,Cerebellum,50597,Distribution of [123I]-label in rat brain (cerebellum) was reported at 60 min post injection. Value shown is %ID/g of tissue,CHEMBL620179,N,1,,,13950,A,,,Rattus norvegicus,10116.0
8404,,Intermediate,,50597,Distribution of [123I]-label in rat brain (diencephalon) was reported at 20 min post injection. Value shown is %ID/g of tissue,CHEMBL620180,N,1,,,13950,A,,,Rattus norvegicus,10116.0
8405,,Intermediate,,50597,Volume of distribution of compound in rat after 1 mg/kg i.v. administration,CHEMBL620181,N,1,,,6570,A,In vivo,,Rattus norvegicus,10116.0
8406,,Intermediate,,50597,Volume of distribution of compound in rats after intravenous administration,CHEMBL620182,N,1,,,6571,A,In vivo,,Rattus norvegicus,10116.0
8407,,Intermediate,,50597,Volume of distribution in rat,CHEMBL620183,N,1,,,6453,A,In vivo,,Rattus norvegicus,10116.0
8408,,Intermediate,,50597,Volume of distribution was determined in rat at a dose of 1 mpk i.v.,CHEMBL620184,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8409,,Intermediate,,50597,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND means not determined,CHEMBL620185,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8410,,Intermediate,,50597,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND=not determined,CHEMBL620186,N,1,,,6444,A,In vivo,,Rattus norvegicus,10116.0
8411,,Intermediate,,50597,Volume of distribution was determined in Dawley rat,CHEMBL620187,N,1,,,5353,A,In vivo,,Rattus norvegicus,10116.0
8412,,Intermediate,,50597,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,CHEMBL620188,N,1,,,5334,A,In vivo,,Rattus norvegicus,10116.0
8413,,Intermediate,,50597,Volume of distribution was reported in Sprague-Dawley rat,CHEMBL620189,N,1,,,5334,A,In vivo,,Rattus norvegicus,10116.0
8414,,Intermediate,,50597,Volumes of distribution in rat after peroral administration,CHEMBL620190,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8415,,Intermediate,,50597,Volumes of distribution in rat after po administration,CHEMBL620191,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8416,,Intermediate,,50597,Volumes of distribution in rat after po administration; Not determined,CHEMBL620192,N,1,,,6641,A,In vivo,,Rattus norvegicus,10116.0
8417,,Intermediate,,50597,Pharmacokinetic property (Volume) in rat i.v.,CHEMBL620193,N,1,,,5676,A,In vivo,,Rattus norvegicus,10116.0
8418,,Intermediate,,50597,Apparent volume of distribution when 3 mg/Kg dose was administered intravenously,CHEMBL620194,N,1,,,6410,A,In vivo,,Rattus norvegicus,10116.0
8419,,Intermediate,,50597,"Volume distribution in fischer rats at 5 mg/kg dose, administered intravenously",CHEMBL876730,N,1,,,17670,A,In vivo,,Rattus norvegicus,10116.0
8420,,Intermediate,,50597,Volume distribution in rat after oral administration at 10 mg/kg,CHEMBL620195,N,1,,,6495,A,In vivo,,Rattus norvegicus,10116.0
8421,,Intermediate,,50597,Evaluated for Volume of distribution after iv administration of 5 mg/kg to male Sprague-Dawley rats,CHEMBL620196,N,1,,,5408,A,In vivo,,Rattus norvegicus,10116.0
8422,,Intermediate,,50597,Tested for volume of distribution after intravenous administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,CHEMBL620197,N,1,,,4883,A,In vivo,,Rattus norvegicus,10116.0
8423,,Intermediate,,50597,Volume of distribution after oral administration of 6 mg/kg of dose in rats was determined,CHEMBL620198,N,1,,,6647,A,In vivo,,Rattus norvegicus,10116.0
8424,,Intermediate,,50597,Volume of distribution in rats,CHEMBL620199,N,1,,,6495,A,In vivo,,Rattus norvegicus,10116.0
8425,,Intermediate,,50597,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female wistar rats,CHEMBL620200,N,1,,,2661,A,In vivo,,Rattus norvegicus,10116.0
8426,,Intermediate,,50597,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to male wistar rats,CHEMBL620201,N,1,,,2661,A,In vivo,,Rattus norvegicus,10116.0
8427,,Intermediate,,50597,In vivo Volume distribution (Vss) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,CHEMBL620202,N,1,,,5974,A,In vivo,,Rattus norvegicus,10116.0
8428,,Intermediate,,50597,In vivo Volume distribution (Vss) was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,CHEMBL620203,N,1,,,5974,A,In vivo,,Rattus norvegicus,10116.0
8429,,Intermediate,,50597,In vivo Volume distribution (Vss) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat;no value,CHEMBL620204,N,1,,,5974,A,In vivo,,Rattus norvegicus,10116.0
8430,,Intermediate,,50597,In vivo Volume distribution (Vss) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,CHEMBL620205,N,1,,,5974,A,In vivo,,Rattus norvegicus,10116.0
8431,,Intermediate,,50597,Pharmacokinetic parameter (Vss) in rat,CHEMBL624664,N,1,,,5960,A,In vivo,,Rattus norvegicus,10116.0
8432,,Intermediate,,50597,Pharmacokinetic property (Volume) in rat i.v.,CHEMBL624665,N,1,,,5676,A,In vivo,,Rattus norvegicus,10116.0
8433,,Intermediate,,50597,Pharmacokinetic property (Vss) in rat,CHEMBL624666,N,1,,,5948,A,,,Rattus norvegicus,10116.0
8434,,Intermediate,,50597,Steady state volume distribution (Vss) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,CHEMBL624667,N,1,,,5979,A,In vivo,,Rattus norvegicus,10116.0
8435,,Intermediate,,50597,Steady state volume distribution (Vss) of compound after iv administration was determined in Sprague-Dawley rat,CHEMBL624668,N,1,,,5978,A,In vivo,,Rattus norvegicus,10116.0
8436,,Intermediate,,50597,Steady state volume distribution (Vss) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,CHEMBL624669,N,1,,,5978,A,In vivo,,Rattus norvegicus,10116.0
8437,,Intermediate,,50597,Steady state volume distribution (Vss) of compound(9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,CHEMBL624670,N,1,,,5978,A,In vivo,,Rattus norvegicus,10116.0
8438,,Intermediate,,50597,Steady state volume distribution (Vss) of compound(9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,CHEMBL624671,N,1,,,5978,A,In vivo,,Rattus norvegicus,10116.0
8439,,Intermediate,,50597,Steady state volume distribution in rat,CHEMBL624672,N,1,,,6448,A,In vivo,,Rattus norvegicus,10116.0
8440,1969.0,Intermediate,Plasma,50597,"Steady state volume of distribution calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv.",CHEMBL624673,N,1,,,12873,A,In vivo,,Rattus norvegicus,10116.0
8441,,Intermediate,,50597,Steady state volume of distribution determined in rat,CHEMBL624674,N,1,,,4576,A,In vivo,,Rattus norvegicus,10116.0
8442,,Intermediate,,50597,Steady-state volume of distribution was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,CHEMBL624675,N,1,,,17582,A,In vivo,,Rattus norvegicus,10116.0
8443,,Intermediate,,50597,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in rat,CHEMBL621728,N,1,,,1466,A,In vivo,,Rattus norvegicus,10116.0
8444,,Intermediate,,50597,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined,CHEMBL621729,N,1,,,5182,A,,,Rattus norvegicus,10116.0
8445,,Intermediate,,50597,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined; NC means not calculated,CHEMBL621730,N,1,,,5182,A,,,Rattus norvegicus,10116.0
8446,,Intermediate,,50597,Volume distribution in rat after administration of 2 mg/kg iv,CHEMBL621731,N,1,,,6535,A,In vivo,,Rattus norvegicus,10116.0
8447,,Intermediate,,50597,Volume distribution in rat after administration of 2 mg/kg iv,CHEMBL621732,N,1,,,6535,A,In vivo,,Rattus norvegicus,10116.0
8448,,Intermediate,,50597,Volume in steady state distribution value was determined,CHEMBL621908,N,1,,,5041,A,In vivo,,Rattus norvegicus,10116.0
8449,,Intermediate,,50597,Volume in steady state distribution value was determined; ND denotes no data,CHEMBL875347,N,1,,,5041,A,In vivo,,Rattus norvegicus,10116.0
8450,,Intermediate,,50597,Volume in steady state distribution value was determined; ND denotes not determined,CHEMBL621909,N,1,,,5041,A,In vivo,,Rattus norvegicus,10116.0
8451,,Intermediate,,50597,Volume of distribution at a steady state measured after intravenous bolus administration of 50 mg/kg of compound to rats,CHEMBL621910,N,1,,,17065,A,In vivo,,Rattus norvegicus,10116.0
8452,,Intermediate,,50597,Volume of distribution at steady state was evaluated in rats,CHEMBL621911,N,1,,,6597,A,In vivo,,Rattus norvegicus,10116.0
8453,,Intermediate,,50597,Volume of distribution at steady state was observed after intravenous administration in rat,CHEMBL621912,N,1,,,15662,A,In vivo,,Rattus norvegicus,10116.0
8454,,Intermediate,,50597,Volume of distribution in steady state was determined in rat,CHEMBL621913,N,1,,,6485,A,In vivo,,Rattus norvegicus,10116.0
8455,,Intermediate,,50597,Volume of distribution in steady state was determined in rat,CHEMBL621914,N,1,,,17655,A,In vivo,,Rattus norvegicus,10116.0
8456,,Intermediate,,50597,Volume of distribution after i.v. administration,CHEMBL621915,N,1,,,6616,A,In vivo,,Rattus norvegicus,10116.0
8457,,Intermediate,,50597,Volume of distribution was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,CHEMBL621916,N,1,,,1916,A,In vivo,,Rattus norvegicus,10116.0
8458,2107.0,Intermediate,Liver,50594,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",CHEMBL621917,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8459,2107.0,Intermediate,Liver,50594,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",CHEMBL621918,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8460,2106.0,Intermediate,Spleen,50594,Biodistribution of compound (oxidized form) in spleen tissue,CHEMBL621919,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8461,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",CHEMBL621920,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8462,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO solution",CHEMBL621921,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8463,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL622401,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8464,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",CHEMBL875348,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8465,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",CHEMBL622402,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8466,178.0,Intermediate,Blood,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood,CHEMBL622403,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8467,178.0,Intermediate,Blood,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL622404,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8468,955.0,Intermediate,Brain,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues,CHEMBL622405,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8469,955.0,Intermediate,Brain,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 10 minutes after dosing, in DMSO",CHEMBL622406,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8470,955.0,Intermediate,Brain,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL622407,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8471,948.0,Intermediate,Heart,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues,CHEMBL622408,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8472,948.0,Intermediate,Heart,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 10 minutes after dosing, in DMSO",CHEMBL622409,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8473,948.0,Intermediate,Heart,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL622410,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8474,2113.0,Intermediate,Kidney,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney,CHEMBL622411,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8475,2113.0,Intermediate,Kidney,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing in DMSO",CHEMBL627864,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8476,2113.0,Intermediate,Kidney,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL627865,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8477,2107.0,Intermediate,Liver,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver,CHEMBL627866,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8478,2107.0,Intermediate,Liver,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL627751,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8479,2106.0,Intermediate,Spleen,50594,Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen,CHEMBL627752,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8480,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing in DMSO",CHEMBL627753,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8481,2106.0,Intermediate,Spleen,50594,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",CHEMBL627754,N,1,,,16438,A,In vivo,,Mus musculus,10090.0
8482,,Intermediate,,50594,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK2 murine fibrosarcoma cells,CHEMBL627755,N,1,,,12467,A,,,Mus musculus,10090.0
8483,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 1 hour of intravenous injection of [125I]-16(IMPY),CHEMBL627756,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8484,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 2 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627757,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8485,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 2 minutes of intravenous injection of [125I]-16(IMPY),CHEMBL627758,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8486,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 24 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627759,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8487,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 30 minutes of intravenous injection of [125I]-16(IMPY),CHEMBL627760,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8488,955.0,Intermediate,Brain,50594,Biodistribution of radioactivity in normal mice (ICR) brain after 6 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627761,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8489,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 1 hour of intravenous injection of [125I]-16(IMPY),CHEMBL876811,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8490,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 2 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627762,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8491,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 2 minutes of intravenous injection of [125I]-16(IMPY),CHEMBL627763,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8492,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 24 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627764,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8493,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 30 minutes of intravenous injection of [125I]-16(IMPY),CHEMBL627765,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8494,948.0,Intermediate,Heart,50594,Biodistribution of radioactivity in normal mice (ICR) heart after 6 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627766,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8495,2113.0,Intermediate,Kidney,50594,Biodistribution of radioactivity in normal mice (ICR) kidney after 1 hour of intravenous injection of [125I]-16(IMPY),CHEMBL627767,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8496,2113.0,Intermediate,Kidney,50594,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 hours of intravenous injection of [125I]-16(IMPY),CHEMBL627768,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
8497,2113.0,Intermediate,Kidney,50594,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 minutes of intravenous injection of [125I]-16(IMPY),CHEMBL628422,N,1,,,17208,A,In vivo,,Mus musculus,10090.0
