assay_type,doc_id,assay_test_type,assay_category,src_id,src_assay_id,assay_tissue,relationship_type,bao_format,description,assay_cell_type,cell_id,curated_by,assay_subcellular_fraction,chembl_id,assay_tax_id,tissue_id,assay_organism,assay_id,variant_id,confidence_score,assay_strain,tid
A,5689.0,,,1.0,,Blood,U,BAO_0000019,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618168,10141.0,178.0,Cavia porcellus,4499.0,,0.0,,22224.0
A,5689.0,,,1.0,,Brain,U,BAO_0000019,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618169,10141.0,955.0,Cavia porcellus,4500.0,,0.0,,22224.0
A,5689.0,,,1.0,,,U,BAO_0000019,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618170,10141.0,,Cavia porcellus,4501.0,,0.0,,22224.0
A,5689.0,,,1.0,,Intestine,U,BAO_0000019,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618171,10141.0,160.0,Cavia porcellus,4502.0,,0.0,,22224.0
A,5689.0,,,1.0,,Kidney,U,BAO_0000019,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618172,10141.0,2113.0,Cavia porcellus,4503.0,,0.0,,22224.0
A,5689.0,,,1.0,,Liver,U,BAO_0000019,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618173,10141.0,2107.0,Cavia porcellus,4504.0,,0.0,,22224.0
A,5689.0,,,1.0,,,U,BAO_0000019,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL618174,10141.0,,Cavia porcellus,4505.0,,0.0,,22224.0
A,5689.0,,,1.0,,Spleen,U,BAO_0000019,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,,,Autocuration,,CHEMBL875408,10141.0,2106.0,Cavia porcellus,4506.0,,0.0,,22224.0
A,14465.0,In vivo,,1.0,,,U,BAO_0000218,Elimination T1/2 in Guinea pig (PO dose),,,Autocuration,,CHEMBL839827,10141.0,,Cavia porcellus,4507.0,,0.0,,22224.0
A,5689.0,,,1.0,,,U,BAO_0000019,Partition coefficient was measured as -log (counts per min ),,,Autocuration,,CHEMBL618175,10141.0,,Cavia porcellus,4508.0,,0.0,,22224.0
A,611.0,In vivo,,1.0,,,U,BAO_0000218,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,,,Autocuration,,CHEMBL618176,10141.0,,Cavia porcellus,4509.0,,0.0,,22224.0
A,611.0,In vivo,,1.0,,,U,BAO_0000218,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,,,Autocuration,,CHEMBL618177,10141.0,,Cavia porcellus,4510.0,,0.0,,22224.0
A,14465.0,In vivo,,1.0,,,U,BAO_0000218,Elimination T1/2 in Guinea pig (PO dose),,,Autocuration,,CHEMBL618178,10141.0,,Cavia porcellus,4511.0,,0.0,,22224.0
A,4876.0,In vivo,,1.0,,,U,BAO_0000218,"Tested for the half life period of the compound, intravenously",,,Autocuration,,CHEMBL618179,10141.0,,Cavia porcellus,4512.0,,0.0,,22224.0
A,5689.0,,,1.0,,,U,BAO_0000019,Half-life was measured,,,Autocuration,,CHEMBL873489,10141.0,,Cavia porcellus,4513.0,,0.0,,22224.0
A,7515.0,,,1.0,,,U,BAO_0000019,The time required for onset of inotropy after addition of a single dose of delta F75,,,Autocuration,,CHEMBL618180,10141.0,,Cavia porcellus,4514.0,,0.0,,22224.0
A,17667.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,,,Autocuration,,CHEMBL618181,10141.0,,Cavia porcellus,4515.0,,0.0,,22224.0
A,17667.0,In vivo,,1.0,,,U,BAO_0000218,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,,,Autocuration,,CHEMBL618182,10141.0,,Cavia porcellus,4516.0,,0.0,,22224.0
A,4727.0,In vivo,,1.0,,,U,BAO_0000218,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,,,Autocuration,,CHEMBL618183,10029.0,,Cricetulus griseus,4517.0,,0.0,,22224.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,,,Intermediate,,CHEMBL618184,10090.0,,Mus musculus,4518.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,,,Intermediate,,CHEMBL618185,10090.0,,Mus musculus,4519.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,,,Intermediate,,CHEMBL618186,10090.0,,Mus musculus,4520.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,,,Intermediate,,CHEMBL618187,10090.0,,Mus musculus,4521.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,,,Intermediate,,CHEMBL618188,10090.0,,Mus musculus,4522.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,,,Intermediate,,CHEMBL875409,10090.0,,Mus musculus,4523.0,,1.0,,50594.0
A,10107.0,In vivo,,1.0,,,N,BAO_0000218,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,,,Intermediate,,CHEMBL618189,10090.0,,Mus musculus,4524.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Blood,N,BAO_0000218,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618190,10090.0,178.0,Mus musculus,4525.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Blood,N,BAO_0000218,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618191,10090.0,178.0,Mus musculus,4526.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Blood,N,BAO_0000218,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618192,10090.0,178.0,Mus musculus,4527.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Bone,N,BAO_0000218,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618193,10090.0,10000001.0,Mus musculus,4528.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Bone,N,BAO_0000218,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618194,10090.0,10000001.0,Mus musculus,4529.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Bone,N,BAO_0000218,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618195,10090.0,10000001.0,Mus musculus,4530.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Brain,N,BAO_0000218,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618196,10090.0,955.0,Mus musculus,4531.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Brain,N,BAO_0000218,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618197,10090.0,955.0,Mus musculus,4532.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Brain,N,BAO_0000218,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618198,10090.0,955.0,Mus musculus,4533.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Heart,N,BAO_0000218,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618199,10090.0,948.0,Mus musculus,4534.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Heart,N,BAO_0000218,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618200,10090.0,948.0,Mus musculus,4535.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Heart,N,BAO_0000218,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618201,10090.0,948.0,Mus musculus,4536.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Intestine,N,BAO_0000218,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618202,10090.0,160.0,Mus musculus,4537.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Intestine,N,BAO_0000218,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618203,10090.0,160.0,Mus musculus,4538.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Intestine,N,BAO_0000218,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618204,10090.0,160.0,Mus musculus,4539.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618205,10090.0,2113.0,Mus musculus,4540.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618206,10090.0,2113.0,Mus musculus,4541.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Kidney,N,BAO_0000218,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618207,10090.0,2113.0,Mus musculus,4542.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618208,10090.0,2107.0,Mus musculus,4543.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618932,10090.0,2107.0,Mus musculus,4544.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Liver,N,BAO_0000218,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618933,10090.0,2107.0,Mus musculus,4545.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618934,10090.0,2048.0,Mus musculus,4546.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618935,10090.0,2048.0,Mus musculus,4547.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Lung,N,BAO_0000218,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL618936,10090.0,2048.0,Mus musculus,4548.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Muscle tissue,N,BAO_0000218,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL618937,10090.0,2385.0,Mus musculus,4549.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Muscle tissue,N,BAO_0000218,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL618938,10090.0,2385.0,Mus musculus,4550.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Muscle tissue,N,BAO_0000218,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL619104,10090.0,2385.0,Mus musculus,4551.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Spleen,N,BAO_0000218,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL619105,10090.0,2106.0,Mus musculus,4552.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Spleen,N,BAO_0000218,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL619106,10090.0,2106.0,Mus musculus,4553.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Spleen,N,BAO_0000218,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL619107,10090.0,2106.0,Mus musculus,4554.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Stomach,N,BAO_0000218,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,,,Intermediate,,CHEMBL875410,10090.0,945.0,Mus musculus,4555.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Stomach,N,BAO_0000218,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,,,Intermediate,,CHEMBL619108,10090.0,945.0,Mus musculus,4556.0,,1.0,,50594.0
A,3655.0,In vivo,,1.0,,Stomach,N,BAO_0000218,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,,,Intermediate,,CHEMBL619109,10090.0,945.0,Mus musculus,4557.0,,1.0,,50594.0
A,16597.0,In vivo,,1.0,,,N,BAO_0000218,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,,Intermediate,,CHEMBL619110,10090.0,,Mus musculus,4558.0,,1.0,,50594.0
F,16597.0,In vivo,,1.0,,,N,BAO_0000218,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,,,Intermediate,,CHEMBL619111,10090.0,,Mus musculus,4559.0,,1.0,,50594.0
A,16597.0,In vivo,,1.0,,,N,BAO_0000218,MRT value at a dose of 10 mg/kg intravenous administration in mice.,,,Intermediate,,CHEMBL619112,10090.0,,Mus musculus,4560.0,,1.0,,50594.0
A,16597.0,In vivo,,1.0,,,N,BAO_0000218,MRT value at a dose of 10 mg/kg peroral administration in mice.,,,Intermediate,,CHEMBL619113,10090.0,,Mus musculus,4561.0,,1.0,,50594.0
A,17764.0,In vivo,,1.0,,,N,BAO_0000218,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,,,Intermediate,,CHEMBL619114,10090.0,,Mus musculus,4562.0,,1.0,,50594.0
F,17764.0,In vivo,,1.0,,,N,BAO_0000218,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,,,Intermediate,,CHEMBL619115,10090.0,,Mus musculus,4563.0,,1.0,,50594.0
F,3830.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,A2780,478.0,Intermediate,,CHEMBL619116,9606.0,,Homo sapiens,4564.0,,1.0,,81034.0
F,3829.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,A2780,478.0,Intermediate,,CHEMBL619117,9606.0,,Homo sapiens,4565.0,,1.0,,81034.0
F,2040.0,,,1.0,,,N,BAO_0000219,Compound was evaluated for cytotoxicity against A2780 cell lines.,A2780,478.0,Intermediate,,CHEMBL619118,9606.0,,Homo sapiens,4566.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,A2780,478.0,Intermediate,,CHEMBL619119,9606.0,,Homo sapiens,4567.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,A2780,478.0,Intermediate,,CHEMBL619120,9606.0,,Homo sapiens,4568.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,A2780,478.0,Intermediate,,CHEMBL619121,9606.0,,Homo sapiens,4569.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,A2780,478.0,Intermediate,,CHEMBL619122,9606.0,,Homo sapiens,4570.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,A2780,478.0,Intermediate,,CHEMBL619123,9606.0,,Homo sapiens,4571.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,A2780,478.0,Intermediate,,CHEMBL619124,9606.0,,Homo sapiens,4572.0,,1.0,,81034.0
F,2859.0,,,1.0,,,N,BAO_0000219,Compound was evaluated for cytotoxicity against A2780 cell line,A2780,478.0,Intermediate,,CHEMBL619125,9606.0,,Homo sapiens,4573.0,,1.0,,81034.0
F,5618.0,,,1.0,,,N,BAO_0000219,In vitro inhibitory activity against human tumor cell line A2780,A2780,478.0,Intermediate,,CHEMBL875411,9606.0,,Homo sapiens,4574.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,A2780,478.0,Intermediate,,CHEMBL619126,9606.0,,Homo sapiens,4575.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,A2780,478.0,Intermediate,,CHEMBL619127,9606.0,,Homo sapiens,4576.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,A2780,478.0,Intermediate,,CHEMBL619128,9606.0,,Homo sapiens,4577.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,A2780,478.0,Intermediate,,CHEMBL619129,9606.0,,Homo sapiens,4578.0,,1.0,,81034.0
F,2113.0,,,1.0,,,N,BAO_0000219,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,A2780,478.0,Intermediate,,CHEMBL619130,9606.0,,Homo sapiens,4579.0,,1.0,,81034.0
F,2113.0,,,1.0,,,N,BAO_0000219,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,A2780,478.0,Intermediate,,CHEMBL619131,9606.0,,Homo sapiens,4580.0,,1.0,,81034.0
F,16745.0,,,1.0,,,N,BAO_0000219,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,A2780,478.0,Intermediate,,CHEMBL619132,9606.0,,Homo sapiens,4581.0,,1.0,,81034.0
F,16597.0,,,1.0,,,N,BAO_0000218,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,A2780,478.0,Expert,,CHEMBL619133,9606.0,,Homo sapiens,4582.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,A2780,478.0,Intermediate,,CHEMBL619134,9606.0,,Homo sapiens,4583.0,,1.0,,81034.0
F,15684.0,,,1.0,,,N,BAO_0000219,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,A2780,478.0,Intermediate,,CHEMBL619135,9606.0,,Homo sapiens,4584.0,,1.0,,81034.0
F,2040.0,,,1.0,,,N,BAO_0000219,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,A2780,478.0,Intermediate,,CHEMBL619136,9606.0,,Homo sapiens,4585.0,,1.0,,81034.0
F,2040.0,,,1.0,,,N,BAO_0000219,Relative resistance factor in A2780 cisplatin-resistant line,A2780,478.0,Intermediate,,CHEMBL619137,9606.0,,Homo sapiens,4586.0,,1.0,,81034.0
F,16165.0,,,1.0,,,N,BAO_0000219,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,A2780,478.0,Intermediate,,CHEMBL883713,9606.0,,Homo sapiens,4587.0,,1.0,,81034.0
F,16165.0,,,1.0,,,N,BAO_0000219,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,A2780,478.0,Intermediate,,CHEMBL875412,9606.0,,Homo sapiens,4588.0,,1.0,,81034.0
F,16597.0,,,1.0,,,N,BAO_0000218,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,A2780,478.0,Expert,,CHEMBL619138,9606.0,,Homo sapiens,4589.0,,1.0,,81034.0
F,16597.0,,,1.0,,,N,BAO_0000218,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,A2780,478.0,Expert,,CHEMBL619262,9606.0,,Homo sapiens,4590.0,,1.0,,81034.0
F,3992.0,,,1.0,,,N,BAO_0000219,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,A2780,478.0,Intermediate,,CHEMBL619139,9606.0,,Homo sapiens,4591.0,,1.0,,81034.0
F,10553.0,,,1.0,,,N,BAO_0000219,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,A2780,478.0,Intermediate,,CHEMBL619140,9606.0,,Homo sapiens,4592.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,A2780,478.0,Intermediate,,CHEMBL619141,9606.0,,Homo sapiens,4593.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,A2780,478.0,Intermediate,,CHEMBL619142,9606.0,,Homo sapiens,4594.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,A2780,478.0,Intermediate,,CHEMBL619143,9606.0,,Homo sapiens,4595.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,A2780,478.0,Intermediate,,CHEMBL619144,9606.0,,Homo sapiens,4596.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 5,A2780,478.0,Intermediate,,CHEMBL619145,9606.0,,Homo sapiens,4597.0,,1.0,,81034.0
F,15608.0,,,1.0,,,N,BAO_0000219,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 8,A2780,478.0,Intermediate,,CHEMBL619146,9606.0,,Homo sapiens,4598.0,,1.0,,81034.0
F,15569.0,,,1.0,,,N,BAO_0000219,Cytotoxic activity in a panel of Human ovarian tumor A2780/CDDP cell line after 96h of drug exposure,A2780,478.0,Intermediate,,CHEMBL619147,9606.0,,Homo sapiens,4599.0,,1.0,,81034.0
F,17420.0,,,1.0,,,N,BAO_0000219,Antiproliferative effect of compound on A2780/DX cell line,A2780,478.0,Intermediate,,CHEMBL619148,9606.0,,Homo sapiens,4600.0,,1.0,,81034.0
