assays_ss_d,assays_dscrptn,assays_src_d,assays_rltnshp_tp,assays_src_ss_d,assays_ss_rgnsm,assays_vrnt_d,assays_ss_sbclllr_frctn,assays_ss_ctgr,assays_ss_tss,assays_ss_cll_tp,assays_tss_d,assays_b_frmt,assays_chmbl_d,assays_cnfdnc_scr,assays_crtd_b,assays_ss_tx_d,assays_ss_strn,assays_td,assays_cll_d
8379,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL621499,1,Intermediate,10116.0,,50597,
8380,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL618634,1,Intermediate,10116.0,,50597,
8381,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Liver,,2107.0,BAO_0000218,CHEMBL618635,1,Intermediate,10116.0,,50597,
8382,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL618636,1,Intermediate,10116.0,,50597,
8383,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL619737,1,Intermediate,10116.0,,50597,
8384,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL619738,1,Intermediate,10116.0,,50597,
8385,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL624329,1,Intermediate,10116.0,,50597,
8386,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Lung,,2048.0,BAO_0000218,CHEMBL624330,1,Intermediate,10116.0,,50597,
8387,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL624331,1,Intermediate,10116.0,,50597,
8388,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL624332,1,Intermediate,10116.0,,50597,
8389,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL624333,1,Intermediate,10116.0,,50597,
8390,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL624334,1,Intermediate,10116.0,,50597,
8391,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Muscle tissue,,2385.0,BAO_0000218,CHEMBL624335,1,Intermediate,10116.0,,50597,
8392,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL620016,1,Intermediate,10116.0,,50597,
8393,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL620169,1,Intermediate,10116.0,,50597,
8394,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL620170,1,Intermediate,10116.0,,50597,
8395,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL620171,1,Intermediate,10116.0,,50597,
8396,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL620172,1,Intermediate,10116.0,,50597,
8397,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Stomach,,945.0,BAO_0000218,CHEMBL620173,1,Intermediate,10116.0,,50597,
8398,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Stomach,,945.0,BAO_0000218,CHEMBL620174,1,Intermediate,10116.0,,50597,
8399,Biodistribution of [123I]-label in rat stomach was reported at 2 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Stomach,,945.0,BAO_0000218,CHEMBL620175,1,Intermediate,10116.0,,50597,
8400,Biodistribution of [123I]-label in rat stomach was reported at 24 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Stomach,,945.0,BAO_0000218,CHEMBL620176,1,Intermediate,10116.0,,50597,
8401,Biodistribution of [123I]-label in rat stomach was reported at 4 hr post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Stomach,,945.0,BAO_0000218,CHEMBL620177,1,Intermediate,10116.0,,50597,
8402,Distribution of [123I]-label in rat brain (cerebellum) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Cerebellum,,2037.0,BAO_0000218,CHEMBL620178,1,Intermediate,10116.0,,50597,
8403,Distribution of [123I]-label in rat brain (cerebellum) was reported at 60 min post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,Cerebellum,,2037.0,BAO_0000218,CHEMBL620179,1,Intermediate,10116.0,,50597,
8404,Distribution of [123I]-label in rat brain (diencephalon) was reported at 20 min post injection. Value shown is %ID/g of tissue,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620180,1,Intermediate,10116.0,,50597,
8405,Volume of distribution of compound in rat after 1 mg/kg i.v. administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620181,1,Intermediate,10116.0,,50597,
8406,Volume of distribution of compound in rats after intravenous administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620182,1,Intermediate,10116.0,,50597,
8407,Volume of distribution in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620183,1,Intermediate,10116.0,,50597,
8408,Volume of distribution was determined in rat at a dose of 1 mpk i.v.,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620184,1,Intermediate,10116.0,,50597,
8409,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND means not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620185,1,Intermediate,10116.0,,50597,
8410,Volume of distribution was determined in rat at a dose of 1 mpk i.v.; ND=not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620186,1,Intermediate,10116.0,,50597,
8411,Volume of distribution was determined in Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620187,1,Intermediate,10116.0,,50597,
8412,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620188,1,Intermediate,10116.0,,50597,
8413,Volume of distribution was reported in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620189,1,Intermediate,10116.0,,50597,
8414,Volumes of distribution in rat after peroral administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620190,1,Intermediate,10116.0,,50597,
8415,Volumes of distribution in rat after po administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620191,1,Intermediate,10116.0,,50597,
8416,Volumes of distribution in rat after po administration; Not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620192,1,Intermediate,10116.0,,50597,
8417,Pharmacokinetic property (Volume) in rat i.v.,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620193,1,Intermediate,10116.0,,50597,
8418,Apparent volume of distribution when 3 mg/Kg dose was administered intravenously,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620194,1,Intermediate,10116.0,,50597,
8419,"Volume distribution in fischer rats at 5 mg/kg dose, administered intravenously",1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL876730,1,Intermediate,10116.0,,50597,
8420,Volume distribution in rat after oral administration at 10 mg/kg,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620195,1,Intermediate,10116.0,,50597,
8421,Evaluated for Volume of distribution after iv administration of 5 mg/kg to male Sprague-Dawley rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620196,1,Intermediate,10116.0,,50597,
8422,Tested for volume of distribution after intravenous administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620197,1,Intermediate,10116.0,,50597,
8423,Volume of distribution after oral administration of 6 mg/kg of dose in rats was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620198,1,Intermediate,10116.0,,50597,
8424,Volume of distribution in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620199,1,Intermediate,10116.0,,50597,
8425,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to female wistar rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620200,1,Intermediate,10116.0,,50597,
8426,Compound was evaluated for volume of distribution (steady state) after treatment with iv dose of 1 mgkg to male wistar rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620201,1,Intermediate,10116.0,,50597,
8427,In vivo Volume distribution (Vss) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620202,1,Intermediate,10116.0,,50597,
8428,In vivo Volume distribution (Vss) was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620203,1,Intermediate,10116.0,,50597,
8429,In vivo Volume distribution (Vss) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat;no value,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620204,1,Intermediate,10116.0,,50597,
8430,In vivo Volume distribution (Vss) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL620205,1,Intermediate,10116.0,,50597,
8431,Pharmacokinetic parameter (Vss) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624664,1,Intermediate,10116.0,,50597,
8432,Pharmacokinetic property (Volume) in rat i.v.,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624665,1,Intermediate,10116.0,,50597,
8433,Pharmacokinetic property (Vss) in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624666,1,Intermediate,10116.0,,50597,
8434,Steady state volume distribution (Vss) of compound after 2 hr iv infusion of 8.4 mg/kg in three rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624667,1,Intermediate,10116.0,,50597,
8435,Steady state volume distribution (Vss) of compound after iv administration was determined in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624668,1,Intermediate,10116.0,,50597,
8436,Steady state volume distribution (Vss) of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624669,1,Intermediate,10116.0,,50597,
8437,Steady state volume distribution (Vss) of compound(9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624670,1,Intermediate,10116.0,,50597,
8438,Steady state volume distribution (Vss) of compound(9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624671,1,Intermediate,10116.0,,50597,
8439,Steady state volume distribution in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624672,1,Intermediate,10116.0,,50597,
8440,"Steady state volume of distribution calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv.",1,N,,Rattus norvegicus,,,,Plasma,,1969.0,BAO_0000218,CHEMBL624673,1,Intermediate,10116.0,,50597,
8441,Steady state volume of distribution determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624674,1,Intermediate,10116.0,,50597,
8442,Steady-state volume of distribution was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL624675,1,Intermediate,10116.0,,50597,
8443,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621728,1,Intermediate,10116.0,,50597,
8444,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621729,1,Intermediate,10116.0,,50597,
8445,Volume at steady state distribution by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat was determined; NC means not calculated,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621730,1,Intermediate,10116.0,,50597,
8446,Volume distribution in rat after administration of 2 mg/kg iv,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621731,1,Intermediate,10116.0,,50597,
8447,Volume distribution in rat after administration of 2 mg/kg iv,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621732,1,Intermediate,10116.0,,50597,
8448,Volume in steady state distribution value was determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621908,1,Intermediate,10116.0,,50597,
8449,Volume in steady state distribution value was determined; ND denotes no data,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL875347,1,Intermediate,10116.0,,50597,
8450,Volume in steady state distribution value was determined; ND denotes not determined,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621909,1,Intermediate,10116.0,,50597,
8451,Volume of distribution at a steady state measured after intravenous bolus administration of 50 mg/kg of compound to rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621910,1,Intermediate,10116.0,,50597,
8452,Volume of distribution at steady state was evaluated in rats,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621911,1,Intermediate,10116.0,,50597,
8453,Volume of distribution at steady state was observed after intravenous administration in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621912,1,Intermediate,10116.0,,50597,
8454,Volume of distribution in steady state was determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621913,1,Intermediate,10116.0,,50597,
8455,Volume of distribution in steady state was determined in rat,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621914,1,Intermediate,10116.0,,50597,
8456,Volume of distribution after i.v. administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621915,1,Intermediate,10116.0,,50597,
8457,Volume of distribution was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,1,N,,Rattus norvegicus,,,,,,,BAO_0000218,CHEMBL621916,1,Intermediate,10116.0,,50597,
8458,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",1,N,,Mus musculus,,,,Liver,,2107.0,BAO_0000218,CHEMBL621917,1,Intermediate,10090.0,,50594,
8459,"Biodistribution of compound (oxidized form) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",1,N,,Mus musculus,,,,Liver,,2107.0,BAO_0000218,CHEMBL621918,1,Intermediate,10090.0,,50594,
8460,Biodistribution of compound (oxidized form) in spleen tissue,1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL621919,1,Intermediate,10090.0,,50594,
8461,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO sol.",1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL621920,1,Intermediate,10090.0,,50594,
8462,"Biodistribution of compound (oxidized form) in spleen tissue, animals were sacrificed 10 minutes after dosing, in DMSO solution",1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL621921,1,Intermediate,10090.0,,50594,
8463,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL622401,1,Intermediate,10090.0,,50594,
8464,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL875348,1,Intermediate,10090.0,,50594,
8465,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",1,N,,Mus musculus,,,,Spleen,,2106.0,BAO_0000218,CHEMBL622402,1,Intermediate,10090.0,,50594,
8466,Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood,1,N,,Mus musculus,,,,Blood,,178.0,BAO_0000218,CHEMBL622403,1,Intermediate,10090.0,,50594,
8467,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Blood,,178.0,BAO_0000218,CHEMBL622404,1,Intermediate,10090.0,,50594,
8468,Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues,1,N,,Mus musculus,,,,Brain,,955.0,BAO_0000218,CHEMBL622405,1,Intermediate,10090.0,,50594,
8469,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 10 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Brain,,955.0,BAO_0000218,CHEMBL622406,1,Intermediate,10090.0,,50594,
8470,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 60 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Brain,,955.0,BAO_0000218,CHEMBL622407,1,Intermediate,10090.0,,50594,
8471,Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues,1,N,,Mus musculus,,,,Heart,,948.0,BAO_0000218,CHEMBL622408,1,Intermediate,10090.0,,50594,
8472,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 10 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Heart,,948.0,BAO_0000218,CHEMBL622409,1,Intermediate,10090.0,,50594,
8473,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 60 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Heart,,948.0,BAO_0000218,CHEMBL622410,1,Intermediate,10090.0,,50594,
8474,Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney,1,N,,Mus musculus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL622411,1,Intermediate,10090.0,,50594,
8475,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing in DMSO",1,N,,Mus musculus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL627864,1,Intermediate,10090.0,,50594,
8476,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing, in DMSO",1,N,,Mus musculus,,,,Kidney,,2113.0,BAO_0000218,CHEMBL627865,1,Intermediate,10090.0,,50594,
