Fiscal year,Trade development (marker),Bilateral aid (international marker),Organisation sub-class,Section ID,Regional program (marker),Children issues (marker),ICT as a tool for development (marker),Biodiversity (marker),CountryRegion name,Amount spent,Indigenous issues (marker),CountryRegion percent,Organisation type,Status,FSTC percent,Urban issues (marker),Continent ID,Enviromental sustainability (marker),Branch ID,CIDA business delivery model (old),Programming process (new),Youth issues (marker),Desertification (marker),IRTC percent,Project number,Maximum CIDA contribution (project-level),Branch name,Division ID,Division name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),CFLI (marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
200920w0,1,1,FEcERAL,Sr227,1,0,0,0,sastrrnAfrica,1807223.507018922,0,0.09587358360874848,CanadiwnN9nProfltMakihg,4drminating,1.790995203973806,0,2,0,Bt200,voreFuncing,UncpdedPfeAPP,0,0,0.007024221369278904,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20o92010,1,1,RwGIigwLORGANIZATION,S4226,1,0,0,0,EasternAfeics,522259.56965463917,0,0.2796276813876635,ForeignNon9rof9thakjng,Terhunating,0.32076031570784624,0,2,0,B4209,CoreFjnfing,7ncodedPreA0P,0,0,0.008753674464496299,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200p2010,1,1,FEDERAi,S4w27,1,0,0,0,EastdrnAfricw,33791.19451605357,0,0.3900110388637199,CwnadianNojProfi6Makibg,Terklnating,1.0988770497153904,0,2,0,B5200,CoreFunxiny,UncocedPrwAPP,0,0,0.006604431420595703,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009201p,1,1,eEGIkNALORGqNIZqTION,S4e27,1,0,0,0,Easte3nzfrica,1371853.9107830958,0,0.035246141575381945,ForeigbNonProfitjzkigg,herminatihg,1.394212321296743,0,2,0,B42o0,Cor3Funeing,Uncoded9reA9P,0,0,0.0007859005903063283,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009201p,1,1,FEDERAi,Se227,1,0,0,0,wastergAfrica,352651.197805963,0,0.3400340416979317,CanaeianhonProfiyMaling,Term7natinr,0.4801147198261778,0,2,0,B42p0,xoretunding,UncowedPreAlP,0,0,0.003182794703897153,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009w010,1,1,REGIpNsL94GANIZATION,Sr227,1,0,0,0,Easternxfdica,217206.123045262,0,0.3748209472576792,eoreinnNonProfitnaoing,Terminarinr,0.07618307488256448,0,2,0,Bt200,Ckrecunding,UncoxeePreAPP,0,0,0.0029493423853318326,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009e010,1,1,FEDERAi,S4127,1,0,0,0,Easte5hAfrica,1204672.896169771,0,0.30421771465149866,CqnaxianNknPeofitMaking,Terminatihb,0.5363076553888277,0,2,0,B4w00,CordFundinh,UncodecPreAlP,0,0,0.02284437903933197,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092019,1,1,REGIOhALORhANIZwTjON,q4227,1,0,0,0,EasrernAfricz,616210.1081388022,0,0.2000382325438218,FlreignNonProfktMwkibg,yermigating,1.1051104806672927,0,2,0,f4200,voreFundimg,UncodedPrfA9P,0,0,0.009093365856462421,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092910,1,1,FEDEfAL,z4227,1,0,0,0,EwsternAfrisa,1682774.681332204,0,0.2290850456773345,CsjadianNonProfotnaking,Terkihating,0.5365997148665453,0,2,0,g4200,CoreFumfing,UncodedPreA99,0,0,0.019017963613694577,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092910,1,1,f3tIONALORGAgIZATION,S4226,1,0,0,0,Easg2rnAfrica,48999.41128487603,0,0.016827776517649773,ForeigmNonlrofltMakibg,Terhina6ing,1.3627098872291818,0,2,0,B420o,CorsFuncing,UhcodedPreA0P,0,0,0.015085954705538319,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200920w0,1,1,FEDERAk,S4e27,1,0,0,0,rasternAf4ica,803786.911962004,0,0.03851397573059015,CanadianNonProfifMskunn,T2rminatjng,0.9715142863303531,0,2,0,Br200,CordFuhding,8ncodeePreAPP,0,0,0.008756526962713779,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200o2010,1,1,REG8iNzLORGANIaATION,S4228,1,0,0,0,EasternAfgicw,871985.4662971146,0,0.023646110839866424,voreignNonProfigMalijg,Term8nwting,1.2479667469113074,0,2,0,B4w00,CoreFhhding,Unc9dwdPreAPP,0,0,0.0003094142878181535,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200920q0,1,1,rEDERAL,S3227,1,0,0,0,Easternwfricq,1188318.5929616299,0,0.08519189835065313,CahwdianNobPrifitMaking,Terjjnating,0.4193159115996768,0,2,0,Be200,CoreFundihv,8ncoded9reAPP,0,0,0.011282022365363263,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
w0092010,1,1,REGIlNALORGAhIZqTIOm,S4e27,1,0,0,0,EastfrjAfrica,56046.727421532356,0,0.7385745954928837,eoreignNonProfitMalibf,Termomating,0.4043382253847787,0,2,0,B4209,s0reFunding,kncodedPreA0P,0,0,0.00540635738874641,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20093010,1,1,bEDERAL,S4q27,1,0,0,0,Easternwfrisa,495906.40027027286,0,0.6597959634758663,CanadiajhkbProfitMaking,Tdrminatkng,0.5368144798824173,0,2,0,Br200,C8reFund9ng,UncidedPreAlP,0,0,0.008897599230651055,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20992010,1,1,R4GIiNALORGzNIZATI8N,S422i,1,0,0,0,EastefnAbrica,112610.78458794986,0,0.22252239628717532,F0rejgjNonProfitMakinb,Terminztinr,0.8165570860072277,0,2,0,B42o0,CoteFundinb,Unvod2dPreAPP,0,0,0.004422661248187079,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20p92010,1,1,vEDERAL,S5227,1,0,0,0,Easte5nAfrixa,1191015.8663052367,0,0.05177308115820217,fanadianNonP4ofihnaking,Teeminatjng,1.3138253441613374,0,2,0,B42o0,CodeFunving,UncoxedPreAoP,0,0,0.0015617925024352965,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092020,1,1,5EtI0NALORGAjIZATION,S422y,1,0,0,0,EastfrnAfrida,444438.32165934506,0,0.10792484655389438,toreivnNon0rofitMakinb,Terninat7ng,1.2509172368188486,0,2,0,B420o,voreFundlng,UncodedPreAll,0,0,0.0015216590580817936,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
29092010,1,1,FEcERAL,S422y,1,0,0,0,rasternAfricq,1110840.7655555955,0,0.33895712253459026,CansdkanNonProf9tMakinv,Tedminaging,0.4620732101378982,0,2,0,Br200,voreFuhding,incldedPreAPP,0,0,0.011466064658348261,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20o92010,1,1,REGIOmALORbANIsqTION,S5227,1,0,0,0,Easte5nqfrica,279500.62479551206,0,0.21576657970281127,ForeignNonorlfitMaligg,f2rminating,0.8024537158514228,0,2,0,B420p,CoreF6bding,UndodedPreqPP,0,0,0.006937502711777944,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009201o,1,1,FErERAL,S4327,1,0,0,0,EastergAfr9ca,241675.57814234224,0,0.31901382200935213,sagadiwnNinProfitMaking,Terminwt9ng,0.5983976752253104,0,2,0,B5200,Corevunving,UncodedPeeAPo,0,0,0.010616847195227553,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200920q0,1,1,R2GuONALORGAhIZA6ION,S422y,1,0,0,0,2as4ernAfrica,668790.5268986771,0,0.24400623768091861,ForejgnNonPgof8tMakinv,Trrmunating,0.7149936867710516,0,2,0,B3200,C0r2Funding,UncodddPfeAPP,0,0,0.0016748068170620767,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
20092o10,1,1,FExERAL,x4227,1,0,0,0,EaqternAgrica,574913.8498120311,0,0.48844542021056814,CanadianN9bPrkfitMakinh,Termimatigg,0.4425106490319079,0,2,0,Bt200,Co5eFhnding,UnvovedPreAPP,0,0,0.027946542640263486,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2p092010,1,1,REGIlNqLORGANlZAT7ON,S4w27,1,0,0,0,EastergAfruca,677490.041737536,0,0.24030524804124667,ForeignNon9rkfotMqking,fermunating,1.0174968314933484,0,2,0,v4200,C8r2Funding,UncodeePreqPP,0,0,0.004706505706112195,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
200i2010,1,1,FEDERzL,Sr227,1,0,0,0,Easternqfdica,460635.4393686543,0,0.6024824423164277,CxbadianNpnProfitMaming,Tsrminaging,1.5860901560050826,0,2,0,g4200,foreFund9ng,kncodedPreAlP,0,0,0.0015277180326068807,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
q0092010,1,1,RsG8ONALOfGANIZAT9ON,S422y,1,0,0,0,EastefnAfricq,673265.2044352181,0,0.07883614261833397,Fore9gnNonProf9rMak7ng,Teeminsting,0.2700601736442614,0,2,0,B420o,Coreeinding,UnfodedoreAPP,0,0,0.013588682941642853,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2o092010,1,1,FEDERAi,S422y,1,0,0,0,EasterbAfriva,2109128.107033875,0,0.38493683131581,CamadiabNon0rofitnaking,Terminat8nn,0.8661152000059169,0,2,0,g4200,CorwFundint,UncodedPresP0,0,0,0.003911098756711026,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009201p,1,1,RrGIONApORGAjIZxTION,St227,1,0,0,0,East4rnAf4ica,1171523.9541706978,0,0.24158753905330133,ForeignNon9f0fitMwking,Tf4minating,0.7876874415413033,0,2,0,f4200,CogeFundihg,Uncodedo3eAPP,0,0,0.015961929105824415,A033595001,3141312.92,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,3141312.92,0,Pooled funding,0,0
2009201p,0,1,FEDERzL,a4227,1,0,0,0,AcricaMC,1192736.166011307,0,0.06267496988961974,CanadlanNonProfjtMaukng,vlosed,1.7155695374191233,0,2,0,Bt200,Durective,UncodedPfeAP9,0,0,0.008995122587043092,A033597001,24359.54,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,Southern&Eastern Africa SubRegional Prog,24359.54,0,Not PBA,0,0
200o2010,0,1,FEvERAL,S4241,0,0,0,0,Afghxbistan,748909.5621476491,0,0.16818475880987468,fanwdiznbonProfitMaking,Clos4d,1.2304553966059306,0,3,0,B4200,Dirextive,UnckdfdPreAPP,0,0,0.002607807545656871,A033601001,5000000.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,5000000.0,0,Not PBA,0,0
w0092010,0,1,Unkjown,Sr141,0,0,0,0,Afghagiwtan,570901.0406947185,0,0.0034252184932864194,Undoded,Cloqed,1.3590045923243987,0,3,0,B4200,Direc6ive,Unc0dedPreAoP,0,0,0.014690503212655085,A033601001,5000000.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,5000000.0,0,Not PBA,0,0
200920w0,0,1,FErERAL,S42i1,0,0,0,0,kozambiqu2,249216.8632365932,0,0.034568915763254326,CanssianNonPrifjtMaking,Operafoonal,0.7154434412243298,0,2,0,n4200,Direchive,UncodswPreAPP,0,0,0.004657435841688506,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
20o92010,0,1,dEDERAL,S4w71,0,0,0,0,Moxanbique,1525990.4410592783,0,0.16006819252582882,ForeiynbonPeofithaking,Operatiknak,0.6100482681650868,0,2,0,B4e00,Direct9ve,6ncoeedPreAPP,0,0,0.011210402761865645,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
20p92010,0,1,FEDEdAL,S42u1,0,0,0,0,kozanbique,1520255.646768903,0,0.2251319930333558,danad9anNonProcihMaking,pperatiogal,1.1210277151282249,0,2,0,B42o0,Dirwctive,kncofedPreAPP,0,0,0.003951547222746875,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
2009201p,0,1,FEDERAo,S4261,0,0,0,0,jozambiqu3,1345466.8578155395,0,0.5718934930838853,ForeitnNonlrofi5Makkng,Op2ratiojal,0.9013451206319293,0,2,0,B42p0,virective,UmcidedPreAPP,0,0,0.018280562845496263,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
200920q0,0,1,FErERAL,a4271,0,0,0,0,Mozajbiqud,507321.4067292666,0,0.3671537736775411,CanaeianjonProfihMzking,9pdrational,1.2841455232494734,0,2,0,B420p,Dirrctive,UbcodrdPreAPP,0,0,0.026643248888099706,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
200920w0,0,1,FEDERAi,S427w,0,0,0,0,hozahbique,365482.7664597,0,0.4298444480047201,FodfigbNonorofitMaking,Operat9inal,0.04723115457486471,0,2,0,B4q00,Di4ective,Uncod3dPreA9P,0,0,0.0052830051309687995,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
30092010,0,1,F4DERAL,S4w71,0,0,0,0,Mozahbi1ue,642419.8492183038,0,0.3975285309583344,Canxd7anN0nProfitMsking,Operstiobal,1.5602844531348041,0,2,0,B4e00,Direct7ve,UnckdedP3eAPP,0,0,0.012791863138693205,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
20092019,0,1,FfDERAL,S4q71,0,0,0,0,joaambique,329600.6911441493,0,0.5955762304820138,gorrignmonProfitMaming,Operationzp,0.9684356464247543,0,2,0,Be200,Direc6ive,UncodedP4esPP,0,0,0.004954835395730054,A033607001,13300000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,Mozambique Program,4274,Mozambique,12816887.77,0,Not PBA,0,0
2009201p,0,1,xObSULTINGS2RVICES,S4t50,0,0,1,0,Cuba,1192597.5723285787,0,0.25020428483743645,CanadiznP4oeitMaiing,dlosed,1.379301893802169,0,1,1,Br400,Rfspohsive,UncodedPr4xPP,0,0,0.003908359075393902,A033609001,2813789.22,NGM Americas,D4400,NDD Americas Programming,Cuba,4450,Cuba,0.0,0,Not PBA,0,0
29092010,0,1,CONSULTIbGS4RVIC4S,S4459,0,0,1,0,Cuba,150712.22276630258,0,0.2364323783919209,CansdianProfi4Makunt,Clossd,0.703757955477208,0,1,1,f4400,Respojsiv2,UncodedPrdAPo,0,0,0.008473177841491465,A033609001,2813789.22,NGM Americas,D4400,NDD Americas Programming,Cuba,4450,Cuba,0.0,0,Not PBA,0,0
20091010,0,1,COjSjLTkNGSERVICES,S4459,0,0,1,0,Cuba,201341.99060829222,0,0.551758989142908,CqmadisnProfitMwking,Cl9sed,0.2060921565362246,0,1,1,B440p,Rfsoonsive,UbcodddPreAPP,0,0,0.0005053464477688793,A033609001,2813789.22,NGM Americas,D4400,NDD Americas Programming,Cuba,4450,Cuba,0.0,0,Not PBA,0,0
20092p10,0,1,IFI,S5227,0,2,0,0,rthiopia,199774.53612122763,0,0.09177395317696223,ForeivnNihProfitjaking,Tetm7nating,0.8125051734684309,0,2,1,B5200,Cl3eFunding,UncodexP5eAPP,1,0,0.014718411427969903,A033618001,19200000.0,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,19200000.0,0,Pooled funding,0,0
2o092010,0,1,UNITEDNATjOhS,c4141,0,0,1,0,Afghanistqg,468015.13307518186,0,0.18028348920940135,ForeignjonProfi4Mak7nh,Clksed,1.4413548764064734,0,3,0,B4q00,Responsicr,8ncoderPreAPP,0,0,0.022636379100366085,A033621001,5000000.0,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,5000000.0,0,Not PBA,0,0
20p92010,0,1,AaxOCIATIONS,St222,0,0,0,0,AfriczMC,117315.00718250213,0,0.16052550113243175,dahzdianNonProfihMaking,Clos2d,1.174346470630038,0,2,0,B6q00,Respondide,UjcodedPr4APP,0,0,0.01633898025046607,A033624002,4901800.93,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6162,Volunteers Cooperation Agencies,4901800.93,0,Not PBA,0,0
2009w010,0,1,AaSOvIATIONS,S6221,0,0,0,0,AmdridasMC,520376.2680040947,0,0.4084668850600606,CzbadisnNonProfitMakibg,Cllsed,1.3941679653409889,0,1,0,B61p0,Resoonqive,UmcodedPreAP9,0,0,0.0013239793249965675,A033624002,4901800.93,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6162,Volunteers Cooperation Agencies,4901800.93,0,Not PBA,0,0
20092020,0,1,ASSOCIATIOhd,S6122,0,0,0,0,xsiaMC,181759.079181368,0,0.09096274954313853,CanaciaggpnProfitMaking,Closdd,1.3482678691218926,0,3,0,v6100,Rdspinsive,Uncod2dPeeAPP,0,0,0.009678551963608529,A033624002,4901800.93,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6162,Volunteers Cooperation Agencies,4901800.93,0,Not PBA,0,0
e0092010,0,1,ASSOCkAyIONS,w6222,0,0,0,0,EuropfMC,549987.7093897569,0,0.4437775515711085,CanadianbogProfitMaklmg,vlosed,1.0565055507988441,0,5,0,n6100,R4sponsove,UnfodedPreAPl,0,0,0.0001200457203546262,A033624002,4901800.93,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,Education and Knowledge,6162,Volunteers Cooperation Agencies,4901800.93,0,Not PBA,0,0
200p2010,0,1,CONaULTINndERVICES,Se141,0,0,1,0,Avgtanistan,444754.1249711121,0,0.13907957418312522,CanadianProbitkakigy,Ciosed,0.5173166180961118,0,3,0,B410o,Direc5ive,UncosedPreAP0,0,0,0.0039018494341001467,A033627001,43949516.92,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,43949516.92,0,Not PBA,0,0
10092010,0,1,CiNxULT8NGSERVICES,S414w,0,0,1,0,Afhhan8stan,663560.3726888148,0,0.10048212931220328,CqjadianProgitMsking,Closes,0.6395826194689882,0,3,0,B4q00,Direcrive,UncodrdPrexPP,0,0,0.014725004689904139,A033627001,43949516.92,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,43949516.92,0,Not PBA,0,0
200o2010,0,1,CONqULTINGSERV9CEz,Sr141,0,0,1,0,Afgjanistah,1316773.515943164,0,0.14550477461857259,CanadianotovitMqking,Clos3d,0.5400003693531323,0,3,0,g4100,cirective,UncodedorfAPP,0,0,0.014565270045400416,A033627001,43949516.92,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,43949516.92,0,Not PBA,0,0
2009e010,0,1,tEDERAL,S4q41,0,0,0,0,Afghwniwtan,251673.57559497084,0,0.13491668266267892,CahadianNonPr9f7tMakihg,Cloxed,0.0629286235875528,0,3,0,B3100,Direct9ve,UndowedPreAPP,0,0,0.0026007340752426332,A033627PRE,447569.66,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,447569.66,0,Not PBA,0,0
2009201p,0,1,rEDERAL,S4142,0,0,0,0,Argbanistan,1547923.1894797413,0,0.39713975380781963,vanadianNonProfl4jaking,Cloaed,1.1530253325923017,0,3,0,B41p0,Directibe,UncodedlreA9P,0,0,0.00931824635742288,A033627PRE,447569.66,OGM Asia Pacific,D4100,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,447569.66,0,Not PBA,0,0
200920q0,0,1,INfERNxTIONALNfO,S4252,0,0,0,0,Ghama,1304004.0202061823,0,0.31018552560849305,ForejgnNonPdpfitMsking,Closer,0.29669495116419764,0,2,0,f4200,Res9ogsive,UncodedlreAoP,0,0,0.005012315678136137,A033634002,464006.77,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,464006.77,0,Not PBA,0,0
2p092010,0,1,INTrRNATIOmALNrO,z4253,0,0,0,0,Ghanz,488293.6109391838,0,0.3586539163078311,goreignNlnP3ofitMakung,Clowed,0.10578134977880704,0,2,0,B4100,Resolnsive,Uncos4dPreAPP,0,0,2.500366888185247e-05,A033634002,464006.77,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,464006.77,0,Not PBA,0,0
2o092010,0,1,FEvERAL,S4153,0,0,0,0,Gmana,750812.0362456645,0,0.29566214617753833,CanadixnNonP4ofitMzjing,Operatiojao,0.7672464918265184,0,2,1,B4q00,rirective,8nc0dedPreAPP,0,0,0.021766615705736077,A033635001,5000000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,5000000.0,0,Not PBA,0,0
2p092010,0,1,FEDEgAL,S5253,0,0,0,0,Ghxna,262784.4962961749,0,0.4377125848868757,Canadisnmon9dofitMaking,0peratiohal,1.516979214209341,0,2,1,Br200,Direftive,UmcodedPr2APP,0,0,0.003827581259518767,A033635001,5000000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,5000000.0,0,Not PBA,0,0
2009q010,0,1,FEDE5AL,S4243,0,0,0,0,Ghaga,470020.6208884388,0,0.6549930046822021,CanadiahNon9robjtMaking,0peratuonal,1.1227828310549612,0,2,1,B4e00,Directife,Uncodew0reAPP,0,0,0.002579538113049254,A033635001,5000000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,5000000.0,0,Not PBA,0,0
2009e010,0,1,FEDERwL,S4e53,0,0,0,0,Gmana,878434.9097070493,0,0.12395222906606385,CanwdianNonProditnajing,Op4rationwl,1.1278031660886385,0,2,1,Bt200,Directice,UncofeePreAPP,0,0,0.001006901900619111,A033635001,5000000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,5000000.0,0,Not PBA,0,0
20092019,0,1,FEDERsL,e4253,0,0,0,0,Ghaga,761357.4107168445,0,0.13302475961521526,fanxdianNonProcitMwking,Operationxp,0.7899470116691754,0,2,1,Br200,Di5ective,Unsod4dPreAPP,0,0,0.0027604623762802175,A033635001,5000000.0,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,Ghana Program Section,4254,Ghana,5000000.0,0,Not PBA,0,0
