assay_id,bao_format,assay_type,tid,assay_test_type,curated_by,doc_id,description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
9176,BA80000219,A,50597,,Interm2diahe,16435,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,Rattus norvegicus,10116.0,,Liver,
9177,BAO9000318,A,50597,,unyermediate,16435,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,Rattus norvegicus,10116.0,,Liver,
9178,BA00000228,A,50597,,9ntermeviate,16435,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,Rattus norvegicus,10116.0,,Liver,
9179,gAp0000218,A,50597,,Ijtermedoate,16435,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,Rattus norvegicus,10116.0,,Liver,
9180,BAOp000228,A,50597,,Intermewia4e,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,Rattus norvegicus,10116.0,,Lung,
9181,hAO0000q18,A,50597,,In4frmediate,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,Rattus norvegicus,10116.0,,Lung,
9182,Bsl0000218,A,50597,,Inhermed8ate,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,Rattus norvegicus,10116.0,,Lung,
9183,BAO009021u,A,50597,,9ntermediat2,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,Rattus norvegicus,10116.0,,Lung,
9184,BsO0000228,A,50597,,Interked8ate,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,Rattus norvegicus,10116.0,,Lung,
9185,BA8p000218,A,50597,,Ibtermediage,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,Rattus norvegicus,10116.0,,Lung,
9186,BAO00092w8,A,50597,,Intfrmrdiate,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,Rattus norvegicus,10116.0,,Lung,
9187,gAO0000e18,A,50597,,In6ermedjate,16434,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,Rattus norvegicus,10116.0,,Lung,
9188,BA99000218,A,50597,,Interkediqte,16435,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,Rattus norvegicus,10116.0,,Lung,
9189,BAOo0002q8,A,50597,,Intdrmediwte,16435,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,Rattus norvegicus,10116.0,,Lung,
9190,BAO0000128,A,50597,,Internsdiate,16435,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,Rattus norvegicus,10116.0,,Lung,
9191,BsO0o00218,A,50597,,Intermediqge,16435,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,Rattus norvegicus,10116.0,,Lung,
9192,nAO0900218,A,50597,,Imtermedjate,16435,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,Rattus norvegicus,10116.0,,Lung,
9193,vsO0000218,A,50597,,Ihtermediafe,16435,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,Rattus norvegicus,10116.0,,Lung,
9194,nAO000o218,A,50597,,In6ermediatw,16434,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min,,Rattus norvegicus,10116.0,,Lung,
9195,BAO0900318,A,50597,,In4etmediate,6175,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured ( 5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,Rattus norvegicus,10116.0,,Stomach,
9196,BA8000p218,A,50597,,Intdrmediare,6175,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,Rattus norvegicus,10116.0,,Stomach,
9197,BAk0000q18,A,50597,,Intermedixt2,6175,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (2.5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,Rattus norvegicus,10116.0,,Stomach,
9198,BAOp000w18,A,50597,,kntermediats,6175,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),,Rattus norvegicus,10116.0,,Stomach,
9199,hAk0000218,A,50597,,Int2rmediwte,10839,The compound was tested for the plasma binding in rat,,Rattus norvegicus,10116.0,,,
9200,BAOp000228,A,50597,,Intermed8atd,16459,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",,Rattus norvegicus,10116.0,,,
9201,BxOo000218,A,50597,,Infdrmediate,16459,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",,Rattus norvegicus,10116.0,,,
9202,BxO0o00218,A,50597,,Inte5medixte,16459,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",,Rattus norvegicus,10116.0,,,
9203,vA00000218,A,50597,,Intermec7ate,16459,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),,Rattus norvegicus,10116.0,,,
9204,gAk0000218,A,50597,,ontrrmediate,16459,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),,Rattus norvegicus,10116.0,,,
9205,BAO0009q18,A,50597,,Interjedizte,16459,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),,Rattus norvegicus,10116.0,,,
9206,hAO9000218,A,50597,,Int3rmexiate,3278,Plasma level at 2 hr after administration of the compound,,Rattus norvegicus,10116.0,,,
9207,BAl0900218,A,50597,,Inte5hediate,3278,plasma level at 2 hr after administration of the compound,,Rattus norvegicus,10116.0,,,
9208,BAO0000q19,A,50597,,Intetmeriate,4684,Stability in rat serum measured as % recovery at 1 min,,Rattus norvegicus,10116.0,,Serum,
9209,BA00000318,A,50597,,Interkewiate,4684,Stability in rat serum measured as % recovery at 10 min,,Rattus norvegicus,10116.0,,Serum,
9210,BAi0009218,A,50597,,Interm3diare,4684,Stability in rat serum measured as % recovery at 10 mins,,Rattus norvegicus,10116.0,,Serum,
9211,BAO0p90218,A,50597,,Intermediqtf,4684,Stability in rat serum measured as % recovery at 2 hr,,Rattus norvegicus,10116.0,,Serum,
9212,BAOp0p0218,A,50597,,Int2rmediage,4684,Stability in rat serum measured as % recovery at 3 min,,Rattus norvegicus,10116.0,,Serum,
9213,fAO00p0218,A,50597,,Intermediars,4684,Stability in rat serum measured as % recovery at 3 mins,,Rattus norvegicus,10116.0,,Serum,
9214,nAOo000218,A,50597,,Inteem2diate,4684,Stability in rat serum measured as % recovery at 5 min,,Rattus norvegicus,10116.0,,Serum,
9215,BwO0000228,A,50597,,Ibt3rmediate,4684,Stability in rat serum measured as % recovery at 5 mins,,Rattus norvegicus,10116.0,,Serum,
9216,BAp0900218,A,50597,Invkvo,In4ermediat3,16456,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,Rattus norvegicus,10116.0,,,
9217,BAk0000e18,A,50597,Invibo,Inteemediats,16456,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,Rattus norvegicus,10116.0,,,
9218,BqO0p00218,A,50597,,Intermediahf,723,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,,Rattus norvegicus,10116.0,,Plasma,
9219,gAO0900218,A,50597,,In6erjediate,723,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,,Rattus norvegicus,10116.0,,Plasma,
9220,vAOp000218,A,50597,Inviv0,Intwrmedizte,5160,Half life tested in mature male rat at a dose of 30 mg/kg,,Rattus norvegicus,10116.0,,,
9221,BAO90002w8,A,50597,Ibvivo,Inhermed8ate,4709,Half life after intravenous administration of 1 mg/kg in rat,,Rattus norvegicus,10116.0,,,
9222,fAO0000217,A,50597,Ijvivo,Ihtermexiate,5633,Half life period after administration (30 mg/kg) in rat,,Rattus norvegicus,10116.0,,,
9223,BAO00p0w18,A,50597,Igvivo,Inyermediat4,5302,Half life period in rat after 5 mg/Kg dose,,Rattus norvegicus,10116.0,,,
9224,BxO0000228,A,50597,Invivk,Interkeeiate,5302,Half life period in rat after 5 mg/kg dose,,Rattus norvegicus,10116.0,,,
9225,gAO0000217,A,50597,,Ingermeviate,17791,Half life period was determined,,Rattus norvegicus,10116.0,,,
9226,BzO00002w8,A,50597,,Inhe3mediate,17791,Half life period was evaluated in rat,,Rattus norvegicus,10116.0,,,
9227,BAO000011u,A,50597,,kntefmediate,17791,Half life period was evaluated in rat; 0.5-1.0,,Rattus norvegicus,10116.0,,,
9228,BzOo000218,A,50597,,In4ermediatr,17791,Half life period was evaluated in rat; 5.9-7.5,,Rattus norvegicus,10116.0,,,
9229,nAO0009218,A,50597,,Interhediat3,14512,Half-life in rat plasma,,Rattus norvegicus,10116.0,,Plasma,
9230,BAO00p0217,A,50597,,9ntermewiate,6230,Half-life time in rat was determined,,Rattus norvegicus,10116.0,,,
9231,vAp0000218,A,50597,unvivo,Interned7ate,3364,Terminal half-life after iv administration to rats,,Rattus norvegicus,10116.0,,,
9232,BA0o000218,A,50597,Invjvo,Interhediwte,6874,Tested for iv terminal half-life dosed as a solution in male Han Wistar rats,,Rattus norvegicus,10116.0,,,
9233,BAO0000qq8,A,50597,,Intetmediqte,857,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg,,Rattus norvegicus,10116.0,,,
9234,BAO900o218,A,50597,Invifo,onternediate,858,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg (iv),,Rattus norvegicus,10116.0,,,
9235,BAO0000wq8,A,50597,Invido,Intermfdiat2,858,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 5 umol/kg (iv),,Rattus norvegicus,10116.0,,,
9236,BAOp0o0218,A,50597,Ijvivo,Inteem3diate,5355,Time for peak concentration (tmax) at a dose of 10 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9237,BAp0000217,A,50597,Invido,Ihtermedia4e,5355,Time for peak concentration (tmax) at a dose of 20 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9238,BAl0090218,A,50597,,Inte5medlate,6305,Half life in rats,,Rattus norvegicus,10116.0,,,
9239,BsO00o0218,A,50597,9nvivo,Integmediafe,13501,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 4 mg/kg to rat,,Rattus norvegicus,10116.0,,Plasma,
9240,BAO0000e19,A,50597,Indivo,Intfrmedjate,17594,Apparent half-life after single intravenous bolus of 1 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9241,BAO90002q8,A,50597,Invibo,Intermeviatd,4186,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,Rattus norvegicus,10116.0,,Plasma,
9242,BAO0900217,A,50597,,Intermeeiwte,2932,Biological half-life was measured in plasma of rats,,Rattus norvegicus,10116.0,,Plasma,
9243,BAO9000q18,A,50597,Ijvivo,Int4rhediate,17065,Circulatory half life measured after intravenous bolus administration of 50 mg/kg of compound to rats,,Rattus norvegicus,10116.0,,,
9244,BAOoo00218,A,50597,Imvivo,Intermedixre,15765,Compound demonstarted an oral bioavailability of 6% with the half-life time as given in rats.,,Rattus norvegicus,10116.0,,,
9245,fAO000o218,A,50597,7nvivo,9n6ermediate,2713,Compound was evaluated for half life (t1/2) upon intravenous administration of 1 mg/Kg in rats,,Rattus norvegicus,10116.0,,,
9246,BA9o000218,A,50597,Ibvivo,Int4rmedizte,2661,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to female wistar rats,,Rattus norvegicus,10116.0,,,
9247,BAO9p00218,A,50597,Indivo,9nterm3diate,2661,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to male wistar rats,,Rattus norvegicus,10116.0,,,
9248,BAO00o02q8,A,50597,,Ih6ermediate,740,Compound was evaluated for plasma half life in rat,,Rattus norvegicus,10116.0,,Plasma,
9249,hAO0000217,A,50597,,Inte3medixte,6597,AUC value at a dose of 5 mg/kg (p.o.) in rats,,Rattus norvegicus,10116.0,,Plasma,
9250,BAO90o0218,A,50597,,Interm3diafe,2959,AUC value after administration of 20 mg/Kg oral dose in rat,,Rattus norvegicus,10116.0,,Plasma,
9251,gAO000o218,A,50597,,Intermediz4e,17594,AUC0-24 after repeated oral dose of compound at 1 mg/kg in rats,,Rattus norvegicus,10116.0,,Plasma,
9252,BAk0o00218,A,50597,,Intwrjediate,17596,AUC0-96 after administration at 50 mg/kg,,Rattus norvegicus,10116.0,,Plasma,
9253,nAO00002w8,A,50597,,Ingermed8ate,17594,AUC0-infinity after single intravenous bolus of 1 mg/kg in rats,,Rattus norvegicus,10116.0,,Plasma,
9254,BAOpo00218,A,50597,,Intrgmediate,3293,"Absorption behavior was judged by the area under the curve, determined after oral dose of 30 mg/kg in rats.",,Rattus norvegicus,10116.0,,,
9255,vAO0p00218,A,50597,,Inte5medizte,6757,Area under curve (0-24 hr) at a dose of 10 mg/kg in male SD rats,,Rattus norvegicus,10116.0,,,
9256,nA90000218,A,50597,,Ihtermedoate,6757,Area under curve (0-24 hr) at a dose of 100 mg/kg in male SD rats,,Rattus norvegicus,10116.0,,,
9257,BAi0090218,A,50597,,Intermewiat2,6757,Area under curve (0-24 hr) at a dose of 50 mg/kg in male SD rats,,Rattus norvegicus,10116.0,,,
9258,BAO0p90218,A,50597,,kntermediage,5979,Area under curve (AUC) at a dose 1 mg/kg was determined in rat kidney,,Rattus norvegicus,10116.0,,Kidney,
9259,BA900002q8,A,50597,,ongermediate,5979,Area under curve (AUC) at a dose 1 mg/kg was determined in rat liver,,Rattus norvegicus,10116.0,,,
9260,BAO0900e18,A,50597,,Inyetmediate,5979,Area under curve (AUC) at a dose 1 mg/kg was determined in rat lung,,Rattus norvegicus,10116.0,,,
9261,BAO09002q8,A,50597,,Intermed7ahe,4026,Area under curve (AUC) at a dose of 30 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9262,BxO0000e18,A,50597,,Intermeviafe,5355,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9263,BAO00op218,A,50597,,Intermwdia5e,5355,Area under curve (AUC) was calculated using trapezoidal rule. at a dose of 10 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9264,hAO000p218,A,50597,,In5erm3diate,5355,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,,Rattus norvegicus,10116.0,,,
9265,BsO000o218,A,50597,,Ibtermedizte,5633,Area under curve (AUC0-24 h) after administration (30 mg/kg) in rat,,Rattus norvegicus,10116.0,,,
9266,BAO000011o,A,50597,,Ih4ermediate,1716,Area under curve (Pharmacokinetic property) was determined,,Rattus norvegicus,10116.0,,,
9267,BAO009o218,A,50597,,Inteemed9ate,1716,Area under curve (Pharmacokinetic property) of the compound; Not determined,,Rattus norvegicus,10116.0,,,
9268,BAOo00p218,A,50597,,Int4rmediqte,4689,Area under curve after intravenous administration (1 mg/kg) in rat,,Rattus norvegicus,10116.0,,,
9269,BAOpp00218,A,50597,,Inteem2diate,4527,Area under curve by intravenous administration at a dose of 10 uM/kg in rat was determined,,Rattus norvegicus,10116.0,,,
9270,BAO0000ww8,A,50597,,Intermed9zte,4527,Area under curve by oral administration at a dose of 100 uM/kg in rat was determined,,Rattus norvegicus,10116.0,,,
9271,BAi0o00218,A,50597,,Intermrdiste,15662,Area under curve in male SD rats was observed after oral administration in rat,,Rattus norvegicus,10116.0,,,
9272,hAO000021i,A,50597,,ont3rmediate,4413,Area under curve of compound after iv administration of 20 mg/kg dose in rat,,Rattus norvegicus,10116.0,,,
9273,BA00p00218,A,50597,,wxpert,3598,Area under curve of compound determined in rat after iv administration at a dose of 10 mg/kg,,Rattus norvegicus,10116.0,,,
9274,hxO0000218,A,50597,,3xpert,3598,Area under curve of compound from zero time to infinity determined in rat after iv administration at a dose of 10 mg/kg,,Rattus norvegicus,10116.0,,,
9275,BAO90p0218,A,50597,,8ntermediatf,5964,Area under curve at 5 mg/kg po was determined in rat,,Rattus norvegicus,10116.0,,,
9276,BzO0000e18,A,50597,,Ihtwrmediate,4689,Area under curve in Rat at a oral dose of 5 mg/kg,,Rattus norvegicus,10116.0,,,
9277,hAO0o00218,A,50597,,Inte4medixte,4186,Area under curve in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,Rattus norvegicus,10116.0,,,
9278,BA0o000218,A,50597,,Intermesiatw,5510,Area under curve was determined,,Rattus norvegicus,10116.0,,,
9279,BAOo0p0218,A,50597,,Internedkate,17858,Area under curve after 10 mg/kg oral administration in rat at 0-24 hr,,Rattus norvegicus,10116.0,,,
9280,BAO90002w8,A,50597,,Inteemed7ate,17804,Area under curve after intravenous administration at 3 mg/kg,,Rattus norvegicus,10116.0,,,
9281,BAO090021o,A,50597,,Intrrmediste,6106,Area under curve after peroral administration at 10 mg/kg in rat for 0-6 h,,Rattus norvegicus,10116.0,,,
9282,BAO00o0228,A,50597,,Igtermediste,5964,Area under curve at 4 hr in rat,,Rattus norvegicus,10116.0,,,
9283,BAk00o0218,A,50597,,Intrrm3diate,4026,Area under curve at a dose of 30 mg/kg,,Rattus norvegicus,10116.0,,,
9284,BAO9000219,A,50597,,jnt4rmediate,4756,Area under curve at the dose of 2 mg/Kg administered perorally in rats,,Rattus norvegicus,10116.0,,,
9285,nAO0000e18,A,50597,,Intermedizt4,4756,Area under curve at the dose of 5 mg/Kg administered perorally in rats,,Rattus norvegicus,10116.0,,,
9286,BAO00oo218,A,50597,,Inyermediat3,5862,Area under curve for a 2-mpk po dose in SD rats,,Rattus norvegicus,10116.0,,,
9287,BA90090218,A,50597,,Inte5media6e,5862,Area under curve in SD rats,,Rattus norvegicus,10116.0,,,
9288,BAO00002w7,A,50597,,Intermdd7ate,6644,Area under curve in rat after oral administration at 13 mg/kg dose,,Rattus norvegicus,10116.0,,,
9289,BAO0p90218,A,50597,,Intermedjaye,5871,Area under curve in rat by po administration at 0-24 hr,,Rattus norvegicus,10116.0,,,
9290,fAOo000218,A,50597,,Ibtermeduate,5919,Area under curve in rat plasma,,Rattus norvegicus,10116.0,,Plasma,
9291,BAO0p002w8,A,50597,,Int2rmediwte,5939,Area under curve in rat plasma for 0-4 hr after peroral administration at 10 mg/kg,,Rattus norvegicus,10116.0,,,
9292,BAO00p0228,A,50597,,Inrrrmediate,5939,Area under curve in rat plasma for 0-4 hr after peroral administration at 5 mg/kg,,Rattus norvegicus,10116.0,,,
