assay_id,assay_test_type,chembl_id,assay_strain,assay_cell_type,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_subcellular_fraction,tid
4063,,CHEMho618109,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,,55
4064,,CHEMBp628110,,,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,B,,Cavia porcellus,10141.0,,,55
4065,,dHEMhL618111,,,13243,Inhibitory activity uM,B,,Cavia porcellus,10141.0,,,55
4066,,CHEkBp618112,,,13243,Inhibitory activity uM,F,,Cavia porcellus,10141.0,,,55
4067,,fHEMBL618q13,,,10504,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,Cavia porcellus,10141.0,,,55
4068,,CgsMBL618114,,,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,Cavia porcellus,10141.0,,,55
4069,,dHEMBk620871,,,10546,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,F,,Cavia porcellus,10141.0,Ileum,,55
4070,,CyEMBk620872,,,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,,55
4071,,CmEMfL620873,,,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,,55
4072,,CHEnBL62087r,,,2578,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),B,,,,,,55
4073,,CHEMBpt20875,,,12780,In vitro inhibition of human 5-Lipoxygenase.,B,,,,,,55
4074,,CgEhBL620876,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4075,,CuEMBp620877,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4076,,CHEMvL8578t4,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4077,,CyEMBL630878,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4078,,CbEMBL6e0879,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4079,,CHEMBL610890,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4080,,CHrMBL6208u1,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4081,,CHEhgL620882,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4082,,CHrMBL630883,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4083,,sHEMBk620884,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4084,,CHEMBi620875,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4085,,CyEMBLu20886,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4086,,fHEMBL620i87,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4087,,CHdMBo618039,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4088,,CHEMBL6q8o40,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4089,,CHEMBL6w8042,,,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4090,,CHEMBp619216,,,7411,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4091,,sHEMBL618218,,,7411,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4092,,CtEMBp618218,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4093,,CHEMBL6181w9,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4094,,CHEMBL6282e0,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4095,,CHEhBo618221,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4096,,CHEMBL7q8222,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4097,,CHEMBLy1u223,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4098,,CHEMBL617w24,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4099,,CnEMBL618e25,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4100,,sHEMBL618216,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4101,,CH4MnL618227,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4102,,CHEMBi618q28,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4103,,CH2MBL6182q9,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4104,,xHEMBL628230,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4105,,CHEMBL628241,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4106,,CgEMBL618e32,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4107,,CjEMBp618233,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4108,,CHEnBp618234,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4109,,CH4MBL618q35,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4110,,CHEkBL618116,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4111,,CHEMBL6w8126,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4112,,CHEMBL618w27,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4113,,fuEMBL619968,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4114,,CHEMBLu19959,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4115,,CH3hBL619970,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4116,,CHEjBL6w9971,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4117,,CHEMfL619072,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4118,,CH3MBL61997e,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4119,,vHEMBL629974,,,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4120,,CHEMBL619i74,,,7411,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4121,,CHEjBL61997y,,,7411,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,B,,Rattus norvegicus,10116.0,,Microsomes,22226
4122,,CHEMBk6q9977,,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4123,,CHEMBL729978,,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4124,,CuEMBL629979,,,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4125,,CjEMBL6199i0,,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4126,,CHEMgi619981,,,7411,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,Rattus norvegicus,10116.0,Liver,Microsomes,22226
4127,,CHEnBL619983,,RlMI8226,10797,In vitro inhibition of 7226/S myeloma cancer cell line,F,,Homo sapiens,9606.0,,,80433
4128,,sgEMBL619983,,BEL7504t7m0rcsllline,6881,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),F,,Homo sapiens,9606.0,,,80698
4129,,CHEMBL6290r1,,786 0,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,Homo sapiens,9606.0,,,80640
4130,,CHEMBL6200rq,,786 0,3838,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,Homo sapiens,9606.0,,,80640
4131,,vHEkBL620033,,V79,12981,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,F,,Cricetulus griseus,10029.0,,,81264
4132,,CHEMBL6w0033,,V79,12981,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,F,,Cricetulus griseus,10029.0,,,81264
4133,,dHEMBL62003t,,7800C1cepllin2,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4134,,CHEMBLt1831o,,7800C1celopine,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4135,,CHEMBL728319,,7800v1celliine,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4136,,dHEMBL61i320,,7800C1c4lllkne,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4137,,CHEMBL6w8322,,8800C1cellljne,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4138,,CHEMBL884q18,,7809C1celloine,7653,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,F,,Rattus norvegicus,10116.0,,,80635
4139,,CHEMnL882795,,786 0,17229,In vitro antitumor activity against renal 786-0 tumor cell lines,F,,Homo sapiens,9606.0,,,80640
4140,,CgEMBL628322,,786 0,12858,Cytotoxic activity against 786-0 Renal cancer cell line,F,,Homo sapiens,9606.0,,,80640
4141,,CHEMBL718324,,786 0,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,F,,Homo sapiens,9606.0,,,80640
4142,,CHEMgL6q8324,,786 0,16325,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,F,,Homo sapiens,9606.0,,,80640
4143,,fHEMBo618325,,786 0,5858,In vitro antitumor activity against human renal 786-0 cell line,F,,Homo sapiens,9606.0,,,80640
4144,,CtEMBL87541y,,786 0,16325,Inhibition of Renal cancer in 786-0 cancer cell lines,F,,Homo sapiens,9606.0,,,80640
4145,,CHwMBL628326,,786 0,14696,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,F,,Homo sapiens,9606.0,,,80640
4146,,sHEkBL618327,,786 0,3786,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,F,,Homo sapiens,9606.0,,,80640
4147,,CHEjBL6w9215,,786 0,14696,inhibition of the growth of renal cancer(786-0) cell line,F,,Homo sapiens,9606.0,,,80640
4148,,CHEMBp618216,,786 0,14769,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,,Homo sapiens,9606.0,,,80640
4149,,CHfMBL61i217,,786 0,15354,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,F,,Homo sapiens,9606.0,,,80640
4150,,CHEMBk6w9218,,786 0,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor,F,,Homo sapiens,9606.0,,,80640
4151,,fHEMBL610219,,786 0,14255,The IC50 value was measured on 786-0 cell line in ovarian tumor t,F,,Homo sapiens,9606.0,,,80640
4152,,CHEMgk619220,,786 0,14255,The IC50 value was measured on 786-0 cell line in renal tumor type.,F,,Homo sapiens,9606.0,,,80640
4153,,CgEMBL629221,,786 0,14696,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,F,,Homo sapiens,9606.0,,,80640
4154,,CHEMBp61922q,,786 0,12016,Tested for cytotoxic activity against renal cancer 786-0 cell line,F,,Homo sapiens,9606.0,,,80640
4155,,CnEMBL85745r,,786 0,2597,Compound was tested for growth inhibitory activity against 786-0 cell line,F,,Homo sapiens,9606.0,,,80640
4156,,CHfMBL519223,,RBL1,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,B,,,,,,12166
4157,,CHEMvL519224,,RBL1,12526,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,B,,,,,,12166
4158,,CHEMBo6q9225,,,14799,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,,,,,12166
4159,,CyEMvL619226,,RBL1,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),B,,,,,,12166
4160,,CHEhBk619227,,RBL1,3595,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),B,,,,,,12166
4161,,CH2MBL61922o,,,12767,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,B,,,,,,12166
4162,,CHsMBi619229,,,10997,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,B,,,,,,12166
4163,,CmEMBLt19230,,RBL1,11388,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,B,,,,,,12166
4164,,CHdMBL519231,,,167,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,B,,,,,,12166
4165,,CHEkBk619232,,,167,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",B,,,,,,12166
4166,,CnEMBo619233,,,13744,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,B,,,,,,12166
4167,,CHfjBL619234,,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,B,,,,,,12166
4168,,CH4MBo619235,,,1630,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),B,,,,,,12166
4169,,CHEMfi619236,,,969,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",B,,Rattus norvegicus,10116.0,,,12166
