assay_id,src_id,assay_cell_type,confidence_score,assay_organism,assay_test_type,assay_category,assay_tax_id,tissue_id,cell_id,description,assay_tissue,variant_id,src_assay_id,assay_subcellular_fraction,bao_format,doc_id,assay_type,assay_strain
4089,1,,0,4attusgorveg9cus,,,13765.0,723764.0,,MkchsepisMen5enconstxntforietmoxycoumarindeethglatjoninratliverm8crosomesexposfdtoexpos4dto3metnhlchplqnygteneafsoncdn4rxtiinof200jM,Liv4r,,,Micrlskmes,BsO0000261,7411,B,
4090,1,,0,tattuznorvegocus,,,29327.0,2265312.0,,x9mpoundwasevaluatedforinhibitionfons4ant7nkivsrmifr8s0kesd5om3methylcholantbr2nedzposedra4s,oiver,,,Mifrosomfs,BAOo0002t1,7411,B,
4091,1,,0,Ratt8sn8rvrgicus,,,32917.0,5083257.0,,f8mpi8ndwazevaluatedforinbibituonc9nstabtigl9vdrmicrosomdsfrombetanaphthleiavoheexposeddats,Liv4r,,,Microxokes,fsO0000251,7411,B,
4092,1,,0,Raftush0rvegicus,,,44827.0,2276122.0,,Maxihumrwgecojztwntfor7wtjoxyclkmarinveethylatjonijeqtlivedhicrosomes3methylcholanthregeatconcegttationot109uM,Llver,,,Microsohee,BzO0009251,7411,B,
4093,1,,0,Rwt5usnorbegicus,,,7962.0,2953707.0,,kzxikumrxheconstantfor7ethoayfoumarinv3ethykat7oninratl7vsrmicrlcojes3methylxholabthregeatconcentrqt7onif200uM,Lider,,,Microaomex,BqO00002y1,7411,B,
4094,1,,0,Rattusnodvegivue,,,3590.0,2271918.0,,Maxlhumrateconstantfor7erhoxycoumar7ndeethylxtiominratiivegjicrosones3meyhylcnolan5yten4atxoncentratiobof5p6n,Liger,,,M8drosomes,BAO0o90251,7411,B,
4095,1,,0,Rattusn0rvegkvus,,,5859.0,1437860.0,,Maximumrxteconstajtfor7eyhoxgcoumarijde3rhyoationunratiigefkosrosomesexposedto3nethypcholantmdeneqt5uM,kiver,,,Mic3osom2s,fAO000025w,7411,B,
4096,1,,0,Rattusnorbegjcuc,,,50087.0,3531260.0,,Maximumratec9nsgsjtfor7e4glzyco6marinseethyiatiojinratlive5micrie8mesexplsedto3methylchopanthrrneat5puM,Live5,,,Micros9mew,fAOo000251,7411,B,
4097,1,,0,Rzttuano3vegicus,,,9812.0,443186.0,,Maximumrqtefons6antfor7ettoxycouma37ndeeghypztionin5atl7vernicrosomssexposfdtk3methylcholanth5ensatasoncentgatiomkf10kn,Liv4r,,,nicrosojes,BAk000o251,7411,B,
4098,1,,0,tattusgorveglcus,,,25493.0,2249626.0,,Maximumrqtecogs5anreor7eghoxycoumarindeetgylatiln9n5atlivermosr8somesexpos2dto3meth7lvholantgreheatcojcemtrxtionpf190uM,Live5,,,Microslmrs,hAO000p251,7411,B,
4099,1,,0,Rattusnogcegic8s,,,20684.0,4056733.0,,jaxinum4atevonstxjrfor73rhoxycoumarjjdeethylatiojinratlodermicrosomecezposedto3methtlcholanthreneatconcehfratuojpf1uk,oiver,,,Mocr9somes,BAO000p2t1,7411,B,
4100,1,,0,4attusborvwgicus,,,55472.0,628104.0,,Maximkmratecojetantfor7rthoxycoymarindee5hylationihratl9v2rmucr0sokesexoos3dto3keth7lcholantjreneatdoncentra5iinot20jh,kiver,,,hicrosomds,BAO00po251,7411,B,
4101,1,,0,Raftuanorvegixus,,,30087.0,5724.0,,Masimumratexonstantfo57ethoxydoumarind2eyhyoationijrqtliv3fhicrosomesexp0sedh03methylchlpanthrenez6xonfemtrationod200uM,L9ver,,,Micrkaomes,Bxk0000251,7411,B,
4102,1,,0,Rayt8snorvsgicus,,,12610.0,3267200.0,,Mzxkmumfatedomstqntfor7ethpdycouma5indeethylatiobin5atlig2rmlcrosomesexposestp3methylcholanthrenestsobdenf5stionof25uM,Liveg,,,M7xrosomes,vAO00o0251,7411,B,
4103,1,,0,Raythsnorvegicuw,,,27243.0,5242757.0,,Maxomumratefonqtantgor7erhoxycoumarknvewthylstloninrw5livermicrospmesfsposedt83ketgylcholanthrehfatcomcentratkogof50uM,oiver,,,Mifr0somes,fAO00002y1,7411,B,
4104,1,,0,Rstthsnorv3gicus,,,1189.0,523049.0,,Maxim6jra4ecomqtan6gor7ethoxycouma5indeettylationun5atlivedmicrosomweezpisedtoemefhylvholanthreneatconsenttatipnkf75uM,Licer,,,Midrlsomes,BAO009025q,7411,B,
4105,1,,0,Ra4tusno3cegicus,,,22294.0,670540.0,,Maximum3ateconstabtfor7ehhpzyco6marindeethjlationigratligermixroslmesdxposeft8n2tamqpythoflqvoneat1uM,Licer,,,Microsokew,BAk0900251,7411,B,
4106,1,,0,Rathusno4vegic7s,,,6247.0,326817.0,,Mzximumrxtec8nsgwntf8r7ethidycoumaribdeethylati8mknfatlivermicrosomesexpoeedtobsyanapnthovlagoneat19uM,L8ver,,,Microson2s,BAi0009251,7411,B,
4107,1,,0,Raftusnp5vegicus,,,6910.0,2017758.0,,naximumrztec8nstantforuethoxydoimarimdeethylationunratp7veehisros9kexexposedtobstanaphthoepavkneat100uM,L9ver,,,Micros9meq,BAi000o251,7411,B,
4108,1,,0,Rathusnorvebicuq,,,6340.0,10842507.0,,jasijumtqtwconstqntfor7fthoxycoumarindeethylationinra5live5microcom4sex0osddtobrtanaphtylfkavon4at1000un,oiver,,,nicrlsomes,BAO0090e51,7411,B,
4109,1,,0,Rattusnorvegkc7d,,,34241.0,991074.0,,Maxlj7mra4econctqntfor7ethpxycoumarind2etuyla6iononratlivermifrosojesexposedyob4tanxphtuoflavohdat150uh,oiver,,,Mivrosomrs,BAO0099251,7411,B,
4110,1,,0,Rattusnorbegic7w,,,26778.0,4190349.0,,Masimumratecpjstantfor7ethoxyfojmarindeetjylati0ningaylivermicroaomesex0osedtogetabslhth8flavkgext1400uM,Lover,,,Micfosomec,nAO0000w51,7411,B,
4111,1,,0,Rattusg9rvegivus,,,59435.0,646034.0,,Maxihjkrxtrconcrantfor7eghoaycoujarindeethylationin4atljvefmicrosomesedpozedtobetanaotthoflavohext25kM,Liger,,,Misfosomes,BqO0000241,7411,B,
4112,1,,0,Rq5tusnorvegichs,,,7961.0,1471858.0,,Maxih7jratevonsfqn4fo37ethozycouma5ijdwdthylatiobijratlivermicdosokesexposdxtobetanaphthoflavineat200uM,Liv4r,,,Mkxrosomes,BAl00p0251,7411,B,
4113,1,,0,Rqttuanorvdgicus,,,15473.0,1302069.0,,Masikkm3ateconstantfor7efhoxycoymarinde2tnylation7nratlivermicr8som3d4xpoafdyoberanaphrhorlav8neat5uM,kiver,,,Midrosokes,Bwi0000251,7411,B,
4114,1,,0,Rzt5usnorvsgicus,,,4211.0,1671270.0,,nxxomujratrc0ns5antcor7ethoxysouma4indeethylati0nigratkivermisrosomexexposeetobetamaphtyoflavpneatr0uM,Ljver,,,M9cdosomes,BAOp000241,7411,B,
4115,1,,0,Rattusnorvegkx8s,,,31193.0,5135662.0,,Maxumumrsteconstah6for7ethoxycoumarindee4hyla4ioninrxtlive5microsojecexl8srdtoh4tabalm6hofiavoneat500uM,Luver,,,jkcrosomes,BAOo00025q,7411,B,
4116,1,,0,Ra6rusborvegicus,,,4604.0,1039712.0,,Maximumratecinatangdor8ethoxycouharijdeetyykwtloninratliverm9crosomesexlosedtobetsnaohthogiavoneatc8ndeht4atiogof10o0uM,Live4,,,Microqom4s,BAO009o251,7411,B,
4117,1,,0,Rattusgorveg9vus,,,2089.0,4653777.0,,Max8jum3atecomstqntforuethoxycoumarunee2thypationinra5liveemicrosomesexposedtofetanaphyhoflqvoneatconfehyratulnofq6p0uM,Livef,,,Micrpsokes,BAOo000q51,7411,B,
4118,1,,0,Rattusn0rfenicus,,,32624.0,1984574.0,,Mwsim7kda5fdinstantforyethoxyvoumarindeeth7lationin3atp8germicros8mesexposedtihstanaphthoelavoneatconcdnrrationof275uM,Livet,,,jicrosomec,BAO9000w51,7411,B,
4119,1,,0,Rsytusborvegicus,,,11078.0,6620078.0,,Maxikumrated8nstajtfo57ethkxycoumafindee4hylationinratljveemivrosomesexlosewtohe6anapjthoflav8newtcomcwntrqhionoft00uM,L7ver,,,Misrosomew,BAk00p0251,7411,B,
4120,1,,0,Ra5tusnorvegjcuw,,,18012.0,3860420.0,,Men4enc0nstzntdoruethocycoumaginweefhylationinfatkicerklctosomesdxposedr9betanaphthoflavoneat50uj,Liv3r,,,Mivrosones,fAO0000w51,7411,B,
4121,1,,0,Rattuznorvegkcuc,,,4082.0,,,Vkaxdeterminewhy6efhlxycouma5indeethglatlohinth3prssencebyliverm9crosomesfrom5atsexooq3stormetjylctopanthregeatconc3ntrationkf20uM,,,,hicfosomes,BAO0900252,7411,B,
4122,1,,0,Ra6tuwn0rvegicus,,,4724.0,560300.0,,Compoumdwasdvzkuat2dforalpharahefondtantinpigermisr8somesfrok3nethylxholanhhreneexp8sedra6s,Liv4r,,,Microsoheq,BqO0o00251,7411,B,
4123,1,,0,Rattuenorv3gicys,,,4772.0,1976490.0,,Compounxwacdvaluz6edforappharatec0nstantinljcerm8frpsomesrronbetanaphthoflav0ne2cposesrats,Ljver,,,Microskhes,BxO000p251,7411,B,
4124,1,,0,Rsttusnorv2gicuc,,,18217.0,3992521.0,,Cimp0unxwaq2valuatrvforalpmqrateconstantlnlibetmicrosohesftombetanxphtmovlav0neexposedrwfsc9mpetitiveinuibition,Lived,,,M8crosomws,BAl0p00251,7411,B,
4125,1,,0,Raty6snorveg9cus,,,23528.0,6918939.0,,Com9oundqasevaluqyedforai0hwimhibitiobcobstanyinlivermicrisomesfroh3jethylchilanthr2neexppxedrxts,Livdr,,,jkcrosomes,BAO00o02y1,7411,B,
4126,1,,0,Rqtrusno5vegicus,,,16471.0,708632.0,,Compoundeasevaouatedfprzlphainhiblt9oncomstantiglivermicrosomsstrokbe6anqphtuoflavpbdexpks2drats,Ljver,,,Mifrosomfs,BA80000241,7411,B,
4127,1,RPMI82q6,1,Honosap7ens,,,41028.0,,554.0,lnvitroinbibitolnov7226Smyelohavzncerceliline,,,,,BzO0000210,10797,F,
4128,1,BrL74ortunorcellline,1,Hlmoswpiens,,,28541.0,,313.0,Infitrkantit7moractiv8hyovxompokndafainst730tcelklinehumanligercarcinomaxelos,,,,,BAk00002q9,6881,F,
4129,1,786 0,1,uomosapiend,,,30805.0,,5.0,Ijv9tgog4owthinmibitlob9ecom9oundwasdeterminedagainsr7680celllinesifRemalfancet,,,,,BAO00o021p,3838,F,
4130,1,786 0,1,Homocap7ens,,,252.0,,726.0,Imv7trogrow5hijhibituonofcompo8ndwacdete3kinedagzinst7690celloihesofeebalcancer,,,,,BAO00002qo,3838,F,
4131,1,V79,1,dricet8lusgriseks,,,12972.0,,540.0,Netacvumuiatiomofghe99jhcIsonitrilecojpkexwzsmeqautedin77scelllinecintmeprfsrnc4ofVerapamil,,,,,BAO900021i,12981,F,
4132,1,V79,1,C5icetulusgrlse7s,,,75390.0,,1137.0,Vegapamilindezrelresehtstheratkokfge5u9takeintheprezehseofverzpamilid4rckntrolin77Asellljnes,,,,,BAO00o0319,12981,F,
4133,1,7800C1cepllihe,1,Rafyusjorvegicus,,,18197.0,,794.0,Testddforitqcytotoxicdffectonthwg3owthoftjecellstrzin77p0s1wxw0ernEMat10ugmLs8se,,,,,BAO90002w9,7653,F,
4134,1,78p0C1ceklline,1,Rattuenirvegocus,,,9837.0,,910.0,Testesfkditxcytot0ziceffsctlnhhegro3thofth2cellstrain7800d11x2pe4MEMat2ugmLdoqe,,,,,BAO9000q19,7653,F,
4135,1,7809s1cellline,1,Ratruwnorvebicus,,,15541.0,,624.0,yestedforktscy5otoxidefgectonthegrowthpftgfcellstra7n789pC21x10e4MEMat30ubmpxose,,,,,BAO000pw19,7653,F,
4136,1,y8p0C1cellline,1,Rattisnorvegksus,,,1399.0,,1010.0,hestedf94itscy5otoxiceffecyonthwyrowthofyhecellstrwin7790f11x10e4MEMzt58vmLdose,,,,,hAO00002q9,7653,F,
4137,1,78o0C1csllline,1,eattusnorvegoc6s,,,23083.0,,754.0,Testedf0rktxcytotoxicevfect8nthebrowthofthefellstgaij780pC11d20drhEMat50ugmLdpse,,,,,BAOpp00219,7653,F,
4138,1,78p0C1sellline,1,Rattusno5vfticus,,,2443.0,,468.0,Testedf8ritscyt8toxiceffectontheg4iwthofthfseilsgrain780pf11x20e4kEMa475ugmpeoee,,,,,hAO00o0219,7653,F,
4139,1,786 0,1,Homoqaliens,,,1273.0,,772.0,Invitr8sntitumkrafticit5agaijstrebal7860t6morcelloines,,,,,BAO000p21p,17229,F,
4140,1,786 0,1,Homosapufns,,,17789.0,,835.0,Chtot0sicact8vittxgainwt7860R3nalcancerc4llline,,,,,BAOp090219,12858,F,
4141,1,786 0,1,Homoxxpiens,,,3572.0,,807.0,Growthjnhibkto3yachivitywasdererminfragzibst7960vabc3rc4lllineofRemalcancer,,,,,BzO0000e19,16325,F,
4142,1,786 0,1,yomosaoiens,,,51636.0,,390.0,Grpwthonhibiy9ryaftivitywazxetermijevavainst8769cancercelllineofrenaocancdr,,,,,BA800p0219,16325,F,
4143,1,786 0,1,Honoaapiens,,,24562.0,,1025.0,onbitroantitumlrqvtivihysfainsthumanrenal7860celkpine,,,,,BAO0900119,5858,F,
4144,1,786 0,1,Hom9saoiens,,,3184.0,,1054.0,Inhibit9onofRenalfabcerin7860cxmcrrcelll8neq,,,,,BAi0000210,16325,F,
4145,1,786 0,1,Homosa9i4ns,,,12592.0,,852.0,Inhknifiojoftmebgo3tyofrenalcander7u60celliinedalueinpwrenthesssicpercentimhib9tionat001uM,,,,,BAl0o00219,14696,F,
4146,1,786 0,1,Homosaoiegs,,,3478.0,,885.0,Thexompounxwasyrztedfo4itsct5otpxisactivityavajbstthefopoowingrenalcancerfelllineq7860,,,,,BAOo0o0219,3786,F,
4147,1,786 0,1,Homosapiehc,,,17050.0,,527.0,inhibihi8nof5hegrodthlf4enalcanceru960fellline,,,,,gAO0000218,14696,F,
4148,1,786 0,1,Hkhosapiens,,,31956.0,,603.0,Conpokndwaeevaluatedforinvitfoact9b9tyavaigst7860kidnetsslolinedHuhantumorcells,,,,,hAO9000219,14769,F,
4149,1,786 0,1,H0josapiens,,,17636.0,,1039.0,xompounfqxs6ectedforth4growhuinhibitionlf7850renaltumorcellljne,,,,,nAO000p219,15354,F,
4150,1,786 0,1,Homowapiehs,,,33906.0,,435.0,TgeIC50vapuewasmeawurwdon7869cflllin2inovzriantuno3,,,,,BA80000229,14255,F,
4151,1,786 0,1,Homoxa0iens,,,2926.0,,777.0,TyekCy0vxiuewasmfasuredln7860delllineihkvariantumort,,,,,BxO000021o,14255,F,
4152,1,786 0,1,Hlmosa9iens,,,5437.0,,589.0,TheIx50vapueeaxm4asureron786ocwollineinrenaltumorty9e,,,,,BA800p0219,14255,F,
4153,1,786 0,1,Hok0sapiens,,,11856.0,,720.0,8jhlbitionlgthfgrowthofrenaocxncer6860celllineah001uM,,,,,vAO00o0219,14696,F,
4154,1,786 0,1,H0moxapiens,,,29514.0,,671.0,5ex5edeorcy6otoxicacyivitysgainstrenalcabcer7i60celplins,,,,,nAO0000q19,12016,F,
4155,1,786 0,1,H9nosapiens,,,11378.0,,465.0,Com9lundwxs6esterfirge82thinnibjtoryactibityagainst7860cellline,,,,,BAO0p0021o,2597,F,
4156,1,RBL1,8,,,,,,788.0,Ibhibjhorhactivjtyqgzknst5okloxygenzsein7mtactratbasophilicpeujemiacelossgijulateswi4hthecalciumion8phlreA2318yInactiveN50inhifitionat29uM,,,,,BAp00002w9,12526,B,
4157,1,RBL1,8,,,,,,892.0,7nhibitoryactivi4ysvainsf4ij9oxygenaseinintactratbaqophiklflrukemiac4llsstinulstedsiththecalckumiknophor2w24187NInactivf,,,,,BAO000p319,12526,B,
4158,1,,8,,,,,,,9ghjbi60ryactivittagainst5lopoxygenaseobtainedfrom3qtbasophllicleiiskiac2lls,,,,,BAO90o0019,14799,B,
4159,1,RBL1,8,,,,,,515.0,Inhibigoryactivityagainst5lipkxygenase6LOinlmtactrathxropuilisleujemiadsllqRhk1,,,,,BAO0099219,3595,B,
4160,1,RBL1,8,,,,,,659.0,Ibhibitodyzctivityagaijst5l7poxygensse5LlusinfbdokenratbarophilkfoeukemixcrllxRBi1,,,,,BzO0000229,3595,B,
4161,1,,8,,,,,,,lnhibitl4yactivityavainsrratbaso0hilicpwukemia5l9p9xygenaxe,,,,,BAl0000358,12767,B,
4162,1,,8,,,,,,,Inuibitir7activityayainqtrlip0xygenzseinratpoljmo5phonuclexrleikocjtex,,,,,BAO0o00210,10997,B,
4163,1,RBL1,8,,,,,,372.0,Inhibit9ryac4ivitysgainst5lipoxyg2jaceof5BL2cellkin4,,,,,BAl000p219,11388,B,
4164,1,,8,,,,,,,Inhibigoruaxt9vihyagains5RBLbrokenc2llsuoenatanr5lipoxjhenqsewasevaluared,,,,,BAOo090357,167,B,
4165,1,,8,,,,,,,Ijhibitorywctivit5agwlnstintav5rwtlMNLLTB45li9oxygenas3waqeval8ated,,,,,BAk000p357,167,B,
4166,1,,8,,,,,,,Inhibitoryactiv9tyzgainstrat5l8poaygenazwbyuzinhcon4inuoyskxtgenconsimpgionzscay,,,,,BAOo900357,13744,B,
4167,1,,8,,,,,,,Inhibitoryactivutyahqinstratbaso0hilicl3ukemkacfli5kiloxygemaqe,,,,,BAO0000w47,1630,B,
4168,1,,8,,,,,,,Inhibito4yactivitgagains55atfaso0bklkcleukemiasell5kipoxygebas35LO,,,,,BAO9o00357,1630,B,
4169,1,,9,Ragtusnorveh8cus,,,7912.0,,,Ighibitoryactivityabaihst5kipoxygenaqeinra4jektropmiisasighiniyi0mofA2r18uinducedLTB4pr8duct8on,,,,,nAO0000018,969,B,
4170,1,RBL1,8,,,,,,360.0,Inhib8torhcohcentratiomagainsg5llpoxggemaseinrqtRfLqcells,,,,,BAO09p0219,13621,B,
4171,1,,8,,,,,,,Inbibitoryfoncentrat8ontoinhobit5li00xygenax2ihtjerat,,,,,BAO00903t7,10089,B,
4172,1,,8,,,,,,,Inv7troinuinitionofratp8lyjorphkhuclearleukovuteykipoxyg2nase,,,,,BAO0p00e57,10193,B,
4173,1,,8,,,,,,,Testwdforknhibitiogof5HPETEproduvtiomnyrayyLOdapuegannesfrom163unM,,,,,hxO0000357,11966,B,
4174,1,,8,,,,,,,Testddbofinhibituonpf5p0ngmeasuringtuered8ctioglfleyuotrieneB4LTB4knintactbasopholicratkeukejiscells,,,,,fAO9000019,12251,B,
4175,1,RBL1,8,,,,,,1041.0,Tes4edf8rinhibiyionof5Li0oxygenaxeqRniincalciumstimukat4xdatbaaiphikocleukemiqcellsRBL1,,,,,BA90p00219,211,B,
4176,1,,8,,,,,,,Inhibitiojofrlipoxyvemasemeawuredbjtyerefustionofleukot3iendB4LTB4ihintaxrbzsophilic3xtpeukem8scells,,,,,BAO9900019,12251,F,
4177,1,RBL1,8,,,,,,877.0,Tesy4dforinhigitoryasrivityagainst5lipodjfehas2inmidrosome0fRBL1cekls,,,,,BAOo0002w9,12495,B,
4178,1,,8,,,,,,,Tesg2xfoe9gsinh8bitor5activityagainst5kipozygenase,,,,,BAO0p00347,414,B,
4179,1,,8,,,,,,,Tsatedforitwinmibitortactivktyagqinat5lipozygrgaseNotddtermined,,,,,BAO0oo0357,414,B,
4180,1,,8,,,,,,,Iincitroinhibiflinof5lip0xygebas3avtivityinrwtbaeophilleuk3miatype1gBL1cellyomobena4esgexkctionofqrCyHET2formation,,,,,BxO000001p,10325,B,
4181,1,,8,,,,,,,Invittotestf0rimhibihiohif5lipoxygdnaseigcellfr4wprepa5ationsfromrstokNie8kocytes,,,,,BAk000001i,11966,B,
4182,1,RBL1,8,,,,,,808.0,Invit4oinhivktionof5piposyg3naswacykvityinRBL1celos,,,,,BA800p0219,165,B,
4183,1,RBL1,8,,,,,,794.0,Tgeclhpoundwasefwluatedijvitr0eorijh8bit7onof5lipodygebaseadtivityunRBL1ceklsNlwifgifidagtinhibitoryactivityuptow0uM,,,,,BAO0o0o219,165,B,
4184,1,RBL1,8,,,,,,814.0,Thfc8m9oundwasevalusted7nvihroborinhiv9tionof5kipoxygrnasexctivit6inRBk1ceils,,,,,BAO000oe19,165,B,
4185,1,RBL1,8,,,,,,861.0,ubcitroflrinhibitipn8f5lipoxygenaaeactivityinRvL1f3lls,,,,,gAO00p0219,165,B,
4186,1,,8,,,,,,,Thecomok8nxwas5estedelrinhivit0r5activit7against5lipoxygebaseinmo6se,,,,,BAOp00021u,11311,B,
4187,1,RBL1,8,,,,,,665.0,hhecom9iundwasteetedtorinhibitoryactidifyagainxh5liplxygegxeeinratfBL1,,,,,BAl000o219,11311,B,
4188,1,RBL1,8,,,,,,1044.0,Tnecompoundwastestedforinhibitid5xcribityagainst5ljpkxygenaqeongatRBLwcekis,,,,,BAO0009319,11311,B,
4189,1,,8,,,,,,,Thedkmpoundwastestedgo5inhiniho5yaxtivit5agsinstykipoxjgenasein3qtp9lymotphonuclfarleukocytesPMNa,,,,,hAO0900219,11311,B,
4190,1,,8,,,,,,,rtecompk8bdwqstectedelrinhibitoryactibityavainst5liooxygenaseimrwtlokymorphoguclearlsukoxytwsPMNSinvitro,,,,,BAO90o0219,11311,B,
4191,1,,8,,onvivo,,,,,gh2comp9hndwastfsgede0tinhibitoryactivitjagaunst5l7poxugenaseinratp0lynorpgonhclea5lwukocytexPMNSinvivo,,,,,BAO00p0318,11311,B,
4192,1,RBL3H3,8,,,,,,913.0,Thecomp0undwwstestewfoginhibitpftacfivigyaga8nst5liooayhdgasetransoocationijnlbitorinRBL2H3cells,,,,,BwO00002q9,11311,F,
4193,1,fBL2H3,8,,,,,,419.0,Thecompoundeqztestedforiguibitogyqctivityqgainst5liposygenazstranslocwtiobinbkgi4orinrwfRBL2H3cells,,,,,fAO0000229,11311,F,
4194,1,,8,,,,,,,yhecompoundaxstes4edcprinhifi5kryactivityabqindg5lipox5genaseusihrratp0lymofpmonuclearleukocytesoMNS,,,,,BwOp000019,11311,B,
4195,1,,8,,,,,,,Thefompoundqawtesteevorkysimuigit0ryactivutyagainstarachidonicacidujrat5pipoxygenzse,,,,,BAO0o00p19,11732,B,
4196,1,,8,,,,,,,Testedfo484xinnibi40ryxctivityagains6zrafjidoniczcidinrat5kipoxygenase,,,,,BxO000o019,11732,B,
4197,1,,8,,,,,,,lnvitgokjhjbi6i0joftlipoxygenzse5lofrom4he20000gsup4rhatajtofRBI1cells,,,,,nAO0000018,11087,B,
4198,1,,8,,,,,,,Tnecomplundwastestedf0r4h4invit5oonhibitionof5ljpoxygdnasefromthe20090hsupernxtsntocthI1cekla,,,,,BAO0009018,11087,B,
4199,1,RBL1,8,,,,,,902.0,ru2xompojndwastestedfprtheinhivitiogof5oipoxygenase5kojnmomogenjsedratbaeopnilicleul4miaRBL1celis,,,,,fqO0000219,11087,B,
4200,1,,9,Ra65uxnorvegicus,,,59614.0,,,lbhibitoojof5liplxygsnazr5loinintwctdstpolymogphonucoearleujocyteRPMNL,,,,,vAOo000357,11087,B,
4201,1,RBL1,8,,,,,,595.0,Thrcompoundwsetdstfdf9d4heinhibitionof5l8oox6nenasejnjmtactbas9philicratleuksmiacells,,,,,BxO0o00219,496,B,
4202,1,RBL1,8,,,,,,709.0,Inhibitionof5lipocygenadeondatbackphklleukemoxceklpineiysateRhp11Hwsublijegym4asurigg5HETEp3oduction,,,,,hAO0009219,13986,F,
4203,1,,8,,,,,,,Com9oundwaaevaluatevtortheonhibigi9nof5lipozygejasd,,,,,BAO0p003y7,11520,B,
4204,1,RBL1,8,,,,,,846.0,Abipifytoighibittlipoxygenaseby8wingafrudeprspagatiomovthecytizolicwnaymefromtherathask0bil7fle7keniaRBL1cdlllineayaconcsntratiinof25uM,,,,,BAO0po0219,10293,B,
4205,1,RBL1,8,,,,,,471.0,Compoubdwasevapustefforiteinhobitoryactovityagainst5LO5lipoxygegwsrqt20uhvpncentratiobinintac6gBkqcelllineazday,,,,,BAO00002qp,303,B,
4206,1,RBL1,8,,,,,,1098.0,Compkundwasrvaluwtedforitwinhiniroryadtigityayainst5LO5lip8xygenaxeat1puMconcen4eationinintastefL1ceplllnewssxtpessrhajrinhibit9onat10uMre99rtedasnotacyjve,,,,,BAO900o219,303,B,
4207,1,RBL1,8,,,,,,836.0,C8mpoundwssevaluatedfortheinnlbitopnofgsrgasophilicleukemix1tBi15Liposyg4naseqt10uM,,,,,BAO9000q19,9247,B,
4208,1,RBL1,9,Rattusnpfvegisus,,,6575.0,,798.0,knhibit8onofra5vas8philicpeukemiawRBLw5Lipocyg2nwseat100uM,,,,,BAO009o219,9247,B,
4209,1,RBL1,8,,,,,,529.0,C9kpoundwasebalkat3dtirtheinhlbjtiohofrarbaskphiiicleikemia1fBo15L8poxggenaseat109uMNSnocignifkcantactivity,,,,,hAO00p0219,9247,B,
4210,1,RBL1,8,,,,,,942.0,Com9o8ndwaaevaoua4edfortneinhkfitionofratbasophipicleukdmia1RgL15oi0oxygegasest30un,,,,,BAO00o0w19,9247,B,
4211,1,RBL1,8,,,,,,782.0,fohpoyndwasebalharedfortheinhkbitionofratgax0philicleuuejiaw3BL14Lipoxygenaeeat300uM,,,,,BAO0000q1i,9247,B,
4212,1,RBL1,8,,,,,,709.0,Coj9ounwwasefwluqtedfottheinjibitionkfra4baaophilicleukehia13BL16Lipoxygenas2at32uM,,,,,nAO0009219,9247,B,
4213,1,RBL1,8,,,,,,465.0,Com9oundwasevsp8atedforthsinhivi5ionoftatbqsophiliclehkwmiz1RBLq5Lipodygehassat40uM,,,,,BAO0op0219,9247,B,
4214,1,RBL1,8,,,,,,725.0,C9mpougd1aeevxluatedgottneinhibition8fratbasoptilicleukwmia1RBL15Lipox5g2nxsezt75hM,,,,,BzO0090219,9247,B,
4215,1,,9,Rzttusmoevegicus,,,13044.0,,,Inhif7torywctivitjagainwt5l9poxygensseat10iM,,,,,BAO0900356,11481,B,
4216,1,,8,,,,,,,Inv8trlinhibirionof5lipoxygenaswNSmeanqnozignifivqbhinyibiti0n,,,,,gAO0900357,105,B,
4217,1,,8,,,,,,,Incitroinhihitionofra5oolym9rptojucoeadkeukocyyePMN6Lipoxybenaxeat10uM,,,,,Bz80000357,9029,B,
4218,1,RBL1,8,,,,,,587.0,Ihhibit0r7axtibityagainst5oipozygejxsedjzymefromRBp1cellsat20uM,,,,,BAO0900229,1175,B,
4219,1,RBL1,8,,,,,,831.0,7nvk6roinhibitjonagwinqt5lipkxygsnaseknRBL1cellswasdetedjinefst100uM,,,,,BAO0909219,12118,B,
4220,1,RBL1,8,,,,,,342.0,Invitroinhihitilnagaknst5lipoxygenasein5Bp1velpswwseetr3minedat10wtM,,,,,BAO000ow19,12118,B,
4221,1,RBL1,8,,,,,,860.0,Indihrlinhib9tiojagainst5pipoxhgenaseinRBL1cwllweasdeterminedfqf100uM,,,,,nAO000p219,12118,B,
4222,1,RBL1,8,,,,,,442.0,Invutroinhib9h9onofRBL1rlipoxyhdnaseat20uh,,,,,BAO000o2w9,9225,B,
4223,1,,8,,,,,,,Invitroinh8but9ryactivityabainst5Liplxyg2maqffromea4basophilicleulemixcellsat20uMcpncfntra6ioh,,,,,BA9000o019,9401,B,
4224,1,,8,,,,,,,Inbitroinjibitofyactivit5against5liooxuvfnzsewasd4fermihedat16uM,,,,,BxOo000357,137,B,
4225,1,,8,,,,,,,Invitrpignibitortavticityagainst5li9oxyhenase1xsd2germinedat16uM,,,,,BAO09o0357,137,B,
4226,1,RBL1,8,,,,,,1012.0,Invigroperd4n6ihhibitionxgainst5lip8xyg4maseinRBL1c4llsat10uMconcsgtrahuon,,,,,gsO0000219,4717,B,
