ABV,Brew_Factory_Name,Style,Beer_Name,id
6.60 %,Big Bear Brewing Company,American Amber / Red Ale,Diablo Amber Ale,2344
-,Big Nose Brewing,American Amber / Red Ale,Big Nose Red,2345
5.50 %,Atlas Brewing Company,American Amber / Red Ale,Orange Is The New Red,2346
5.70 %,Track 7 Brewing Co. .,American Amber / Red Ale,Skunk Train Red Ale,2347
-,Lakeland Brewing Company,American Amber / Red Ale,Damn It Janet,2348
5.50 %,The Prodigal Son Brewery,American Amber / Red Ale,Righteous Indignation Organic Red,2349
10.60 %,Nebraska Brewing Company,American Amber / Red Ale,Ninja Gnome,2350
8.00 %,Alpine Dog Brewing Company,American Amber / Red Ale,Howl At The Moon Imperial Red,2351
5.50 %,Seven Brides Brewing,American Amber / Red Ale,Waldo Hills,2352
5.00 %,Brasserie Des Abers,American Amber / Red Ale,Mutine AmbrÃ © e,2353
4.80 %,Firehall Brewery,American Amber / Red Ale,Stoked Ember Ale,2354
5.00 %,Glasstown Brewing Co. .,American Amber / Red Ale,Fortescue Fisherman 's Ale,2355
5.30 %,Quest Brewing Co. .,American Amber / Red Ale,Calumet Strawberry Rhubarb Grisette,2356
8.50 %,Black Market Brewing Co. .,American Amber / Red Ale,Scary Monster,2357
6.30 %,Black Cap Brewing Company,American Amber / Red Ale,Red Pants IPA,2358
5.18 %,Big Top Brewing Company,American Amber / Red Ale,Intercoastal Amber,2359
-,El Toro Brewing Co. .,American Amber / Red Ale,El Toro 's Team Beer,2360
8.40 %,12 String Brewing Company,American Amber / Red Ale,Volume 3 Anniversary Ale,2361
6.50 %,Excel Brewing Company,American Amber / Red Ale,My Hoppy Valentine,2362
6.20 %,Fetching Lab Brewery,American Amber / Red Ale,Round Up Amber,2363
5.30 %,Ore Dock Brewing Company,American Amber / Red Ale,Good Grist,2364
9.50 %,Trinity Brewhouse,American Amber / Red Ale,Bourbon Barrel Aged Redrum,2365
6.10 %,Beards Brewery,American Amber / Red Ale,Red Mist,2366
5.00 %,Creekside Brewing Company,American Amber / Red Ale,Creekside Vienna Amber,2367
-,Good Hops Brewing LLC,American Amber / Red Ale,Smoked Ale,2368
7.00 %,Inland Empire Brewing Company,American Amber / Red Ale,Trail Blazer Red,2369
5.20 %,New Holland Brewing Company,American Amber / Red Ale,Red Dragon,2370
-,Ragtime Taproom & Brewery,American Amber / Red Ale,Atlantic Beach Amber,2371
7.70 %,3cross Brewing Company,American Amber / Red Ale,Kannibaal,2372
5.00 %,Mismatch Brewing Company,American Amber / Red Ale,Archie 's Red Ale,2373
6.20 %,Marz Community Brewing,American Amber / Red Ale,Kozmonaut,2374
5.30 %,Twain 's Billiards and Tap,American Amber / Red Ale,River Sunset Amber,2375
-,Karben4 Brewing,American Amber / Red Ale,Hophead Red,2376
5.20 %,BÃ ¥ lsta Bryggeri,American Amber / Red Ale,BÃ ¥ lsta EklÃ ¶ ws RÃ ¶ da,2377
5.80 %,Barnstormer Brewing & Pizzeria,American Amber / Red Ale,Ace In The Hole,2378
6.60 %,Short 's Brewing Company,American Amber / Red Ale,Proverbial Mind Spread,2379
7.50 %,Bear Republic Brewing Co. .,American Amber / Red Ale,Smoked Prickly Pear Lager,2380
5.30 %,Florida Beer Company,American Amber / Red Ale,Big River Red Ale,2381
5.00 %,Brasserie St. Feuillien,American Amber / Red Ale,Grisette AmbrÃ © e,2382
4.80 %,Edge Brewing,American Amber / Red Ale,Barretina Amber,2383
-,Weiland Brewery Underground,American Amber / Red Ale,Weiland Amber,2384
6.00 %,Il Forteto,American Amber / Red Ale,CastaÃ ± a,2385
-,Vagabond Brewery,American Amber / Red Ale,Conscription American Red,2386
-,Rivertowne Pourhouse,American Amber / Red Ale,All Around Amber,2387
5.70 %,The Brewhouse,American Amber / Red Ale,Rebel Red Ale,2388
8.00 %,Joseph James Brewing Inc. .,American Amber / Red Ale,Double D Double Red Ale,2389
-,Two Rows Restaurant & Brewery,American Amber / Red Ale,Route 66 Amber Ale,2390
6.20 %,The Actual Brewing Co. .,American Amber / Red Ale,Elektron Aged In Bourbon Barrels,2391
6.70 %,North Mountain Brewing Co. .,American Amber / Red Ale,Octomalt,2392
5.40 %,RedWillow Brewery,American Amber / Red Ale,Sleepless,2393
5.60 %,Hollywood Beach Brewing Company,American Amber / Red Ale,Red Tide Amber Ale,2394
4.70 %,Noire & Blanche,American Amber / Red Ale,B'rousse Willis,2395
6.40 %,Bagby Beer Company,American Amber / Red Ale,Street ` Red,2396
4.10 %,Galena Brewing Company,American Amber / Red Ale,Paradox Ale,2397
8.50 %,Great Lakes Brewing Co. .,American Amber / Red Ale,Great Lakes Barrel Aged Nosferatu,2398
7.80 %,Intuition Ale Works,American Amber / Red Ale,Barrel Aged Riverside Red,2399
5.50 %,Tooborac Hotel & Brewery,American Amber / Red Ale,Woodcutter 's Amber Ale,2400
5.50 %,Outpost Natural Foods,American Amber / Red Ale,Mr. Grain Jeans Organic Amber Ale,2401
8.50 %,Downpour Brewing,American Amber / Red Ale,Cookie Ale,2402
5.70 %,Schubros Brewery,American Amber / Red Ale,Rock City Amber Ale,2403
5.40 %,Marea Brewery,American Amber / Red Ale,Marea,2404
8.10 %,Prairie Fire Brewing Co. .,American Amber / Red Ale,Bush Lite,2405
5.00 %,Kona Brewing Co. .,American Amber / Red Ale,Wela Red Ale,2406
9.30 %,Ocelot Brewing Company,American Amber / Red Ale,The Gallows Imperial Red,2407
9.50 %,Bosque Brewing Co. .,American Amber / Red Ale,Cottonwood Anniversary Ale,2408
5.50 %,The Big Rip Brewing Company,American Amber / Red Ale,Pennywise Sweet Tater Ale,2409
4.90 %,Rincon Brewery,American Amber / Red Ale,Warrior Pride Red Ale,2410
5.40 %,Willimantic Brewing Co. .,American Amber / Red Ale,Willimantic Return To Sender Ale,2411
6.40 %,Hermit Thrush Brewery,American Amber / Red Ale,Garnet,2412
5.40 %,Right Brain Brewery,American Amber / Red Ale,Big Boned Belgian Style Amber Ale,2413
6.00 %,Iron Springs Pub & Brewery,American Amber / Red Ale,Anne Marie 's Amber,2414
7.60 %,Territorial Brewing Company,American Amber / Red Ale,French Toast Ale,2415
6.30 %,Ithaca Beer Company,American Amber / Red Ale,# 05256,2416
6.10 %,Yorkholo Brewing Co. .,American Amber / Red Ale,Panama Red Ale,2417
4.60 %,Bear Republic Brewing Co. .,American Amber / Red Ale,Speed Bump,2418
5.50 %,Moo-Duck Brewery,American Amber / Red Ale,409 Amber Ale,2419
7.75 %,Wichita Brewing Co. & Pizzeria West,American Amber / Red Ale,5:03 Imperial Amber,2420
-,J. Wakefield Brewing,American Amber / Red Ale,Amber Waves Amber Ale,2421
5.00 %,Flat Tail Brewing,American Amber / Red Ale,Flat Tail Amber Ale,2422
-,Figure 8 Brewing,American Amber / Red Ale,Bourbon Barrel Ro Shampo Imperial Red Ale,2423
4.90 %,M. T. Head Brewing Co. .,American Amber / Red Ale,Punter 's Special Ale,2424
13.80 %,Burley Oak Brewery,American Amber / Red Ale,Ruder Boy ( Aged In Bourbon Barrels ),2425
-,Blue Skye Brewery & Eats,American Amber / Red Ale,Fire Engine Red,2426
-,Saddle Mountain Brewing Company,American Amber / Red Ale,Taildragger _ ™ s Chasing Tail,2427
8.00 %,Zaftig Brewing Co. .,American Amber / Red Ale,Heavy Hearted Amber,2428
5.00 %,Right Brain Brewery,American Amber / Red Ale,Waltzing Matilda Rye Amber Ale,2429
5.70 %,Max 's Fanno Creek Brew Pub,American Amber / Red Ale,Dry Hopped Pacific Red,2430
6.70 %,Secret Engine Brewing,American Amber / Red Ale,Sticke Handwerker,2431
4.60 %,Fallen Brewing Company,American Amber / Red Ale,Dragonfly,2432
8.90 %,Breckenridge Brewery,American Amber / Red Ale,Mountain Series : Love Rhino ( Imperial Red Ale ),2433
5.50 %,Bandwagon Brew Pub,American Amber / Red Ale,The Honey Brunette,2434
-,Island Hoppin ' Brewery,American Amber / Red Ale,Sunrise Amber,2435
6.10 %,Rivertowne Pourhouse,American Amber / Red Ale,Redrum Red Ale,2436
5.30 %,Declaration Brewing Company,American Amber / Red Ale,Hardtack Copper,2437
6.50 %,CervecerÃa Maddok,American Amber / Red Ale,Volcano Red Ale,2438
-,Funky Buddha Brewery,American Amber / Red Ale,Do n't Fear The Reaper,2439
5.00 %,Corfu Beer,American Amber / Red Ale,Corfu Ale Special,2440
6.00 %,Duel Brewing,American Amber / Red Ale,Bad Amber,2441
5.60 %,Emmett 's Brewing Company,American Amber / Red Ale,Cask Conditioned Red Ale,2442
6.80 %,38 State Brewing Company,American Amber / Red Ale,Titan Rock Red,2443
6.80 %,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,Buck And Ball Double Amber Ale,2444
6.90 %,Denver Beer Co. .,American Amber / Red Ale,Summit Sunrise,2445
6.40 %,Yolo Brewing Company,American Amber / Red Ale,The Assemblyman,2446
9.50 %,Natty Greene 's Pub & Brewing Co. .,American Amber / Red Ale,Double Ought Buck Double Amber,2447
-,Manor Hill Brewing,American Amber / Red Ale,Imperial Amber,2448
-,Greenbush Brewing Company,American Amber / Red Ale,Butter Pecan,2449
5.50 %,Innovation Brewing,American Amber / Red Ale,Phat Chance Amber,2450
-,Greenbush Brewing Company,American Amber / Red Ale,Blue Moon,2451
4.90 %,MalmÃ ¶ Brewing Co,American Amber / Red Ale,Point Reyes Amber,2452
5.80 %,BiÃ ¨ res de RÃ ©,American Amber / Red Ale,La Blanche Amb ` RÃ ©,2453
5.50 %,SoMe Brewing Company,American Amber / Red Ale,Agamenticus Amber Ale,2454
4.60 %,MalmÃ ¶ Brewing Co,American Amber / Red Ale,Ruby Soho Red Ale,2455
6.20 %,La Brasserie Du Val De DrÃ ´ me,American Amber / Red Ale,Markus AmbrÃ © e,2456
-,Hillbilly Brewing,American Amber / Red Ale,Wisconsin Amber Ale,2457
6.90 %,Sisyphus Brewing,American Amber / Red Ale,Tri-City Beer,2458
6.60 %,House of Pendragon Brewing Company,American Amber / Red Ale,Agravain Amber,2459
8.50 %,Nano Brew Cleveland,American Amber / Red Ale,Nano Rat Imperial Red,2460
8.50 %,Lift Bridge Brewery,American Amber / Red Ale,Libertine,2461
6.00 %,Gull Dam Brewing,American Amber / Red Ale,Gull Dam Amber Ale,2462
4.50 %,Fuller Smith & Turner PLC,American Amber / Red Ale,Fullers Traitors ' Gate,2463
7.10 %,Hoppy Brewing Co. .,American Amber / Red Ale,Ruby Slipper Ale,2464
9.00 %,Acoustic Ales Brewing Experiment,American Amber / Red Ale,Surly Mosh Pit,2465
5.62 %,Waikiki Brewing Company,American Amber / Red Ale,Ala Moana Amber,2466
6.00 %,J Wells Brewery,American Amber / Red Ale,Lisa,2467
6.80 %,BrickHouse Brewery,American Amber / Red Ale,Son Of Chugga,2468
4.60 %,Deschutes Brewery,American Amber / Red Ale,Commuter Amber,2469
-,South Fork Brewing Company,American Amber / Red Ale,Nerdy Girl,2470
6.00 %,Garage Project,American Amber / Red Ale,Pan Pacific,2471
5.50 %,Black Oak Brewing Co. .,American Amber / Red Ale,Black Oak Love Fuzz,2472
4.50 %,Gillette Brewing Company,American Amber / Red Ale,Avenue Amber,2473
8.50 %,Fortitude Brewing Company,American Amber / Red Ale,Noisy Minor Admiral Ackbar Anti-Imperial Red Ale,2474
6.60 %,Second Street Brewery,American Amber / Red Ale,Railyard Red,2475
6.00 %,Locavore Beer Works,American Amber / Red Ale,Armistice Amber Ale,2476
6.25 %,CB Craft Brewers,American Amber / Red Ale,Stoneyard Ripper 's Red Ale,2477
-,Tustin Brewing Company,American Amber / Red Ale,Dog Ditch Amber,2478
4.90 %,Negev Brewery,American Amber / Red Ale,Negev Amber Ale,2479
6.00 %,Wild Ride Brewing Co. .,American Amber / Red Ale,3 Sisters American Red Ale,2480
4.70 %,Moncada Brewery Ltd,American Amber / Red Ale,Notting Hill Amber,2481
5.60 %,Trickster 's Brewing Company,American Amber / Red Ale,Inspector Stonewall 's Amber Ale,2482
-,Pigskin Brewing Company,American Amber / Red Ale,Legendary Amber,2483
-,Finback Brewery,American Amber / Red Ale,Attain In Inner Peach,2484
6.50 %,Brasserie De Brunehaut,American Amber / Red Ale,Levrette Bio,2485
8.40 %,Northbound Brewpub,American Amber / Red Ale,High Alert Double Red,2486
5.20 %,Bube 's Brewery,American Amber / Red Ale,Hopback Amber,2487
-,Bin Brewing,American Amber / Red Ale,Saskberry,2488
6.00 %,Rock & Run Brewery and Pub,American Amber / Red Ale,Amarillo Anonymous,2489
6.00 %,Mistura ClÃ ¡ ssica,American Amber / Red Ale,Mistura ClÃ ¡ ssica Amber,2490
5.00 %,The Civil Life Brewing Company,American Amber / Red Ale,5 Star Amber Ale,2491
5.50 %,Bayhawk Ales,American Amber / Red Ale,Capistrano Amber,2492
5.00 %,American Brewing Company,American Amber / Red Ale,Ed 's Red,2493
5.70 %,Scottsdale Beer Company,American Amber / Red Ale,Easy Amber Ale,2494
9.40 %,The Brewery at Abigaile,American Amber / Red Ale,Coconut Imperial Red,2495
-,Portsmouth Brewery,American Amber / Red Ale,Portsmouth Amber Dandy With Cayenne,2496
-,CP Brewery at Brews and Cues,American Amber / Red Ale,Billabong Brew,2497
4.20 %,Himmelberger Brewing Co. .,American Amber / Red Ale,North 40 Amber,2498
5.30 %,49th State Brewing Company,American Amber / Red Ale,Amber Borealis,2499
5.60 %,Twisted Manzanita Ales,American Amber / Red Ale,Rustic Horizon Red With Breakfast Tea,2500
5.40 %,Brew By Numbers,American Amber / Red Ale,16 | 02 Red Ale ( Amarillo Citra Simcoe ),2501
-,Rudder 's Seafood Restaurant & Brew Pub,American Amber / Red Ale,Rudder 's Red,2502
-,Grizzly Peak Brewing Company,American Amber / Red Ale,Grizzly Peak Junicade Red,2503
5.20 %,Echo Brewpub & Pizzeria,American Amber / Red Ale,Echo Amber ( Altbier ),2504
6.00 %,Birdland Brewing Company,American Amber / Red Ale,Red Wing,2505
4.40 %,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Shirt Tail Amber,2506
-,Birdsview Brewing Company,American Amber / Red Ale,Scraps,2507
7.50 %,Three Palms Brewing Co. .,American Amber / Red Ale,Ruby Pogo,2508
6.00 %,FireWheel Brewing Company,American Amber / Red Ale,Honey Brew-Brew,2509
5.50 %,Hopworks Urban Brewery,American Amber / Red Ale,The Spirit Of The 90 's ( 2015 Symposium Ale ),2510
8.00 %,Sick N Twisted Brewing Co. .,American Amber / Red Ale,Hopped Up Red Ale,2511
4.50 %,Junction Craft Brewing,American Amber / Red Ale,Pumukl,2512
5.90 %,Red Leg Brewing Company,American Amber / Red Ale,Howitzer Amber,2513
5.50 %,12 String Brewing Company,American Amber / Red Ale,Archtop Amber,2514
6.00 %,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Rye-Zen-Shine,2515
4.20 %,MÃ ² R Brewery,American Amber / Red Ale,MÃ ² R-ish !,2516
5.30 %,Last Best Eatery & Brewpub,American Amber / Red Ale,Caramel Latte Beer,2517
6.00 %,Boxcar Brewing Co. .,American Amber / Red Ale,California Amber,2518
-,Fly Boy Brewery & Eats,American Amber / Red Ale,Round Engine Red,2519
3.40 %,2kids Brewing Company,American Amber / Red Ale,And To All A Good Light,2520
-,Glasstown Brewing Co. .,American Amber / Red Ale,Glasstown Ale,2521
5.30 %,Gro_en Bart Brewery,American Amber / Red Ale,Anker Beard Amber,2522
5.80 %,Creekside Brewing Company,American Amber / Red Ale,Creekside Rippoff Red Ale,2523
-,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,Devil 's Gate Red Ale,2524
8.00 %,Bill 's Tavern & Brewhouse,American Amber / Red Ale,Dick 's Oatmeal IRA,2525
9.99 %,Boone Valley Brewing,American Amber / Red Ale,Barrel Aged Imperial Red Ale,2526
5.50 %,Big Woods Brewing Co. / Quaff On ! Brewing Company,American Amber / Red Ale,Java The Red,2527
6.00 %,Alvarado Street Brewery & Grill,American Amber / Red Ale,Pumpkin Pie Amber,2528
8.80 %,Scottsdale Beer Company,American Amber / Red Ale,Uncle Rico _ ™ s Red Ale,2529
5.60 %,Monks CafÃ ©,American Amber / Red Ale,Monks Cafe Orange Ale,2530
-,Blue Star Brewing Company,American Amber / Red Ale,Apache Amber,2531
4.50 %,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,Red Tick,2532
-,Hops and Grain Brewery,American Amber / Red Ale,Dispensary Red Ale,2533
5.80 %,Top Rung Brewing Company,American Amber / Red Ale,360 Red Ale,2534
5.50 %,Nine Yards Brewing,American Amber / Red Ale,Homewrecker Red,2535
-,Newport Beach Brewing Company,American Amber / Red Ale,Boneyard Red Ale,2536
-,Island Hoppin ' Brewery,American Amber / Red Ale,Driftwood,2537
6.00 %,The Cambridge House Brewpub,American Amber / Red Ale,Cambridge House Lime Rock Red,2538
7.70 %,Old Bust Head Brewing Co. .,American Amber / Red Ale,Virginia Hop Harvest - Amber IPA ( 2015 ),2539
-,Tall Paul 's Brewhouse,American Amber / Red Ale,Little Wind Red,2540
6.20 %,Steelhead Brewing Co. .,American Amber / Red Ale,Emerald Irish Ale,2541
5.00 %,Uncle Billy 's Brew & Que,American Amber / Red Ale,The Stiletto,2542
6.50 %,10 Barrel Brewing Co. .,American Amber / Red Ale,Red Faucher,2543
5.10 %,Three Notch 'd Brewing Company,American Amber / Red Ale,Unite Red Ale,2544
5.50 %,Wicked Weed Brewing,American Amber / Red Ale,Duke Of Rochester,2545
5.20 %,Emmett 's Brewing Company,American Amber / Red Ale,Centennial Amber Ale,2546
6.00 %,7 Fjell Bryggeri,American Amber / Red Ale,Walkendorff,2547
6.40 %,Dennis Beer Co. .,American Amber / Red Ale,Rocket Science Red Planet,2548
4.40 %,Lewis Beer Company,American Amber / Red Ale,Finsbury Park Amber Ale,2549
5.00 %,Playalinda Brewing Company,American Amber / Red Ale,Rocket Man Red Ale,2550
5.00 %,Sandude Brewing Co. .,American Amber / Red Ale,Shades Of Amber,2551
5.70 %,Discretion Brewing,American Amber / Red Ale,Glorioski Amber,2552
4.80 %,Railroad Seafood Station Brewing Company,American Amber / Red Ale,Texas Red,2553
7.00 %,O'so Brewing Company & Tap House,American Amber / Red Ale,CafÃ © AmbrÃ ©,2554
-,FÃ ¡ brica Maravillas,American Amber / Red Ale,IRRA,2555
-,Middleton Brewing,American Amber / Red Ale,Ca n't Catch Me !,2556
5.00 %,Devils Peak Brewing Company,American Amber / Red Ale,Woodhead Amber Ale,2557
5.40 %,Bainbridge Island Brewing Company,American Amber / Red Ale,Arrow Point Amber,2558
5.70 %,BrewLAB,American Amber / Red Ale,Red Roots,2559
5.40 %,Station 26 Brewing Co. .,American Amber / Red Ale,American Copper,2560
6.20 %,Earth Eagle Brewings,American Amber / Red Ale,Cap'n Beef Hearts,2561
6.00 %,Reaver Beach Brewing Company,American Amber / Red Ale,Icarus Farmhouse Red,2562
6.20 %,Trouble Brewing,American Amber / Red Ale,Agent Provocateur,2563
4.10 %,Cerveceria Berber S.A. de C.V.,American Amber / Red Ale,Ambar,2564
5.20 %,Rustic Road Brewing Company,American Amber / Red Ale,Accommodation Amber,2565
5.20 %,Cassel Brewery Co. .,American Amber / Red Ale,Lil ' Red Steamer,2566
5.10 %,Original Gravity Brewing Company,American Amber / Red Ale,Cone-Azalia Red Ale,2567
6.00 %,LyonSmith Brewing Company,American Amber / Red Ale,Rhiannon Irish Red,2568
5.00 %,Progress Brewing,American Amber / Red Ale,Wolverine,2569
4.90 %,Microbrasserie La Captive,American Amber / Red Ale,La `` Pyro `` mane,2570
7.40 %,Medusa Brewing Company,American Amber / Red Ale,Island Of Misfit Hops # 1,2571
4.00 %,Red Rock Brewing Company,American Amber / Red Ale,Red Rock Opie Red Ale,2572
7.00 %,The Beer Company,American Amber / Red Ale,Wyatt Earp,2573
6.00 %,Laht Neppur Brewing Company,American Amber / Red Ale,Golden Ale,2574
6.20 %,Old Soul Brewing,American Amber / Red Ale,Mulligan,2575
5.00 %,Brasserie De La Cote De Jade,American Amber / Red Ale,Brigantine Ambree,2576
7.30 %,Our Brewing Co. .,American Amber / Red Ale,Daybreak,2577
4.20 %,Hilden Brewing Company / Taproom,American Amber / Red Ale,Headless Dog,2578
5.00 %,Alpine Dog Brewing Company,American Amber / Red Ale,Hogback Amber Ale,2579
5.50 %,Tioga-Sequoia Brewing Company,American Amber / Red Ale,Firefall Red,2580
-,Berkshire Brewing Company Inc. .,American Amber / Red Ale,Avery Point Amber,2581
-,Oskar Blues Grill & Brew,American Amber / Red Ale,Rock Candy Red,2582
6.50 %,Backshore Brewing Company,American Amber / Red Ale,Amberjack,2583
5.20 %,Goat Ridge Brewing Co. .,American Amber / Red Ale,New London Amber,2584
-,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,Mic Sager 's Agnew Amber,2585
-,Ladyface Ale Companie,American Amber / Red Ale,Chip Off The Old Block,2586
5.20 %,BNS Brewing & Distilling Co. .,American Amber / Red Ale,The Hills Have Eyes,2587
6.60 %,Ass Clown Brewing,American Amber / Red Ale,Honey Oat Amber,2588
5.50 %,Brew By Numbers,American Amber / Red Ale,16 | 03 Red Ale ( Mosaic & Chinook ),2589
5.40 %,Broken Bottle Brewery,American Amber / Red Ale,AFD Red,2590
6.70 %,Ass Clown Brewing,American Amber / Red Ale,Hopped Up Amber,2591
-,New Holland Brewing Company,American Amber / Red Ale,New Holland Adam 's Apple,2592
4.60 %,Mike Hess Brewing - Miramar,American Amber / Red Ale,Unite Red Ale,2593
4.50 %,Beaver Brewing Company,American Amber / Red Ale,All About Amber,2594
6.50 %,RÃ ¶ k House Brewing Company,American Amber / Red Ale,Eric The Red Ale,2595
