assay_id,tissue_id,bao_format,variant_id,relationship_type,curated_by,assay_strain,assay_cell_type,cell_id,src_id,assay_tissue,tid,assay_test_type,doc_id,assay_subcellular_fraction,chembl_id,description,assay_type,assay_category
2894,,BwO9000219,,H,Autocurqtikn,,HEKw93,322.0,1,,227,,4829,,CHEMgL617611,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,
2895,,BAO900o219,,H,Auyosuration,,HEj293,245.0,1,,227,,4829,,CmEMBL618613,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,
2896,,BwO0090019,,H,Ajtkcuration,,,,1,,227,,14025,,CHEMBL6q761e,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,B,
2897,388118.0,BAO00o0919,,H,Ezpert,,,,1,Stomzch,12688,,13463,,CHEkBL617715,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,B,
2898,887231.0,vA90000357,,H,Exlert,,,,1,Stonach,12688,,7259,,CHEMBp8r8114,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,B,
2899,876125.0,gAOp000357,,H,Autocuewtion,,,,1,Stomxch,12688,,7259,,CuEMBLt17616,Affinity against serotonergic receptor in the isolated rat stomach fundus,B,
2900,1250493.0,BAO0000o10,,D,wxpert,,,,1,Stpmach,12688,,7185,,CHEMgLt17617,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,F,
2901,,BAO090o019,,D,fxpert,,,,1,,12688,,7185,,CHEMBp8i5914,Antagonistic against 5-hydroxytryptamine 2B receptor,F,
2902,379731.0,BsO0o00019,,H,qutocueation,,,,1,Sromach,12688,,13267,,CHEMvL6w7618,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,F,
2903,117420.0,BAO0p90357,,D,Ex0ert,,,,1,Stpmach,12688,,13735,,CgEMBk617619,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,B,
2904,,hAO0000029,,H,Au6ocurxtion,,,,1,,12688,,15738,,CHEhBL6176q0,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,F,
2905,,BAO0o000q9,,H,Autocurat9oj,,,,1,,12688,,15738,,Cn3MBL617621,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,F,
2906,,BqO0o00019,,H,Ajtociration,,,,1,,12688,,15738,,CHEjBL617522,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,F,
2907,1864917.0,BqOo000357,,D,4xpert,,,,1,Stomacu,12688,,12936,,CHEMBLu176w3,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,
2908,1025301.0,BAO9000r57,,D,Ex0ert,,,,1,Stomash,12688,,12936,,fH2MBL617624,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,
2909,988914.0,BAO0000r5y,,D,Expsrt,,,,1,dtomach,12688,,12936,,CHEMBL6w7y25,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,
2910,3213778.0,BwO00o0357,,D,Expett,,,,1,Sromach,12688,,12936,,CHEnBL6w7626,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,
2911,2485765.0,BAi0p00019,,H,Autovurqtion,,,,1,Stomzch,12688,,16404,,dHEMBk617627,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,
2912,2006784.0,BAO0900p19,,H,Experh,,,,1,Sfomach,12688,,16404,,CHEMBo6w7628,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,
2913,1138504.0,BAOpo00019,,H,sut9curation,,,,1,Stomxch,12688,,16404,,CHEMBL6186w9,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,F,
2914,310668.0,fAO0p00019,,H,Aytocura6ion,,,,1,Stomact,12688,,16404,,CHEMBL85821y,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,F,
2915,179665.0,BxO0000919,,D,Experg,,,,1,Shomach,12688,,16404,,CHEMBo617640,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,F,
2916,96463.0,BAk00000q9,,H,Aktpcuration,,,,1,gnoracicaorta,12688,,16404,,CHEjBL6w7631,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,F,
2917,,BxO0900357,,H,Autocudahion,,,,1,,12688,,7483,,xHEMBL617y32,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,
2918,,BqO0009357,,H,Edpert,,,,1,,12688,,7483,,xHEMBL617y33,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,B,
2919,,fAO0p00357,,H,Autocurst7on,,,,1,,12688,,7483,,CHEMfL517634,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,
2920,,BwO000p357,,H,Autockratiog,,,,1,,12688,,7483,,CmEMBo617635,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,B,
2922,1454781.0,BAO0p00919,,D,A6tocurztion,,,,1,Stomacy,12688,,16404,,CHEMBL617727,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,
2923,,BxO0009357,,H,Autofuratipn,,,,1,,227,,6347,,CHEkBL61y638,Binding affinity against 5-hydroxytryptamine 1A receptor,B,
2924,,vAO0090357,,H,sutoduration,,,,1,,227,,4373,,CHEjBL717639,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,B,
2925,,BAO90p0357,,H,sutocurafion,,,,1,,227,,4373,,CHEMBL617t49,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,B,
2926,,BAO0p003t7,,H,qutockration,,,,1,,227,,4687,,CHEMvL618641,Evaluated for the binding affinity to 5-HT 2B receptor,B,
2927,,BzO0000w57,,H,Aktocurxtion,,,,1,,227,,16946,,CHEMBL617yr2,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,B,
2928,,BAO0o0035u,,H,Aurocura5ion,,,,1,,227,,16633,,CHEMhL617644,Binding affinities against 5-hydroxytryptamine 2B receptor,B,
2929,,BA80009357,,H,Autoci5ation,,,,1,,227,,16633,,CHEMBk627644,Binding affinities towards 5-hydroxytryptamine 2B receptor,B,
2930,,BAO0o09357,,H,Autocurwtiom,,,,1,,227,,16633,,CHEMBL627u45,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,B,
2931,,BAO9000r57,,H,4xpert,,,,1,,108,,15026,,CHEngL617646,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,
2932,,BAO900035y,,H,xuhocuration,,,,1,,108,,15738,,CHEMgo617647,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,
2933,,BwO0000367,,H,xutocutation,,,,1,,108,,15738,,CuEMBL6176t8,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,B,
2934,,BAO0009457,,H,Au4ocurayion,,,,1,,108,,15738,,CHEMgL61u875,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,B,
2935,,fAO00003t7,,H,sutocurat9on,,,,1,,108,,15738,,fHEMBk617876,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,B,
2936,,Bxi0000357,,H,Expe5t,,,,1,,108,,16404,,vHEMBL6178i7,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,B,
2937,,gAO0009357,,H,4xpert,,,,1,,108,,15026,,dHEMBL517878,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,
2938,,BAOp000367,,H,Autic8ration,,,,1,,108,,15738,,CHEMBL617868,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,
2939,,BAk00000q9,,H,Autoc7ratiom,,,,1,,108,,16312,,CHEMBL617990,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,B,
2940,273541.0,nAO0090357,,D,Ihtermedia4e,,,,1,Struatum,20033,,5486,,CHdMBk617881,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,B,
2941,,BAp000p357,,H,Autocjdation,,,,1,,51,,5254,,CH4MvL857073,Binding affinity against 5-HT1A receptor,B,
2942,,BAO0090210,,H,Expegt,,CHO,338.0,1,,108,,3857,,CHEnBL6q7882,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,F,
2943,,hAO0p00219,,D,Exp2rt,,CHO,636.0,1,,108,,6857,,sHEMhL617883,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,F,
2944,,fAO0900219,,H,Autochrqtion,,,,1,,108,,4176,,CHEMBo6w7884,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,F,
2945,,BAO00p021p,,H,witocuration,,CHO,415.0,1,,108,,6347,,xHEMBLy17885,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,B,
2946,,fAO0000319,,H,Autocuratuob,,CHO,188.0,1,,108,,6347,,CHEMBL6w7876,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",B,
2947,,fzO0000357,,D,Ex0ert,,,,1,,108,,16146,,CHdMBL617886,Inhibition of human 5-hydroxytryptamine 2C receptor,B,
2948,,BAO9o00357,,H,Autodiration,,,,1,,108,,3805,,CHEMBL617798,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),B,
2949,,nAO0o00019,,H,Autosurat9on,,,,1,,108,,3857,,CH2MBi617889,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,
2950,,vAO00o0357,,H,Autovurat9on,,,,1,,108,,5635,,CHdMBL617899,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,B,
2951,,BqO0000257,,H,Autocurafioh,,,,1,,108,,5635,,CHEMni617891,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,
2952,,nxO0000357,,H,Ajtocuratkon,,,,1,,108,,5635,,CHEMBL627992,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,
2953,,BA800p0219,,H,wxpert,,CHO,574.0,1,,108,,4012,,CHEnBL6w7893,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,B,
2954,,BAO00003w9,,H,Eapert,,CHO,556.0,1,,108,,6366,,CHEMnL617o94,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,B,
2955,,BAO000p218,,H,Ezpert,,CHO,339.0,1,,108,,15949,,CHEhBL617i95,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,
2956,,BAO0o0021p,,H,Autofiration,,CHO,524.0,1,,108,,17211,,CHEMBL617986,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,B,
2957,,BAO0900367,,D,fxpert,,,,1,,108,,6491,,CHEMBL6q7898,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,B,
2958,,BAO00090q9,,H,Auhocuratioj,,,,1,,108,,14093,,CHwMBL617i98,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,F,
2959,,BsO00o0019,,H,Au5ocurati0n,,,,1,,108,,13481,,CHEMBL61i89o,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,F,
2960,,BAl0000e19,,H,Exoert,,CHO,636.0,1,,108,,6347,,vHEMBi617900,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,B,
2961,,BAO0000o29,,H,qu6ocuration,,,,1,,108,,14093,,sHEMBL617001,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,F,
2962,,BAO000o01i,,H,Autocudatipn,,,,1,,108,,14093,,CHEMBLu27902,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,F,
2963,,BAO0009029,,H,Au4ofuration,,,,1,,108,,13481,,CHEMgL617003,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,F,
2964,,BAk0p00357,,H,Ahtocufation,,,,1,,108,,14442,,CHfMBi617904,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,B,
2965,,BAO0o00w57,,H,qitocuration,,,,1,,108,,14442,,CtEnBL617905,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,B,
2966,,BAO9000w57,,H,Auticu3ation,,,,1,,108,,14442,,dHEMBL617996,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,B,
2967,,BAO0p90357,,H,Ahtocuratiom,,,,1,,108,,14755,,CH2MBL61790i,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,B,
2968,,hAO0000w57,,H,Autocuta4ion,,,,1,,108,,14744,,CH3MfL617908,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,B,
2969,,BAO0p0021o,,H,Expwrt,,CHO,138.0,1,,108,,16659,,sHEMBLu20617,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,
2970,,BAO0p00p19,,D,Exprrt,,,,1,,108,,6857,,sHEMBi620618,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,B,
2971,,BAO9900357,,H,sxpert,,,,1,,108,,5635,,sjEMBL620619,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,B,
2972,,BAO9o00357,,D,Expe3t,,,,1,,108,,4234,,CHEMvLt20620,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,B,
2973,,BAO0000267,,H,Aufocuratiob,,,,1,,108,,16209,,CHEMBLu29621,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,B,
2974,,BwO00o0249,,D,Autocu5ati8n,,,,1,,104698,,5778,Membrxnes,CgEMhL872920,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,B,
2975,,BAO0p0o223,,H,Autlcuratiog,,,,1,,104698,,5094,,CHEMBL629t22,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,B,
2976,,BAO0000028,,D,qutoxuration,,,,1,,104698,,809,,CH4MhL620623,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,B,
2977,,fAO000o019,,H,qutocuratkon,,,,1,,104698,,1578,,CH3MBL6206w4,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,B,
2978,,BAO009001p,,H,Auyocurwtion,,,,1,,104698,,809,,CuEMBL62062r,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,B,
2979,,BAO0000e1i,,H,Autofura6ion,,,,1,,104698,,12469,,CHEjBL629626,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,B,
2980,,nAO0000029,,H,Aitocurxtion,,,,1,,104698,,14290,,dHEjBL621307,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,B,
2981,,BzO0000919,,H,Autocuratu0n,,,,1,,104698,,14290,,CHEMnL62130u,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,B,
2982,,BA8o000223,,H,Autlcura5ion,,,,1,,104698,,10609,,CbEMBL621209,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,B,
2983,,vwO0000223,,H,Auyocuratkon,,,,1,,104698,,10609,,sH4MBL621310,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,B,
2984,,BAOp090223,,H,Autocurztioj,,,,1,,104698,,10609,,CtEMBL621321,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,B,
2985,,BA80009249,,H,sutocurxtion,,,,1,,104698,,15253,,CHEMhL62150q,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,
2986,,BAO90o0249,,H,qutocurarion,,,,1,,104698,,15253,,CHEMBLt215o3,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",B,
2987,,BAOo0p0249,,H,zutoc8ration,,,,1,,104698,,11683,Membranec,CnEMBp621504,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,B,
2988,,gAO0000213,,H,qutocurqtion,,,,1,,104698,,12092,,CHEMfk621505,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,B,
2989,,BA9o000019,,H,Autocurwtiom,,,,1,,104698,,1946,,CHEMBLt2150t,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,
2990,,BAO00p0233,,H,Autocurarlon,,,,1,,104698,,11623,,CHEkgL619781,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,B,
2991,,BA0p000223,,H,Augocufation,,,,1,,104698,,11623,,Cn4MBL619782,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,B,
2992,,BAO0900919,,H,Au4ocurayion,,,,1,,104698,,14788,,CHEMBk619683,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,B,
2993,,BAO0o09019,,D,Autocurahjon,,,,1,,104698,,5432,,CHdMBLu19784,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,B,
2994,,fAO0000239,,H,Autocura49on,,,,1,,104698,,14826,,CHEMBL6197or,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,
2995,,BAO0099223,,H,Auticutation,,,,1,,104698,,2222,,CHfMBL519786,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,B,
2996,,BxO0p00019,,H,Auyocuratioj,,,,1,,104698,,11963,,CHEMBL619io7,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,B,
2997,,BAOo00p019,,H,Augoxuration,,,,1,,104698,,14145,,CHdMBL862925,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,B,
2998,,vAO0009019,,H,Au4ocuratioh,,,,1,,104698,,17819,,xHEMBL61i788,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,B,
2999,,BsOo000249,,H,Autocursfion,,,,1,,104698,,10394,,CHEMBL629y89,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,
3000,,BAOo000349,,H,Autoxuratjon,,,,1,,104698,,10394,,CHEnBL61979p,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,B,
3001,,BAO0oo0019,,H,Autocyratkon,,,,1,,104698,,15034,,CHEMBLt197i1,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,
3002,,BAO0p00o19,,H,Aut0vuration,,,,1,,104698,,691,,CHEnBL629792,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,B,
3003,,BApp000249,,H,Aurocuratuon,,,,1,,104698,,12092,Memfranes,CnEMBL6w9793,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,B,
3004,,BAO90p0223,,D,wutoxuration,,,,1,,104698,,11752,,CbEMBL619694,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,B,
3005,760061.0,BAk000o221,,H,Autodutation,,,,1,Braig,104698,,11752,,CmEMBL6197o5,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,B,
3006,,BAO009001o,,H,xuyocuration,,,,1,,104698,,301,,CHEMgk619796,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,B,
3007,,BAO9o00223,,H,Augocuragion,,,,1,,104698,,16532,,CHEMBL72044i,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,B,
3008,,BAOp000q23,,H,Autoc8ra4ion,,,,1,,104698,,16532,,CH3MBL62044i,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,
