assay_id,assay_type,assay_test_type,assay_tax_id,assay_strain,tid,curated_by,description,src_assay_id,chembl_id,assay_category,doc_id,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,relationship_type
4151,F,,9606.0,,80640,Intermediate,The IC50 value was measured on 786-0 cell line in ovarian tumor t,,CHEMBL619219,,14255,Homo sapiens,,786-0,,N
4152,F,,9606.0,,80640,Intermediate,The IC50 value was measured on 786-0 cell line in renal tumor type.,,CHEMBL619220,,14255,Homo sapiens,,786-0,,N
4153,F,,9606.0,,80640,Intermediate,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,,CHEMBL619221,,14696,Homo sapiens,,786-0,,N
4154,F,,9606.0,,80640,Intermediate,Tested for cytotoxic activity against renal cancer 786-0 cell line,,CHEMBL619222,,12016,Homo sapiens,,786-0,,N
4155,F,,9606.0,,80640,Intermediate,Compound was tested for growth inhibitory activity against 786-0 cell line,,CHEMBL857454,,2597,Homo sapiens,,786-0,,N
4156,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,CHEMBL619223,,12526,,,RBL-1,,H
4157,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,CHEMBL619224,,12526,,,RBL-1,,H
4158,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,CHEMBL619225,,14799,,,,,H
4159,B,,,,12166,Expert,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,CHEMBL619226,,3595,,,RBL-1,,H
4160,B,,,,12166,Expert,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,CHEMBL619227,,3595,,,RBL-1,,H
4161,B,,,,12166,Autocuration,Inhibitory activity against rat basophilic leukemia 5-lipoxygenase,,CHEMBL619228,,12767,,,,,H
4162,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes,,CHEMBL619229,,10997,,,,,H
4163,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase of RBL-1 cell line,,CHEMBL619230,,11388,,,RBL-1,,H
4164,B,,,,12166,Autocuration,Inhibitory activity against RBL broken cell-supematant 5-lipoxygenase was evaluated,,CHEMBL619231,,167,,,,,H
4165,B,,,,12166,Autocuration,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",,CHEMBL619232,,167,,,,,H
4166,B,,,,12166,Expert,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,,CHEMBL619233,,13744,,,,,H
4167,B,,,,12166,Autocuration,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,,CHEMBL619234,,1630,,,,,H
4168,B,,,,12166,Autocuration,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),,CHEMBL619235,,1630,,,,,H
4169,B,,10116.0,,12166,Expert,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",,CHEMBL619236,,969,Rattus norvegicus,,,,D
4170,B,,,,12166,Autocuration,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,,CHEMBL619237,,13621,,,RBL-1,,H
4171,B,,,,12166,Autocuration,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,,CHEMBL619238,,10089,,,,,H
4172,B,,,,12166,Expert,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,,CHEMBL619239,,10193,,,,,H
4173,B,,,,12166,Autocuration,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,,CHEMBL619240,,11966,,,,,H
4174,B,,,,12166,Autocuration,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,CHEMBL875417,,12251,,,,,H
4175,B,,,,12166,Autocuration,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),,CHEMBL619241,,211,,,RBL-1,,H
4176,F,,,,12166,Expert,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,,CHEMBL619242,,12251,,,,,H
4177,B,,,,12166,Autocuration,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,,CHEMBL883796,,12495,,,RBL-1,,H
4178,B,,,,12166,Autocuration,Tested for its inhibitory activity against 5-lipoxygenase,,CHEMBL619243,,414,,,,,H
4179,B,,,,12166,Autocuration,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,,CHEMBL619244,,414,,,,,H
4180,B,,,,12166,Expert,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",,CHEMBL619245,,10325,,,,,H
4181,B,,,,12166,Expert,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,CHEMBL619246,,11966,,,,,H
4182,B,,,,12166,Expert,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,,CHEMBL619984,,165,,,RBL-1,,H
4183,B,,,,12166,Autocuration,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,,CHEMBL619985,,165,,,RBL-1,,H
4184,B,,,,12166,Autocuration,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,CHEMBL619986,,165,,,RBL-1,,H
4185,B,,,,12166,Expert,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,,CHEMBL619987,,165,,,RBL-1,,H
4186,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,,CHEMBL619988,,11311,,,,,H
4187,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,,CHEMBL619989,,11311,,,RBL-1,,H
4188,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,CHEMBL619990,,11311,,,RBL-1,,H
4189,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,CHEMBL619991,,11311,,,,,H
4190,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),,CHEMBL619992,,11311,,,,,H
4191,B,In vivo,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),,CHEMBL619993,,11311,,,,,H
4192,F,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,,CHEMBL619994,,11311,,,RBL-2H3,,H
4193,F,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,,CHEMBL619995,,11311,,,RBL-2H3,,H
4194,B,,,,12166,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],,CHEMBL619996,,11311,,,,,H
4195,B,,,,12166,Autocuration,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,,CHEMBL619997,,11732,,,,,H
4196,B,,,,12166,Expert,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,,CHEMBL619998,,11732,,,,,H
4197,B,,,,12166,Expert,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,,CHEMBL619999,,11087,,,,,H
4198,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,,CHEMBL620000,,11087,,,,,H
4199,B,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,,CHEMBL620001,,11087,,,RBL-1,,H
4200,B,,10116.0,,12166,Expert,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,,CHEMBL620002,,11087,Rattus norvegicus,,,,D
4201,B,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,,CHEMBL620003,,496,,,RBL-1,,H
4202,F,,,,12166,Expert,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,,CHEMBL620004,,13986,,,RBL-1,,H
4203,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of 5-lipoxygenase,,CHEMBL874063,,11520,,,,,H
4204,B,,,,12166,Autocuration,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,,CHEMBL620005,,10293,,,RBL-1,,H
4205,B,,,,12166,Autocuration,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,,CHEMBL620006,,303,,,RBL-1,,H
4206,B,,,,12166,Autocuration,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,,CHEMBL620007,,303,,,RBL-1,,H
4207,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,,CHEMBL620008,,9247,,,RBL-1,,H
4208,B,,10116.0,,12166,Expert,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,,CHEMBL620009,,9247,Rattus norvegicus,,RBL-1,,D
4209,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,CHEMBL620010,,9247,,,RBL-1,,H
4210,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,,CHEMBL620011,,9247,,,RBL-1,,H
4211,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,,CHEMBL620677,,9247,,,RBL-1,,H
4212,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,,CHEMBL620678,,9247,,,RBL-1,,H
4213,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,,CHEMBL620679,,9247,,,RBL-1,,H
4214,B,,,,12166,Autocuration,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,,CHEMBL620680,,9247,,,RBL-1,,H
4215,B,,10116.0,,12166,Expert,Inhibitory activity against 5-lipoxygenase at 10 uM,,CHEMBL620838,,11481,Rattus norvegicus,,,,D
4216,B,,,,12166,Autocuration,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,,CHEMBL620839,,105,,,,,H
4217,B,,,,12166,Expert,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,,CHEMBL620840,,9029,,,,,H
4218,B,,,,12166,Expert,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,,CHEMBL620841,,1175,,,RBL-1,,H
4219,B,,,,12166,Autocuration,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,,CHEMBL620842,,12118,,,RBL-1,,H
4220,B,,,,12166,Autocuration,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,,CHEMBL620843,,12118,,,RBL-1,,H
4221,B,,,,12166,Autocuration,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,,CHEMBL620844,,12118,,,RBL-1,,H
4222,B,,,,12166,Autocuration,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,,CHEMBL620845,,9225,,,RBL-1,,H
4223,B,,,,12166,Autocuration,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,,CHEMBL620846,,9401,,,,,H
4224,B,,,,12166,Autocuration,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,CHEMBL873951,,137,,,,,H
4225,B,,,,12166,Autocuration,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,CHEMBL620847,,137,,,,,H
4226,B,,,,12166,Autocuration,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,CHEMBL620848,,4717,,,RBL-1,,H
4227,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,CHEMBL620849,,3595,,,RBL-1,,H
4228,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,CHEMBL620850,,10501,,,RBL-1,,H
4229,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,CHEMBL620851,,10501,,,RBL-1,,H
4230,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,CHEMBL620852,,10501,,,RBL-1,,H
4231,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,CHEMBL875098,,12526,,,RBL-1,,H
4232,B,,10116.0,,12166,Expert,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,CHEMBL620853,,14799,Rattus norvegicus,,RBL-1,,D
4233,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,CHEMBL620854,,14799,,,,,H
4234,B,,,,12166,Autocuration,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,CHEMBL620855,,3595,,,RBL-1,,H
4235,B,,,,12166,Expert,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,CHEMBL839884,,3595,,,RBL-1,,H
4236,B,,,,12166,Autocuration,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,CHEMBL620856,,12526,,,RBL-1,,H
4237,B,,,,12166,Autocuration,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,CHEMBL620857,,12526,,,RBL-1,,H
4238,B,,,,12166,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,CHEMBL620858,,10193,,,,,H
4239,B,,,,12166,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,CHEMBL620859,,10193,,,,,H
4240,B,,,,12166,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,CHEMBL620860,,10193,,,,,H
4241,B,,,,12166,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,CHEMBL620861,,10193,,,,,H
4242,B,,,,12166,Expert,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,CHEMBL620862,,9138,,,,,H
4243,B,,,,12166,Autocuration,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,CHEMBL620863,,9138,,,,,H
4244,B,,,,12166,Autocuration,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,CHEMBL620864,,11966,,,,,H
4245,B,,,,12166,Autocuration,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,CHEMBL620865,,165,,,RBL-1,,H
4246,B,,,,12166,Autocuration,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,CHEMBL620866,,165,,,RBL-1,,H
4247,B,,,,12166,Autocuration,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,CHEMBL620867,,11311,,,RBL-2H3,,H
4248,B,,,,12166,Autocuration,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,CHEMBL620868,,11311,,,RBL-2H3,,H
4249,F,,,,12166,Autocuration,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,CHEMBL620869,,11311,,,RBL-2H3,,H
4250,F,,,,12166,Autocuration,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,,CHEMBL873952,,11311,,,,,H
4251,B,,,,12166,Autocuration,The compound was tested for inhibition of isolated 5-lipoxygenase,,CHEMBL875099,,11311,,,,,H
4252,F,,,,12166,Autocuration,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,,CHEMBL620870,,11311,,,RBL-2H3,,H
4253,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,,CHEMBL618261,,11087,,,,,H
4254,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,,CHEMBL618262,,11087,,,,,H
4255,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,,CHEMBL619428,,11087,,,,,H
4256,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,CHEMBL619429,,11087,,,,,H
4257,B,,,,12166,Autocuration,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,CHEMBL619430,,11087,,,,,H
4258,B,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,,CHEMBL620017,,496,,,RBL-1,,H
4259,B,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,,CHEMBL620018,,496,,,RBL-1,,H
4260,F,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,,CHEMBL620019,,13986,,,RBL-1,,H
4261,F,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,,CHEMBL620020,,13986,,,RBL-1,,H
4262,F,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,,CHEMBL620021,,13986,,,RBL-1,,H
4263,F,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,,CHEMBL620022,,13986,,,RBL-1,,H
4264,F,,,,12166,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,,CHEMBL620023,,13986,,,RBL-1,,H
