assay_id,src_id,assay_test_type,assay_subcellular_fraction,cell_id,assay_type,doc_id,bao_format,curated_by,assay_strain,assay_tissue,description,assay_category,assay_organism,assay_tax_id,assay_cell_type,tid
4205,1,,,270.0,B,303,BAOo0002q9,Autocurahiom,,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,,,,RBL-1,12166
4206,1,,,327.0,B,303,BAO0000ew9,xutocuratiog,,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,,,,RBL-1,12166
4207,1,,,290.0,B,9247,BAl0000229,Autoxjration,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,,,,RBL-1,12166
4208,1,,,283.0,B,9247,fAO0p00219,rxpert,,,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,,Rattus norvegicus,10116.0,RBL-1,12166
4209,1,,,144.0,B,9247,BAOp000119,Auticugation,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,,,RBL-1,12166
4210,1,,,292.0,B,9247,nAO0900219,Autocura57on,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,,,,RBL-1,12166
4211,1,,,495.0,B,9247,hAOo000219,Aitosuration,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,,,,RBL-1,12166
4212,1,,,185.0,B,9247,BzO0000229,Autlcurqtion,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,,,,RBL-1,12166
4213,1,,,226.0,B,9247,BApp000219,wutocurztion,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,,,,RBL-1,12166
4214,1,,,187.0,B,9247,BAO0p0021p,Autoxura5ion,,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,,,,RBL-1,12166
4215,1,,,,B,11481,BwO0009357,Ezpert,,,Inhibitory activity against 5-lipoxygenase at 10 uM,,Rattus norvegicus,10116.0,,12166
4216,1,,,,B,105,BAO0p0035i,Autosuratiog,,,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,,,,,12166
4217,1,,,,B,9029,fAO0000457,Eapert,,,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,,,,,12166
4218,1,,,403.0,B,1175,BAO0000w10,Ezpert,,,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,,,,RBL-1,12166
4219,1,,,291.0,B,12118,BAOp000319,Aufocurstion,,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,,,,RBL-1,12166
4220,1,,,402.0,B,12118,BxO00002w9,Autosuratiin,,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,,,,RBL-1,12166
4221,1,,,239.0,B,12118,BAOpp00219,Aytocurayion,,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,,,,RBL-1,12166
4222,1,,,368.0,B,9225,BAOo000218,Auhocjration,,,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,,,,RBL-1,12166
4223,1,,,,B,9401,BAOo00001i,Aut0cura6ion,,,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,,,,,12166
4224,1,,,,B,137,BAk00p0357,Autocueatiln,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,12166
4225,1,,,,B,137,BAk0009357,Aufocurztion,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,12166
4226,1,,,182.0,B,4717,BAO0000318,Autoc7rztion,,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,RBL-1,12166
4227,1,,,91.0,B,3595,BzOo000219,Autockratiin,,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,RBL-1,12166
4228,1,,,394.0,B,10501,BA80000119,Autkcuratiln,,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,,,RBL-1,12166
4229,1,,,73.0,B,10501,BAO000p21o,Autocura6iog,,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,,,RBL-1,12166
4230,1,,,310.0,B,10501,BAk0000319,Aufocura4ion,,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,,,RBL-1,12166
4231,1,,,151.0,B,12526,BAO0000wq9,Aytocura5ion,,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,RBL-1,12166
4232,1,,,163.0,B,14799,BAO0009319,Exp2rt,,,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,Rattus norvegicus,10116.0,RBL-1,12166
4233,1,,,,B,14799,BAO00000qo,qufocuration,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,,,,12166
4234,1,,,545.0,B,3595,BAOp0o0219,Aktocurafion,,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,RBL-1,12166
4235,1,,,312.0,B,3595,BAO900021o,Exlert,,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,,,RBL-1,12166
4236,1,,,487.0,B,12526,BAO000921o,sutocyration,,,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,RBL-1,12166
4237,1,,,232.0,B,12526,vzO0000219,Autof7ration,,,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,RBL-1,12166
4238,1,,,,B,10193,BzO0o00019,Aktovuration,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,12166
4239,1,,,,B,10193,fAO0000029,Aktocueation,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,12166
4240,1,,,,B,10193,gAO00p0019,Autpc8ration,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,12166
4241,1,,,,B,10193,BA000000q9,wutpcuration,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,,,,12166
4242,1,,,,B,9138,BxO0000367,sxpert,,,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,,,,12166
4243,1,,,,B,9138,BAO000o35u,Aytocurat8on,,,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,,,,12166
4244,1,,,,B,11966,BAO0o0p019,Autocutati0n,,,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,12166
4245,1,,,229.0,B,165,BAO0p002q9,Aut0cyration,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,,,RBL-1,12166
4246,1,,,186.0,B,165,nAk0000219,Autovu4ation,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,,,RBL-1,12166
4247,1,,,187.0,B,11311,BqO0009219,qktocuration,,,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,,,RBL-2H3,12166
4248,1,,,210.0,B,11311,BxO00002q9,Autovuratiog,,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,RBL-2H3,12166
4249,1,,,422.0,F,11311,BA90p00219,zutpcuration,,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,RBL-2H3,12166
4250,1,,,,F,11311,BAO0900p19,Autod6ration,,,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,,,,,12166
4251,1,,,,B,11311,BAO0009347,wutocufation,,,The compound was tested for inhibition of isolated 5-lipoxygenase,,,,,12166
4252,1,,,600.0,F,11311,BAOp000q19,Autocura6ipn,,,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,,,,RBL-2H3,12166
4253,1,,,,B,11087,BAOp090019,A6rocuration,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,,,,,12166
4254,1,,,,B,11087,BA00090019,Autlcu5ation,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,,,,,12166
4255,1,,,,B,11087,BAO0o0o019,sutocurxtion,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,,,,,12166
4256,1,,,,B,11087,BAO0090010,Autocurqt9on,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,12166
4257,1,,,,B,11087,BAO09000w9,xutocura5ion,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,12166
4258,1,,,373.0,B,496,BA0p000219,Autocheation,,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,,,,RBL-1,12166
4259,1,,,526.0,B,496,BAO0p09219,Ajtocurahion,,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,,,,RBL-1,12166
4260,1,,,519.0,F,13986,BAOp000210,Aurocurayion,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,,,,RBL-1,12166
4261,1,,,575.0,F,13986,BAO0000e10,Autkcueation,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,,,,RBL-1,12166
4262,1,,,113.0,F,13986,BAO9000218,qutocuratikn,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,,,,RBL-1,12166
4263,1,,,298.0,F,13986,Bz80000219,Auhofuration,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,,,,RBL-1,12166
4264,1,,,430.0,F,13986,BAO000o319,Autodudation,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,,,,RBL-1,12166
4265,1,,,349.0,F,13986,BAp00002q9,Auyocu4ation,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,,,,RBL-1,12166
4266,1,,,370.0,F,13986,BAO000011p,Autosuratlon,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,,,,RBL-1,12166
4267,1,,,244.0,F,13986,BAp000021o,Autocuragioh,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,,,,RBL-1,12166
4268,1,,,138.0,F,13986,BAO0o09219,Autocu5atiom,,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,,,,RBL-1,12166
4269,1,,,,F,13986,BAOp000p19,Expeet,,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,,Rattus norvegicus,10116.0,,12166
4270,1,,,,B,10193,BzO0900357,Autocyrat9on,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,,,,,12166
4271,1,,,,B,9295,BAO0090w57,Autoc7rxtion,,,Compound was tested for the percent of inhibition against 5-LO at 10 uM,,,,,12166
4272,1,,,388.0,B,4717,fAO000021p,Aytoc6ration,,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,,,,RBL-1,12166
4273,1,,,314.0,B,4717,BAO0000qq9,xutocuratioj,,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,RBL-1,12166
4274,1,,,427.0,B,11854,BAO9000218,zutocufation,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,,,,RBL-1,12166
4275,1,,,371.0,B,11854,BA80p00219,Autpcu5ation,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,,,,RBL-1,12166
4276,1,,,135.0,B,11854,BAO0po0219,A6tlcuration,,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,,,,RBL-1,12166
4277,1,,,,B,10193,fAO0090019,Au4ocuratioh,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,12166
4278,1,,,244.0,B,9295,hAO0000229,Autoxuratiom,,,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,,,,RBL-1,12166
4279,1,,,308.0,B,9295,fAO00002q9,q6tocuration,,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,,,,RBL-1,12166
4280,1,,,232.0,B,9295,BAOp00o219,xutocufation,,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,,,,RBL-1,12166
4281,1,,,334.0,B,9295,BAi000o219,Au4ocutation,,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,,,,RBL-1,12166
4282,1,,,267.0,B,165,BxO00o0219,Au5ocu3ation,,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,,,,RBL-1,12166
4283,1,,,,B,11311,nAO0000218,Autocira4ion,,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,,,,,12166
4284,1,,,417.0,B,10489,BAO000p229,Experr,,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,Homo sapiens,9606.0,RBL-1,12166
4285,1,,,304.0,B,10489,BAOp0002q9,Exper5,,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,Rattus norvegicus,10116.0,RBL-1,12166
4286,1,,,128.0,B,10489,BxO00p0219,Expeet,,,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),,Rattus norvegicus,10116.0,RBL-1,12166
4287,1,,,,B,14799,BAOp0o0019,qutocuratkon,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,Rattus norvegicus,10116.0,,12166
4288,1,,,,B,9295,nAO00o0357,A7tpcuration,,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),,Glycine max,3847.0,,12054
4289,1,,,,B,16811,BqO0009019,A8tocuratuon,,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",,,,,22226
4290,1,,,,B,168,BAO00p035i,Experr,,,In vitro inhibition of 5-Lipoxygenase; Inactive.,,,,,55
4291,1,,,,B,6309,BAO00002t7,qutocuratiog,,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,,,,,55
4292,1,,,,B,6309,BAO9009357,Autovura5ion,,,Inhibitory concentration against 5-lipoxygenase; No inhibition,,,,,55
4293,1,,,245.0,B,3092,BAO0009319,Ahgocuration,,,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,,,,RBL-1,55
4294,1,,,,B,168,BAO00o0358,Expery,,,Inhibitory activity against 5-lipoxygenase.,,,,,55
4295,1,,,,B,168,hAk0000357,Autocurati0b,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,,,,,55
4296,1,,,,B,168,BsO0000457,wutocugation,,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,,,,,55
4297,1,,,,B,168,hAO00p0357,xutoc7ration,,,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,,,,,55
4298,1,,,,F,12338,BAk0000919,Eapert,,,Inhibitory concentration against arachidonic acid 5-lipoxygenation,,,,,55
4299,1,,,,B,4501,BAO00p9357,zutociration,,,Tested for the inhibitory activity against 5-lipoxygenase,,,,,55
4300,1,,,,B,1132,gAO00003r7,xutocurahion,,,Compound was tested for its inhibitory activity against 5-lipoxygenase,,,,,55
4301,1,,,,B,2117,BAOp009357,Ajtocura5ion,,,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,,,,,55
4302,1,,,,B,168,BAO00pp357,zurocuration,,,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,,,,,55
4303,1,,,,B,168,BAlp000357,Autocuratikh,,,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,,,,,55
4304,1,,,359.0,B,13575,nAO00002q9,A8tocu3ation,,,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,,,,RBL-1,12166
4305,1,,,,B,11089,hAO000035i,Augocuratiom,,,,,,,,12166
4306,1,,,,B,216,Bs00000357,Autodurarion,,,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),,,,,10102
4307,1,,,,B,13165,fwO0000019,Autockratoon,,,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,,,,,10102
4308,1,,,,B,3278,BAO0009356,Auticurafion,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,,,,,10102
4309,1,,,,B,3278,BAO0900e57,Expsrt,,,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,,,,,10102
4310,1,,,,B,11966,BA00000w57,xutocurxtion,,,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,,,,,10102
4311,1,,,,B,175,BAO00o035i,Aktocutation,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",,,,,10102
4312,1,,,,B,175,hAOo000357,Ajticuration,,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",,,,,10102
4313,1,,,,B,13449,BAk0000257,Autlcuratkon,,,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,,,,,10102
4314,1,,,,B,12014,BqO0000919,A7tocurayion,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,,,,,11238
4315,1,,,,B,12014,BqOo000019,Auticueation,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),,,,,11238
4316,1,,,,B,12014,BAO00po019,Autocudahion,,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),,,,,11238
4317,1,,,,B,99,nAO0000320,Iny2rmediate,,,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,,,,,100284
4318,1,,,,F,4349,BqO0000p19,xutoc6ration,,,The dark toxicity against 543 human galactophore carcinoma cells,,Homo sapiens,9606.0,,22226
4319,1,,,314.0,F,4071,BA000p0219,Exp2rt,,,Tested in vitro for cytotoxicity against 56 human tumor cell lines,,Homo sapiens,9606.0,Panel (56 tumour cell lines),80623
4320,1,,,423.0,F,17589,gAO000o219,rxpert,,,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,,Homo sapiens,9606.0,5637,80008
4321,1,,,438.0,F,15002,hAO000021o,In6erm4diate,,,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,,Homo sapiens,9606.0,5637,80008
4322,1,,,314.0,F,13958,BAO900o219,Ibtermsdiate,,,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",,Homo sapiens,9606.0,5637,80008
4323,1,,,272.0,F,17589,hAO0009219,Exoert,,,Growth inhibition against human 5637 cell lines,,Homo sapiens,9606.0,5637,80008
4324,1,,,348.0,F,16748,BAO000921o,Expett,,,Antitumor activity against human bladder carcinoma 5637 cells.,,Homo sapiens,9606.0,5637,80008
4325,1,,,317.0,F,16747,BwO00p0219,Intermedizts,,,Antitumor activity against human bladder carcinoma 5637 cells,,Homo sapiens,9606.0,5637,80008
