Fiscal year,Desertification (marker),Project number,Untied amount(Project-level budget),Indigenous issues (marker),Sector ID,ICT as a tool for development (marker),Fund centre ID,Children issues (marker),Programming process (new),Knowledge for development (marker),Division name,Maximum CIDA contribution (project-level),CountryRegion percent,Status,Branch ID,Trade development (marker),Continent name,Organisation class,CountryRegion ID,PBA type,Regional program (marker),Biodiversity (marker),Continent ID,CountryRegion name,Branch name,Division ID,Section ID,Section name,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,A033932001,1200000.0,1,15152,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.05,Closed,B6100,0,Europe,Civil Society,X4,Not PBA,0,0,5,Europe MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033932001,1200000.0,1,15160,0,6219,0,Uncoded: Pre-APP,0,KGD Sustainable Economic Growth Partner.,1200000.0,0.05,Closed,B6100,0,Europe,Civil Society,X4,Not PBA,0,0,5,Europe MC,KFM Partnership for Develop. Innovation,D6214,S6219,Public Institutions & Elections,Public Institutions & Elections,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033933001,0.0,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,614253.25,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033933001,0.0,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,614253.25,1.0,Closed,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033933001,0.0,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,614253.25,1.0,Closed,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033933001,0.0,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,614253.25,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033940001,415740.34,0,15110,0,4216,0,Uncoded: Pre-APP,0,WWD West & Central Africa,415740.34,1.0,Closed,B4200,0,Africa,Governmental,ML,Not PBA,0,0,2,Mali,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,Mali,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033940001,415740.34,0,15111,0,4216,0,Uncoded: Pre-APP,0,WWD West & Central Africa,415740.34,1.0,Closed,B4200,0,Africa,Governmental,ML,Not PBA,0,0,2,Mali,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,Mali,1.0,0.0,0,Directive,1,0,0,0
2009/2010,0,A033941001,2907389.0,0,15110,0,4284,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,2907389.0,1.0,Terminating,B4200,0,Africa,Civil Society,ZA,Not PBA,0,0,2,South Africa,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,South Africa,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033941001,2907389.0,0,15111,0,4284,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,2907389.0,1.0,Terminating,B4200,0,Africa,Civil Society,ZA,Not PBA,0,0,2,South Africa,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,South Africa,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033941001,2907389.0,0,15150,0,4284,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,2907389.0,1.0,Terminating,B4200,0,Africa,Civil Society,ZA,Not PBA,0,0,2,South Africa,WGM Sub-Saharan Africa,D4270,S4275,Southern & Eastern Africa Geographic Pro,South Africa,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033951001,9695454.26,1,11220,0,4420,1,Uncoded: Pre-APP,0,NDD Americas Programming,9695454.26,1.0,Closed,B4400,0,America,Civil Society,CO,Not PBA,0,0,1,Colombia,NGM Americas,D4400,S4413,South America,Colombia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033951001,9695454.26,1,11230,0,4420,1,Uncoded: Pre-APP,0,NDD Americas Programming,9695454.26,1.0,Closed,B4400,0,America,Civil Society,CO,Not PBA,0,0,1,Colombia,NGM Americas,D4400,S4413,South America,Colombia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033951001,9695454.26,1,11320,0,4420,1,Uncoded: Pre-APP,0,NDD Americas Programming,9695454.26,1.0,Closed,B4400,0,America,Civil Society,CO,Not PBA,0,0,1,Colombia,NGM Americas,D4400,S4413,South America,Colombia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033951001,9695454.26,1,15160,0,4420,1,Uncoded: Pre-APP,0,NDD Americas Programming,9695454.26,1.0,Closed,B4400,0,America,Civil Society,CO,Not PBA,0,0,1,Colombia,NGM Americas,D4400,S4413,South America,Colombia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033951001,9695454.26,1,15261,0,4420,1,Uncoded: Pre-APP,0,NDD Americas Programming,9695454.26,1.0,Closed,B4400,0,America,Civil Society,CO,Not PBA,0,0,1,Colombia,NGM Americas,D4400,S4413,South America,Colombia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957001,5800000.0,0,12110,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5800000.0,1.0,Operational,B4400,0,America,Governmental,BO,Sectoral budget support,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033957001,5800000.0,0,12240,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5800000.0,1.0,Operational,B4400,0,America,Governmental,BO,Sectoral budget support,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033957001,5800000.0,0,12261,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5800000.0,1.0,Operational,B4400,0,America,Governmental,BO,Sectoral budget support,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033957001,5800000.0,0,12281,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5800000.0,1.0,Operational,B4400,0,America,Governmental,BO,Sectoral budget support,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033957002,5550000.0,0,12110,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5550000.0,1.0,Operational,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957002,5550000.0,0,12240,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5550000.0,1.0,Operational,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957002,5550000.0,0,12261,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5550000.0,1.0,Operational,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957002,5550000.0,0,12281,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5550000.0,1.0,Operational,B4400,0,America,Civil Society,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957003,5000000.0,0,12110,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Terminating,B4400,0,America,Multilateral,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957003,5000000.0,0,12240,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Terminating,B4400,0,America,Multilateral,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957003,5000000.0,0,12261,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Terminating,B4400,0,America,Multilateral,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957003,5000000.0,0,12281,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Terminating,B4400,0,America,Multilateral,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033957003,5000000.0,0,14081,0,4416,1,Uncoded: Pre-APP,0,NDD Americas Programming,5000000.0,1.0,Terminating,B4400,0,America,Multilateral,BO,Not PBA,0,0,1,Bolivia,NGM Americas,D4400,S4413,South America,Bolivia,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Multilateral,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15110,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Multilateral,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,15150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Multilateral,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31150,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31161,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31161,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Multilateral,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31161,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31181,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Governmental,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31181,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Multilateral,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033962001,4514427.11,0,31181,0,4452,0,Uncoded: Pre-APP,0,NDD Americas Programming,4514427.11,1.0,Closed,B4400,0,America,Individual,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,0.82,0.18,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,11130,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,11130,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,11220,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,11220,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,24040,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033963001,6930000.0,0,24040,0,4452,1,Uncoded: Pre-APP,0,NDD Americas Programming,6930000.0,1.0,Operational,B4400,0,America,Civil Society,HT,Not PBA,0,0,1,Haiti,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,Haiti,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033966001,4000000.0,0,12250,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033966001,4000000.0,0,14031,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033966001,4000000.0,0,14032,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033966001,4000000.0,0,14081,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033966001,4000000.0,0,72010,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033966001,4000000.0,0,74010,0,4408,1,Uncoded: Pre-APP,0,NDD Americas Programming,4000000.0,1.0,Closed,B4400,0,America,Multilateral,HN,Not PBA,0,0,1,Honduras,NGM Americas,D4400,S4403,Central Americas Section,Honduras,0.7,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033969001,6500000.0,0,15160,0,4407,0,Uncoded: Pre-APP,0,NDD Americas Programming,6500000.0,1.0,Closed,B4400,0,America,Multilateral,GT,Not PBA,0,0,1,Guatemala,NGM Americas,D4400,S4403,Central Americas Section,Guatemala,1.0,0.0,0,Responsive,1,0,0,0
2009/2010,0,A033970001,0.0,0,99820,0,2240,0,Uncoded: Pre-APP,0,KED Engaging Canadians,15210.92,1.0,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,KFM Partnership for Develop. Innovation,D6220,S6222,Education and Knowledge,Journalism and Development Initiative,0.0,0.0,0,Responsive,1,1,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0172,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0172,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31182,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
2009/2010,0,A033975001,10000000.0,0,31110,0,4246,0,Uncoded: Pre-APP,0,WED Southern & Eastern Africa,10000000.0,0.0189,Terminating,B4200,0,Africa,Multilateral,2,Pooled funding,1,0,2,Africa,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",PanAfrica,0.0,0.0,0,Core Funding,1,0,0,0
