assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,doc_id,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,tid
3099,,,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,H,B,12861,,,,,,,104714
3100,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,H,B,5104,,,,,,,104714
3101,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,H,B,5105,,,,,,,104714
3102,,,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,H,B,5104,,,,,,,104714
3103,,,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,U,B,3935,,,,,,,22226
3104,,,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,H,B,13657,,,,,,NG108-15,105030
3105,,,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",H,B,10369,In vivo,,,,,,105030
3106,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),H,B,10369,,,,,,,105030
3107,,,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,H,B,12918,,,,,,,105030
3108,,,Compound was evaluated for the binding affinity at 5- HT3 receptor,H,B,12918,,,,,,,105030
3109,,,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),H,B,10369,,,,,,,105030
3110,,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,H,B,773,,,,,,,105030
3111,,,5-hydroxytryptamine 3 receptor agonism in mouse,H,F,12918,,,,,,,105030
3112,,,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,H,B,10561,,,,,,,105030
3113,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,H,B,12827,,,,,,,105030
3114,,,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,H,B,12827,,,,,,,105030
3115,,,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,H,B,12918,,,,,,,105030
3116,,,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,H,B,273,,,,,,,105030
3117,,,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,H,B,273,,,,,,,105030
3118,,,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,H,B,10561,,,,,,,105030
3119,,,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,H,B,5033,In vitro,,,,,,105030
3120,,,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,H,B,16429,,,,,,N1E-115,105030
3121,,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,H,B,10322,,,,,,,11765
3122,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,H,B,14331,,,,,,,11765
3123,,Mus musculus,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,D,B,13462,,,10090.0,,,,10630
3124,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,H,B,12861,,,,,,,17106
3125,,Sus scrofa,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,H,B,15086,,,9823.0,,,,144
3126,,Sus scrofa,Binding activity radioligand.,H,B,12861,,,9823.0,,,,144
3127,,Oryctolagus cuniculus,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,H,B,10561,,,9986.0,,,,104714
3128,,Oryctolagus cuniculus,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,H,B,10561,,,9986.0,,,,104714
3129,,Oryctolagus cuniculus,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,H,B,10561,,,9986.0,,,,104714
3130,,Oryctolagus cuniculus,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,H,B,10561,,,9986.0,,,,104714
3131,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),H,F,273,,,9986.0,,,,104714
3132,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),H,F,273,,,9986.0,,,,104714
3133,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),H,F,273,,,9986.0,,Ileum,,104714
3134,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),H,F,273,,,9986.0,,,,104714
3135,,Oryctolagus cuniculus,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),H,F,273,,,9986.0,,,,104714
3136,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),H,F,273,,,9986.0,,,,104714
3137,,Oryctolagus cuniculus,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),H,F,273,,,9986.0,,,,104714
3138,,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,H,B,13047,,,9986.0,,,CHO,104714
3139,,Rattus norvegicus,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,D,B,1650,,,10116.0,,,,104698
3140,,,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),H,B,16288,,,,,,,12020
3141,,,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),H,B,16288,,,,,,,12020
3142,,Rattus norvegicus,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,D,B,10254,,,10116.0,,,,104698
3143,,,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",H,B,14532,,,,,,,104698
3144,,,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",H,F,13392,In vivo,,,,Heart,,104698
3145,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",H,F,13392,,,,,Heart,,104698
3146,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",H,F,13392,,,,,Heart,,104698
3147,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",H,F,13392,,,,,Heart,,104698
3148,,,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",H,F,13392,,,,,Heart,,104698
3149,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",H,F,13392,,,,,,,104698
3150,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",H,F,13392,,,,,,,104698
3151,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",H,F,13392,,,,,,,104698
3152,,,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",H,F,13392,,,,,,,104698
3153,,Rattus norvegicus,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),D,F,1089,In vivo,,10116.0,,,,104698
3154,,,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),H,F,1089,In vivo,,,,,,104698
3155,,Rattus norvegicus,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,D,F,11454,In vivo,,10116.0,,,,104698
3156,,Rattus norvegicus,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,D,F,11454,,,10116.0,,,,104698
3157,,Rattus norvegicus,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,D,F,12205,In vivo,,10116.0,,,,104698
3158,,Rattus norvegicus,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),D,F,1089,,,10116.0,,,,104698
3159,,,Binding affinity towards 5-HT3 receptor in rat was evaluated,H,B,5094,,,,,,,104698
3160,,Rattus norvegicus,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,D,B,2622,,,10116.0,,,,104698
3161,,,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,H,B,245,,,,,,,104698
3162,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,H,B,14788,,,,,,,104698
3163,,,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,H,B,14788,,,,,,,104698
3164,,,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,H,B,3020,,,,,,,104698
3165,,,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,H,B,1742,,,,,,,104698
3166,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,H,B,17394,,,,,Brain,,104698
3167,,,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,H,B,17394,,,,,Brain,,104698
3168,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,H,B,17394,,,,,,,104698
3169,,,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,H,B,14286,,,,,,,104698
3170,,,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,H,B,14178,,,,,,,104698
3171,,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,D,B,14178,,,10116.0,,,,104698
3172,,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,D,B,14178,,,10116.0,,,,104698
3173,,Rattus norvegicus,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,D,B,14178,,,10116.0,,,,104698
3174,,,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,H,B,15034,,,,,,,104698
3175,Membranes,,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",H,B,1089,,,,,,,104698
3176,,Rattus norvegicus,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,D,B,1089,,,10116.0,,,,104698
3177,,,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,H,B,16532,,,,,,,104698
3178,,Rattus norvegicus,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,D,B,12801,,,10116.0,,,,104698
3179,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),H,B,15194,,,,,,NG108-15,104698
3180,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,H,B,15194,,,,,,NG108-15,104698
3181,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,H,B,15194,,,,,,,104698
3182,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,H,B,15194,,,,,,,104698
3183,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,H,B,15194,,,,,,,104698
3184,,,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,H,B,15194,,,,,,,104698
3185,,,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,H,F,10610,,,,,,,104698
3186,,Rattus norvegicus,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,D,F,10355,,,10116.0,,,,104698
3187,,,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",H,F,691,,,,,,,104698
3188,,,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,H,F,10611,,,,,,,104698
3189,,,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,H,F,12801,In vivo,,,,,,104698
3190,,,Inhibition of 5-HT evoked reflex bradycardia in rat.,H,F,10609,,,,,,,104698
3191,,,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3192,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3193,,,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),H,F,11454,In vivo,,,,,,104698
3194,,Rattus norvegicus,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,D,F,11454,In vivo,,10116.0,,,,104698
3195,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3196,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,H,F,11454,In vivo,,,,,,104698
3197,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3198,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3199,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3200,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3201,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3202,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
3203,,,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,H,F,11454,In vivo,,,,,,104698
