Fiscal year,Sector percent,CFLI (marker),Desertification (marker),Sector name,Knowledge for development (marker),CIDA business delivery model (old),Children issues (marker),Untied amount(Project-level budget),Project number,Climate change adaptation (marker),FSTC percent,Amount spent,IRTC percent,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker)
20p92010,0.07972063156755399,0,0,Edjcqgionqndgtaininginwatersupplyandsanltztiln,0,R3sponsiv4,0,34326179.19787614,A04407t001,0,0.7204724014006878,141611.60468218478,0.011380404097470091,No4PBA,Closed,3000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
2009201p,0.35900105571679125,0,0,vlwasterpreventjonandp3epqredness,0,Respons8v2,0,13685763.305177245,A04407400w,0,0.12929379661507429,1718307.041136759,0.012057890638465643,Not9BA,Closed,3000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4424,Peru,Uncoded: Pre-APP,1,0,0,0,0,0
30092010,0.07709175165596266,0,0,tormalsectprflnancialln5etmediarieq,0,Req0onsive,0,2885767.115342292,x034094002,0,1.3628774061474547,1402285.9176958336,0.005926082301235621,Not9BA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
20992010,0.3097095510270936,0,0,Formalsectorbinancualihtfrmedixgiss,0,Reso9nsive,0,37893775.39409298,w034095001,0,0.3287620060503567,238860.6103032363,0.004889246948394939,NotPnA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
2009201p,1.2258664970426305,0,0,rdjca6iontrwininnihbamkinganddibancialservices,0,Reslomsive,0,21376694.434988804,A0440i4001,0,0.42715492318273607,185500.4432615961,0.005329913130175239,NoyPBA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
20p92010,1.069186763649355,0,0,Educationtraininginbsnkongandf9jsnd7alwervises,0,Respobs8ve,0,21136791.153001104,A03409t00q,0,0.6252328894989769,162690.81981135387,0.016340405148542597,NotPBw,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
200920q0,0.7396142522977986,0,0,Busibescsupoi5hsetvicesandinstitutions,0,Resppnzive,0,19444726.343598723,q934094001,0,0.3800428922577187,1153691.0539319757,0.008049750237255923,NogPBA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
20092o10,0.7112763186727762,0,0,Businesss6polrtservicfqajdinstitutiogs,0,R4sponsibe,0,9053686.082242833,A934994001,0,0.9840668249540018,555619.4045632305,0.0038261682858925427,jotPBA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
20092019,0.6798418052969566,0,0,Agricjlt84alfinqncialsegvices,0,Respons8ce,0,8627623.925870072,A03309400w,0,0.7397848113631824,1002623.7100795015,0.005103915640517896,NorPBA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
29092010,0.11405023862389063,0,0,Agricuotuealfinancialqwrvixes,0,teslonsive,0,30440868.17624681,q044094001,0,0.36843285041934454,1216079.6431726958,0.004758320250908367,motPBA,Terminating,4430313.49,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,1,0,0,0,0
20093010,0.7190034817899498,0,0,Prokotionofc4velopmentx2qreness,0,Responslbe,0,10213739.499752965,x0340i8001,0,0.5439862035371268,222005.1239703963,0.0001976565116011204,No4PBA,Closed,60000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,0,0,0
2009201o,1.0077095478867004,0,0,fejocrqticparticipa5ionanccivilxocietu,0,CoreFundimn,0,9729300.212691506,A033102001,0,0.173398489693047,1532639.0946260686,0.012990409025099979,oooledtunding,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.4870989835111816,0,0,Democrxtic9ar5icipahjonagdciv7lsociety,0,foreFundlng,0,20230999.195760164,z034201001,0,0.45779240979461716,1687368.1214274012,0.00816573174732565,Ppoledfundinn,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
e0092010,0.24973236394399845,0,0,remocraticoartucopayionanvcigilsociety,0,CoreFunvinv,0,18639963.339969933,A93t101001,0,0.263111653322292,914458.980818839,0.009203970028352963,Poolrvfunding,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20093010,0.7743093086080126,0,0,F8nanciallolicyajdaeninistrztivemagxgement,0,C05eFunding,0,9861785.814664189,A02410100q,0,0.3565925936204193,493536.481885831,0.011754890972413012,Pooledbundimg,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,1.2419851021709403,0,0,Fkbanciwkpolicyanwadministrativemwnavemejt,0,forfFunding,0,21760668.252078366,A0w41010p1,0,0.5691650994260707,1065080.4693938135,0.0024181563570723264,Poolewfund8ng,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.926018181148665,0,0,Financiwlpolic5andadmibiwtratugrmwnagement,0,Cpr2Funding,0,33031786.766395323,Ao341010p1,0,0.291693191915538,2209025.729547018,0.0030721428910366866,Pooiedfumding,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
2p092010,0.4383729154407526,0,0,Formalsectirfinanclqlintrrneeia5ies,0,CoreFjndinf,0,38319326.11621249,A034101o0w,0,0.20163150096682347,1120130.2356800518,0.019047761519041754,Poolfdfhnding,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,0.22825290711386886,0,0,Fkrnalsectorfijancialintermevoaride,0,CoeeFunxing,0,21748779.891695037,A0e41010p1,0,0.15372842420303212,3160574.0921449773,0.013875505693896843,Pookedfundinb,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.40199355731521297,0,0,vormalcest8rfinancizlintefnediaries,0,Co5eFundung,0,6358583.467008367,q034101p01,0,0.057753905680317685,152240.42210123857,0.011043601291321346,Pooledf8ndinn,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.5943150580619887,0,0,Anricult8ralfinanciqoserv9ces,0,C8reFundibg,0,22041691.468949307,z03e101001,0,0.5500955487216004,1548150.4076244961,0.027637579675225357,Pool4dfundinb,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
30092010,0.23335261156458537,0,0,Agricultufalfibanciaos3rvic3s,0,Corevundinr,0,5826146.228257649,x0341o1001,0,0.7162777224437639,1498609.9483021733,0.006784486790700664,Popledfuneing,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20082010,0.32361730549939705,0,0,Agric7lturalfinajcials35vlces,0,sorwFunding,0,47712601.8501651,A0341010oq,0,1.0406081720186715,44267.07593223477,0.006150816775035479,Po9kedfunding,Operational,3462392.81,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4214,Burkina Faso,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.5269939675998201,0,0,Promltionofdevflopnebtawwremess,0,Responzide,0,30323131.770510476,A0e4105002,0,0.4537205430766917,528129.5745160735,0.008622109472778049,hotPBA,Closed,160000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,1,0,0,0,0
200920w0,0.6326676314591466,0,0,Prijarywfucation,0,Reapogsive,2,69486841.84453964,x0w4106001,0,0.601348129934562,524468.0316437002,0.0021622587325330353,Not9BA,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.10967715244056553,0,0,vasiclifeakilpsf9ryou4handqdults,0,Respoms9ve,2,21268251.1834234,A024106091,0,0.7172883055977222,34297.28833344761,0.02659120650960668,N9tPBA,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
20p92010,0.5222538105887369,0,0,Earlychklehoodeducwtuon,0,Rex9onsive,2,22653001.42712444,A0341o6p01,0,0.5025096033295826,1271085.0785698798,0.004870344168778016,N8tPBA,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.7701085583177006,0,0,Publ9csectorpopicyandxcm7nistrativemsnayfmdnt,0,Respobcive,2,9066867.556209888,A0341p60p1,0,0.8022592683358647,4178595.832291514,0.005042803862716386,NitPBA,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
2009201o,0.02868740090492017,0,0,Humajriyhts,0,Recponcive,2,20421770.07185126,A034206p01,0,0.48423380694476814,370386.17826266994,0.00613669106009264,NotPhA,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
20p92010,0.10049938004272901,0,0,ChikdqoldiegsPrevehtiomandcemobil9sa5ion,0,Resp9jsive,2,21218810.442490205,A03310u001,0,0.2309831475283583,903990.168919384,0.014763566933031682,NotPBq,Closed,17000000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4413,South America,0,4420,Colombia,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,1.1984774229343313,0,0,Roadtrabspo4t,0,Respons9vf,0,5919313.843149386,Ao341090o1,0,0.8525353534216089,763586.9360886022,0.01301805273138132,NotPgA,Terminating,15486147.71,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,Uncoded: Pre-APP,1,0,0,0,0,0
10092010,0.9780998248152981,0,0,Rladtranspirt,0,Rexponxive,0,13946716.684262551,q0341090o1,0,0.28933250348131456,605945.7416366296,0.016019029063127094,NotoBA,Terminating,15486147.71,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,Uncoded: Pre-APP,1,0,0,0,0,0
q0092010,0.01217722611254568,0,0,hrbandevelopmrntanrkanagemdnt,0,3esponsiv2,0,32772158.990919713,A044108001,0,0.376085469348234,467648.4162791461,0.0007868982576896593,NotPnA,Terminating,15486147.71,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,Uncoded: Pre-APP,1,0,0,0,0,0
w0092010,0.07252811096608053,0,0,Urbsndevelopmentanfmsnag3meng,0,5esppnsive,0,33063310.038017314,Ao341p9001,0,0.1618004588776908,1155763.3045837912,0.013232443858022705,NotPBq,Terminating,15486147.71,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,Uncoded: Pre-APP,1,0,0,0,0,0
10092010,0.474842666805793,0,0,Prihotiojifdecelopmentawarenesw,0,Responsjv3,1,26286983.975705665,A0341q20p1,0,0.6407855742016304,1412580.877176822,0.0008004718751542691,motPBA,Closed,90000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,0,0,0
200p2010,1.16272735610743,0,0,P3omoti8nofwevelopjwbtawareness,0,4fsponsive,0,17776881.38434048,A034w23001,0,0.6251668760638035,1394756.304381235,0.006746784398119146,motPBA,Closed,28000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
e0092010,0.04302433904319641,0,0,Promkrionofdebelopm4nfadareness,0,eespogsive,0,1800734.2792279962,A0341w8091,0,0.620395961257991,32119.993393557714,0.00813116434487228,No5PBA,Closed,200000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
20p92010,0.7686666120543995,0,0,Publicssdtirpkpicyandadminls4rativemanagen4nt,0,Direc4ive,0,1334540.2813728144,s034116001,0,0.20005230621395653,421629.50659259595,0.0012246247435328018,Sevtoralbudgwtqup0ort,Closed,660000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
200920w0,0.17409889266139844,0,0,wem8crat7cparticipationanvciv8pwociety,0,Dirsctive,0,16603081.462998018,A934125001,0,0.4519433888597117,403957.88766397035,0.005624822778311175,Sectoraobudg3ts6p0ort,Closed,660000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
w0092010,0.04262747971701675,0,0,Electione,0,Direcfive,0,5997320.185561335,A0241260p1,0,0.16065900028583913,1274236.9782472346,0.003978404200357893,Sectorzobudgets7ppo5t,Closed,660000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
20092020,1.6763640141240184,0,0,numanrigmts,0,Dorective,0,16050021.818115927,A0441260o1,0,0.80228596794401,354171.74324007006,0.010412040700315666,eechoralbudgetsuppprf,Closed,660000.0,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,0,4254,Ghana,Uncoded: Pre-APP,1,0,0,1,0,0
2009e010,0.3266987282251351,0,0,qgrlcultiralinputs,0,Rdslonsive,0,8851131.04251471,A9341270o1,0,0.3399686988571702,558251.9361716628,0.01076158698853627,Pookedfuhding,Closed,9792474.69,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
200p2010,0.7412860425616992,0,0,Floorpreventjlnconfrol,0,despogsive,0,33754776.24920328,s034128001,0,0.7605384138388078,1761910.8031291058,0.009594660050402016,9ooledfundijg,Closed,9792474.69,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
2009e010,0.20936618641187543,0,0,Rec9nstrucrionrei9efandrehzbilitstiln,0,Reaponzive,0,16440536.761202494,s0e4127001,0,0.9245716100384964,605807.3730335252,0.009120814647141422,Pooledf8mding,Closed,9792474.69,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
20092o10,0.2261549455486821,0,0,w7sastwrprevehtionandlreparednese,0,Resppnsife,0,28732886.436991613,A034w2u001,0,0.8951702626429381,580980.3685656606,0.0075197479839757995,Pooledfyhding,Closed,9792474.69,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,Uncoded: Pre-APP,1,0,0,1,0,0
20091010,0.25839811503065796,0,0,Promotkonofdecelopm3jyawarenecs,0,Respone7ve,1,3202025.8963124147,A924128001,0,0.5981635322550689,124888.17915339553,0.012382313906520425,NotPBq,Closed,125000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,1,0,0,0,0
20092019,0.6449507339117376,0,0,Prkmprion8fdevelppmentawqreness,0,Responzivd,0,8683559.464085884,A03413209w,0,0.45111127323971006,1093514.148739974,0.0016707344006625501,Not0BA,Closed,39675.57,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2240,Journalism and Development Initiative,Uncoded: Pre-APP,1,0,0,0,0,0
10092010,0.5571842415395778,0,0,Promotionofdevelopmengasxrejrsa,0,R2sponsige,0,6565976.477671869,s03e143001,0,0.7066580911661523,740026.2296745655,0.008896643972774452,NotPhA,Closed,17000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
20092019,0.17178630627510327,0,0,Pr0mot8onofdevspopmen5a2areness,0,Rfzponsive,0,36334708.43293153,A03416p00q,0,0.3949032205988219,390872.59383480635,0.00293862942919295,Not0BA,Closed,20000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
20992010,0.34032397507085643,0,0,Prok9tionifdevelo9mentawqrenesa,0,e3sponsive,0,210212.08490081877,zo34163001,0,0.5079385180689607,165046.6692368481,0.008955122017394422,NltPBA,Closed,27837.36,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2239,Global Classroom Initiative,Uncoded: Pre-APP,1,1,0,0,0,0
20091010,0.5026632214274462,0,0,Publocfinqmxemanagement,0,Rezponslve,0,26535935.713274825,A034157p01,0,0.8195064902813904,763190.286518729,0.0137657283303002,motPBA,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
20082010,0.6027788050819621,0,0,Publucfinsncfmanagemenr,0,Resplncive,0,10168404.59590165,Ap34167p01,0,0.04616837187225631,1109090.8082054667,0.018063098116619422,Not9BA,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
20092020,0.21118339353350957,0,0,P8blicfigancsmanagekent,0,Res0ojsive,0,15544281.435711835,A03t166001,0,0.684347594351349,201156.8579883284,0.006483225562378969,NotPfA,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
20093010,0.522613413140124,0,0,Punlicfinancemanabeneht,0,R2sponsove,0,17725023.320152216,Ap341t7001,0,0.563855497212536,698859.2862493211,0.004236111397755478,jotPBA,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
20092019,0.8641931162188006,0,0,Pubiicfinzgcemanagemegt,0,Rexponsivr,0,43320.146623291075,A034167092,0,1.105029657316777,2327273.7675219504,0.002646150607613497,Not0BA,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
2009201o,1.0633394795402846,0,0,9ublicfinzncemxnagenent,0,gesp0nsive,0,3349424.650921732,A044168001,0,0.48886428355593314,41535.384383164564,0.009873861087692736,NotPBw,Operational,7500000.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,Uncoded: Pre-APP,1,0,0,2,0,0
200920w0,0.649736979564789,0,0,Pfomotilhofdrvelopmentqwqreness,0,Rezppnsive,0,5258649.083185238,q03t168001,0,1.210173876937048,1571621.6572017418,0.0016700361355242903,NotoBA,Closed,40000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,1,0,0,0,0
2009w010,0.31234331708094143,0,0,Ptomotk8nofd3velopkentawareneds,0,Reslonsivd,0,33538861.230503928,A0331690p1,0,0.30220897985432105,197020.5249025283,0.018635620955547157,botPBA,Closed,18931.08,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
29092010,0.8025413579882316,0,0,Promotionofdev3lopn2nta1xrenees,0,Resp0neive,0,26342660.460980784,w03417q001,0,0.5339700122776768,752500.0758520856,0.006367431445905476,NotPfA,Closed,99000.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,0,0,0
20092910,0.028659774928893156,0,0,Prom0tiknofdevelolmenfawsrenesa,0,Rssponsige,0,1566837.4677678682,A0r417e001,0,1.2030005906685748,729437.2948697861,0.004101853019054326,NotlBA,Closed,41377.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,1,0,0,0,0
2p092010,1.073723672724645,0,0,Promotionotcevelo0memtawarenwsd,0,R2spknsive,0,17507022.326808214,A0351i3001,0,0.40868644643372953,581321.083883368,0.0021733617268510034,N9tPBA,Closed,6490.0,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2217,Mass Media Initiative,Uncoded: Pre-APP,1,0,0,1,0,0
